bin_left,bin_right,count_all,count_test,count_random,count_quantile
0.121672744,0.47346457306,29,8,0,21
0.47346457306,0.82525640212,119,24,5,90
0.82525640212,1.1770482311800001,217,34,49,134
1.1770482311800001,1.52884006024,262,61,80,121
1.52884006024,1.8806318893,447,70,176,201
1.8806318893,2.23242371836,436,92,157,187
2.23242371836,2.58421554742,492,112,179,201
2.58421554742,2.93600737648,444,88,178,178
2.93600737648,3.2877992055400003,510,86,221,203
3.2877992055400003,3.6395910346,546,122,224,200
3.6395910346,3.99138286366,588,108,257,223
3.99138286366,4.34317469272,500,99,222,179
4.34317469272,4.69496652178,519,101,230,188
4.69496652178,5.046758350839999,501,101,205,195
5.046758350839999,5.3985501799,465,94,216,155
5.3985501799,5.75034200896,376,80,155,141
5.75034200896,6.102133838019999,365,72,166,127
6.102133838019999,6.45392566708,304,65,138,101
6.45392566708,6.80571749614,211,44,94,73
6.80571749614,7.1575093251999995,127,21,64,42
7.1575093251999995,7.50930115426,111,25,41,45
7.50930115426,7.86109298332,57,18,16,23
7.86109298332,8.21288481238,35,5,10,20
8.21288481238,8.56467664144,38,12,8,18
8.56467664144,8.9164684705,22,5,8,9
8.9164684705,9.26826029956,18,3,4,11
9.26826029956,9.62005212862,7,1,0,6
9.62005212862,9.971843957679999,6,0,1,5
9.971843957679999,10.32363578674,1,0,1,0
10.32363578674,10.6754276158,5,1,0,4
10.6754276158,11.02721944486,5,1,1,3
11.02721944486,11.37901127392,0,0,0,0
11.37901127392,11.73080310298,0,0,0,0
11.73080310298,12.08259493204,0,0,0,0
12.08259493204,12.434386761099999,0,0,0,0
12.434386761099999,12.78617859016,0,0,0,0
12.78617859016,13.13797041922,0,0,0,0
13.13797041922,13.48976224828,1,1,0,0
13.48976224828,13.84155407734,0,0,0,0
13.84155407734,14.1933459064,1,0,0,1
14.1933459064,14.545137735459999,0,0,0,0
14.545137735459999,14.89692956452,0,0,0,0
14.89692956452,15.24872139358,0,0,0,0
15.24872139358,15.60051322264,0,0,0,0
15.60051322264,15.9523050517,0,0,0,0
15.9523050517,16.304096880760003,0,0,0,0
16.304096880760003,16.65588870982,0,0,0,0
16.65588870982,17.007680538880003,0,0,0,0
17.007680538880003,17.35947236794,0,0,0,0
17.35947236794,17.711264197000002,0,0,0,0
17.711264197000002,18.06305602606,0,0,0,0
18.06305602606,18.41484785512,0,0,0,0
18.41484785512,18.766639684180003,0,0,0,0
18.766639684180003,19.11843151324,0,0,0,0
19.11843151324,19.470223342300002,0,0,0,0
19.470223342300002,19.82201517136,0,0,0,0
19.82201517136,20.173807000420002,0,0,0,0
20.173807000420002,20.525598829480003,0,0,0,0
20.525598829480003,20.87739065854,0,0,0,0
20.87739065854,21.229182487600003,0,0,0,0
21.229182487600003,21.58097431666,0,0,0,0
21.58097431666,21.932766145720002,0,0,0,0
21.932766145720002,22.28455797478,0,0,0,0
22.28455797478,22.63634980384,0,0,0,0
22.63634980384,22.988141632900003,0,0,0,0
22.988141632900003,23.33993346196,0,0,0,0
23.33993346196,23.691725291020003,0,0,0,0
23.691725291020003,24.04351712008,0,0,0,0
24.04351712008,24.395308949140002,0,0,0,0
24.395308949140002,24.7471007782,0,0,0,0
24.7471007782,25.09889260726,0,0,0,0
25.09889260726,25.450684436320003,0,0,0,0
25.450684436320003,25.80247626538,0,0,0,0
25.80247626538,26.154268094440003,0,0,0,0
26.154268094440003,26.5060599235,0,0,0,0
26.5060599235,26.857851752560002,0,0,0,0
26.857851752560002,27.209643581620004,0,0,0,0
27.209643581620004,27.56143541068,0,0,0,0
27.56143541068,27.913227239740003,0,0,0,0
27.913227239740003,28.2650190688,0,0,0,0
28.2650190688,28.616810897860002,0,0,0,0
28.616810897860002,28.96860272692,0,0,0,0
28.96860272692,29.320394555980002,0,0,0,0
29.320394555980002,29.672186385040003,0,0,0,0
29.672186385040003,30.0239782141,0,0,0,0
30.0239782141,30.375770043160003,0,0,0,0
30.375770043160003,30.72756187222,0,0,0,0
30.72756187222,31.079353701280002,0,0,0,0
31.079353701280002,31.43114553034,0,0,0,0
31.43114553034,31.7829373594,0,0,0,0
31.7829373594,32.13472918846,0,0,0,0
32.13472918846,32.486521017520005,0,0,0,0
32.486521017520005,32.83831284658,0,0,0,0
32.83831284658,33.19010467564,0,0,0,0
33.19010467564,33.5418965047,0,0,0,0
33.5418965047,33.893688333760004,0,0,0,0
33.893688333760004,34.24548016282,0,0,0,0
34.24548016282,34.59727199188,0,0,0,0
34.59727199188,34.949063820940005,0,0,0,0
34.949063820940005,35.30085565,1,0,0,1
