,importance
LCD,0.05942738048030751
PLD,0.06790716148050498
LFPD,0.044843411742744206
cm3_g,0.10608406533923923
ASA_m2_cm3,0.16049480917814812
ASA_m2_g,0.14309804999891285
NASA_m2_cm3,0.018469221092582217
NASA_m2_g,0.02027516101277362
AV_VF,0.1527749565321035
AV_cm3_g,0.04854434572048819
NAV_cm3_g,0.005557835939926188
Has_OMS,0.1043263624021193
