name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
ECEDAU_clean,argon,273.0,0.01,14.0,ECEDAU_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0131099725,0.0126555556,0.5237171795,0.2938466046,0.450100111
WABVOL_clean,argon,273.0,0.01,14.0,WABVOL_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0017566779,0.00469375,0.0701757675,0.0393741352,0.0587161453
CUVHIL01_clean,argon,273.0,0.01,14.0,CUVHIL01_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.002553567,0.0114,0.1020098928,0.0572355878,0.0950325691
FARBIL_clean,argon,273.0,0.01,14.0,FARBIL_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.006919536,0.0071716667,0.2764216247,0.1550943124,0.1801924364
TOVHUJ_clean,argon,273.0,0.01,14.0,TOVHUJ_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0058133074,0.0093708333,0.2322300049,0.1302993316,0.0973481655
NOCLUN_clean,argon,273.0,0.01,14.0,NOCLUN_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0048348392,0.0048683333,0.1931421576,0.1083679693,0.1164301309
JIXWUJ_clean,argon,273.0,0.01,14.0,JIXWUJ_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0026697177,0.0046444444,0.1066498839,0.0598389885,0.0976557771
NAYGUR_clean,argon,273.0,0.01,14.0,NAYGUR_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0033472701,0.0033975,0.1337167478,0.0750256319,0.05595661
DUDKUK_clean,argon,273.0,0.01,14.0,DUDKUK_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0034107521,0.0079,0.1362527255,0.0764485152,0.064520956
BEXVIL_clean,argon,273.0,0.01,14.0,BEXVIL_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0042316816,0.01034375,0.169047217,0.094848809,0.0839590189
NIKHAS_clean,argon,273.0,0.01,14.0,NIKHAS_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0093523747,0.0397916667,0.3736086661,0.2096239006,0.2712142899
FAHGAY_clean,argon,273.0,0.01,14.0,FAHGAY_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0094681025,0.0162,0.3782317587,0.2122178199,0.1676106238
c5sc03494a_c5sc03494a2_clean,argon,273.0,0.01,14.0,c5sc03494a_c5sc03494a2_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0085483643,0.04010625,0.341490058,0.1916028306,0.1746188694
UMODEH10_clean,argon,273.0,0.01,14.0,UMODEH10_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0086177785,0.0656,0.3442630158,0.1931586785,0.1427443737
YIWLIZ_clean,argon,273.0,0.01,14.0,YIWLIZ_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0014899339,0.0023125,0.059519879,0.033395342,0.0420958324
ja102862j_si_005_clean,argon,273.0,0.01,14.0,ja102862j_si_005_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0080061402,0.03015,0.3198292899,0.1794494329,0.15689369
WILREO_clean,argon,273.0,0.01,14.0,WILREO_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0014841262,0.00388125,0.0592878741,0.033265169,0.0368897366
LABNIO_clean,argon,273.0,0.01,14.0,LABNIO_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0026484214,0.033525,0.1057991363,0.059361652,0.075750595
XUDQEU_clean,argon,273.0,0.01,14.0,XUDQEU_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0078638575,0.06366875,0.314145379,0.1762603111,0.124826751
YOZBIZ01_clean,argon,273.0,0.01,14.0,YOZBIZ01_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0177320523,0.18156875,0.7083600259,0.3974457905,0.5869273881
LUDCUK_clean,argon,273.0,0.01,14.0,LUDCUK_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0176426148,0.0317275,0.7047871757,0.39544114,0.5929578113
LUBMAW_clean,argon,273.0,0.01,14.0,LUBMAW_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0023809762,0.0077208333,0.0951152366,0.0533671424,0.0529725688
YIYHAQ_clean,argon,273.0,0.01,14.0,YIYHAQ_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0065780523,0.0134888889,0.262780032,0.147440304,0.1448081567
RUHFOR_clean,argon,273.0,0.01,14.0,RUHFOR_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0016728072,0.00486875,0.066825301,0.0374942594,0.0333525289
TERFED_clean,argon,273.0,0.01,14.0,TERFED_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0115287668,0.02944375,0.4605511751,0.2584054989,0.3312171078
QUSSAA_clean,argon,273.0,0.01,14.0,QUSSAA_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0038220395,0.0119027778,0.1526828337,0.0856671005,0.135188578
HAWZEM_clean,argon,273.0,0.01,14.0,HAWZEM_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0261531315,0.0321944444,1.044765296,0.5861956545,0.7527148118
cm503311x_alf225K_clean,argon,273.0,0.01,14.0,cm503311x_alf225K_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0075765499,0.006245,0.302668015,0.1698206055,0.1636671202
CUMDEU_clean,argon,273.0,0.01,14.0,CUMDEU_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0009105061,0.001625,0.0363728962,0.0204080608,0.0335757765
WIYMOG_charged,argon,273.0,0.01,14.0,WIYMOG_charged_argon_273.0K_0.01bar_14.0/Output/System_0,0.0035058463,0.0119125,0.1400515476,0.0785799537,0.0320684058
EZUCIM_clean,argon,273.0,0.01,14.0,EZUCIM_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0109609716,0.016559375,0.4378688931,0.2456789514,0.2464052375
WANHOL_clean,argon,273.0,0.01,14.0,WANHOL_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0085597323,0.05065,0.3419441863,0.1918576324,0.1616241686
XIHSAJ01_clean,argon,273.0,0.01,14.0,XIHSAJ01_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0073708059,0.02415625,0.2944489554,0.1652090654,0.1702521394
TOFLIL_clean,argon,273.0,0.01,14.0,TOFLIL_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0070319673,0.02389375,0.2809130297,0.1576143445,0.1856693341
HISJIE_clean,argon,273.0,0.01,14.0,HISJIE_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0021957998,0.01199375,0.0877178109,0.0492166037,0.0695678997
TONKIR_clean,argon,273.0,0.01,14.0,TONKIR_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0679652086,0.23785625,2.7150741527,1.523370537,1.9913421261
VONROH_clean,argon,273.0,0.01,14.0,VONROH_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.003149292,0.012045,0.1258079175,0.0705881549,0.1257347921
CAVMIX_clean,argon,273.0,0.01,14.0,CAVMIX_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0089391255,0.076975,0.3571001855,0.2003613422,0.1889421589
QUQWOQ_clean,argon,273.0,0.01,14.0,QUQWOQ_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0058502546,0.0224375,0.2337059706,0.1311274646,0.0952847402
SARHAW_clean,argon,273.0,0.01,14.0,SARHAW_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0039133804,0.00359,0.1563317183,0.0877144123,0.0993707231
FITHIA_clean,argon,273.0,0.01,14.0,FITHIA_clean_argon_273.0K_0.01bar_14.0/Output/System_0,0.0041999277,0.007346875,0.1677787106,0.0941370769,0.1202413775
