GAS,TEMP,MODEL,SAMPLING,LOW,R2_MEAN_HIGH_1,R2_MEAN_HIGH_5,R2_MEAN_HIGH_15,R2_STD_HIGH_1,R2_STD_HIGH_5,R2_STD_HIGH_15,MAE_MEAN_HIGH_1,MAE_MEAN_HIGH_5,MAE_MEAN_HIGH_15,MAE_STD_HIGH_1,MAE_STD_HIGH_5,MAE_STD_HIGH_15,INPUT_HIGH_1,INPUT_HIGH_5,INPUT_HIGH_15
Ar,273,cat,random_struct,Henry,0.8852652404456268,0.9316785683780192,0.9477419790503376,0.0118314679493046,0.0069218799243143,0.0059939880101486,0.0495128659020493,0.1387001246435339,0.2639854484310576,0.0021003370260492,0.0052898176659818,0.0107881445101873,struct+input,struct+input,struct+input
Ar,273,gbm,random_struct,Henry,0.8487588462604746,0.8922590010810081,0.9242332972326136,0.0069764750941508,0.0073636038243578,0.0024271787383339,0.0862584173546764,0.2185461592453414,0.3475272816741086,0.0015559408618103,0.00517855307514,0.0054813774381958,struct+input,struct+input,struct+input
Ar,273,rf,random_struct,Henry,0.8838250621669232,0.923829423139067,0.945234174901732,0.0194784394098783,0.0047731657685114,0.0059622136381224,0.0455943640200296,0.1367421789451689,0.2599623647681783,0.0025570862603612,0.0053521549791949,0.0120451024007456,struct+input,struct+input,struct+input
Ar,293,cat,random_struct,Henry,0.9596047507686,0.965665615712817,0.9624757925407308,0.0226265061243963,0.0054536624752387,0.0032019788189435,0.0149475591026694,0.0722776172617308,0.1743622543358788,0.0016450956642249,0.0024781761655243,0.0041079058352903,struct+input,struct+input,struct+input
Ar,293,gbm,random_struct,Henry,0.9187839224003927,0.891952935690839,0.9169942954823488,0.0149271831607626,0.0097679326135677,0.0035524300599979,0.051649943991008,0.1762792606962478,0.3003299152080728,0.0011802424023316,0.0044587243127559,0.007391774922251,struct+input,struct+input,struct+input
Ar,293,rf,random_struct,Henry,0.9602784495435436,0.9517022586348024,0.9582340030382014,0.0216033747999053,0.0108171624050741,0.0025749280067764,0.0158842328160284,0.0779449111580077,0.1785361055110143,0.0021261452575678,0.0033382281007441,0.0052973086804485,struct+input,struct+input,struct+input
Ar,313,cat,random_struct,Henry,0.8981260727404052,0.9385544871091196,0.9674645601894746,0.0254196083528394,0.0093187097335486,0.004890821235173,0.020708750808073,0.0604101203911355,0.1222218218698428,0.0018570822807886,0.001616265279547,0.00219763474553,struct+input,struct+input,struct+input
Ar,313,gbm,random_struct,Henry,0.8218041754413985,0.8386201571485463,0.8980892707905017,0.0283624670530363,0.0167510693744494,0.0057347459907433,0.0523041853415528,0.161884477101223,0.2730486165430527,0.0023340626121621,0.0039545440573888,0.0077814249138294,struct+input,struct+input,struct+input
Ar,313,rf,random_struct,Henry,0.9013018730092948,0.9274320881823916,0.9608874575689172,0.031357404867921,0.0087592082416918,0.0056258141242371,0.0203188991871575,0.0658621536236015,0.1322169483891988,0.0027328783328781,0.0017112852884273,0.0034732206202139,struct+input,struct+input,struct+input
He,273,cat,random_struct,Henry,0.9664041182891464,0.9663743842225978,0.9641841087817344,0.0475346032174334,0.0481880949158411,0.0540111903724598,0.0004803502378083,0.0022941894351862,0.0069999081752777,3.445678063428573e-05,0.0001734958788025,0.0005718268917801,struct+input,struct+input,struct+input
He,273,gbm,random_struct,Henry,0.94933903198417,0.9522538597554396,0.9580198959191693,0.0357266227485042,0.033947470757036,0.0378530515534452,0.0015614093969281,0.0076555618085359,0.0221743328511406,5.1873393023499965e-05,0.0002429381312866,0.000716799232602,struct+input,struct+input,struct+input
He,273,rf,random_struct,Henry,0.9564288141646176,0.9555475486962646,0.9534853756516648,0.0444809772416153,0.040708781830255,0.0451686556381932,0.0014819752594524,0.0073101101878745,0.021314044023198,6.288742722270251e-05,0.0002995602196263,0.0008039065239947,struct+input,struct+input,struct+input
He,293,cat,random_struct,Henry,0.9657879703239424,0.96736386885503,0.9641132310860692,0.0516088677828159,0.0487666446484338,0.054998518404931,0.0004407389420288,0.0020949589748794,0.0064419913588894,3.25806281268011e-05,0.0001490131388065,0.000497665712476,struct+input,struct+input,struct+input
He,293,gbm,random_struct,Henry,0.9466751250637548,0.9537406008277024,0.9490626115865218,0.0371590132879561,0.0348246597522391,0.0398724171305318,0.0013255102833691,0.0065080370577527,0.0191727061574164,5.3013842203440304e-05,0.000237986338835,0.0007066895617195,struct+input,struct+input,struct+input
He,293,rf,random_struct,Henry,0.955305930938651,0.957750953872994,0.955991737100413,0.0435527558625722,0.042102720508443,0.0471845401550342,0.0012572923889896,0.0062084952630088,0.0182580971459864,5.51779653174732e-05,0.0002748524038279,0.0007685524617521,struct+input,struct+input,struct+input
He,313,cat,random_struct,Henry,0.9643870148513288,0.9669133741364782,0.963598473868174,0.0537154738226096,0.0489703511776332,0.054434877840855,0.0004125624476105,0.0019670357572153,0.0059668023849216,4.084340982626164e-05,0.0001539378847087,0.0004647266431827,struct+input,struct+input,struct+input
He,313,gbm,random_struct,Henry,0.9588945341753,0.9607202496765084,0.9494335201328652,0.0377978630901626,0.0337413805195596,0.0410047079474654,0.0011296745824365,0.0055881035590617,0.0165957928315084,4.374777763779263e-05,0.0001967229972126,0.0006972146954237,struct+input,struct+input,struct+input
He,313,rf,random_struct,Henry,0.9584580284019972,0.9566032887447669,0.9574286158305568,0.0461768874483029,0.0409941328633713,0.0480908559168639,0.0010906775276487,0.0054129809182989,0.015916940482347,5.449850843790617e-05,0.0002587206250749,0.0007485882025505,struct+input,struct+input,struct+input
