GAS,TEMP,MODEL,SAMPLING,LOW,R2_MEAN_HIGH_1,R2_MEAN_HIGH_5,R2_MEAN_HIGH_15,R2_STD_HIGH_1,R2_STD_HIGH_5,R2_STD_HIGH_15,MAE_MEAN_HIGH_1,MAE_MEAN_HIGH_5,MAE_MEAN_HIGH_15,MAE_STD_HIGH_1,MAE_STD_HIGH_5,MAE_STD_HIGH_15,INPUT_HIGH_1,INPUT_HIGH_5,INPUT_HIGH_15
Ar,273,cat,random_struct,0.01,0.3922699828404989,0.5362652394503648,0.7487052147223331,0.0332009696503892,0.0299180084385739,0.0188312815369822,0.2120076051528578,0.4666019510398178,0.6219096618568779,0.0067548424061296,0.0178824031599264,0.0240475564941099,struct,struct,struct
Ar,273,gbm,random_struct,0.01,0.2886773758616358,0.4820325344905677,0.7294466905294312,0.0231654155273406,0.0218572472952971,0.0170869950214055,0.2262396671479896,0.4860799669965442,0.6403554059391904,0.0068637552348214,0.0176304184343703,0.0224246990390833,struct,struct,struct
Ar,273,rf,random_struct,0.01,0.3685657712297831,0.5318279057573673,0.7498821648152786,0.0444944257208434,0.0353659421361762,0.020603758045855,0.2041245569522512,0.4472147095310469,0.5933429369542796,0.0090926384717815,0.0195399768931958,0.0243045445287202,struct,struct,struct
Ar,293,cat,random_struct,0.01,0.3632668240054044,0.5616129782653845,0.7750843955978993,0.0261767475616225,0.0165598024264498,0.0099260803269265,0.1463423911717993,0.3543006518084984,0.5037182016695246,0.0026596148344173,0.0034051218420936,0.003020610218937,struct,struct,struct
Ar,293,gbm,random_struct,0.01,0.3259089624261231,0.5268160114089084,0.7584841918879238,0.031462609411875,0.0181223099108347,0.011661796421674,0.1508906297871717,0.3658573245344552,0.5202703876193291,0.0024603442289928,0.0020482932400711,0.00191811738773,struct,struct,struct
Ar,293,rf,random_struct,0.01,0.3872895819412143,0.5689528882129773,0.7773495515984721,0.0283627737927333,0.0178332445910534,0.0098344204508526,0.1371818030904318,0.3375005064595818,0.4801169502643983,0.0019750838616209,0.0019676610090283,0.0047225135725769,struct,struct,struct
Ar,313,cat,random_struct,0.01,0.3440412474870097,0.480942948822513,0.6848334197638788,0.0546530732578531,0.0185705424090402,0.0063752326439759,0.1018897251376266,0.2848275842300592,0.4519485168756757,0.003255867565793,0.0056671317684434,0.0102935268181971,struct,struct,struct
Ar,313,gbm,random_struct,0.01,0.2541288608885069,0.4207578672270462,0.6599149805033189,0.064938232622192,0.0207854717713354,0.0097825019545439,0.1071398582455352,0.2988105014255944,0.4693639999607083,0.0050354412079243,0.0067318915203513,0.0105812942248463,struct,struct,struct
Ar,313,rf,random_struct,0.01,0.3389722750072662,0.4642513311902929,0.6878876145349009,0.054819179358562,0.0404416708395053,0.0112261904142571,0.0972104429497664,0.2756542560182353,0.431113951728358,0.0038534478364296,0.0085357337146443,0.0117092964814066,struct,struct,struct
H2,293,cat,random_struct,0.01,,0.1962238178560861,,,0.1101766922139344,,,0.2694045741342241,,,0.007228064007335,,,struct,
H2,293,gbm,random_struct,0.01,,0.1701000975913114,,,0.0984320618694986,,,0.2735348726629595,,,0.0076865433017527,,,struct,
H2,293,rf,random_struct,0.01,,0.215571054908495,,,0.1204010457274829,,,0.2551108552972428,,,0.0070536177043049,,,struct,
He,273,cat,random_struct,0.01,0.9497990613335704,0.9522921455429711,0.9524365002153322,0.0502907720728473,0.0476337345905101,0.0533024402203261,0.0016658506539783,0.0081111784846924,0.0234274100669819,6.810811206167746e-05,0.0002882760470029,0.0008138198369241,struct,struct,struct
He,273,gbm,random_struct,0.01,0.944981306037689,0.9501201683654206,0.9553893796820846,0.0333945320598271,0.0336083475815398,0.0370229147456528,0.0016166989468212,0.0078646217700929,0.0226477800122929,3.689330965351889e-05,0.0001937358203854,0.0005056329430312,struct,struct,struct
He,273,rf,random_struct,0.01,0.9498361424535162,0.9490362539175138,0.949595068692075,0.0424236306705134,0.0387244803666728,0.0439297345351693,0.0015363166161083,0.0075534370802734,0.0218288808496004,5.930665137411442e-05,0.000275136407749,0.0007523414412293,struct,struct,struct
He,293,cat,random_struct,0.01,0.9541179972746844,0.9560008391215896,0.9543325182085718,0.0495917453993915,0.0485822811098005,0.0548605259359043,0.001399906416597,0.0068542140486171,0.0200490112605188,6.10360984617946e-05,0.0002720287141855,0.0007497626373131,struct,struct,struct
He,293,gbm,random_struct,0.01,0.944685232603739,0.9478860908821752,0.9420340382895944,0.0365033971857496,0.0349150446128219,0.0411323156768904,0.001355999477872,0.0066880318297181,0.0195298986069957,4.475867870842716e-05,0.0001955635403483,0.0007111488764023,struct,struct,struct
He,293,rf,random_struct,0.01,0.9501770768594756,0.9541874319449762,0.954168456527692,0.0420563409799581,0.0410936042583506,0.0465073453616477,0.0012970946548182,0.0063685436968721,0.018598034727524,5.100972230274562e-05,0.0002700103680226,0.0007702235961643,struct,struct,struct
He,313,cat,random_struct,0.01,0.9571407518603988,0.9585627188148654,0.9562150967701308,0.0527109676053407,0.0473248365889897,0.0550498531640035,0.0011973002485559,0.0059603836304129,0.017413465557933,5.771773652014932e-05,0.0002269852179046,0.0007282562058911,struct,struct,struct
He,313,gbm,random_struct,0.01,0.950834561659134,0.9544926164753392,0.9502228732364132,0.0376734058835053,0.0330889903079945,0.0399070549362738,0.0011611243124988,0.0057171311837272,0.0168582430407209,4.038472595719864e-05,0.0002201378831306,0.0006323218886426,struct,struct,struct
He,313,rf,random_struct,0.01,0.9554572357948242,0.95380624612096,0.9545276605369408,0.0451914862110659,0.0404663754530673,0.0470008461792818,0.0011117620738144,0.0055101161226775,0.0161443253645036,5.440390066991114e-05,0.0002588301550108,0.0007418125639146,struct,struct,struct
N2,293,cat,random_struct,0.01,,0.3753160118490345,,,0.045064609736032,,,0.3253608583701864,,,0.0036434501871396,,,struct,
N2,293,gbm,random_struct,0.01,,0.3168544625185766,,,0.0497639280187049,,,0.3350201664431334,,,0.0035199425797859,,,struct,
N2,293,rf,random_struct,0.01,,0.3978387079571346,,,0.0462466002599897,,,0.3066219759548939,,,0.0051765506024451,,,struct,
O2,293,cat,random_struct,0.01,,0.3845439735685943,,,0.0858426724210233,,,0.3210308114216867,,,0.0070532257237186,,,struct,
O2,293,gbm,random_struct,0.01,,0.3495131385397264,,,0.0701537676932543,,,0.3292915643290508,,,0.0061325795342498,,,struct,
O2,293,rf,random_struct,0.01,,0.3727129126653173,,,0.079791987252179,,,0.3077296607713403,,,0.0085825297631239,,,struct,
