name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
MEFYUT_clean,helium,313.0,15.0,14.0,MEFYUT_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.2346847609,0.4121611111,0.9393496933,5.2602185391,6.2712541884
VUGYED_clean,helium,313.0,15.0,14.0,VUGYED_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.2246212541,0.3101944444,0.8990694809,5.0346553416,5.580408935
MUHNAG_clean,helium,313.0,15.0,14.0,MUHNAG_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.1251597105,0.0992888889,0.5009645075,2.8053267156,3.936903927
SETQOZ_SL,helium,313.0,15.0,14.0,SETQOZ_SL_helium_313.0K_15.0bar_14.0/Output/System_0,0.3322182268,0.3149,1.329737339,7.4463312785,7.4010823241
NEYVEU_clean,helium,313.0,15.0,14.0,NEYVEU_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.8495411189,5.56521875,3.4003749817,19.0415940364,9.7910715885
JUMDEC_clean,helium,313.0,15.0,14.0,JUMDEC_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.3120778256,0.28843,1.2491233289,6.9949048142,7.2494335112
BASTIA_clean,helium,313.0,15.0,14.0,BASTIA_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.0218923318,0.11823125,0.0876262909,0.4906941934,1.1479811163
YOYPOT_clean,helium,313.0,15.0,14.0,YOYPOT_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.1573099573,0.3706,0.6296491496,3.5259415673,3.9486506465
GUGNON_clean,helium,313.0,15.0,14.0,GUGNON_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.2562359231,0.51330625,1.0256104181,5.743265765,5.4957283075
HOJNUR01_clean,helium,313.0,15.0,14.0,HOJNUR01_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.1012639805,0.47169375,0.4053194109,2.2697284034,2.8896215342
PEGPOI_clean,helium,313.0,15.0,14.0,PEGPOI_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.0725706984,0.5619375,0.2904716226,1.6265978743,3.2372002971
VUZNOV_clean,helium,313.0,15.0,14.0,VUZNOV_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.4838888256,2.0194611111,1.9368143812,10.8458724021,7.7519347893
GUBSED_clean,helium,313.0,15.0,14.0,GUBSED_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.1106209602,0.3107541667,0.4427716765,2.4794555188,3.4581637929
XAVKIR_clean,helium,313.0,15.0,14.0,XAVKIR_clean_helium_313.0K_15.0bar_14.0/Output/System_0,0.7871137215,18.07495,3.1505029559,17.6423478645,9.4305297545
