MOF,Total time (s)
FOPTOU_clean,681.0
FOQNIK_clean,236.5
FOQNOQ01_clean,222.3
FOQNOQ02_clean,222.9
FOQNOQ_clean,215.4
FOQNUW01_clean,222.9
FOQNUW02_clean,221.4
FOQNUW_clean,230.2
FOQPAE01_clean,229.7
FOQPAE02_clean,228.8
FORWAL_clean,278.9
FORXAM_clean,2041.9
FOSTOY_clean,1258.1
FUDQIF_clean,167.6
FUHJOJ_clean,455.8
FUSWIA_clean,156.3
FUTZIF_clean,284.1
FUVBOP_clean,284.9
FUVDEH01_clean,786.2
FUVDEH02_clean,751.7
FUVDEH03_clean,750.8
FUVDEH04_clean,753.7
FUVDEH05_clean,917.0
FUVDEH09_clean,790.7
FUVDEH10_clean,758.4
FUVDEH11_clean,733.7
FUVDEH13_clean,768.5
FUVDEH_clean,743.5
FUVGAG02_clean,814.5
FUWFUA_clean,355.3
FUWQIZ_clean,281.8
FUYCAE_clean,206.0
FUYCUZ_clean,1407.8
GABYUG_clean,478.7
GACBIY_clean,359.5
GACYER_clean,315.5
GAFGEC_clean,365.6
GAHSEQ_clean,389.2
GALFAB_clean,368.8
GANBAZ01_clean,614.2
GANBAZ02_clean,167.5
GANBAZ_clean,564.7
GANBED02_clean,266.5
GANBED_clean,281.7
GANBIH_clean,378.0
GASTIG_clean,296.1
GATQIE_clean,392.1
GATQOK_clean,658.1
GAYFOD_clean,166.3
GEBPEK_clean,146.3
GEBSAJ_clean,3884.7
GEDPAH_clean,228.3
GESNIC_clean,323.4
GEYFIB_clean,1004.1
GEZYUH_clean,421.5
GIFKIP_clean,191.4
GIJXAA_clean,254.8
GINNUO_clean,450.5
GITSUY_clean,586.6
GITVAH01_clean,1406.3
GITVAH_clean,1587.5
GOBTAT_clean,399.5
GOLDAO_clean,694.0
GONMUT_clean,2601.9
GONSUZ_clean,207.0
GOPLUS_clean,262.6
GOQWOY_clean,219.0
GORJEE_clean,1089.8
GORWUF_clean,221.8
GUKCIA_clean,410.8
GUPBOJ03_clean,423.3
GUPCEA_clean,1355.9
GURPOZ_clean,1358.1
GUZVOO_clean,299.7
HABCEV_clean,261.2
HABCIZ_clean,247.5
HABCOF_clean,245.9
HABDAS_clean,240.5
HABRUZ_clean,276.6
HACDOH_clean,703.8
HACDUN_clean,1074.5
HACRAH_clean,695.2
HACREL_clean,890.4
HAFQOW_clean,247.1
HAFQUC_clean,178.6
HAMJUC_clean,1030.0
HANKIS_clean,3176.7
HANKOY_clean,3239.2
HAWGIY_clean,429.8
HAXNOJ_clean,141.9
HEGKAP_clean,1186.8
HEXNII_clean,246.1
HICGEG_clean,468.1
HICZIE_clean,243.4
HIDDAB_clean,236.6
HIQKID_clean,242.0
HIVSAI_clean,300.0
HIWMAD_clean,249.5
HIZSEQ_clean,204.7
HIZTUG_clean,320.1
HOGJET_clean,252.5
HOJJUN_clean,299.0
HONXAL_clean,1276.7
HOQNOS_clean,304.1
HOVGEG_clean,428.9
HOZFIN_clean,242.3
HUBQEC_clean,509.3
HUCSEF_clean,473.8
HUDCEQ_clean,202.8
HUGTOT_clean,995.3
HUHBUJ_clean,1281.5
HUNCIE_clean,222.2
HURFIL_clean,410.3
HURFOR_clean,353.1
HUVNAP_clean,974.3
HUXHUF_clean,300.2
HUYFAJ_clean,440.5
HUZYEI_clean,639.2
HUZYIM_clean,792.3
IBAPOS_clean,165.9
IBAQAF_clean,170.0
IBAQEJ_clean,168.8
IBIYUO_clean,617.5
IBURAZ_clean,357.1
ic062019u-file003_clean,435.9
ic1010083_si_002_clean,1906.3
ic200054b_si_002_clean,532.5
ic302758g_si_002_clean,801.1
ic403175w_si_002_clean,379.2
ic5005374_si_003_clean,518.0
ic502478u_si_003_clean,845.2
ic502488c_si_002_clean,443.6
ic502643m_si_011_clean,184.1
ic502643m_si_012_clean,232.0
ic5b00096_si_002_clean,1508.6
ic5b00561_si_002_clean,650.0
ic8008859_si_001_clean,737.9
ic801677y_si_001_clean,319.4
ICAREL_clean,468.2
ICIKAH_clean,1630.5
ICITIY_clean,294.2
ICIVEW_clean,167.3
IDUYOX_clean,244.7
IFEPUG01_clean,885.5
IFEPUG02_clean,755.7
IFEPUG03_clean,735.5
IFEPUG04_clean,764.5
IFEPUG05_clean,761.0
IFEPUG06_clean,792.9
IFEPUG07_clean,792.9
IFEPUG08_clean,759.9
IFEPUG09_clean,891.7
IFEPUG10_clean,870.2
IFEQER_clean,784.5
IFUPAC_clean,280.5
IGORUS_clean,174.2
IGUCEU_clean,750.3
IJAPIU_clean,290.1
IJAPOA_clean,309.8
IJENIV_clean,434.0
IJENOB_clean,550.5
IJEXUS_clean,284.3
IKOTEH_clean,496.7
ILITON_clean,250.6
ILOWAI_clean,419.1
IMACZN01_clean,305.1
IMAXOL_clean,323.0
IMULEH_clean,469.0
IMUVES_clean,3478.9
INASAT_clean,439.5
INECIP_clean,458.4
INECOV_clean,324.3
INEPEY_clean,278.9
INEXEG_clean,418.9
INIROO_clean,386.5
IPEBEM_clean,1636.3
IPIVOT_clean,362.4
IREGOD_clean,354.6
IRUVUO_clean,800.9
ISEQIH_clean,270.2
IVEKEA_clean,1222.1
IVIPEK_clean,395.1
IWAHIZ_clean,747.2
IWAHUK_clean,1356.6
IWEVUD_clean,268.7
IWEWAK_clean,274.4
IWEWEO_clean,253.9
IWEWIS_clean,281.2
IWEWOY_clean,403.7
IXIKOR01_clean,1681.7
IXIKOR_clean,1745.7
IYALUR_clean,2666.2
IYIHUU_manual,251.6
IYITOB_clean,233.5
IYOCUW_clean,233.9
IYOVEY_clean,186.5
IYUHOB_clean,322.0
IZIHIK_clean,395.7
IZULUL_clean,749.5
IZUSEC_clean,424.9
ja0660047si20060818_060256_clean,321.9
ja0660047si20060818_060458_clean,397.3
ja0734952si20070516_030528_clean,1076.7
ja078060t-file002_clean,916.0
ja101440z_si_001_clean,259.5
ja102862j_si_005_clean,357.8
ja111042f_si_002_clean,138.2
ja202154j_si_003_clean,377.2
ja206029a_si_003_clean,419.1
ja4015666_si_002_clean,188.4
ja4015666_si_003_clean,188.7
ja4015666_si_005_clean,191.5
ja403810k_si_003_clean,1897.8
ja406030p_si_010_clean,2410.8
ja410368j_si_002_clean,372.1
ja501810r_si_002_clean,164.2
ja507119n_si_002_clean,536.8
ja507971r_si_004_clean,228.0
ja508679h_si_001_clean,2796.7
ja5109535_si_002_clean,689.2
ja5111317_ja5111317_si_003_clean,876.9
ja5b00450_si_002_clean,409.4
ja5b00450_si_003_clean,2678.3
jacs.5b11034_ja5b11034_si_002_clean,381.0
jacs.5b11079_ja5b11079_si_002_clean,364.1
jacs.6b01663_ja6b01663_si_002_clean,113.5
jacs.6b02030_ja6b02030_si_004_clean,415.7
jacs.6b03263_ja6b03263_si_002_clean,870.0
jacs.6b04608_ja6b04608_si_002_clean,1449.1
jacs.6b06375_ja6b06375_si_001_clean,1505.5
jacs.6b08724_ja6b08724_si_010_clean,152.2
jacs.6b08724_ja6b08724_si_011_clean,153.9
jacs.6b08724_ja6b08724_si_012_clean,75.4
jacs.6b08724_ja6b08724_si_013_clean,154.4
jacs.6b08724_ja6b08724_si_015_clean,153.1
JADBEY_clean,381.6
JADMIN_clean,1040.0
JAJZAY_clean,211.1
JALLIU_clean,493.3
j.inoche.2015.02.023_INC05895-mmc1_clean,295.0
j.inoche.2015.03.005_INC05902-mmc1_clean,959.5
JIVQOU_clean,755.0
JIVSAJ01_clean,1592.5
JIVSEN01_clean,821.7
JIVSIR01_clean,959.1
j.jssc.2015.08.048_mmc2_clean,1357.1
j.jssc.2016.06.015_ZJU-10_clean,235.0
JOBFEM_clean,560.0
JOBFIQ_clean,672.4
JOHQUT_clean,285.0
JOHSIJ_clean,853.7
JOQSIT_clean,277.6
JOZWOM_clean,453.6
JOZWUS_clean,459.9
jp302979a_si_002_clean,269.1
JUKPAI_clean,654.2
JUSGUB_clean,854.1
JUTCOS_clean,479.2
JUYBEM_clean,211.6
KACGAZ_clean,264.1
KACGED_clean,504.4
KACKIL_clean,141.0
KAHZAW_clean,158.9
KALFUA_clean,412.0
KARMUN_clean,698.3
KAVXAI_clean,343.4
KELJAN_clean,1009.1
KEVBIY_clean,3015.9
KEVBOE_clean,2829.5
KEWJIG_clean,428.0
KIFDIM_clean,231.1
KINMUR_clean,330.8
KINSEH_clean,212.2
KODPUP_clean,217.3
KOGSOQ_clean,394.1
KOJZOZ_clean,328.0
KOMHEB_clean,473.0
KOMHIF_clean,535.7
KOMHOL_clean,542.3
KOMHUR_clean,552.2
KOMJAZ_clean,563.7
KOQGAA_clean,249.4
KOVGOT01_clean,353.8
KOVGOT_clean,357.8
KOZNEU_clean,378.5
KOZQIB_clean,177.3
KUGFAU_clean,265.8
KUHZET_clean,1468.3
KUKPUD_clean,178.9
KUKQAK_clean,535.7
KULMAG_clean,509.1
KULMIO_clean,401.1
KUNLAH_clean,324.2
KUSDOT_clean,383.1
KUXROM_clean,277.6
KUXSAZ_clean,240.8
KUZYUB_clean,288.3
LABMOT_clean,253.2
LABMUZ_clean,582.0
LABNEK_clean,277.8
LABNOU_clean,760.7
LABNUA_clean,252.5
LABPEM_clean,742.0
LABPIQ_clean,266.9
LABPOW_clean,287.5
LABPUC_clean,288.6
LABQAJ_clean,259.3
LABQEN_clean,274.1
LACYEW_clean,263.3
LACYIA_clean,296.4
LACYOG_clean,198.9
LACYUM_clean,351.5
LACZAT_clean,321.6
LACZIB_clean,144.1
LAGVEX_clean,243.0
LAGWIB_clean,162.4
LAJFAG_clean,1018.0
LAJKUE_charged,1108.7
LAJLAL_charged,1140.9
LAJLEP_charged,1107.5
LAPLEW_clean,1557.5
LAPLOG01_clean,1615.1
LAPLOG_clean,2509.6
LAPLUM_clean,2853.0
LAPMAT_clean,2177.5
LAPMEX_clean,3552.0
LAPMIB_clean,1860.5
LAPMOH_clean,2434.3
LAPMUN_clean,3311.2
LAPNAU_clean,1802.3
LAPNEY_clean,1926.9
LAPNIC_clean,1577.4
LAPNOI_clean,1454.5
LAPNUO_clean,1265.0
LAPZEK_clean,289.8
LAQNOJ_clean,261.0
LAQNUP_clean,277.5
LATBUG_clean,315.5
LATCAN_clean,322.9
LATCIS_clean,93.2
LAVMAY_clean,230.6
LAWGOI_clean,317.1
LAWGUO_clean,301.1
LAWHEZ01_clean,304.0
LAWHEZ_clean,298.1
LAWHID_clean,292.5
LAXCUK_clean,282.2
LAZXIV_clean,276.7
LEJCEK_clean,141.5
LEJZOQ_clean,602.9
LELDOX_clean,1329.3
LENGES_clean,2079.8
LEQBUG_clean,250.5
LEQCAN_clean,246.1
LETREJ_clean,725.8
LEWZET_clean,147.9
LEZJOQ_clean,310.5
LEZJUW_clean,888.1
LIDSAU_clean,280.6
LIDSEY01_clean,830.2
LIDSEY_clean,285.8
LIDSIC_clean,339.0
LIFWEE_clean,152.5
LIHKAQ_clean,1164.1
LIKCOY_charged,191.7
LIQTUC_clean,480.6
LIRTUC_clean,457.5
LIXXEW_clean,336.3
LOCRUR_clean,155.1
LODCUC_clean,356.6
LODTAB_clean,185.3
LOFJAT_clean,209.0
LORNEL_clean,124.4
LOSYAV_clean,230.1
LOXVUR_clean,663.9
LOZSOK_clean,461.6
LOZSUQ_clean,484.7
LUDKIG_clean,488.9
LUDTUZ_clean,252.9
LUDVAH_clean,320.6
LUDVEL_clean,222.8
LUDVOV_clean,233.3
LUKLIN_clean,298.9
LURRIA_clean,202.3
LURRUM_clean,1792.6
LUSQOH_clean,1214.2
LUTZEH_clean,1286.6
LUWMUN_clean,196.7
LUWNAU_clean,198.2
LUXFEQ_charged,651.2
LUYBIS_clean,335.1
MAFFUW_clean,653.4
MAJJUF_clean,141.6
MAJKAM_clean,499.5
MAMVED_charged,1626.4
MAQMEZ_clean,356.2
MAVRAE_clean,297.8
MAXHUP_clean,240.5
MAZSOX_clean,217.7
MIBQAR16_clean,115.2
MIMSIM_clean,393.0
MINCET_clean,506.3
MIPHEA_clean,1913.4
MIVFUU_clean,233.7
MIXYOJ_clean,483.0
MIZKAI_clean,362.1
MIZPUI_clean,188.3
MODNIC_clean,240.7
MOKVOZ_clean,278.5
MOXBOS_clean,322.1
MOXPAR_clean,1662.7
MOYMUJ_clean,626.3
MOYTUR_clean,616.0
MOYZIK_clean,122.2
MUFZIY_clean,343.9
MUGXIX_clean,387.7
MUKQUG_clean,298.2
MUKRAN_clean,315.1
MULXUO_clean,308.1
MUMLOX_clean,439.0
MUTCEL_clean,337.7
MUVJAP_clean,247.7
MUWRON_clean,246.6
MUZKEZ_clean,339.9
NACZUP01_clean,1927.1
NACZUP03_clean,1903.6
NACZUP_clean,1967.5
NAHHOW_clean,242.0
NANPUN_clean,82.8
NATHOI_clean,763.5
NATXOW_clean,260.3
NAYHAY_clean,319.5
NEBYOK_clean,455.0
NEDLOZ_clean,514.5
NENHEU_clean,710.8
NIKHAS_clean,354.9
NIMQAC_clean,433.0
NIMQAD_clean,341.8
NIMQEH_clean,256.7
NIRFIE_clean,374.5
NIXFUX_clean,647.4
NIXGIM_clean,604.8
NIXKIQ_clean,490.4
NOBWEI_clean,777.6
NODKEX_clean,167.0
NODKIB_clean,453.5
NOFRIK_clean,1535.6
NOHQEI_clean,1404.3
NOMPOW_clean,338.1
NORPIV_clean,1063.9
NUCPIM_clean,202.2
NUDLAB_clean,292.8
NUDLEF_clean,472.9
NUMPAO_clean,177.3
NUNZUT_clean,311.3
NUSXEG_clean,581.2
NUTQEZ_clean,168.1
NUTYOS_clean,295.7
NUVWIL_clean,196.3
NUVXUZ_clean,488.0
NUZCIV_clean,666.7
OBUBIW_clean,315.1
OCILEU_clean,284.7
OCILIY_clean,276.4
OCIMAR_clean,313.0
OCIMEV_clean,285.7
OCIMIZ_clean,197.8
OCIMOF_clean,290.0
OCIMUL_clean,308.2
OCINAS_clean,295.8
OCIZAD_clean,382.7
OCUMUX_clean,401.8
OCUPOS_clean,235.3
OCUTAI_clean,248.4
ODIXIK_clean,585.7
OFAMUF_clean,209.9
OFODAP_clean,172.3
OFORUX_clean,302.8
OGIJIY_clean,372.2
OGOJAX_clean,214.3
OHAQAR_clean,2112.5
OHOLIH_clean,273.5
OJIFAP_clean,353.4
OJIWEK_clean,369.8
OJOSEN_clean,202.4
OJOSIR_clean,390.4
OJUPEQ_clean,817.0
OKIZIT_clean,609.8
OKUJOV_clean,2437.4
OKUJUB_clean,2987.9
OKUKEM_clean,2076.1
OLODEA_clean,666.6
OLOGAY_clean,391.1
OLOPIQ_clean,735.7
OLOPOW_clean,1548.0
OMOWEU_clean,547.5
OMUHUB_clean,868.4
OMUMEQ_clean,956.9
OMUMIU_clean,872.1
ONEYIQ_clean,4258.4
ONUJUE_clean,412.9
OPAHIY_clean,470.0
OQUFAJ01_clean,266.3
OQUFAJ03_clean,258.9
OQUFIR_clean,341.9
OQUFUD_clean,341.3
OQUGAK_clean,920.5
ORAWAH_clean,982.5
OREZUI_clean,2130.6
OSOTIB_clean,229.7
OTOYUT_clean,291.9
OTOZAA_clean,207.7
OTOZEE_clean,314.4
OVADAR_clean,300.2
OVEDAW_clean,334.1
OVIWOG_clean,200.4
OVUNIE_clean,285.0
OVUVIL_clean,202.9
OXAMEG_clean,235.9
OXANOR_clean,281.4
OXANUX_clean,291.0
OXAPAF_clean,293.4
OYAJIJ02_clean,476.4
OYAKAC02_clean,450.0
OYOVOP_clean,397.8
OZASOZ_clean,608.1
PACHUZ_clean,431.3
PALTIH_clean,444.6
PAQMAY_clean,448.7
PAQTIM_clean,361.4
PAQTOS_clean,360.0
PARSAF_clean,619.6
PARSEJ_clean,640.3
PEJMUO_clean,355.6
PEKDEQ_clean,347.3
PEKVUY_clean,227.1
PEMGEV_clean,749.2
PENNIH_clean,401.2
PEQFAT_clean,463.2
PEQTUB_clean,161.0
PETWES_clean,220.7
PETWIW_clean,219.7
PETWUI_clean,3099.7
PETXAP_clean,1047.9
PIBPAS_clean,296.2
PIDNEX_clean,229.6
PIDNOH_clean,2764.8
PILJAX_clean,305.8
PITRIU_clean,483.6
PIVBEC_clean,275.8
POBGAQ01_clean,332.3
POBGAQ_clean,218.1
POBJIB_clean,546.1
POCRAB_clean,332.5
PUBROU_clean,336.8
PUBRUA_clean,944.2
PUBSAH_clean,253.0
PUBSEL_clean,329.1
PUBSIP_clean,258.5
PUBSOV_clean,759.7
PUCKUV_clean,329.4
PUMGIP_clean,510.5
PUPJER_clean,286.3
PUSSEC_clean,369.6
PUWCEP_charged,1745.3
PUWCIT_clean,265.1
PUWZOX_clean,1560.1
QAHDOU_clean,144.8
QAHDUA_clean,138.4
QAMHAQ_clean,234.7
QAMLEY_clean,140.6
QAPPON_clean,267.8
QARLON_clean,238.3
QARLUT_clean,232.2
QARMAA_clean,244.7
QAVPOU_clean,1090.3
QETQIP_clean,515.8
QIKYOA_clean,213.2
QILBUK_clean,702.9
QITHAC_clean,1280.8
QITHEG_clean,1336.8
QIWHEL_clean,438.4
QIWQES_clean,257.6
QIYDAF01_clean,298.6
QOGGID_clean,394.1
QOGPIM_clean,439.5
QOPDAA_clean,499.2
QOTHOY_clean,234.9
QOZPEC_clean,257.4
QUJWEZ_clean,286.5
QUNMUI_clean,262.7
QUQGEP_neutral,345.7
QUQMOG_clean,813.0
QUQPIC_clean,291.3
QUQQOJ_clean,616.2
QUQZOS_clean,877.3
QURPIE_clean,1363.3
QUSSAA_clean,537.9
QUSSOO_clean,322.0
QUTDAM_clean,246.8
RACZIG_clean,343.2
RAHNUL_clean,2953.6
RAHPAT_clean,2249.0
RANCEQ_clean,294.1
RANVUA_clean,393.1
RAXBOJ_clean,269.5
RAZXIA01_clean,259.4
REHHET_clean,359.2
REHHIX_clean,316.5
REHHUJ_clean,340.9
REHJAR_clean,358.8
REHTUV_clean,4604.7
REJLOI_clean,1112.4
REKZIR_clean,693.8
RELLAW_clean,271.7
RESDUQ_clean,297.9
RESZIA_clean,329.3
RETVIW_clean,387.9
REXCEE_clean,287.5
REXGAE_clean,480.8
RIRDIH_clean,630.9
RITGEI_clean,368.0
RITGUY_clean,198.1
RIWNAO_clean,789.4
RIZXUT_clean,116.7
ROBYOY_clean,1089.7
ROKRIU_clean,4810.1
ROKROA_clean,3092.7
ROMMAJ_clean,299.0
RONSOE_clean,388.8
RORTID_clean,314.4
RORTOJ_clean,312.4
RORTUP_clean,314.2
RUBLUX_clean,249.7
RUBTAK04_clean,880.5
