MOF,Total time (s)
1499489-acs.cgd.6b01265_1499490_clean,172.2
ACOCOM_clean,526.2
ACOCUS_clean,516.2
ACODAZ_clean,495.4
acs.cgd.5b01554_VAGNUP1452791_clean,90.5
acs.chemmater.5b03723_cm5b03723_si_004_clean,221.1
acs.chemmater.5b03723_cm5b03723_si_005_clean,119.5
acscombsci.5b00188_34903_clean,131.8
acscombsci.5b00188_5013797_clean,63.3
acs.inorgchem.5b02316_ic5b02316_si_002_clean,412.2
acs.inorgchem.5b02378_ic5b02378_si_002_clean,480.6
acs.inorgchem.6b00136_ic6b00136_si_002_clean,170.6
acs.inorgchem.6b00276_ic6b00276_si_006_clean,1336.3
acs.inorgchem.6b01211_ic6b01211_si_002_clean,85.0
acs.inorgchem.6b01416_ic6b01416_si_004_clean,99.0
acs.inorgchem.6b01762_ic6b01762_si_002_clean,96.9
acs.jpcc.6b04690_jp6b04690_si_005_clean,507.3
ADOBIF_clean,61.7
AFEKAX_clean,73.0
AGUBUA_clean,74.1
AHIYOH_clean,201.6
AHUFIU_clean,85.9
AKOXIJ_clean,314.4
am301365h_si_002_clean,84.9
AMIZIG_clean,99.6
ANOMOG_clean,66.7
APEBII_clean,250.3
APEBOO_clean,341.4
AQEGUY_clean,106.0
AQERUL_clean,1020.1
AQIXUU_clean,132.6
AQOLOJ_clean,114.9
AQOTIK_clean,43.3
ASANAL_clean,107.1
ASEKAM_clean,93.3
ASEXED_clean,225.6
ASIVEF_clean,96.9
ATEJOA_clean,291.7
ATEZEG_clean,79.7
ATEZIK_clean,78.3
ATUZEW_clean,103.2
AVETAY_clean,50.4
AWEJES_clean,140.3
AWEWOP_clean,138.1
AWUPOZ_clean,50.2
AXIGAR_clean,59.3
AXINAX_clean,99.3
BABREE_clean,171.3
BADXAI_clean,250.1
BAKYIY_clean,71.0
BEGDEY_clean,208.0
BERQIA_clean,284.9
BETDOV_clean,85.5
BETFOX_clean,88.3
BEWCUD_clean,63.1
BEWVEG_clean,78.9
BEXTUV_clean,103.7
BEXVAD01_clean,85.2
BEXVAD_clean,91.2
BEXVIL_clean,45.5
BICDAU_clean,43.6
BIHBEB_clean,89.6
BIJFAD_clean,110.6
BINMIW_clean,185.2
BIPBAF_clean,78.2
BIRGIU_clean,93.5
BIWSOQ_clean,129.9
BOHWOM_clean,110.6
BORBEQ_clean,77.4
BOSHIC_clean,161.8
BOWSOW_clean,58.5
BUBDIL_clean,547.9
BUCSAU_clean,149.3
BUCSIC01_clean,158.5
BUKMUQ_clean,35.8
BUPDOH_clean,120.0
BUVVIZ_clean,143.8
BUVVOF_clean,156.1
BUXTUL_clean,240.4
c4dt02048k_c4dt02048k2_clean,94.8
c4ra13058h_c4ra13058h2_clean,166.7
c5cc09935h_c5cc09935h2_clean,89.0
c5ce00923e_c5ce00923e2_clean,178.5
c5ce00931f_c5ce00931f2_clean,92.8
c5ce01790d_c5ce01790d1_clean,182.5
c5ce02503f_c5ce02503f2_clean,782.7
c5dt01100k_c5dt01100k2_clean,107.3
c5dt02651b_c5dt02651b2_clean,104.4
c5dt03038b_c5dt03038b2_clean,68.6
c5dt03710g_c5dt03710g2_clean,70.3
c5dt04943a_c5dt04943a2_clean,75.2
c5dt05023e_c5dt05023e2_clean,138.5
c5nj02236c_c5nj02236c2_clean,134.5
c5nj03044g_c5nj03044g2_clean,192.6
c5qi00128e_c5qi00128e2_clean,149.5
c5sc00614g_c5sc00614g2_clean,321.2
c5ta03835a_c5ta03835a2_clean,116.6
c5ta05481h_c5ta05481h2_clean,307.8
c5ta09507g_c5ta09507g2_clean,906.4
c5ta10401g_c5ta10401g2_clean,580.9
c6cc00589f_c6cc00589f2_clean,84.6
c6cc00589f_c6cc00589f3_clean,29.1
c6cc01597b_c6cc01597b2_clean,111.8
c6cc03787a_c6cc03787a2_clean,140.7
c6ce00465b_c6ce00465b2_clean,39.8
c6dt01288d_c6dt01288d2_clean,266.1
c6ta07145g_c6ta07145g2_clean,435.2
CACNOM_clean,106.9
CASWIE_clean,50.6
CAVMIX_clean,207.0
CAXSUR_SL,80.3
CAYQIE_clean,64.6
CAYQOK_clean,133.6
CAYQUQ_clean,77.4
CEDFOI_clean,193.5
CEDFUO_clean,133.7
CEKNIQ_clean,166.1
CEMKOV_clean,78.0
CESFIQ_clean,131.5
CESFOW_clean,84.2
CEYYIQ_clean,75.4
cg050585esi20051105_115011_clean,125.2
cg100357q_si_002_clean,199.8
cg2007167_si_002_clean,134.5
cg3002866_si_001_clean,279.4
cg300979c_si_002_clean,123.3
cg3015354_si_002_clean,102.5
cg4012185_si_002_clean,346.6
cg500192d_si_002_clean,152.5
cg5008236_si_002_clean,1220.2
cg501141m_si_003_clean,163.3
cg801267m_si_001_clean,125.3
cg801267m_si_002_clean,124.3
cg801267m_si_003_clean,101.5
cg801267m_si_004_clean,100.3
CILFIN_clean,62.0
CIPLIX_clean,59.1
CIQQIE_clean,358.0
cm071462f-file004_clean,60.2
CODVAU_clean,532.0
COJMIZ_clean,164.6
COJMOF02_clean,136.3
comp2_clean,182.7
COQJID_clean,164.5
COQJOJ_clean,135.0
COQJUP_clean,146.0
COWDEZ_clean,315.1
COXDIE_clean,163.1
COYMIN_clean,249.6
CUFQUR_clean,103.0
CUGLIB_clean,54.8
CUGYIO_clean,55.2
CUGZAH_clean,57.1
CUHLUO_clean,462.9
CUPHIG_clean,77.7
CUQRUD_clean,63.2
CURZAR_clean,169.3
CUSXIY_clean,129.5
CUSXOE_clean,264.9
CUTCAX_clean,98.6
CUTFII_clean,98.6
CUVTIX_clean,439.9
CUVVOG_clean,142.1
CUWHUZ_clean,442.7
CUWXAV_clean,87.8
CUXFUX_clean,207.5
DACSAE_clean,228.2
DACSEI_clean,240.5
DADXUE_clean,245.9
DAFXUG_clean,209.1
DALVEU_clean,178.2
DAMRAN_clean,74.7
DANZOJ_neutral,60.0
DAZCAK_clean,303.0
DEKPUF_clean,85.9
DEYDOA_clean,50.3
DEYLOJ_clean,96.3
DIMQIB_clean,147.7
DITPED_clean,410.8
DIWMUT_clean,171.7
DIZVAK_clean,75.6
DOFTID_clean,86.1
DOFTOJ_clean,91.9
DOGBAE_clean,262.1
DOJXOR_clean,152.2
DOLWEI_clean,243.8
DOMGAP_clean,137.6
DONXOV_clean,174.7
DOTFOJ_clean,315.6
DUDKIY_clean,87.7
DUKNEE_clean,304.4
DUNYOC_clean,210.2
DUQRUD_clean,187.9
DUSHEG_clean,1305.5
DUSHIK_clean,1287.8
DUXZIG01_clean,26.3
DUZKAM_clean,112.3
DUZKEQ_clean,87.8
EBEWUG_clean,66.9
EBEXAN_clean,64.4
EBEXIU02_clean,96.8
EBEXIV_clean,62.5
EBOXEA_clean,88.4
ECEZAO_clean,78.9
EDUSOL_clean,415.3
EDUTUS_clean,57.2
EDUVAA_clean,95.7
EDUVEE_clean,378.2
EDUVII_clean,80.6
EDUWAB_clean,36.4
EFEGEC_clean,175.8
EFESIT_clean,354.7
EGABAR_clean,99.5
EGEJOQ_clean,280.4
EGEJUW_clean,170.9
EHUSUX_clean,209.4
EHUTAE_clean,277.6
EJATIS_clean,282.3
EJESUJ_clean,71.4
EKADIF_clean,792.2
EKEKIQ_clean,73.3
EKEKOW_clean,231.9
EKEMEO_clean,358.0
ELECIJ_clean,169.9
ELEROE_clean,259.5
ELOZIQ_clean,334.2
EMIREX_clean,123.3
ENCDBZ01_clean,53.7
ENCDBZ_clean,31.9
ENCNBZ01_clean,36.1
ENEQUL_clean,157.4
EPECOT_clean,231.5
EPUSUE_clean,99.0
EQOCOC01_clean,113.8
ERALEQ_clean,181.7
ERALIU_clean,135.0
ERAMUH_clean,313.4
ERANES_clean,94.1
ERANOC_clean,115.3
ERAQAR_clean,67.4
ERUNUC_clean,424.2
ESARIB_clean,608.5
ESEBOV_clean,48.0
ETIPII_clean,152.8
ETIXAI_clean,193.4
ETIYEN_clean,199.0
EVADEK_clean,378.6
EVADIO_clean,442.9
EVOTIT_SL,356.3
EWETOR_clean,363.5
EYOCUS_clean,235.5
EZIMEG_clean,142.3
EZIMIK_clean,135.9
EZOBUR01_clean,683.7
EZOFUV_clean,47.0
FAKHIK_clean,200.1
FALRIV01_clean,139.0
FALRIV_clean,145.5
FALROB_clean,137.1
FALSAO_clean,143.6
FASGIS_clean,127.1
FAVDAK_clean,154.0
FAVDEO_clean,107.1
FAVDIS_clean,113.4
FAVFOA_clean,710.7
FAYLIC_clean,45.2
FECFAV_clean,119.9
FECJUT_clean,241.9
FECYOD_clean,276.0
FEVNEA_charged,150.8
FEVNOL_clean,546.8
FEWWEL_clean,266.7
FEWWIP_clean,303.8
FEWXEM_clean,266.6
FEWXIQ_clean,253.6
FEYJID_clean,147.1
FEYQUW_clean,88.7
FEYZUF_clean,139.2
FEZCIX_clean,69.9
FIDMIP_clean,149.3
FIHHOV_clean,70.0
FIHHUB_SL,129.4
FIJCUX_clean,74.0
FIJFIO_clean,86.3
FIJFOU_clean,90.4
FIPJEV_clean,141.0
FIPWUY_clean,172.3
FIQCEN_clean,53.6
FIQKIB_clean,151.4
FISGOF_clean,50.2
FISXEM_clean,138.2
FIWKUT_clean,188.5
FOCZEE_clean,132.9
FOFCIO_clean,114.4
FOFHEO_clean,116.7
FOFTOL_clean,79.4
FOPFAS_clean,1376.2
FOPTOU_clean,267.8
FOQNIK_clean,76.8
FOQNOQ01_clean,70.8
FOQNOQ02_clean,70.3
FOQNOQ_clean,66.1
FOQNUW01_clean,70.4
FOQNUW02_clean,69.8
FOQNUW_clean,69.7
FOQPAE01_clean,75.5
FOQPAE02_clean,75.4
FORWAL_clean,85.3
FORXAM_clean,1094.0
FOSTOY_clean,661.4
FUDQIF_clean,63.2
FUHJOJ_clean,153.9
FUSWIA_clean,45.2
FUTZIF_clean,107.8
FUVBOP_clean,94.5
FUVDEH01_clean,270.4
FUVDEH02_clean,259.6
FUVDEH03_clean,265.1
FUVDEH04_clean,266.0
FUVDEH05_clean,323.1
FUVDEH09_clean,270.1
FUVDEH10_clean,272.8
FUVDEH11_clean,273.3
FUVDEH13_clean,271.0
FUVDEH_clean,263.1
FUVGAG02_clean,243.2
FUWFUA_clean,123.5
FUWQIZ_clean,97.6
FUYCAE_clean,70.7
FUYCUZ_clean,392.2
GABYUG_clean,182.5
GACBIY_clean,130.1
GACYER_clean,118.3
GAFGEC_clean,140.6
GAHSEQ_clean,115.0
GALFAB_clean,143.6
GANBAZ01_clean,127.9
GANBAZ02_clean,58.7
GANBAZ_clean,121.7
GANBED02_clean,95.7
GANBED_clean,104.6
GANBIH_clean,122.6
GASTIG_clean,115.3
GATQIE_clean,157.2
GATQOK_clean,322.2
GAYFOD_clean,54.3
GEBPEK_clean,59.2
GEBSAJ_clean,452.7
GEDPAH_clean,79.5
GESNIC_clean,98.2
GEYFIB_clean,241.6
GEZYUH_clean,143.9
GIFKIP_clean,52.7
GIJXAA_clean,98.7
GINNUO_clean,140.2
GITSUY_clean,221.0
GITVAH01_clean,408.8
GITVAH_clean,443.9
GOBTAT_clean,148.8
GOLDAO_clean,250.5
GONMUT_clean,809.2
GONSUZ_clean,61.2
GOPLUS_clean,76.5
GOQWOY_clean,62.5
GORJEE_clean,235.5
GORWUF_clean,75.4
GUKCIA_clean,161.8
GUPBOJ03_clean,189.7
GUPCEA_clean,628.2
GURPOZ_clean,332.3
GUZVOO_clean,111.0
HABCEV_clean,88.4
HABCIZ_clean,79.0
HABCOF_clean,79.8
HABDAS_clean,79.4
HABRUZ_clean,88.5
HACDOH_clean,249.7
HACDUN_clean,325.5
HACRAH_clean,230.1
HACREL_clean,268.2
HAFQOW_clean,82.8
HAFQUC_clean,52.0
HAMJUC_clean,298.8
HANKIS_clean,1664.2
HANKOY_clean,1706.7
HAWGIY_clean,144.5
HAXNOJ_clean,39.9
HEGKAP_clean,244.6
HEXNII_clean,78.1
HICGEG_clean,183.1
HICZIE_clean,83.1
HIDDAB_clean,87.7
