MOF,Total time (s)
ja508679h_si_001_clean,1996.4
ja5109535_si_002_clean,595.5
ja5111317_ja5111317_si_003_clean,817.0
ja5b00450_si_002_clean,407.3
ja5b00450_si_003_clean,1728.3
jacs.5b11034_ja5b11034_si_002_clean,352.3
jacs.5b11079_ja5b11079_si_002_clean,343.3
jacs.6b01663_ja6b01663_si_002_clean,93.9
jacs.6b02030_ja6b02030_si_004_clean,418.3
jacs.6b03263_ja6b03263_si_002_clean,616.0
jacs.6b04608_ja6b04608_si_002_clean,1413.8
jacs.6b06375_ja6b06375_si_001_clean,870.3
jacs.6b08724_ja6b08724_si_010_clean,140.9
jacs.6b08724_ja6b08724_si_011_clean,142.4
jacs.6b08724_ja6b08724_si_012_clean,60.4
jacs.6b08724_ja6b08724_si_013_clean,138.3
jacs.6b08724_ja6b08724_si_015_clean,139.8
JADBEY_clean,391.0
JADMIN_clean,925.1
JAJZAY_clean,208.9
JALLIU_clean,492.9
j.inoche.2015.02.023_INC05895-mmc1_clean,282.4
j.inoche.2015.03.005_INC05902-mmc1_clean,717.4
JIVQOU_clean,487.7
JIVSAJ01_clean,1353.2
JIVSEN01_clean,638.6
JIVSIR01_clean,791.5
j.jssc.2015.08.048_mmc2_clean,771.8
j.jssc.2016.06.015_ZJU-10_clean,232.7
JOBFEM_clean,545.7
JOBFIQ_clean,676.6
JOHQUT_clean,287.4
JOHSIJ_clean,513.1
JOQSIT_clean,258.8
JOZWOM_clean,450.4
JOZWUS_clean,453.3
jp302979a_si_002_clean,272.3
JUKPAI_clean,663.8
JUSGUB_clean,600.1
JUTCOS_clean,433.0
JUYBEM_clean,211.2
KACGAZ_clean,250.3
KACGED_clean,498.1
KACKIL_clean,143.0
KAHZAW_clean,135.9
KALFUA_clean,405.1
KARMUN_clean,685.0
KAVXAI_clean,312.3
KELJAN_clean,898.0
KEVBIY_clean,1644.7
KEVBOE_clean,1547.0
KEWJIG_clean,425.4
KIFDIM_clean,225.0
KINMUR_clean,186.8
KINSEH_clean,222.3
KODPUP_clean,219.9
KOGSOQ_clean,406.5
KOJZOZ_clean,321.6
KOMHEB_clean,445.1
KOMHIF_clean,438.1
KOMHOL_clean,444.6
KOMHUR_clean,443.5
KOMJAZ_clean,442.6
KOQGAA_clean,253.3
KOVGOT01_clean,342.9
KOVGOT_clean,347.8
KOZNEU_clean,349.2
KOZQIB_clean,150.7
KUGFAU_clean,251.9
KUHZET_clean,922.1
KUKPUD_clean,174.4
KUKQAK_clean,514.3
KULMAG_clean,472.9
KULMIO_clean,393.8
KUNLAH_clean,331.5
KUSDOT_clean,380.4
KUXROM_clean,231.4
KUXSAZ_clean,240.6
KUZYUB_clean,284.9
LABMOT_clean,237.7
LABMUZ_clean,595.7
LABNEK_clean,270.4
LABNOU_clean,804.8
LABNUA_clean,237.0
LABPEM_clean,753.4
LABPIQ_clean,266.4
LABPOW_clean,301.7
LABPUC_clean,286.3
LABQAJ_clean,264.4
LABQEN_clean,274.2
LACYEW_clean,261.1
LACYIA_clean,306.5
LACYOG_clean,200.1
LACYUM_clean,345.2
LACZAT_clean,310.6
LACZIB_clean,132.0
LAGVEX_clean,231.3
LAGWIB_clean,146.4
LAJFAG_clean,651.1
LAJKUE_charged,1104.1
LAJLAL_charged,1127.2
LAJLEP_charged,1137.7
LAPLEW_clean,969.9
LAPLOG01_clean,1012.6
LAPLOG_clean,1669.7
LAPLUM_clean,1884.4
LAPMAT_clean,1353.8
LAPMEX_clean,2449.9
LAPMIB_clean,1336.0
LAPMOH_clean,1629.3
LAPMUN_clean,2224.7
LAPNAU_clean,1195.4
LAPNEY_clean,1218.1
LAPNIC_clean,923.9
LAPNOI_clean,919.2
LAPNUO_clean,744.5
LAPZEK_clean,271.4
LAQNOJ_clean,261.3
LAQNUP_clean,283.6
LATBUG_clean,286.1
LATCAN_clean,285.9
LATCIS_clean,74.7
LAVMAY_clean,230.9
LAWGOI_clean,287.2
LAWGUO_clean,275.9
LAWHEZ01_clean,288.3
LAWHEZ_clean,287.6
LAWHID_clean,279.7
LAXCUK_clean,273.8
LAZXIV_clean,271.4
LEJCEK_clean,118.3
LEJZOQ_clean,604.6
LELDOX_clean,1284.1
LENGES_clean,1793.6
LEQBUG_clean,247.7
LEQCAN_clean,239.6
LETREJ_clean,741.8
LEWZET_clean,148.3
LEZJOQ_clean,310.6
LEZJUW_clean,605.2
LIDSAU_clean,280.4
LIDSEY01_clean,465.0
LIDSEY_clean,274.0
LIDSIC_clean,343.9
LIFWEE_clean,138.2
LIHKAQ_clean,798.8
LIKCOY_charged,159.4
LIQTUC_clean,471.6
LIRTUC_clean,449.6
LIXXEW_clean,312.6
LOCRUR_clean,153.7
LODCUC_clean,341.8
LODTAB_clean,188.7
LOFJAT_clean,206.2
LORNEL_clean,110.3
LOSYAV_clean,229.3
LOXVUR_clean,658.0
LOZSOK_clean,455.2
LOZSUQ_clean,459.3
LUDKIG_clean,478.0
LUDTUZ_clean,255.2
LUDVAH_clean,319.1
LUDVEL_clean,209.6
LUDVOV_clean,214.8
LUKLIN_clean,305.7
LURRIA_clean,181.0
LURRUM_clean,1380.7
LUSQOH_clean,1211.5
LUTZEH_clean,1197.7
LUWMUN_clean,185.4
LUWNAU_clean,183.0
LUXFEQ_charged,631.0
LUYBIS_clean,303.4
MAFFUW_clean,443.1
MAJJUF_clean,125.3
MAJKAM_clean,448.4
MAMVED_charged,1523.1
MAQMEZ_clean,349.8
MAVRAE_clean,300.9
MAXHUP_clean,183.8
MAZSOX_clean,223.3
MIBQAR16_clean,96.7
MIMSIM_clean,403.1
MINCET_clean,508.4
MIPHEA_clean,1951.3
MIVFUU_clean,232.9
MIXYOJ_clean,340.2
MIZKAI_clean,335.3
MIZPUI_clean,182.5
MODNIC_clean,228.7
MOKVOZ_clean,285.2
MOXBOS_clean,291.1
MOXPAR_clean,1048.8
MOYMUJ_clean,634.0
MOYTUR_clean,641.4
MOYZIK_clean,114.3
MUFZIY_clean,330.0
MUGXIX_clean,380.2
MUKQUG_clean,305.5
MUKRAN_clean,310.0
MULXUO_clean,312.7
MUMLOX_clean,409.7
MUTCEL_clean,337.6
MUVJAP_clean,247.5
MUWRON_clean,247.9
MUZKEZ_clean,300.2
NACZUP01_clean,1241.5
NACZUP03_clean,1228.5
NACZUP_clean,1289.8
NAHHOW_clean,241.8
NANPUN_clean,69.6
NATHOI_clean,461.1
NATXOW_clean,249.6
NAYHAY_clean,305.6
NEBYOK_clean,475.1
NEDLOZ_clean,318.8
NENHEU_clean,483.9
NIKHAS_clean,350.8
NIMQAC_clean,426.7
NIMQAD_clean,337.7
NIMQEH_clean,227.7
NIRFIE_clean,373.7
NIXFUX_clean,506.5
NIXGIM_clean,570.3
NIXKIQ_clean,395.6
NOBWEI_clean,727.5
NODKEX_clean,165.5
NODKIB_clean,466.3
NOFRIK_clean,1308.0
NOHQEI_clean,1475.4
NOMPOW_clean,327.7
NORPIV_clean,587.9
NUCPIM_clean,199.5
NUDLAB_clean,279.7
NUDLEF_clean,461.9
NUMPAO_clean,158.0
NUNZUT_clean,304.2
NUSXEG_clean,550.2
NUTQEZ_clean,157.5
NUTYOS_clean,291.9
NUVWIL_clean,156.7
NUVXUZ_clean,456.8
NUZCIV_clean,676.9
OBUBIW_clean,266.9
OCILEU_clean,287.7
OCILIY_clean,259.4
OCIMAR_clean,306.8
OCIMEV_clean,282.2
OCIMIZ_clean,182.7
OCIMOF_clean,286.0
OCIMUL_clean,302.5
OCINAS_clean,293.8
OCIZAD_clean,382.6
OCUMUX_clean,405.1
OCUPOS_clean,232.8
OCUTAI_clean,246.4
ODIXIK_clean,538.1
OFAMUF_clean,191.8
OFODAP_clean,166.5
OFORUX_clean,295.6
OGIJIY_clean,342.4
OGOJAX_clean,200.7
OHAQAR_clean,1728.8
OHOLIH_clean,282.5
OJIFAP_clean,352.6
OJIWEK_clean,311.3
OJOSEN_clean,200.1
OJOSIR_clean,319.9
OJUPEQ_clean,815.0
OKIZIT_clean,400.8
OKUJOV_clean,1391.6
OKUJUB_clean,2747.6
OKUKEM_clean,1597.6
OLODEA_clean,651.7
OLOGAY_clean,335.3
OLOPIQ_clean,625.8
OLOPOW_clean,1093.0
OMOWEU_clean,355.1
OMUHUB_clean,848.6
OMUMEQ_clean,920.3
OMUMIU_clean,782.7
ONEYIQ_clean,4237.1
ONUJUE_clean,413.8
OPAHIY_clean,504.1
OQUFAJ01_clean,262.6
OQUFAJ03_clean,261.0
OQUFIR_clean,328.2
OQUFUD_clean,342.8
OQUGAK_clean,705.1
ORAWAH_clean,1080.1
OREZUI_clean,1396.3
OSOTIB_clean,230.0
OTOYUT_clean,232.8
OTOZAA_clean,199.8
OTOZEE_clean,257.7
OVADAR_clean,282.7
OVEDAW_clean,305.9
OVIWOG_clean,183.7
OVUNIE_clean,254.2
OVUVIL_clean,202.2
OXAMEG_clean,232.9
OXANOR_clean,276.8
OXANUX_clean,291.5
OXAPAF_clean,284.0
OYAJIJ02_clean,472.5
OYAKAC02_clean,450.8
OYOVOP_clean,384.0
OZASOZ_clean,622.2
PACHUZ_clean,387.9
PALTIH_clean,435.8
PAQMAY_clean,389.4
PAQTIM_clean,358.5
PAQTOS_clean,370.0
PARSAF_clean,443.6
PARSEJ_clean,439.8
PEJMUO_clean,365.7
PEKDEQ_clean,338.2
PEKVUY_clean,227.4
PEMGEV_clean,682.6
PENNIH_clean,411.9
PEQFAT_clean,425.7
PEQTUB_clean,160.8
PETWES_clean,213.8
PETWIW_clean,212.0
PETWUI_clean,1600.5
PETXAP_clean,761.8
PIBPAS_clean,298.6
PIDNEX_clean,232.7
PIDNOH_clean,1632.1
PILJAX_clean,324.1
PITRIU_clean,352.8
PIVBEC_clean,266.8
POBGAQ01_clean,303.3
POBGAQ_clean,195.5
POBJIB_clean,335.1
POCRAB_clean,314.4
PUBROU_clean,324.6
PUBRUA_clean,645.3
PUBSAH_clean,245.4
PUBSEL_clean,314.4
PUBSIP_clean,257.0
PUBSOV_clean,416.3
PUCKUV_clean,327.7
PUMGIP_clean,523.9
PUPJER_clean,288.0
PUSSEC_clean,342.8
PUWCEP_charged,956.0
PUWCIT_clean,255.6
PUWZOX_clean,911.2
QAHDOU_clean,132.8
QAHDUA_clean,124.6
QAMHAQ_clean,232.9
QAMLEY_clean,126.8
QAPPON_clean,266.8
QARLON_clean,234.0
QARLUT_clean,218.7
QARMAA_clean,227.4
QAVPOU_clean,710.9
QETQIP_clean,497.0
QIKYOA_clean,208.3
QILBUK_clean,679.9
QITHAC_clean,1191.0
QITHEG_clean,1381.2
QIWHEL_clean,422.0
QIWQES_clean,255.9
QIYDAF01_clean,241.3
QOGGID_clean,275.0
QOGPIM_clean,392.0
QOPDAA_clean,292.6
QOTHOY_clean,236.3
QOZPEC_clean,262.2
QUJWEZ_clean,223.2
QUNMUI_clean,233.3
QUQGEP_neutral,263.4
QUQMOG_clean,535.9
QUQPIC_clean,291.9
QUQQOJ_clean,614.4
QUQZOS_clean,632.0
QURPIE_clean,906.3
QUSSAA_clean,526.8
QUSSOO_clean,320.3
QUTDAM_clean,246.6
RACZIG_clean,356.1
RAHNUL_clean,2697.0
RAHPAT_clean,2221.0
RANCEQ_clean,264.0
RANVUA_clean,292.0
RAXBOJ_clean,251.9
RAZXIA01_clean,219.3
REHHET_clean,382.8
REHHIX_clean,309.4
REHHUJ_clean,351.5
REHJAR_clean,347.9
REHTUV_clean,3710.4
REJLOI_clean,874.1
REKZIR_clean,590.1
RELLAW_clean,268.5
RESDUQ_clean,290.0
RESZIA_clean,321.7
RETVIW_clean,347.0
REXCEE_clean,286.5
REXGAE_clean,490.4
RIRDIH_clean,588.8
RITGEI_clean,355.0
RITGUY_clean,173.3
RIWNAO_clean,727.7
RIZXUT_clean,105.7
ROBYOY_clean,624.3
ROKRIU_clean,3720.8
ROKROA_clean,2087.6
ROMMAJ_clean,307.6
RONSOE_clean,377.4
RORTID_clean,308.9
RORTOJ_clean,312.1
RORTUP_clean,313.0
RUBLUX_clean,235.4
RUBTAK04_clean,594.4
RUBTAK06_clean,600.9
RUBTAK07_clean,599.7
RUBTAK08_clean,600.5
RUBTAK09_clean,583.6
