MOF,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1,5bar_AR_313_CORE,15bar_AR_313_CORE
TORKES_clean,187.0,67.1,103.1,138.1,216.6,222.7,305.7,757.9
TORPUN_clean,371.3,136.8,229.0,297.3,444.9,436.9,800.3,2114.5
TORXAB_clean,268.6,94.0,113.9,139.7,282.8,304.9,327.7,418.3
TORXEE_clean,267.4,165.3,268.0,261.5,403.1,734.2,2085.0,3257.3
TOTVEF_clean,458.4,150.9,229.0,304.2,474.6,492.2,517.2,796.8
TOVHET_clean,746.2,212.1,270.4,340.5,473.3,491.8,726.3,1731.8
TOVHUJ_clean,152.9,52.3,81.0,104.0,172.8,177.6,257.6,721.3
TOVJAR_clean,346.2,113.9,138.7,171.8,275.7,294.5,333.7,970.2
TOVJEV_clean,209.0,73.5,99.4,130.1,214.5,226.1,273.6,793.0
TOVJIZ_clean,244.7,86.7,116.3,151.8,250.9,271.1,314.7,911.5
TOVJOF_clean,288.1,100.9,145.8,190.0,307.6,312.3,408.9,1158.5
TOVJUL_clean,594.6,272.5,481.8,596.5,665.2,689.7,2619.2,6439.1
TOVKEW_clean,448.7,149.7,203.2,255.9,397.6,407.9,504.1,1292.0
TOVKIA_clean,270.4,100.5,161.8,211.8,305.1,299.9,626.3,1711.2
TOVKOG_clean,268.8,98.9,158.6,213.3,313.9,319.9,578.3,1743.2
TOWLIC_clean,161.6,58.3,90.0,118.5,191.8,197.2,287.3,797.6
TOWNEA_clean,380.8,129.8,193.9,253.4,361.1,383.9,597.5,1694.5
TOWNOK_clean,314.4,165.7,319.1,365.0,388.2,497.1,1769.7,3610.4
TOWNUQ_clean,302.0,117.6,203.9,265.2,331.2,315.4,843.9,1820.4
TOWPEC_clean,1078.5,378.9,477.5,552.2,760.0,773.8,1313.4,3367.1
TOWXEK_clean,483.1,201.3,339.4,436.7,574.8,570.8,1374.2,3143.7
TOXHAR_clean,252.9,86.8,129.7,171.5,285.8,298.1,326.2,659.2
TOXMUQ_clean,137.6,59.7,112.0,141.1,169.7,174.0,558.3,1203.3
TOXNEB_clean,144.9,60.4,110.7,140.7,167.4,175.5,536.4,1151.5
TOXNIF_clean,200.9,89.0,165.7,215.9,250.4,250.8,880.2,1870.1
TOZFOF_clean,539.3,184.1,224.7,268.8,423.9,456.2,516.3,1212.0
TOZHAR_clean,118.8,38.7,52.2,66.7,121.9,140.0,150.8,304.5
TUBCEA_clean,200.1,72.5,116.4,153.4,240.3,243.8,293.4,549.1
TUBJAD_clean,244.9,80.2,109.0,138.0,256.5,285.8,293.8,443.8
TUBLIN_clean,346.7,132.5,220.1,291.6,423.2,420.7,736.2,1569.1
TUCJAD_clean,208.5,82.0,145.0,186.3,253.1,250.5,529.7,1169.5
TUDQOZ_clean,633.9,289.1,534.2,620.5,701.3,685.1,1807.7,3008.3
TUGTAR_clean,356.2,152.6,276.0,349.9,424.4,421.7,1179.8,2348.5
TUJGAI_clean,567.3,493.1,643.9,635.3,1525.1,2326.1,4755.4,6214.7
TUJGIQ_clean,382.3,151.3,262.2,358.4,450.8,443.0,961.7,2070.6
TUKCOT_clean,314.5,138.2,252.4,305.7,358.3,360.1,1265.4,2754.7
TUMDAI_clean,218.5,97.3,179.8,226.9,268.0,268.5,756.1,1391.2
TUMQID_clean,208.5,84.0,146.7,194.1,256.2,255.7,542.5,1112.8
TUMRIE_clean,221.8,90.7,164.1,211.9,265.1,265.9,638.2,1252.9
TUMROK_clean,220.8,96.2,170.8,221.1,275.6,277.5,677.8,1336.2
TUNJET_clean,507.9,186.1,312.8,392.0,491.6,514.9,1096.8,2193.6
TUPDOZ_clean,240.0,100.5,190.4,233.2,273.0,271.2,674.9,1115.6
TUPGIU_clean,146.2,53.1,65.4,83.2,154.7,175.4,186.6,384.9
TUQWIL01_clean,105.2,43.3,77.4,102.8,134.0,131.0,300.5,584.4
TURDIV_clean,326.4,125.4,220.0,290.0,385.8,386.8,874.0,2008.9
TURDOB_clean,474.3,191.7,351.8,429.3,542.2,545.5,1514.0,3504.7
TURDUH_clean,481.3,204.6,363.3,450.8,562.9,576.3,1575.8,3602.3
TURFAP_clean,322.6,126.2,218.9,283.9,388.1,390.7,792.3,1816.6
TURFET_clean,327.2,130.5,230.7,300.4,394.7,395.7,883.6,2049.4
TUTHIA_clean,195.3,73.2,114.7,156.2,228.7,230.6,386.6,942.6
TUTHOG_clean,216.5,82.4,138.7,185.0,258.7,260.8,507.2,1204.4
TUTJAU_clean,222.1,83.1,137.2,181.5,256.2,260.3,457.8,1007.8
TUWFUN_clean,240.4,223.9,252.1,259.6,734.3,1088.3,2578.9,4074.4
TUYFIE_clean,152.7,62.1,114.3,145.9,187.9,192.2,376.4,677.9
TUYHOL_clean,204.1,65.5,83.4,103.6,192.1,229.0,250.0,368.5
TUYHUR_clean,165.1,57.5,83.2,106.4,181.1,192.3,237.2,718.8
TUYJAZ_clean,202.6,68.4,96.0,123.1,213.7,221.1,263.4,751.2
TUYJED_clean,166.2,57.2,81.8,108.2,179.9,189.5,238.0,714.0
TUYLIJ_clean,169.7,159.6,194.3,197.9,524.2,754.7,1488.4,2042.4
TUYNEI_clean,178.5,68.7,119.7,160.4,227.7,224.3,405.1,842.4
TUZVUH_clean,198.7,65.0,84.5,106.1,198.0,228.7,245.6,446.8
UBACUX_clean,264.1,91.8,132.9,175.2,280.5,292.2,393.0,1014.7
UBECEM_clean,221.6,83.7,142.8,193.0,274.8,278.1,551.6,1371.8
UBIBUF_clean,264.8,99.4,167.9,222.9,306.1,300.9,713.2,2049.2
UBIPAY_clean,253.2,95.8,161.0,215.6,312.8,306.5,557.3,1264.0
UBULIO_SL,230.3,74.4,94.3,113.8,192.6,210.6,227.6,562.9
UBULUA_clean,397.8,161.2,284.0,355.1,419.6,451.2,1407.6,3786.9
UBUMAH_clean,147.3,49.7,78.4,96.9,156.7,161.9,221.7,639.9
UBUROY_clean,72.1,22.3,25.7,28.6,48.9,64.6,89.1,93.9
UCABAE_clean,263.0,104.0,187.0,239.7,310.7,311.8,643.0,1256.6
UCAJUF_clean,1295.6,401.1,564.9,653.6,848.9,827.4,1761.1,4886.4
UCAXEC_clean,253.4,89.2,146.9,192.7,279.1,283.5,446.3,882.8
UCEGAM_clean,129.9,41.4,47.8,55.1,98.4,127.0,160.2,171.5
UCEGEQ_clean,131.2,40.9,47.8,56.0,98.9,132.1,160.5,172.4
UCEXAC_clean,254.6,100.5,174.7,232.1,314.5,306.0,677.3,1534.9
UCEXEG_clean,254.7,101.8,175.5,233.0,305.7,310.4,684.5,1551.8
UCEXIK_clean,257.1,102.7,176.0,232.6,313.5,309.8,700.4,1570.2
UCEXOQ_clean,254.8,101.5,185.7,231.1,312.1,307.7,703.8,1588.9
UCOCUM_neutral,147.6,52.5,81.1,107.4,171.4,175.3,228.5,587.3
UCOHUR_clean,386.8,164.5,274.1,353.5,415.5,410.1,1377.5,3716.5
UCOJAZ_clean,418.8,180.2,281.8,365.9,444.9,431.6,1381.5,3740.9
UCOJED_clean,403.9,167.0,323.3,358.0,422.5,451.4,1401.3,3778.6
UCOJIH_clean,260.0,92.6,134.8,165.7,245.0,254.4,408.4,1156.9
UCOXOZ_clean,362.3,135.0,205.2,281.0,416.4,439.3,686.2,2212.6
UCUJOU_clean,398.1,128.4,166.9,199.7,333.9,338.0,404.1,1049.4
UCUTIW_clean,194.4,68.4,105.7,141.5,227.1,234.2,342.7,893.2
UDAMET_clean,161.7,54.2,76.6,100.0,174.8,188.4,224.8,676.2
UDANEV_clean,278.4,124.4,230.4,284.1,324.1,333.5,1297.7,3517.5
UDANIY_clean,177.8,55.8,71.6,87.4,148.7,164.0,181.4,464.9
UDAWOO_clean,291.1,92.4,121.8,153.9,250.6,273.5,315.1,764.6
UDAWUU_clean,174.2,55.9,72.9,91.8,163.2,182.2,194.3,462.0
UDAXAB_clean,275.5,89.6,123.9,150.7,244.3,252.9,321.7,815.4
UDAXEF_clean,284.7,90.3,119.8,147.4,237.6,258.1,304.4,674.6
UDAXIJ_clean,303.1,97.0,132.6,166.8,265.8,275.0,353.2,886.6
UDEMEW_manual,2239.5,799.1,1159.7,1391.5,1545.1,1540.4,3435.8,7679.7
UDICAN_clean,323.8,196.2,353.4,381.3,411.9,670.9,1938.1,2786.6
UDIQII_clean,284.4,87.3,137.7,186.9,299.9,278.4,469.9,1118.2
UDOVOA_clean,1096.4,435.1,617.9,709.0,830.1,772.1,2042.7,3721.0
UDUMIP02_clean,329.6,113.3,161.4,212.5,328.9,332.9,477.6,1270.7
UDUMIP03_clean,311.0,107.9,159.0,200.0,347.4,304.2,439.6,1226.2
UDUMIP_clean,310.3,108.7,156.1,192.9,302.3,311.0,445.5,1190.5
UFASEA_ion_b,246.3,90.6,142.5,189.6,324.4,290.8,374.2,722.0
UFEMIC_clean,98.7,32.1,40.2,51.0,93.9,113.8,123.6,201.0
UFENAW_clean,117.1,39.4,54.4,70.4,125.3,136.6,152.4,398.8
UFEVIL_clean,301.1,109.9,168.8,225.0,352.3,362.2,525.7,1341.5
UFEXEJ_clean,222.5,83.2,135.5,180.9,275.4,274.5,424.0,952.7
UFEXIN_clean,269.1,102.0,175.2,231.6,324.3,324.5,639.9,1407.9
UFEXOT_clean,565.2,257.9,497.3,578.5,649.9,680.6,2687.4,5761.2
UFOFIF_clean,139.1,45.0,55.0,69.2,125.2,153.3,172.2,211.3
UFUNIS_clean,338.5,186.2,363.3,404.8,426.8,547.2,1721.3,2534.0
UFUQIV_clean,291.2,107.9,168.5,232.4,335.1,337.2,613.5,1724.6
UGAQEY_clean,276.7,103.4,169.9,230.6,320.3,316.4,529.1,1138.8
UGELIB_clean,201.7,123.1,222.8,237.6,272.5,498.5,2088.6,4150.0
UGEMOK_clean,907.0,321.9,511.9,618.1,734.4,705.4,2487.2,7823.2
UGOCAW_clean,4776.8,1763.6,2549.4,2894.3,3051.7,3485.4,15368.0,35408.9
UGOFED_clean,284.0,125.1,230.1,287.1,326.9,338.0,901.6,1623.0
UGUGUZ_clean,250.9,88.9,133.8,183.9,294.9,302.7,407.1,1153.3
UGUHAG_clean,245.4,91.8,132.6,174.7,285.7,295.5,407.8,1123.9
UGUHEK_clean,251.8,85.2,119.7,159.0,283.1,299.1,333.0,852.6
UHASED_clean,201.2,88.8,164.0,212.0,247.7,255.9,819.2,1819.7
UHAXUW_clean,289.4,110.5,188.3,245.3,346.3,352.9,553.1,1082.5
UHUPET_clean,552.0,202.2,321.3,414.7,540.3,535.8,1378.3,4071.6
UHUPOD01_clean,914.5,287.9,366.4,416.3,650.3,596.7,908.4,2627.0
UJAQEC_clean,191.1,75.4,134.7,175.1,239.8,234.0,558.3,1295.3
UJAQUS_clean,212.3,83.3,143.6,190.1,258.1,251.7,650.8,1785.3
UJEDIX_clean,393.7,143.0,237.2,309.8,460.8,463.7,748.6,1795.1
UJEGUL_clean,206.9,79.6,154.5,186.3,217.9,217.2,664.3,1209.8
UJILAA_clean,127.2,40.3,49.2,57.9,101.7,122.7,135.8,219.9
UJIZET_clean,220.7,76.2,113.9,148.9,251.6,262.3,341.1,936.4
UJOWEW_clean,163.0,54.8,69.4,85.7,160.1,185.6,198.8,327.5
UJULIW_clean,224.8,86.1,147.1,199.5,275.4,274.0,403.9,708.4
UJUPUM_clean,385.6,137.6,223.9,288.6,410.7,413.4,875.3,2486.8
UJUQIB_clean,175.7,61.0,89.1,117.6,198.2,207.8,262.5,733.3
UKAJOH_clean,813.1,399.1,679.2,821.2,868.1,940.7,2509.4,3817.9
UKAPUS_clean,220.1,84.5,144.1,190.3,271.4,276.3,516.2,1232.3
UKAQAZ_clean,220.4,86.4,144.3,190.3,270.6,278.4,531.2,1235.3
UKAQED_clean,228.7,86.3,145.4,195.3,271.1,279.3,534.5,1244.9
UKAQIH_clean,220.8,84.7,144.0,196.0,275.1,269.9,535.7,1246.4
UKAZEM_clean,88.1,28.3,35.3,44.1,82.2,98.7,110.6,186.5
UKEXEP_clean,318.5,120.3,197.0,269.7,371.6,383.4,640.7,1451.7
UKIQIP_clean,150.6,50.6,69.1,89.0,161.5,177.3,189.3,444.4
UKIQOV_clean,183.9,64.6,90.3,116.2,194.5,200.3,251.6,724.6
UKIQUB_clean,240.5,83.7,130.1,173.2,245.5,248.8,474.7,1328.1
UKOLOV_clean,790.8,518.2,824.4,847.6,1234.7,2330.6,7240.9,13057.1
UKOZOK_clean,289.0,113.6,194.1,244.7,332.8,324.0,710.9,1585.5
UKOZOL_clean,306.9,102.4,156.9,206.5,319.6,332.2,481.5,1231.5
UKUBOS_clean,340.0,173.8,349.5,386.3,419.7,488.2,1775.8,3134.2
UKUBUY_clean,349.1,186.2,346.4,408.0,421.7,553.0,1931.0,3486.8
UKUCAF_clean,337.2,187.2,354.3,395.7,407.9,543.5,1882.4,3331.3
UKUPIB_clean,196.1,65.3,91.3,117.1,207.2,225.2,248.6,650.3
UKUPUL_clean,172.8,67.0,112.4,154.5,195.0,198.6,331.9,728.6
ULAQAB_clean,360.0,142.1,258.3,327.7,414.3,413.3,1000.7,2011.7
ULAQEF_clean,343.3,138.5,235.8,307.9,415.7,410.9,838.9,1806.9
ULASAD_clean,131.1,42.5,54.3,66.9,127.0,150.4,162.2,303.8
ULEGOH_clean,2961.7,1019.7,1342.5,1548.0,2060.2,2113.5,2554.0,4563.5
ULILEI_clean,389.7,131.9,215.1,268.4,365.2,377.3,653.7,1369.0
ULIMIN_clean,329.1,138.2,245.9,307.4,368.4,372.7,785.1,1369.8
ULOGAE_clean,202.0,75.3,123.1,164.1,235.3,231.1,460.3,1182.9
ULOJUC01_clean,288.9,95.3,128.7,164.8,250.4,259.2,332.4,872.0
ULOJUC_clean,284.5,89.7,121.7,146.6,244.9,268.3,294.2,701.9
ULOKAJ_clean,267.7,86.4,110.0,129.8,226.4,263.9,263.4,528.2
ULOKEN_clean,288.9,91.4,112.0,135.3,235.6,261.6,280.3,598.8
ULOKOX_clean,269.8,85.2,110.0,131.9,224.9,248.9,272.2,611.6
ULOKUD01_clean,309.3,103.0,138.9,173.4,275.6,281.9,371.7,907.2
ULOKUD_clean,285.8,90.8,123.5,148.1,248.3,278.4,283.7,726.8
ULOLAK_clean,284.4,87.8,113.5,139.2,238.6,257.3,287.7,621.3
ULOLEO_clean,268.4,87.2,105.8,128.8,224.3,244.2,270.6,515.9
ULOLIS_clean,260.8,85.9,106.2,128.6,217.9,243.9,254.2,504.9
ULOMAL_clean,268.6,86.7,109.3,129.2,225.9,250.1,259.8,529.4
ULUVUT_clean,159.9,57.9,94.8,128.1,196.0,202.8,289.4,696.3
UMABIV_clean,199.5,81.3,145.0,189.9,240.1,239.9,658.1,1580.0
UMABOB_clean,236.4,92.4,163.3,209.8,279.1,283.4,649.7,1555.3
UMALUQ_clean,301.0,98.9,144.2,178.1,295.0,306.3,362.8,974.0
UMEDEX_clean,275.2,92.1,113.4,135.3,237.9,256.9,267.4,533.5
UMEDIB_clean,252.8,83.3,103.2,122.4,214.4,236.1,249.4,484.4
UMEDOH_clean,275.6,90.8,112.3,137.5,229.2,260.6,266.4,541.7
UMEHOL_clean,200.7,80.3,143.8,185.5,237.7,240.9,564.4,1239.8
UMEKAA_clean,239.9,81.0,141.7,190.6,246.3,244.6,643.6,1690.5
UMEKEE_clean,108.6,36.9,51.0,63.8,114.1,126.8,138.6,355.1
UMEKII_clean,185.7,77.9,139.0,177.7,224.5,226.1,550.9,1113.4
UMELAB_clean,287.4,122.7,219.5,279.1,322.9,321.7,1037.4,2099.0
UMELEF_clean,195.9,79.4,138.5,184.7,234.9,235.8,508.4,1056.2
UMEPOT_clean,288.4,125.7,227.0,277.4,313.7,323.7,1050.9,2142.3
UMEQAG_clean,202.3,79.5,140.2,184.8,235.6,243.6,556.5,1215.2
UMESIQ_clean,208.7,87.9,162.0,208.5,249.4,254.5,710.9,1508.9
UMESOW_clean,202.1,79.7,139.7,183.2,240.4,239.5,554.1,1227.2
UMEXUF01_clean,149.5,59.2,102.1,135.5,184.4,185.3,361.3,734.6
UMEXUF_clean,156.9,61.7,106.5,144.3,195.6,192.2,376.6,760.4
UMIGAA_clean,213.3,82.7,139.8,182.7,243.3,236.4,634.9,1660.4
UMIZEX_clean,707.8,323.9,577.4,705.1,748.9,821.8,3289.5,7662.2
UMIZIB_clean,708.7,309.6,558.5,674.6,743.9,777.4,3348.2,7842.3
UMOBEF01_clean,285.9,96.8,121.0,156.5,248.5,265.7,296.7,838.0
UMOBEF02_clean,286.1,94.2,125.0,149.5,240.2,255.1,301.0,853.2
UMOBEF03_clean,285.1,92.1,123.1,151.2,246.5,266.5,311.1,872.2
UMOBEF04_clean,280.5,95.5,130.4,162.9,249.3,262.3,338.4,929.2
UMOBEF05_clean,282.5,98.1,131.3,163.6,264.8,274.2,336.1,876.0
UMOBEF06_clean,292.8,94.6,131.5,164.6,265.1,254.7,335.7,858.5
UMOBEF07_clean,283.7,96.6,130.4,162.3,252.5,261.6,340.1,858.8
UMOBEF08_clean,281.6,94.3,132.3,166.5,252.4,267.1,337.2,864.9
UMOBEF09_clean,286.0,94.1,132.9,168.1,254.6,259.8,338.9,851.4
UMOBEF_clean,288.8,94.8,122.5,147.3,251.7,272.8,284.0,816.1
UMODEH01_clean,321.9,106.8,138.7,169.4,264.5,285.1,337.3,942.4
UMODEH03_clean,322.6,105.8,139.3,167.4,274.3,292.4,338.8,926.0
UMODEH04_clean,312.3,104.4,136.6,165.5,270.5,277.8,325.4,957.8
UMODEH06_clean,324.7,106.8,144.2,180.6,269.6,292.1,365.1,1008.8
UMODEH07_clean,312.3,108.4,144.0,174.5,272.7,294.4,365.8,993.0
UMODEH08_clean,309.1,105.3,146.8,182.3,271.9,278.8,386.0,1092.6
UMODEH09_clean,309.2,108.5,156.4,187.2,285.5,281.6,395.3,1042.3
UMODEH10_clean,308.8,109.3,148.6,189.2,275.4,280.6,409.5,959.2
UMODEH11_clean,316.1,107.1,145.8,184.2,280.1,275.8,386.3,968.0
UMODEH12_clean,317.9,110.0,150.8,194.7,280.9,290.5,400.2,994.8
UMODEH13_clean,318.5,111.2,152.2,184.6,280.9,284.9,384.3,960.5
UMODEH14_clean,317.4,105.2,143.7,180.5,273.7,294.0,344.9,978.8
UMODEH15_clean,316.1,105.4,142.4,171.4,282.8,284.1,336.8,993.2
UMODEH16_clean,323.5,110.0,137.5,173.0,276.9,299.8,333.2,912.2
UMODEH17_clean,314.5,106.9,137.4,181.4,272.7,285.9,353.6,995.3
UMODEH18_clean,314.7,106.0,134.8,167.3,277.8,285.7,333.1,953.5
UMODEH19_clean,275.0,91.1,124.1,154.9,242.0,256.6,330.1,890.2
UMODEH20_clean,318.8,106.6,149.4,172.3,280.3,290.5,344.4,1032.6
UMODEH21_clean,311.8,107.2,142.2,172.6,270.9,295.3,346.2,981.3
UMODEH22_clean,314.0,108.3,137.4,172.8,276.1,281.1,340.8,978.1
UMODEH23_clean,316.1,106.0,135.4,166.9,275.4,281.7,330.1,931.6
UMODEH24_clean,316.8,104.8,144.6,170.0,279.9,284.1,344.9,960.5
UMODEH25_clean,319.9,104.7,143.8,172.9,276.1,287.4,352.1,1047.8
UMODEH_clean,314.0,103.0,136.3,171.2,275.1,284.8,333.5,958.6
UMOKIS_clean,357.5,125.5,199.7,248.1,390.8,397.7,674.9,1885.8
UMOVEZ01_clean,281.8,94.6,127.9,156.7,251.3,266.8,308.4,868.4
UMOVEZ02_clean,280.3,95.3,128.4,152.7,246.0,264.4,306.2,890.3
UMOVEZ03_clean,282.6,94.7,129.0,164.0,254.1,264.5,312.9,890.0
UMOVEZ04_clean,285.4,95.2,127.6,154.4,259.1,266.8,305.8,848.8
UMOVEZ05_clean,284.5,97.3,127.4,155.3,249.5,264.6,308.1,878.2
UMOVEZ_clean,291.5,95.9,127.6,153.0,256.7,268.9,308.5,863.4
UMOVID_clean,291.3,97.7,124.3,151.7,251.0,258.1,295.6,819.9
UMOVOJ_clean,286.9,95.6,121.5,151.2,241.3,278.2,296.4,825.5
UMOYOM01_clean,319.0,102.9,145.8,175.6,262.8,282.1,381.1,1174.7
UMOYOM02_clean,310.9,102.5,141.7,174.9,271.1,274.0,390.5,1140.9
UMOYOM03_clean,295.0,98.7,132.0,166.7,267.9,276.9,335.5,976.6
UMOYOM04_clean,300.7,99.2,128.4,162.8,253.5,268.4,341.8,1010.5
UMOYOM06_clean,329.5,114.5,146.2,180.1,292.3,300.4,359.5,1019.9
UMOYOM07_clean,343.6,115.9,152.9,186.8,298.5,317.4,365.7,1025.3
UMOYOM08_clean,300.2,99.7,133.2,164.2,264.9,283.6,330.2,936.8
UMOYOM09_clean,309.2,97.8,137.5,169.3,258.4,269.9,359.2,992.0
UMOYOM10_clean,305.1,99.9,133.8,166.4,265.9,281.8,332.4,1021.1
UMOYOM11_clean,293.0,97.8,135.0,169.3,258.1,263.5,343.5,987.6
UMOYOM12_clean,273.3,87.7,121.4,150.7,238.6,263.8,325.7,930.0
UMOYOM13_clean,291.1,98.4,143.9,172.5,258.9,274.0,393.3,1075.9
UMOYOM14_clean,306.7,102.7,141.9,180.7,263.1,267.5,440.2,1158.4
UMOYOM15_clean,323.8,101.7,139.1,176.4,264.7,270.7,420.9,1167.0
UMOYOM16_clean,294.0,101.3,141.7,174.8,273.8,275.9,393.7,1015.8
UMOYOM17_clean,272.0,92.9,127.7,158.8,247.8,248.8,323.9,801.2
UMOYOM18_clean,315.5,105.2,175.3,189.9,280.6,284.4,476.1,1198.3
UMOYOM19_clean,304.6,101.0,144.6,180.5,268.7,275.9,389.9,1040.6
UMOYOM_clean,317.9,102.1,141.4,171.9,262.2,268.0,388.2,1202.2
UMOZUT_clean,316.1,108.6,147.5,171.1,263.7,294.4,345.6,1000.8
UMUBAH_clean,315.9,103.7,139.8,176.6,285.9,282.1,358.0,1049.6
UMUBEL_clean,318.9,107.5,147.4,170.7,274.7,290.4,354.3,984.0
UMUBIP_clean,314.8,102.2,139.2,174.6,273.5,283.8,359.4,981.7
UMUBOV_clean,315.1,105.0,148.5,172.8,270.0,283.7,359.5,1031.1
UMUXEG_clean,175.8,58.4,78.2,97.8,182.3,211.0,221.3,448.0
UNABOB_clean,421.4,153.7,262.2,347.6,490.2,463.3,1112.2,3157.9
UNACES01_clean,377.5,169.5,296.7,345.3,375.3,425.6,1621.3,3088.6
UNADIX_clean,346.0,153.1,259.6,322.4,363.7,374.6,1538.0,3440.0
UNAGOH_clean,165.1,63.9,102.6,136.5,202.9,207.5,399.2,1096.8
UNAGUN_clean,165.5,63.7,104.4,138.3,202.6,206.4,400.6,1128.7
UNECOH_clean,208.1,79.1,134.6,172.4,233.7,235.2,559.0,1518.9
UNECUN_clean,201.7,80.4,135.0,179.0,232.2,231.6,624.0,1648.7
UNIFII_clean,1428.6,642.6,1033.6,1179.8,1226.2,1607.3,8114.0,21847.2
UNIMAG_clean,642.7,264.7,325.4,383.1,592.9,606.1,843.5,2347.5
UNUNEY_clean,1193.0,413.1,501.1,595.6,818.6,836.8,1347.2,4033.4
UPIBOM_clean,113.8,40.4,60.0,79.3,128.1,132.7,186.0,451.7
UQEGII_clean,226.6,72.3,91.0,106.1,189.0,229.9,262.1,345.4
UQERIT_clean,215.6,87.8,160.9,210.0,266.4,259.9,615.5,1245.3
UQETOB_clean,674.2,239.2,402.0,477.5,537.8,574.1,2157.4,5819.8
UQOWUU_clean,256.6,96.8,163.8,222.3,309.4,314.7,596.8,1459.8
UQOYOP_clean,323.1,134.9,246.2,319.0,386.4,404.0,1015.0,2166.0
UQULAU_clean,335.2,123.9,201.0,266.7,403.9,399.6,686.5,1732.0
URENEM_clean,167.3,58.3,90.8,119.6,186.3,189.0,312.8,905.0
UREVIY_clean,210.1,81.2,136.9,179.3,253.7,252.6,461.7,961.6
UREVOE_clean,205.9,79.1,135.4,176.6,248.7,256.5,445.4,949.2
URUVUA_clean,170.5,59.8,87.2,116.2,184.2,188.1,240.9,630.7
URUWEL_clean,236.2,76.5,95.4,115.9,210.6,249.7,266.6,433.5
URUWIP_clean,234.2,75.7,94.8,119.5,211.5,246.4,265.7,429.3
USAHAZ_clean,351.8,124.6,197.1,255.7,332.9,334.1,986.3,2942.8
USAWIW_clean,227.1,77.5,109.1,138.2,237.5,254.3,284.3,721.2
USEVOF_clean,198.0,71.9,123.6,162.7,208.3,215.0,469.1,1164.6
USIRUL_clean,342.6,134.3,242.2,321.1,421.3,420.6,640.9,1041.4
USISEW_clean,345.8,149.9,267.0,350.0,441.8,419.9,725.7,1109.1
USORUR_clean,245.7,97.0,166.3,221.5,297.1,295.0,745.3,1975.7
USOXEH_clean,272.0,100.6,166.0,224.2,324.0,333.4,575.7,1411.3
USUBUG_clean,155.4,56.6,90.4,120.3,188.7,196.4,286.2,691.7
USUPUV_clean,194.3,63.8,80.7,100.0,187.2,223.7,239.1,372.9
USUVIP_clean,172.7,56.4,77.6,99.6,178.6,197.5,207.7,402.8
USUWUC_clean,148.5,62.4,113.6,148.4,183.6,185.5,528.1,1244.9
UTACOJ_clean,191.2,64.1,86.8,111.8,202.3,223.8,242.8,555.6
UTACUP_clean,226.0,74.8,98.8,124.5,225.4,251.2,262.9,567.4
UTADIE_clean,132.4,45.3,65.8,86.4,149.3,161.3,184.1,467.1
UTELIQ_clean,296.4,124.0,221.4,283.4,339.8,335.0,1031.9,2391.0
UTEMAJ_clean,311.2,120.1,202.9,273.7,355.8,359.5,920.0,2499.0
UTEWOG_clean,216.4,78.3,128.7,169.4,251.2,251.6,468.5,1255.7
UTEXIB_clean,193.5,73.0,112.4,151.0,220.5,224.7,354.4,847.0
UTOCAJ_clean,340.1,157.0,296.4,360.2,408.8,419.2,1469.7,3243.2
UTOCEN_clean,338.1,161.5,313.7,363.8,427.8,441.2,1524.3,3295.2
UTULEB_clean,118.9,40.0,67.9,91.8,124.7,126.1,234.4,488.1
UTULIF_clean,173.3,77.9,148.2,186.1,219.7,225.7,786.5,1537.4
UTULUR_SL_part,272.9,144.6,272.2,300.1,297.5,429.3,1465.9,2691.5
UVANOW_clean,230.8,82.7,127.0,165.2,245.8,247.9,413.7,1142.1
UVANUC_clean,186.6,71.1,118.6,157.6,228.4,228.3,398.9,880.8
UVEVAT_clean,171.3,67.3,117.6,155.8,207.3,208.5,505.7,1256.5
UVEVUN_clean,511.2,225.4,396.1,520.0,581.3,583.3,2400.6,6531.5
UVINAP_clean,181.9,61.1,80.2,97.1,181.2,210.8,223.0,270.0
UVIPIZ_clean,495.2,223.2,396.1,469.9,532.8,561.8,2416.6,6440.7
UVIPOF_clean,494.9,212.5,397.1,494.0,522.7,560.4,2376.8,6538.2
UVOBUE_clean,216.0,71.4,96.4,121.2,225.6,254.7,273.5,534.7
UVOTOQ_clean,181.3,61.1,85.9,109.9,176.4,182.4,227.6,604.7
UVUCEV_clean,452.9,155.3,243.1,320.6,456.6,449.7,666.0,1320.5
UVUDEW_clean,870.9,297.1,406.4,543.0,865.9,879.6,1033.9,2238.1
UVUDUM_clean,854.0,316.0,446.3,575.8,895.5,893.5,1191.6,3004.4
UVUFUN_clean,520.3,238.9,433.9,540.3,565.7,610.2,2240.9,4933.4
UVUQAE_clean,315.0,136.7,244.2,316.6,373.1,366.8,1102.8,2259.7
UVUQOT_clean,281.4,92.9,129.6,162.8,245.8,246.9,366.7,951.2
UVUWAL_clean,235.1,88.9,149.3,192.2,240.3,241.3,585.6,1239.4
UWALEL_clean,257.2,98.8,168.0,234.6,312.7,301.5,660.7,1568.2
UWELIS_clean,281.6,135.4,261.3,313.1,345.0,373.6,1567.9,3584.5
UWODAN_clean,226.8,75.0,113.9,146.1,230.9,242.7,298.9,705.0
