MOF,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1,5bar_AR_313_CORE,15bar_AR_313_CORE
CUQRUD_clean,172.7,63.2,102.7,137.4,192.9,195.2,383.1,903.2
CUQSAK_clean,1261.6,395.5,516.8,668.6,896.7,879.0,1429.5,3832.3
CUQTAL_clean,289.0,96.8,130.2,148.4,243.7,258.5,287.3,752.3
CUQXUI_clean,289.0,91.0,122.2,159.4,284.2,313.0,333.7,827.5
CURBOH_clean,172.3,54.0,70.9,89.1,160.1,181.1,190.0,413.9
CURQEN_clean,350.4,152.7,273.6,343.6,389.8,387.5,847.3,1454.1
CURYOE01_clean,594.3,231.9,404.1,506.9,636.8,656.6,1834.3,5134.8
CURZAR_clean,574.5,169.3,243.9,310.7,496.7,518.2,685.1,1899.0
CURZEV_clean,328.1,105.7,169.2,222.0,302.6,297.8,650.7,1395.3
CUSXIY_clean,476.0,129.5,175.3,175.1,290.7,323.3,381.0,965.9
CUSXOE_clean,886.7,264.9,311.2,387.4,560.7,598.0,727.7,2313.7
CUSYAR_clean,1309.8,452.3,572.9,701.2,952.6,1082.5,1436.8,4646.6
CUSYIA_clean,206.5,75.9,132.9,172.7,237.4,236.4,547.5,1557.2
CUSZEX_clean,197.8,69.7,117.4,158.0,225.7,226.8,464.0,1309.0
CUSZIB_clean,138.0,43.8,72.5,95.6,146.5,145.3,268.5,754.6
CUTBEA_clean,153.9,49.6,71.4,93.0,162.4,171.3,201.1,527.6
CUTBIE_clean,149.5,48.7,69.5,90.2,157.9,166.2,193.3,509.4
CUTCAX_clean,256.1,98.6,172.3,225.1,291.5,289.9,657.4,1383.2
CUTFII_clean,253.3,98.6,178.5,228.2,283.2,283.6,685.0,1374.7
CUTGEF_clean,186.2,79.1,151.4,177.2,193.7,223.8,772.8,1409.9
CUVGIK_clean,255.1,99.4,181.1,234.1,299.4,299.7,762.5,1542.5
CUVGOQ_clean,233.8,92.6,160.7,214.8,283.3,272.6,653.1,1336.7
CUVHEH_clean,156.7,51.4,70.9,91.1,152.9,163.0,180.8,426.8
CUVHIL01_clean,165.4,57.2,87.2,117.8,182.4,187.2,267.8,667.3
CUVHIL02_clean_h,171.2,59.5,92.5,123.5,196.3,199.0,277.6,693.3
CUVHIL_clean_h,174.1,59.1,93.1,123.3,198.4,197.0,276.9,688.8
CUVTUJ_clean,163.9,55.0,78.7,103.2,178.4,188.8,239.8,691.8
CUVVOG_clean,401.2,142.1,240.7,310.2,393.5,400.1,977.8,2317.8
CUVXAT_clean,402.6,142.2,240.9,316.8,421.8,418.3,1014.8,2391.7
CUWHUZ_clean,881.7,442.7,773.3,905.4,916.4,1511.5,6974.3,17475.4
CUWNIT_clean,331.7,110.2,164.5,207.7,324.0,317.2,498.2,1281.1
CUWNOZ_clean,317.0,129.8,216.7,281.6,344.7,342.7,899.3,1787.6
CUWTUL_clean,193.6,75.1,136.3,176.7,224.4,228.3,464.1,864.5
CUWVAT_clean,168.2,62.7,104.3,134.8,191.6,197.9,344.2,733.7
CUWVIB_clean,209.1,81.3,147.5,191.7,242.4,241.4,509.8,925.2
CUWWEY_clean,223.3,77.0,125.7,172.0,251.2,252.7,408.1,935.9
CUWXAV_clean,245.0,87.8,147.1,189.1,265.2,265.3,465.2,1032.2
CUWXID_clean,130.1,40.6,55.4,70.9,123.6,135.0,150.2,341.3
CUWXOJ_clean,336.3,152.5,274.0,332.8,366.8,387.4,1185.0,2150.3
CUWXUP_clean,309.4,135.7,249.7,313.9,337.9,351.5,1135.2,2105.7
CUWYAW_clean,174.9,61.0,94.1,123.9,189.1,192.4,300.6,755.8
CUWZAX_clean,169.1,58.1,92.6,124.5,188.1,186.3,314.6,782.2
CUWZIF_clean,219.1,81.9,142.7,185.3,246.6,250.3,485.5,998.3
CUXFIL_clean,344.2,142.8,268.7,338.0,393.2,396.9,1339.6,2591.8
CUXFUX_clean,426.1,207.5,404.3,468.9,499.7,625.4,2505.6,5319.3
CUXJAI_clean,140.4,45.7,68.1,88.2,153.3,163.8,193.4,519.3
CUXJEM_clean,199.5,74.3,130.4,172.3,233.6,230.2,421.9,801.4
CUXLEO_clean,200.5,72.8,121.9,164.5,233.9,235.7,480.2,1313.5
CUYWUP_clean,313.2,118.5,222.0,283.6,324.8,325.2,1193.4,2811.0
CUYYAX_clean,356.9,147.4,272.5,333.6,374.6,387.6,1407.9,3082.5
CUYYEB_clean,373.1,149.3,280.9,360.2,390.7,408.8,1531.8,3326.6
DABFIX_clean,1023.9,423.0,733.8,863.3,990.9,1032.6,3800.2,7990.3
DABMUR_clean,166.4,56.5,88.4,116.2,184.7,190.2,299.0,855.8
DACFAR_clean,405.6,167.2,322.4,384.6,443.7,431.2,1516.0,3401.3
DACSEI_clean,381.9,240.5,365.1,361.4,406.2,617.9,1938.8,4197.7
DACYUE_clean,163.3,58.1,90.6,121.7,185.9,189.9,337.5,981.0
DACZUF_clean,260.1,96.6,169.6,223.8,292.9,296.9,632.0,1334.7
DADLEC_clean,399.5,122.9,178.4,231.6,355.2,369.1,449.9,1047.4
DADLIG_clean,399.7,136.0,209.5,273.9,430.1,448.1,594.9,1453.8
DADLOM_clean,292.1,91.5,123.1,150.6,252.9,270.8,300.7,773.3
DADNII_clean,182.3,57.6,94.7,111.3,187.8,198.0,250.0,726.1
DADNOO_clean,177.5,58.9,88.1,116.2,191.8,198.9,271.8,778.2
DADNUU_clean,177.6,57.5,86.6,114.1,189.1,200.1,261.5,733.8
DADPAC_clean,176.4,59.4,84.4,110.7,189.5,198.5,253.3,701.1
DADPEG_clean,178.0,58.2,90.7,115.2,192.4,203.3,278.3,777.6
DADXUE_clean,482.5,245.9,438.5,496.4,519.7,639.9,1615.4,2315.7
DAFJOM_clean,175.7,63.5,108.3,144.4,197.4,197.3,419.1,987.7
DAFSOV_clean,281.1,90.7,130.4,174.4,296.4,318.2,350.7,797.2
DAFYAN_clean,157.8,52.7,79.3,108.6,174.2,179.7,249.5,732.9
DAFYOB_clean,114.8,36.0,50.8,63.5,114.8,127.1,139.3,348.8
DAGDIZ_clean,258.8,87.7,137.1,179.4,283.3,289.1,408.9,954.2
DAGDUL_clean,410.8,152.2,263.9,345.7,450.3,412.8,1130.8,2407.4
DAGJED_clean,252.1,88.0,148.8,194.6,277.4,287.0,462.8,990.5
DAHNOQ_clean,142.3,42.2,55.0,63.4,119.7,147.4,163.6,203.4
DAHNUW_clean,170.0,56.3,85.1,113.9,187.1,195.3,251.6,666.7
DAHPAE_clean,150.1,47.1,73.8,98.0,160.3,158.8,250.6,667.9
DAKVIW_clean,169.6,55.1,91.6,122.8,174.4,172.1,325.1,884.0
DAKVOC_clean,344.5,144.7,271.4,327.6,355.9,384.8,1518.4,3866.5
DAKVUI_clean,345.5,138.9,264.2,318.3,344.8,369.6,1367.5,3526.3
DAKZUN_clean,254.4,72.6,109.1,148.5,243.9,254.5,314.0,864.5
DALSUH_clean,203.5,65.5,108.8,145.5,197.5,202.0,393.4,869.7
DALTAO_clean,203.0,64.6,107.2,142.9,196.2,197.5,388.7,864.8
DALVAQ_clean,152.9,44.9,72.8,96.3,148.7,157.8,218.7,459.6
DALVEU_clean,430.5,178.2,323.9,379.7,403.5,472.6,1887.0,4807.6
DALVIY_clean,757.7,214.4,322.4,387.1,503.0,475.3,896.2,2471.3
DAMDUT_clean,242.8,73.8,96.5,118.7,200.5,209.7,236.4,617.3
DAMYOI_clean,253.9,84.2,126.6,160.8,248.3,255.2,385.8,1082.6
DAMYUO_clean,252.1,83.6,123.9,157.3,245.0,260.6,357.3,1041.3
DAMZEZ_clean,340.8,112.7,194.2,254.8,353.1,341.4,568.8,1023.4
DANFUW_clean,807.3,294.2,464.1,621.7,786.4,766.8,1583.0,3602.7
DANZOJ_neutral,173.8,60.0,92.5,121.8,191.2,195.8,255.1,677.3
DAPBED_clean,629.2,306.8,558.0,635.6,659.6,949.1,3893.1,10155.2
DAPBIH_neutral,179.7,60.7,98.0,126.8,193.8,197.0,268.3,675.5
DAPHOU_clean,606.7,192.6,240.6,312.3,465.5,446.6,530.0,1538.8
DAPXID_ion_b,217.8,62.8,76.3,88.5,149.6,169.1,181.2,327.4
DAPYAW_clean,365.7,126.4,201.1,262.5,384.9,393.7,673.9,1705.1
DARBUU_clean,124.0,36.2,43.0,50.5,92.6,117.5,141.5,165.4
DARSEV_SL,216.5,72.2,112.1,146.8,237.3,244.3,334.4,848.6
DATHAJ_clean,412.7,126.0,187.1,251.7,418.8,404.4,530.2,1258.1
DATPIY_clean,192.7,61.4,87.9,115.0,199.4,211.3,221.0,324.6
DAWBIO_clean,318.4,110.1,204.3,269.9,332.0,319.4,752.7,1444.4
DAWBOU_clean,319.3,118.7,208.0,267.5,329.6,327.8,790.2,1452.6
DAWBUA_clean,336.8,128.0,226.7,298.0,354.6,357.7,874.9,1751.9
DAWCAH_clean,333.5,124.9,230.1,290.8,340.7,343.4,918.8,1692.3
DAWCIP_clean,410.8,136.0,227.2,285.5,345.4,344.0,858.7,2134.7
DAWCOV_clean,225.0,83.8,135.1,180.6,253.9,255.1,507.1,1240.3
DAWDAI_clean,358.0,136.7,251.9,313.5,404.5,410.5,768.2,1496.2
DAWWAB_clean,336.5,112.4,174.9,222.4,363.5,387.3,519.0,1397.1
DAWWEF_clean,287.2,98.1,152.9,203.2,302.8,305.1,595.2,1757.5
DAXHIV01_clean,199.8,64.5,105.8,136.0,212.5,219.0,377.0,1043.7
DAXHIV_clean,184.5,64.2,102.5,137.0,215.9,216.0,360.6,1035.3
DAXHUH01_clean,184.9,64.3,104.0,138.8,213.0,218.3,372.7,1064.6
DAXHUH_clean,189.6,64.2,102.7,134.6,216.2,221.6,361.4,1023.2
DAZCAK_clean,847.6,303.0,387.1,424.9,592.7,582.4,879.5,2171.6
DEBGIA_clean,261.1,87.4,133.3,175.1,290.2,292.8,332.9,648.1
DEBWAK_clean,360.9,113.0,157.4,204.7,349.7,377.0,422.0,1095.6
DEFKUU_clean,213.4,72.8,115.8,154.3,242.0,248.6,370.2,847.7
DEFRIR_clean,227.0,71.6,106.0,139.4,232.9,244.1,312.0,808.2
DEGJIK_clean,235.6,85.2,145.4,193.3,265.3,267.3,444.3,783.4
DEJCIF_clean,162.3,58.2,99.6,137.1,183.4,184.4,322.2,611.8
DEJJIN_clean,189.4,60.4,84.2,102.3,185.6,209.2,221.0,568.6
DEJRUH_clean,231.6,76.9,117.8,157.1,253.8,259.6,351.1,822.2
DEKHEH_clean,315.0,116.9,217.2,269.7,363.7,367.4,805.9,1820.3
DEKHUX_clean,213.3,74.7,118.6,157.0,240.3,248.7,376.1,854.6
DEKPUF_clean,220.4,85.9,151.1,201.2,260.2,259.6,693.8,1727.4
DELGEI_manual,148.5,45.9,59.0,74.1,136.4,159.5,172.9,338.5
DEPSEW_clean,169.0,130.6,191.8,197.3,300.6,485.9,1136.3,1719.1
DEPTOH_clean,149.9,106.1,157.5,162.1,244.7,394.6,946.5,1423.3
DEPXAY_clean,209.6,74.8,127.4,162.0,213.2,215.4,554.0,1368.8
DEPXIG_clean,245.1,95.6,165.1,219.9,278.2,276.2,654.4,1453.1
DEPXOM_clean,197.3,69.1,111.6,149.2,223.7,228.2,401.0,1087.4
DEQFOU_clean,275.4,88.8,130.8,166.4,289.9,307.8,362.2,950.2
DEQVIF_clean,323.7,116.4,192.9,255.2,361.2,362.2,724.1,1688.0
DEWQUS_clean,389.8,126.5,213.5,287.3,368.5,369.9,904.6,2452.2
DEWRIH_clean,298.1,103.2,152.9,203.8,336.0,348.0,449.8,1154.4
DEYJIC_clean,231.5,81.5,130.6,175.4,257.1,260.2,447.7,1015.3
DEYJOI_clean,225.9,80.0,132.6,177.0,260.8,262.1,458.7,1084.7
DEYLOJ_clean,307.7,96.3,121.0,148.9,276.2,324.2,348.2,627.4
DEYLUQ_clean,246.1,83.0,128.0,172.8,273.2,280.3,380.6,885.4
DEYNIG_clean,190.3,55.6,69.9,87.6,161.2,184.9,199.3,222.0
DEZKAW_clean,160.1,50.0,65.0,82.0,152.6,172.3,184.9,361.2
DIBJEF_clean,667.1,290.2,529.6,670.7,748.2,780.5,2439.3,5085.5
DIBJIJ_clean,521.8,206.4,353.9,478.7,627.4,590.0,1391.9,3067.1
DIBPAH_clean,372.5,152.7,288.0,356.3,430.7,425.6,1232.4,2555.6
DIBQEM_clean,396.8,146.6,253.6,324.5,420.6,423.2,1062.6,2907.2
DIBQIQ_clean,328.2,116.3,204.5,264.6,329.6,325.6,973.3,2626.0
DIBQOW_clean,322.6,113.5,194.1,252.5,326.0,331.7,883.9,2478.8
DIBQUC_clean,316.0,105.9,189.7,240.1,301.7,301.9,834.5,2268.9
DICKEH_clean,136.1,43.6,61.5,78.9,146.3,157.5,173.1,455.0
DICVAO_clean,394.2,154.3,275.0,356.5,448.0,445.0,1230.4,2842.6
DICVES_clean,418.7,158.5,277.1,364.0,452.0,468.3,1230.7,2789.9
DICVIW_clean,405.4,155.3,281.1,361.9,447.1,443.3,1257.5,2824.7
DIDBAV_clean,404.4,156.6,268.0,360.3,410.8,417.3,1473.9,3637.8
DIDBEZ_clean,404.9,156.5,270.3,350.4,406.0,423.4,1459.1,3696.7
DIDDOK_clean,157.6,47.1,67.8,83.9,154.6,171.1,183.7,489.6
DIHVIB01_clean,631.5,277.6,486.2,608.1,635.3,715.9,3123.3,8223.1
DIHVIB_clean,627.1,273.5,504.5,602.7,656.5,724.3,3000.0,8265.8
DIKJUD_clean,297.1,97.0,175.4,227.2,283.3,291.9,609.0,1177.9
DIMQIB_clean,323.9,147.7,265.4,313.7,338.7,371.1,1364.1,2867.1
DINNIZ_clean,427.2,144.8,224.0,297.8,457.2,465.7,699.6,1737.6
DIPMAS_clean,213.0,68.8,98.3,128.9,231.4,248.1,272.2,699.2
DIRPIF_clean,218.0,72.8,111.2,144.9,232.7,243.3,327.0,803.4
DITJIB_clean,177.7,57.7,81.6,102.3,186.8,200.9,224.2,647.8
DITJOH_clean,176.0,56.5,79.2,101.5,183.4,198.4,221.5,621.5
DITPED_clean,1086.6,410.8,620.3,722.8,828.0,838.2,2655.7,5845.3
DITTEH_clean,259.9,90.8,165.4,211.0,267.3,274.5,752.9,1929.1
DITXOU_clean,150.1,54.0,87.8,118.4,173.4,175.8,316.8,808.0
DITYEM_clean,255.2,71.7,86.4,102.4,189.6,246.0,285.8,287.9
DITYOW_clean,377.8,122.0,216.5,285.0,372.9,376.1,807.9,1756.6
DIVGIA_clean,748.8,287.5,457.9,590.2,773.2,809.5,1582.5,3607.8
DIVPUU_clean,157.0,51.4,83.6,110.3,169.8,174.1,240.3,497.5
DIVSUY_clean,276.1,115.0,206.7,268.9,319.6,314.0,983.7,2228.9
DIWMON_clean,454.8,150.9,230.2,313.0,384.8,407.4,870.7,2421.9
DIWMUT_clean,437.9,171.7,288.0,353.2,423.3,427.0,1389.5,3646.0
DIWNAA_clean,160.8,57.5,95.7,131.4,185.7,187.0,384.0,1048.8
DIXKOL_clean,205.1,68.9,108.7,145.1,227.2,240.1,333.8,770.0
DIYKAZ_clean,305.9,115.1,203.4,266.4,342.1,336.1,530.6,823.8
DIYKED_clean,309.9,84.8,107.8,131.4,251.2,296.4,322.5,412.9
DIYTEM_clean,357.5,134.1,233.5,307.7,399.5,399.9,946.1,2160.7
DIZVAK_clean,190.6,75.6,137.0,171.8,198.2,204.5,769.8,1672.8
DOCKOW_clean,312.2,96.1,130.2,162.2,297.6,344.3,352.0,565.1
DODMIT_clean,254.7,95.6,171.6,225.1,291.2,292.8,674.9,1461.0
DOFTID_clean,250.2,86.1,152.0,193.8,249.9,251.8,693.1,1958.0
DOFTOJ_clean,250.8,91.9,157.1,203.4,246.6,250.0,757.8,2077.6
DOGBAE_clean,897.7,262.1,363.1,431.2,592.3,590.3,890.8,2575.0
DOGMET_clean,432.1,150.9,260.1,344.9,471.9,473.8,746.1,1437.6
DOHNUL_clean,278.7,92.0,133.2,164.9,286.8,297.3,318.9,568.6
DOJXOR_clean,409.0,152.2,262.6,348.8,424.5,423.1,1239.7,3030.5
DOKDEN_clean,253.7,90.1,146.0,188.4,284.5,293.6,499.4,1318.5
DOKHIV_clean,251.6,87.7,141.3,187.2,282.7,288.0,418.9,887.5
DOLRAZ_clean,327.4,141.2,266.1,319.8,366.8,373.5,1158.3,2148.9
DOLWEI_clean,628.6,243.8,436.4,555.5,640.4,619.1,2567.4,7841.3
DOLXOR01_clean,76.4,22.4,25.4,28.6,49.0,64.4,90.6,95.9
DOLXOR02_clean,77.5,22.5,25.5,28.6,49.0,64.1,92.1,96.7
DOLXOR_clean,76.9,22.7,25.5,29.0,48.9,64.9,91.4,96.1
DOMCUE_clean,300.6,106.0,171.6,221.0,347.5,350.0,579.8,1839.8
DOMDAL_clean,200.0,60.4,67.8,76.1,119.3,143.3,161.0,218.0
DOMFUI_clean,386.5,132.2,207.5,258.9,376.7,376.0,648.9,1541.9
DOMGAP_clean,398.8,137.6,213.6,279.6,378.0,382.7,740.1,1744.6
DOMKEX_clean,265.6,83.2,122.0,158.8,277.1,288.9,319.9,703.6
DONKIC_clean,307.5,104.5,169.0,221.2,338.2,330.9,544.4,1432.8
DONKOI_clean,324.3,105.3,165.1,217.7,323.2,329.0,544.5,1421.7
DONKUO_clean,277.3,98.6,163.4,220.6,310.5,314.2,490.4,1007.8
DONNAW01_SL,193.1,65.1,117.2,152.0,197.5,198.5,503.1,1141.7
DONNAW_clean,182.9,63.8,119.3,157.5,195.2,187.8,563.9,1224.7
DONNEA_clean,178.7,67.7,119.1,158.4,210.5,214.8,428.5,859.3
DONNIE_clean,190.6,66.4,123.1,160.0,199.8,200.2,569.7,1366.7
DONXUB_clean,297.1,140.2,261.0,290.5,306.2,392.3,1154.3,1729.6
DOPHOH_clean,1323.6,383.3,445.8,544.7,809.0,902.5,891.3,2516.7
DOPHUN_clean,1229.6,386.5,478.4,535.7,762.8,864.3,929.6,2471.6
DOPJAV_clean,391.7,122.2,178.5,244.8,373.5,378.0,499.4,1268.5
DORFAS_clean,291.2,103.5,173.1,228.2,328.9,326.1,613.4,1483.0
DORFOG_clean,230.1,66.3,102.1,134.5,219.4,228.9,289.5,648.2
DORFUM_clean,325.3,140.0,249.0,316.5,364.4,373.1,864.3,1593.1
DORYUG_clean,448.4,236.5,435.8,486.8,504.8,661.2,1860.0,2839.1
DOTFOJ_clean,944.0,315.6,493.4,591.1,645.1,681.4,2842.6,6782.2
DOTTEM_clean,193.0,66.8,127.5,170.3,194.6,197.1,574.3,1279.5
DOTYES_clean,994.8,310.7,404.5,510.6,771.5,779.1,889.9,2256.9
DOYBAV_clean,387.8,141.7,229.5,301.5,411.9,407.6,821.6,2032.5
DOYBEA_clean,215.5,91.1,174.6,224.3,251.4,263.0,799.7,1527.4
DOYBUQ01_clean,158.7,50.4,78.3,103.9,153.4,153.1,234.9,481.2
DOYBUQ_clean,155.8,48.8,76.0,99.2,147.9,150.6,211.0,460.2
DOYHOQ_clean,186.6,67.0,114.0,151.0,211.2,210.5,429.6,1050.5
DOYHUW_clean,244.3,105.0,193.1,238.8,276.8,282.2,992.5,2286.6
DOYLEI_clean,187.1,57.1,76.1,94.8,177.6,203.4,219.7,401.6
DOZCEC_clean,146.8,43.1,61.1,78.7,140.2,148.5,169.3,487.5
DOZKIO_clean,155.0,55.5,95.8,126.8,174.9,178.7,376.2,922.7
DUBBEI_clean,174.0,60.9,98.1,130.7,192.8,198.1,322.9,734.7
DUBJUH_clean,326.8,122.7,209.9,277.1,360.0,360.6,844.0,2028.2
DUBKAO_clean,327.8,128.2,207.7,278.8,357.6,363.2,851.8,2025.7
DUBWON_clean,209.8,86.0,159.3,203.6,242.4,247.0,782.6,1729.9
DUDKEU_clean,406.4,121.2,184.0,239.2,393.5,403.6,502.7,1247.8
DUDKIY_clean,237.5,87.7,151.3,197.5,268.8,272.9,628.2,1559.5
DUDKOE_clean,220.9,73.9,110.0,143.9,220.2,221.5,358.4,1076.6
DUDKUK_clean,127.7,40.9,55.5,70.9,128.7,144.1,157.3,415.1
DUFGOB_clean,230.0,72.1,95.5,117.7,213.9,246.5,267.2,513.4
DUFKAS_clean,632.9,172.9,193.1,216.0,377.0,380.3,388.6,784.3
DUGMOJ_clean,839.3,238.7,295.7,320.9,460.9,491.6,542.1,972.5
DUHXIP_clean,561.9,234.0,429.8,548.0,566.6,609.1,1818.7,3162.3
DUJRAD_clean,178.0,61.5,107.6,143.2,187.1,188.2,451.3,1041.3
DUKNEE_clean,808.8,304.4,517.0,664.1,754.5,762.4,1941.7,3594.3
DUKNII_clean,735.5,268.0,429.6,563.1,717.9,726.1,1168.8,2159.9
DUMXEQ01_clean,252.8,96.5,169.2,224.0,287.5,286.6,544.9,964.5
DUMXEQ_clean,260.7,97.0,173.6,228.3,296.9,296.2,551.2,1009.5
DUMXIU_clean,247.2,87.2,143.3,192.7,276.8,286.4,417.2,805.5
DUNJON_clean,515.2,138.5,178.2,210.9,339.8,379.3,398.5,549.8
DUNXUH01_clean,211.4,91.3,175.7,216.3,249.7,259.6,972.3,2093.7
DUNXUH02_clean,213.9,92.8,175.0,226.8,249.6,257.7,963.8,2086.1
DUNXUH03_clean,215.0,92.9,172.8,218.4,250.2,260.5,909.0,2002.0
DUNXUH04_clean,213.2,88.6,166.7,211.1,242.4,250.2,913.2,1939.4
DUNXUH05_clean,209.6,89.8,170.5,217.1,252.7,251.7,908.1,2003.4
DUNXUH06_clean,199.9,85.3,161.1,202.2,235.8,239.8,876.8,1888.3
DUNXUH12_clean,215.7,91.3,174.7,219.2,250.1,265.1,905.6,1985.6
DUNXUH13_clean,216.0,92.1,178.1,220.7,250.9,262.8,913.8,1991.8
DUNXUH14_clean,215.4,92.1,173.8,219.9,253.9,258.7,933.7,2024.3
DUNXUH15_clean,216.5,92.8,176.6,220.0,250.1,262.0,962.0,2073.7
DUNXUH21_clean,215.0,93.1,176.3,218.5,249.5,258.9,963.4,2105.5
DUNXUH_clean,213.7,96.9,175.0,224.0,254.2,257.9,941.3,2069.2
DUNYOC_clean,642.1,210.2,254.4,325.7,489.4,513.4,653.0,1906.6
DUPJAB_clean,501.4,180.2,296.6,377.5,448.3,448.8,1072.6,2636.0
DUPKAC_clean,1224.8,468.0,761.0,935.6,1036.7,1108.7,4207.6,12326.7
DUPVER_clean,190.6,64.9,98.5,132.2,210.6,218.8,328.9,991.6
DUQRUD_clean,680.1,187.9,247.0,307.3,480.8,531.2,595.9,1199.3
DUQSEO_clean,270.0,82.3,91.9,105.9,186.5,242.1,310.0,322.2
DUQYEU01_clean,150.0,50.2,76.3,102.5,169.8,173.3,241.0,659.5
DUQYEU_clean,157.1,52.7,81.7,106.7,179.4,182.6,254.8,695.0
DURDAX_clean,185.9,59.4,96.7,128.8,191.3,193.5,382.0,1157.6
DURDIF_clean,121.6,38.7,56.2,73.7,128.5,138.3,163.1,439.7
DUSHEG_clean,3716.9,1305.5,1873.7,2161.4,2328.6,2366.8,8798.1,20335.2
DUSHIK_clean,3640.9,1287.8,1850.5,2101.9,2271.7,2371.1,9035.7,20134.2
DUTKAG_clean,270.6,97.5,167.6,215.8,302.6,302.9,676.3,1811.1
DUWBEE_clean,257.0,83.1,123.9,162.3,237.6,238.4,456.7,1408.9
DUWFOS_clean,241.4,70.8,115.3,151.1,236.3,240.2,308.6,594.2
DUWGEJ_clean,205.3,66.7,108.3,143.9,217.4,219.5,336.9,838.6
DUWROE_clean,236.5,92.7,165.0,216.2,269.1,272.3,699.2,1479.7
DUWRUK_clean,177.5,64.1,112.8,148.6,204.9,204.6,365.0,727.3
DUWSAR_clean,186.1,61.8,98.7,126.4,209.1,213.8,310.2,866.5
DUXKUD_clean,308.0,98.7,142.1,182.9,328.6,345.0,383.6,1080.9
DUXMAL_clean,261.8,106.0,198.6,243.1,281.3,285.5,990.2,1793.1
DUYJIS_clean,355.1,150.4,273.5,348.4,399.5,400.8,1314.0,2813.1
DUYRAR_clean,455.4,133.0,170.7,202.5,348.8,417.7,413.6,815.9
DUYREV_clean,433.1,136.3,162.2,207.2,345.9,384.4,391.5,838.5
DUYRIZ_clean,477.7,139.6,178.1,222.5,381.7,418.3,439.3,906.5
DUYROF_clean,446.2,138.1,184.5,220.0,363.8,396.4,423.9,889.9
DUYVEA_clean,250.5,65.8,78.9,94.1,174.4,218.2,255.6,271.5
DUZKAM_clean,402.7,112.3,134.7,151.8,261.9,287.1,323.9,658.8
DUZKEQ_clean,307.1,87.8,103.9,119.9,193.5,229.9,275.1,404.5
DUZPUL_clean,154.9,53.9,89.3,117.8,173.0,179.8,332.8,915.7
DUZWOM_clean,232.7,74.7,102.4,133.0,238.0,256.9,273.2,510.8
EBAMUS_clean,729.3,395.5,683.3,743.4,791.9,1202.3,4505.5,11274.6
EBATUY_clean,191.7,65.9,104.7,138.6,213.5,220.2,299.1,648.1
EBATUZ_clean,243.2,83.3,132.6,173.4,248.9,258.6,452.6,1288.4
EBAVAH_auto,228.6,77.4,116.5,153.4,237.8,236.6,364.9,1105.0
EBAVIP_clean,655.3,319.9,594.6,683.1,744.2,946.0,3647.8,6742.6
EBAVOV_clean,636.2,315.1,586.0,697.4,709.1,956.5,3493.4,6496.9
EBAVUB_clean,637.7,331.8,587.1,693.9,713.5,947.8,3603.7,6570.6
EBELUU_clean,221.3,89.8,153.4,203.5,257.3,260.8,680.5,1581.5
EBEMEE_clean,368.9,122.6,181.8,238.4,395.9,404.7,472.0,969.0
EBEMEF_clean,124.9,37.2,45.9,53.9,100.2,125.0,147.2,191.6
EBEMII_clean,394.3,133.7,213.6,299.0,441.7,439.7,580.9,1150.5
EBEWIT_clean,136.9,42.6,70.3,89.4,143.6,151.0,207.8,515.8
EBEXAM_clean,138.3,43.3,65.3,88.0,145.5,150.1,198.1,495.2
EBEXEQ01_clean,141.7,43.9,69.2,93.1,146.8,153.3,218.3,529.9
EBEXEQ_clean,140.5,45.1,71.5,94.4,151.5,156.8,219.3,533.5
EBEXIU02_clean,234.9,96.8,187.1,224.5,239.1,256.8,644.9,974.3
EBIDOK_ion_b,489.2,194.9,350.4,431.9,540.8,529.1,1575.8,4004.7
EBIHII_clean,193.9,72.1,112.6,147.9,220.8,226.9,389.0,963.6
EBIJAC_clean,441.0,136.9,183.1,242.1,373.4,389.6,411.5,806.3
EBIMEJ_clean,261.2,104.7,179.0,235.9,303.7,299.1,682.8,1378.3
EBIPOX_clean,170.7,48.5,75.8,103.0,161.2,166.7,246.7,658.8
EBIZUN_clean,285.6,105.4,176.8,230.6,319.2,318.1,737.4,2104.7
EBOBIJ_clean,307.3,132.4,243.7,308.7,351.0,363.1,1301.6,2823.9
EBOCOQ_clean,249.1,79.9,139.2,184.6,250.7,246.1,519.4,1118.2
EBOJOV_clean,278.4,85.3,116.1,143.9,256.5,298.2,322.1,564.0
EBOXEA_clean,302.0,88.4,131.8,157.0,278.7,307.9,337.3,823.0
EBUQIB_clean,615.4,229.3,374.0,471.0,572.0,571.7,1619.1,3331.1
EBUREA_clean,209.9,70.2,107.3,140.3,231.8,235.5,300.5,667.2
ECAFOG_clean,336.1,107.7,157.3,205.7,341.8,359.3,440.9,1173.3
ECAHAT_clean,283.2,113.2,198.5,256.1,329.0,324.3,592.1,1197.2
ECAHEX_clean,290.6,93.4,132.1,174.8,305.8,335.2,358.3,736.1
ECAHOH_clean,293.4,92.1,130.4,167.4,298.1,321.6,344.4,692.8
ECASAD_clean,241.5,78.3,96.2,120.0,220.8,259.1,280.4,365.5
ECEDAU_clean,185.9,70.5,123.9,164.2,213.1,214.0,332.3,527.4
ECEDEY_clean,242.1,84.6,138.1,186.6,276.1,281.1,457.8,1097.2
