MOF,Total time (s)
BIFKEI_clean,248.2
BIGZUO_clean,186.2
BIHBAX_clean,415.2
BIHBEB_clean,215.2
BIJDUV_clean,379.0
BIJFAD_clean,369.5
BIMDEF_clean,229.2
BIMDIL_clean,212.5
BINCUY_manual,395.0
BINDAF_manual,385.2
BINMIW_clean,410.4
BINROH_clean,476.7
BINRUN_clean,491.7
BINSAU_clean,565.6
BIPBAF_clean,233.3
BIPLIX_clean,355.7
BIPSUQ_clean,372.5
BIQHEQ_clean,221.9
BIQVII_clean,255.3
BIRGIU_clean,289.7
BIRMUM_clean,362.6
BIRSEC_clean,377.4
BIRSIG_clean,379.2
BIWSEG_ion_b,53.6
BIWSIK_ion_b,381.4
BIWSOQ_clean,427.0
BIWYAH10_clean,91.6
BIXXIR_clean,387.4
BIXYEO_clean,416.3
BIYSUZ_clean,151.0
BIYTAG_clean,162.4
BIYTOU_clean,199.1
BIYVEM_clean,162.1
BIYVIQ_clean,278.4
BIZLUT_clean,513.1
BIZMAA_clean,518.5
BIZMEE_clean,509.7
BIZMII_clean,514.2
BOCKOT_clean,211.3
BOHJOZ_auto,302.9
BOHWOM_clean,312.1
BOJCIN_clean,411.8
BOKQEZ_clean,255.9
BOLPAU_clean,414.1
BOLZIN_clean,485.1
BOMCOX_clean,391.9
BOPHIZ_clean,206.7
BORBEQ_clean,253.2
BOSHIC_clean,365.4
BOVHEB_clean,375.1
BOWDIC_clean,362.6
BOWNUY_clean,176.1
BOWRAH_clean,283.2
BOWSOW_clean,140.6
BOWZUK_clean,198.7
BOXFOK_clean,831.1
BOXYIY_clean,166.6
BOYCEY_auto,259.5
BOYTEQ_clean,280.0
BOYYOF_clean,402.3
BOZFIH_clean,411.3
BOZFON_clean,424.4
BUBQOE_clean,233.9
BUBTUP_clean,425.5
BUCSAU_clean,328.4
BUCSEY_clean,267.8
BUCSIC01_clean,319.3
BUCVAY_clean,520.0
BUCWAZ_clean,189.7
BUGSAY_clean,336.0
BUGSEC_clean,332.0
BUGSIG_clean,334.1
BUGSOM_clean,334.2
BUKMUQ01_clean,108.5
BUKRUW01_clean,230.6
BUKRUW02_clean,205.2
BUKRUW03_clean,200.2
BUKYAJ_clean,250.0
BULBER_clean,298.8
BUNKUS_clean,261.7
BUNLAZ_clean,232.5
BUPDOH_clean,294.1
BUPVEP_clean,205.4
BUQWER_clean,300.8
BURJOO_clean,234.6
BURQIQ_clean,391.7
BUSNAF_clean,308.0
BUSQEM_clean,196.6
BUSQIQ_clean,233.9
BUSRUE_clean,268.1
BUVHEH_clean,174.2
BUVVIZ_clean,473.2
BUVVOF_clean,513.0
BUVWOF02_clean,350.3
BUVWOF03_clean,306.5
BUVXOG_clean,356.4
BUVYEX_clean,280.5
BUVYIB01_clean,190.8
BUVYIB_clean,202.3
BUWLUC_clean,253.3
BUWMAJ_clean,200.4
BUWMEN_clean,184.3
BUWMIR_clean,169.9
BUXNOZ_clean,410.1
BUXTOF_clean,498.6
BUXTUL_clean,584.6
BUXZAX_clean,212.4
CABJOH_clean,186.1
CACBUG_clean,243.0
CACNOM_clean,255.3
CADPII_clean,306.6
CADQAB_clean,162.4
CADQOP_clean,154.7
CADZIT_clean,384.3
CAGSAG_clean,250.9
CAGXIU_clean,244.2
CAJQEL_clean,160.2
CAJQIP_clean,141.4
CAJWIV_ion_b,249.7
CANRIU_clean,269.9
CANROA_clean,268.3
CANRUG_clean,380.8
CANYIB_clean,325.3
CAPLOX_clean,178.8
CAQCAZ_clean,207.7
CARGEI_clean,191.0
CASTEW_clean,211.7
CASWIE_clean,122.2
CAVMIX_clean,606.5
CAVMOD_clean,380.0
CAVNOE_clean,218.3
CAVPEW_manual,525.9
CAVPIA_manual,488.2
CAVPUM_manual,483.1
CAVRAU_clean,315.0
CAVREY_clean,320.2
CAVSUP_clean,164.1
CAVVUS_clean,177.5
CAWDOU02_clean,227.4
CAWVIH_SL,345.0
CAXSUR_SL,249.8
CAXTAY_clean,215.7
CAXTEC_clean,253.0
CAXVII_clean,170.3
CAXVOO_clean,166.8
CAXVUU_clean,165.0
CAXWAB_clean,162.2
CAXWEF_clean,163.6
CAXWIJ_clean,162.8
CAXXEG_clean,399.2
CAXZOS_clean,838.1
CAXZUY_clean,1095.6
CAYCAI_clean,271.2
CAYDEN_clean,278.2
CAYDIR_clean,280.4
CAYDUD_clean,370.6
CAYKEU_clean,259.1
CAYMIZ_clean,261.3
CAYQAV_clean,316.9
CAYQIE_clean,193.4
CAYQOK_clean,360.4
CAYQUQ_clean,229.5
CAYSIE_clean,361.6
CAYSOK_clean,296.6
CAYYEG_clean,361.0
CAZGIT_clean,435.1
CAZNEY_clean,216.1
CEBDOD_clean,245.5
CECVAI_clean,401.0
CEDFIC_clean,219.1
CEDFOI_clean,433.5
CEDFUO_clean,320.4
CEGDUO_clean,306.3
CEGFAW_clean,334.2
CEGWER_clean,260.6
CEHLAD_clean,277.7
CEJBEA_clean,339.0
CEJCAW_clean,210.4
CEJZAU_clean,373.3
CEKHIL_clean,132.8
CEKNIQ_clean,598.1
CEKROB_clean,263.8
CELZEA_clean,195.7
CEMKOV_clean,235.3
CEMYUQ_clean,124.2
CENJIQ_clean,215.5
CENKAJ_clean,218.8
CENPUI_clean,341.2
CESFIQ_clean,356.0
CESFOW_clean,238.8
CETFOX_clean,207.5
CETFUD_clean,267.5
CETGOY_clean,404.4
CETHEQ_clean,183.0
CETJAN_clean_h,434.8
CETNUL_clean,362.1
CEXHET_clean,537.7
CEXHOD_clean,512.6
CEXJOF_clean,1582.1
CEYPUT01_clean,238.2
CEYPUT_clean,241.8
CEYYIQ_clean,248.3
CEZFIY_clean,501.1
CIDKUX_clean,154.1
CIFDOM_clean,245.0
CIFDUS_clean,254.4
CIFJAE_clean,183.1
CIFLUA_clean,371.0
CIFMAH_clean,320.7
CIFMEL_clean,86.5
CIFMIP_clean,225.5
CIGDUT_clean,240.5
CIGFAB_clean,227.6
CIGFEF_clean,173.7
CIGXIA_manual,2583.2
CIJVOH01_clean,145.1
CIJVOH_clean,143.9
CIPCUB_clean,314.9
CIPLIX_clean,175.8
CIQQIE_clean,971.7
CIRTUU_clean,687.9
CISLUN_clean,186.9
CISXEJ_clean,464.5
CITZIP_manual,202.2
CIVTEH_clean,310.1
CIWREG_clean,469.0
CIWRIK_clean,445.5
CIWROQ_clean,475.6
CIWRUW_clean,468.0
CIWSAD_clean,455.0
CIWYUD_clean,187.4
CIWZEP_clean,788.4
CIWZIT_clean,807.8
CIXBUH_clean,467.5
CIXCAO_clean,465.3
CIYZUG_clean,336.3
CIZMIJ_clean,183.6
CIZPOS_clean,305.2
COBWEV_clean,213.7
COCMAJ_clean,317.4
COCMOY_clean,220.8
COCMUE_clean,940.8
COCNAL_clean,376.7
COCNEP_clean,1176.7
CODFEH_clean,231.0
CODMUF_clean,192.7
CODNAM_clean,155.6
CODROD_clean,255.0
CODRUJ_clean,251.6
CODSUL_clean,472.4
CODVAU_clean,501.0
COGNAO_clean,735.0
COJGEO_clean,251.3
COJHIT_clean,212.2
COJMIZ_clean,390.4
COJMOF02_clean,417.9
COKFAK_clean,332.6
COKMEW_clean,300.8
COKMIA_clean,315.7
COKMOG_clean,306.1
COKMUM_clean,249.9
COKNAT_clean,302.7
COKPEZ_clean,302.5
COKPID_clean,302.7
COKPOJ_clean,299.2
COKPUP_clean,327.8
COKQAW_clean,276.7
COKQEA_clean,308.8
COKQIE_clean,310.0
COKQOK_clean,300.6
COKROL_clean,301.4
COKRUR_clean,1707.0
COMDOY_clean,221.7
COPXOV_clean,639.4
COQGAS_clean,324.5
COQHUN_clean,334.7
COQJID_clean,394.6
COQJOJ_clean,338.0
COQJUP_clean,374.0
COQLAX_clean,2063.7
COQNIF_clean,160.6
COQTEJ_clean,161.5
CORZIU_clean,219.2
COSMII_clean,154.8
COTVOY_clean,212.6
COTVUE_clean,201.7
COTXEQ_clean,302.6
COTXIU_clean,298.8
COTXOA_clean,304.3
COTYIV_clean,759.6
COVPAG_clean,298.8
COWBEX_clean,377.0
COWDEZ_clean,706.3
COWMAD_clean,197.8
COWMEH_clean,186.9
COWMIL_clean,187.9
COWMOR_clean,184.6
COWMUX_clean,184.3
COXDIE_clean,453.7
COXHED_clean,85.8
COXHIH_clean,84.8
COXHON_clean,85.3
COXXIX_clean,132.4
COYCEZ_clean,312.2
COYCID_clean,203.1
COZMUA_clean,180.1
CUBHOY_clean,301.6
CUCSAU_clean,284.9
CUCTAX_clean,263.2
CUFDUD_clean,256.2
CUFFAL_clean,247.3
CUFFEP_clean,214.2
CUFGIV_clean,311.1
CUFGOB_clean,268.1
CUFGUH_clean,256.2
CUFQUR_clean,329.6
CUGLIB_clean,208.7
CUGVUW_clean,338.6
CUGXAF_clean,1414.9
CUGYIO_clean,210.0
CUGYOU_clean,210.6
CUGYUA_clean,309.5
CUGZAH_clean,215.6
CUHLUO_clean,702.9
CUIMDZ01_clean_h,346.0
CUKXIR_clean,192.6
CUKXOW_clean,178.4
CUKXUC_clean,177.2
CUKYAJ_clean,174.9
CUKZOY_clean,385.8
CUMDEU_clean,190.1
CUMDIY_clean,277.4
CUMDOE_clean,236.5
CUMDUK_clean,285.4
CUMJEB_clean,411.5
CUMLUT_clean,188.7
CUMQOQ_clean,181.6
CUNFOH01_clean,185.0
CUNFOH_clean,176.2
CUNQOT_clean,139.9
CUNQUZ_clean,122.8
CUNWEO_clean,347.2
CUPHIG_clean,223.6
CUPHUS_clean,254.1
CUQKOQ_clean,175.3
CUQRIR_clean,266.4
CUQROX_clean,211.1
CUQRUD_clean,172.7
CUQSAK_clean,1261.6
CUQTAL_clean,289.0
CUQXUI_clean,289.0
CURBOH_clean,172.3
CURQEN_clean,350.4
CURYOE01_clean,594.3
CURZAR_clean,574.5
CURZEV_clean,328.1
CUSXIY_clean,476.0
CUSXOE_clean,886.7
CUSYAR_clean,1309.8
CUSYIA_clean,206.5
CUSZEX_clean,197.8
CUSZIB_clean,138.0
CUTBEA_clean,153.9
CUTBIE_clean,149.5
CUTCAX_clean,256.1
CUTFII_clean,253.3
CUTGEF_clean,186.2
CUVGIK_clean,255.1
CUVGOQ_clean,233.8
CUVHEH_clean,156.7
CUVHIL01_clean,165.4
CUVHIL02_clean_h,171.2
CUVHIL_clean_h,174.1
CUVTUJ_clean,163.9
CUVVOG_clean,401.2
CUVXAT_clean,402.6
CUWHUZ_clean,881.7
CUWNIT_clean,331.7
CUWNOZ_clean,317.0
CUWTUL_clean,193.6
CUWVAT_clean,168.2
CUWVIB_clean,209.1
CUWWEY_clean,223.3
CUWXAV_clean,245.0
CUWXID_clean,130.1
CUWXOJ_clean,336.3
CUWXUP_clean,309.4
CUWYAW_clean,174.9
CUWZAX_clean,169.1
CUWZIF_clean,219.1
CUXFIL_clean,344.2
CUXFUX_clean,426.1
CUXJAI_clean,140.4
CUXJEM_clean,199.5
CUXLEO_clean,200.5
CUYWUP_clean,313.2
CUYYAX_clean,356.9
CUYYEB_clean,373.1
DABFIX_clean,1023.9
DABMUR_clean,166.4
DACFAR_clean,405.6
DACSEI_clean,381.9
DACYUE_clean,163.3
DACZUF_clean,260.1
DADLEC_clean,399.5
DADLIG_clean,399.7
DADLOM_clean,292.1
DADNII_clean,182.3
DADNOO_clean,177.5
DADNUU_clean,177.6
DADPAC_clean,176.4
DADPEG_clean,178.0
DADXUE_clean,482.5
DAFJOM_clean,175.7
DAFSOV_clean,281.1
DAFYAN_clean,157.8
DAFYOB_clean,114.8
DAGDIZ_clean,258.8
DAGDUL_clean,410.8
DAGJED_clean,252.1
DAHNOQ_clean,142.3
DAHNUW_clean,170.0
DAHPAE_clean,150.1
DAKVIW_clean,169.6
DAKVOC_clean,344.5
DAKVUI_clean,345.5
DAKZUN_clean,254.4
DALSUH_clean,203.5
DALTAO_clean,203.0
DALVAQ_clean,152.9
DALVEU_clean,430.5
DALVIY_clean,757.7
DAMDUT_clean,242.8
DAMYOI_clean,253.9
DAMYUO_clean,252.1
DAMZEZ_clean,340.8
DANFUW_clean,807.3
DANZOJ_neutral,173.8
DAPBED_clean,629.2
DAPBIH_neutral,179.7
DAPHOU_clean,606.7
DAPXID_ion_b,217.8
DAPYAW_clean,365.7
DARBUU_clean,124.0
DARSEV_SL,216.5
DATHAJ_clean,412.7
DATPIY_clean,192.7
DAWBIO_clean,318.4
DAWBOU_clean,319.3
DAWBUA_clean,336.8
DAWCAH_clean,333.5
DAWCIP_clean,410.8
DAWCOV_clean,225.0
DAWDAI_clean,358.0
DAWWAB_clean,336.5
DAWWEF_clean,287.2
DAXHIV01_clean,199.8
DAXHIV_clean,184.5
DAXHUH01_clean,184.9
DAXHUH_clean,189.6
DAZCAK_clean,847.6
DEBGIA_clean,261.1
DEBWAK_clean,360.9
DEFKUU_clean,213.4
DEFRIR_clean,227.0
DEGJIK_clean,235.6
DEJCIF_clean,162.3
DEJJIN_clean,189.4
DEJRUH_clean,231.6
DEKHEH_clean,315.0
DEKHUX_clean,213.3
DEKPUF_clean,220.4
DELGEI_manual,148.5
DEPSEW_clean,169.0
DEPTOH_clean,149.9
DEPXAY_clean,209.6
DEPXIG_clean,245.1
DEPXOM_clean,197.3
DEQFOU_clean,275.4
DEQVIF_clean,323.7
DEWQUS_clean,389.8
DEWRIH_clean,298.1
DEYJIC_clean,231.5
DEYJOI_clean,225.9
DEYLOJ_clean,307.7
DEYLUQ_clean,246.1
DEYNIG_clean,190.3
DEZKAW_clean,160.1
DIBJEF_clean,667.1
DIBJIJ_clean,521.8
DIBPAH_clean,372.5
DIBQEM_clean,396.8
DIBQIQ_clean,328.2
DIBQOW_clean,322.6
DIBQUC_clean,316.0
DICKEH_clean,136.1
DICVAO_clean,394.2
DICVES_clean,418.7
DICVIW_clean,405.4
DIDBAV_clean,404.4
DIDBEZ_clean,404.9
DIDDOK_clean,157.6
DIHVIB01_clean,631.5
DIHVIB_clean,627.1
DIKJUD_clean,297.1
DIMQIB_clean,323.9
DINNIZ_clean,427.2
DIPMAS_clean,213.0
DIRPIF_clean,218.0
DITJIB_clean,177.7
DITJOH_clean,176.0
DITPED_clean,1086.6
DITTEH_clean,259.9
DITXOU_clean,150.1
DITYEM_clean,255.2
DITYOW_clean,377.8
DIVGIA_clean,748.8
DIVPUU_clean,157.0
DIVSUY_clean,276.1
DIWMON_clean,454.8
DIWMUT_clean,437.9
DIWNAA_clean,160.8
DIXKOL_clean,205.1
DIYKAZ_clean,305.9
DIYKED_clean,309.9
DIYTEM_clean,357.5
DIZVAK_clean,190.6
DOCKOW_clean,312.2
DODMIT_clean,254.7
DOFTID_clean,250.2
DOFTOJ_clean,250.8
DOGBAE_clean,897.7
DOGMET_clean,432.1
DOHNUL_clean,278.7
DOJXOR_clean,409.0
DOKDEN_clean,253.7
DOKHIV_clean,251.6
DOLRAZ_clean,327.4
DOLWEI_clean,628.6
DOLXOR01_clean,76.4
DOLXOR02_clean,77.5
DOLXOR_clean,76.9
DOMCUE_clean,300.6
DOMDAL_clean,200.0
DOMFUI_clean,386.5
DOMGAP_clean,398.8
DOMKEX_clean,265.6
DONKIC_clean,307.5
DONKOI_clean,324.3
DONKUO_clean,277.3
DONNAW01_SL,193.1
DONNAW_clean,182.9
DONNEA_clean,178.7
DONNIE_clean,190.6
DONXUB_clean,297.1
DOPHOH_clean,1323.6
DOPHUN_clean,1229.6
DOPJAV_clean,391.7
