MOF,15bar_AR_313_CORE,5bar_AR_313_CORE,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1
MIXBEC_clean,1286.3,469.3,346.7,117.4,168.8,202.6,298.6,303.4
MIXBIG_auto,637.5,229.8,169.0,57.2,81.2,105.8,173.9,185.0
MIXYID_clean,1214.2,518.2,233.2,88.8,152.2,196.2,268.7,270.0
MIXYOJ_clean,2755.3,1636.5,304.0,159.5,288.2,327.7,340.2,483.0
MIXZOK_clean,976.5,319.4,194.7,68.0,100.4,134.9,223.1,233.3
MIYWIB_clean,623.1,268.2,209.2,71.0,96.1,121.3,224.5,248.5
MIZKAI_clean,2423.0,1224.3,316.6,136.3,247.3,301.4,335.3,362.1
MIZKOW_clean,606.5,371.8,317.7,102.3,132.9,166.0,310.5,348.8
MIZPUI_clean,568.3,226.9,168.6,55.7,84.3,110.2,182.5,188.3
MOCKAR_clean,288.5,127.8,101.3,33.3,44.9,57.0,104.6,118.2
MOCKEV_clean,246.9,124.4,100.2,32.2,42.7,52.5,98.2,113.6
MODJOG_clean,902.0,314.1,143.3,54.0,84.8,112.8,170.0,171.6
MODMIB_clean,283.8,152.5,126.0,40.3,52.0,63.7,119.9,140.9
MODNAU_charged,,,,122.5,177.3,240.3,403.6,408.4
MODNIC_clean,,,,72.1,107.4,142.1,228.7,240.7
MODNOI_ion_b,1352.1,488.3,321.5,112.5,169.1,231.2,381.6,383.8
MODNUO_ion_b,1286.0,473.3,316.3,122.1,180.2,216.2,380.2,381.5
MOFBIU_clean,1830.3,933.9,455.8,261.7,307.2,395.8,523.3,525.3
MOFKUO_clean,460.0,260.7,225.3,71.9,91.9,113.6,209.1,240.7
MOFLAV_clean,1828.5,665.2,590.5,188.1,254.5,331.9,548.6,583.7
MOGNAY_clean,987.8,401.1,199.0,74.5,121.2,155.9,234.3,242.1
MOGXUB_clean,481.4,240.9,189.3,65.1,95.1,123.0,211.2,229.7
MOJNAC_clean,857.3,357.6,216.8,76.2,119.5,157.6,250.5,251.5
MOKVOZ_clean,2333.1,837.7,274.5,104.4,181.3,232.2,285.2,278.5
MOLKAB_clean,1287.5,564.2,268.8,101.4,164.0,218.8,307.8,304.9
MOLQEL_clean,902.1,336.1,146.3,57.2,88.7,119.2,176.0,178.1
MOLRIP_clean,312.3,250.8,212.2,69.3,85.3,105.9,194.0,231.1
MOMRIR_clean,3252.4,2003.4,695.6,300.0,548.0,656.9,712.1,729.3
MOMSIS_clean,1367.0,543.7,216.2,81.1,140.2,183.2,246.0,246.5
MOPKEJ_clean,3832.0,2569.9,217.7,217.4,266.9,267.7,735.4,1175.2
MOPQIT_clean,547.2,279.5,212.9,73.3,110.3,143.1,241.1,251.3
MORFEG_clean,1975.4,1005.6,505.5,189.3,304.7,371.1,475.8,465.4
MORZID_clean,2062.9,1786.2,177.8,204.3,219.5,287.4,911.9,1198.7
MOSBIG_clean,325.3,162.6,136.7,46.5,58.2,72.7,134.5,152.7
MOSDUT_clean,1334.9,554.0,248.6,91.9,152.4,202.9,284.3,288.2
MOTMAK_clean,893.8,451.0,207.1,78.9,132.1,179.5,239.3,243.7
MOTVOI_clean,957.1,386.7,209.7,74.0,116.1,153.1,234.3,238.4
MOVGUB_clean,1638.9,702.5,247.8,97.9,172.4,218.3,288.3,289.9
MOVHEM_clean,1618.7,700.4,248.7,98.0,167.1,217.0,284.0,285.9
MOVKOZ_clean,1957.0,825.9,250.0,100.4,175.6,239.0,294.9,288.8
MOXBOS_clean,898.6,346.7,276.3,87.1,132.7,159.7,291.1,322.1
MOXDOT_charged,,,,162.1,269.9,359.9,490.5,500.0
MOXKAN_clean,1828.7,836.4,553.2,195.5,309.9,397.9,595.2,599.8
MOXNIY_clean,819.2,372.1,242.9,87.9,134.3,177.7,281.5,284.6
MOXNUJ_clean,283.3,175.7,145.3,46.6,57.9,71.2,133.4,161.9
MOXNUK_clean,1737.1,794.9,363.1,134.1,227.9,300.6,428.2,398.2
MOXPAR_clean,7082.5,4571.0,742.1,487.4,806.1,815.1,1048.8,1662.7
MOXPEV_charged,,,,111.7,176.9,226.1,361.8,368.8
MOXPIZ_charged,,,,60.4,82.0,93.6,170.3,189.8
MOXPUL_clean,235.9,164.3,149.3,47.4,59.7,73.4,130.2,152.2
MOYMET_clean,1252.0,481.0,322.5,106.7,160.4,205.8,348.0,362.9
MOYMUJ_clean,3394.7,1623.6,607.1,234.1,402.6,515.7,634.0,626.3
MOYNIY_clean,2104.9,1027.3,430.7,165.5,289.4,374.9,490.4,493.2
MOYTUR_clean,4030.4,1705.0,603.0,221.7,365.8,505.9,641.4,616.0
MOYYEF_clean,1584.3,600.1,266.3,98.8,165.1,220.8,317.6,317.7
MOYYIJ_clean,414.4,177.0,131.9,45.0,63.1,82.8,144.0,156.6
MOYZIK_clean,483.8,146.7,121.7,36.8,53.5,65.1,114.3,122.2
MUBQIJ_clean,6162.4,2856.6,758.8,348.4,575.2,624.4,703.5,777.8
MUBZOA_auto,637.6,263.9,213.9,74.1,96.3,118.8,222.0,242.7
MUBZUG_auto,722.0,281.6,224.8,74.1,102.7,129.2,235.0,257.5
MUDLON_clean,1330.0,515.9,262.8,94.8,154.0,205.3,295.9,296.7
MUDTAH_clean,1789.6,597.7,302.4,107.7,165.6,221.5,321.8,337.7
MUDTEL_clean,1662.4,551.0,298.5,105.5,164.3,220.4,322.5,336.5
MUFXUI_clean,1466.1,585.2,262.7,99.2,160.8,216.8,313.6,313.2
MUFYAP_clean,1463.6,577.3,262.7,99.1,162.5,215.8,311.9,315.0
MUFZIY_clean,2218.4,1105.3,295.6,128.0,241.5,296.5,330.0,343.9
MUGFOK_clean,1558.4,665.4,383.4,139.0,215.2,294.3,442.6,463.9
MUGHED_clean,1622.2,783.0,251.5,98.2,181.4,234.5,282.5,280.9
MUGQAI_clean,641.7,432.9,237.1,98.8,179.6,229.7,292.1,289.8
MUGXIX_clean,3216.3,1404.7,326.9,142.3,257.4,325.8,380.2,387.7
MUHNAG_clean,783.9,481.9,202.9,84.8,154.5,204.5,257.0,252.7
MUHNUA_clean,1063.4,511.6,329.3,114.7,181.6,236.0,352.2,357.4
MUHPAI_clean,458.5,276.7,211.3,75.7,121.6,159.4,245.6,265.6
MUJRIT_clean,366.9,248.7,213.1,68.7,87.8,107.0,198.1,229.1
MUKQUG_clean,1821.9,727.9,291.0,108.8,185.6,238.8,305.5,298.2
MUKRAN_clean,1887.1,742.7,315.1,120.7,195.6,253.4,310.0,315.1
MULQOA_clean,1392.8,550.4,208.3,80.7,138.8,185.4,252.4,251.8
MULSER_clean,1073.9,416.6,167.2,64.7,109.6,141.0,201.3,200.9
MULXOH_clean,1085.1,428.4,238.5,85.6,132.8,175.1,283.0,291.0
MULXUO_clean,1685.8,737.5,318.7,107.2,182.5,231.1,312.7,308.1
MUMLOX_clean,,,,145.1,267.3,342.9,409.7,439.0
MUMYAW_clean,388.9,378.4,358.8,110.9,123.4,128.2,191.3,242.7
MUNDAC_clean,599.1,236.8,140.5,50.6,81.1,108.4,165.8,166.4
MUNDEG_clean,2341.4,777.8,328.1,117.1,193.7,261.4,372.6,369.1
MUNDOQ_clean,594.7,218.5,176.2,59.6,83.1,104.1,182.0,192.2
MUNLUE_clean,623.3,251.1,184.2,63.9,91.3,119.2,207.1,211.9
MUNNUF_clean,2275.4,922.7,299.9,115.2,209.5,264.2,338.0,334.3
MUNPAN_clean,2128.3,769.1,279.8,107.0,182.7,246.0,332.5,330.1
MUNPER_clean,2172.7,850.5,280.5,113.9,198.1,254.5,330.5,331.6
MUPTAU_clean,1388.6,576.4,265.1,97.8,163.9,218.3,321.4,317.9
MUQSAU_clean,940.8,353.6,247.5,84.0,125.2,166.9,275.6,275.3
MURBEI_clean,974.7,366.1,126.1,51.1,84.5,109.7,151.5,152.9
MURCAD_clean,602.2,245.5,162.1,56.6,84.7,114.8,189.1,194.3
MURCIL_clean,257.3,233.0,194.2,61.1,72.3,84.4,153.9,193.3
MURCOR_clean,257.5,234.2,198.4,66.4,73.7,86.8,158.4,198.4
MURFIQ_clean,405.4,371.9,353.8,114.2,129.3,143.3,253.5,306.3
MURTUO_clean,930.1,428.6,321.1,115.0,166.3,227.9,370.3,394.1
MUSCAG_clean,2574.6,1144.7,435.3,175.2,293.7,406.2,506.9,495.9
MUSCIN_clean,1977.8,713.3,287.7,107.7,179.2,236.4,333.3,331.0
MUSSIE_clean,1833.3,884.1,229.8,99.4,184.9,232.6,275.7,276.1
MUTCEL_clean,1512.3,626.5,401.9,120.0,193.6,243.2,337.6,337.7
MUTDIQ_clean,1108.9,390.5,228.9,84.8,126.7,161.5,247.9,256.5
MUTVUT_clean,951.0,514.2,405.6,139.9,208.4,280.0,476.3,477.0
MUVGOA_clean,1852.7,950.4,235.6,111.4,212.5,262.8,279.2,296.6
MUVGUG_clean,1121.1,603.2,178.2,79.5,150.4,186.1,211.1,211.5
MUVHER_clean,1175.6,627.0,174.4,82.0,150.7,196.2,209.2,215.3
MUVJAP_clean,1607.9,662.1,240.7,88.2,154.7,200.2,247.5,247.7
MUVJIX_clean,1398.0,601.9,228.1,89.0,162.8,204.6,272.6,275.7
MUVLUM_clean,1140.6,422.8,216.3,77.5,126.0,168.3,250.2,257.1
MUVMOG_clean,3388.4,2343.8,226.7,171.7,282.6,274.0,445.8,842.1
MUVNAT_clean,600.8,244.0,185.7,62.8,88.7,115.4,204.2,220.5
MUVNEX_clean,1941.3,674.1,356.5,121.9,196.9,257.4,382.8,395.9
MUVROM_clean,3792.5,2101.3,711.9,290.2,515.8,613.9,637.5,722.9
MUWQEB_clean,868.6,311.0,177.1,62.0,95.1,125.0,198.2,208.3
MUWRON_clean,1295.0,489.7,244.6,86.4,137.1,179.0,247.9,246.6
MUZGAQ_clean,1352.2,626.5,629.1,199.5,280.6,335.3,556.6,591.3
MUZHUL_charged,,,,58.3,109.4,142.0,170.7,171.9
MUZKAV_clean,1269.7,457.0,521.1,180.4,237.3,274.9,406.8,398.0
MUZKEZ_clean,949.0,414.4,506.4,141.1,173.7,199.5,300.2,339.9
MUZVUA_clean,644.8,257.6,180.0,61.5,91.5,120.2,204.3,208.4
NABCEA_charged,,,,100.6,153.2,203.3,284.3,296.1
NABMUA01_clean,1088.3,539.1,182.0,74.5,137.5,174.8,222.2,221.0
NABMUA_clean,1064.0,534.9,183.1,74.3,134.5,176.5,221.0,219.1
NACVUI_clean,831.5,409.7,187.8,70.8,125.1,162.2,227.2,225.9
NACYAU_clean,486.6,195.1,211.2,66.4,84.0,100.1,167.7,181.6
NACYOG_clean,1091.1,504.9,261.9,97.2,161.5,211.4,311.1,314.4
NACYUM_clean,965.1,477.3,261.0,99.8,159.8,212.3,307.1,311.9
NACZUP01_clean,,,,359.9,412.9,424.4,1241.5,1927.1
NACZUP03_clean,,,,374.9,433.3,437.0,1228.5,1903.6
NACZUP_clean,,,,368.7,421.1,430.9,1289.8,1967.5
NADKEK_clean,172.1,154.9,144.8,44.2,46.8,49.4,67.8,86.6
NADNEM_clean,773.0,402.1,225.1,88.0,146.5,194.8,262.2,272.2
NADZEZ_clean,2012.2,1253.7,269.7,144.5,271.0,312.2,337.6,415.3
NADZID_clean,1486.2,946.0,191.4,104.0,199.9,228.3,236.4,318.3
NAFSOF_clean,199.8,107.7,97.3,31.2,39.6,46.3,83.6,97.5
NAGBUU_clean,2111.8,1098.1,479.4,185.7,323.6,443.3,565.6,548.0
NAGCAB_clean,610.2,419.1,565.1,178.4,190.6,204.5,321.0,373.9
NAGQET_clean,699.5,340.5,242.5,84.0,131.2,175.8,272.2,285.0
NAGQOD_clean,2105.7,806.8,564.7,199.2,287.3,371.4,614.0,621.7
NAHFIO_clean,3786.2,1535.9,602.8,239.1,404.3,524.6,715.8,704.9
NAHHAI_clean,670.1,278.4,158.3,55.2,87.7,116.6,181.2,185.5
NAHHOW_clean,1333.0,472.1,238.8,84.3,133.1,169.2,241.8,242.0
NAHNES_clean,2011.4,676.2,360.4,129.2,195.4,253.8,358.0,373.3
NAJMIV_charged,,,,133.3,206.6,266.4,416.5,414.8
NAJQUN_clean,3080.2,1460.9,348.8,161.3,298.0,374.5,422.0,443.6
NAJSUP_clean,1954.6,856.2,246.1,101.8,187.3,238.6,288.3,285.2
NAJTAW_clean,918.4,396.0,184.6,68.5,113.7,149.1,213.1,211.9
NAKLIW_clean,957.9,406.9,173.1,64.2,109.0,143.6,194.2,199.5
NALWOO_clean,1229.9,459.0,254.7,90.6,140.7,194.9,294.0,303.6
NALYEG_clean,443.7,189.6,148.8,49.1,67.5,86.2,160.1,171.8
NAMDUD_clean,10762.9,4141.7,703.5,340.7,614.9,739.1,753.3,892.3
NANPUN_clean,156.0,92.8,83.0,23.8,30.3,36.9,69.6,82.8
NANTII_clean,563.5,192.0,157.9,47.7,67.2,87.2,154.2,162.8
NANYUX03_clean,628.7,256.2,129.9,47.0,77.1,101.9,155.6,155.8
NANYUX_charged,,,,75.5,127.5,171.2,242.5,242.4
NAPNEA_clean,1828.2,987.3,1199.1,426.5,558.3,642.5,895.0,895.1
NAPZOV_clean,590.3,306.0,146.0,55.4,92.5,125.9,175.9,179.7
NAQLAT_clean,3301.0,1831.7,368.8,185.9,347.2,417.3,437.1,515.2
NAQQED_clean,715.7,245.3,166.8,56.6,80.8,105.5,182.5,189.5
NAQQIH_clean,809.2,264.2,168.2,57.9,86.3,113.5,182.1,193.0
NAQQON_clean,726.1,239.2,166.0,57.3,84.2,107.4,207.1,189.4
NAQQUT_clean,729.0,240.8,171.9,57.0,82.9,108.5,181.4,194.5
NAQRAA_clean,715.4,246.7,167.1,56.7,81.7,105.1,182.0,190.0
NAQREE_clean,739.5,239.1,172.1,56.7,82.2,107.0,178.8,191.0
NARMUR_clean,417.9,301.8,245.0,80.3,102.5,129.1,239.1,278.7
NARPOO_clean,828.3,404.1,221.4,83.5,141.3,180.6,264.2,267.8
NARPUU_clean,804.8,391.7,214.5,80.8,132.5,172.8,255.9,255.9
NASREH_clean,405.4,159.7,113.1,38.8,58.6,74.2,123.7,130.5
NASRIL_clean,429.1,158.6,116.5,41.2,58.1,74.3,126.6,133.1
NASROR_clean,2571.8,1029.7,300.3,126.8,221.6,278.6,345.2,341.1
NATFAS_clean,2384.8,1176.1,248.2,113.1,209.4,252.9,279.3,300.2
NATHOH_ion_b,1159.0,457.8,317.4,114.6,173.8,212.9,365.1,369.4
NATHOI_clean,,,,222.1,390.5,434.4,461.1,763.5
NATHUO_clean,1436.6,561.4,263.0,97.3,158.7,215.8,295.5,294.6
NATKIF_clean,966.8,317.6,209.9,73.5,104.1,136.1,228.0,220.4
NATKOL_clean,955.4,339.5,227.0,78.0,112.9,145.8,228.4,239.3
NATXOW_clean,743.5,304.4,261.9,78.7,115.4,147.8,249.6,260.3
NAVJAW01_clean,636.0,225.3,156.1,53.5,79.4,102.5,178.8,190.4
NAVJAW_clean,698.9,242.7,157.5,54.0,80.2,105.0,183.8,191.7
NAVLIG_clean,835.5,404.1,216.3,80.2,131.0,177.7,259.3,261.8
NAWDUN_clean,1619.4,676.5,339.9,124.8,190.7,248.4,344.1,350.0
NAWKII_clean,2602.1,1194.4,311.9,133.7,246.8,311.4,363.9,369.4
NAWWUG_clean,1530.9,671.7,233.8,94.6,167.7,225.4,282.7,280.8
NAWXER_clean,590.5,200.4,130.0,45.0,67.9,87.9,145.7,150.9
NAXKOO_clean,2000.7,910.4,170.6,81.0,151.4,186.3,209.0,227.1
NAXLII_clean,681.6,324.8,247.0,88.4,123.0,157.2,277.3,294.3
NAYGUR_clean,485.9,194.3,144.9,48.2,67.8,89.3,157.7,171.7
NAYHAY_clean,1367.8,478.5,310.0,96.8,143.5,187.1,305.6,319.5
NAYMOQ_clean,291.3,268.0,223.4,69.6,84.8,99.7,187.4,228.9
NAYNIK_clean,266.1,253.1,218.5,66.9,77.6,90.0,155.9,203.9
NAYPIM_clean,3396.9,2304.1,207.6,193.7,254.6,256.6,608.5,999.3
NAYXOC_clean,2964.2,1121.6,324.9,130.2,233.4,305.6,365.9,359.5
NAYZOE_clean,1848.7,598.5,286.7,107.5,165.4,214.5,325.7,329.1
NAYZUK_SL,1461.8,579.6,230.8,86.7,147.2,199.3,274.3,270.9
NAZZEV_clean,1518.9,578.1,256.4,94.0,160.8,207.6,301.8,294.3
NDAIAH_clean,553.5,235.3,174.8,58.7,85.4,113.3,197.8,208.7
NEBNOZ_clean,1204.0,542.0,266.3,99.3,165.5,217.7,319.9,323.7
NEBYOK_clean,1259.0,590.1,415.2,140.5,215.9,287.5,475.1,455.0
NEDLOZ_clean,1835.2,1204.8,245.8,151.4,242.6,254.5,318.8,514.5
NEDVOJ_charged,,,,67.1,99.2,131.5,219.5,230.8
NEDVUP_clean,632.0,250.3,188.9,63.6,90.3,116.6,207.5,220.5
NEDWAW_clean,615.6,242.8,186.0,61.4,85.7,113.2,199.7,216.7
NEDWEA_clean,585.0,228.0,171.5,58.2,82.9,106.1,188.6,201.7
NEDWIE_clean,256.1,148.6,123.2,40.0,50.1,62.2,116.0,136.7
NEDXOL_clean,2030.1,1066.9,289.4,130.5,239.6,299.7,345.5,342.0
NEFZOO_clean,2401.8,1349.7,194.5,108.7,206.0,240.3,246.1,361.8
NEGMUI_clean,848.8,318.3,242.4,82.5,118.8,154.5,265.8,293.8
NEGZUW_clean,927.6,352.6,233.1,79.3,119.8,154.4,257.0,262.0
NEHGEO_clean,7778.4,3776.7,696.0,326.6,579.4,672.0,723.6,925.7
NEHGIS_clean,7807.6,3724.7,657.2,334.7,594.0,662.6,708.7,948.7
NEHMET_clean,963.8,419.9,138.2,55.6,97.1,128.4,168.2,168.4
NEHZIK_clean,485.9,268.5,223.0,74.3,97.6,127.6,227.0,252.5
NEJRUR_clean,656.4,328.0,180.5,66.9,108.9,145.9,215.9,218.1
