AKOHEO_clean,0.048117,0.179787,0.042308,0.065985,0.048888,0.000000,0.057513,0.000000,0.069731,0.000000,0.000000,0.000000,0.000000,0.000000,0.040791,0.000000
AKOXIJ_clean,0.548199,0.625125,0.144083,0.426478,0.168844,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AKUKUO_clean,0.079880,0.112019,0.137248,0.108656,0.084654,0.124717,0.105984,0.074415,0.108611,0.096676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ALAHUS_clean,0.066406,0.069514,0.096178,0.076024,0.078665,0.064209,0.097559,0.084545,0.070617,0.000000,0.000000,0.000000,0.121993,0.000000,0.077210,0.000000
ALAMUW_clean,0.036378,0.052253,0.041711,0.032301,0.082918,0.036664,0.040251,0.074046,0.000000,0.030457,0.026864,0.000000,0.000000,0.021856,0.000000,0.000000
ALANAD_clean,0.094264,0.262181,0.091328,0.153812,0.119214,0.101039,0.000000,0.101301,0.140682,0.000000,0.164781,0.125100,0.000000,0.101319,0.128637,0.137356
ALEJAE_clean,0.252387,0.250187,0.000000,0.000000,0.078273,0.135539,0.165355,0.000000,0.000000,0.000000,0.128515,0.133991,0.000000,0.149455,0.000000,0.000000
ALEJEI_clean,0.125337,0.189619,0.127984,0.076581,0.000000,0.000000,0.000000,0.129023,0.165847,0.071666,0.117657,0.131697,0.079703,0.137144,0.000000,0.000000
ALEJIM_clean,0.191976,0.214904,0.158493,0.202947,0.169036,0.076374,0.148786,0.198866,0.149681,0.000000,0.000000,0.000000,0.000000,0.168645,0.000000,0.175407
ALEQIT_clean,0.049538,0.000000,0.033571,0.022944,0.033444,0.019481,0.022672,0.000000,0.000000,0.000000,0.000000,0.010304,0.024421,0.012720,0.000000,0.000000
ALIBUT_clean,0.319661,0.213215,0.044860,0.000000,0.033471,0.000000,0.108020,0.000000,0.000000,0.105174,0.000000,0.000000,0.000000,0.000000,0.000000,0.014614
ALICAA_clean,0.451626,0.223426,0.096375,0.121516,0.090858,0.058573,0.104902,0.022098,0.000000,0.080608,0.023500,0.000000,0.000000,0.000000,0.000000,0.000000
ALIXAU_clean_h,0.349867,0.420279,0.297338,0.000000,0.380150,0.371827,0.000000,0.370309,0.000000,0.405862,0.000000,0.385405,0.431109,0.000000,0.000000,0.000000
ALIXOJ_clean,0.098981,0.129855,0.023820,0.000000,0.060863,0.111771,0.038906,0.132910,0.137682,0.101994,0.103885,0.120100,0.142620,0.136584,0.000000,0.000000
ALIXUP_clean,0.164651,0.000000,0.158038,0.025178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ALOLES_ion_b,0.078615,0.138428,0.000000,0.073047,0.000000,0.083958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ALOLIY_clean,0.133971,0.000000,0.078673,0.000000,0.145950,0.000000,0.000000,0.000000,0.086903,0.000000,0.000000,0.107335,0.000000,0.000000,0.000000,0.000000
ALONEV_clean,0.263429,0.163709,0.152744,0.158564,0.181041,0.162390,0.000000,0.144759,0.171862,0.106387,0.177465,0.181439,0.000000,0.000000,0.000000,0.000000
ALUJEX_clean,0.000000,0.024423,0.028275,0.000000,0.000000,0.052872,0.021526,0.021869,0.000000,0.000000,0.000000,0.046829,0.044487,0.000000,0.000000,0.000000
