GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD
He,313,0.1,15,struct+input,random_struct,rf,0.9908452436231847,0.010367683156893213,0.006769452843697639,0.0006244027540113564
He,273,0.01,1,struct+input,random_struct,cat,0.9877854663731007,0.005003435715730942,0.00113355071102678,4.532232535689705e-05
He,273,0.1,15,struct+input,random_struct,rf,0.9896649976878542,0.011953533753571735,0.00809985776325592,0.0006886382456972866
Ar,313,0.01,15,struct+input,random_struct,gbm,0.9558254476465897,0.0032025886161065175,0.1471231256414298,0.002440355564016573
He,293,Henry,5,struct+input,random_struct,rf,0.9824757880413328,0.009198728959310676,0.0061395052939971,0.0002197103382499965
He,293,0.01,1,struct+input,random_struct,cat,0.9899673365285155,0.0031917232752903505,0.00099202895355194,3.898553373837324e-05
He,273,0.5,5,struct+input,random_struct,cat,0.9927332456993,0.004046450594569551,0.0028241119991015405,0.00020402182304188836
Ar,293,0.01,15,struct+input,random_struct,rf,0.9579487088940238,0.0071677442111215345,0.1835361143920616,0.003857749876269627
Ar,273,0.01,1,struct+input,random_struct,cat,0.954582474726094,0.02066676443983082,0.02941207834384898,0.0018655723015059906
Ar,313,0.1,1,struct+input,random_struct,rf,0.956783392527998,0.024451634336886647,0.008522653919752302,0.0010124073658207557
He,273,0.05,5,struct+input,random_struct,cat,0.9912705225348949,0.004574729485870021,0.0037656895675389004,0.00023022182097009886
O2,293,0.01,5,struct+input,random_struct,cat,0.9155346025003993,0.04338310901706413,0.06522348989770521,0.003157019221455012
He,293,Henry,15,struct+input,random_struct,gbm,0.9814440644339107,0.013997667014656181,0.0189798455251221,0.0006381144130918315
Ar,293,0.01,5,struct+input,random_struct,cat,0.9595820848544783,0.003594882496600385,0.08344146120988208,0.0024447922610417155
Ar,313,0.1,5,struct+input,random_struct,rf,0.9360020757426628,0.012271984333419894,0.05538505084281888,0.0020120854245159496
