GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD
Ar,273,0.01,15,struct+input,qt_then_rd,cat,0.9485630315878394,0.0070972239609878,0.25865140865709774,0.012113219642358435
Ar,273,0.01,15,struct+input,qt_then_rd,gbm,0.9438409311719221,0.006846085651649096,0.2698536546355533,0.010269198241812095
Ar,273,0.01,15,struct+input,qt_then_rd,rf,0.9446626097971572,0.006510714265292233,0.25905160788038956,0.00940641859154236
Ar,273,0.01,1,struct+input,qt_then_rd,cat,0.9816944573060754,0.00432125118457117,0.01982907447897386,0.0009064101116222525
Ar,273,0.01,1,struct+input,qt_then_rd,gbm,0.980077415236582,0.004015138950515023,0.0192889912478903,0.0007625929457339911
Ar,273,0.01,1,struct+input,qt_then_rd,rf,0.9783697008911556,0.003168673896243421,0.0194450426986847,0.0007162772666725521
Ar,273,0.01,5,struct+input,qt_then_rd,cat,0.9480610968410794,0.013060764289806879,0.11644577913554768,0.006851579025132345
Ar,273,0.01,5,struct+input,qt_then_rd,gbm,0.9435408693154835,0.013593867165439066,0.11966189214889862,0.0058802221798522954
Ar,273,0.01,5,struct+input,qt_then_rd,rf,0.9447688697512616,0.011182832596112694,0.11485010946826546,0.004879670048304552
Ar,273,0.05,15,struct+input,qt_then_rd,cat,0.9478952161246399,0.002420320041234335,0.2562929612551226,0.004816988558908792
Ar,273,0.05,15,struct+input,qt_then_rd,gbm,0.9429226004189573,0.0013680073987367045,0.26575175360759007,0.0042969080787769445
Ar,273,0.05,15,struct+input,qt_then_rd,rf,0.9429680524994538,0.0027937419080438855,0.2552427854110256,0.0037948118941891168
Ar,273,0.05,1,struct+input,qt_then_rd,cat,0.9834087619344875,0.002369364496194912,0.0177848079508649,0.00032910188986435597
Ar,273,0.05,1,struct+input,qt_then_rd,gbm,0.981761227819541,0.002481114916045046,0.016900032763096103,0.0002809503135155634
Ar,273,0.05,1,struct+input,qt_then_rd,rf,0.9795333770365753,0.0026157461033036473,0.0172072546611308,0.00032188177795462215
Ar,273,0.05,5,struct+input,qt_then_rd,cat,0.9467611942329708,0.0032487043227528148,0.11302434909288381,0.0028068484626884707
Ar,273,0.05,5,struct+input,qt_then_rd,gbm,0.9416378405371864,0.002539322731957696,0.11593019869312801,0.0026700659533371632
Ar,273,0.05,5,struct+input,qt_then_rd,rf,0.9406573387009409,0.002817318516610549,0.11146526097082102,0.002318497138091969
Ar,273,0.1,15,struct+input,qt_then_rd,cat,0.9469390284192647,0.004575211309031569,0.25981820958401847,0.0038624731570317786
Ar,273,0.1,15,struct+input,qt_then_rd,gbm,0.9438865888991493,0.004038575980614369,0.2672785145737013,0.003970120774309043
Ar,273,0.1,15,struct+input,qt_then_rd,rf,0.9447146566526525,0.004024066079707585,0.2562487626108768,0.003276452402676646
Ar,273,0.1,1,struct+input,qt_then_rd,cat,0.9846706106730776,0.0013025416809895587,0.01718243806123566,0.0002958732059685972
Ar,273,0.1,1,struct+input,qt_then_rd,gbm,0.9842836433299981,0.0016475528500948437,0.01639053584555868,0.00021795188254265517
Ar,273,0.1,1,struct+input,qt_then_rd,rf,0.9814230219077276,0.0027707658813205614,0.0166806018863402,0.000539498274691112
Ar,273,0.1,5,struct+input,qt_then_rd,cat,0.9471429674391627,0.003670558519527105,0.11411216746129105,0.0022366840407743805
Ar,273,0.1,5,struct+input,qt_then_rd,gbm,0.9430819142917661,0.004740609454033949,0.11602131118688701,0.0019000255204895187
Ar,273,0.1,5,struct+input,qt_then_rd,rf,0.9424352193760314,0.0056817742056576555,0.11061261193202651,0.002427977017368168
Ar,273,0.5,15,struct+input,qt_then_rd,cat,0.9524048778495082,0.004120687680841926,0.24346314141217434,0.0049758468748536755
Ar,273,0.5,15,struct+input,qt_then_rd,gbm,0.9485007006710244,0.003607005964991258,0.25417999953092185,0.005558554732212753
Ar,273,0.5,15,struct+input,qt_then_rd,rf,0.9477973298988556,0.0052407464784602125,0.24676029464634208,0.00809436920080109
Ar,273,0.5,1,struct+input,qt_then_rd,cat,0.9946485624239141,0.000409745321211995,0.01174513026263058,0.0001468675154454746
Ar,273,0.5,1,struct+input,qt_then_rd,gbm,0.9951592548160905,0.0006117997175918218,0.010369075373473821,0.00012553751364599529
Ar,273,0.5,1,struct+input,qt_then_rd,rf,0.994513427049305,0.000710671940693323,0.0107117121865591,0.00014918145283068763
Ar,273,0.5,5,struct+input,qt_then_rd,cat,0.9574657610479775,0.0015529700414027682,0.10136774903480841,0.002645268479921194
Ar,273,0.5,5,struct+input,qt_then_rd,gbm,0.9561168470153897,0.0012871261359601522,0.10225367404581939,0.0023787570044591345
Ar,273,0.5,5,struct+input,qt_then_rd,rf,0.9548055282445344,0.0033381974208996495,0.09946647482295455,0.0038020457257591307
Ar,293,0.01,15,struct+input,qt_then_rd,cat,0.9567846896427399,0.009869298873618858,0.18437195631194325,0.004539263410706676
Ar,293,0.01,15,struct+input,qt_then_rd,gbm,0.9554606938316421,0.009011490028586993,0.188031371043813,0.0036914390350493405
Ar,293,0.01,15,struct+input,qt_then_rd,rf,0.9536766807166266,0.008490792081271953,0.18196981776300236,0.004273355485535158
Ar,293,0.01,1,struct+input,qt_then_rd,cat,0.9870397550507459,0.0015935167698822006,0.013343581832826098,0.00034319468218169596
Ar,293,0.01,1,struct+input,qt_then_rd,gbm,0.9873786371751855,0.0012917495817742388,0.012194824913602539,0.00023222239816924172
