filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,MOF,chunk_2 time (s)
REHHIX_clean,9.35675,7.76923,9.35675,1.01818,2023.43,1987.3,0.0,0.0,0.682,0.669824,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REHHIX_clean,1669.5
REHHUJ_clean,8.23485,7.33998,8.22968,1.08218,2034.99,1880.45,0.0,0.0,0.6656,0.615052,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REHHUJ_clean,1877.2
REHJAR_clean,7.47268,5.99613,7.46032,1.21053,2117.1,1748.91,0.0,0.0,0.6424,0.530679,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REHJAR_clean,2545.8
REHTUV_clean,6.13519,4.41504,6.13519,1.61426,911.95,564.934,0.0,0.0,0.4392,0.272075,0.0,Co,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REHTUV_clean,9501.9
REJLOI_clean,6.4215,4.94372,6.4215,1.82045,781.409,429.241,62.0655,34.0935,0.4872,0.267627,0.0,Co,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REJLOI_clean,2043.5
REKZIR_clean,4.70593,3.52651,4.70593,1.57273,262.668,167.014,0.0,0.0,0.3982,0.25319,0.0,Cd,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REKZIR_clean,846.4
RESDUQ_clean,9.24485,8.42275,9.24485,0.921133,2004.83,2176.48,0.0,0.0,0.7082,0.768836,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,RESDUQ_clean,1400.3
RESZIA_clean,7.48231,5.79274,7.48231,1.22218,1603.95,1312.37,0.0,0.0,0.5772,0.472271,0.0,Cd,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,RESZIA_clean,2057.3
RETVIW_clean,4.7226,4.53264,4.7226,2.05578,528.256,256.961,0.0,0.0,0.3428,0.166749,0.0,"Cd,Na",No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,RETVIW_clean,1298.2
REXCEE_clean,8.85943,5.8482,8.85943,1.43313,1724.93,1203.62,0.0,0.0,0.6248,0.43597,0.0,Zn,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,REXCEE_clean,979.4
