name,gas,temp,pressure,cutoff,path,henry_coeff
FUDHET_clean,argon,313.0,5.0,14.0,FUDHET_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.46284e-06
EKOPUQ_clean,argon,313.0,5.0,14.0,EKOPUQ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.03143e-06
XIDSUZ_clean,argon,313.0,5.0,14.0,XIDSUZ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.69894e-06
ICIKAH_clean,argon,313.0,5.0,14.0,ICIKAH_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.15058e-07
am301365h_si_002_clean,argon,313.0,5.0,14.0,am301365h_si_002_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.71958e-06
cm503311x_alf100K_clean,argon,313.0,5.0,14.0,cm503311x_alf100K_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.16981e-06
GITVEL_clean,argon,313.0,5.0,14.0,GITVEL_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.91255e-06
BIQVII_clean,argon,313.0,5.0,14.0,BIQVII_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.78214e-06
FEZTIP_clean,argon,313.0,5.0,14.0,FEZTIP_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.35485e-06
HOGJIX_clean,argon,313.0,5.0,14.0,HOGJIX_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.95594e-06
WIYWOS_clean,argon,313.0,5.0,14.0,WIYWOS_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.86757e-06
XAKZOZ_clean,argon,313.0,5.0,14.0,XAKZOZ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.73807e-06
XOMCIN_clean,argon,313.0,5.0,14.0,XOMCIN_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.0074e-06
WUDVEY_clean,argon,313.0,5.0,14.0,WUDVEY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,9.81844e-07
SEGMEW_clean,argon,313.0,5.0,14.0,SEGMEW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.60726e-07
HICZAW_clean,argon,313.0,5.0,14.0,HICZAW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.81441e-06
KULLAG_clean,argon,313.0,5.0,14.0,KULLAG_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.13898e-06
OSAVEK_clean,argon,313.0,5.0,14.0,OSAVEK_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.79981e-06
PAKXIK_clean,argon,313.0,5.0,14.0,PAKXIK_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.41501e-06
DONNIE_clean,argon,313.0,5.0,14.0,DONNIE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.45473e-06
MIMSUY_clean,argon,313.0,5.0,14.0,MIMSUY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.01139e-06
EZOFEF_clean,argon,313.0,5.0,14.0,EZOFEF_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.9157e-06
ic5021302_si_002_clean,argon,313.0,5.0,14.0,ic5021302_si_002_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.38582e-06
MIZPUI_clean,argon,313.0,5.0,14.0,MIZPUI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.15035e-06
RITGUY_clean,argon,313.0,5.0,14.0,RITGUY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,7.15816e-07
APAYUN_clean,argon,313.0,5.0,14.0,APAYUN_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.8756e-06
WAMRIN_clean,argon,313.0,5.0,14.0,WAMRIN_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.88419e-06
ICISAP_clean,argon,313.0,5.0,14.0,ICISAP_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.12086e-06
FAGMEI_clean,argon,313.0,5.0,14.0,FAGMEI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.7943e-06
KIRTUC_clean,argon,313.0,5.0,14.0,KIRTUC_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.00868e-05
ENITIF_clean,argon,313.0,5.0,14.0,ENITIF_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.81339e-06
LABJUV_clean,argon,313.0,5.0,14.0,LABJUV_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.7717e-07
JADBIC_clean,argon,313.0,5.0,14.0,JADBIC_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.46233e-06
OKAYOQ_clean,argon,313.0,5.0,14.0,OKAYOQ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.79309e-06
XATZOK_clean,argon,313.0,5.0,14.0,XATZOK_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.71475e-06
JOHQUT_clean,argon,313.0,5.0,14.0,JOHQUT_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.85609e-06
EKOPOK_clean,argon,313.0,5.0,14.0,EKOPOK_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.47599e-06
YINXIE_clean,argon,313.0,5.0,14.0,YINXIE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.95876e-06
