name,He_293_0.01,He_293_0.05,He_293_0.1,He_293_0.2,He_293_0.35,He_293_0.5,He_293_1,He_293_5,He_293_15,He_273_0.01,He_273_0.05,He_273_0.1,He_273_0.5,He_273_1,He_273_5,He_273_15,He_313_0.01,He_313_0.05,He_313_0.1,He_313_0.5,He_313_1,He_313_5,He_313_15
KOSJUZ_clean,0.0002617819,0.0011646622,0.0024201467,0.004938239,0.0083342801,0.0120829253,0.0237366708,0.1196681526,0.3532060782,0.0002386311,0.0012875393,0.0026089143,0.0134506007,0.0264880517,0.1335746469,0.3908652708,0.000208357,0.0010898673,0.0022011047,0.0109075781,0.0216388542,0.1079787905,0.3198084096
KOSKAG_clean,0.0002315078,0.0011931555,0.0025430239,0.0048100193,0.008304006,0.0120597745,0.0241694123,0.120257607,0.3545666316,0.0002902751,0.0012715118,0.0027317915,0.013541423,0.0267765461,0.1342656085,0.3947724098,0.0002475352,0.0011539771,0.0020639807,0.0108951112,0.0218970744,0.1095192076,0.3223247211
KOSKEK_clean,0.0002154803,0.0011842513,0.002386311,0.0049115266,0.0084429107,0.0121185419,0.0237170817,0.1208417189,0.3601851474,0.0002439736,0.0014104165,0.0028528879,0.0133775867,0.0267943543,0.1327323147,0.394738574,0.0002368502,0.001123703,0.0022758993,0.0110090854,0.0221998153,0.1080037221,0.3210745791
KOSKIO01_clean,0.0002350694,0.0011415114,0.0023631602,0.0047209779,0.0082167454,0.0118033351,0.0232772169,0.1156595063,0.3469660531,0.0002617818,0.001291101,0.0026498734,0.0129715577,0.0257792818,0.1294502467,0.3867747064,0.0002119186,0.0010542508,0.0020817892,0.0106760703,0.0210583039,0.1052042588,0.3126975591
KOSKIO_clean,0.0002030145,0.0012020596,0.0023720643,0.0048153618,0.0084803081,0.0117481294,0.023464204,0.1180671872,0.3498420921,0.0002582202,0.0014104165,0.0027211066,0.0132582712,0.0265877782,0.1320253256,0.3850704529,0.0002368502,0.0011147989,0.0020675424,0.0108238792,0.0215177578,0.1066413878,0.3136592068
KOSKUA_clean,0.0002332886,0.0012002788,0.0025180923,0.0050272805,0.0088222273,0.0124230637,0.0246965377,0.1239332382,0.3638839294,0.0002884943,0.001291101,0.0026730242,0.0135806012,0.0274675077,0.136635892,0.4018921644,0.0002350694,0.0010649357,0.0022705569,0.0117089512,0.0228017355,0.1111540087,0.3318218826
KOSLAH_clean,0.0002208228,0.0011343881,0.0025234348,0.0048260468,0.0085871578,0.0124444336,0.0242014672,0.1228380283,0.361032822,0.0002938368,0.0013837041,0.0027923397,0.0137782732,0.027006273,0.136927948,0.4049480671,0.0002510969,0.0011058949,0.0022563104,0.0111836066,0.0224562547,0.1112288035,0.3298505048
KOSLEL_clean,0.0002479164,0.0011165158,0.0023275609,0.0047550018,0.0082543692,0.0121407716,0.0236020024,0.1179386693,0.3503594462,0.0002514836,0.0013323278,0.0025933128,0.0131645404,0.0264789034,0.1322660996,0.3854387316,0.0002193793,0.0010915458,0.0021759573,0.0106390043,0.0214171273,0.1060904034,0.3129240628
KOSLIP_clean,0.0002568343,0.0013020072,0.0023846352,0.0047639196,0.0084041892,0.0118857209,0.0237857103,0.1185557851,0.3464962302,0.0002318643,0.0012377985,0.0026200664,0.0129647804,0.0266233727,0.1307464967,0.3874274139,0.0002282971,0.0011343514,0.0023043742,0.0106086836,0.0210818158,0.1070178607,0.3163217666
KOSLOV_clean,0.0002300807,0.0012377987,0.0023632323,0.0048423968,0.0081687577,0.0117715723,0.0238124639,0.1184541215,0.3494908469,0.0002711028,0.0014464764,0.0026628721,0.0132893904,0.0264682019,0.1333897497,0.3912068021,0.0002211629,0.0010844115,0.0021385023,0.0109279429,0.0215776487,0.1079167807,0.3202260047
KOSLUB_clean,0.0002693193,0.0010665758,0.0022972402,0.0045837789,0.0080100199,0.0119445787,0.0232756088,0.1161907692,0.345868413,0.0002764536,0.0012556343,0.0025915292,0.0130147204,0.0263112476,0.1308820481,0.3823281828,0.0002104614,0.0010647921,0.0020493235,0.0105355561,0.021360053,0.105617757,0.3125512963
KOSMAI_clean,0.0002136995,0.0011521964,0.0023453519,0.0046533064,0.008168663,0.011596759,0.0236084511,0.1170930737,0.350499218,0.000270686,0.0013552108,0.0025465853,0.0130463525,0.0263117497,0.1306683338,0.387538682,0.0002404119,0.0011717855,0.0021939814,0.0106707279,0.021202551,0.1061107008,0.3132656436
KOTSIX_clean,8.15568e-05,0.0004414704,0.0009130812,0.0017818382,0.0028456221,0.0046061846,0.0087673529,0.0439413701,0.1307124562,8.68757e-05,0.000460973,0.0011063352,0.0048012113,0.0100811262,0.0498240955,0.1469493456,9.57405e-05,0.0004396973,0.000858119,0.0040654278,0.0080457528,0.0396277261,0.1163620103
KOVGOT01_clean,0.0002285292,0.0011017878,0.0022250435,0.0043628304,0.007430662,0.010655694,0.0214699734,0.107436431,0.3093523791,0.0002520746,0.0011613438,0.0023628534,0.0118821332,0.0237268725,0.1187569372,0.33814152,0.0002209116,0.0010034509,0.0020041318,0.0098295255,0.0197504642,0.097590977,0.2858574984
KOVGOT_clean,0.000218834,0.0010366916,0.0021613324,0.0042291755,0.0074271994,0.0108343623,0.0215413022,0.1072764606,0.3098579134,0.0002375319,0.0011779641,0.0023815512,0.0118648204,0.0235011133,0.117442548,0.3389566075,0.0002035987,0.0009605151,0.0018954073,0.0098724613,0.0194789992,0.0979441585,0.2863699578
KOVJAI01_clean,0.0001162631,0.0006665086,0.0013711034,0.0025277212,0.0046294783,0.0065758838,0.0127598807,0.0639798117,0.1913731533,0.000138313,0.0007065989,0.0014202138,0.0072443932,0.0147493837,0.0733299748,0.2167736447,0.0001062404,0.000624413,0.0011866853,0.0058642701,0.0115731947,0.0569088072,0.1693883931
KOVJAI_clean,0.0001429903,0.0006227428,0.0012735492,0.0025470984,0.0044220088,0.0062848919,0.0124080844,0.0627821008,0.1856415137,0.0001536811,0.0007296511,0.0015715562,0.0071922752,0.0144393486,0.0713655285,0.2090665338,0.0001162631,0.0005585974,0.0011212038,0.0055084678,0.0112895527,0.0561123378,0.1648277372
KOXFUA_clean,0.0001203545,0.0005813737,0.0011586675,0.002252058,0.0039880194,0.0056240253,0.0112480506,0.0564993215,0.1671255518,0.0001815517,0.000630331,0.0012790212,0.0065623784,0.0129880918,0.0644855598,0.1915901639,8.7716e-05,0.0005568948,0.0010117942,0.0051466869,0.0103627307,0.0498614621,0.1488887777
KOXGAH_clean,0.000116035,0.0005787337,0.0011538637,0.0021909717,0.0040150999,0.0056489594,0.011221523,0.0557919423,0.1661311533,0.0001196386,0.0006681022,0.0013001687,0.0065613835,0.012811419,0.0638747542,0.1859587269,0.0001001793,0.0004922479,0.0010500808,0.00499383,0.01017937,0.0490640735,0.1465543883
KOXGIP_clean,0.0001674469,0.0008236579,0.0015296504,0.0030215875,0.0054427797,0.0077085933,0.015563514,0.0777225327,0.2279888112,0.0001810237,0.0008975759,0.0017710153,0.0087615473,0.0174989593,0.0875355267,0.261072404,0.000147836,0.0007150436,0.0013109133,0.0069890236,0.0139886077,0.0694060014,0.2079223323
KOYRAT_charged,,,,,,,,,,0.0001933499,0.0008767627,0.0017170442,0.008717769,,,,,,,,,,
KOZNEU_clean,0.0002122738,0.0011089696,0.0021150185,0.0046275679,0.007430868,0.0108002315,0.0218860677,0.1078762372,0.3188313245,0.0002405769,0.0012582043,0.0025717285,0.0121587823,0.0246211829,0.1236012198,0.3596123297,0.0001878301,0.0009803187,0.0019297612,0.0094108023,0.0190287342,0.0955116124,0.28084976
KOZNIY_clean,0.000227089,0.0011058247,0.0020339276,0.0041912732,0.0075433044,0.0105941959,0.0207514923,0.1031107514,0.3096728879,0.000192532,0.0011625969,0.002381966,0.0115840065,0.0235407377,0.115904255,0.3461996611,0.0001555066,0.0009379763,0.001871016,0.0099376125,0.0184731971,0.0931904175,0.2782704274
KOZQEX_clean,0.0008175141,0.0042111999,0.0081907336,0.0165318275,0.0284960457,0.0411875618,0.0816533946,0.4025454885,1.1903862502,0.0009099577,0.0044996684,0.008725347,0.0448207067,0.0889776079,0.4352248895,1.2921144046,0.0007284117,0.003865928,0.0074344768,0.0373561578,0.0757414536,0.3708762853,1.0844658302
KOZQIB_clean,0.0011679016,0.0061961727,0.0125881613,0.0248336448,0.0441284987,0.0611784638,0.1225807172,0.6124350265,1.827143636,0.0013986845,0.0064479355,0.0136511606,0.0673256777,0.1365815499,0.6624380005,1.9679841805,0.0012168555,0.0055597708,0.0118258773,0.0574999192,0.1136431227,0.5724746079,1.6906180335
KOZSID_clean,2.57317e-05,0.0001979365,0.0003186778,0.0006848604,0.0011717842,0.0017497588,0.0035509812,0.0174758155,0.0516475765,4.15667e-05,0.0001761635,0.0004216048,0.0020268699,0.0040299876,0.0197738585,0.059335431,3.16698e-05,0.0001722048,0.0003226365,0.0015755747,0.0030937478,0.0154806153,0.047184108
KOZSOJ_clean,2.90307e-05,0.0001266794,0.0003351725,0.0006809016,0.0012087324,0.0017286456,0.0030455833,0.0161305069,0.0485709832,2.63915e-05,0.0001768233,0.0003668423,0.0017840678,0.0037766288,0.0182365515,0.0537463635,3.4309e-05,0.0001504318,0.0002982243,0.0014700085,0.0029215431,0.0146393851,0.0435143649
KPACCE10_clean,1.78429e-05,0.0001249002,0.0002370554,0.0004396996,0.0006996959,0.0010973373,0.0021411459,0.010942785,0.0327238466,1.52939e-05,0.0001210767,0.0002523493,0.0012553741,0.0024954546,0.0123001185,0.0364122253,2.16664e-05,9.30379e-05,0.000220487,0.0010667495,0.0019767365,0.010032798,0.030153197
KUBQAA_charged,,,,,,,,,,0.0001436763,0.0008298316,0.0017872263,0.0088246817,,,,,,,,,,
KUCDES_clean,0.0002359569,0.0011820678,0.0023413011,0.0045585345,0.0081070214,0.0115740651,0.0233544021,0.1147572435,0.332101684,0.0002504187,0.0012833009,0.002578019,0.012855082,0.0257779075,0.1297229983,0.3718406268,0.0002032274,0.0010610448,0.0020718536,0.0106751455,0.0208395586,0.1050875787,0.3038348121
KUCDIW_clean,0.0002331556,0.0011376947,0.0022277134,0.0045377169,0.0081042788,0.0113312304,0.0226219687,0.1127826422,0.3272740164,0.0002488299,0.0012696202,0.0025405467,0.0125472962,0.0249032361,0.125815843,0.3601051952,0.0002181343,0.0010834877,0.0021284426,0.0104573868,0.0207874197,0.1030939504,0.2989165511
KUCDOD_clean,0.0001442024,0.0007174514,0.0014829703,0.0030994613,0.0051912861,0.0073080347,0.0146374328,0.0734969321,0.2173308058,0.0001798079,0.0008189271,0.0017802762,0.0081643468,0.0171974703,0.0845595699,0.2490606726,0.0001192785,0.0006604826,0.001333427,0.0064588429,0.0129105647,0.0645902092,0.1895834173
KUDLUR_clean,6.07965e-05,0.0003071822,0.0005908991,0.0011583329,0.0020372154,0.0029960932,0.0058567275,0.0288164647,0.0858222304,6.61295e-05,0.0003242479,0.0006740942,0.0032307459,0.0065702862,0.0328716965,0.0978737992,5.54634e-05,0.0002709176,0.0005258362,0.0025779838,0.0052498293,0.0259088997,0.0753876346
KUDMAY_clean,7.07845e-05,0.0002820655,0.0006038132,0.0011615092,0.0021921744,0.0029568615,0.0057399792,0.0292886945,0.0877137895,6.3277e-05,0.000342125,0.0006981925,0.0034394827,0.0066998599,0.0337213055,0.0995766277,5.79146e-05,0.0003024428,0.0004847665,0.0026865931,0.005140456,0.0255435511,0.0770907524
KUDWAJ_clean,0.0002553412,0.0012815699,0.0026227193,0.0050898021,0.0091606711,0.0131306194,0.0259694203,0.1305644887,0.3830933299,0.000272364,0.0014432858,0.0028367193,0.014464472,0.029145379,0.1453913035,0.4256550673,0.0002480458,0.0012548197,0.002338196,0.0118709348,0.0235838035,0.1188005529,0.3475401017
KUFBEU_clean,7.94576e-05,0.0003075779,0.0005446692,0.0012277485,0.0020492378,0.0031552368,0.0060387797,0.0299324573,0.088522205,5.63893e-05,0.0003665303,0.0006651372,0.0034769116,0.0068448901,0.0343654239,0.1003434495,6.66419e-05,0.0002819464,0.0005280088,0.0026208201,0.005374924,0.0266259947,0.0802932143
KUFTAI_clean,0.000248732,0.0011116798,0.0023468795,0.0047597491,0.0081303215,0.011412907,0.0231540726,0.1158803466,0.3427645389,0.0002555002,0.0013756402,0.0027309757,0.0134941331,0.0263774363,0.1313931015,0.3875887524,0.0002199671,0.0010490737,0.0021286045,0.0102978432,0.0210017794,0.1046501814,0.306290614
KUFVAK_clean,0.0003845721,0.0017867078,0.0034229309,0.0068028661,0.0120077275,0.017353519,0.0345207236,0.1726275044,0.5083016508,0.0004180131,0.0020255723,0.0039317122,0.0196609498,0.0386793577,0.1927327445,0.5676236941,0.0003320219,0.001629057,0.0031147951,0.0158080629,0.0310954041,0.1563202126,0.4608798458
KUFVEO_clean,0.0001688405,0.0008512375,0.0016286072,0.0032912171,0.0054497958,0.0078499103,0.0155391877,0.0783185377,0.2296875552,0.000170013,0.0009168976,0.0018525552,0.0092533961,0.0182019429,0.0900752293,0.2665041622,0.0001348379,0.0006788794,0.0014668016,0.006895492,0.0138097451,0.0699492083,0.2056957905
KUFVIS_clean,0.0001307091,0.0006986176,0.0013262466,0.002631084,0.0046153834,0.0066932073,0.013179083,0.0661793693,0.1946731749,0.0001724008,0.0007493237,0.0015527338,0.0075473231,0.0151487339,0.074708138,0.2200296134,0.0001047926,0.000621995,0.0011899035,0.0060531835,0.0118517096,0.0581948462,0.1737056325
KUGCOF_clean,4.44867e-05,0.0002547872,0.0004317228,0.0009665737,0.0016894819,0.0024781089,0.0047661386,0.0239843739,0.0705962788,5.45973e-05,0.0002598425,0.0005449615,0.0028067033,0.0056487942,0.0279234651,0.0825692556,3.53871e-05,0.0001931125,0.0004044241,0.0021252489,0.0042535309,0.020769202,0.0631538634
KUGFAU_clean,5.92851e-05,0.0003035193,0.0006278138,0.0012216779,0.0020896723,0.0030351932,0.0058119643,0.0300053426,0.0886995949,5.67515e-05,0.0003329085,0.0006110923,0.0033204709,0.0067762336,0.0337190205,0.0987076252,4.91509e-05,0.0002543684,0.00054522,0.0027306605,0.0053787272,0.026935693,0.0792884691
KUGZIW_clean,0.0002707886,0.0013433652,0.0024540214,0.0051767159,0.0089064054,0.0130126603,0.0255324007,0.1277804734,0.3760893638,0.0003130993,0.0014322176,0.0028348176,0.0145168049,0.028838983,0.1420201444,0.423172727,0.0001967448,0.0012143174,0.0024032484,0.0115846736,0.0234824466,0.1150174464,0.3410455145
KUHNEI_clean,0.0001259676,0.0006949449,0.0013375212,0.0026255045,0.0046225864,0.0068206503,0.0129916475,0.066131576,0.1945562544,0.0001698439,0.0008053433,0.0015512413,0.0077066688,0.0153439863,0.0763788281,0.2250630601,0.0001259676,0.000587377,0.0012073073,0.0058978308,0.0117376329,0.0586839184,0.1701114627
KUHZET_clean,8.28835e-05,0.0004025772,0.0008613969,0.001650764,0.002895004,0.0039409154,0.0081028536,0.0395176921,0.1164701337,9.96576e-05,0.0004834873,0.0009087588,0.0046602259,0.009528648,0.0467798697,0.1378560627,6.41361e-05,0.0003522551,0.0006926697,0.0034663084,0.0068665073,0.0343443772,0.1008209303
KUJFUS_clean,0.0001215712,0.0007333491,0.0013961084,0.0028079034,0.0047138266,0.0067589685,0.0132316564,0.066566134,0.1969336368,0.0001509836,0.0006706025,0.0015157185,0.0077413412,0.0151944436,0.0770545943,0.222161629,0.0001411795,0.000609817,0.001141201,0.0061491515,0.0122375174,0.0599326583,0.1786410875
KUJMEJ_clean,0.0002033057,0.000887152,0.0018630193,0.0038868348,0.0066055862,0.009352061,0.0189000347,0.092816433,0.2718215341,0.0002347256,0.0010941541,0.0019591272,0.0105219918,0.0209127609,0.1048632183,0.3078657819,0.0001570998,0.0008224639,0.0017170088,0.0083133538,0.0167579322,0.0825143801,0.2454213683
KUJMIN_clean,0.0002636893,0.0013723832,0.002761247,0.0052872711,0.0092441096,0.0130451316,0.026235592,0.1315405326,0.3857145912,0.0002966505,0.0014218248,0.0030384202,0.014956878,0.0295392,0.1458232063,0.4316010326,0.0002397176,0.0011461496,0.0023627163,0.0120682813,0.0236091861,0.1175500148,0.3479500814
KUJNEJ_clean,0.0005105222,0.0023044015,0.0047188049,0.0093346592,0.0160447829,0.0232470952,0.0462544423,0.2294628194,0.6689180993,0.000489368,0.0025258156,0.0051785566,0.025733421,0.0515528733,0.2590674676,0.7396860704,0.0004160333,0.0021520908,0.0040432793,0.0212924421,0.042118084,0.2123109648,0.6142682458
KUJNOT_clean,0.0002039082,0.0009702821,0.0020493916,0.0040873278,0.0071631336,0.0104783596,0.0208215442,0.1010204595,0.3006809224,0.0002520213,0.0010997294,0.0022876662,0.0114142747,0.0232340756,0.1144898541,0.337169029,0.0002073448,0.0009072767,0.0018179902,0.0091964871,0.0186106298,0.0919018695,0.270989373
KUJNUZ_clean,0.0002118452,0.0009796441,0.0019290246,0.0040071255,0.006918036,0.0097953202,0.0193070593,0.0965801314,0.2857444776,0.0002398671,0.0010726766,0.002174496,0.0108948974,0.02206441,0.1091159893,0.3216752232,0.0001905486,0.0008810072,0.0016510478,0.0086453032,0.0173119031,0.0866940204,0.2612769131
KUJPAH_clean,0.0003595071,0.0015394279,0.0031864006,0.0064742007,0.0112061746,0.0166571628,0.0327243652,0.1612435483,0.4827443049,0.0003195619,0.0018866441,0.0035612712,0.0179876457,0.0361688735,0.1804572061,0.5301654438,0.0003041983,0.0015547914,0.0029190748,0.0149333723,0.0297530543,0.1463378304,0.4321429109
KUJTUG_clean,7.79073e-05,0.0004001977,0.0008537004,0.0016508156,0.0029440774,0.0040667632,0.0082581782,0.0409202161,0.1192539979,0.0001000494,0.0004748247,0.0009250471,0.004747427,0.0094226879,0.0468731571,0.1379443792,7.62672e-05,0.0003436124,0.0007052665,0.0035640559,0.0072708052,0.0358685401,0.1076441639
KUKHAB_clean,0.0001069107,0.000502179,0.0009825242,0.0019703186,0.0034685739,0.0048870226,0.0098011493,0.0492986216,0.1440199763,0.0001144396,0.0005797269,0.0011248207,0.0056873464,0.0113965277,0.0565527369,0.1666790168,8.88413e-05,0.0004314071,0.0008763663,0.0044367928,0.008652236,0.0430902734,0.126997086
KUKMUA_clean,0.0002214738,0.0011781599,0.0022531676,0.0046610634,0.0082471192,0.0116723788,0.0236481465,0.1170514482,0.3417169299,0.000287208,0.0013318767,0.0026243129,0.0134310212,0.0263230245,0.1311691408,0.3815215418,0.0001951801,0.0011073692,0.0021358572,0.0105498402,0.0211462001,0.1047470093,0.309349389
KUKPOX_clean,0.0001211987,0.0005378191,0.0011939963,0.0023860989,0.0041823011,0.0059652472,0.0117799429,0.0591496867,0.1731228357,0.0001382421,0.0006978387,0.0014155616,0.006800377,0.0134975553,0.067422443,0.1985613009,9.75271e-05,0.0004933165,0.0010150389,0.005323273,0.0105300816,0.0521476228,0.1538408843
KUKPUD_clean,0.0002377991,0.00107723,0.0022971395,0.004582389,0.0079734044,0.011029123,0.0225647582,0.1125907476,0.3321815856,0.0002354211,0.0013625886,0.0027204213,0.0126390201,0.0258701659,0.128363963,0.3766666663,0.0001688373,0.0010962537,0.00202367,0.010387063,0.0202985326,0.100929079,0.2969278666
KUKQAK_clean,4.06355e-05,0.000214584,0.0004398615,0.0008690294,0.00153702,0.0021686525,0.004367247,0.0215460833,0.0635311107,5.70322e-05,0.0002709031,0.0005082998,0.0026092248,0.0051051022,0.0251134525,0.0742153958,3.92097e-05,0.0001882064,0.0004092063,0.0019112928,0.0037648435,0.018814237,0.0545570811
KUKZOH_clean,0.0003069853,0.0014928651,0.0029342521,0.0058069816,0.0101606483,0.0147051606,0.0293557043,0.1448788536,0.4202879802,0.0003358632,0.0016228158,0.0033071542,0.0164591818,0.0326471642,0.1627850736,0.4714490572,0.0002774795,0.001305786,0.0025676273,0.0132662839,0.0259820049,0.1302647213,0.3765755342
KULLAG_clean,0.0002839259,0.001497371,0.0027953179,0.0059151225,0.0100252876,0.0147049946,0.0291108529,0.1431341345,0.4251299949,0.0003058963,0.0016241235,0.0032245866,0.016180394,0.0323641703,0.1594125516,0.4724594252,0.0002822358,0.0013959688,0.0026482847,0.0130605896,0.0261516016,0.130507883,0.3845556346
KULLEK_clean,0.0002771657,0.0013976589,0.0029085502,0.0055331746,0.0100557083,0.0143467071,0.0288826982,0.1412869262,0.419050939,0.0003143465,0.0016055331,0.0031907859,0.0157832358,0.0315715439,0.1563011972,0.4618612157,0.0002247747,0.0012624561,0.0026178642,0.0132397342,0.0261380813,0.1282466161,0.3806009527
KULMAG_clean,0.0002990286,0.0014206766,0.0028913852,0.0058083682,0.0099761517,0.0141846589,0.0287067431,0.142305022,0.4155147471,0.000312991,0.0015253947,0.0031171109,0.0162755306,0.0323858417,0.1598895311,0.4609973422,0.0002664496,0.0013345749,0.0027017288,0.0128942973,0.0259677809,0.1283367807,0.3790879473
KULMEK_clean,0.0004626469,0.002268871,0.004514504,0.0092402623,0.0159285729,0.0228978517,0.0454323461,0.2270244151,0.6681381457,0.0004858848,0.0024336492,0.0051313662,0.0250146178,0.051546045,0.2513461207,0.735652902,0.0004457465,0.002152681,0.0041131206,0.0206796802,0.0421283291,0.2070418725,0.6124325038
KULMIO_clean,0.0003403342,0.0016645438,0.0033389883,0.00680916,0.0114896839,0.0169065674,0.0336336859,0.1682723863,0.4918708444,0.0003898374,0.0019293856,0.003691698,0.0188619408,0.0378785821,0.1883261173,0.5394272947,0.0003143451,0.0015246973,0.0030902346,0.0153595924,0.0299617889,0.1508410853,0.4428156859
KULMIP_clean,2.56039e-05,0.0001346988,0.0002693976,0.0005020593,0.0008493818,0.0012590444,0.0024746734,0.0123878389,0.0372893099,2.33775e-05,0.0001291327,0.0002360012,0.0014649888,0.0027763543,0.0144584159,0.0424924694,1.89246e-05,0.0001057553,0.0002382277,0.0011054209,0.0021985965,0.0106779431,0.0324401522
KULRIT_clean,0.0001456491,0.0007646578,0.0014942519,0.0029561373,0.0051826805,0.007537341,0.0147024676,0.0728542196,0.2151574368,0.0001537407,0.0008064644,0.0017680181,0.0084867565,0.0167901047,0.0840004216,0.2460175143,0.0001443005,0.0006284488,0.0013782719,0.0065663463,0.0127389019,0.0656459377,0.1926613937
KULZEY_clean,7.26899e-05,0.0003149895,0.0006270713,0.0012783726,0.0022776161,0.0033117507,0.0066002407,0.0329411133,0.0984036771,9.49814e-05,0.0003624801,0.0007472519,0.0037856884,0.007720634,0.0378384726,0.1130327569,6.10595e-05,0.0002956055,0.0005873342,0.0029066258,0.0057434694,0.0289237862,0.086260591
KUMGIK_clean,0.0001585709,0.0008053188,0.0016057905,0.0032365092,0.0054461157,0.0078752288,0.0155032531,0.0780875362,0.2288815831,0.0001980406,0.0009112636,0.0018550723,0.0090461609,0.0182349666,0.0896002025,0.2602917873,0.0001433371,0.0006488252,0.0014181367,0.0069424991,0.0136876503,0.0694360715,0.201815115
KUMGOQ_clean,9.28829e-05,0.0004644145,0.0009555329,0.0019598294,0.0033890651,0.0048333944,0.0098374611,0.0490921004,0.1443470066,9.28829e-05,0.000512017,0.0010588652,0.005430167,0.010953217,0.0542134318,0.1609834966,9.98491e-05,0.0004446769,0.0009392784,0.0043202163,0.008813427,0.0435237701,0.1295170892
KUNLAH_clean,0.0001573032,0.0008792847,0.0016113497,0.0033316016,0.0056366988,0.0083794217,0.0163776855,0.0811785463,0.2396817099,0.0001532698,0.0010023038,0.0018291539,0.0093494572,0.0188703366,0.0922845571,0.2757525488,0.0001331027,0.0006594635,0.0014903472,0.0073488839,0.0146291997,0.0727608072,0.2154812141
KUNLEL_clean,6.15204e-05,0.0003362159,0.0006109115,0.0012862047,0.0022876989,0.0031346768,0.0063509039,0.0309905225,0.093601078,6.72432e-05,0.0003247702,0.0007096301,0.0035352741,0.0070476577,0.0358863983,0.1063243464,4.14905e-05,0.000291864,0.0005694209,0.002812768,0.0055382629,0.0272120279,0.0812855608
KUNMUD_clean,0.0001241894,0.0006156993,0.0013328491,0.002686688,0.0044288373,0.0064788362,0.0127582697,0.0635272276,0.1860776323,0.0001504265,0.0007416378,0.001523506,0.0072956871,0.0145214087,0.0722886991,0.2168083755,0.0001119453,0.000599957,0.0011019619,0.0056147581,0.0110091239,0.0557942539,0.1662458168
KUNRAO_clean,0.0001659947,0.0007866704,0.0016108701,0.0030196597,0.0053349247,0.0072792276,0.0152787277,0.0750209347,0.2175252022,0.0001746553,0.0008949278,0.0016426255,0.0086577046,0.0172591164,0.0870519404,0.255939258,0.0001183614,0.0006524312,0.0012976453,0.0066123616,0.0130659465,0.066013919,0.1941978977
KUNSUJ_clean,0.0004439322,0.0024253858,0.0049828686,0.0100588547,0.0175537301,0.02481906,0.0503029356,0.2501633918,0.7354809348,0.0005500428,0.0027177313,0.0054354625,0.0281886118,0.0554936945,0.2776893556,0.8116943541,0.0004201114,0.0021785161,0.0046472122,0.0226838543,0.0457141922,0.2269338257,0.6714334242
KUNWEW_clean,6.42357e-05,0.0003245593,0.0005916445,0.0012914754,0.0022854382,0.0033385654,0.0066855829,0.0320552993,0.0969688441,8.11398e-05,0.0003871045,0.0007387104,0.003796667,0.0074293646,0.0376945167,0.1103822703,6.08549e-05,0.0002721565,0.0005882637,0.0028737019,0.0058116395,0.0283871034,0.0855078449
KUQWIE_clean,2.05427e-05,0.0001705934,0.0003385074,0.0006591516,0.0011360988,0.0016577039,0.0032823608,0.0163180223,0.0485298161,4.28716e-05,0.0001786319,0.000369768,0.0018711688,0.0037021457,0.0186545273,0.0551650973,2.67948e-05,0.0001491576,0.0003277895,0.0014165508,0.0027661147,0.0144289901,0.0414649252
KUQXIE_clean,6.67553e-05,0.0003228331,0.0006281567,0.001255219,0.002285002,0.0032600674,0.0065781354,0.0324518429,0.0958595528,8.09819e-05,0.0003863054,0.0007255537,0.0037842606,0.0072566322,0.0371137722,0.108318723,5.80005e-05,0.0002834365,0.0005876657,0.0029120643,0.0055647677,0.0284279195,0.0836684984
KUSDOT_clean,,,,,,,,,,0.0004846674,0.0025261454,0.0047897627,0.0250870474,,,,,,,,,,
KUSQUM_clean,7.5377e-05,0.0004923819,0.0009555856,0.0019901954,0.0035244816,0.0050150006,0.00995584,0.050130554,0.147120058,0.000115497,0.0006309782,0.0011221443,0.0058660306,0.0118585008,0.0587563551,0.1717586041,7.29455e-05,0.0003999843,0.0009215443,0.0043682175,0.008806949,0.0434888696,0.1285165333
KUSZED_clean,0.0002507923,0.0012068583,0.0024824617,0.0048834477,0.0084200009,0.0123753898,0.0245458174,0.1207100184,0.3636233513,0.000267342,0.0013685366,0.0026212249,0.0133683745,0.0268653278,0.1328931765,0.3960252052,0.0002202389,0.0011266557,0.002199843,0.0111685315,0.0225598481,0.1111748193,0.3279408287
KUTBAE_clean,0.0001202752,0.0005904417,0.001147087,0.0023309524,0.0040983014,0.0059570993,0.0115901514,0.0579070207,0.1695541742,0.0001302152,0.0007027646,0.0013647749,0.0068934552,0.0135443742,0.0678958228,0.2011497619,0.000105365,0.0005019747,0.0010357578,0.0050316756,0.0101041071,0.0499291,0.1471551628
KUTDAG_clean,0.0001947615,0.0008175452,0.0018570278,0.0035985575,0.0064044812,0.0090428195,0.0183143705,0.0893728599,0.2667416616,0.0001766441,0.0009783365,0.0019838491,0.0102929155,0.0205088339,0.1007369642,0.2992509715,0.0001698501,0.0007948984,0.0017392651,0.0080123956,0.0162308759,0.0802326597,0.2393165316
KUTHOY_clean,5.72719e-05,0.0003019789,0.0005701154,0.0011402308,0.0020123251,0.0029534061,0.005651692,0.0279981332,0.0847467436,6.50817e-05,0.0003436312,0.0006443085,0.0033412925,0.0068361783,0.0331968567,0.0990790283,6.378e-05,0.0002564217,0.0005544958,0.0024587852,0.0048993479,0.0253180701,0.0739666163
