name,N2_293_0.01,N2_293_5
FARHIR_ion_b,0.0042794784,0.9048473002
FASGIS_clean,0.0032314506,0.7114388156
FASHAK_clean,0.0025077253,0.9681040608
FASHOX_clean,0.0011418306,0.4365044004
FASVIH_clean,0.0025201233,1.030686796
FATKAO_clean,0.0016168722,0.6002844987
FATKES_clean,0.0026162038,0.9006327756
FATKIV_clean,0.0018793772,0.7394595718
FATKIW_clean,0.0025681276,0.8322237423
FATKOC_clean,0.0020857304,0.7614871098
FATKUI_clean,0.0033447373,1.0020174508
FATLUJ_clean,0.0018528126,0.699001874
FATQID_clean,0.0024124399,1.1769572794
FATVOM_clean,0.004065615,1.0818316977
FAVDAK_clean,0.2698794972,1.1208353323
FAVDEO_clean,0.0039431474,0.7263976686
FAVDIS_clean,0.0292742882,0.6427481714
FAVFUG_clean,0.0041299768,1.5032069632
FAVGAN_clean,0.0062000266,1.1854352939
FAVGER_clean,0.0031519492,0.8828972837
FAVGIV_clean,0.0015673254,0.5495130383
FAVGOB_clean,0.0015153867,0.5424982643
FAVGUH_clean,0.0015466126,0.51536906
FAVHAO_clean,0.0016724524,0.5601315188
FAVHES_clean,0.0014873827,0.5088638206
FAVHIW_clean,0.0016423184,0.5645786988
FAVKAP_clean,0.0030789572,1.307543836
FAYLIC_clean,0.006533599,1.7824005642
FAYPAY_clean,0.0027926856,1.2777133794
FAYPEC_clean,0.0027283136,1.1748813148
FAYPIG_clean,0.0025776525,1.1583003693
FAYPOM_clean,0.002714344,1.1424507914
FAYQAZ_clean,0.0023879849,1.035369426
FAYQED_clean,0.0040487349,1.5999708016
FAYQUT_clean,0.0033599936,1.3452649345
FAZFET_clean,0.0013436808,0.5815202775
FAZPED_clean,0.001864312,0.6261075786
FAZZEM_clean,0.0012000733,0.4223777393
FEBPUY_clean,0.0048750983,1.4246327274
FEBXIV_clean,0.0035760695,1.5978719904
FECFAV_clean,0.0003328842,0.139688646
FECJUT_clean,0.0037233994,1.5036470092
FECKAA_clean,0.0045190231,1.4644410137
FECXAO_clean,0.0060706819,2.0462061411
FECXES_clean,0.0053922111,1.718103668
FECXUI_clean,0.0036460781,1.4533596745
FECYUJ_clean,0.0041178456,1.5564420554
FECZAQ_manual,0.0029677438,1.2065217527
FEDBEX_clean,0.0014856588,0.5965730724
FEFCUQ_clean,0.003652639,1.526290036
FEFDAX_clean,0.0035893617,1.5043882011
FEFDEB_manual,0.002462285,1.2054742783
FEFZOF_clean,0.0032386546,1.1275394221
FEGNIQ_clean,0.0028395665,1.0485562059
FEHCIG_manual,0.0031831593,1.3179657648
FEJDII01_clean,0.0043027249,1.2964939006
FEJDII_clean,0.00445106,1.3218386726
FENROG_clean,0.0014926574,0.6271158434
FEQSIF_clean,0.0052068178,1.8529565595
FERHAN_clean,0.005075632,1.4427921534
FERVIJ_clean,0.0019926307,0.7243394915
FERWAC_clean,0.0033477116,1.1648609277
FEVSAC_clean,0.0011720523,0.5123088674
FEWGUL_clean,0.0041957992,0.9177581076
FEWQIJ_manual,0.0020846313,0.6897010625
FEWQOP_clean,0.0019691776,0.6811969825
FEWWEL_clean,0.0128972019,3.1780234271
FEWWOV_clean,0.0061263532,1.8821516592
FEWWUB_clean,0.0054768603,1.5963982207
FEWXEM_clean,0.0035687068,1.7110147689
FEWXIQ_clean,0.0035687068,1.6159775518
FEXCES_clean,0.0073825383,2.202830032
FEYDET_clean,0.0082162783,1.4426634979
FEYJID_clean,0.0034128662,1.3794407437
FEYJOJ_clean,0.0053739257,2.2234236517
FEYQIK_clean,0.0027867549,1.0170235592
FEYQUW_clean,0.0024453782,0.8992305695
FEYZUF_clean,0.0037039661,1.0974019782
FEZCIX_clean,0.0006552812,0.3250712325
FEZQEI_clean,0.0011539963,0.4762819221
FEZREJ_clean,0.0054769977,1.9570840406
FEZTIP_clean,0.0068653053,1.9266435037
FIBKEI_clean,0.004034565,1.6715972964
FIDMIP_clean,0.0022755286,0.7960569912
FIDRIV_clean,0.0018263455,0.8490127765
FIFGAE_clean,0.0045517928,1.9101086431
FIFGEI_clean,0.003292401,1.4986697315
FIFGIM_clean,0.0035859445,1.5645034393
FIFMIS01_clean,0.0044035919,1.3906042267
FIFMIS_clean,0.0046014162,1.3802121616
FIFMOX_clean,0.002389078,1.0446803508
FIFMOY_clean,0.0042869556,1.3452784479
FIFMUD_clean,0.0025306885,1.002947344
FIFNUE01_clean,0.0022370867,1.0013178601
FIFNUE_clean,0.0023999295,1.023400415
FIFPAM01_clean,0.0020414218,0.9333412648
FIFPAM_clean,0.0016352751,0.8014183874
FIHFAF_clean,0.0040953468,1.4535432691
FIHHOV_clean,0.0032400615,0.8917081004
FIHHUB_SL,0.002911161,1.2979003818
FIHRIZ_clean,0.0046987522,1.5862730908
FIJCUX01_clean,0.0032995575,1.2908655873
FIJDIM01_clean,0.0062333329,1.7477313047
FIJDIM02_clean,0.0063404155,1.7425082113
FIJDIM03_clean,0.0062474227,1.7541872566
FIJDIM04_clean,0.0061389312,1.7384672531
FIJDIM05_clean,0.0061995174,1.7467224741
FIJDIM06_clean,0.0059459008,1.737650044
FIJDIM07_clean,0.0060910258,1.7458714494
FIJDIM08_clean,0.006000851,1.7478905195
FIJDIM09_clean,0.0060459384,1.7462603283
FIJDIM10_clean,0.00585009,1.6629810842
FIJDIM11_clean,0.0059966241,1.7264120098
FIJDIM12_clean,0.0062572856,1.7392900982
FIJDIM_clean,0.0061332953,1.7216862868
FIJDOS_clean,0.002846893,1.2672862784
FIJDUY_clean,0.004238695,1.5457084134
FIJFEK_manual,0.0038076212,1.3593264577
FIJFIO_clean,0.0069821419,2.2601151673
FIJFOU_clean,0.0037729553,1.1670680666
FIJFUA_clean,0.003708045,1.3184871694
FIJXUR_clean,0.0005986966,0.289097921
FIJYED_clean,0.0075714571,1.4440218024
FIJZEE_clean,0.0022374479,0.7051589434
FILYAC_clean,0.0039357005,1.4637485675
FILYEG_clean,0.0024371134,1.0353586659
FIMYUX_clean,0.0024326822,1.0262292907
FIMZAE_clean,0.0024077163,0.9733408635
FINQOK_clean,0.0010928069,0.490039299
FINQUQ_clean,0.0010572837,0.4697602054
FIPJAR_clean,0.0049177723,1.290776792
FIPJEV_clean,0.0147311585,1.9553836338
FIPKOG01_clean,0.0036665792,1.3592073979
FIPKOG_clean,0.0034631373,1.3507899861
FIPKUM_clean,0.0036692992,1.4108217274
FIPWOS_clean,0.0080491837,1.9120605592
FIPXAF_clean,0.0091875065,1.9887566374
FIPXEJ_clean,0.00283232,0.9079950318
FIQKIB_clean,0.0022588407,0.6878977638
FIQYOU_clean,0.0027276967,0.899728946
FIQZAH_clean,0.0030334316,0.9353617009
FIRMUQ_clean,0.0046120964,1.9244544021
FIRNAX01_clean,0.0037280661,1.7115544194
FIRNAX_clean,0.003730498,1.7115933294
FIRNIF_clean,0.0039712537,1.8151523424
FIRNOL_clean,0.0048012046,1.9747414478
FIRNUR_clean,0.0044136442,1.8791237807
FIRPAZ_clean,0.003708809,1.6854655453
FIRZOX_clean,0.0006043719,0.2870495764
FISGOF_clean,0.0029916949,1.415538324
FISXEM_clean,0.0054711203,1.9200449035
FITGEW_clean,0.0014562949,0.6011508699
FITHIA_clean,0.0014112901,0.5779295681
FIVQOR_clean,0.04679365,2.7439618252
FIVYEP01_clean,0.0014430163,0.5351786815
FIVYEP_clean,0.0014062289,0.529042302
FIWKUT_clean,0.0045991427,1.6962705858
FIXVUE_clean,0.0004976964,0.2195974836
FIYDOH_clean,0.0035638117,0.904244613
FIZPOV_clean,0.0066548528,2.524783349
FOBNAN_clean,0.0032996423,1.4355107419
FOCZAA_clean,0.0065757874,1.3885788327
FOCZEE_clean,0.0035221777,0.6437483951
FOFCIO_clean,0.0036513584,0.6490622199
FOFCOU_clean,0.0065528431,1.3876673553
FOFHEO_clean,0.0072114403,1.3499354682
FOFTIF_clean,0.0058893126,1.8481973096
FOFTOL_clean,0.0051056122,1.6346743582
FOFTUR_clean,0.0052507898,1.6970233562
FOHCIP_clean,0.0030815086,1.0657120338
FOJKIA_clean,0.0072410627,2.1823316089
FOJLOH_clean,0.0041577617,1.5894085492
FOKWIN_clean,0.0013120122,0.5367955313
FOKYEL_clean,0.0056797435,1.5596014662
FOKYIP_clean,0.0084456115,2.3294185671
FOLLEZ_clean,0.0098455372,1.8088727232
FOMWOV_clean,0.0041264843,1.6097650291
FONKEA_clean,0.0023501631,0.7166724797
FONPUV_clean,0.0030333766,0.8887206052
FONQIJ_clean,0.0049953803,1.5736408564
FOPFAS_clean,0.0044836348,1.9550923953
FOPTOU_clean,0.0009228269,0.3726080217
FOQNIK_clean,0.0043218553,1.1940032466
FOQNOQ01_clean,0.0045486408,1.276630618
FOQNOQ02_clean,0.0045040463,1.2765244405
FOQNOQ_clean,0.0034310138,1.0662945662
FOQNUW01_clean,0.0040623482,1.2214077402
FOQNUW02_clean,0.0044084866,1.2391712231
FOQNUW_clean,0.004359645,1.2647897117
FOQPAE01_clean,0.0052536291,1.4069908525
FOQPAE02_clean,0.0055071827,1.4251594843
FOQPAE_clean,0.0035507309,1.0775048584
FORKUU_clean,0.0052170814,2.1093435025
FORPIM_clean,0.0021766439,0.9526042277
FORPOS_clean,0.0036961166,1.5995635474
FORQAF_clean,0.0018840401,0.8639767088
FORQEJ_clean,0.0034913456,1.5594207525
FORQIN_clean,0.0023512806,1.0337982332
FORTIR_clean,0.0023514447,0.9608540843
FORTUD_clean,0.0019882665,0.8410181916
FORXAM_clean,0.0072534894,2.4418583461
FOSTOY_clean,0.0061341104,2.3493608147
FOSTUE_clean,0.0040147152,1.7959738656
FOTNIN_clean,0.0067731864,2.9379441054
FOXNIQ_clean,0.0011687437,0.4060339168
FUBDAI_clean,0.0022047137,0.9337775547
FUBDEM_clean,0.0021369067,0.9387511623
FUBDIQ_clean,0.0022145885,0.9264939021
FUDGES_clean,0.0038602964,1.6909507433
FUDHAP_clean,0.0040934874,1.7859672655
FUDHET_clean,0.0059330662,2.258041114
FUHMOM_clean,0.0120026853,2.6003512086
FUHNED_clean,0.010062092,2.3329054508
FULQUZ_clean,0.0044008274,1.3133054824
FUMJAA_clean,0.003930851,1.6214985037
FUNBAS_clean,0.0043894576,1.3793393931
FUNCAT_clean,0.0038793204,1.3050725595
FUNCEX_clean,0.0030033665,1.3994375477
FUNFOL_clean,0.0026084336,1.1533600624
FUNLAD_clean,0.0064824074,1.9220673484
FUQJUX_clean,0.0020347998,0.9646562057
FURQOZ01_ion_b,0.000864031,0.4139514284
FURQUF_ion_b,0.0009137471,0.4070563238
FURRAM_clean,0.0011555743,0.5028721682
FURREQ_clean,0.0010485767,0.5120549417
FURRIU_clean,0.0012197729,0.5527996352
FURROA_clean,0.0011294193,0.568789835
FURRUG01_ion_b,0.0003204525,0.1624511242
FURRUG_ion_b,0.0005859704,0.2870476481
FURSES_clean,0.0032704622,1.1028238416
FUSGOR_clean,0.0036761946,1.2380792054
FUSMEM_clean,0.0010723539,0.4936251961
FUSMIQ_clean,0.0010985089,0.4978218805
FUSMOW_clean,0.0010438212,0.5301208953
FUSMUC_clean,0.0010652207,0.5247757698
FUSNAJ_clean,0.0012958601,0.5933374667
FUSNEN_clean,0.0012031288,0.5768455669
FUSNIR_clean,0.0011460634,0.5545092194
FUSQUH_clean,0.0034104035,1.1413553144
FUTCAZ_clean,0.0039013109,1.6134846663
FUTDII_clean,0.0027636712,1.175272649
FUTKEL_manual,0.003145475,1.1530846446
FUTTIZ_clean,0.0027801547,1.2512147845
FUTYEA_clean,0.0058557196,2.1319202279
FUTYOK_clean,0.0049918863,1.8606077671
FUTYUQ_clean,0.0054529063,2.0926520579
FUTZAX_clean,0.0040312221,1.6715454882
FUTZEB_clean,0.0060086105,2.1426047503
FUTZIF_clean,0.0067629587,2.127819276
FUTZOK_clean,0.0025123694,0.9787080609
FUTZOL_clean,0.0034271098,1.4106732621
FUVBAB_clean,0.0053639207,2.0699026021
FUVBOP_clean,0.0027293544,1.1344709366
FUVDEH01_clean,0.0020195272,0.6524565786
FUVDEH02_clean,0.4164372063,2.2745330546
FUVDEH03_clean,0.0017821807,0.5582210992
FUVDEH04_clean,0.0018529682,0.5713685481
FUVDEH05_clean,0.0022317198,0.5167963611
FUVDEH06_clean,0.0005509345,0.2008120922
FUVDEH07_clean,0.0006157504,0.2007330979
FUVDEH08_clean,0.0006051165,0.1988377414
FUVDEH09_clean,0.001983836,0.6393715892
FUVDEH10_clean,0.0023895259,0.7246402491
FUVDEH11_clean,0.0021028066,0.6411751846
FUVDEH12_clean,0.0022009574,0.6074511631
FUVDEH13_clean,0.0020177426,0.6422227214
FUVDEH_clean,0.0021367133,0.671143302
FUVFUZ_clean,0.0006005591,0.1963398001
FUVGAG01_clean,0.0005960018,0.1942398686
FUVGAG02_clean,0.0005894189,0.195262237
FUVGAG_clean,0.0006253715,0.198087802
FUWFIO_clean,0.0029393753,1.214214279
FUWFUA_clean,0.0034617912,1.347574173
FUWQIZ_clean,0.0057646662,1.8785557041
FUWXOL_SL,0.0165903552,2.4539534116
FUWYAY_clean,0.0026943696,0.8014156582
FUXCOS_clean,0.0023873144,0.7015407823
FUXXIH_clean,0.0020275811,0.8589079144
FUYCAE_clean,0.0044539332,1.6875739552
FUYCEJ_clean,0.007123146,2.5721855237
FUYCIN_clean,0.0030092127,1.459061863
FUYKER_clean,0.0047641909,1.5225047811
GABYUG_clean,0.0042723854,1.4982487409
GACBIY_clean,0.0070573261,2.5028190744
GACBOE_clean,0.0050036523,1.9417777241
GACPUX_clean,0.0043972369,1.5270298038
GACQAE_clean,0.0037364434,1.5005649142
GACVIS_clean,0.0043729695,1.6566430394
GACYER_clean,0.0041928589,1.7566955631
GADDOH_clean,0.0047225456,1.5427797231
GADFAV_clean,0.0080886921,1.5757106612
GADMAA01_clean,0.0007273982,0.296425144
GADMAA_clean,0.0007449836,0.3082137903
GADNUX_clean,0.0041361208,1.6943911548
GADRAH_clean,0.0041583489,1.5157719514
GAFROX_clean,0.0045665556,1.9091319145
GAFRUD_clean,0.0038956009,1.6933618268
GAGQAI_clean,0.0035858361,1.4995937518
GAGSUF_clean,0.0012983102,0.6209297296
GAGZEV_clean,0.0036531047,1.7265104967
GAHSEQ_clean,0.0013507314,0.590444476
GAHWIX_clean,0.0036813224,1.6480793872
GAJYUN_clean,0.0045060589,1.3552006981
GAJZAU_clean,0.003432142,1.1609399283
GAJZEY_clean,0.0030636463,1.0730957158
GAJZIC_clean,0.0024225484,0.9250245617
GAJZOI_clean,0.0016432218,0.6577956728
GAJZUO_clean,0.0054412557,1.610592574
GAKBAX_clean,0.0024746644,0.8772181476
GALCAZ_clean,0.0030085227,1.1234082063
GALHOS_ion_b,0.0033237022,1.0089846125
GALJAG_clean,0.0048054771,1.8879662561
GAMFEI_clean,0.0028939449,1.0336739858
GAMXAV_clean,0.0040335504,1.5095045297
GANBAZ01_clean,0.0381138263,5.3248322289
GANBAZ02_clean,0.0080305943,2.6272736649
GANBAZ_clean,0.0336876022,5.3545624942
GANBED02_clean,0.0046037674,1.8461158706
GANBED_clean,0.0049036537,1.9358703722
GANBIH_clean,0.0038504675,1.1892640922
GAPNOD_clean,0.0016905105,0.6651548694
GAQYIH_clean,0.0017658864,0.8206160191
GARLAP_clean,0.0061328611,1.8955586096
GARLET_clean,0.007051802,1.9846140845
GARLIX_clean,0.0076868689,2.0818253004
GARLOD_clean,0.0070604871,2.009026818
GARLUJ_clean,0.0071688986,1.9592350587
GARMAQ_clean,0.0063039566,1.8627802866
GARQAU_clean,0.0049501926,1.4879427396
GARSUQ_clean,0.006376859,1.6542724872
GARTAX_clean,0.0063361481,1.604844235
GARTEB_clean,0.0051204211,1.4547237754
GARTIF_clean,0.0059182392,1.5497621698
GARTUR_clean,0.0018769445,0.7737475412
GASSEB_clean,0.0030365201,1.2148147242
GASSUR_clean,0.005280833,1.8361519763
GASTIG_clean,0.0198087394,2.4692593938
GATQIE_clean,0.0089972235,2.5457063981
GATQOK_clean,0.0194337463,2.6895950997
GAVYAG_clean,0.0071785162,2.3213973123
GAWLIB_clean,0.0014796881,0.5310748157
GAWMOJ_clean,0.0030310211,1.2960873262
GAXDIS10_clean,0.0010322155,0.4591506445
GAXKOH_clean,0.0025111463,1.0611868826
GAXQIH_clean,0.0021859147,0.7148241015
GAYFUJ_clean,0.0056470664,1.7630731876
GAYGAQ_clean_h,0.0077099261,1.9580577161
GAYPED_clean,0.0041315297,1.7117366302
GAYTEH_ion_b,0.0013928757,0.5491237806
GEBCAT_clean,0.0009690232,0.418011341
GEBPEK_clean,0.0031761946,1.5516457733
GEDDAW_clean,0.0020484302,0.9434809944
GEDDEA_clean,0.0023158675,0.8926009221
GEDPAH_clean,0.0004341685,0.2006610295
GEDQIR_clean,0.0058125736,2.079307642
GEDQOX_clean,0.0068714889,2.2709674785
GEDRAK_clean,0.0079869407,2.5186077166
GEDRUE_clean,0.007829555,2.3932125948
GEDSAL_clean,0.0083276883,2.5083394477
GEDSEP_clean,0.0091481442,2.1593529092
GEDSOZ_clean,0.0071579919,2.4177853874
GEDSUF_clean,0.0069870734,1.8940942897
GEDTAM_clean,0.0069219134,2.2725191789
GEFYUN_clean,0.001569542,0.631187031
GEFZAU_clean,0.0015075931,0.612218322
GEGDED_clean,0.0055155591,1.7200571787
GEJJEL01_clean,0.0009846034,0.4054700153
GERNOI_clean,0.0030554192,1.1348017373
GERPUP_clean,0.0005209141,0.2562215564
GERWEH_clean,0.0027548979,1.1715253458
GESDUF_clean,0.001071544,0.5052355507
GESFAN_clean,0.0010412882,0.4895878183
GEVXIQ_clean,0.0022756062,0.8227612123
GEWXAJ_clean,0.0032069013,0.7558153036
GEZRAG_clean,0.0020671812,0.9210135447
GEZYOB_clean,0.0019318211,0.7813765189
GEZYUH_clean,0.0021832864,0.8945517169
GIFKEL_clean,0.0038794399,1.26714814
GIJXAA_clean,0.0087415202,2.7930475025
GIMSIG_clean,0.0037719404,1.4592592171
GINLIA_clean,0.0062066958,2.2341769583
GINNUO_clean,0.0016992722,0.6634521843
GIQXEK_clean,0.0139868111,1.825346778
GIQXIO_clean,0.0044668657,1.3302568306
GIQXOU_clean,0.004180771,1.2897175694
GIQXUA_clean,0.0037206843,1.2466948588
GIQYAH_clean,0.0043266932,1.3494203029
GIQYEL_clean,0.0050781059,1.3550414706
GIQYIP_clean,0.0076463387,1.6236077458
GIQYOV_clean,0.001984732,0.8312160652
GIQYUB_clean,0.0046638302,1.3791666614
GIRDUI_clean,0.00176646,0.6616622043
GIRXUC_clean,0.0026493685,1.2456748277
GIRYAJ_clean,0.0027358743,1.2627311159
GIRYEN_clean,0.0029967296,0.6484741876
GIRYUD_clean,0.0032836505,0.677509762
GISMAY_clean,0.0038290654,1.2987649196
GISNED_clean,0.0030315611,1.4052339203
GISZUD_clean,0.0013487079,0.6232004408
GISZUF_clean,0.0039166626,1.1454089845
GITPIK_clean,0.0041371569,1.4886352333
GITSUY_clean,0.0025451274,1.1711801186
GITTUZ_clean,0.002749984,1.0314676535
GITVEL01_clean,0.0022998668,0.9946507384
GITVEL_clean,0.0022646827,0.9938438499
GITWIQ_clean,0.0029198339,0.8981892696
GIVHIC_clean,0.006839088,2.3193269008
GIVNIK_clean,0.0024312792,1.0298424927
GIVNOQ_clean,0.0029386493,1.223567774
GIWCAR_ion_b,0.0031493264,1.1929467758
GIWCIZ_ion_b,0.0030867807,0.9889872405
GIWCOF_ion_b,0.003093398,1.20313125
GIXGOK_clean,0.0017371232,0.6328829126
GIXNAE_clean,0.0028942746,1.2528786364
GIYSEN_clean,0.0031615237,0.8745838358
GIYSIR_clean,0.0030536423,0.8606146958
GIYSOX_clean,0.0030326654,0.8677723255
GIYSUD_clean,0.0039294055,1.3528724029
GIYTAK_clean,0.0038625311,1.3441889151
GIYTIS_SL,0.0037918123,1.4563917978
GIZXET_clean,0.0074234432,2.3011766251
GOBGAG_clean,0.0017225987,0.6418720892
GOBSUM_clean,0.0042689594,1.4534193642
GOBTAT_clean,0.0052075406,2.003023172
GOGSIF_clean,0.0022984687,1.0075810679
GOGWAB_clean,0.0086789455,2.857576277
GOGWEF_clean,0.0092862028,2.9608632289
GOJDOZ_clean,0.0010635048,0.4181199122
GOKBUE_clean,0.0013378836,0.5130925726
GOMFOF_clean,0.0015277413,0.6821975268
GONNAA_clean,0.0028225711,1.1938079511
GONSUZ_clean,0.0033797248,1.0481454596
GOPLUS_clean,0.002285723,0.9958096603
GOPTIQ_clean,0.0043922546,1.6807311371
GOQSIQ_clean,0.0043348054,1.3908419434
GOQWOY_clean,0.0031300949,1.3754602145
GOQXAN_clean,0.0046284689,1.6384353269
GORQAF_clean,0.0008951717,0.4372867153
GOSBOH_clean,0.0017959104,0.8479805915
GOSDEZ_clean,0.0027722732,1.2105045601
GOSDID_clean,0.0039398971,1.4203293725
GOSKEG_clean,0.0060240501,1.9791685252
GOTDIE_clean,0.0005467385,0.1870497334
GOTNEK_clean,0.0072962734,1.7200906749
GOVHOQ_clean,0.0004688744,0.1714605432
GOVWOF_clean,0.0053480141,1.8761168533
GOVXIA_clean,0.0030835756,1.0805765851
GOZNAM_clean,0.0025410554,1.1001915358
GOZNEQ_clean,0.0026004031,1.1132222997
GUANZS_clean,0.0025509087,1.0762920057
GUBBAG_clean,0.0007730062,0.3822122095
GUBKUL_clean,0.0142102612,1.7049653917
GUBVUU_clean,0.0039178203,1.493979818
GUBZAF_clean,0.0017709731,0.7671185442
GUCJAQ_clean,0.0042956185,1.174839136
GUDJOG_clean,0.004793662,1.7686717761
GUFBOA_clean,0.0037238749,0.9633953235
GUFBUG_clean,0.0078777002,1.7937353038
GUFXEM_clean,0.0046764538,1.6435714642
GUGNON_clean,0.0041791331,1.5778044648
GUHMIH_clean,0.0034002616,1.4882800047
GUHNUU_clean,0.0044917403,1.6614178688
GUHPAC_clean,0.0046439332,1.7173615785
GUHPEG_clean,0.0057739179,1.6545292797
GUJREK01_clean,0.001807138,0.7379782591
GUJREK_clean,0.0018326866,0.7284077518
GUKCIA_clean,0.013757006,3.1087052608
GUKFEY_clean,0.0052580532,1.9163191847
GUKYUI_clean,0.0011187038,0.4268915759
GUKZAO_clean,0.0052877236,1.8022877204
GULBAR_clean,0.0061232365,1.4690258473
GULVUF_clean,0.0028905771,1.1765453284
GULWAM_clean,0.0031087842,1.287860207
GULWEQ_clean,0.0030627453,1.3401489802
GULWIU_clean,0.0026029723,1.1166764977
GULWOA_clean,0.0017671568,0.7912831397
GUMDEZ_clean,0.0203525094,2.5719380248
GUNFAW01_neutral,0.0014909376,0.728120833
GUNZIA_clean,0.0046569933,1.2548154372
GUPBEZ02_clean,0.000849592,0.4204169995
GUPBOJ03_clean,0.0021112651,0.8779001015
GUPBUP_SL,0.0011177726,0.5177082758
GUPCAW_clean,0.0012502379,0.6084039855
GUPCEA_clean,0.003575181,1.2040878371
GUPDEB_clean,0.0012852706,0.5739820228
GUPREQ_clean,0.0034655593,1.0812168198
GUQWOG_clean,0.0041987951,1.5736736572
GURPIT_clean,0.0015337529,0.7290368155
GURPUF_clean,0.0015983356,0.7455993382
GUSJOU_clean,0.0039960642,1.3304750092
GUSMAJ_clean,0.0047483024,1.1557851491
GUTYIE_clean,0.0066489256,2.0165326468
GUVCOP_clean,0.0015885427,0.662752628
GUVKUE_clean,0.0021987888,0.9276815114
GUVLAL_clean,0.0022205134,0.9521907653
GUVZII_clean,0.0028305697,1.2252179233
GUWDUY_clean,0.003791243,1.4528325773
GUXJUF_clean,0.0009628694,0.4255489893
GUXPOF_clean,0.001804576,0.6972807131
GUXSEY_clean,0.0060808961,1.757521549
GUXSIC_clean,0.0060949563,1.6718821644
GUXZIJ_clean,0.0023920292,0.8296452462
GUXZUV_clean,0.0039301347,1.2731372787
GUYBAE_clean,0.0022407651,0.7685480508
GUZVOO_clean,0.0062058172,1.4731674265
HABCEV_clean,0.0029028622,1.3355809883
HABCIZ_clean,0.0027031867,1.2519385907
HABCOF_clean,0.0025982207,1.208561131
HABDAS_clean,0.0027276121,1.2653511372
HABQUY_clean,0.003725169,1.7005340951
HABRAF_manual,0.0031149291,1.5913616281
HABREJ_clean,0.0049189159,1.8224567109
HABRUZ_clean,0.0055559335,1.5966683224
HACDOH_clean,0.0186603248,2.9387189157
HACDUN_clean,0.0325579279,3.2488860658
HACRAH_clean,0.0180268238,3.4624546259
HACREL_clean,0.0255644518,3.7452438799
HADLOQ01_clean,0.0032726851,1.4152738608
HADPOU_clean,0.0048759531,1.3246770562
HADXIW_clean,0.001840558,0.685407912
HAFGUQ_clean,0.0073807163,2.0156788185
HAFTOZ_clean,0.0031319685,1.4056734245
HAFVOB_clean,0.0059848361,1.902698332
HAFVUH_SL,0.0057020295,2.1535543753
HAFWIW_clean,0.0023888053,0.9368535833
HAHCUR_clean,0.003920959,1.3959562485
HAHPOW_clean,0.0004787641,0.2224507619
HAJDII_clean,0.0014605794,0.5973304075
HAJMIQ_clean,0.0043210344,1.4564081622
HAJYEZ_clean,0.0071611098,1.2962225292
HAKCAZ_clean,0.0038393546,1.4460286418
HAKSAQ_clean,0.006555678,2.2450601956
HAKVOH_clean,0.0040331452,1.5834585361
HAKVUN_clean,0.006138526,2.1184443654
HAKWAU_clean,0.0053152418,1.9794011783
HALQUJ_clean,0.0034974522,1.54430531
HALVAU_clean,0.0034214377,1.3922677076
HAMJOW_clean,0.0061890301,2.2221438412
HAMJUC_clean,0.0333489955,3.839890052
HAMLIT_clean,0.0057272722,1.9572226919
HAMREU_clean,0.0016369872,0.5309493842
HAMRIY_clean,0.0016226474,0.5009644924
HANKEO_clean,0.0037625387,1.5833826647
HANKUE_clean,0.0039151138,1.6166395193
HANWAW_clean,0.0045387735,1.7486797676
HAPBAE_clean,0.0314715151,3.3163859387
HAPBEI_clean,0.0291512361,3.2905771073
HAPBIM_clean,0.0365858135,3.2565828011
HAPGIR_clean,0.0043966011,1.4981197786
HAPHUD_clean,0.0030314381,1.3476882484
HAPNEU_clean,0.032721306,3.5247529422
HAPNOE_clean,0.0019511372,0.7333629555
HAPNUK_clean,0.0020050669,0.7196204308
HAPVAX_clean,0.0117131334,1.2121413922
HAPVEB_clean,0.008170353,1.1006910745
HAQJIV_clean,0.0044906603,1.7614948651
HAQKES_clean,0.0016061833,0.7229178352
HAQRID_clean,0.0039426867,1.6282897147
HASMIZ_clean,0.0028535384,1.2554142061
HASNIB_clean,0.0018260785,0.6882807382
HASNOH_clean,0.0019124061,0.7342428216
HASNUN_clean,0.0017069864,0.6388654665
HASTAY_clean,0.0046940443,1.5483085556
HATZOS02_clean,0.0015859425,0.6805215049
HATZOS_clean,0.0017832937,0.6936608126
HAVVUX_clean,0.0010867318,0.414857421
HAVZIP_clean,0.0028449599,1.4056233532
HAWGIY_clean,0.0022989147,0.6983339634
HAWREE_clean,0.0041866761,1.3306946848
HAWVAE_clean,0.0059124523,1.4694886574
HAWVEI_clean,0.0057287333,1.4519766281
HAWVIM_clean,0.0061650053,1.4690375248
HAWVOS_clean,0.0062296132,1.4697932943
HAWVUY_clean,0.0058356008,1.4615224019
HAWWAF_clean,0.0063355465,1.4775828631
HAWWEK_clean,0.0025887753,1.1729573399
HAWWIN_clean,0.003313148,1.3576188029
HAWWOT_clean,0.0032257884,1.3241339722
HAWWUZ_clean,0.0031840644,1.3334279979
HAWZEM_clean,0.0117820732,2.258741677
HAXMUP_clean,0.0006394693,0.3139281754
HAXNOJ_clean,0.001075376,0.4712428952
HAYLIE_clean,0.0028587379,1.1904094173
HAZSIL_clean,0.0024657123,1.0189212925
HAZWIP_clean,0.0031138882,1.4450220053
HEBJAB_clean,0.0019444554,0.6740481704
HEBKEG_clean,0.0037220185,1.2289984817
HEBNIN_clean,0.0010100431,0.4202656231
