name,N2_293_0.01,N2_293_5
MUWRIH_clean,0.0152315559,3.201919083
MUWRON_clean,0.0055887915,2.0386062608
MUZGAQ_clean,0.0011556409,0.414631743
MUZKAV_clean,0.0052787323,2.1894512225
MUZKEZ_clean,0.0044227213,1.8925198828
MUZVUA_clean,0.0038684674,1.4352601268
NABMUA01_clean,0.0101436767,2.7224357185
NABMUA_clean,0.0100459063,2.6972451807
NACVUI_clean,0.0052961081,1.6729167819
NACYAU_clean,0.0037400286,1.656821011
NACYOG_clean,0.0063955346,1.4922587727
NACYUM_clean,0.0071794239,1.5775757901
NADZEZ_clean,0.0157387522,2.2286919956
NADZID_clean,0.0134550027,2.1185993186
NAFSOF_clean,0.003151019,1.5435208941
NAGBUU_clean,0.0030490216,0.751314767
NAGCAB_clean,0.0009228146,0.4117671396
NAGQET_clean,0.0030750159,0.9963113643
NAGQOD_clean,0.0012682659,0.5373538577
NAHFIO_clean,0.0018475179,0.7313554698
NAHHAI_clean,0.0034886476,1.2165050864
NAHHOW_clean,0.0052403336,1.9942233193
NAHNES_clean,0.0028459497,1.3572700448
NAJSUP_clean,0.0076122719,2.315571832
NAJTAW_clean,0.0062517288,2.0639932322
NAJTEA_clean,0.0071507116,2.1595163006
NAKLIW_clean,0.0052328197,1.8496917112
NALWOO_clean,0.0025191062,1.0775755932
NALYEG_clean,0.0013797046,0.6112183731
NAMDUD_clean,0.0050164704,2.1049211611
NANPUN_clean,0.0012887367,0.5943905367
NANTII_clean,0.0029037576,1.4357107166
NANYUX03_clean,0.0050810726,1.8694932738
NAPZOV_clean,0.0053041739,1.569614215
NAQQED_clean,0.0015412754,0.7391923894
NAQQIH_clean,0.0036831231,1.6484859447
NAQQON_clean,0.0035001814,1.451436629
NAQQUT_clean,0.0021984875,0.9781495983
NAQRAA_clean,0.0018808764,0.8892533588
NAQREE_clean,0.0019083566,0.8486581193
NASREH_clean,0.005180464,1.999991694
NASRIL_clean,0.004686091,1.8651069058
NASROR_clean,0.0051059344,1.9208151171
NATFAS_clean,0.0064051315,1.9423836107
NATHOH_ion_b,0.0009345416,0.3839339056
NATHUO_clean,0.0025991219,1.0791467434
NATKIF_clean,0.0036463755,1.6847329443
NATKOL_clean,0.0041758994,1.720053766
NATXOW_clean,0.0015344278,0.5496809665
NAVJAW01_clean,0.0025928871,1.1419388397
NAVJAW_clean,0.003000697,1.2593720518
NAVLIG_clean,0.0020207134,0.7685154639
NAWDUN_clean,0.0050391627,1.8802874322
NAWKII_clean,0.0090300261,2.7075663898
NAWWUG_clean,0.0037624398,1.3660455769
NAWXER_clean,0.0042345858,1.879177035
NAXKOO_clean,0.0058779165,1.955585229
NAXLII_clean,0.0018883103,0.6997425883
NAYGUR_clean,0.0024728913,1.0309124375
NAYHAY_clean,0.0017441924,0.8109450475
NAYNIK_clean,0.0003459633,0.1532936731
NAYXOC_clean,0.0034163221,1.3107850188
NAYZOE_clean,0.0027996671,1.3444257424
NAYZUK_SL,0.0025390662,1.0229061129
NAZZEV_clean,0.003540852,1.4193127996
NEBNOZ_clean,0.0035713407,1.2065582618
NEBYOK_clean,0.0037574211,0.952843441
NEDVUP_clean,0.0032213615,1.3298329993
NEDWAW_clean,0.0030817799,1.2912627928
NEDWEA_clean,0.0032262207,1.3758429835
NEDWIE_clean,0.0029273534,1.2698790572
NEDXOL_clean,0.0056580257,1.5111223533
NEFZOO_clean,0.0145374262,3.5032149681
NEGZUW_clean,0.0024143891,0.8837795233
NEHGEO_clean,0.005719086,1.7684995192
NEHGIS_clean,0.0059016964,1.7754542686
NEHMET_clean,0.0046732284,1.6382738052
NEHZIK_clean,0.0020678981,0.7712914911
NEJRUR_clean,0.0040791766,1.2569428374
NEJSAY_clean,0.0037646075,1.1875661739
NEJSEC_clean,0.0049706447,1.3445662072
NEJSOM_clean,0.0049604403,1.755682164
NEKBEL_clean,0.0005129631,0.2458570678
NEKREB_clean,0.0028709258,0.9198017936
NELVAC_clean,0.0100386797,1.603628095
NELVEG_clean,0.0116775783,1.576899044
NENFAN_clean,0.0174844249,2.4292346488
NENHAQ_clean,0.0018242167,0.8752259189
NENHEU_clean,0.0106041943,3.2464099926
NEPWIQ_clean,0.0069105566,1.669694705
NERMON_clean,0.0008755472,0.3784870689
NERVAJ_clean,0.0019122155,0.8261334422
NERVEN_clean,0.0020998018,0.8292575751
NETHOJ_clean_h,0.0043511878,1.3961746298
NETYIV01_clean,0.0025067494,1.1375481967
NETYIV_clean,0.0024467221,1.0924835712
NEVPOU_clean,0.0025098122,0.9594525987
NEVVAM01_clean,0.003265432,1.0712080171
NEVVAM02_clean,0.0030840191,1.0428194673
NEVVAM_clean,0.0030669047,1.0853214263
NEVVEQ_clean,0.0087079071,1.6563453493
NEXVET_clean,0.0021741148,1.0001600717
NEXVUI_clean,0.0011327126,0.5003026125
NEXXEV_clean,0.0042766099,1.7353758013
NEXXIZ_clean,0.0042924882,1.7371298486
NEYVEU_clean,0.0031312717,1.4591850341
NEYYUN_clean,0.0119050987,3.3397436485
NEYZAU_clean,0.0177131201,4.329424104
NEZWOG01_clean,0.0015929785,0.657194359
NEZWOG_clean,0.0024119201,0.8995631844
NIBHOW_clean,0.0034488751,1.5615323512
NIBHUC_clean,0.002966452,1.3901373262
NIBJAK_clean,0.0029964161,1.7466708942
NIBXUT_clean,0.0024585871,0.8608079346
NIFTIH_clean,0.0070952705,1.8430193895
NIGBOW_clean,0.0029993262,1.3617591966
NIGDEO_clean,0.004062574,1.7111115467
NIGDIS_clean,0.0041327869,1.7622623797
NIGFIT_clean,0.0040697359,1.6298049386
NIGFOZ_clean,0.0044185101,1.764021383
NIGFUF_clean,0.0046369407,1.8000216585
NIGGAM_clean,0.0041344071,1.6763518253
NIGGEQ_clean,0.0039075663,1.6026303427
NIGGIU_clean,0.0047166491,1.8195487674
NIGNUO_clean,0.0036658413,1.5454081576
NIGPEA_clean,0.0040134552,1.718208366
NIHBAI01_clean,0.0030387081,0.9305270066
NIHBAI02_clean,0.0030498157,0.9485148892
NIHBAI_clean,0.0028324251,0.9136593996
NIHBEM01_clean,0.0028435326,0.9318741936
NIHBEM02_clean,0.0030212534,0.9631451184
NIHBEM_clean,0.0029212855,0.9425342674
NIHBIQ01_clean,0.0027530854,0.9227485485
NIHBIQ02_clean,0.0030022119,0.927331206
NIHBIQ_clean,0.003016493,0.9365949021
NIHVUX_clean,0.0018240577,0.3629382917
NIJZIP01_clean,0.000473507,0.2542650486
NIJZIP_clean,0.0005728812,0.2704900963
NIJZOV_clean,0.0005009422,0.2508045487
NIKDAM_clean,0.0031714971,1.2640260979
NIKHAS_clean,0.0048710719,1.2573554683
NIKKIC_clean,0.0045453279,1.3627754983
NIKYOW02_clean,0.0029165251,0.9213125011
NIKYUC01_clean,0.0030196666,0.9312712124
NIKYUC02_clean,0.0029593685,0.929244878
NIKYUC_clean,0.0030037987,0.9365869681
NIKZAJ02_clean,0.0028197307,0.8919869842
NIKZEN01_clean,0.0029371534,0.9451334339
NIKZEN02_clean,0.0029435006,0.9484752194
NIKZEN_clean,0.0030688572,0.9626643202
NIMPEG01_clean,0.0037377272,1.6407383621
NIMPEG_clean,0.0038188025,1.61714494
NIMPOQ_clean,0.0036998882,1.676852578
NIMQAC_clean,0.00713775,1.269178046
NIMTAE_clean,0.0040337968,1.3820639275
NIMXAK_clean,0.0031072317,1.2688318652
NIMXIS_clean,0.0017183748,0.8145301467
NINHOH_clean,0.0010808041,0.5294609833
NINVAI_clean,0.0052104003,1.7033093942
NIRFIE_clean,0.0068118255,1.0277979716
NIRGAY_clean,0.0033463066,1.4179805859
NIVZOJ_clean,0.0010802394,0.5269222023
NIXFUX_clean,0.0141104044,2.08595104
NIXGIM_clean,0.0044392792,1.2802582366
NIXKIQ_clean,0.0080410737,2.8230681614
NIYJAI_clean,0.0035502754,1.1760100172
NIYZIG_clean,0.0040306957,1.6356461774
NIZZAY_clean,0.0022850287,0.9699923965
NIZZEC_clean,0.0023133365,0.9327314842
NIZZIG_clean,0.0022573793,0.9411099229
NIZZOM_clean,0.0022455295,0.9587265663
NOBVOR_clean,0.0058985096,1.6935831124
NOCKOG_clean,0.0086998936,2.1577892326
NOCKUM_clean,0.0055865743,1.6948571995
NOCLOH01_clean,0.0070916131,1.8812195807
NOCLOH02_clean,0.0061702184,1.7328621513
NOCLOH03_clean,0.0063522904,1.7468927313
NOCLOH_clean,0.0065214886,1.7400769849
NOCLUN_clean,0.003696062,1.3994402863
NOCYUB_clean,0.0026666147,0.7355383927
NOCZAI_clean,0.0024588123,0.6675865741
NODKEX_clean,0.0044446496,1.6890028291
NODKIB_clean,0.0072739529,1.7100998363
NODKOH_clean,0.005089305,1.6307739713
NODKUN_clean,0.0050419319,2.0469869802
NOFDUI_clean,0.0031043581,1.0335550267
NOFHOG_clean,0.0058411411,2.2170955464
NOFQAB_clean,0.0051185813,1.3566357686
NOFQIK_clean,0.0011546838,0.4865897829
NOFQOQ_clean,0.0020466908,0.6773233025
NOFRIK_clean,0.1364886108,1.0434870316
NOHFOG_clean,0.0039642894,1.1663948316
NOHQEI_clean,0.0039819381,1.7795038459
NOHSIM01_clean,0.0051322314,1.7223870749
NOHSIM_clean,0.0033328249,1.3024614474
NOHSUA_clean,0.0036867608,1.4835377289
NOKJON_clean,0.0009655536,0.4304252833
NOKLIJ_clean,0.002593313,1.1261363806
NOKPEJ_clean,0.001374642,0.5064367729
NOMPOW_clean,0.0031535929,1.2838384652
NOMQAJ01_clean,0.0086759204,1.7287679784
NOPJOT_clean,0.0057444328,2.0672403991
NOQKOV_clean,0.0044499587,1.5029182351
NOQKUB_clean,0.0056716528,1.849217252
NOSHEK_clean,0.00260782,0.9530865028
NOSTUM01_clean,0.0075771078,2.5151792002
NOSTUM_clean,0.0078968901,2.4879268165
NOWGIR_clean,0.0013467993,0.6057600345
NUBBAP_clean,0.0029526851,1.3290570648
NUBPIL_clean,0.0031864655,1.4360107208
NUCBIY_clean,0.0029462375,0.9216524262
NUCCEV_clean,0.0046516269,1.5205347955
NUCPEI_clean,0.0081768677,2.6786388033
NUCPIM_clean,0.0084917272,2.7110346384
NUCYAN_clean,0.0028699785,0.8093779356
NUCYER_clean,0.0022448772,0.716808158
NUCYIV_clean,0.0023950232,0.7497427836
NUDLAA_clean,0.0056548496,1.774448278
NUDLAB_clean,0.0024792216,0.9079659936
NUDLEF_clean,0.0025090716,0.9398103153
NUDLIJ_clean,0.004675316,1.5072508629
NUDMAC_clean,0.0045736441,1.4788153146
NUDMEG_clean,0.0050406992,1.4694503851
NUDMOQ_clean,0.0045228082,1.4830458163
NUDMUW_clean,0.0048103489,1.4651102684
NUDNEH_clean,0.0045132765,1.4416113646
NUFBEX_clean,0.0017067182,0.7465794621
NUFBUN_clean,0.0036579892,1.474527661
NUFCAU_clean,0.0027189353,1.2271586204
NUGRIR_clean,0.0014478077,0.6492365507
NUGROX_clean,0.001580554,0.7128518781
NUHNUA_clean,0.004239081,1.4657007352
NUHPAI_clean,0.0040066531,1.3872523142
NUHQAK_clean,0.0066675397,2.0169732348
NUHQIS_clean,0.0054124135,1.8968960601
NUHQOY_clean,0.005482695,1.9107625105
NUHQUE_clean,0.0053956575,1.8792219237
NUHRAL_clean,0.0055290178,1.8915201383
NUJCEA_clean,0.0003945937,0.1778319968
NUJCIE_clean,0.0004183921,0.1804283309
NULMAJ_clean,0.0012810006,0.6165847262
NUMPAO_clean,0.0027546184,1.2013358385
NUNCEG_clean,0.0033772469,1.4015436481
NUNNUH_clean,0.0039566158,1.6361352162
NUNPAP_clean,0.0036122556,1.5233234218
NUNSIA_clean,0.0020581519,0.731930928
NUNSOG_clean,0.0024195886,0.8135952623
NUNZUT_clean,0.0072292312,1.7776058961
NURMUJ_clean,0.0029258452,1.1300474356
NUSXEG_clean,0.0020079328,0.9196885947
NUTQAV_clean,0.0032603356,1.4154962952
NUTYEI_clean,0.0025780153,1.1577624868
NUTYIM_clean,0.0024894976,1.1191225829
NUVWEH_clean,0.0013404771,0.5273152136
NUVXOT_clean,0.0028689879,1.285091987
NUVXUZ_clean,0.001720933,0.8405749062
NUWPOM_clean,0.0016062558,0.7010670784
NUWVIM_clean,0.0036552252,1.1380905986
NUYNEC_clean,0.0118387102,3.1549619959
NUZCIV_clean,0.0027621499,0.7156643828
OBAFEF_clean,0.000880174,0.3518450085
OBAFIJ_clean,0.0014216328,0.5266937004
OBAFOP_clean,0.0012083676,0.4333442658
OBAHIL_clean,0.0042709727,1.5695329352
OBAHOR_clean,0.0047940121,1.6811987535
OBAHUX_clean,0.0041812203,1.511127384
OBAJAF_clean,0.0043034692,1.5246691528
OBEDEE_clean,0.0028907305,1.202095776
OBIBAF_clean,0.004982192,1.7578922754
OBIBEJ_clean,0.0043359026,1.657954275
OBIBOT_clean,0.0057710042,1.7351851325
OBODEQ_clean,0.007152905,2.127039533
OBOGUK_clean,0.0034725002,1.469594682
OBUBIW_clean,0.0006069663,0.2773050553
OBUBOC_manual,0.0006024786,0.2746335006
OBUFEX_clean,0.0030382568,1.191429963
OBUFIB_SL,0.0015599992,0.5803580837
OCACUR_clean,0.0068069684,2.2391831179
OCAQOY_clean,0.0038290138,0.9390013177
OCAWAT_clean,0.0035853045,1.1303642646
OCILIY_clean,0.0017299063,0.7038690419
OCIMAR_clean,0.0056117554,1.6135104317
OCIMEV_clean,0.005292406,1.5758920003
OCIMIZ_clean,0.0037072298,1.3269175038
OCIMOF_clean,0.0044546924,1.4576031384
OCIMUL_clean,0.0044269229,1.4698911472
OCINAS_clean,0.0070812469,1.5206138854
OCIZAD_clean,0.0030973214,1.168717326
OCOKUP_clean,0.0049535777,1.2315032923
OCUGEZ01_clean,0.0027032173,1.0124174865
OCUGEZ_clean,0.0027032173,1.0087701663
OCUMIL_clean,0.0035561371,1.298055377
OCUMOR_clean,0.0040452806,1.4172878921
OCUMUX_clean,0.0038921847,1.3185724403
OCUNAC_manual,0.0031876263,1.3090042695
OCUNAE_clean,0.0040452049,1.4123388516
OCUPOS_clean,0.0979982628,3.6789940277
OCUPUY_clean,0.0128361609,2.4307242333
OCUSIP_clean,0.0053510532,1.3537886698
OCUVUF_clean,0.0003395836,0.1649033791
ODERIZ_clean,0.0041647467,1.0891931783
ODEZAB_clean,0.0050950171,2.0712069607
ODIMAQ_clean,0.0006656899,0.2999547092
ODIVUU_clean,0.0048037764,1.8903404225
ODIXEG_clean,0.0030370535,1.3963907124
ODIXIK_clean,0.0040639077,1.2764837677
ODODES_clean,0.0035589129,1.4225228388
ODODIW_clean,0.0038607263,1.5159538719
ODODOC_clean,0.0022343902,1.0036664685
ODODUI_clean,0.0027124545,1.2658905072
ODOXEK_clean,0.0063124715,1.2054158223
ODUNEH_clean,0.0043879981,1.6432721579
OFAMUF_clean,0.001514058,0.4407111333
OFAWAV_clean,0.0015080745,0.7753722659
OFAWEZ_clean,0.0016560442,0.7633228719
OFEHAK_clean,0.0053519741,1.6431699596
OFEREX_clean,0.0039800653,1.3738129372
OFESAU_clean,0.0016397883,0.5058418871
OFESEY_clean,0.0015945041,0.5191883236
OFESIC_clean,0.0015248631,0.5059676176
OFOCUI_clean,0.0034572886,1.5146278599
OFODET_clean,0.0055649195,1.7264390197
OFUCEZ_clean,0.0085179247,1.8486319197
OFUYUL_SL,0.005078437,1.7838070162
OGAGAF_clean,0.0024722402,0.7794244858
OGAGEJ_clean,0.0031325456,1.2739094443
OGAGIN_clean,0.0030927853,0.8966095228
OGAXUR_clean,0.0040513944,1.1465406398
OGEBAF01_clean,0.002913691,1.3491838545
OGECOU_clean,0.0048366919,1.2010568027
OGIBOV_clean,0.0817190646,2.1824823201
OGIBUD_clean,0.005334987,1.8430729397
OGIKAR_clean,0.0038760041,1.5668555926
OGIYUZ_clean,0.0035551932,0.9979147072
OGOJAX_clean,0.0028618838,1.2727128813
OGOWAJ_clean,0.0037903256,1.4421856973
OGUZIA_clean,0.0052406713,0.734758507
OHAKEO_clean,0.0066414666,1.7003984072
OHAKIS_clean,0.0094742816,2.016577476
OHAQAR_clean,0.0065051881,1.9214360367
OHEMIX_clean,0.0012564866,0.5824977913
OHIHET_clean,0.0022600993,0.7340393129
OHOMIH_clean,0.0040994119,0.9766792554
OHUMEL_clean,0.0012101744,0.5782986306
OHUMIP_clean,0.0010538934,0.4894587499
OJAZOP_clean,0.0022667918,0.6301497127
OJICUG_clean,0.0035531264,1.6322583401
OJIDAN_clean,0.0164680086,1.976224243
OJIFAP_clean,0.0063406811,1.7746936545
OJIWAG_clean,0.0047882833,1.645565069
OJIWEK_clean,0.010425407,2.475244097
OJIWIO_clean,0.0039861891,1.0927701499
OJONOQ_clean,0.0009432118,0.4431233268
OJORUC_clean,0.0067300401,2.3731200026
OJOSEN_clean,0.0113426012,3.3770140375
OJOSIR_clean,4.09391145,9.2671869301
OJUPEQ_clean,0.004507703,1.2708212012
OKABAE_clean,0.003107139,1.3813327185
OKABEI_clean,0.0033004464,1.4531032212
OKAYOQ_clean,0.0055011077,1.4097897911
OKAYUW_clean,0.0056594129,1.5088958658
OKAZAD_clean,0.0058782467,1.502493815
OKILEA_clean,0.0014041524,0.4963322077
OKIQEG_clean,0.0035088214,1.0855671253
OKITAE_clean,0.0041979446,0.9000230004
OKIVUA_clean,0.0048783677,1.5899018497
OKIWUB02_clean,0.0042906547,1.4651615144
OKIYAJ01_clean,0.0048328899,1.5999297027
OKOSUE_clean,0.0032611159,1.3544745213
OKUJUB_clean,0.0123695647,2.1111493654
OKUKEM_clean,0.0111125616,2.0720971732
OKUKOW_clean,0.0039377706,1.5976477758
OKUSUK_clean,0.0033389099,1.5763136993
OKUTAR_clean,0.0037163981,1.5839565065
OKUTEV_clean,0.0033973939,1.5812981387
OLAGIR_clean,0.005205959,1.7603198957
OLANAS_clean,0.0018905219,0.7826589852
OLANEW_clean,0.0023020958,0.9141464909
OLAQOI_clean,0.0005624841,0.2748018018
OLEKUM_manual,0.0031668719,1.3391559875
OLICIX_clean,0.0043530756,1.6950144003
OLODEA_clean,0.0024390672,1.0136110041
OLOGEC_clean,0.003150518,1.419778761
OLOPEM_clean,0.0073895181,1.6662742929
OLOYOF_clean,0.0089257247,2.228511462
OLUCAZ_clean,0.0020152528,0.7378498687
OMAMEU_clean,0.0084262498,1.6204195723
OMIMEE_clean,0.0024058083,1.1080592551
OMIPEH_clean,0.002601516,1.182536553
OMITUB_clean,0.0026244368,1.1904198913
OMOVET_clean,0.0055749942,1.9455727309
OMUMEQ_clean,1.7198546709,4.0620423404
OMUMIU_clean,1.1486516276,3.185009539
OMUSAS_clean,0.0022846179,1.1096446492
ONEJUN_clean,0.0003463093,0.1622369722
ONEYOW_clean,0.0027559471,1.1685406789
ONIXOZ_clean,0.0046961677,1.8050059974
ONUJUE_clean,0.003531214,1.3799524508
ONUKAL_clean,0.0090354963,1.8248133701
ONUQOE_clean,0.0050271997,1.4238169424
OPAGIX_clean,0.0048125927,2.0612809534
OPAHIY_clean,0.0049277118,1.6143626647
OPENUT_clean,0.0016620368,0.7117834522
OPIFUQ_clean,0.0050107828,1.811289066
OPIWEQ_clean,0.0037845618,1.0567179457
OPIXUI_clean,0.0022124772,0.9689226207
OPIYAP_clean,0.0038587011,1.3618771677
OPOBIF_clean,0.0013270258,0.3333795394
OPOZEZ_clean,0.0020861944,0.8607638293
OPUDOT_clean,0.0061888776,0.8045078143
OQANIE_clean,0.0076892811,1.6637277826
OQEPUW_clean,0.0025021622,0.7545036706
OQEROS_clean,0.0060708162,1.7901498156
OQERUY_clean,0.0062887429,1.8065332361
OQESAF_clean,0.0063966685,1.7937881543
OQESEJ_clean,0.0062098742,1.755904186
OQETEK_clean,0.0031198581,1.2638473371
OQIQEM_clean,0.0066383041,1.3440060867
OQIQIQ_clean,0.0073858253,1.4436545382
OQIQOW_clean,0.0142195484,2.0791098643
OQIZUL_clean,0.0042661416,1.4503764089
OQOJUB_clean,0.0025857757,0.8653703676
OQUCOU_clean,0.0026501354,1.1857423144
OQUFAJ01_clean,1.1411365411,11.9165297316
OQUFAJ02_clean,0.0109143431,2.2267571193
OQUFAJ03_clean,0.0048067661,1.8452108876
OQUFAJ04_clean,0.0049356308,1.8808744693
OQUFAJ_clean,0.0046436896,1.7975104337
OQUFIR_clean,0.0054674144,1.6038592608
OQUFOX_clean,0.0059636703,1.8480028394
OQUFUD_clean,0.0078672345,2.0039824649
OQUGAK_clean,0.0072304823,1.5492092651
OQUGUE_clean,0.0041598072,1.4237191306
OQUXAB_clean,0.0008758405,0.3236345243
OQUXEF_clean,0.0008669956,0.3127359981
OQUXIJ_clean,0.0008872682,0.3148779092
OQUZIL_clean,0.0008558162,0.3052948601
ORAGEU_clean,0.0003384266,0.1426114235
ORAGOF_clean,0.0017612453,0.7762867503
ORAQUU_clean,,11.6150073697
ORAWAH_clean,0.0053599461,2.0820217335
OREZES_clean,0.0003026225,0.1450772262
ORIBAU_clean,0.0035915868,1.4430482702
ORIVOC_clean,0.0025339912,1.1233343756
ORIVUI_clean,0.0027984238,1.2461903658
ORIWAP_clean,0.0028350799,1.2760147899
ORIWET_clean,0.0029872778,1.3188196451
OROKEN_clean,0.0014163319,0.6120257836
OROLUD_clean,0.0039125466,1.3335164403
ORUKET_clean,0.0030869522,1.2594923055
OSAVEK_clean,0.0045279819,1.5370427492
OSAVUA_clean,0.0057156878,2.197925989
OSAWEL_clean,0.012311221,2.4291981823
OSIKIL_clean,0.0022534294,0.9371277452
OSIKUX_clean_h,0.0023672334,1.0222530757
OSIWUJ_clean,0.0011450443,0.4097261329
OSIXEU_clean,0.0010474489,0.389459189
OSIXIY_clean,0.0010936932,0.370956056
OSOTIB_clean,0.0052359453,2.0297247433
OSOTUN_clean,0.0085109351,2.3167526208
OSUVIJ_clean,0.0023887283,0.8480735723
OSUWEF_clean,0.0098133411,1.5421504093
OTABES_clean,0.0061939166,2.2391956166
OTALUS_clean,0.0018154758,0.8111823742
OTAQAD_clean,0.0068536721,2.2499653365
OTATOT_clean,0.0015624936,0.6876668812
OTAVAH_clean,0.0015208559,0.6853777915
OTAVOV_clean,0.0016851367,0.7199705239
OTAVUB_clean,0.0016616591,0.6981347247
OTAWIR_clean,0.0063185747,2.449842129
OTECAT_clean,0.0031791893,1.396044769
OTEGUR_clean,0.0068041645,2.3873046031
OTEHAY_clean,0.0058947057,2.1491111649
OTIBUQ_clean,0.0112975674,2.6799899979
OTIJAE_clean,0.0018157744,0.8314300698
OTIPAK_clean,0.0095562878,2.1175843348
OTIPEO_clean,0.0094201754,2.0741210772
OTIPUE_clean,0.0059930286,1.30909663
OTIQAL_clean,0.0056806589,1.5815721484
OTODEI_clean,0.0015554595,0.6428354502
OTODOS_clean,0.0021689674,0.8711667765
OTOLIU_clean,0.0041261662,1.8710833107
OTOVIE_clean,0.0073316892,1.5231007372
OTOZAA_clean,0.0118435299,2.9908775406
OTUDEO_clean,0.0027156988,1.0473906383
OTUDIS_clean,0.0026200756,1.0540630126
OTUXUX_clean,0.0123178774,2.1089086863
OTUYEJ_clean,0.0013760706,0.5725835331
OVADAR_clean,0.0168553422,2.4917590607
OVEDAW_clean,0.0020909212,0.9966693804
OVEHUT_clean,0.0038917309,1.5332303964
OVEJIJ_clean,0.0088565576,2.3988776804
OVICUS_clean,0.0061562207,1.1312998889
OVIWIA_clean,0.0033216391,1.0247944643
OVIWOG_clean,0.0007310354,0.2910909725
OVIZID_clean,0.0032760551,1.1170793267
OVUCOY_clean,0.0014239644,0.4918418149
OVUDAL_clean,0.0012331775,0.4644569501
OVUNIE_clean,0.017661675,4.5523997054
OVUVIL_clean,0.009968524,2.9147112518
OWAVIS_clean,0.0034017706,1.4916653331
OWAVOY_clean,0.0053213452,1.9049401405
OWETIU_clean,0.0003438632,0.1521000894
OWEYOF_clean,0.010182177,2.5242236635
OWIHEJ_clean,0.0063202971,2.2669099185
OWIHIN_clean,0.0065922518,2.2943914675
OWIHOT_clean,0.0065781243,2.3154608904
OWIHUZ_clean,0.0064845295,2.2650115337
OWIJAH_clean,0.0063768072,2.279310345
OWIJEL_clean,0.0064915932,2.2603176667
OWIJIP_clean,0.006382105,2.2754164486
OWIJOV_clean,0.0064562744,2.3002738116
OWILAJ_clean,0.0028017057,1.0609754162
OWIYUP_clean,0.0040875815,1.3745756004
OWIZAW_clean,0.0030974379,1.4312981555
OWUWOU_clean,0.0035456354,1.2193629369
OWUWUA_clean,0.0045617295,1.3740200428
OXALAB_clean,0.0035161246,1.4719840822
OXALEF_clean,0.0036513696,1.5029462991
OXALIJ_ion_b,0.0025265362,1.0559562016
OXALOP_clean,0.0081136933,2.1249415803
OXALUV_SL,0.0037680962,1.6113773679
OXAMEG_clean,0.004813699,1.4102235846
OXANOR_clean,0.0068291746,2.2525679331
OXANUX_clean,0.0068849797,2.2298466002
OXAPAF_clean,0.0060854751,2.0153002884
OXEVOE_clean,0.0034947248,0.9382109759
OXITOF_clean,0.0026720653,1.0599846774
OXOLAP_SL,0.0074900398,1.3754387129
OXOZUY_clean,0.0064271686,1.9748303896
OXUPUT_clean,0.0013919637,0.5908815152
OYAJIJ02_clean,0.0035575489,1.420110846
OYAKAC02_clean,0.0033056287,1.3292636311
OYEJOS_clean,0.0023086414,0.9697682464
OYERER_clean,0.0022797598,1.0583877681
OYERIV_clean,0.0058206307,1.5308501762
OYEROB_clean,0.0028250095,1.2682452726
OYERUH_clean,0.0068281294,1.5293682851
OYEWEW_clean,0.0038938265,1.7383920194
OYEWIA_clean,0.0050731222,1.8983684231
OYIVEY_clean,0.0029500516,1.2817863599
OYIVIC_clean,0.0039483204,1.2856454503
OYIVOI_clean,0.0040315803,1.2471705288
OYOSAX_clean,0.0057117806,1.6706123759
OYOVOP_clean,0.0025058797,0.8368603496
OZASOZ_clean,0.0032245716,1.3600654905
OZAVES_clean,0.0064243005,1.9324508929
OZAVOC_clean,0.0059390027,1.7547101881
OZAVUI_clean,0.0047007675,1.5140076144
OZUKOL_clean,0.0029105169,1.2709695131
OZUKUR01_clean,0.002426291,1.0648289694
OZUKUR_clean,0.0027860089,1.2316307013
OZULAY_clean,0.002790578,1.2339358124
OZULUS_clean,0.0021819882,0.9525956895
OZUMAZ01_clean,0.002172475,0.9639890754
OZUMAZ_clean,0.0020626405,0.93287996
OZUMIH_clean,0.0022996063,0.996239778
PACGIM_clean,0.0040851536,1.6261930631
PACHUZ_clean,0.0011232536,0.3926812256
PACZOK_clean,0.0028558152,1.2375955144
PACZUQ_clean,0.0003656919,0.1610735888
PAHPOG_clean,0.0042323879,1.6556046109
PAJSAX_clean,0.0026326913,1.0838562166
PAKFAL_clean,0.0008746954,0.2925247905
PAKFEP_clean,0.0010928538,0.3510425704
PAKXIK_clean,0.003480799,1.2016538881
PALTIH_clean,0.0020248489,0.9157760199
PALTON_clean,0.0058988748,2.0697595401
PAMHIW_clean,0.0054753647,1.9286531196
PAMTII_clean,0.0043726325,1.3704550073
PAMTOO_clean,0.0043353649,1.4060902154
PAMTUU_clean,0.0043946559,1.3985264483
PAMVEG_clean,0.0002860951,0.1278173038
PAPROO_clean,0.0015454615,0.4943192463
PAPRUU_clean,0.0015910924,0.4940448227
PAPVAF_clean,0.0052569163,2.1963253094
PAPXUB_clean,0.0034189499,0.837621402
PAQMAY_clean,0.002656701,1.1092099083
PAQTIM_clean,0.0037690353,0.9004213133
PAQTOS_clean,0.0040509026,0.9637119454
PAQVEK_clean,0.0071484067,1.880790271
PARHAS_clean,0.0023835726,1.1067707975
PARHEW_clean,0.0024556736,1.1841393587
PARKUQ01_clean,0.003553414,1.3997930003
PARMIG_clean,0.0325198756,3.4192686692
PARNIH_clean,0.0023859416,1.0568350809
PARNON_clean,0.0031713549,1.3088720922
PASMUT_clean,0.0034167884,1.1943887457
