,MOF,15bar time (s),1bar time (s),5bar time (s)
2855,ZISNEW_clean,1151.4,198.5,477.3
2856,SUXYEQ_clean,1810.1,377.8,1156.5
2857,REXCEE_clean,855.8,198.2,336.0
2858,OWIHEJ_clean,1608.0,199.6,791.2
2859,MATTUX_clean,3622.1,478.6,1898.9
2860,CAYQOK_clean,5679.6,434.8,1990.5
2861,EHUTAE_clean,4994.4,588.7,2116.1
2862,WEMFAX_clean,893.8,184.6,338.2
2863,FASJAL_clean,171.1,65.7,116.5
2864,WILDUR_clean,1167.5,242.0,660.2
2865,XALBIW_clean,553.7,211.9,251.2
2866,NEXXEV_clean,2485.3,352.9,957.9
2867,LISZOE_clean,866.2,326.9,534.0
2868,TODVOZ_clean,380.0,251.2,373.5
2869,ROQNES01_clean,823.2,264.8,311.0
2870,KOBPIB_clean,1371.3,440.8,702.2
2871,UXABUR_clean,356.8,289.3,345.6
2872,JOKYIR_clean,380.9,197.9,208.2
2873,TEMPEI_clean,826.4,239.0,295.7
2874,HUTZEB_clean,1289.7,340.5,729.1
2875,PEDGUA_clean,743.2,272.4,314.5
2876,FUNLAD_clean,3203.1,497.8,1678.3
2877,MICPAQ_clean,1746.7,330.4,910.3
2878,EDABOC_clean,1377.4,386.1,925.8
2879,cg8002564_si_008_clean,2424.8,443.6,1259.6
2880,OKIPOO_clean,1096.0,435.2,697.4
2881,JILXOS_clean,1467.4,409.5,955.7
2882,LUDVUB_clean,707.9,252.9,441.3
2883,IXIPEK_clean,859.0,229.7,326.8
2884,ZOYZUK_clean,4535.7,755.6,1949.1
2885,FAGMOS_clean,7526.6,967.8,3853.7
2886,EGUNAX_clean,2247.3,488.2,1525.0
2887,XISDIO_clean,3973.7,481.2,1951.2
2888,acs.inorgchem.6b00661_ic6b00661_si_002_clean,669.8,159.3,209.0
2889,EDIKEH_clean,694.1,300.2,471.9
2890,MUVHER_clean,1610.2,307.7,932.1
2891,GANBED01_clean,2089.8,459.8,1379.4
2892,CUYYEB_clean,5057.5,652.5,2550.9
2893,KUYLOH_clean,921.0,324.9,549.8
2894,KOXFUA_clean,1100.5,295.7,508.6
2895,QOHYET_clean,2783.6,471.4,1647.5
2896,c5dt01100k_c5dt01100k2_clean,2745.3,415.6,924.0
2897,HUHNIJ_clean,8206.3,1029.5,3412.2
2898,UMOYOM_clean,1095.1,198.4,362.5
2899,ZIJVOF_clean,1150.4,254.8,634.1
2900,YOYSUB_clean,570.2,180.4,206.0
2901,HURNOX_clean,229.5,85.0,155.7
2902,KUKPUD_clean,1125.8,192.5,455.4
2903,MUHPAI_clean,577.6,283.2,391.6
2904,GORQAF_clean,132.9,76.9,88.2
2905,FAYQED_clean,3478.5,445.8,1344.9
2906,ASIRUR_clean,328.6,192.6,313.9
2907,XAQTIS_clean,828.7,180.4,500.4
2908,LAPLUM_clean,7719.3,3175.3,6101.2
2909,JEWCAP_clean,2322.0,838.1,1009.1
2910,OPUDAF_clean,1125.0,386.0,550.2
2911,KOJYEO_clean,1032.7,251.0,536.6
2912,GELJAJ_clean,1208.6,354.2,709.3
2913,FIJFOU_clean,1258.7,329.5,626.6
2914,ja506357n_si_002_clean,1535.9,382.8,1027.3
2915,XANZAQ03_clean,647.2,181.1,223.9
2916,QULMOA_clean,15776.7,3359.2,9392.2
2917,SODZIV_clean,604.0,231.9,273.9
2918,DEKHUX_clean,1197.2,273.1,568.4
2919,GEDTAM_clean,1117.0,209.2,506.7
2920,ja5019095_si_003_clean,628.1,236.3,254.3
2921,MAWVAK_clean,1390.1,258.5,634.4
2922,VEHJOJ_clean,1607.0,243.1,524.4
2923,QADVUN_clean,968.0,253.2,498.4
2924,ZOYKAB_clean,2033.9,373.3,1145.7
2925,VAZROF_clean,2539.5,547.5,1586.0
2926,TIVYAZ_clean,804.7,182.0,283.2
2927,WILRAK_clean,175.8,90.7,100.8
2928,EHAGEB_clean,938.8,226.6,405.9
2929,LUSZIJ01_clean,1056.1,275.2,675.8
2930,ZAVMIU_clean,755.3,260.7,290.5
2931,PEPKUR_clean,2219.7,497.3,1517.9
2932,UZAFIL_clean,929.4,328.0,458.0
2933,ETEJIX_clean,928.4,190.8,350.9
2934,FIRPAZ_clean,1460.9,278.0,513.1
2935,YARGOP_clean,625.7,162.9,251.6
2936,SEFVEG02_clean,687.5,262.0,282.8
2937,NIFTIH_clean,1066.0,259.2,610.3
2938,BACMOH_clean,296.3,153.4,163.2
2939,SIVKAK_clean,237.6,157.6,238.2
2940,QOVSOL_clean,4316.7,685.9,2388.5
2941,ONUJUE_clean,2619.6,451.6,1308.5
2942,OGAGEJ_clean,727.0,210.7,303.4
2943,LIXDAZ_clean,566.3,338.5,378.1
2944,QADWIE_clean,886.9,248.7,540.7
2945,IQIJIC_clean,5865.1,1100.7,3471.3
2946,XOGXAU_clean,5051.0,704.4,2515.8
2947,XUBJAF02_clean,272.5,121.2,224.1
2948,OWIJAH_clean,1591.3,198.3,780.8
2949,RAVVIU01_clean,606.2,259.6,312.0
2950,ROLCEC16_clean,93.7,92.5,92.2
2951,ic502643m_si_003_clean,5157.6,459.3,1890.1
2952,MAYGAU_clean,1744.6,326.3,1049.3
2953,IGOYIN_clean,427.6,233.7,248.9
2954,TOHPUC_clean,530.6,337.7,359.2
2955,CAMROA_clean,1789.2,264.5,913.8
2956,DAKVIW_clean,1227.2,194.2,471.9
2957,WEMDAV_clean,416.1,224.8,250.0
2958,BEPVOJ_clean,746.6,343.5,400.5
2959,KUJMEJ_clean,1057.4,178.4,437.2
2960,DACFAR_clean,5062.3,676.7,2423.0
2961,OTAVAH_clean,831.2,259.3,328.2
2962,MAQZOV_clean,494.2,388.4,475.9
2963,ZAVREV_clean,3016.6,403.0,1437.9
2964,QATXIU_clean,549.8,188.3,223.8
2965,QODHUO10_clean,3561.0,667.7,1724.7
2966,SANHUN_clean,2603.9,402.6,1436.9
2967,WUSGIC_clean,1600.2,290.3,745.1
2968,XAVQIU01_clean,797.5,182.9,329.6
2969,UVEVAT_clean,1814.7,227.6,789.1
2970,CUVHIL_clean_h,917.2,217.5,400.2
2971,XAFFAN_clean,572.8,175.2,203.2
2972,ERIRIG_auto,244.3,109.0,118.7
2973,HURFOR_clean,3172.9,409.7,1520.6
2974,NUGROX_clean,6746.9,692.1,2339.2
2975,YOZBIZ01_clean,14476.7,2988.6,8848.8
2976,ARAFEF_clean,1567.2,247.5,544.5
2977,UVUDUM_clean,4292.9,917.5,1684.6
2978,DIBPIP_clean,956.6,265.7,501.5
2979,GIWCAR_ion_b,1146.3,268.2,490.5
2980,LAVDOE_clean,840.7,262.4,414.0
2981,UMOBEF07_clean,815.2,184.8,330.8
2982,HUYKER_clean,229.1,159.7,175.6
2983,YOPNUO_clean,539.6,306.2,323.9
2984,UXEFAF_clean,923.4,257.0,435.3
2985,TOVKOG_clean,2260.8,325.2,733.9
2986,KAKCEH02_clean,1709.4,325.3,658.8
2987,ACUJOZ_manual,2662.8,350.5,886.8
2988,KEXFIC_clean,740.2,282.7,315.1
2989,COWMUX_clean,885.6,232.0,324.6
2990,IZENUY_clean,5077.9,436.3,1926.2
2991,HIYGIH_clean,719.1,193.3,263.0
2992,SUFHIM_clean,947.2,272.3,340.4
2993,LEQQAA_clean,2480.8,311.2,943.4
2994,SUPQAW_clean,277.8,106.5,116.1
2995,PUQHEP_clean,459.4,331.2,349.4
2996,REHMEY_clean,2871.4,679.0,1883.6
2997,cg900153m_si_001_clean,2920.6,394.9,967.5
2998,LEQCAN_clean,1831.3,214.3,714.2
2999,WAHDIT_clean,290.2,255.6,274.3
3000,EKIDEH_clean,2253.7,656.2,1646.2
3001,MOYNIY_clean,3036.4,550.0,1689.7
3002,VADWON_clean,2246.6,585.0,1089.1
3003,FUFREE_clean,276.1,197.5,231.6
3004,LUDLIH_clean,11699.3,1107.8,4744.5
3005,RIPWIY_clean,728.2,301.2,318.8
3006,EYOCOM_clean,1328.5,218.5,486.6
3007,CIFDUS_clean,2033.6,319.3,894.0
3008,AQEGUY_clean,1709.9,340.0,1013.8
3009,JESDIV_clean,1240.7,740.8,1110.7
3010,FALQIU_clean,825.2,551.7,627.8
3011,WIHTAK_clean,832.0,256.1,336.9
3012,KUGCOF_clean,860.1,179.4,545.8
3013,OCIVIH_clean,963.9,295.8,391.0
3014,FORKUU_clean,882.6,159.5,347.9
3015,OHIHOD_clean,847.7,263.6,628.0
3016,NOLRIR_clean,4500.0,858.8,2857.8
3017,ATULIM_clean,686.9,264.5,509.0
3018,FUMHOL_clean,237.7,165.5,190.2
3019,YOYVOZ_clean,4173.2,523.9,1977.6
3020,BETDIP_clean,2392.1,307.3,1069.6
3021,DEMLAJ_clean,444.9,383.7,454.2
3022,DEWRIH_clean,1628.1,393.2,673.0
3023,IYIGEC_clean,407.0,155.7,266.1
3024,GISWEM_clean,881.7,342.5,534.4
3025,GUQTOB_clean,903.5,285.6,617.0
3026,c5ce02277k_c5ce02277k2_clean,837.5,338.8,378.0
3027,SUPSIG02_clean,749.9,197.8,424.3
3028,OFESAU_clean,1303.9,403.7,621.9
3029,RUVKOJ_clean,815.8,213.6,340.6
3030,MOLKAB_clean,1600.5,309.1,762.2
3031,PEQTIQ_clean,1985.0,463.2,1197.6
3032,MUVGUG_clean,1538.7,294.3,891.8
3033,YEKXUJ_clean,760.9,190.5,291.9
3034,XAPCOJ06_clean,1081.6,185.1,457.5
3035,FERVIJ_clean,1055.6,257.9,489.0
3036,OWUHOF_clean,2310.7,583.0,1478.9
3037,acs.chemrev.6b00346_cr6b00346_si_001_clean,1550.4,209.2,556.1
3038,jacs.5b13491_ja5b13491_si_002_clean,4799.8,407.9,1753.6
3039,PEBTAT_clean,1618.0,338.6,654.4
3040,XUBGUY_clean,286.5,110.6,120.4
3041,QIYDEJ_clean,1550.0,298.9,524.5
3042,CUMJEB_clean,1563.5,502.0,911.1
3043,KASTIK_clean,1574.4,295.2,819.2
3044,VOVKUO_clean,1082.8,251.6,366.6
3045,FAYQUT_clean,11081.2,1055.9,4385.8
3046,IKOKEA_clean,2051.3,300.2,994.5
3047,MUGFOK_clean,2176.3,502.8,994.4
3048,VURNED_clean,2412.6,255.4,938.6
3049,OZUMAZ_clean,3503.8,399.3,1213.3
3050,YEDKOI_clean,662.0,176.6,264.7
3051,KECRAL10_clean,198.0,100.3,110.6
3052,USISEW_clean,1519.6,539.7,1109.1
3053,KASPOL_clean,830.1,265.8,641.3
3054,YUFLOC_clean,977.1,204.0,366.0
3055,MOGXUB_clean,682.1,237.2,333.6
3056,NOLQUA_clean,696.8,416.6,424.3
3057,LUVTAY_clean,2523.6,467.0,939.6
3058,VUMCIQ_clean,1981.0,458.8,1167.5
3059,EGAFOJ_clean,1156.6,269.4,576.1
3060,DEKPUF_clean,2454.5,289.7,1033.4
3061,TAHYUZ_clean,1824.4,708.6,1192.4
3062,VEMMEG_clean,1105.9,229.0,399.4
3063,FASGAK_clean,503.7,225.9,382.2
3064,TAYNEN_clean,1208.2,420.1,568.0
3065,SEGMEW_clean,720.2,294.7,313.7
3066,NUVYIN_clean,1232.1,355.5,678.9
3067,YACHUH_clean,344.3,135.4,232.4
3068,VURNED03_clean,2368.8,271.3,936.2
3069,FUNBAS_clean,890.5,258.6,457.1
3070,UFEMIC_clean,305.1,137.7,145.5
3071,acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,897.0,225.2,386.9
3072,GAMTOE_clean,517.9,348.4,356.3
3073,YELYOE_clean,915.4,232.7,633.0
3074,OYEJOS_clean,1537.6,348.6,559.4
3075,MINCIX_clean,1403.4,248.4,465.2
3076,ZUMWUZ_clean,1265.6,207.6,406.6
3077,QOQWOK_clean,1262.7,268.2,524.1
3078,VAYFUY_clean,826.0,311.8,482.6
3079,ja302380x_si_003_clean,1987.6,292.2,955.6
3080,TISJOW_clean,555.9,507.6,498.7
3081,XEKJON_clean,2989.5,1721.7,2513.4
3082,CUXFUX_clean,8383.2,1163.0,4300.0
3083,DIMQIB_clean,3291.8,491.1,1794.0
3084,QIWPET_clean,1256.8,228.2,543.6
3085,MIMSUY_clean,2156.4,446.1,996.3
3086,ic5b00096_auto,9902.5,800.5,3661.4
3087,XAJSEJ_clean,1928.8,205.1,669.9
3088,AVIHIY_clean,705.9,161.8,315.1
3089,REHVAD_clean,3899.3,804.6,2507.9
3090,TANNUT_clean,1865.3,468.3,790.9
3091,WIYWOS_clean,4579.9,716.8,2278.7
3092,PAXWOB_clean,966.9,191.8,634.9
3093,YOVXEO_clean,1471.3,475.4,783.2
3094,LOWPUI_manual,1858.0,373.2,1155.7
3095,LAYGAV_clean,7570.3,849.5,3648.3
3096,UCUTIW_clean,1385.8,261.6,536.1
3097,FASQUN_clean,1944.3,558.2,1352.3
3098,FEWGUL_clean,3338.6,694.2,2077.0
3099,ja300034j_si_002_clean,1150.4,229.2,385.4
3100,XEDPIH_clean,947.0,272.4,645.7
3101,AWAHEM_clean,647.5,210.6,247.6
3102,IWOSAP_clean,678.6,317.9,352.1
3103,SISQES_clean,1483.4,283.0,814.6
3104,SINQAH_clean,1120.3,282.9,781.6
3105,SOMSIY_clean,1059.5,174.7,572.6
3106,XEFGAQ_clean,1025.4,277.6,594.5
3107,DEBWAK_clean,1475.2,377.1,557.9
3108,AWASOI_clean,1018.7,291.0,483.0
3109,XUMRUU_clean,2691.2,331.4,1135.9
3110,EKEMEO_clean,4127.0,799.8,2253.5
3111,XEVHAJ_clean,3645.7,1005.5,2299.6
3112,EHAGIF_clean,958.5,225.0,411.5
3113,GITZAM_clean,654.2,465.8,646.0
3114,CIPLIX_clean,1369.4,205.4,682.2
3115,IZIKEJ_clean,512.5,197.8,204.6
3116,ODIMAQ_clean,357.3,229.1,253.9
3117,LUYVAD_clean,2386.4,945.5,1949.6
3118,FAVGAN_clean,2498.9,493.2,1144.7
3119,OPAPUR_clean,703.9,373.0,387.2
3120,GIWCIZ_ion_b,854.7,280.9,467.7
3121,LEYPAI_clean,455.1,174.1,197.7
3122,TUTHOG_clean,1704.1,282.2,775.3
3123,KIYJAF_clean,523.4,457.5,469.0
3124,DIDBAV_clean,5439.8,533.3,2235.0
3125,LEYREO_clean,349.8,150.3,161.1
3126,IKOVAH_clean,2126.6,302.9,930.3
3127,FAQGIP_clean,1380.4,288.1,755.6
3128,HAHCUR_clean,2799.2,399.8,1286.7
3129,DUNJON_clean,472.8,271.5,287.2
3130,WEVRUK_clean,341.9,231.2,262.9
3131,ENCUCC10_clean,436.9,248.8,270.4
3132,CUNWEO_clean,2636.6,418.3,1123.2
3133,c6cc00399k_c6cc00399k2_clean,8871.8,999.2,3939.7
3134,SAJLOH_clean,941.2,241.5,395.7
3135,UGOFED_clean,2030.8,393.3,1225.3
3136,OQOXAV_clean,2451.4,416.9,1229.3
3137,BEFMUW_clean,3577.3,502.3,1912.0
3138,EDADIX_clean,995.2,239.6,604.7
3139,EKOMAU_clean,1213.5,359.2,745.0
3140,INIXOT_clean,1515.0,484.0,1149.1
3141,FAVGOB_clean,1391.1,428.8,685.0
3142,NIVZOJ_clean,341.8,185.5,202.5
3143,EBOXEA_clean,1152.6,347.7,418.9
3144,FOKYIP_clean,7169.8,850.4,3465.4
3145,ja4015666_si_002_clean,887.8,198.8,296.4
3146,SONTUL_neutral_b,785.4,181.5,302.9
3147,GOSDID_clean,2921.1,457.4,1386.1
3148,NIKYOW01_clean,745.6,257.3,442.4
3149,YOZBOF_SL,6431.7,802.4,2952.6
3150,YAFDAM_clean,331.2,123.6,221.8
3151,XEVHEN_clean,3435.1,955.6,2235.0
3152,RIBTAZ_clean,1895.9,255.2,674.2
3153,ACOLEL_clean,563.3,472.4,542.6
3154,XIPGUA_clean,229.4,161.0,188.6
3155,XACYAB_clean,5102.2,1099.0,3070.5
3156,XUFXED_clean,883.7,224.0,290.5
3157,NADKEK_clean,186.4,104.4,174.8
3158,HOWPOZ_clean,3428.8,410.4,1348.6
3159,MATHEV_clean,764.9,251.8,427.0
3160,PEFSUQ_clean,580.9,338.8,358.4
3161,EJEGUW_clean,7589.5,817.1,3122.8
3162,CODGAE_clean,1470.2,245.3,683.0
3163,HADXIW_clean,537.8,195.3,219.1
3164,WEYQAU10_clean,1058.8,164.9,467.7
3165,QITZIE_clean,1357.5,550.8,656.1
3166,SEQSOY_clean,2921.2,378.4,1400.6
3167,SIVJIS_clean,1718.1,328.8,880.1
3168,c4qi00190g_c4qi00190g2_clean,2927.0,1821.3,2615.7
3169,j.inoche.2015.03.054_CIFs_clean,591.2,151.7,194.7
3170,BEWCUD_clean,187.3,83.3,92.2
3171,XUFWEB_clean,1607.0,201.1,694.1
3172,IQEKUM_clean,1896.4,274.6,983.7
3173,c4qi00175c_c4qi00175c2_clean,2118.5,754.7,1644.8
3174,RIPNIP_clean,1517.6,303.1,715.4
3175,ic402058f_si_005_clean,2333.3,499.9,1467.5
3176,c5dt01190f_c5dt01190f2_clean,1338.6,309.2,656.8
3177,IQABEJ_clean,735.7,294.2,346.8
3178,QEWDON_clean,1132.0,259.9,708.3
3179,KITWIV_clean,1332.4,260.0,534.0
3180,LEQVUZ_clean,5394.0,519.0,1838.0
3181,PASKAX_clean,469.3,378.7,385.0
3182,ja512437u_si_004_clean,3052.3,451.4,1629.5
3183,WUDVEY_clean,488.5,270.9,282.0
3184,JADMIN_clean,5529.1,1438.2,3744.8
3185,IWAYUA_clean,271.3,129.4,139.8
3186,OFESIC_clean,1338.4,391.5,620.1
3187,EXEXAH_clean,693.4,244.9,267.2
3188,VEMDAT_clean,998.4,290.5,525.7
3189,ABEXEM_clean,1168.7,260.5,551.0
3190,TULLIW_clean,383.1,200.7,353.7
3191,DOYBUQ01_clean,592.1,151.8,318.1
3192,MAKFIQ_clean,862.0,232.4,343.6
3193,QOPPOC_clean,2231.0,449.6,1415.7
3194,SANJAV_clean,2806.5,442.5,1550.1
3195,UDAWOO_clean,716.0,198.3,277.1
3196,NAWWOA_clean,3076.5,518.6,1767.0
3197,OQOJUB_clean,1219.0,415.4,624.4
3198,COKQOK_clean,4653.6,410.8,1665.1
3199,CODNAM_clean,1488.1,224.1,833.4
3200,WASMUB01_clean,1278.3,288.6,761.1
3201,CODJUC_clean,2450.8,688.2,1199.3
3202,WUDJAI_clean,1079.1,468.9,550.8
3203,JIVSIR01_clean,1817.1,1304.2,1634.6
3204,YOYPIN_clean,676.6,256.0,393.9
3205,KOMHOL_clean,3359.9,953.4,2239.1
3206,CUFFAL_clean,2545.2,251.1,982.2
3207,BOHGOU_clean,228.0,135.8,218.9
3208,WOWBER_clean,369.3,283.1,358.9
3209,LAFQUG_clean,2559.1,338.8,1097.5
3210,LUDKOM_clean,2018.3,508.6,1337.0
3211,WUWQEL_clean,641.8,259.3,286.1
3212,MUGXIX_clean,4406.4,533.0,2139.2
3213,IPEBEM_clean,7787.4,2742.8,5801.9
3214,cg300302n_si_004_clean,280.2,227.9,243.7
3215,XASJUZ_clean,1530.3,289.2,699.3
3216,ABEYEN_clean,1063.8,265.9,525.6
3217,WEBQIF_clean,1341.6,216.4,681.5
3218,HIDMEO_clean,404.0,325.3,344.2
3219,MIJYEK_clean,726.4,227.0,350.5
3220,LAVZUG_clean,465.7,139.6,165.9
3221,FANCOP_clean,1532.0,300.5,735.0
3222,JORVET_clean,1828.0,312.9,746.8
3223,CECCET_clean,1422.7,582.9,653.0
3224,NUNWIE_clean,930.7,192.4,425.6
3225,FALJAF_clean,341.8,281.0,332.3
3226,UMUXEG_clean,652.3,239.6,262.5
3227,MUWRON_clean,1527.6,228.7,578.4
3228,ZILBAZ_clean,1962.3,421.4,882.6
3229,DOGMET_clean,1974.1,529.1,1137.1
3230,RONSOE_clean,1665.2,450.3,1141.5
3231,GUKFEY_clean,949.6,176.7,434.5
3232,ECAHEX_clean,1055.2,366.0,474.9
3233,ZIKJIO_clean,1310.0,228.0,465.6
3234,YUZXAT_clean,1426.2,405.7,908.4
3235,OPOZEZ_clean,580.2,244.8,272.6
3236,PUWDIU_clean,2333.1,248.7,917.7
3237,XEDPED_clean,5463.7,679.2,2596.8
3238,LAWFUL_clean,4130.1,418.9,1318.9
3239,YICGOI_clean,1919.2,492.2,1263.3
3240,MIHLOF_clean,944.4,357.7,484.5
3241,ja5109535_si_002_clean,10341.4,876.0,4180.4
3242,ORAGEU_clean,380.1,265.9,297.2
3243,WAVQUH_clean,1606.3,289.3,694.8
3244,GEZYOB_clean,4259.7,511.8,1726.0
3245,WEBROK_clean,1563.7,1072.9,1458.0
3246,ODAGEI_clean,4464.8,967.2,2004.2
3247,CIKCOQ_clean,1248.2,314.3,859.8
3248,ESARAT_clean,1451.6,425.3,1027.7
3249,TONTIB_clean,5976.8,501.5,2268.5
3250,UMOZUT_clean,930.3,197.1,319.8
3251,KASRED_clean,2838.2,323.1,1089.1
3252,GULCAS_clean,3141.1,622.5,2021.6
3253,OFERUN06_clean,627.1,242.3,260.1
3254,TISKOW_clean,869.6,297.9,477.5
3255,YARSIV_clean,1003.5,467.5,541.4
3256,CUPHIG_clean,1464.7,214.0,537.2
3257,cm501138g_si_003_clean,2804.5,1090.2,1926.1
3258,HUNBEX_clean,448.8,192.7,213.1
3259,VAYDOQ_clean,1507.7,288.0,800.4
3260,COKQIE_clean,4568.8,415.2,1634.7
3261,EFEGOM_clean,2222.5,336.1,1088.9
3262,BIHRER_clean,5957.1,968.7,2864.3
3263,DOQHIB_clean,1404.8,299.2,696.6
3264,PURSEC_clean,4012.5,727.5,1627.8
3265,ASIQIE_clean,1428.6,273.4,510.6
3266,cg5013796_cg5013796_si_004_clean,1143.1,317.4,530.8
3267,WUSLED_clean,1733.0,282.0,613.5
3268,MUDLIH_manual,495.0,268.8,279.1
3269,DAXJET_clean,602.3,381.7,580.5
3270,ADODOO_clean,640.9,233.6,361.4
3271,VUHGAH_clean,1164.6,323.8,671.2
3272,MIXBAY_clean,655.9,161.6,224.2
3273,YINXIE_clean,1188.7,337.1,570.5
3274,KEGZOL01_clean,509.0,143.9,176.8
3275,JIVSEN01_clean,1615.6,1149.2,1480.9
3276,TOLYOJ_clean,715.6,211.4,303.1
3277,VOCPEK_clean,1667.8,549.6,868.0
3278,UTACOJ_clean,777.9,247.5,293.3
3279,acs.inorgchem.6b02007_delta-Ru_phen_2_4_PF6_2_clean,3118.2,484.2,1542.3
3280,UXEDIL02_clean,784.2,254.8,317.2
3281,MIZPUI_clean,735.4,188.7,291.2
3282,YIRHOY_clean,3984.4,600.2,2266.0
3283,BUCPEW_clean,1932.1,607.1,1119.3
3284,VAMYEQ_clean,2017.6,277.2,658.7
3285,GIRYUD_clean,1565.3,546.5,1084.1
3286,TAQYER_clean,116.4,128.7,115.5
3287,LUTBUY_clean,1069.1,276.7,674.0
3288,WOGLAF_clean,668.3,174.1,394.6
3289,j.jssc.2016.09.025_cif-3_clean,781.2,374.0,650.6
3290,cg500192d_si_003_clean,671.4,184.1,222.3
3291,jacs.6b00564_ja6b00564_si_005_clean,1810.3,533.9,1262.1
3292,YOCSEQ_clean,878.4,259.7,508.2
3293,UNACES01_clean,3205.8,527.8,1789.7
3294,GUVCOP_clean,1713.9,371.0,690.1
3295,FESBEM_clean,1300.2,296.6,811.2
3296,AFUPEX_clean,998.8,182.5,412.3
3297,REKZIR_clean,878.4,563.4,573.3
3298,AKUKUO_clean,959.7,276.0,525.4
3299,IXUQOJ_clean,3600.9,617.2,1962.9
3300,POLDUQ_clean,2802.3,553.3,1536.9
3301,RUWZIU_clean,1674.1,656.2,700.5
3302,BASTIA_clean,1045.1,550.3,580.6
3303,EBINUA_clean,1835.4,532.9,737.0
3304,YARKEJ_clean,4659.6,834.9,2842.6
3305,c6ce00104a_c6ce00104a2_clean,4228.8,622.0,1708.8
3306,jz4002345_si_004_clean,1263.3,296.0,557.8
3307,BUWMIR_clean,779.9,210.1,264.7
3308,KABXAO_clean,550.1,233.8,249.4
3309,c5ra23134e_c5ra23134e2_clean,795.7,218.0,402.3
3310,NAFGOR_clean,814.5,244.8,534.7
3311,TIDMEA_clean,1029.2,274.5,377.8
3312,WOMFEK_clean,6675.9,5392.2,5936.8
3313,OKILUR_clean,793.1,313.8,437.2
3314,ZADREE_clean,3616.8,864.4,2282.4
3315,ZIDVAL_clean,3377.6,889.8,2325.6
3316,VAGKOF_clean,431.8,425.6,428.1
3317,EBAVOV_clean,9062.0,1649.3,5375.6
3318,IYAJOJ_clean,1120.1,228.4,525.8
3319,ZOHBEF_clean,315.9,227.4,310.0
3320,VELVIS_clean,3155.8,1266.1,2458.2
3321,KOMDAT_clean,1965.5,367.7,767.9
3322,TUMREA_clean,1650.5,320.7,982.3
3323,MOXNIY_clean,1119.8,315.3,561.5
3324,LEHTID_clean,365.5,217.1,341.1
3325,ESURER01_clean,1812.8,301.7,885.3
3326,HUCBEN_manual,1235.2,236.8,667.6
3327,GIKMOD04_clean,1054.8,274.6,674.7
3328,IQEWOQ_clean,570.0,253.4,286.0
3329,WANHIF_clean,1251.8,201.6,456.7
3330,CURYOE01_clean,7636.7,748.0,2843.5
3331,SEHLAU_clean,359.7,138.5,227.4
3332,UFUNAK_clean,1644.8,401.5,1146.4
3333,DIPLUL_clean,793.4,387.4,397.8
3334,ITAPAU_clean,523.7,176.9,195.3
3335,HUZSOL_clean,2913.8,436.0,1260.8
3336,NUFBOH_clean,4729.6,563.8,2366.2
3337,BUCYAA_clean,1656.9,436.6,1134.3
3338,FASGIS_clean,1672.2,412.2,1056.3
3339,OFERUN02_clean_h,968.8,316.2,366.2
3340,KUZZAI_clean,1465.3,318.2,739.2
3341,YAXBEF_clean,2132.1,480.3,1430.3
3342,FAKMAH_clean,1838.4,285.1,684.9
3343,IHAJEH_clean,905.0,222.8,325.7
3344,FASGEO_clean,497.2,226.8,386.4
3345,ATUXOE_clean,966.1,299.5,528.2
3346,CAYSIE_clean,818.7,420.4,445.2
3347,UDANEV_clean,4679.2,411.0,1841.2
3348,IDAHAY_clean,1201.2,361.7,657.5
3349,IFEROC_clean,59392.0,10344.3,31461.7
3350,XAHPON_clean,805.7,199.5,260.7
3351,PAPXUB_clean,1242.7,397.7,840.0
3352,RIYWED_clean,2702.7,564.6,1436.4
3353,LUCKAX_clean,1037.5,391.8,807.3
3354,ETIYEN_clean,4052.1,1059.9,2936.5
3355,RUFMUA_clean,967.5,295.1,530.7
3356,QOWLEU_clean_h,467.7,239.6,257.0
3357,RAZYOI_clean,1358.9,237.9,580.8
3358,DIBPAH_clean,3673.4,544.8,1994.6
3359,DIVSUY_clean,3034.4,376.9,1446.2
3360,EWESAC_clean,948.6,273.8,629.9
3361,MADVUJ_clean,1079.9,357.1,669.8
3362,BEPVAV_clean,579.4,337.3,349.2
3363,IKUBUL01_clean,2489.8,461.8,1547.8
3364,DUNXUH01_clean,2899.9,375.5,1518.3
3365,HUZSUR_clean,812.4,242.2,344.2
3366,USUPUV_clean,533.6,255.3,267.8
3367,OSUPID_clean,10702.3,5622.5,8761.1
3368,CUQSAK_clean,2374.9,420.5,926.5
3369,QUNVIG_clean,7480.2,734.3,2579.6
3370,PORLEP_clean,533.5,292.9,310.3
3371,XADFEP_clean,1046.8,287.3,609.3
3372,NOSHIO_clean,720.0,183.0,342.2
3373,KIDXUR_clean,847.2,254.2,422.9
3374,NOCZAI_clean,1254.7,433.1,585.1
3375,WURKEB_clean,1399.9,232.0,574.6
3376,QUTTII01_clean,808.1,196.4,407.2
3377,SUPLOF_clean,1631.7,281.3,590.9
3378,SAKDEQ_clean,2321.9,398.2,1244.3
3379,ERAMER_clean,1512.2,260.6,516.4
3380,XOMJOY_clean,4681.8,800.4,2605.4
3381,LURLOB_clean,1548.1,223.4,566.3
3382,c5dt02624e_c5dt02624e2_clean,3920.0,445.9,1434.2
3383,YEZKIZ_clean,2552.9,519.3,1351.9
