,MOF,15bar time (s),1bar time (s),5bar time (s)
9468,DAFYER_clean,1657.9,334.9,1265.0
9469,HAXNOJ_clean,573.8,166.1,237.7
9470,QODHUO05_clean,3509.4,679.8,2027.8
9471,OQOBUT_clean,1523.2,280.9,834.8
9472,LOMMIL_clean,210.9,202.1,255.9
9473,YINPEQ_clean,403.4,123.4,168.4
9474,KICXEB_clean,394.6,333.6,436.0
9475,LIVLUZ_clean,1290.5,262.8,886.6
9476,OCUREK_clean,1209.3,284.1,856.2
9477,DAKVUI_clean,5169.8,513.2,2540.5
9478,XANZAQ02_clean,1694.1,311.8,786.6
9479,PAMTII_clean,828.4,201.9,406.8
9480,ja403810k_si_003_clean,3734.1,511.7,1431.5
9481,UNUNEY_clean,1644.8,278.1,605.4
9482,OTEGUR_clean,1645.7,213.9,1026.1
9483,HAWREE_clean,2198.8,375.5,1355.1
9484,CUNRAG_clean,2268.3,1040.2,2073.7
9485,VIYMAT_clean,954.1,212.4,532.4
9486,XITYOP_clean,3090.4,360.6,1573.4
9487,ECUDOX_clean,1046.8,245.2,513.6
9488,EXECAN_clean,3041.0,416.0,1803.8
9489,GACVIS_clean,806.6,153.5,383.3
9490,ZERNUH_clean,1541.9,541.5,899.0
9491,KIVVOC_clean,2342.9,534.2,1895.2
9492,LUYSEF_clean,1122.9,255.9,542.6
9493,SEHXIN_clean,722.4,168.1,381.9
9494,PUBSOV_clean,6172.8,1212.9,4370.6
9495,DUKMON_clean,348.5,306.7,402.7
9496,VARWUI_clean,979.5,271.0,417.4
9497,CIGFAB_clean,1454.8,276.1,894.4
9498,SETSIV_clean,428.2,139.9,192.0
9499,YIWPID_clean,734.7,194.6,306.0
9500,ECODIK_clean,1853.6,269.2,1012.8
9501,BOWNUY_clean,1022.3,210.8,440.6
9502,EBATUY_clean,822.8,236.9,520.6
9503,UFITEJ_clean,496.1,178.8,247.2
9504,GAPMUI_clean,1285.4,348.2,802.5
9505,USAYOE_clean,4148.2,847.8,3051.9
9506,BEFGEA_manual,3965.6,408.1,1759.0
9507,NIWPIU_clean,63.7,60.6,78.7
9508,ROYROO_clean,1012.7,246.5,714.0
9509,S2053229616015515_yp3128sup1_clean,4706.7,2118.7,4878.5
9510,HAJRES_clean,1262.6,320.6,932.4
9511,HOGQIF_clean,944.8,450.9,790.2
9512,acs.inorgchem.6b00894_ic6b00894_si_003_clean,911.1,370.2,649.8
9513,C5DT04820F_c5dt04820f2_clean,1925.0,424.7,953.9
9514,c5cc10203k_c5cc10203k2_clean,2010.5,292.7,815.6
9515,QUBWIU_clean,1335.9,279.3,600.6
9516,ILUFIF_clean,919.5,293.9,458.4
9517,CIFLUA_clean,3776.7,418.8,1676.2
9518,QOSJEP_clean,2000.2,332.8,1101.3
9519,SABWEA_clean,701.9,262.1,485.9
9520,MAGVOG12_clean,154.1,155.9,197.8
9521,WEHJAW_clean,2530.6,289.9,1263.6
9522,c6dt00349d_c6dt00349d2_clean,3307.6,702.4,2656.4
9523,ja6b00695_si_002_clean,1485.8,362.1,942.3
9524,OSOTIB_clean,1486.0,218.2,665.1
9525,ETIXOW_clean,4110.5,1333.8,3897.5
9526,RUHFOR_clean,329.1,139.5,179.0
9527,MUPYOM_clean,1067.8,293.0,542.0
9528,HIZTUG_clean,932.9,205.1,597.5
9529,SIKJOM_clean,743.2,278.0,396.8
9530,YAGJOI_clean,1338.2,279.5,828.2
9531,j.inoche.2015.06.023_inc06028-mmc3_clean,1037.5,307.8,552.4
9532,UFEVIL_clean,1895.3,387.9,976.6
9533,WUGPUL_clean,1426.3,203.2,616.0
9534,OSIWUJ_clean,730.3,361.0,508.3
9535,ROBYOY_clean,7398.7,2132.5,6276.7
9536,ORAWAH_clean,2007.0,259.7,1011.9
9537,COKJIX_clean,1021.2,329.5,854.7
9538,LETPUX_clean,1201.4,224.3,569.7
9539,CITXUZ_clean,948.1,322.5,641.8
9540,LADQOZ_clean,3033.4,452.2,1828.1
9541,YIBMON_clean,2093.6,429.9,1586.6
9542,YODWOF_clean,152.8,76.2,102.7
9543,MAGVOG30_clean,264.6,105.9,241.2
9544,NIRMUW_clean,942.4,268.1,759.0
9545,ZEFVOX_clean,503.3,294.4,403.4
9546,KOFPEB_clean,1361.6,398.5,773.8
9547,TOWNOK_clean,4738.9,783.7,3094.8
9548,HABQUY_clean,345.9,134.7,180.0
9549,j.jssc.2014.12.012_111202b_0m_clean,1124.0,287.0,663.7
9550,VATVIY_clean,1809.9,484.2,922.4
9551,FUHJOJ_clean,3013.4,522.4,1857.4
9552,POYPAW_clean,4020.0,517.1,2533.6
9553,GEPDIQ_clean,3904.5,714.4,2785.4
9554,AHUFIU_clean,792.9,249.7,348.2
9555,NEDJAJ_clean,507.9,230.6,297.3
9556,XIGHEB_clean,470.6,178.8,235.9
9557,ZOZPUB_clean,1030.1,319.6,480.0
9558,MAZJAY_clean,881.5,323.1,621.4
9559,KIYQOA_clean,1934.0,356.5,1383.9
9560,JIYXUL_clean,223.6,174.3,247.3
9561,QIGBIR_clean,309.7,119.8,152.2
9562,ANAWIX_clean,1126.7,237.5,698.3
9563,MAGVOG10_clean,170.7,157.7,195.9
9564,GERPUP_clean,324.4,225.9,300.0
9565,NOQNOY_clean,812.2,324.7,432.9
9566,CUGXAF_clean,1310.6,261.6,707.8
9567,TUBJAD_clean,591.6,306.8,389.3
9568,WENKIL_manual,1461.2,419.6,840.9
9569,SOJTOC_clean,547.7,300.6,386.2
9570,SUPSIG03_clean,1349.8,245.7,856.5
9571,AXUHIL_clean,2132.2,527.3,1422.2
9572,AZEWEH_clean,1033.4,251.0,746.7
9573,OSIKUX_clean_h,4694.8,440.4,2146.5
9574,LAQNUP_clean,2073.1,253.4,1012.6
9575,FOQNIK_clean,986.1,240.0,596.2
9576,c6ra10144e_c6ra10144e2_clean,4695.4,846.1,3507.5
9577,NAJQUN_clean,4464.0,604.6,2955.6
9578,ZURQOS_clean,867.5,235.3,507.8
9579,VIWKOD_clean,1682.7,359.4,741.9
9580,IXEJOL_clean,1734.4,310.0,974.3
9581,TIGQUX_clean,4126.8,757.6,2973.3
9582,OBEDEE_clean,2246.8,359.3,1117.2
9583,YUZJOU_clean,828.2,297.2,701.7
9584,TAJWAF02_clean,1044.1,387.3,675.6
9585,VIRQAO_clean,713.1,242.4,419.1
9586,GAGTEQ_clean,2612.0,385.9,1704.7
9587,INOMOP_clean,930.7,215.4,516.1
9588,FIKQIB_clean,697.4,363.0,459.5
9589,LAPZEK_clean,2085.9,256.3,972.9
9590,ELERIY_clean,563.9,146.5,239.9
9591,TEVZUQ_clean,768.0,262.3,582.5
9592,YAPLUY_clean,3952.0,549.9,1867.8
9593,LADQUF_clean,2920.0,447.4,1811.2
9594,j.ica.2016.09.002_2_clean,892.6,491.1,661.9
9595,EQOCES_clean,1763.2,418.3,1192.2
9596,MIMDAP_clean,767.5,441.3,558.1
9597,EXENAX_clean,1598.1,317.3,816.7
9598,DUKNII_clean,2678.2,754.7,1975.8
9599,AZAFIS_clean,681.5,168.0,450.1
9600,WAQQUB_clean,2646.8,537.7,1693.0
9601,XIVVEF_clean,2452.5,346.0,1632.9
9602,COCNEP_clean,709.3,194.1,297.8
9603,FIJDIM05_clean,2106.4,360.9,1348.4
9604,ATUYAR_clean,1190.0,290.5,778.1
9605,AVAGUB_clean,2223.5,499.4,1186.2
9606,AVETAY_clean,657.9,136.8,390.2
9607,ROLZEZ_clean,1430.0,313.2,863.2
9608,LEQBUG_clean,1839.7,227.8,898.3
9609,PENZIS_clean,1753.1,239.0,960.7
9610,OMEWUZ_clean,451.9,374.2,481.7
9611,ABESUX_clean,1463.9,189.7,741.5
9612,WEGGAS_clean,1209.2,317.4,932.9
9613,OXEVOE_clean,701.8,217.3,438.0
9614,DIVGIA_clean,4275.3,905.9,2387.8
9615,PEWXUL01_clean,3465.3,538.0,2178.0
9616,ic200054b_si_002_clean,2604.4,790.1,2206.4
9617,SORQAT_clean,1533.9,403.7,1179.0
9618,ALALUU_clean,255.5,120.4,269.4
9619,DEBGIA_clean,845.5,312.2,566.7
9620,KAVTEI_clean,1568.7,314.6,909.4
9621,XOCWUJ_clean,909.8,225.4,473.6
9622,LIWYEX_clean,1152.6,301.8,471.2
9623,JUJMOS_clean,6462.0,719.9,3439.3
9624,HOVQUG_clean,2690.9,566.9,2209.1
9625,AYUJIP_clean,2112.2,434.9,1146.1
9626,AWIBAK_clean,1391.7,824.4,1096.3
9627,RUYKAZ_clean,6287.1,831.3,3850.9
9628,YEFNIG_clean,511.6,157.0,212.6
9629,CUVHIL01_clean,894.3,210.9,456.2
9630,REGLOG_clean,1028.1,231.9,513.7
9631,GUPCAW_clean,1196.7,335.6,491.0
9632,YACHOB_clean,345.9,137.9,315.9
9633,IZEQUB_clean,4717.3,569.9,2843.8
9634,FIJYED_clean,1850.6,402.0,1475.2
9635,VUNYUZ_clean,4546.6,1140.6,3713.4
9636,YITHOA_clean,503.0,260.5,339.2
9637,TOFQEM_clean,2685.1,421.0,1863.3
9638,FECZAQ_manual,1180.5,236.0,561.0
9639,BEFLUV_clean,478.7,144.5,292.5
9640,GIJXAA_clean,2614.3,326.1,1577.0
9641,SIFVAG_clean,388.3,252.4,304.5
9642,EZEQUX_clean,1612.3,361.3,1153.0
9643,QOFDEW_clean,3451.7,672.6,2094.3
9644,CEZNAY_clean,905.0,333.1,549.1
9645,HEBNOT_clean,728.6,213.5,337.4
9646,DAXGUG_clean,1382.7,342.6,1120.6
9647,ERUVEU_clean,367.6,140.9,325.6
9648,CAYYEG_clean,795.5,414.8,527.8
9649,MAGVOG22_clean,200.2,80.8,153.7
9650,UKULOB01_clean,250.9,113.6,250.1
9651,ESUSOC_clean,1189.1,240.4,668.8
9652,CAXXEG_clean,3315.1,493.2,1854.7
9653,HOCDOU_clean,416.6,164.8,228.8
9654,OJOSIR_clean,3713.5,619.2,2597.8
9655,YAVZAX_clean,538.2,130.3,322.2
9656,UTULUR_SL_part,3441.6,679.1,2604.2
9657,AVELUJ_clean,4718.5,563.5,2260.9
9658,NUCREJ_clean,475.1,352.8,461.1
9659,RITGUY_clean,563.5,224.4,295.2
9660,HADXOC_clean,266.4,119.4,279.6
9661,HITXUE_clean,2969.3,345.5,1593.4
9662,QEZZIF_clean,1070.9,350.9,617.1
9663,WEFDIW_clean,646.3,530.2,772.7
9664,GIZJOP_clean,693.4,240.3,542.5
9665,LUSYEF_clean,1373.2,225.1,625.9
9666,KOFPEB01_clean,1374.8,399.8,774.8
9667,VIRPOC_clean,872.7,235.5,403.9
9668,LELDUD_clean,821.4,192.3,320.3
9669,MOFPEE_clean,901.7,202.5,636.7
9670,IZOWEA_clean,874.4,240.2,342.3
9671,PEDMER_clean,961.2,233.5,639.6
9672,IMISIH_clean,2117.4,386.3,1394.7
9673,BETFEN_clean,1113.3,211.6,589.7
9674,acs.inorgchem.6b00186_ic6b00186_si_003_clean,709.1,332.6,771.2
9675,FUTDII_clean,1022.3,257.9,469.0
9676,COYVAO01_clean,2130.5,436.8,1584.7
9677,TASWAN_clean,2512.5,291.7,1188.1
9678,FALVOF_clean,1742.3,340.3,709.4
9679,SAJRAW_clean,502.2,149.9,208.3
9680,YIDSOT_clean,1363.1,274.7,922.3
9681,UJOJAG_clean,424.4,161.4,345.6
9682,OPUCUY_clean,1072.7,410.7,607.0
9683,TAJTOQ_clean,1324.1,395.3,681.0
9684,TARWAK_clean,784.5,357.7,460.2
9685,SIRZUQ_clean,506.7,393.2,500.5
9686,XOVQIJ_clean,2644.4,425.2,1348.3
9687,LOGBEO_clean,1116.3,191.3,583.1
9688,YOZYUJ_clean,2354.9,290.1,1124.5
9689,KUNLAH_clean,1023.5,207.8,632.0
9690,ATICAH_clean,555.8,257.5,337.5
9691,QAWREM_clean,1664.4,401.8,1322.1
9692,MIXYID_clean,1524.3,276.7,877.1
9693,ja5b02777_si_008_clean,499.3,222.9,278.9
9694,c5dt04033g_c5dt04033g2_clean,1494.7,561.3,1511.6
9695,SARNOQ_clean,870.7,241.8,392.2
9696,PIJJEZ_clean,23550.7,3093.4,14866.1
9697,KULMAG_clean,5015.5,687.5,2799.8
9698,AZAWAZ_clean,199.7,153.8,223.1
9699,EWUSUL_clean,466.3,214.2,267.7
9700,BEGBOG_clean,616.2,291.5,373.8
9701,HIWKII_clean,387.4,200.8,256.5
9702,MAXHOK_clean,131.0,67.6,108.4
9703,IFENOY02_SL,2173.0,782.3,1080.7
9704,OCUGEZ_clean,803.5,255.9,436.8
9705,PUPXII01_clean,272.9,196.8,278.4
9706,XOSPOK_clean,1643.4,230.5,1000.7
9707,XOPJAO_clean,2411.5,667.7,1958.4
9708,RUBTAK07_clean,9916.1,1435.3,6355.6
9709,DAPBED_clean,14472.6,1436.4,7112.5
9710,QOFDAS_clean,3599.6,658.5,2098.8
9711,GOSRIP_clean,1209.5,268.3,581.0
9712,RETVIW_clean,1709.8,438.8,1451.8
9713,QUMFUB_clean,759.2,204.9,418.7
9714,OWIYUP_clean,7052.1,758.4,3738.7
9715,CERMIV_clean,588.8,250.5,383.3
9716,KUDYUE_clean,1700.4,265.0,1161.0
9717,UHISEK_clean,986.1,330.9,841.5
9718,SEYNAM_clean,1098.7,301.3,675.7
9719,PEGQUP_clean,419.0,227.7,303.2
9720,MICNIW_clean,1644.4,333.1,1074.4
9721,ja5b00450_si_006_clean,19061.3,11338.5,19682.2
9722,RIYBEI_clean,5784.6,492.3,2597.6
9723,XEFKOI_clean,1045.5,273.0,758.0
9724,NOSTUM_clean,1312.8,233.0,720.1
9725,AFOTOF_clean,1219.4,246.4,660.4
9726,NEHZIK_clean,641.2,264.9,347.9
9727,MIDCAF_clean,3214.2,482.2,1429.9
9728,UJEGUL_clean,1572.5,319.3,1223.0
9729,ITONAI_clean,895.0,244.1,468.9
9730,HEZKIH_clean,1198.9,273.0,706.7
9731,HOWPIU_clean,339.0,251.7,399.3
9732,YEDKUO_clean,2225.2,266.8,966.7
9733,ATIJUJ_manual,681.4,296.3,381.0
9734,PUYHOI_clean,313.3,221.4,298.7
9735,PAMVEG_clean,531.0,353.6,487.4
9736,SOXHUI_SL,93.5,94.5,113.5
9737,CAYKEU_clean,1942.3,327.6,1055.3
9738,GOYYIE_clean,634.6,333.4,433.4
9739,GUQWOG_clean,779.8,209.0,397.1
9740,PIDMEV01_clean,1409.6,273.6,755.2
9741,GIKMOD02_clean,1035.1,280.6,805.2
9742,GUXSEY_clean,5768.6,940.8,4297.4
9743,CELZEA_clean,997.5,252.9,520.8
9744,TUZNOS_clean,4417.0,630.5,2471.2
9745,UZOBER_clean,784.4,267.4,400.6
9746,WEYQAU15_clean,1018.0,196.2,552.2
9747,QETCUO_clean,1166.8,253.3,636.8
9748,ILIFUE_clean,1221.3,330.3,979.1
9749,LOQLIN_SL,1991.1,298.0,1130.2
9750,ECUDAI_clean,829.1,258.6,529.3
9751,JOKXUC10_clean,1029.7,353.3,527.4
9752,YIWNUN_clean,384.9,151.2,193.4
9753,MONQIR_clean,1288.8,252.3,956.7
9754,c6ta00429f_c6ta00429f2_clean,4169.4,510.0,1856.7
9755,WARFAY05_clean,2023.2,256.6,1264.2
9756,CUMDUK_clean,770.3,293.2,433.6
9757,OQIQIQ_clean,1064.1,222.4,795.7
9758,GEFFUT_clean,983.0,302.2,663.0
9759,ABAVIJ_clean,949.3,429.7,971.1
9760,VIJNIN_clean,14490.3,2842.1,10997.2
9761,GOXMEN_clean,508.9,340.0,429.2
9762,ZULNAX_clean,3109.2,354.4,1828.3
9763,RUFTET_clean,1414.7,365.0,814.2
9764,VICYOX_clean,911.1,244.8,647.8
9765,FIZPOV_clean,2453.3,271.2,1232.8
9766,UJOKIP01_clean,488.9,199.1,482.6
9767,SEHMIC_clean,1214.7,441.1,682.3
9768,KULZEY_clean,2785.5,719.6,1999.1
9769,YUKJUL_clean,455.3,250.6,319.3
9770,KOHKIC_clean,1833.7,347.2,879.6
9771,EGELUY01_manual,1455.1,239.8,686.3
9772,c5ce02473k_c5ce02473k2_clean,646.3,190.4,266.5
9773,ITAPIC_clean,374.0,165.6,212.4
9774,MODJOG_clean,1298.8,195.1,577.7
9775,LOQSEQ_clean,6446.8,1847.5,5610.1
9776,BONWIL_clean,570.2,491.5,668.2
9777,KEVBOE_clean,15588.8,3671.8,12930.4
9778,ALIFUY_clean,1317.8,426.2,998.1
9779,GASSEB_clean,1325.5,272.6,693.4
9780,WICGEV_clean,575.5,261.0,344.3
9781,SEHNEZ_clean,2069.5,412.7,986.9
9782,KARNID_clean,1116.7,183.2,531.9
9783,cg200615s_si_002_clean,428.1,288.3,358.2
9784,AXUHEH_clean,1636.6,450.3,1027.8
9785,NICZAA_clean,11487.7,5700.3,10765.1
9786,RUWZUG_clean,2543.8,743.5,1250.9
9787,RAZXIA01_clean,575.7,289.9,375.7
9788,j.inoche.2016.10.027_INOCHE-D-16-00460-Structure_1_clean,2472.6,394.3,1529.0
9789,GADMAA_clean,366.9,237.5,305.8
9790,ZIZTEJ_clean,3488.6,454.2,1808.1
9791,SIWSUO_clean,1101.0,265.8,845.3
9792,YEGDAR_clean,321.2,305.1,392.1
9793,QIDDAI02_clean,1841.7,345.9,1255.7
9794,WENSIS_clean,231.7,135.4,263.4
9795,RIPWEU_clean,550.6,337.7,443.4
9796,MAXHAW_clean,206.3,77.9,166.8
9797,VAKNED_clean,1041.1,229.6,458.3
9798,OBAHIL_clean,2551.4,399.2,1455.3
9799,c5ce00931f_c5ce00931f2_clean,2049.7,329.6,1391.3
9800,SARGOJ_clean,4312.3,424.2,1937.3
9801,OZUMIH_clean,3786.2,430.3,1637.1
9802,LAZPOT_clean,409.5,157.1,368.3
9803,CAVREY_clean,2933.2,384.2,1696.2
9804,COXHIH_clean,146.4,89.9,120.6
9805,KESBOA_clean,3385.4,414.4,1703.7
9806,UHOHEG_clean,10742.1,5200.1,11665.9
9807,DUNXUH_clean,2852.6,373.7,1819.3
9808,UGEPEB_clean,381.3,288.4,461.3
9809,WAMRIN_clean,1259.0,221.7,724.2
9810,TEVZOK_clean,753.6,260.4,580.5
9811,FIPXEJ_clean,1282.4,354.4,866.5
9812,FEZQEI_clean,1530.1,528.3,871.8
9813,POXHIU_clean,1651.2,549.3,923.1
9814,HIWXER_clean,255.6,115.0,202.1
9815,SIVSOH_clean,2073.1,609.4,1611.5
9816,MUNNUF_clean,3398.0,410.8,1844.2
9817,SIYXIH_clean,1322.2,284.5,791.3
9818,VUCDEE_clean,1005.2,263.0,713.7
9819,MURFIQ_clean,437.3,290.7,389.7
9820,JOHQUT_clean,1429.3,335.5,942.8
9821,FIFMUD_clean,3124.0,427.6,1561.0
9822,SALRUU_clean,1161.5,185.8,649.5
9823,GUXSIC_clean,5802.3,986.0,4163.8
9824,WERHIK_clean,2020.9,314.2,1303.0
9825,DAFHID_clean,2046.1,354.0,1428.8
9826,AQEFOS_clean,819.4,393.2,500.9
9827,HUPQIU_clean,2035.4,464.9,1008.8
9828,ROQFUA08_clean,32249.4,22680.0,45719.9
9829,GIKMOD10_clean,1073.3,281.3,819.3
9830,XUDVAV_clean,1577.4,329.1,1191.5
9831,ACOCUS_clean,1750.4,276.5,699.9
9832,TAGTUT_clean,3665.4,405.4,1765.1
9833,RUGHUY_clean,259.4,172.9,236.3
9834,UZUNAF_clean,1982.1,543.9,1016.5
9835,BOKQEZ_clean,1262.8,302.6,600.1
9836,JIZWOG_clean,1199.9,265.4,627.5
9837,XAMDUM04_clean,850.1,188.8,408.6
9838,XEHFUL_clean,695.5,203.5,439.3
9839,LARVIM_clean,1488.4,246.4,637.5
9840,GUZVOO_clean,1304.7,257.3,697.5
9841,TISNEQ_clean,560.8,396.5,668.5
9842,VALXIS_clean,4430.5,412.4,2025.4
9843,FEVDIV_clean,607.5,378.9,479.9
9844,KUVMUL_clean,2213.2,396.7,1093.1
9845,QOWRAV08_clean,15826.2,1269.3,7612.1
9846,MISQIQ06_clean,1036.8,296.0,750.0
9847,OCUVUF_clean,473.7,253.9,313.2
9848,XAFFER_clean,569.4,175.5,234.5
9849,j.apcatb.2016.05.072_1_clean,2718.5,574.8,1545.2
9850,POKVES_clean,765.1,435.0,555.7
9851,BIHBAX_clean,2804.4,378.3,1105.9
9852,NAKLIW_clean,1309.0,210.0,733.4
9853,c6dt00271d_c6dt00271d2_clean,5671.3,772.5,3834.7
9854,OCURIO_clean,1085.4,290.5,828.3
9855,LAZPUZ_clean,419.6,157.6,355.6
9856,RIGTIL_clean,1242.1,222.8,704.9
9857,XEQGAC_clean,640.0,160.8,394.3
9858,YOBYEV_clean,2115.8,275.5,855.1
9859,YAYLIV_clean,562.7,298.4,375.7
9860,JORLEJ_clean,4907.3,601.3,2288.1
9861,GARQUO_clean,45.3,28.0,49.8
9862,C6DT02320G_c6dt02320g2_clean,1108.8,313.1,471.4
9863,RETBEZ_clean,3020.5,589.2,2253.8
9864,AVUDAX_clean,2792.8,490.3,1413.5
9865,GAXGOD_clean,2044.9,664.9,1789.3
9866,REJLIC_clean,2019.5,329.3,1259.2
9867,RIPNUB_clean,3125.4,1267.7,3115.0
9868,DOTWAL_clean,635.1,253.9,377.0
9869,ZAXQOG_clean,1231.2,211.2,738.8
9870,POKSEP_clean,1362.1,453.3,789.8
9871,COCMAJ_clean,4380.9,387.7,1764.3
9872,JAFPIQ_clean,442.4,207.3,258.1
9873,MAZSUD_clean,1273.8,234.2,726.1
9874,NUCPIM_clean,1354.3,200.1,825.6
9875,RUBTAK08_clean,9988.3,1440.8,6228.9
9876,ic049498msi20040906_121120_clean,2579.9,413.2,1515.5
9877,RAHPAT_clean,4572.1,407.4,2024.3
9878,BICPUA_clean,1420.1,260.8,542.0
9879,AVESAW_clean,896.5,361.1,668.3
9880,EYACOX_clean,1369.4,217.4,589.5
9881,KEDJAG28_clean,667.7,172.8,268.4
9882,XAFXOT_clean,885.3,378.7,561.3
9883,YEZSEC01_clean,7892.2,1824.5,8857.7
9884,HAPVEB_clean,1017.7,223.6,599.4
9885,CIXBUH_clean,4745.5,434.5,2279.7
9886,ALULID_clean,632.8,181.1,281.7
9887,YUMFES_clean,353.3,248.4,303.4
9888,SOQHIR01_clean,937.7,178.3,595.3
9889,GIMSIG_clean,1158.0,238.0,622.1
9890,NIYJAI_clean,3390.3,617.6,2263.6
9891,CDLGLU11_clean,274.8,121.1,276.3
9892,REXFEH_clean,474.5,179.9,237.4
9893,WOSHET_clean,569.1,362.0,451.8
9894,LIXXAS_clean,1082.7,221.2,519.6
9895,LUXFUG_clean,8363.0,692.6,3775.2
9896,QAVPOU_clean,5192.8,1656.6,4334.1
9897,TILWAM_clean,341.8,113.8,149.8
9898,ECUSIG_clean,250.4,124.8,164.6
9899,c5ce02194d_c5ce02194d2_clean,1298.4,293.8,737.2
9900,LUBNAZ_clean,1675.9,292.0,775.1
9901,ENCNBZ01_clean,856.0,148.2,496.4
9902,XOTXUB_clean,1760.2,725.3,1031.1
9903,SABYAY_clean,684.5,267.6,488.8
9904,OHAKEO_clean,1441.6,287.7,1050.8
9905,MAGDAB_clean,725.0,329.9,518.6
9906,VOPHUF_clean,347.3,305.2,370.5
9907,ADASIJ_clean,2099.4,308.2,865.3
9908,jacs.6b04608_ja6b04608_si_002_clean,2016.9,318.3,804.9
9909,POKSIT_clean,1309.3,474.1,749.0
9910,MOMJIJ_clean,481.0,276.8,342.2
9911,JIVQOU_clean,2221.5,1131.6,2240.6
9912,POKTOA_clean,802.4,456.5,578.3
9913,COXCUP_clean,1981.4,880.2,1377.5
9914,AQUDAT_clean,814.2,363.7,621.4
9915,HUHBUJ_clean,9809.9,1326.4,7732.8
9916,SOQDEI_clean,1613.4,267.6,924.6
9917,QOSJOZ_clean,1959.2,322.8,919.4
9918,GIRFUJ_clean,234.0,97.1,219.7
9919,WEMBUN_clean,954.7,192.8,434.2
9920,MABJUV01_clean,1214.5,458.7,878.5
9921,SINLAE_clean,954.7,331.4,562.5
9922,XOFPEP01_clean,950.1,274.1,543.6
9923,ZUDXAZ_clean,1583.7,315.1,1051.2
9924,MOTKAI_clean,705.8,232.0,340.4
9925,UJEFOE01_clean,902.7,390.5,685.9
9926,PEJFEQ_clean,1466.5,536.7,1377.3
9927,IGUTEK_clean,1047.7,253.9,540.5
9928,QAFWOM_clean,401.8,205.5,254.3
9929,GIZVER_clean,2264.8,444.2,1250.2
9930,DAWBOU_clean,2140.7,422.3,1606.1
9931,QATVUE_clean,3161.6,543.0,2351.8
9932,NUHPAI_clean,1617.3,370.3,931.9
9933,POMSOB_clean,905.5,258.7,541.3
9934,AFOYOK_clean,2217.9,375.4,1012.0
9935,YIPDOR_clean,353.1,130.6,169.6
9936,IROHED_clean,438.7,337.0,469.3
9937,AHIYUN_clean,11587.8,7524.7,13226.2
9938,WOYWIS_clean,4020.6,703.8,2816.9
9939,TAQGUQ_clean,574.9,339.9,447.7
9940,INESIE_clean,885.2,485.7,614.7
9941,HADDOI_clean,1050.6,675.3,1094.1
9942,VIZQEC_clean,2439.5,542.2,1962.3
9943,GEDRAK_clean,2489.9,313.3,1377.3
9944,MUZVUA_clean,877.9,232.7,445.1
9945,MUXHUI02_clean,222.3,87.6,190.0
9946,YUBGIN_clean,498.0,174.2,273.3
9947,NUYWEK_clean,1092.8,497.4,742.2
9948,AHOZAA_clean,2674.2,806.6,2316.1
9949,XEXMAQ_clean,2825.7,416.7,1430.7
9950,KOSJEJ_clean,1001.2,218.9,416.9
9951,JUMCOL_clean,706.7,151.0,309.8
9952,NOFRIK_clean,3079.7,2249.2,3552.7
9953,WOZGUP_clean,3227.6,460.9,1599.5
9954,NAWWUG_clean,2132.7,331.5,1287.5
9955,HOWSAP_clean,2696.3,415.4,1414.8
9956,acs.inorgchem.6b01936_ic6b01936_si_002_clean,1222.3,619.1,930.7
9957,XOHTUJ_clean,601.5,197.4,274.0
9958,HOCDIO_clean,842.8,219.2,460.0
9959,MAHCEG_clean,371.9,126.9,165.5
9960,NUDLAA_clean,9417.9,1330.6,6074.1
9961,ZIMJOW_clean,1161.5,362.8,606.2
9962,BIPKIW_clean,4462.9,653.3,2567.8
9963,WIDZOA_clean,729.5,377.3,496.6
9964,XUVQOW_clean,2970.5,325.9,1630.3
9965,PUGSUH_clean,5214.4,470.5,2365.6
9966,ALEJEI_clean,535.3,138.5,219.6
9967,NUSSEA_clean,1291.0,445.9,795.1
9968,XOVVOU_clean,1575.1,248.1,714.4
9969,VAZLEP01_clean,227.3,122.4,247.7
9970,KAPHUH_clean,1082.3,220.9,685.8
9971,ZIZXEN_clean,1247.2,339.8,541.6
9972,NIWZIE16_clean,63.0,61.7,73.4
9973,AJINOY_clean,373.6,319.7,466.4
9974,SOQJOZ_clean,626.2,289.0,476.2
9975,HAWWIN_clean,1819.6,274.2,823.1
9976,XINHOT_clean,1196.6,373.5,893.5
9977,VAJHIA_clean,859.0,415.4,604.1
9978,MAHTAR_clean,1723.6,363.5,1195.1
9979,KIYMEM_clean,732.1,180.7,557.3
9980,ALUKUO_clean,789.6,196.3,309.0
9981,OZULAY_clean,2340.4,328.7,953.1
9982,VELVOY_clean,1359.2,335.0,635.2
9983,VEZQEX_clean,2573.8,1539.3,2789.8
9984,FIVYEP01_clean,659.6,224.4,348.5
9985,c5cc09808d_c5cc09808d2_clean,1824.7,622.4,959.1
9986,ZEDHIB_clean,1301.9,330.1,981.7
9987,BEWWEH_clean,440.1,151.7,196.6
9988,SAMXUC_clean,1955.0,671.2,1339.6
9989,PAMTUU_clean,830.5,203.7,401.7
9990,NATHUO_clean,2000.4,319.9,1015.7
9991,FUSNAJ_clean,429.9,206.7,258.5
9992,YAXBOP_SL,1490.5,281.0,861.9
9993,ESUSIW_clean,2080.8,314.8,1100.2
9994,YUYBIF_clean,1465.2,327.6,1052.0
