name,O2_293_0.01,O2_293_5
FALROB_clean,0.0054725134,1.8499071382
FALSAO_clean,0.0056901427,1.886285398
FALVOF_clean,0.0015289544,0.6747080516
FAMPUH_clean,0.0043560689,1.8209868189
FAMQAO_clean,0.0044984739,1.7745907439
FAMQES_clean,0.0043052099,1.8436012499
FANCIJ_clean,0.0036959332,1.5089845272
FANCOP_clean,0.0044784675,1.6751052264
FANDEG_clean,0.0041556515,1.5567766227
FANQER_clean,0.0006608148,0.3223381268
FAPXEC_clean,0.0045781621,1.8837254905
FAPXIG_clean,0.0048155668,1.9654213881
FAPXOM_clean,0.0048359429,1.9667639509
FAQGEL_clean,0.0048580651,1.5189344398
FAQGIP_clean,0.0054557254,1.7458712084
FAQLUH_clean,0.0043099192,1.8669208629
FARBIL_clean,0.0038706305,1.4076584238
FARFIO_clean,0.0014476457,0.6856863688
FARFOU_clean,0.0015049195,0.7010416829
FARFUA_clean,0.0014673953,0.6858325158
FARHIR_ion_b,0.0037556475,1.0493110606
FARHOX_ion_b,0.0039625081,1.2540436144
FASGIS_clean,0.0032755076,0.8280344788
FASHAK_clean,0.0019363234,0.8270746066
FASHOX_clean,0.0010774741,0.4470270232
FASVIH_clean,0.0021612604,1.0362346236
FATKAO_clean,0.0013367397,0.5389364178
FATKES_clean,0.001344641,0.5730762688
FATKIV_clean,0.0022618759,0.8222482055
FATKIW_clean,0.0014493014,0.5805299924
FATKOC_clean,0.0014295884,0.5654646909
FATKUI_clean,0.0014037448,0.5756260395
FATLUJ_clean,0.00195446,0.7471376889
FATQID_clean,0.0024422845,1.2140193193
FATVOM_clean,0.0035317464,1.0920955701
FAVDAK_clean,0.0093001922,1.1052633274
FAVDEO_clean,0.0032007647,0.7372147707
FAVDIS_clean,0.0019974789,0.5404819358
FAVFUG_clean,0.0043070554,1.6290806232
FAVGAN_clean,0.0017382514,0.6529101318
FAVGER_clean,0.0015151964,0.5803302906
FAVGIV_clean,0.0014420616,0.5477807313
FAVGOB_clean,0.0014726137,0.5461655409
FAVGUH_clean,0.0014217875,0.5375107877
FAVHAO_clean,0.0014380249,0.5541084574
FAVHES_clean,0.0013784279,0.5356207164
FAVHIW_clean,0.0015263666,0.5671326389
FAVKAP_clean,0.0032607012,1.3660787672
FAYLIC_clean,0.0065987845,2.0520782462
FAYPAY_clean,0.0029178161,1.3648648873
FAYPEC_clean,0.0029141004,1.2660200614
FAYPIG_clean,0.0028193638,1.2671227629
FAYPOM_clean,0.0027761943,1.2124794537
FAYQAZ_clean,0.0024346387,1.0774373566
FAYQED_clean,0.0042641097,1.7042059708
FAYQUT_clean,0.0035416365,1.4467080941
FAZFET_clean,0.0010327558,0.4362826996
FAZPED_clean,0.00155254,0.5975572735
FAZZEM_clean,0.0007554534,0.3124580736
FEBPUY_clean,0.004525041,1.4750948294
FEBXIV_clean,0.0034938988,1.6703136922
FECCIZ_clean,0.0054096477,1.6443032346
FECFAV_clean,0.000276078,0.130124191
FECJUT_clean,0.0041285724,1.5998266779
FECKAA_clean,0.0054719803,1.7555109073
FECXAO_clean,0.0059237667,2.2544883903
FECXES_clean,0.0057552352,1.8049917742
FECXUI_clean,0.0038329693,1.5565406254
FECYUJ_clean,0.0043725577,1.6420321131
FECZAQ_manual,0.003128412,1.3537140897
FEDBEX_clean,0.0014550952,0.6008307208
FEFCUQ_clean,0.0035426934,1.6208636609
FEFDAX_clean,0.0036217713,1.6194867975
FEFDEB_manual,0.0027128333,1.2877837154
FEFZOF_clean,0.0022935837,0.8842559461
FEGNIQ_clean,0.0027674962,1.0625533503
FEHCIG_manual,0.0033321661,1.41448869
FEJDII01_clean,0.0041439627,1.353287717
FEJDII_clean,0.004131181,1.3858124425
FENROG_clean,0.0011862827,0.5314276836
FEQSIF_clean,0.0052127346,1.808852446
FERHAN_clean,0.004664596,1.5392954576
FERVIJ_clean,0.0023304059,0.8702255755
FERVUV_clean,0.0032573187,1.1772082905
FERWAC_clean,0.0034936091,1.2075946017
FESTUT_clean,0.0066488402,1.4994562475
FEVSAC_clean,0.0012823355,0.5312177431
FEWGUL_clean,0.0038543491,0.9819423129
FEWQIJ_manual,0.0019704648,0.708347606
FEWQOP_clean,0.0019391138,0.7158209626
FEWWOV_clean,0.0070473313,2.400866589
FEWXEM_clean,0.0039289645,1.7980185468
FEWXIQ_clean,0.0034701747,1.6641258416
FEXCES_clean,0.0064570216,2.2376618534
FEYDET_clean,0.0068754113,1.4701435659
FEYJID_clean,0.0028735625,1.2860513241
FEYJOJ_clean,0.0042573877,1.8980396033
FEYQIK_clean,0.0022947458,0.9486848625
FEYQUW_clean,0.002206881,0.8708754297
FEYZUF_clean,0.0034302885,1.1350586401
FEZCIX_clean,0.0006834991,0.3294058083
FEZQEI_clean,0.0015076185,0.5737277951
FEZREJ_clean,0.0036041698,1.4881224774
FEZTIP_clean,0.0043332439,1.6314700615
FIBKEI_clean,0.0042261398,1.7124678614
FIDMIP_clean,0.0017791438,0.6699212446
FIDRIV_clean,0.0016858574,0.8283947404
FIFGAE_clean,0.0039191921,1.7806831377
FIFGEI_clean,0.0034051347,1.5664313338
FIFGIM_clean,0.0037186106,1.6500215829
FIFMIS01_clean,0.0044927843,1.4358888399
FIFMIS_clean,0.0045865508,1.4455742263
FIFMOX_clean,0.0030536897,1.2791435553
FIFMOY_clean,0.0043910134,1.4300673166
FIFMUD_clean,0.0028566583,1.227123638
FIFNUE01_clean,0.0024720075,1.1132149068
FIFNUE_clean,0.0026535372,1.163357149
FIFPAM01_clean,0.0024796328,1.1338040783
FIFPAM_clean,0.0020948622,1.0155165093
FIHFAF_clean,0.0038181056,1.4255120006
FIHHOV_clean,0.0024202869,0.8862268624
FIHHUB_SL,0.0027895499,1.297050605
FIHRIZ_clean,0.0045970791,1.715240646
FIJCUX01_clean,0.0031988361,1.3770551013
FIJDIM01_clean,0.0045496004,1.5505077492
FIJDIM02_clean,0.0047045883,1.5594125105
FIJDIM03_clean,0.0044960591,1.571305721
FIJDIM04_clean,0.0044368819,1.5592758393
FIJDIM05_clean,0.004574962,1.5582853256
FIJDIM06_clean,0.0044622435,1.5674986538
FIJDIM07_clean,0.0044439268,1.564105827
FIJDIM08_clean,0.0043650238,1.5662488874
FIJDIM09_clean,0.0045312836,1.5714409832
FIJDIM10_clean,0.0041903102,1.4481635802
FIJDIM11_clean,0.0044960591,1.5217180359
FIJDIM12_clean,0.0046299123,1.5528198874
FIJDIM_clean,0.0045467824,1.5481674314
FIJDOS_clean,0.0027066856,1.2213906023
FIJDUY_clean,0.0023688392,0.9850215795
FIJFEK_manual,0.0031682747,1.2841852257
FIJFIO_clean,0.0065682583,2.1882929031
FIJFOU_clean,0.0032580069,1.1124535386
FIJFUA_clean,0.0030206161,1.2152037092
FIJXUR_clean,0.0005977669,0.2782451516
FIJZEE_clean,0.0017212739,0.6603801523
FILYAC_clean,0.0037899338,1.518571418
FILYEG_clean,0.0022143015,1.011296705
FIMNIA_clean,0.0009308103,0.4222976337
FIMXUW_clean,0.0012195275,0.4666385944
FIMYUX_clean,0.0023459344,1.051214522
FIMZAE_clean,0.0023077211,0.9878690853
FINQOK_clean,0.0010694364,0.4855072819
FINQUQ_clean,0.0010142819,0.4710904571
FIPJAR_clean,0.003354482,1.1725110546
FIPJEV_clean,0.0091141982,1.9779522983
FIPKOG01_clean,0.0042306684,1.6056865986
FIPKOG_clean,0.004133571,1.5985037098
FIPKUM_clean,0.0047603075,1.7563829359
FIPWOS_clean,0.0068497186,1.8173747533
FIPXAF_clean,0.0087990741,1.9993468167
FIPXEJ_clean,0.0037656369,1.2312985137
FIQKIB_clean,0.0023107681,0.784429306
FIQYOU_clean,0.0028451194,0.9148875772
FIQYUA_clean,0.0014653269,0.5943742067
FIQZAH_clean,0.0031719241,0.9588518093
FIRMUQ_clean,0.0039898294,1.827820002
FIRNAX01_clean,0.0036599736,1.6884272774
FIRNAX_clean,0.0036697011,1.6963333067
FIRNIF_clean,0.0038302049,1.7265055938
FIRNOL_clean,0.004663456,2.0762977004
FIRNUR_clean,0.0044013568,1.9409590348
FIRPAZ_clean,0.0038307923,1.701375272
FIRZOX_clean,0.000616286,0.3086293359
FISGOF_clean,0.0031406178,1.4485495595
FISXEM_clean,0.0057257761,2.0770680454
FITGEW_clean,0.0013888569,0.6259461584
FITHIA_clean,0.0018793383,0.7866066809
FIVNAZ_clean,0.0009365308,0.4399899471
FIVQOR_clean,0.0296851046,2.7932075202
FIVYEP01_clean,0.0012733195,0.5206251023
FIVYEP_clean,0.0013255339,0.5245127022
FIVYUF_clean,0.0025471895,0.8191459042
FIWKUT_clean,0.0043458732,1.7420922067
FIXVUE_clean,0.0003931507,0.2210125316
FIYDOH_clean,0.0021464554,0.6596984555
FIZPOV_clean,0.0059936755,2.4783117608
FOBNAN_clean,0.0036723524,1.4865530704
FOCZAA_clean,0.0062185155,1.4913143459
FOCZEE_clean,0.0035252232,0.6968505911
FOFCIO_clean,0.0035458101,0.7048024157
FOFCOU_clean,0.006183472,1.4687532982
FOFHAK_clean,0.0145638094,2.4019083966
FOFHEO_clean,0.0061974126,1.5444023046
FOFTIF_clean,0.0057106403,1.8705290514
FOFTOL_clean,0.0051204295,1.7305379426
FOFTUR_clean,0.0049226155,1.7347926291
FOHCIP_clean,0.0021044798,0.8275376343
FOJKIA_clean,0.0071801451,2.3862184905
FOJLOH_clean,0.0039753821,1.6426387435
FOKWIN_clean,0.0019375948,0.7294502621
FOKYEL_clean,0.0049004066,1.5024013405
FOKYIP_clean,0.0054725483,1.9120622309
FOLLEZ_clean,0.0084657108,1.8302088838
FOMWOV_clean,0.0038915189,1.6486065034
FONKEA_clean,0.0024041103,0.7463310121
FONPUV_clean,0.002710754,0.9024200994
FONQIJ_clean,0.0038798499,1.4064132473
FOPBAP_clean,0.0016226856,0.5832989212
FOPFAS_clean,0.0046810793,2.0207550217
FOPTOU_clean,0.0008864112,0.385492071
FOQNIK_clean,0.00467321,1.3986280235
FOQNOQ01_clean,0.0047503779,1.343106179
FOQNOQ02_clean,0.0047864782,1.3484469034
FOQNOQ_clean,0.0034924779,1.126966218
FOQNUW01_clean,0.0041366724,1.2822983688
FOQNUW02_clean,0.0042768266,1.2799518478
FOQNUW_clean,0.0043447802,1.3011406143
FOQPAE01_clean,0.005030502,1.4540443024
FOQPAE02_clean,0.0053266526,1.4830325704
FOQPAE_clean,0.0033780786,1.1001268538
FORKUU_clean,0.0058341875,2.2690279286
FORPIM_clean,0.0016164215,0.7615272715
FORPOS_clean,0.0016535258,0.7975267331
FORPUY_clean,0.0017636642,0.7600820058
FORQAF_clean,0.0014180947,0.7145981617
FORQEJ_clean,0.0015588192,0.7935669739
FORQIN_clean,0.0015936177,0.7490230451
FORTIR_clean,0.0023667868,1.0275608563
FORTUD_clean,0.0019913538,0.9063716459
FORXAM_clean,0.0076191151,2.7249723335
FOSTOY_clean,0.0059836119,2.458383988
FOSTUE_clean,0.0043462788,1.8970827707
FOTNIN_clean,0.0039382737,1.73794648
FOVPOX_clean,0.0021074143,0.7295820316
FOWTOC_clean,0.0031846562,1.1434470799
FOXHUX_clean,0.0031195448,1.133812299
FOXNIQ_clean,0.0014109468,0.436621186
FUBDAI_clean,0.0025516483,1.1199293862
FUBDEM_clean,0.0026108971,1.1054746538
FUBDIQ_clean,0.0026879206,1.1126358588
FUBNOH_clean,0.0093107936,1.779214883
FUDGES_clean,0.0037545952,1.6941107691
FUDHAP_clean,0.003733496,1.6557862158
FUDHET_clean,0.0042740491,1.9170477278
FUHJOJ_clean,0.0033551887,1.2454740082
FUHMOM_clean,0.0074873303,2.3002840766
FUHNED_clean,0.0054949013,1.9131546314
FULQOT_clean,0.0043030599,1.2670865888
FULQUZ_clean,0.0037798994,1.3319708379
FUMHOL_clean,0.0005501224,0.249942422
FUMJAA_clean,0.0037468414,1.6036191444
FUNBAS_clean,0.0046345542,1.5343370085
FUNCAT_clean,0.0039561834,1.3991166905
FUNCEX_clean,0.0033507997,1.4538146953
FUNFOL_clean,0.0029734459,1.2442649571
FUNLAD_clean,0.0062945115,2.0273978942
FUQJUX_clean,0.001985141,0.9785836838
FURFOP_clean,0.0061282174,1.6632825989
FURQOZ01_ion_b,0.0008348871,0.3811148213
FURQUF_ion_b,0.0008331728,0.3861944322
FURRAM_clean,0.0010723539,0.5373135131
FURREQ_clean,0.0010604653,0.5457520587
FURRIU_clean,0.0013125041,0.5744321762
FURROA_clean,0.0013243928,0.5808544111
FURRUG01_ion_b,0.0002807775,0.1480536495
FURRUG_ion_b,0.0005508732,0.2589073376
FURSES_clean,0.0033474491,1.1772864477
FUSGOR_clean,0.0034227163,1.25280068
FUSMEM_clean,0.001210262,0.5311908715
FUSMIQ_clean,0.0011270416,0.5412224928
FUSMOW_clean,0.0011888624,0.5515275524
FUSMUC_clean,0.0011531966,0.5516155282
FUSNAJ_clean,0.0013362814,0.6053402219
FUSNEN_clean,0.0013243928,0.5919750303
FUSNIR_clean,0.0011959956,0.5493804668
FUSQUH_clean,0.0033783056,1.2137184588
FUTCAZ_clean,0.0023023646,1.1042158135
FUTDII_clean,0.0029038902,1.2035765317
FUTKEL_manual,0.0033306296,1.2678718774
FUTTIZ_clean,0.0028028387,1.2904799326
FUTYEA_clean,0.0058404305,2.2842173534
FUTYOK_clean,0.0048976036,1.9675982369
FUTYUQ_clean,0.0049759817,2.1068441471
FUTZAX_clean,0.0040643485,1.7717858269
FUTZEB_clean,0.0064347937,2.3695138854
FUTZIF_clean,0.0070264506,2.3509052643
FUTZOK_clean,0.0023615563,0.9272240046
FUTZOL_clean,0.0036530622,1.5480134695
FUVBAB_clean,0.005509167,2.2602517124
FUVBOP_clean,0.0027401235,1.1895749389
FUVDEH01_clean,0.0019862154,0.749000089
FUVDEH03_clean,0.0017750424,0.6692314433
FUVDEH04_clean,0.0017589814,0.6498011532
FUVDEH06_clean,0.0005377688,0.2113158009
FUVDEH07_clean,0.0005534664,0.2116110167
FUVDEH08_clean,0.000531186,0.2055299755
FUVDEH09_clean,0.0019832411,0.7451656642
FUVDEH11_clean,0.0020712794,0.7459800185
FUVDEH12_clean,0.0019826462,0.7099866314
FUVDEH13_clean,0.0020308294,0.7528654461
FUVFUZ_clean,0.0005347306,0.2045957161
FUVGAG01_clean,0.0005256158,0.2032690172
FUVGAG02_clean,0.0005413134,0.2082547721
FUVGAG_clean,0.0005347306,0.2074663484
FUWFIO_clean,0.0028067502,1.2334780712
FUWFUA_clean,0.003456605,1.3913301762
FUWQIZ_clean,0.0056404841,2.0085068798
FUWXOL_SL,0.0151580628,2.6276666798
FUWYAY_clean,0.0021894934,0.7228290297
FUXCOS_clean,0.0025351357,0.7662776525
FUXXIH_clean,0.0020324964,0.8605226062
FUYCAE_clean,0.0043595913,1.8202683945
FUYCEJ_clean,0.0075371335,2.8953134493
FUYCIN_clean,0.0029457272,1.5159829628
FUYKER_clean,0.0042355194,1.4935292794
FUZPUN_clean,0.0049905606,1.8807186901
GABYUG_clean,0.004111008,1.5850953279
GACBIY_clean,0.0070143037,2.6375469878
GACBOE_clean,0.0044394008,1.9045526648
GACPUX_clean,0.0045384815,1.7392537834
GACQAE_clean,0.0037048856,1.5323457214
GACVIS_clean,0.0037796751,1.6079333359
GACYER_clean,0.004501436,1.9188013967
GADDOH_clean,0.0025693078,1.0859106394
GADFAV_clean,0.0039607306,1.1507656343
GADMAA01_clean,0.0006858326,0.3036191917
GADMAA_clean,0.0007194048,0.3077006149
GADNUX_clean,0.0042661561,1.7932439425
GADRAH_clean,0.0033976166,1.3805301183
GAFROX_clean,0.0046615734,1.973696512
GAFRUD_clean,0.0040601498,1.7471157613
GAGQAI_clean,0.0037332561,1.5626355328
GAGSUF_clean,0.0014029874,0.6317458563
GAGZEV_clean,0.0036143009,1.7894835913
GAHSEQ_clean,0.0011345593,0.5333172133
GAHWIX_clean,0.0036724357,1.7425118609
GAHXUL_clean,0.0027058784,1.128167171
GAJYUN_clean,0.0013532056,0.5379281356
GAJZAU_clean,0.0013225403,0.5229954338
GAJZEY_clean,0.0012168822,0.5342084328
GAJZIC_clean,0.0012136171,0.524866427
GAJZOI_clean,0.0011804331,0.505475636
GAJZUO_clean,0.0017347303,0.7341526839
GAKBAX_clean,0.0012690587,0.5369284617
GALCAZ_clean,0.0028710094,1.2050911073
GALHOS_ion_b,0.003801115,1.1099801477
GALJAG_clean,0.0044904786,1.9139151325
GAMFEI_clean,0.0026656648,1.0345475617
GAMXAV_clean,0.003866514,1.5353875856
GANBAZ01_clean,0.0401762247,6.4291337229
GANBAZ02_clean,0.0084200203,3.178128231
GANBAZ_clean,0.0356847794,6.3136834844
GANBED02_clean,0.004913081,2.0857800196
GANBED_clean,0.0050330902,2.183620629
GANBIH_clean,0.0041492412,1.2767234486
GAPNOD_clean,0.0016814218,0.6967915665
GAQYIH_clean,0.0012244828,0.7006167003
GARLAP_clean,0.0056925074,1.957849937
GARLET_clean,0.0058347487,1.9775516222
GARLIX_clean,0.0061675154,1.9823076429
GARLOD_clean,0.006074327,1.9961070708
GARLUJ_clean,0.006014481,1.9757073079
GARMAQ_clean,0.0061985162,1.979157168
GARQAU_clean,0.0049856711,1.6621405952
GARSUQ_clean,0.0043133041,1.3487276089
GARTAX_clean,0.0045608079,1.4625861685
GARTEB_clean,0.00355721,1.2187687939
GARTIF_clean,0.0044045135,1.3749679586
GARTUR_clean,0.0020084699,0.8223701517
GASSEB_clean,0.0033764867,1.3885936877
GASSUR_clean,0.0049108047,1.9269252137
GASTIG_clean,0.0189661898,2.7991043503
GATQIE_clean,0.0036720053,1.6216865032
GATQOK_clean,0.0052803834,1.9981371816
GAVYAG_clean,0.0098616275,2.7833412267
GAWCUF_clean,0.0043148593,1.4642108238
GAWLIB_clean,0.0006282052,0.262866779
GAWMOJ_clean,0.0029006998,1.3273602333
GAXDIS10_clean,0.0010375846,0.4706043435
GAXKOH_clean,0.0022935669,1.0140260375
GAXQIH_clean,0.0022437771,0.7925526556
GAYFUJ_clean,0.0038338142,1.5274015274
GAYGAQ_clean_h,0.0060769071,1.8419816041
GAYPED_clean,0.0043083147,1.7984529211
GAYTEH_ion_b,0.0014694474,0.6194457703
GEBCAT_clean,0.0008942132,0.4008062122
GEBPEK_clean,0.0032281569,1.5586347005
GEDDAW_clean,0.0015442268,0.775136973
GEDDEA_clean,0.0023878634,0.9228498579
GEDPAH_clean,0.0004567227,0.2086978456
GEDQIR_clean,0.0041271718,1.6645964042
GEDQOX_clean,0.0047605345,1.8517860293
GEDRAK_clean,0.0054626579,2.0614115162
GEDRUE_clean,0.0052991602,1.9740265616
GEDSAL_clean,0.005843134,2.0760636636
GEDSEP_clean,0.0082835488,2.1282546551
GEDSOZ_clean,0.0051318424,1.9599443642
GEDSUF_clean,0.0059133404,1.7835017433
GEDTAM_clean,0.004907224,1.8853641853
GEFYUN_clean,0.0018147342,0.7214661513
GEFZAU_clean,0.0016966697,0.704107877
GEGDED_clean,0.0056780173,1.7962390834
GEGGEG01_clean,0.0090131186,1.8289949197
GEGGIK01_clean,0.0096390157,1.8503649767
GEGGIK_clean,0.0092103466,1.8377423843
GEGGUW_clean,0.0095141672,1.8582276088
GEGHAD_clean,0.0094506348,1.8625617622
GEJJEL01_clean,0.0009911894,0.4034810505
GEKVEZ_clean,0.0006630113,0.2929752732
GERNOI_clean,0.0032585287,1.3519358467
GERPUP_clean,0.0005533698,0.2657197182
GERWEH_clean,0.003968524,1.4482387916
GESDUF_clean,0.0009369622,0.4579462187
GESFAN_clean,0.0009441468,0.4502966563
GESNIC_clean,0.0026502592,0.9734255172
GESNOI_clean,0.0024156691,0.8815659891
GEVXIQ_clean,0.001092828,0.4751586666
GEWXAJ_clean,0.0030418523,0.7821307097
GEZYOB_clean,0.0017411667,0.7894945008
GEZYUH_clean,0.0020430754,0.9015830416
GIFKEL_clean,0.0034280451,1.242938902
GIJXAA_clean,0.0084869654,2.9438269916
GIKQIC_clean,0.0023747037,0.8152210603
GIMSIG_clean,0.0030411475,1.2238357337
GINLIA_clean,0.0059611244,2.3236756822
GINNUO_clean,0.0012624608,0.540225911
GIQXEK_clean,0.0024995725,0.9533402981
GIQXIO_clean,0.0022930634,0.9612037327
GIQXOU_clean,0.0025537184,1.0032772882
GIQXUA_clean,0.0023415749,0.9545692917
GIQYAH_clean,0.0025236041,0.9912684595
GIQYEL_clean,0.0022146805,0.896997813
GIQYIP_clean,0.0026043085,1.0023070979
GIQYOV_clean,0.001449085,0.6509814668
GIQYUB_clean,0.0024599027,0.9774164494
GIRDUI_clean,0.0023970134,0.8163754206
GIRXUC_clean,0.0022840978,1.1298377772
GIRYAJ_clean,0.002663766,1.2705188139
GIRYEN_clean,0.0032682247,0.7236618661
GIRYUD_clean,0.0035335494,0.7542749913
GIRZAK_clean,0.0028449336,0.660368067
GISNED_clean,0.0029697458,1.4459675843
GISZUD_clean,0.0012545743,0.5943160185
GISZUF_clean,0.0028859619,1.0429250489
GITPIK_clean,0.0041730653,1.5305582523
GITTUZ_clean,0.0025838005,1.0631424133
GITVEL01_clean,0.0023151132,1.0126450554
GITVEL_clean,0.002298694,1.0210951013
GITWIQ_clean,0.0033645006,1.0118411792
GIVHIC_clean,0.0075492612,2.50642555
GIVNIK_clean,0.002483378,1.0872427835
GIVNOQ_clean,0.002851284,1.255595874
GIWCAR_ion_b,0.0033080049,1.3152746359
GIWCIZ_ion_b,0.0037619481,1.2053825952
GIWCOF_ion_b,0.0033932165,1.356974621
GIXGOK_clean,0.001605677,0.646907713
GIXNAE_clean,0.0029993572,1.2967100835
GIYSEN_clean,0.0028034175,0.888911082
GIYSIR_clean,0.0027764471,0.882487645
GIYSOX_clean,0.0026955361,0.8620156554
GIYSUD_clean,0.0033568981,1.2921322538
GIYTAK_clean,0.0032347459,1.2814500435
GIYTIS_SL,0.0036481389,1.4953428156
GIZXET_clean,0.0087021224,2.7652529867
GOBGAG_clean,0.0017008121,0.6497719327
GOBSUM_clean,0.004087642,1.5154725957
GOBTAT_clean,0.0050706215,2.1242150252
GOGSIF_clean,0.0020848463,0.9990605093
GOGWAB_clean,0.0085690855,3.0842096119
GOGWEF_clean,0.0074038365,2.7538276571
GOJDOZ_clean,0.0010169567,0.429851601
GOKBUE_clean,0.0010305546,0.478239117
GOMFOF_clean,0.0016175259,0.7444477249
GOMREG_clean,0.0038617944,1.0963740013
GONNAA_clean,0.0025363582,1.1001348914
GONSUZ_clean,0.0036184414,1.3298400486
GOPLUS_clean,0.0031473281,1.2718086542
GOPTIQ_clean,0.0043163583,1.7093090096
GOQSIQ_clean,0.0043034846,1.459793747
GOQWOY_clean,0.0030188972,1.4116349315
GOQXAN_clean,0.0031350867,1.3212937749
GORQAF_clean,0.0009114053,0.4245038496
GOSBOH_clean,0.0016669223,0.8575356285
GOSDEZ_clean,0.0027830771,1.2509693772
GOSDID_clean,0.004224234,1.5133694997
GOSKEG_clean,0.00601739,2.1369560132
GOTNEK_clean,0.0077047805,1.7217541831
GOVHOQ_clean,0.0004589786,0.1868598871
GOVWOF_clean,0.0046860535,1.7505274799
GOVXIA_clean,0.0028570983,1.1334579474
GOZNAM_clean,0.0023255858,1.0320436996
GOZNEQ_clean,0.002633706,1.1529637858
GUANZS_clean,0.0026776451,1.1258324857
GUBBAG_clean,0.0008479341,0.3864219086
GUBKUL_clean,0.0037434998,1.0764090095
GUBVUU_clean,0.0042785178,1.7177266501
GUBZAF_clean,0.0017652294,0.8321142149
GUCHUJ_clean,0.0055284161,1.8310656852
GUCJAQ_clean,0.0039595084,1.225483674
GUDJOG_clean,0.0039327212,1.5727375681
GUFBOA_clean,0.0039046684,1.0852958762
GUFBUG_clean,0.0062709135,1.7760784334
GUFXEM_clean,0.0042613405,1.6223859897
GUGNON_clean,0.004453686,1.7284529298
GUHMIH_clean,0.0035933799,1.5818665143
GUHNUU_clean,0.0035443569,1.5022026931
GUHPAC_clean,0.0034554606,1.5104082646
GUHPEG_clean,0.0035443621,1.2316669964
GUJREK01_clean,0.0020217463,0.8453948126
GUJREK_clean,0.0020047138,0.8240651342
GUKCIA_clean,0.0126655349,3.2869018871
GUKFEY_clean,0.0053545312,2.1400463991
GUKYUI_clean,0.0010293862,0.4357384912
GUKZAO_clean,0.0040477402,1.6082228319
GULBAR_clean,0.0077989636,1.7735162586
GULCAS_clean,0.00667415,1.778162739
GULPIN_clean,0.0045469325,1.1732606573
GULVUF_clean,0.0030304128,1.2385653512
GULWAM_clean,0.0035088475,1.4453290066
GULWEQ_clean,0.0029575125,1.2671378436
GULWIU_clean,0.0021481372,1.0588891421
GULWOA_clean,0.0013625346,0.6730384353
GUMDEZ_clean,0.016306352,2.6848550026
GUNFAW01_neutral,0.0014361856,0.7223255503
GUNZIA_clean,0.0051511882,1.5093982785
GUPBEZ02_clean,0.0007787927,0.4179872265
GUPBOJ03_clean,0.0019127701,0.9100093754
GUPBUP_SL,0.0010570791,0.5340424237
GUPCAW_clean,0.0013061308,0.6203518468
GUPCEA_clean,0.0032278167,1.2165047775
GUPDEB_clean,0.0013433051,0.6121184223
GUPREQ_clean,0.0031737114,1.1269981725
GUQWOG_clean,0.0042688766,1.6730309211
GURPIT_clean,0.0014871471,0.7311531403
GURPUF_clean,0.0015604304,0.7345752448
GUSJOU_clean,0.0030013832,1.1280109068
GUSMAJ_clean,0.0047769112,1.2359228224
GUTYIE_clean,0.0059050207,2.0706154173
GUVCOP_clean,0.0015502102,0.7071991273
GUVKUE_clean,0.0025523067,1.1098979059
GUVLAL_clean,0.0026359133,1.1312979144
GUVZII_clean,0.0026207297,1.2044519335
GUWDUY_clean,0.0041684739,1.5709874012
GUXJUF_clean,0.0011628225,0.4917227527
GUXPOF_clean,0.0015664464,0.6666978014
GUXSEY_clean,0.0072466847,2.1625954261
GUXSIC_clean,0.0073811633,2.1444069618
GUXZIJ_clean,0.0022674933,0.8541177255
GUXZUV_clean,0.003694397,1.3876858681
GUYBAE_clean,0.002322712,0.8386074253
GUZVOO_clean,0.0025560889,0.9366690891
HABCEV_clean,0.0030482697,1.3786586173
HABCIZ_clean,0.002584078,1.2329538242
HABCOF_clean,0.0026967788,1.2045031074
HABDAS_clean,0.0026131162,1.2447462162
HABQUY_clean,0.0037085388,1.7509680049
HABRAF_manual,0.0035116977,1.657710803
HABREJ_clean,0.0052687969,1.9725220998
HABRUZ_clean,0.0048391574,1.5816270522
HACDOH_clean,0.0172096778,3.3736181219
HACRAH_clean,0.0179617562,3.9865400659
HADLOQ01_clean,0.0032856823,1.458595998
HADPOU_clean,0.0043535296,1.275635582
HADXIW_clean,0.000938455,0.4162808353
HAFGUQ_clean,0.0069464782,2.1865928179
HAFTOZ_clean,0.0026926061,1.268672979
HAFVOB_clean,0.0056776017,2.0195041033
HAFVUH_SL,0.0054915945,2.300645947
HAFWIW_clean,0.0019327464,0.7909744804
HAHCUR_clean,0.0037477937,1.5164367514
HAHPOW_clean,0.000715285,0.3274717612
HAJDII_clean,0.0015091964,0.6540943966
HAJLIO_clean,0.0020496052,0.5759055423
HAJLOU_clean,0.0021166405,0.5813136175
HAJLUA_clean,0.0020847987,0.5766982351
HAJMAH_clean,0.0018535269,0.564140842
HAJMEL_clean,0.0019175032,0.5654229106
HAJPEQ_clean,0.0062290449,1.5689227284
HAJYEZ_clean,0.0070094903,1.4602715928
HAKCAZ_clean,0.0053020588,1.8834299407
HAKSAQ_clean,0.006704163,2.4550166571
HAKSEU_clean,0.005453332,2.1164202759
HAKSIY_clean,0.0054827929,2.1555152974
HAKVOH_clean,0.0033521819,1.3900698812
HAKVUN_clean,0.0056729838,2.2304728243
HAKWAU_clean,0.0045433632,1.8985833454
HALQUJ_clean,0.0042826719,1.8188856508
HALVAU_clean,0.0033214687,1.3866119637
HAMJOW_clean,0.0061294438,2.5079250197
