name,gas,temp,pressure,cutoff,path,henry_coeff
HOWQAM_clean,helium,293.0,5.0,14.0,HOWQAM_clean_helium_293.0K_5.0bar_14.0/Output/System_0,2.70337e-07
MUPYOM_clean,helium,293.0,5.0,14.0,MUPYOM_clean_helium_293.0K_5.0bar_14.0/Output/System_0,6.60264e-08
XUJPIC_clean,helium,293.0,5.0,14.0,XUJPIC_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.6588e-07
NEZWOG01_clean,helium,293.0,5.0,14.0,NEZWOG01_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.12278e-07
EYOCOM_clean,helium,293.0,5.0,14.0,EYOCOM_clean_helium_293.0K_5.0bar_14.0/Output/System_0,3.07696e-07
XASFAY_clean,helium,293.0,5.0,14.0,XASFAY_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.24125e-07
ATUXIY_clean,helium,293.0,5.0,14.0,ATUXIY_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.30232e-07
PEMGEV_clean,helium,293.0,5.0,14.0,PEMGEV_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.0861e-07
HOJNIF_clean,helium,293.0,5.0,14.0,HOJNIF_clean_helium_293.0K_5.0bar_14.0/Output/System_0,8.40893e-08
GUKNIK_clean,helium,293.0,5.0,14.0,GUKNIK_clean_helium_293.0K_5.0bar_14.0/Output/System_0,3.84117e-08
WOYJOL_clean,helium,293.0,5.0,14.0,WOYJOL_clean_helium_293.0K_5.0bar_14.0/Output/System_0,3.6374e-07
MAFJIO_clean,helium,293.0,5.0,14.0,MAFJIO_clean_helium_293.0K_5.0bar_14.0/Output/System_0,3.83646e-07
HUYKUH_clean,helium,293.0,5.0,14.0,HUYKUH_clean_helium_293.0K_5.0bar_14.0/Output/System_0,2.64059e-07
JOKYIR_clean,helium,293.0,5.0,14.0,JOKYIR_clean_helium_293.0K_5.0bar_14.0/Output/System_0,5.50816e-08
c5ta04552e_c5ta04552e2_clean,helium,293.0,5.0,14.0,c5ta04552e_c5ta04552e2_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.10602e-07
FIJDIM09_clean,helium,293.0,5.0,14.0,FIJDIM09_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.66299e-07
XUNSAC_clean,helium,293.0,5.0,14.0,XUNSAC_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.34082e-07
WECSAZ01_clean,helium,293.0,5.0,14.0,WECSAZ01_clean_helium_293.0K_5.0bar_14.0/Output/System_0,9.80312e-08
RULVUP_clean,helium,293.0,5.0,14.0,RULVUP_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.13316e-07
HUZYAE_clean,helium,293.0,5.0,14.0,HUZYAE_clean_helium_293.0K_5.0bar_14.0/Output/System_0,3.69425e-07
WUNTOP_clean,helium,293.0,5.0,14.0,WUNTOP_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.3728e-07
WOJYEB_clean,helium,293.0,5.0,14.0,WOJYEB_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.2105e-07
XATLIQ_clean,helium,293.0,5.0,14.0,XATLIQ_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.85474e-07
OCEGIP_clean,helium,293.0,5.0,14.0,OCEGIP_clean_helium_293.0K_5.0bar_14.0/Output/System_0,9.50326e-08
TILHEC_clean,helium,293.0,5.0,14.0,TILHEC_clean_helium_293.0K_5.0bar_14.0/Output/System_0,8.38636e-08
EGEJOQ_clean,helium,293.0,5.0,14.0,EGEJOQ_clean_helium_293.0K_5.0bar_14.0/Output/System_0,1.31439e-07
