name,gas,temp,pressure,cutoff,path,henry_coeff
SIZPUN_clean,helium,313.0,5.0,14.0,SIZPUN_clean_helium_313.0K_5.0bar_14.0/Output/System_0,4.40616e-07
CEXHET_clean,helium,313.0,5.0,14.0,CEXHET_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.26055e-07
PEJFOA_clean,helium,313.0,5.0,14.0,PEJFOA_clean_helium_313.0K_5.0bar_14.0/Output/System_0,8.03664e-08
DUFZUA_clean,helium,313.0,5.0,14.0,DUFZUA_clean_helium_313.0K_5.0bar_14.0/Output/System_0,6.40929e-08
CAVMOD_clean,helium,313.0,5.0,14.0,CAVMOD_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.83641e-07
OPEGIA_clean,helium,313.0,5.0,14.0,OPEGIA_clean_helium_313.0K_5.0bar_14.0/Output/System_0,5.51556e-08
UMIZEX_clean,helium,313.0,5.0,14.0,UMIZEX_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.28134e-07
CUVGOQ_clean,helium,313.0,5.0,14.0,CUVGOQ_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.82351e-07
GEGBEB_clean,helium,313.0,5.0,14.0,GEGBEB_clean_helium_313.0K_5.0bar_14.0/Output/System_0,8.12826e-08
GAGSUF_clean,helium,313.0,5.0,14.0,GAGSUF_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.62025e-07
APARAM_clean,helium,313.0,5.0,14.0,APARAM_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.75992e-07
ILUFOL_clean,helium,313.0,5.0,14.0,ILUFOL_clean_helium_313.0K_5.0bar_14.0/Output/System_0,6.46908e-08
QOFDOG_clean,helium,313.0,5.0,14.0,QOFDOG_clean_helium_313.0K_5.0bar_14.0/Output/System_0,8.47029e-08
RUVBOB_clean,helium,313.0,5.0,14.0,RUVBOB_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.06112e-07
FUBDAI_clean,helium,313.0,5.0,14.0,FUBDAI_clean_helium_313.0K_5.0bar_14.0/Output/System_0,1.78982e-07
QUSQIG_clean,helium,313.0,5.0,14.0,QUSQIG_clean_helium_313.0K_5.0bar_14.0/Output/System_0,7.07061e-08
HOGQAX_clean,helium,313.0,5.0,14.0,HOGQAX_clean_helium_313.0K_5.0bar_14.0/Output/System_0,4.60767e-08
