name,He_273_0.01,He_273_0.05,He_273_0.1,He_273_0.5,He_273_1,He_273_5,He_273_15,He_313_0.01,He_313_0.05,He_313_0.1,He_313_0.5,He_313_1,He_313_5,He_313_15
DOTWAL_clean,0.0001050899,0.0005347221,0.0009798087,0.0047645905,0.0097965432,0.0482501774,0.1437799961,6.02721e-05,0.000435814,0.0008685371,0.0037616001,0.007656109,0.0378462764,0.1140596424
DOTYES_clean,4.92829e-05,0.0002184524,0.0004267686,0.0022911288,0.0044826436,0.0225317067,0.0664207199,3.39038e-05,0.0001807038,0.0003851753,0.001837447,0.0036846806,0.0182591269,0.0540356911
DOWGIH_clean,5.68939e-05,0.0002844697,0.0005332859,0.0026254658,0.0051234899,0.0264207923,0.0786486807,4.77909e-05,0.0002283344,0.0004255667,0.0020861112,0.0041934635,0.0205182345,0.0610244519
DOWQIP_clean,5.41515e-05,0.0002751779,0.0005138864,0.0028766584,0.0056847994,0.0298540378,0.0866025698,3.53642e-05,0.0001978186,0.0004111091,0.0021196433,0.0041740838,0.0212141153,0.0625471599
DOYBAV_clean,0.0001254893,0.0007987874,0.0015891285,0.0078611783,0.0153410634,0.0775209971,0.2263754049,0.0001266959,0.0005538421,0.0012476529,0.0060476176,0.0120445567,0.060306041,0.1801301953
DOYBEA_clean,0.000244304,0.0012918235,0.0025889197,0.0127459916,0.0212105148,0.1045410522,0.3092836834,0.0001845462,0.0010141254,0.0018894017,0.0098776163,0.0167919504,0.0835344171,0.24477159
DOYBUQ01_clean,0.0001095342,0.0004219762,0.0008888435,0.0046974031,0.0092062637,0.0455123775,0.1347845844,7.00301e-05,0.0003465592,0.0007110748,0.0034224963,0.0070550829,0.0346900347,0.1021918612
DOYBUQ_clean,0.0001113299,0.0005440799,0.0009409171,0.0050188233,0.0099945511,0.0502798107,0.1457020962,7.00301e-05,0.0003842677,0.0007326225,0.0037690555,0.0074842417,0.0379832447,0.113648066
DOYHOQ_clean,0.0003185466,0.0014895417,0.0028265401,0.0147047382,0.0295328602,0.1474444592,0.4341184642,0.0001929226,0.0010969667,0.0022455291,0.0116606006,0.0233054983,0.1169357695,0.3420719529
DOYHUW_clean,0.0002691943,0.0016000236,0.0030856396,0.0152313495,0.031638745,0.1559779192,0.4566158187,0.0002691943,0.001256801,0.0024362086,0.0122853558,0.024669977,0.1216085343,0.3568254841
DOYLEI_clean,0.0001127698,0.0008333495,0.0014889432,0.007825075,0.015397852,0.0766203691,0.2280548795,0.0001165925,0.000651771,0.0011926836,0.0062998162,0.0123205752,0.061656394,0.1831037023
DOYSIT_clean,0.0001801433,0.0009070372,0.0019278491,0.0096297642,0.0188644774,0.0929855343,0.2733563594,0.0001453788,0.0007300543,0.0016086478,0.0077588025,0.0152774139,0.0763839093,0.2246260231
DOZCEC_clean,0.0006997791,0.0038460303,0.0079014433,0.0399783275,0.0786094849,0.391182264,1.1392190248,0.0006832493,0.0032509442,0.0065872947,0.0332698328,0.0666168067,0.3289101515,0.952311771
DOZKIO_clean,0.0002887059,0.0013472942,0.0031276473,0.0151907423,0.0294119163,0.1487412933,0.4315720542,0.0002189353,0.0011452001,0.0024997119,0.0116757479,0.0233322506,0.1151214882,0.3439161231
DUBBEI_clean,9.00533e-05,0.0005389955,0.0011203691,0.005089336,0.0103773204,0.0520720059,0.1522391043,7.28372e-05,0.0003800779,0.0008263715,0.0040947767,0.0081127444,0.0401055093,0.1197139653
DUBJUH_clean,0.0001867904,0.0010149863,0.0019764077,0.0097268374,0.0193630279,0.0982572719,0.2862302729,0.0001593213,0.0008062206,0.0014709748,0.0075773745,0.0150750883,0.0768175736,0.2242872625
DUBKAO_clean,0.0001415558,0.0009606555,0.002017514,0.009447133,0.0191650101,0.0939573383,0.2735738196,0.0001456788,0.0007119021,0.0014430448,0.0072949354,0.0146475925,0.0740020893,0.2194280277
DUBWON_clean,0.0001951612,0.0010110229,0.0021482403,0.0106135395,0.0208661064,0.104257163,0.3027742469,0.000132064,0.0008510788,0.001661071,0.008180628,0.0163847358,0.0798458729,0.237085631
DUCHEP_clean,2.54702e-05,8.52698e-05,0.0001694321,0.0008084016,0.0016345216,0.008141601,0.0242509414,1.55036e-05,5.31552e-05,0.0001251361,0.0006810506,0.001272402,0.0065270126,0.0186674332
DUDKEU_clean,6.39336e-05,0.0003269516,0.0006927489,0.0034443215,0.0068635558,0.033803073,0.0999476483,5.34129e-05,0.0002978173,0.0004952831,0.0026722629,0.0052457928,0.0267388143,0.078760537
DUDKIY_clean,0.0003294141,0.0015939393,0.0029115957,0.0151335679,0.0301042028,0.1496974787,0.4444239646,0.0002178384,0.0011476364,0.0023661145,0.0117172259,0.0241003643,0.1198589325,0.3519010934
DUDKOE_clean,0.000448841,0.0022635333,0.0045979361,0.0221972293,0.044866927,0.2261364419,0.6555377591,0.0003908568,0.0017502653,0.0036701882,0.0179622316,0.0372430714,0.1807218859,0.5401082904
DUDKUK_clean,0.0004641213,0.0021317201,0.0042742337,0.0212902169,0.0419571113,0.2070305104,0.6176052242,0.0003831699,0.0016460117,0.0033351975,0.0172291553,0.034045461,0.1705915863,0.5055711832
DUDZOT_clean,3.62433e-05,0.0001902775,0.000348842,0.0017521382,0.0037421236,0.0180253923,0.0529877446,2.49173e-05,0.0001495037,0.000271825,0.0013806443,0.0028349078,0.0136637344,0.0411565634
DUFGOB_clean,0.0001827884,0.0009154529,0.0017991821,0.0091001454,0.0178724812,0.0888729561,0.2634691662,0.0001661713,0.0007311538,0.0014562651,0.0071347924,0.0145505654,0.073277022,0.217123984
DUFKAS_clean,0.0005842739,0.003691549,0.006785545,0.0340837528,0.0672247045,0.3376008063,0.9923760678,0.0005842739,0.0027155459,0.0059024946,0.0290676303,0.0568837191,0.2833994359,0.8454942381
DUFXOT_clean,6.59293e-05,0.0003861572,0.0007158036,0.0035813727,0.0071074127,0.0358725964,0.1059460107,4.70923e-05,0.0002460575,0.0005333208,0.0026842639,0.0054426982,0.0270969372,0.0798215305
DUFZOU_clean,8.40695e-05,0.0004445709,0.0008264459,0.0041707021,0.0079809036,0.0402849679,0.1185950015,6.98204e-05,0.0003134795,0.0005671129,0.0031504692,0.0061669971,0.0310073991,0.0926246483
DUFZUA_clean,7.21484e-05,0.0004116702,0.0007922175,0.0040275774,0.0083890187,0.0404865644,0.1213578365,7.35631e-05,0.0003437659,0.0006493355,0.0031151129,0.0063957426,0.0322658919,0.0938070541
DUGBAJ_clean,7.33963e-05,0.0004079139,0.0007113793,0.0041694729,0.0079761996,0.0394166253,0.1167438407,6.06931e-05,0.0003246374,0.0005984619,0.0030544141,0.0059196923,0.0305695506,0.0909224648
DUGMOJ_clean,0.0002303322,0.0012230316,0.0022287075,0.0116788166,0.0229002152,0.1144978317,0.3351366521,0.0002043793,0.000840226,0.0018978077,0.0091419181,0.0185044379,0.0909001316,0.2683175939
DUHXIP_clean,0.0001078205,0.0004811082,0.0009826369,0.0048413042,0.0096385005,0.0488043024,0.1412326214,7.75981e-05,0.0003749213,0.0007669959,0.0035499085,0.0073366959,0.0367471917,0.109649379
DUJQUW_clean,0.0001052693,0.0004697838,0.0008720067,0.0046145652,0.0094616673,0.0469296811,0.1403789645,6.59897e-05,0.0003315197,0.0007038901,0.003775554,0.0074144151,0.0368473964,0.110053551
DUJRAD_clean,0.0001693897,0.001029171,0.0019595312,0.0095448548,0.0192129037,0.0940254251,0.2803361806,0.0001334586,0.0007609705,0.0015142416,0.0073928352,0.0149794433,0.0741195634,0.2192121472
DUKDIX_clean,1.97482e-05,0.0001026905,0.0002475105,0.0011848905,0.0024461407,0.0118673373,0.0349924515,1.97482e-05,9.08416e-05,0.0001751005,0.0009294808,0.0018286811,0.0090709955,0.0272077205
DUKDOD01_clean,2.71246e-05,0.0001179919,0.0002576834,0.0012395929,0.0024805423,0.0125342655,0.037114554,2.03434e-05,8.13737e-05,0.0001980094,0.0009480038,0.0019773814,0.0096183738,0.0293311577
DUKDOD_clean,2.37912e-05,0.0001255645,0.000276242,0.0011631241,0.0024015871,0.0120885611,0.0348950473,2.24694e-05,7.93039e-05,0.0002048685,0.0009569339,0.0018411727,0.0092230461,0.0276268429
DUKMON_clean,3.81778e-05,0.0002371041,0.0004601427,0.0021660864,0.0046516609,0.0225007769,0.0658124617,3.01403e-05,0.0001547205,0.0003134597,0.0016818316,0.0033696913,0.0170212611,0.0520162183
DUKNEE_clean,6.98007e-05,0.0004153994,0.0008035595,0.0041786796,0.0079266384,0.0389164577,0.1159892261,6.38421e-05,0.0002970787,0.0005771328,0.0028763006,0.005986689,0.0297053157,0.0885771195
DUKNII_clean,6.20564e-05,0.0003849435,0.0007601907,0.003726292,0.0074041031,0.0373967325,0.109357905,6.3026e-05,0.00028895,0.0005798393,0.0028710774,0.0056752509,0.0283588009,0.0849784701
DUMXEQ01_clean,8.04419e-05,0.0004632343,0.000879313,0.0042731281,0.008546257,0.0429518069,0.127439366,6.65726e-05,0.000312059,0.0006684998,0.0032689915,0.0065185667,0.0328910233,0.0967022436
DUMXEQ_clean,9.8472e-05,0.0004271741,0.0008293835,0.0043078013,0.0084380766,0.0424109045,0.1249817276,4.99294e-05,0.0003189937,0.0006560174,0.0031136555,0.0065407576,0.0326011551,0.0962015622
DUMXIU_clean,6.24118e-05,0.0003148329,0.0006698867,0.0033092125,0.0068694598,0.0340047273,0.0996439202,4.85425e-05,0.000253808,0.0005062291,0.0024881508,0.0051330245,0.0254459879,0.0758858249
DUNJON_clean,3.52999e-05,0.0001938034,0.000375148,0.0019394185,0.0039106764,0.0194952408,0.0575589268,3.04548e-05,0.0001508898,0.0003066247,0.001579498,0.0031167745,0.0155409587,0.0461217558
DUNXUH01_clean,0.0002490508,0.0011192282,0.0023629817,0.0119124283,0.0239043757,0.1178520379,0.3450373763,0.0001485303,0.0009436925,0.0018213715,0.0091908746,0.0182767279,0.090205899,0.2678526331
DUNXUH02_clean,0.0002415492,0.0011132269,0.0024289951,0.0115328509,0.0236913323,0.1173959449,0.340785509,0.0001710349,0.0009016838,0.0017478563,0.0089658277,0.0180456807,0.0895697693,0.2688098284
DUNXUH03_clean,0.0002145437,0.0011837413,0.002271463,0.0112507935,0.0224880868,0.1131845859,0.3297417565,0.0001890385,0.0008566746,0.0017073482,0.0085832507,0.0174695632,0.0857709945,0.252064913
DUNXUH04_clean,0.0002340477,0.0010982239,0.0022684624,0.0113303097,0.0226006098,0.1119768396,0.3321722522,0.0002100428,0.0007966625,0.0016908449,0.0087722893,0.0174545602,0.0868137071,0.2560647288
DUNXUH05_clean,0.000220545,0.0011762398,0.0023494789,0.0114458332,0.0228601627,0.1136136735,0.3326913581,0.0001995407,0.0008791792,0.0017433554,0.0087827904,0.0171740029,0.0879569403,0.2576355492
DUNXUH06_clean,0.0002415492,0.0011837413,0.0022654618,0.0116078662,0.0232757475,0.1145033549,0.3419497465,0.0001740355,0.0009331903,0.0017133495,0.0090018361,0.0176045908,0.0887521025,0.2633112068
DUNXUH12_clean,0.000201041,0.0011297303,0.00225646,0.0115223488,0.022513592,0.1114157251,0.327900881,0.0001485303,0.0009151867,0.0016773421,0.0085412421,0.0173090305,0.0855984593,0.2566273435
DUNXUH13_clean,0.0002190447,0.0010907223,0.0022864661,0.0112913017,0.0222255333,0.1114457313,0.3325533299,0.0001830373,0.0009181872,0.0018078685,0.0087257787,0.0172610207,0.0864191267,0.2564143001
DUNXUH14_clean,0.0002475505,0.0011267297,0.002290967,0.0113933225,0.02269963,0.1136466802,0.3351938685,0.0001830373,0.0008896814,0.0017673605,0.008839803,0.0175055706,0.0875458565,0.2582581762
DUNXUH15_clean,0.0002535517,0.0012002447,0.0023149719,0.0118104075,0.0231587236,0.1164567533,0.3438866416,0.0001920391,0.0009751988,0.001819871,0.0090153378,0.0181432006,0.0903889364,0.2637417947
DUNXUH21_clean,0.0002025413,0.0011522349,0.002418493,0.0118554167,0.0238113567,0.118489668,0.3456675048,0.0001695346,0.0008716778,0.0016983464,0.0092118789,0.0180366789,0.0898938354,0.2682652173
DUNXUH_clean,0.0002025413,0.0011117266,0.0023869866,0.0113438124,0.0229801872,0.1151709911,0.3407570032,0.0001725352,0.0008941823,0.0017898649,0.0088503041,0.0180066728,0.0883095122,0.2607111765
DUNYOC_clean,0.0004207617,0.002153449,0.0043399916,0.0215746749,0.0441019761,0.2200536613,0.6484907551,0.0003758489,0.0017421426,0.0036899384,0.0184733302,0.0363249754,0.1784998939,0.5246213361
DUPJAB_clean,0.0002206688,0.0011932804,0.0024746429,0.0125734855,0.0248901437,0.1232166421,0.3568038492,0.0002280862,0.0010254609,0.0021121156,0.0099171153,0.020040993,0.099541104,0.2941301985
DUPKAC_clean,0.0005375819,0.0026250644,0.0053494923,0.0263967171,0.0536902573,0.2633871455,0.7634122743,0.0004365199,0.0022089267,0.0043465156,0.0217920263,0.0433640973,0.2145818353,0.6198625985
DUPVER_clean,0.0003798288,0.0021950327,0.0043522923,0.0220174788,0.0435103361,0.2159987894,0.6341357638,0.0004029123,0.0017816279,0.0034562321,0.0178183771,0.0357962436,0.1760244288,0.5196624911
DUQRUD_clean,8.97078e-05,0.0003783328,0.0008112704,0.0039835456,0.0075952592,0.0379203914,0.111881211,5.7205e-05,0.0003315288,0.0005980519,0.0029707577,0.0061391329,0.0300534086,0.0887522035
DUQSEO_clean,4.41583e-05,0.000231586,0.0004710224,0.0023021218,0.0045787301,0.0227248672,0.0678841379,4.12145e-05,0.0001717269,0.0003562107,0.0018144175,0.0035621067,0.0178056273,0.0533266025
DUQYEU01_clean,0.0001641045,0.0007767614,0.0016164294,0.0079276155,0.0157335219,0.07805085,0.2319056853,0.0001053004,0.0006235971,0.0012759126,0.0062852028,0.012750922,0.062062966,0.1854928214
DUQYEU_clean,0.0001558993,0.0008095823,0.0016574556,0.0079877871,0.015738992,0.0775886222,0.2325115046,0.0001148732,0.0006276998,0.0012458268,0.006184005,0.012532116,0.0621627963,0.1868521539
DURDAX_clean,0.0005021462,0.0026103786,0.0050761703,0.0254550987,0.0506444748,0.254531471,0.7305680412,0.0004396221,0.0019519223,0.0040464775,0.0206641962,0.0407852148,0.2044086812,0.6062761055
DURDIF_clean,0.000400682,0.0023209318,0.0045851633,0.0236402403,0.0471557446,0.235601062,0.695247666,0.0003704419,0.0018711095,0.0038404995,0.0189567965,0.0374410942,0.1884415374,0.5607016481
DUSHEG_clean,0.0003461086,0.0016108717,0.0031759867,0.0161626866,0.0319945208,0.159746167,0.4634008026,0.0002428627,0.0013058268,0.0025788026,0.0126980805,0.0258560781,0.1282725691,0.3769874383
DUSHIK_clean,0.0003612186,0.0016971152,0.0034358624,0.0171131907,0.0340488379,0.1709090767,0.4983948086,0.0002791791,0.0013665084,0.0027550572,0.0136418205,0.0276448597,0.1359308661,0.4000600701
DUTKAG_clean,0.0003191985,0.0016274628,0.0031829935,0.016443968,0.0321821043,0.1607426798,0.4690944439,0.000274241,0.0012663039,0.0026824663,0.0128173934,0.0262102446,0.1284481817,0.3814092619
DUVNIS01_charged,0.0001746,0.0010382254,0.001981534,0.0101924203,,,,,,,,,,
DUVNIS_charged,0.0002093261,0.00117103,0.0022284258,0.0111182062,,,,,,,,,,
DUWBEE_clean,0.0003586982,0.0017793132,0.0036224264,0.0177406739,0.0353806883,0.1755409552,0.5141293923,0.0002793025,0.0013908416,0.0029121189,0.0140941463,0.0286916044,0.1413781396,0.420202916
DUWFAE_clean,4.13156e-05,0.0002002907,0.000420341,0.0019966197,0.0039375534,0.019926679,0.0593390381,2.42504e-05,0.0001544843,0.0003116631,0.0014684991,0.0029316091,0.0148116318,0.0443091523
DUWFOS_clean,8.38669e-05,0.0003657145,0.0007231798,0.0036791427,0.0073926574,0.0366498174,0.1078541555,5.63695e-05,0.0003120947,0.0005623204,0.0028377245,0.0055654598,0.0280142806,0.0833499092
DUWGEJ_clean,0.0002213903,0.001063025,0.0021348354,0.0104123742,0.0207667678,0.1025300959,0.3036474307,0.000186249,0.00082055,0.001667456,0.0081949577,0.0165252095,0.0823132898,0.2409588155
DUWRAQ_clean,7.06073e-05,0.000406698,0.0006651206,0.003664518,0.0071129817,0.0359659583,0.1067483876,5.93101e-05,0.0002668957,0.0005479128,0.0027762799,0.0054311153,0.0269663489,0.0800376372
DUWRIY_clean,9.45561e-05,0.0006594043,0.0012690422,0.006636344,0.0132279043,0.0642434223,0.1872982664,0.0001045094,0.0004752689,0.0010127459,0.0049492667,0.0100279259,0.0498236132,0.1472039809
DUWROE_clean,0.0001477525,0.0006824757,0.001438124,0.0070836755,0.0139098462,0.0692227681,0.2067719388,0.000101316,0.0005192444,0.0011369904,0.0053120556,0.0106578831,0.0533161519,0.1593405594
DUWRUK_clean,8.83027e-05,0.0005392099,0.0010896924,0.0052624627,0.0106827481,0.0532897408,0.1566208102,7.703e-05,0.000428362,0.0007533911,0.0040074396,0.0080862729,0.0397287004,0.1205914293
DUWSAR_clean,0.0002387895,0.0014278636,0.0029499435,0.0146083932,0.0291209606,0.1446317762,0.4281546316,0.0002469116,0.0011338439,0.0023131716,0.0119037368,0.023784744,0.116233682,0.3462319292
DUWTAS_clean,8.40085e-05,0.0005357522,0.0009795706,0.005447871,0.010619946,0.053169473,0.1548942901,7.60832e-05,0.0004137022,0.0007386406,0.0040688638,0.0081139558,0.0402527655,0.1187405068
DUXKEN_clean,6.59438e-05,0.000321806,0.0006339402,0.0031820105,0.006425568,0.0315484133,0.0946795307,5.01173e-05,0.0002611376,0.0005082073,0.0024610244,0.0049519429,0.0246260684,0.0732117327
DUXKUD_clean,0.0001523628,0.0008504614,0.0016108903,0.0080586068,0.0159468457,0.0794308879,0.2355459778,0.0001509777,0.0006579303,0.0013449481,0.0064186296,0.0128552658,0.0639937651,0.1913912357
DUXLUF01_clean,1.35519e-05,5.22717e-05,9.00235e-05,0.0005343328,0.0010125219,0.0052668564,0.0147599755,7.744e-06,3.58158e-05,6.48556e-05,0.000332022,0.0007211557,0.0034876831,0.0101465151
DUXLUF02_clean,1.35901e-05,6.01848e-05,9.70722e-05,0.0005445749,0.0011736028,0.0058369507,0.0173099126,8.7365e-06,3.88289e-05,9.99843e-05,0.0004096446,0.0007561923,0.0039217164,0.0107585106
DUXMAL_clean,0.0001888845,0.0008707114,0.0018934519,0.0093858701,0.0187533141,0.0931876319,0.2725572769,0.0001612429,0.0007447884,0.0013943668,0.0070301887,0.0140864846,0.069790523,0.2070143518
DUXSIA_clean,6.51018e-05,0.0002848202,0.0005719655,0.0029563178,0.0056847799,0.0286889567,0.0838720103,4.18511e-05,0.0002452942,0.0004522248,0.0022460112,0.0043106675,0.0220392755,0.0649692453
DUXZIG01_clean,0.0002305463,0.0013216465,0.0026090534,0.0132050514,,,,,,,,,,
DUYJIS_clean,0.0002372608,0.0011537655,0.0023848103,0.0115118954,0.0231430996,0.1132005334,0.331648617,0.0001870971,0.0009246394,0.0018601249,0.0091731817,0.0178772649,0.0897632303,0.2618613932
DUYRAR_clean,3.42832e-05,0.0002202696,0.0004032562,0.0020222803,0.0038791445,0.019638276,0.0575653553,2.78551e-05,0.0001615596,0.0003162626,0.0015915977,0.0031977658,0.0157797014,0.0471192633
DUYREV_clean,4.34014e-05,0.0001985292,0.0004035041,0.0019556415,0.0039834756,0.0200647708,0.0593598022,3.9534e-05,0.0001508306,0.0003248659,0.0016071411,0.0033315951,0.0158621396,0.0475799731
DUYRIZ_clean,3.29647e-05,0.0001956476,0.0003827329,0.0019813062,0.0039112391,0.0195484894,0.0584185683,4.19551e-05,0.000163111,0.0003373529,0.0016041388,0.0031423484,0.0159095301,0.047105686
DUYROF_clean,4.62822e-05,0.0001966995,0.0004028268,0.0020291329,0.0039798433,0.0202814736,0.0596607956,3.38546e-05,0.0001469889,0.0003286895,0.0016194495,0.0032950377,0.0162557766,0.0483739308
DUYVEA_clean,5.5233e-05,0.0002359958,0.0004970974,0.0025407203,0.0050395977,0.0251461028,0.0747068889,2.51059e-05,0.0001908051,0.0004351695,0.0019465467,0.0039098307,0.0192462085,0.0591596213
DUZKAM_clean,0.0003873041,0.0019208188,0.0037369609,0.0185748938,0.0365766859,0.1829462357,0.5465515195,0.0003506672,0.0016486592,0.0031690894,0.0155471196,0.0315181803,0.1554554948,0.4576730774
DUZKEQ_clean,0.0003745901,0.001913722,0.00371787,0.0193818501,0.0387356732,0.1906179396,0.572580065,0.0003363666,0.0016002895,0.0032540918,0.0166017309,0.03232687,0.1601130555,0.482500067
DUZPUL_clean,0.0003943012,0.0018529879,0.0035418736,0.0180740399,0.0361207329,0.1746002563,0.5219568977,0.000275783,0.0013743564,0.0028535559,0.0141994047,0.0286107748,0.1407382089,0.4159992531
DUZWOM_clean,9.7498e-05,0.0004394911,0.000845983,0.0046724059,0.0092878142,0.044849103,0.1346058078,5.54989e-05,0.0003629927,0.0006254874,0.0036284274,0.0071773564,0.0356302874,0.1052243955
EBAMUS_clean,0.0003113644,0.0016176821,0.0032152586,0.0159437048,0.0322835462,0.1605488452,0.4590544108,0.0002706099,0.0013351175,0.0025881826,0.012961562,0.0259269301,0.1279061159,0.373351488
EBANAY_clean,4.6283e-05,0.0001761012,0.0004368665,0.0021527247,0.004312223,0.0213003499,0.061823958,3.49945e-05,0.0001422356,0.0003443005,0.0015905554,0.0031257973,0.0158852363,0.0469411443
EBATUY_clean,0.0001321389,0.000767664,0.0015248408,0.0074878701,0.0144387953,0.0740711876,0.2160701532,0.0001174568,0.0005642121,0.001208127,0.0058057213,0.0113681392,0.0581578901,0.1690119297
EBATUZ_clean,0.0006605173,0.0031921168,0.0064072481,0.0321375044,0.0637203636,0.3154143038,0.9126163635,0.0005224301,0.0025108864,0.005134544,0.025854537,0.0529840796,0.2580781743,0.762759472
EBAVAH_auto,0.0005878935,0.0031143056,0.0064580864,0.0317593608,0.063728532,0.3175258811,0.9113573468,0.0005507404,0.0026990649,0.005275743,0.0263983842,0.0526656435,0.2606444509,0.7584700633
EBAVIP_clean,0.0001551464,0.0007178537,0.0014742931,0.0073079599,0.0143618985,0.0722202691,0.2106840516,0.0001189724,0.0005490415,0.001061909,0.0054180673,0.0110202209,0.0542498089,0.1583056465
EBAVOV_clean,0.0001438923,0.0007620664,0.0014839395,0.0073642306,0.0143602908,0.0727323327,0.2139983977,0.0001077183,0.0004863399,0.0011262185,0.005586076,0.0110700607,0.0552594666,0.1630275648
EBAVUB_clean,0.0001455809,0.0007254914,0.0014759165,0.0074455362,0.0147173415,0.0732102883,0.2147189179,9.57134e-05,0.0005581941,0.0011799289,0.0056221563,0.0112418997,0.0550810459,0.1649125646
EBAWIQ_clean,0.0001211328,0.0004610862,0.0011019179,0.0054548843,0.010616706,0.0532476455,0.1552551607,8.7919e-05,0.0004200574,0.0008674673,0.0041614984,0.0079771827,0.0399972774,0.1198960982
EBEGEZ_clean,2.33765e-05,0.0001473736,0.0002703544,0.0012511514,0.0024423371,0.0123915832,0.0368881332,1.62619e-05,0.000101637,0.0001849793,0.001054992,0.0019361849,0.0099624589,0.0290061838
EBEGID_clean,3.06104e-05,0.0001408079,0.0002479444,0.0012325796,0.0024916885,0.0128471948,0.0379742713,2.24476e-05,0.0001010144,0.0002050898,0.0010438154,0.002093753,0.0098667599,0.0297206807
EBELUU_clean,0.000213363,0.0010244682,0.0021482887,0.0104303568,0.0208541992,0.1035690155,0.3013272174,0.0001319267,0.0007557285,0.0016352402,0.0081159384,0.0159794243,0.0798401161,0.2386864409
EBEMEE_clean,5.60318e-05,0.0002631491,0.0005783278,0.0027285464,0.0055991737,0.0282360048,0.0820425034,4.30244e-05,0.0002161225,0.0004392489,0.0022152555,0.0043654744,0.0213591068,0.0635780374
EBEMEF_clean,0.0001953937,0.0008674018,0.0016800204,0.0083581014,0.0162432405,0.0817037734,0.2436193892,0.0001588715,0.0006811387,0.0013020158,0.0066159933,0.0127097193,0.0653089659,0.1929539921
EBEMII_clean,5.32575e-05,0.0002612632,0.0005436285,0.0026960354,0.0053900615,0.0271824297,0.0796812668,4.22041e-05,0.0002039863,0.0004220406,0.002045892,0.0040495801,0.0204498772,0.0606693423
EBEWIT_clean,0.0001734353,0.0009224471,0.0017419765,0.0090643765,0.0175074369,0.0867005021,0.2575628706,0.0001372235,0.0006156001,0.0013379295,0.0071889889,0.0137337895,0.0697438652,0.2049833835
EBEWUG_clean,0.0001966186,0.0011101118,0.0022654633,0.0112803369,,,,,,,,,,
EBEXAM_clean,0.0001924941,0.0009148235,0.0016466824,0.0090700942,0.0179476958,0.0891457493,0.2652740713,0.0001429412,0.0007204235,0.0014694353,0.0071832706,0.0143722601,0.0705786418,0.2086846073
EBEXAN_clean,0.0002367978,0.0011122323,0.0021706469,0.0112461034,,,,,,,,,,
EBEXEQ01_clean,0.0001734353,0.0009110118,0.0016352471,0.0083973177,0.0167851074,0.0836072547,0.2450145401,0.0001219765,0.0006270354,0.0013264942,0.0067544477,0.01323826,0.0651678413,0.1942380178
EBEXEQ_clean,0.0001562824,0.0008576471,0.0016257177,0.0084335294,0.0165106603,0.0831441253,0.2445971518,0.0001143529,0.0007432941,0.0013379294,0.0065314594,0.0130381424,0.0653450883,0.1930392177
EBEXIU02_clean,8.21457e-05,0.0003194554,0.000780384,0.0039734171,0.0079209743,0.0384457047,0.1127616946,3.4988e-05,0.0002662129,0.0005947956,0.002869014,0.0054702945,0.0276678858,0.0826050986
EBEXIV_clean,0.000256531,0.0013364726,0.0026280972,0.0126148667,,,,,,,,,,
EBEZUI_ion_b,9.12424e-05,0.0005049792,0.000917143,0.0045007651,0.0092721115,0.0455739853,0.1331792354,7.55109e-05,0.0003413723,0.0006827446,0.003591488,0.0070744291,0.0348026675,0.1033429839
EBIDIE_charged,7.50918e-05,0.0003412066,0.0006982219,0.0033705674,,,,,,,,,,
EBIDOK_ion_b,0.0003057677,0.0013886528,0.0027844165,0.0137595481,0.0275373829,0.1377752926,0.4012587179,0.0002011363,0.0011621206,0.0022490691,0.0112229971,0.0223748855,0.1109977578,0.3238811912
EBIHII_clean,0.0002699613,0.0012209613,0.0023621613,0.0117596775,0.0249939191,0.1226299309,0.3594228239,0.0001799742,0.0009407742,0.001953129,0.0097329238,0.0195333378,0.0963046116,0.2887727187
EBIJAC_clean,8.64061e-05,0.0004163205,0.0010054533,0.0045104008,0.0090396547,0.0447929499,0.1321228636,6.75539e-05,0.0003519087,0.0007760843,0.003592925,0.0071717107,0.0345184728,0.1015602216
EBIMEJ_clean,0.0001563949,0.0007907442,0.0017188821,0.0084204758,0.0164682366,0.0822622545,0.2417558174,0.000119854,0.0006285029,0.0012628523,0.0063040298,0.0127761477,0.0622057051,0.1866419631
EBINUA01_clean,0.0001023091,0.0004650414,0.0008673021,0.0044481206,0.0090020384,0.0440777841,0.1303406339,5.81302e-05,0.000342968,0.0006626839,0.0034064279,0.0067524008,0.033949183,0.1014429629
EBINUA02_clean,6.39432e-05,0.0003755209,0.0007661556,0.0039400629,0.007851061,0.0384252062,0.1150454231,8.487e-05,0.0003278542,0.000612692,0.0030971756,0.006018798,0.0302788439,0.0908807107
EBINUA_clean,6.97562e-05,0.000416212,0.0008080094,0.0041551445,0.0081719396,0.0414107718,0.1217373685,6.51058e-05,0.0003104151,0.0006278058,0.0031878586,0.0062106276,0.0314251709,0.0951090994
EBIPIQ_clean,3.84155e-05,0.0001838455,0.0003471113,0.0017712279,0.0034395574,0.0170002219,0.0516166854,2.88116e-05,0.0001248503,0.0002593045,0.0012800587,0.0025450256,0.0129665965,0.0377624169
EBIPOX_clean,0.0002484077,0.0013399511,0.0027179792,0.0131928065,0.0267917716,0.133141107,0.3902104765,0.0002647265,0.0011296206,0.0020543501,0.0107014778,0.0210040527,0.1051943301,0.3143373252
