name,He_273_0.01,He_273_0.05,He_273_0.1,He_273_0.5,He_273_1,He_273_5,He_273_15,He_313_0.01,He_313_0.05,He_313_0.1,He_313_0.5,He_313_1,He_313_5,He_313_15
AGARUW_clean,0.0001124743,0.000573256,0.001182794,0.0057023249,0.0115630824,0.0574187285,0.1679458805,9.43333e-05,0.0004910167,0.0008743968,0.0045292065,0.0091696779,0.0455375736,0.1359511786
AGAYIQ_clean,6.00828e-05,0.0002684221,0.0005883437,0.0026662737,0.0053395703,0.0261141895,0.0776067486,3.58936e-05,0.0002138013,0.0003690803,0.0019460599,0.0038772943,0.019267086,0.0574750939
AGESIP_clean,4.45698e-05,0.0002460627,0.0004893397,0.0025321241,0.0049583953,0.0251810342,0.0751503308,3.89986e-05,0.0001773508,0.0003816293,0.0018032215,0.0037113682,0.018896686,0.0554142461
AGIMOU_clean,7.28488e-05,0.0004047158,0.0008061939,0.0038966039,0.0078385426,0.039349743,0.1155934113,5.66603e-05,0.0002897768,0.0005746969,0.0030467033,0.0059185692,0.0293338274,0.086928175
AGIREP_clean,0.0003240378,0.001646112,0.0032379477,0.0165186368,0.0327569843,0.1626856231,0.4654122955,0.0002527495,0.0013042523,0.0026101247,0.0131753782,0.026510345,0.1306561037,0.3778038075
AGOFEJ_clean,0.0005665584,0.0026381283,0.0055057853,0.0280083222,0.0553338727,0.2744612385,0.8139439804,0.0004561522,0.0023069097,0.0047067931,0.023083624,0.0461236665,0.2284305456,0.6813664038
AGONAM_clean,0.0001776522,0.0007707815,0.0015945721,0.0077980735,0.0153053149,0.0753044987,0.2258117759,0.0001131817,0.0006002926,0.0012750846,0.0060860217,0.0120273442,0.0594003238,0.1776880722
AGONEQ_clean,0.0002758392,0.0014481559,0.0029154673,0.0141750708,0.0283980337,0.1412986546,0.4191798789,0.0002643459,0.0011876412,0.0023312248,0.0112940847,0.0229118975,0.1121631341,0.3312178077
AGOVOJ_clean,0.0004603041,0.002811737,0.0058841281,0.0304244361,0.059029842,0.297966493,0.8709452779,0.0006044957,0.0024124371,0.0051021657,0.0247898705,0.0485482184,0.2441220044,0.7215738231
AGUBUA_clean,0.0001567112,0.0008052543,0.0016261797,0.0079392289,0.0160387874,0.078406224,0.2295457269,0.0001084923,0.0005569274,0.0012030596,0.0059212713,0.0117352571,0.0584460405,0.1733768206
AGUVOO_charged,0.0001549874,0.0008962702,0.001756229,0.0087917725,,,,,,,,,,
AGUWUV_clean,8.24156e-05,0.0004785888,0.0008342772,0.004174278,0.0088097947,0.0427028517,0.1281475941,8.09697e-05,0.0003296624,0.0006607707,0.0033775938,0.0068896556,0.0333551868,0.0983116984
AHAMAY_clean,5.0232e-05,0.0002344162,0.0004776968,0.0023884841,0.0047897732,0.0243103397,0.0712250994,3.64429e-05,0.0001615305,0.0003801876,0.0018103235,0.0035999632,0.0176964538,0.054201361
AHEBAS_clean,0.0001196939,0.0007007536,0.001314457,0.006873696,0.0136603432,0.068381149,0.2020020252,9.24908e-05,0.000523389,0.0010924793,0.0052240965,0.0105025993,0.0524226822,0.1551440232
AHEQAH_clean,0.0004694006,0.0022052531,0.0042269287,0.0216993186,0.0431802058,0.2140048367,0.6266730118,0.0003578598,0.0018032417,0.0036041599,0.0174003542,0.0355233993,0.1710616549,0.5134243125
AHINIP_clean,6.14922e-05,0.000285758,0.0005522242,0.0029829755,0.0060045347,0.0297248582,0.0884475196,5.90808e-05,0.000241146,0.000477469,0.0023089727,0.0046179454,0.0223602603,0.0675100206
AHIYOH_clean,0.000114736,0.0005302193,0.0011369293,0.0054751666,0.0108694975,0.0546612731,0.1582617958,6.86678e-05,0.0004389521,0.0008335743,0.0041826483,0.0082592535,0.0414935787,0.1230326288
AHIYUN_clean,0.0001339993,0.000689823,0.0014076764,0.0069057499,0.0138853372,0.06837862,0.1967417601,9.84485e-05,0.000478569,0.0009913215,0.0047494553,0.0096882872,0.0472853503,0.1392252887
AHOBEG_clean,9.57855e-05,0.0004608059,0.0009539717,0.0049795509,0.0096510359,0.048552891,0.1437222527,7.63695e-05,0.0003740812,0.0007636951,0.0036204325,0.0075101006,0.0365809985,0.1104225547
AHOJUC_clean,4.3011e-05,0.0002253403,0.000463771,0.0021832768,0.0043572033,0.0222890586,0.0663688091,3.92709e-05,0.0001664339,0.0003179075,0.0016334837,0.0032912781,0.0164816359,0.0486772545
AHOKAJ_clean,5.11602e-05,0.0002521469,0.0004851086,0.0024977156,0.0052283939,0.0253343683,0.0738534614,3.38023e-05,0.0001863694,0.0003690845,0.001915768,0.0037822035,0.0182532429,0.0539703994
AHOKIR01_clean,0.0001060861,0.0005025131,0.0010357353,0.0050349019,0.0099623231,0.049921889,0.146849695,6.83976e-05,0.0003880518,0.0007426028,0.003742327,0.0073269208,0.0363903268,0.1084925876
AHOKIR_clean,0.0001136582,0.0004803666,0.0009628776,0.0047768594,0.0094314835,0.0480645386,0.1413253554,8.79242e-05,0.0003323965,0.0007677287,0.00364135,0.0073663361,0.0361593815,0.1081210863
AHOKOX_clean,0.0001117722,0.0006043977,0.0011953413,0.0058463058,0.0115270244,0.0572377097,0.1696598325,8.38291e-05,0.000471927,0.0008393263,0.0044118962,0.0087503134,0.0438064184,0.1305840685
AHOZAA_clean,9.31509e-05,0.0004292245,0.0008538828,0.0042511492,0.0085351759,0.0421452848,0.1234331092,6.758e-05,0.0003050234,0.0005945217,0.0031534306,0.0063150804,0.0311388714,0.0936504047
AHUFIU_clean,0.0003048087,0.0013865078,0.0029532987,0.0144969979,0.0284921782,0.141555758,0.420098861,0.000258344,0.0011764872,0.002282348,0.0119284279,0.0234015014,0.1173569217,0.3498701952
AHUTIH01_clean,5.28723e-05,0.0002530317,0.0004985103,0.0024755569,0.0049312872,0.0248990824,0.0741062102,4.4375e-05,0.0002105451,0.0003993748,0.0019128447,0.0038870591,0.0190840722,0.0568745572
AHUTIH_clean,5.12964e-05,0.0002982792,0.0005433622,0.0027320099,0.0053471786,0.0266741475,0.0790316613,3.41976e-05,0.000230834,0.0004198708,0.0021269023,0.0042272064,0.0204777278,0.0611786012
AJAKON_clean,0.0001289847,0.0006069867,0.0011896939,0.0064370937,0.0123218305,0.0614832029,0.180982197,0.0001001528,0.0005204911,0.0009635914,0.0049666689,0.009557006,0.047781995,0.1415401995
AJAYIT_clean,8.04737e-05,0.0003081295,0.0006268476,0.0033015384,0.0066200193,0.0323017128,0.0955307325,5.18843e-05,0.0002509508,0.0004987251,0.0026429252,0.0050401938,0.0253661519,0.0745535728
AJIGIL_clean,0.0001180037,0.0005764429,0.0012573138,0.0060401188,0.0122462792,0.0606612189,0.1807942211,0.0001065166,0.0004730591,0.000982668,0.004868436,0.0097107658,0.0486342386,0.1428649035
AJINOY_clean,2.69349e-05,0.0001161567,0.0002390472,0.0013450613,0.002515046,0.0127317893,0.039058968,1.01006e-05,9.7639e-05,0.0002087454,0.0010117421,0.0019477298,0.0095669388,0.0290678045
