name,H2_293_0.01,H2_293_5
ELUJAY_clean,0.0022017288,0.8713010645
ELUJEC_clean,0.0021239509,0.8166244391
ELUZES_clean,0.0004494772,0.2075903232
EMAGAB_clean,0.0011250651,0.5151621483
EMAMOW_clean,0.0007518418,0.3814244063
EMAMUC_clean,0.0006636468,0.2973981024
EMAPAK_clean,0.0012174092,0.6279748864
EMIFOW_clean,0.002404641,1.1273153906
EMIGOX_clean,0.0029832578,1.283347386
EMIYUW_clean,0.0023228329,1.1443119724
EMIZAD_clean,0.0027014788,1.2923033841
EMOFIX_clean,0.0012981052,0.5446319296
EMOHIZ_clean,0.0012959816,0.5479571086
EMOSOO_clean,0.0040499407,1.2175910493
EMUBIZ_clean,0.0015857399,0.6081760047
EMUBOF_clean,0.002384459,0.9488747625
EMUTUD_clean,0.0034364302,1.2159889645
EMUVAL_clean,0.0034334556,1.2160403951
EMUYAM_clean,0.0004112587,0.179793605
ENAFAB_clean,0.0004451691,0.2037571979
ENAFOP_ion_b,0.0006513563,0.2872689831
ENANIS_clean,0.0040494699,1.3091738965
ENCDBZ_clean,0.0027301,1.1950999304
ENCNBZ01_clean,0.0030414152,1.2498050677
ENEQUL_clean,0.0020747761,0.9321697975
ENERIY_clean,0.0007280016,0.3279448171
ENESOH_clean,0.002496429,1.138987463
ENESUN_clean,0.0024508558,1.1680752175
ENIHUG01_clean,0.0025076105,1.1909535259
ENIHUG_clean,0.0026037928,1.1912386378
ENISOK_clean,0.001596595,0.7444337305
ENISUQ_clean,0.0017384008,0.8191027158
ENITAX_clean,0.0022419746,1.045931404
ENITEB_clean,0.002147558,0.9408503965
ENITIF_clean,0.002360524,1.0894562233
ENITOL_clean,0.0019176395,0.9041805627
ENIXUV_clean,0.002355302,0.9942296788
ENOSAD_clean,0.0015580182,0.6371360387
ENOVAG_clean,0.0010651735,0.5239578247
ENUCOG_clean,0.0009846698,0.4539500518
EPAGEJ_clean,0.0008423048,0.4089542041
EPAVAU_clean,0.0009912345,0.4421128312
EPECEJ_clean,0.0032931918,1.4168129911
EPECOT_clean,0.0038323147,1.1522774236
EPEWAY_clean,0.0021677444,0.8942911703
EPEWEC_clean,0.0021980704,0.9098382782
EPEXUU_clean,0.002179375,0.8682031925
EPEYAB_clean,0.002474539,0.9683673449
EPISOM_clean,0.0032680672,1.4091016473
EPONAA_clean,0.0013386758,0.5800614785
EPONEE_clean,0.0011360654,0.5857393934
EPOPEG_clean,0.0024679085,1.0658421445
EPOTAF_clean,0.0025012516,1.2291679703
EPOXAJ_clean,0.0002670041,0.1219897509
EPUSUE_clean,0.00039881,0.2002378062
EPUXET_clean,0.0014716045,0.5940639866
EQAMUG_clean,0.0016570324,0.6805083828
EQERAU_clean,0.0029134183,1.3443325787
EQEREY_clean,0.003250055,1.3036553976
EQERIC_clean,0.0042247057,1.689850935
EQEROJ_clean,0.0023914494,0.9030760963
EQETAX_clean,0.0039889328,1.7045470657
EQOCES01_clean,0.0019969066,0.7953676916
EQOCOC01_clean,0.0032756189,1.4669447651
EQOXIT_clean,0.0014542513,0.6509332091
EQUBIC_clean,0.001407325,0.5630753987
EQUBOI_clean,0.0013735458,0.5766003374
EQUBUO_clean,0.0013468455,0.5528378167
EQUCOI_clean,0.002393021,0.942661259
EQUNEL_clean,0.003417608,1.571277676
EQUNIP_clean,0.00357619,1.646024978
ERAHOV_clean,0.0013424028,0.6683759533
ERALEQ_clean,0.0112789802,3.0881830562
ERALIU_clean,0.0053557104,2.1789975943
ERALUG_clean,0.0021237918,0.9284679039
ERAMAN_clean,0.0021867512,1.0278035909
ERAMER_clean,0.0023194695,1.0381112495
ERAMOB_clean,0.0028035848,1.2409910394
ERANES_clean,0.0027145795,1.1748734609
ERAQAR_clean,0.0042108782,1.7549361028
EREFEN01_SL,0.0043660217,1.6346254045
EREGOY_clean,0.0024145806,1.1151704939
ERELIX_clean,0.0020501647,0.8444181628
ERIGER_clean,0.0008669333,0.4058074739
ERIRIG_auto,0.0022584886,1.152422355
ERIWAF_clean,0.0029293454,1.2870701519
EROCIZ_clean,0.0027344681,0.7288682391
ERUFUS_clean,0.0020039744,0.7812189699
ERULEK_clean,0.0022410631,1.0057909848
ERUNOW_clean,0.0019925504,0.9264920372
ERUVEU_clean,0.0001053977,0.0544700502
ESANET_clean,0.0007472152,0.3525943789
ESAROH_clean,0.002233609,0.7399154823
ESARUN_clean,0.0031429147,1.2047510579
ESASAU_clean,0.0019935298,0.7108135843
ESASEY_clean,0.0020878986,0.7416872828
ESEBOV_clean,0.0026780594,1.2441824709
ESEDIQ_clean,0.0041961442,1.8047997841
ESEHIV_clean,0.0031726425,1.1605871687
ESEQUO_clean,0.002043667,0.9116819772
ESEVIH_clean,0.0019897637,0.8882857024
ESEVIJ_clean,0.00031949,0.1427450294
ESIDOB_clean,0.0050408155,1.8097493886
ESIFET_clean,0.001832411,0.7755835544
ESIGES01_clean,0.0031556496,1.3388233757
ESIGES02_clean,0.0030903972,1.3059286706
ESIGES_clean,0.003031563,1.3350376659
ESIWAF_clean,0.0023233055,0.9623965779
ESURER01_clean,0.0021600016,0.9234423552
ESURER02_clean,0.0021586988,0.9194154766
ESURER03_clean,0.0021613043,0.9282079075
ESURER04_clean,0.0021782404,0.9330438097
ESURER_clean,0.0021391572,0.9275708504
ESUSAO01_clean,0.0022859365,0.9150815772
ESUSAO_clean,0.0021365516,0.9389640552
ESUSIW_clean,0.0020310268,0.9039502302
ESUSOC01_clean,0.0023693141,0.9657994907
ESUSOC02_clean,0.0021330775,0.927296399
ESUSOC_clean,0.0022112441,0.9593655175
ESUTAP_clean,0.0022844166,0.9723504967
ESUTIX_clean,0.002169121,0.9448710558
ESUVAR01_clean,0.002518699,0.9521081901
ESUVAR02_clean,0.0023710512,0.8724547672
ESUVAR_clean,0.0023866845,0.9480539532
ESUVOF_clean,0.0022564069,0.9611902715
ETAXUT_clean,0.002930606,1.2171771285
ETECIR_clean,0.0027879642,1.1898090025
ETECOX_clean,0.0018451483,0.9064298803
ETEJIX01_clean,0.0022487509,1.000342393
ETEJIX_clean,0.0022865883,1.0092640652
ETEJOD01_clean,0.0025418912,1.0902358051
ETEJOD_clean,0.002549112,1.1441478422
ETEJUJ_clean,0.0023328453,1.0496200098
ETEKAQ01_manual,0.0017167926,0.7950288112
ETEKAQ_clean,0.0022582899,1.0005393469
ETEKEU_clean,0.002135069,0.9840139545
ETEMEX_clean,0.0008779336,0.3974951229
ETEMIB_clean,0.0016650218,0.7138976426
ETEQUQ_clean,0.000807699,0.3638382215
ETESIG_clean,0.0026009005,0.9587031006
ETEXEI01_clean,0.0021957621,0.8805920783
ETEXEI_clean,0.0020544906,0.8908604951
ETICIV_clean,0.0019054051,0.6793471072
ETIPII_clean,0.0075454065,2.2290168962
ETIXAI_clean,0.0033040337,1.112040832
ETIXIQ_clean,0.0036301881,1.4642571763
ETIXOW_clean,0.0491793503,3.3911145906
ETIYEN_clean,0.0061444588,1.973669571
ETUWEW_clean,0.001494964,0.6476073386
ETUWIA_clean,0.0019815509,0.9634985354
ETUXEW_clean,0.0032357891,1.1857330424
EVADIQ_clean,0.0022942075,1.0112449435
EVAKIV_clean,0.0028717725,1.2649800354
EVEGER_clean,0.0017204912,0.7563334855
EVEGIV_clean,0.0015574727,0.5826439642
EVEGOB_clean,0.0015983092,0.680122641
EVEGUH_clean,0.0016592974,0.6891783246
EVIMUT_clean,0.001629727,0.7455784858
EVUDAA_clean,0.0032008532,1.3088449322
EVUPOC_clean,0.0025090371,1.0450249468
EVUQOC_clean,0.003079387,1.1564293505
EVUQUI_clean,0.0031809169,1.1754199983
EVURAP_clean,0.0034008219,1.2117518075
EWASIG01_clean,0.0026508747,1.1482528254
EWASIG_clean,0.0025699397,1.1803365713
EWECOY_clean,0.0016903404,0.7896179928
EWESAC_clean,0.0040540255,1.1543104789
EWETIL_clean,0.0049606501,1.3425870786
EWETUW_clean,0.0042168112,1.4874234882
EWIDUK_SL,0.0011614714,0.590881792
EWILON_clean,0.0031368869,1.1967298851
EWIPIL_clean,0.0047304649,1.8430314178
EWUCOP_clean,0.003364597,1.4728871609
EWUGEK_clean,0.0008618494,0.3079420468
EWUKAK_clean,0.0022619041,1.0514250085
EWUKEO_clean,0.0028492722,1.2798469343
EWUKIS_clean,0.0029077399,1.2520548765
EWUSOF_clean,0.0009089384,0.4900674852
EWUSUL_clean,0.0008265928,0.4341177497
EWUTEW_clean,0.0016862174,0.7371670891
EXALAR_clean,0.0015984554,0.7961741826
EXALIZ_clean,0.0007469775,0.3615477644
EXAPEA_clean,0.0014532212,0.4927160397
EXAXAE01_clean,0.0014912915,0.6090086425
EXAXAE_clean,0.0015447294,0.6184298764
EXEMUR_clean,0.0008759555,0.4094678466
EXENAX_clean,0.0009866564,0.4437958385
EXEQAA_clean,0.0029250087,1.2416198924
EXEQII_SL,0.0027830779,1.2533867785
EXEWIO_clean,0.004084117,1.4286501871
EXEXAH_clean,0.0013292367,0.6528219936
EXIBUI_clean,0.0009334195,0.416966286
EXIDOF_clean,0.0031371174,1.2999951492
EXOFIH_clean,0.0065408064,2.340207202
EXOTOB_clean,0.0013840416,0.6937635463
EXOTUH_SL,0.0028830246,1.2626448892
EXOZEX_clean,0.0019949742,0.8411664939
EXOZIB_clean,0.0016717365,0.8376584924
EXUHEM_clean,0.0020878822,0.794649172
EXUHUC_clean,0.0009688189,0.42100799
EXUSAT_clean,0.0023971318,0.9271331697
EYACOX_clean,0.0024449187,1.1079616686
EYINOR_clean,0.0023709678,1.1186249994
EYIYES_clean,0.0021417747,1.0221253753
EYOCIG_clean,0.0023600508,1.0362500729
EYOCOM_clean,0.0022899344,1.0055079232
EYULOA_clean,0.0032021164,1.1148699408
EYUWAW_clean_h,0.0025436805,1.1153080771
EZABEN_clean,0.0019815727,0.8084201714
EZEQEH_clean,0.0028538632,1.0172842408
EZEQIL_clean,0.0030068804,1.1182461039
EZEQOR_clean,0.0029773831,1.1415784635
EZEQUX_clean,0.0028925784,1.1633548408
EZESAF_clean,0.0026398203,0.9234907035
EZIMEG_clean,0.0056679699,2.2644733587
EZIPEK_clean,0.0022162426,0.9517852459
EZITUE_clean,0.0013607655,0.5058074501
EZIVAM_clean,0.0013388946,0.4979876851
EZOBUR02_clean,0.0016220929,0.6611284738
EZOBUR_clean,0.0015439572,0.6473407098
EZOFEF_clean,0.0045869426,1.6729397817
EZOFUV_clean,0.0027960375,1.3175394218
EZUCIM_clean,0.003599187,1.5595587635
EZUCOS_SL,0.0023301185,0.9495956323
EZULAO_clean,0.0022156858,0.9362207902
FABCUI_clean,0.0018920828,0.7640157728
FABFOF_ion_b,0.0005648714,0.2567064191
FABGOG_clean,0.0010962719,0.407703513
FABGUM_clean,0.0013167475,0.6110900219
FAFCEW_clean,0.0010704442,0.4711632608
FAFDEX_clean,0.0021462054,0.8369037948
FAFGAU_clean,0.0011429238,0.4224490269
FAFMAC_clean,0.0010442018,0.478254889
FAFQEJ01_clean,0.0008866435,0.406020237
FAGMAE_clean,0.0016575633,0.7117411987
FAGMEI_clean,0.0023714044,0.9544766748
FAGMOS_clean,0.0024334118,0.9619205859
FAGQAI_clean,0.0022966168,1.0806178337
FAGREM_clean,0.0016111804,0.7329784803
FAGXIX_clean,0.0058377403,1.8962522104
FAGXOD_clean,0.0037451328,1.3511228609
FAHGAY_clean,0.0035456685,1.5442311895
FAHPOV_clean,0.0026043297,1.190272098
FAHQIQ_clean,0.0038075444,1.6168137978
FAHQIR_clean,0.0025679048,0.925656966
FAHTUE_clean,0.0017216421,0.7340576676
FAHVAM_clean,0.0016657792,0.7226102183
FAJYAS_clean,0.0019371291,0.8870916463
FAJZOI_clean,0.0047752574,1.522915603
FAKLIO_clean,0.0022813687,1.0793975721
FAKLOU_clean,0.002045609,0.941559559
FAKLUA_clean,0.0026430839,1.2240965941
FAKMAH_clean,0.0024781047,1.1546430085
FAKNIR_clean,0.0024987973,1.0823639133
FALBAX_manual,0.0026396676,1.2422074867
FALDAA_clean,0.0022837272,0.9930915056
FALLOT_clean,0.0010134746,0.4374962482
FALPOY_clean,0.0077172214,2.3720918508
FALQEQ_clean,0.0005884254,0.2233869573
FALQIU_clean,0.0008154511,0.2627183036
FALQOA_clean,0.0009075544,0.2821757933
FALVOF_clean,0.001638741,0.767736569
FALVUL01_clean,0.0020718441,0.9103553839
FALVUL_clean,0.0021252265,0.908032743
FALZAU_clean,0.0150685061,2.2018078989
FAMHAE01_clean,0.0004251981,0.1856533659
FAMHAE_clean,0.0004004773,0.1781570242
FAMPUH_clean,0.0028913312,1.3409978719
FAMQAO_clean,0.0029599908,1.3054398386
FAMQES_clean,0.0029727055,1.3504245778
FANCIJ_clean,0.0028291087,1.1439639024
FANCOP_clean,0.003326028,1.2720577395
FANDEG_clean,0.0029148549,1.2000435363
FANQER_clean,0.0006594058,0.3063855788
FAPXEC_clean,0.0027455448,1.2503251527
FAPXIG_clean,0.0029749199,1.3094288999
FAPXOM_clean,0.0028956793,1.3365586302
FAQGEL_clean,0.0028258929,1.1047233918
FAQGIO_clean,0.0004920711,0.2349784062
FAQGIP_clean,0.0032220609,1.2584316493
FAQLUH_clean,0.002621567,1.23966757
FAQVEA_clean,0.0021489988,0.8418155129
FAQYUR_clean,0.0011014885,0.4343075804
FARBIL_clean,0.002328489,0.9644398735
FARFIO_clean,0.0010526537,0.506664143
FARFOU_clean,0.0010210543,0.5258726041
FARFUA_clean,0.0010329041,0.5050111014
FARHIR_ion_b,0.0020376288,0.7755160243
FARHOX_ion_b,0.0022911837,0.9136339321
FARYEE_clean,0.0001630947,0.0859162058
FASFOX_clean,0.0028776746,0.866377111
FASFUD_clean,0.0026811159,0.8507398948
FASGAK_clean,0.0027484658,0.8433742368
FASGEO_clean,0.0025129985,0.7338312317
FASHAK_clean,0.0013784859,0.6129311399
FASHOX_clean,0.0006760752,0.3046299291
FASHUD_SL,0.001984281,0.8297174564
FASQUN_clean,0.0033622324,0.9277317954
FASVIH_clean,0.0015938689,0.7487837637
FATKAO_clean,0.0009861041,0.4388698872
FATKES_clean,0.0011750993,0.4882342908
FATKIV_clean,0.0016492156,0.6594312216
FATKIW_clean,0.0010766786,0.465144334
FATKOC_clean,0.0010595549,0.461865784
FATKUI_clean,0.0011888456,0.5046787688
FATLUJ_clean,0.0012776687,0.5452557387
FATQID_clean,0.0019946152,0.9749589652
FATVOM_clean,0.0020590053,0.7754718152
FAVDAK_clean,0.0112145229,0.9854043681
FAVDEO_clean,0.0017868078,0.5398648917
FAVDIS_clean,0.0020523813,0.4851475725
FAVFUG_clean,0.0026519972,1.1479271772
FAVGAN_clean,0.0013732186,0.5616874895
FAVGER_clean,0.0010429073,0.4594335665
FAVGIV_clean,0.00097054,0.4050757041
FAVGOB_clean,0.0010051658,0.4050624648
FAVGUH_clean,0.000943799,0.4079616883
FAVHAO_clean,0.0009174132,0.4087258611
FAVHES_clean,0.0009586022,0.3976529733
FAVHIW_clean,0.000968598,0.4163292226
FAVKAP_clean,0.0023332722,1.0065517196
FAWCEN01_SL,0.0012530059,0.614090879
FAWCEN02_SL,0.0012102898,0.6238057431
FAWCEN03_SL,0.001132994,0.5811547234
FAWCEN_SL,0.0012652105,0.6114485824
FAYLIC_clean,0.0034849204,1.4288691787
FAYPAY_clean,0.0022371819,1.0415314277
FAYPEC_clean,0.0020298928,0.9471875503
FAYPIG_clean,0.0020653689,0.9646751912
FAYPOM_clean,0.0020304566,0.8924483964
FAYQAZ_clean,0.0016156048,0.8240517702
FAYQED_clean,0.0029455205,1.2946624085
FAYQUT_clean,0.0023701598,1.0777425491
FAZFET_clean,0.0010929715,0.4346322597
FAZPED_clean,0.0009121436,0.4244301028
FAZZEM_clean,0.0006489048,0.2888547625
FEBPUY_clean,0.0025189436,1.0182456111
FEBXIV_clean,0.0028858355,1.4262798179
FECCIZ_clean,0.0034412952,1.2371693508
FECKAA_clean,0.0036279246,1.3382210036
FECWOB01_clean,0.0035027333,1.1193660997
FECXAO_clean,0.0034243942,1.5523152661
FECXES_clean,0.0033945759,1.3902347694
FECXUI_clean,0.0026912338,1.1768795803
FECYIX_clean,0.0004390418,0.1882431192
FECYUJ_clean,0.0027322118,1.2335367349
FECZAQ_manual,0.0021588628,0.992317871
FEDBEX_clean,0.0009660769,0.4389776282
FEFCUQ_clean,0.0025328222,1.2340259765
FEFDAX_clean,0.0026049205,1.1810620606
FEFDEB_manual,0.0021080616,1.0323367618
FEFVES_clean,0.0034480942,1.1843385361
FEFZOF_clean,0.0015645291,0.6632729657
FEGNIQ_clean,0.0016576149,0.7415903125
FEHCIG_manual,0.0021829506,1.0017620112
FEJDII01_clean,0.0023464516,0.9544461049
FEJDII_clean,0.0023965693,0.9681766813
FEJKEM_clean,0.0007787078,0.3179372294
FENROG_clean,0.000928928,0.4417297613
FEQSIF_clean,0.003260178,1.3761441923
FERHAN_clean,0.0032140366,1.213927292
FERVEF_clean,0.00146106,0.5975492494
FERVIJ_clean,0.0014628826,0.60520812
FERVOP_clean,0.001357084,0.573863351
FERVUV_clean,0.0019886454,0.8246154377
FERWAC_clean,0.002002918,0.838489966
FESBEM_clean,0.0033428272,1.1917089108
FESTUT_clean,0.0034813323,1.1454693319
FEVNOK_clean,3.09007e-05,0.0187026249
FEVSAC_clean,0.0009737772,0.4270623012
FEWGUL_clean,0.0020545876,0.7209550271
FEWQIJ_manual,0.0012388277,0.5229184143
FEWQOP_clean,0.0013093567,0.5413260396
FEWWOV_clean,0.0043460304,1.7835788294
FEWWUB_clean,0.00329135,1.3122258116
FEXCES_clean,0.0040259977,1.6259554672
FEYDET_clean,0.0031703029,1.0279394902
FEYJID_clean,0.0021190821,0.9518709851
FEYJOJ_clean,0.0028546781,1.3480249905
FEYQIK_clean,0.0016238244,0.7410375935
FEYQUW_clean,0.0016069926,0.6509163642
FEYZUF_clean,0.0020246255,0.8451183326
FEZCIX_clean,0.0006098192,0.3012412558
FEZQEI_clean,0.0010284739,0.4738767509
FEZREJ_clean,0.0023593412,1.0720220708
FEZTIP_clean,0.0027971598,1.1830301031
FIBHIJ_clean,0.0011900872,0.5094541684
FIBKEI_clean,0.0028142336,1.2728822714
FIDMEL01_clean,0.0044742826,1.2390900603
FIDMIP_clean,0.0010504716,0.4341991177
FIDRIV_clean,0.001446091,0.708352327
FIFGAE_clean,0.0026833164,1.2778996014
FIFGEI_clean,0.0025524057,1.2625447419
FIFGIM_clean,0.0026533217,1.2135442173
FIFMIS01_clean,0.0027626793,1.0556099233
FIFMIS_clean,0.002806132,1.0569420927
FIFMOX_clean,0.0022430648,0.9930810501
FIFMOY_clean,0.0028221409,1.0336296992
FIFMUD_clean,0.0020429971,0.966177186
FIFNUE01_clean,0.0020181832,0.915622491
FIFNUE_clean,0.0019514443,0.9465199148
FIFPAM01_clean,0.0020547819,0.9574188198
FIFPAM_clean,0.0019345411,0.8433503673
FIGFOR_clean,0.0066388543,1.6461410283
FIGVUN_clean,0.0035381492,1.3607823425
FIHFAF_clean,0.0022869521,0.983574613
FIHHOV_clean,0.0016051049,0.6705710313
FIHHUB_SL,0.0021319488,0.9785689881
FIHLOZ_clean,0.00326404,1.0248705252
FIHRIZ_clean,0.0027379128,1.2188819875
FIHXUR_clean,3.46673e-05,0.0208315714
FIJCUX01_clean,0.0019733928,0.9528372108
FIJDEI_clean,0.0012841373,0.4952031865
FIJDIM01_clean,0.0027700571,1.162308061
FIJDIM02_clean,0.0027714661,1.1610597037
FIJDIM03_clean,0.0028602319,1.1691134403
FIJDIM04_clean,0.0027559673,1.1564537441
FIJDIM05_clean,0.0028771397,1.1784831655
FIJDIM06_clean,0.0027418775,1.1673212162
FIJDIM07_clean,0.0028151445,1.1826171164
FIJDIM08_clean,0.0027658301,1.1678777638
FIJDIM09_clean,0.0027404685,1.1729543231
FIJDIM10_clean,0.0025995704,1.0823751474
FIJDIM11_clean,0.0026812913,1.1297211433
FIJDIM12_clean,0.0027940098,1.1572709532
FIJDIM_clean,0.0028080996,1.1504486661
FIJDOS_clean,0.0018586022,0.8685024041
FIJDUY_clean,0.001621252,0.7822336734
FIJFEK_manual,0.0020963734,0.8970827625
FIJFIO_clean,0.0039723024,1.5073173307
FIJFOU_clean,0.0019881341,0.7827799033
FIJFUA_clean,0.0019401469,0.8521237788
FIJXUR_clean,0.0005150278,0.2361476735
FIJYED_clean,0.0029597326,1.0028810487
FIJZEE_clean,0.0010878506,0.4651407936
FILYAC_clean,0.0024132485,1.0916855807
FILYEG_clean,0.0017151337,0.7574931926
FIMNIA_clean,0.0006981077,0.3408369196
FIMXUW_clean,0.0008375433,0.3531197331
FIMYUX_clean,0.0016482077,0.768971589
FIMZAE_clean,0.001567395,0.7227468075
FINQOK_clean,0.0008637755,0.3862591003
FINQUQ_clean,0.0007787067,0.3745308236
FIPJAR_clean,0.0021848395,0.881846415
FIPJEV_clean,0.0048042988,1.5741591817
FIPKOG01_clean,0.0028458758,1.1913793272
FIPKOG_clean,0.002684047,1.1671651085
FIPKUM_clean,0.0032554685,1.3166162945
FIPWOS_clean,0.0035534376,1.2204295982
FIPXAF_clean,0.0045182247,1.4605950475
FIPXEJ_clean,0.0027154306,0.9934483736
FIQKIB_clean,0.0013731905,0.5642031576
FIQYOU_clean,0.0016581984,0.6430287219
FIQYUA_clean,0.0010302352,0.4298939783
FIQZAH_clean,0.0017810428,0.6676423713
FIRMUQ_clean,0.0027887626,1.271170169
FIRNAX01_clean,0.0025583337,1.2137834221
FIRNAX_clean,0.0024391718,1.218673925
FIRNIF_clean,0.0026094031,1.2406824039
FIRNOL_clean,0.003010473,1.4358867707
FIRNUR_clean,0.002904748,1.3818613878
FIRPAZ_clean,0.0025642431,1.2277066324
FIRZOX_clean,0.0005751281,0.2723789359
FISGOF_clean,0.0024026223,1.201582496
FISXEM_clean,0.0035917076,1.5036787226
FITGEW_clean,0.0010461993,0.4879790783
FITHIA_clean,0.0013514443,0.5968703324
FITJAU_clean,0.0006757354,0.2928143386
FITJEY_clean,0.0006258805,0.2946490114
FIVNAZ_clean,0.0007023981,0.3238701772
FIVQOR_clean,0.0139589201,2.4590894128
FIVYEP01_clean,0.0009161255,0.3718164166
FIVYEP_clean,0.0008354305,0.3697195335
FIVYUF_clean,0.0016667226,0.6107695193
FIWKUT_clean,0.0027600612,1.2300807071
FIXVUE_clean,0.0004211277,0.1962793775
FIYDOH_clean,0.0011844077,0.4876931105
FIZPOV_clean,0.0035081732,1.6613737936
FOBNAN_clean,0.0026784588,1.1061487462
FOCREW_clean,0.0041245053,1.2102803176
FOCZAA_clean,0.0033464466,1.0879841691
FOCZEE_clean,0.0018273295,0.5472684418
FODYUT_clean,0.0059113168,1.5970323405
FOFCIO_clean,0.0016642974,0.5484165879
FOFCOU_clean,0.0032764216,1.0932606127
FOFHAK_clean,0.0081666742,2.108140713
FOFHEO_clean,0.0031622451,1.1464288294
FOFTIF_clean,0.0035505385,1.3501896172
FOFTOL_clean,0.0029253549,1.2125363297
FOFTUR_clean,0.0030794444,1.2154611926
FOHCAH_clean,0.0039051137,1.6722103504
FOHCIP_clean,0.0014956276,0.6307551588
FOHQUO_clean,0.0005710633,0.299586627
FOHSAW01_clean,0.000661615,0.2884251423
FOJKIA_clean,0.0041383303,1.6436745212
FOJLOH_clean,0.0024818412,1.165082717
FOJPEB_clean,0.0017678477,0.7073292889
FOKWIN_clean,0.0014108885,0.5863515632
FOKYEL_clean,0.0029059852,1.1048072755
FOKYIP_clean,0.0035725497,1.423945366
FOKYUB_clean,0.0008045284,0.363830795
FOLLEZ_clean,0.0048091708,1.4596029743
FOMWOV_clean,0.0025508338,1.1410903967
FONKEA_clean,0.0013431479,0.5384404827
FONPUV_clean,0.0014768136,0.6219581923
FONQIJ_clean,0.0027721616,1.1067668898
FOPBAP_clean,0.0012729008,0.5115325613
FOPTOU_clean,0.0006679171,0.3118622071
FOQNIK_clean,0.0027801184,1.0331192549
FOQNOQ01_clean,0.0026671769,0.9657133933
FOQNOQ02_clean,0.0027096478,0.9580091595
FOQNOQ_clean,0.0020151444,0.8094426793
FOQNUW01_clean,0.0023592623,0.9084264264
FOQNUW02_clean,0.002388992,0.9127903185
FOQNUW_clean,0.0022955559,0.9127393533
FOQPAE01_clean,0.002841828,1.0203805432
FOQPAE02_clean,0.0028316858,1.0312894303
FOQPAE_clean,0.0019082623,0.7920697078
FORKUU_clean,0.0037354302,1.6587486577
FORPIM_clean,0.0013902767,0.6479331851
FORPOS_clean,0.0015357825,0.747570288
FORPUY_clean,0.0013006725,0.6601115986
FORQAF_clean,0.0013294638,0.6157417695
FORQEJ_clean,0.0015972138,0.7358753042
FORQIN_clean,0.0012905525,0.6524791093
FORTIR_clean,0.0017203697,0.7719765173
FORTUD_clean,0.0015776462,0.7278784199
FORWAL_clean,0.0019450061,0.8763857208
FOSTUE_clean,0.0029940588,1.4134394157
FOTNIN_clean,0.0033825663,1.6485017614
FOVPEN_clean,0.0013127357,0.5808044846
FOVPOX_clean,0.0014285157,0.5819466193
FOVPUD_clean,0.0014555158,0.5899625421
FOWTOC_clean,0.002006747,0.7925045861
FOXHUX_clean,0.0018883645,0.7826480476
FOXNIQ_clean,0.0008762722,0.3687986321
FUBDAI_clean,0.0018406627,0.8260020115
FUBDEM_clean,0.0017405981,0.8193055804
FUBDIQ_clean,0.0017945803,0.8281053439
FUBNOH_clean,0.0047829839,1.342952861
FUDGES_clean,0.0025918818,1.2145113362
FUDHAP_clean,0.0026716345,1.2143054121
FUDHET_clean,0.0031159635,1.4074442073
FUFQUT_clean,0.0019801033,0.8261664129
FUFREE_clean,0.0006188085,0.3253662285
FUHJOJ_clean,0.002174382,0.9149954097
FUHMOM_clean,0.0044533096,1.7527177893
FUHNED_clean,0.0035349852,1.4414265314
FUHNIH_clean,0.0037029376,1.5362510079
FULQOT_clean,0.0024707334,0.9181848916
FULQUZ_clean,0.0022017073,0.9235955246
FUMHEC_clean,0.0008312282,0.3622435175
FUMHOL_clean,0.0004798622,0.2289136951
FUMJAA_clean,0.002460223,1.1304985542
FUNBAS_clean,0.0026638784,1.0821882155
FUNCAT_clean,0.0025251753,1.0354145781
FUNCEX_clean,0.0025748656,1.1906881328
FUNFOL_clean,0.0019289493,0.9364389034
FUNGAY_clean,0.0022398514,0.9419516124
FUNLAD_clean,0.0034924771,1.378366798
FUQJUX_clean,0.0016205727,0.7901030828
FURFIJ01_clean,0.0023379438,0.7994639665
FURFIJ_clean,0.0022669867,0.7944769596
FURFOP_clean,0.0034861117,1.2158731903
FURQOZ01_ion_b,0.0006823102,0.317159383
FURQUF_ion_b,0.0006737385,0.3232830314
FURRAM_clean,0.0009915113,0.4540146773
FURREQ_clean,0.0010771094,0.4515513543
FURRIU_clean,0.0010247994,0.4798795686
FURROA_clean,0.0009606009,0.4725014883
FURRUG01_ion_b,0.0002258427,0.1174901074
FURRUG_ion_b,0.000430322,0.1997090724
FURSES_clean,0.0021230615,0.8630526215
FUSGOR_clean,0.0022418412,0.9218262912
FUSMEM_clean,0.001036688,0.4568322813
FUSMIQ_clean,0.0010699762,0.4517391946
FUSMOW_clean,0.0009962667,0.4658200814
FUSMUC_clean,0.0009106686,0.4658914131
FUSNAJ_clean,0.0010010222,0.4923008033
FUSNEN_clean,0.0010057776,0.4873480024
FUSNIR_clean,0.0009439568,0.4580496764
FUSQUH_clean,0.0021617946,0.8518642193
FUTCAZ_clean,0.001915189,0.9332585954
FUTDII_clean,0.0017617838,0.9021712779
FUTJOV_clean,0.0002718161,0.1309937787
FUTKEL_manual,0.0022735261,0.9445575192
FUTTIZ_clean,0.0020996338,0.9979875167
FUTYEA_clean,0.0034502369,1.5293009362
FUTYOK_clean,0.0031011361,1.3377949518
FUTYUQ_clean,0.0031634635,1.4305312757
