name,H2_293_0.01,H2_293_5
NAMDUD_clean,0.0039564176,1.7088628151
NAMZIL_clean,0.0003437492,0.1538170797
NANMEW_clean,0.0019492243,0.8376041972
NANPUN_clean,0.0009379677,0.4611138496
NANTII_clean,0.0016941577,0.8094143527
NANYUX03_clean,0.003169937,1.3341612459
NANZOS_clean,0.000920155,0.34687075
NAPNEA_clean,0.0015761057,0.6266267458
NAPZOV_clean,0.0026099619,0.9694843163
NAPZUB_clean,0.0021062536,0.8589230335
NAQLAT_clean,0.0048499654,1.6944280209
NAQQED_clean,0.0011682353,0.5595870335
NAQQIH_clean,0.0019207602,0.9160673072
NAQQON_clean,0.0015113839,0.7053682446
NAQQUT_clean,0.001371003,0.6516196027
NAQRAA_clean,0.0012964303,0.6097853358
NAQREE_clean,0.0012763444,0.5986880478
NARMUR_clean,0.0007165993,0.3092756073
NARNAY_clean,0.000669984,0.2834866267
NARNEC_clean,0.00063963,0.279314197
NARNIG_clean,0.0006345017,0.2575232901
NARNOM_clean,0.0005709594,0.2475834284
NARNUS_clean,0.0005926532,0.246278753
NARPAA_clean,0.0006533506,0.2724827875
NARPEE_clean,0.0005727546,0.2650445791
NARPOO_clean,0.0020569318,0.7693040616
NARPUU_clean,0.0024225692,0.8388757177
NARVUA_clean,0.0006977634,0.3038435128
NASHAS_clean,0.0009260804,0.4045417668
NASREH_clean,0.0031487677,1.4343305759
NASRIL_clean,0.003109828,1.3456339735
NASROR_clean,0.0030879567,1.3722752147
NATFAS_clean,0.0038094267,1.5061762076
NATHOH_ion_b,0.0006419419,0.286090746
NATHUO_clean,0.0021078321,0.9038741182
NATKIF_clean,0.0029123818,1.4102927282
NATKOL_clean,0.0028861678,1.2652634522
NATXIR_clean,0.0007563698,0.3216034475
NATXOW_clean,0.0007557857,0.3035454836
NAVJAW01_clean,0.0015849379,0.7534046742
NAVJAW_clean,0.0017558975,0.8200432984
NAVLIG_clean,0.0027435703,1.0146044059
NAWDUN_clean,0.0030722571,1.3499749562
NAWKII_clean,0.0042835112,1.7355893529
NAWWOA_clean,0.0052035432,1.8994955027
NAWWUG_clean,0.0037895294,1.4093392194
NAWXER_clean,0.0029038892,1.373421382
NAXKOO02_clean,0.0005139444,0.237685627
NAXKOO_clean,0.0033868378,1.4921979536
NAXLII_clean,0.0015329929,0.656408523
NAYGUR_clean,0.001632995,0.8307215391
NAYHAY_clean,0.0013978105,0.649107333
NAYMOQ_clean,0.0005910036,0.2599531817
NAYNIK_clean,0.0002556162,0.1322130523
NAYPIM_clean,0.0022745861,0.9161192552
NAYXOC_clean,0.0020825399,0.9803804964
NAYZOE_clean,0.0023255701,1.1010360291
NAYZUK_SL,0.0020908629,0.907310298
NAZZEV_clean,0.0023864247,1.0187204566
NDAIAH_clean,0.0011180571,0.4936702476
NEBNOZ_clean,0.0021273269,0.9127187579
NEBYOK_clean,0.001199177,0.4684220345
NEDJAJ_clean,0.0006561186,0.3040644443
NEDLOZ_clean,0.0135722414,2.8974230836
NEDVUP_clean,0.0020682444,1.0189390308
NEDWAW_clean,0.0020685099,1.0141034544
NEDWEA_clean,0.002225177,1.0077964122
NEDWIE_clean,0.0019272459,0.9391868409
NEDXOL_clean,0.0027911169,1.0861421212
NEFZOO_clean,0.0073759946,2.6410973966
NEGMUI_clean,0.0006646209,0.3158191517
NEGZUW_clean,0.0011290792,0.5041290522
NEHGEO_clean,0.0027797355,1.1353677515
NEHGIS_clean,0.0029454375,1.1659603978
NEHMET_clean,0.0031491724,1.3671988488
NEHMUJ_clean,0.0022795394,0.8098433365
NEHZIK_clean,0.0012145164,0.5671722361
NEJRUR_clean,0.0033092206,1.2352568809
NEJSAY_clean,0.0032955931,1.2785129597
NEJSEC_clean,0.0032518714,1.1638786727
NEJSOM_clean,0.0036315564,1.4419653583
NEKBEL_clean,0.0006091436,0.2803203804
NEKMUN_clean,0.0042680355,1.512371639
NEKREB_clean,0.0016530636,0.6279132279
NELVAC_clean,0.0041553111,1.218855485
NELVEG_clean,0.0042762427,1.1775971164
NELWIL_clean,8.11142e-05,0.0474170639
NENFAN_clean,0.0109026951,2.6064603084
NENHAQ_clean,0.0014780909,0.6796989999
NEPWIQ_clean,0.0021012639,0.8089377682
NERMON_clean,0.0003539982,0.1819714539
NERTAH_clean,0.0019499788,0.7087209527
NERVAJ_clean,0.0013207119,0.6530732424
NERVEN_clean,0.0012055466,0.5815319015
NETFAU_clean,0.0005476625,0.2549954374
NETFEY_clean,0.0006644854,0.3263648752
NETHOJ_clean_h,0.0016218809,0.7086342284
NETRIN_clean,0.0036476431,1.1217682647
NETYIV01_clean,0.0019815257,0.9094431814
NETYIV_clean,0.0018525709,0.8821724895
NEVJEF_clean,0.0015766504,0.659624384
NEVJOP_clean,0.0016392039,0.6381615178
NEVPOU_clean,0.002072986,0.9069042141
NEVVAM01_clean,0.0017771189,0.7820651826
NEVVAM02_clean,0.0017901687,0.7611759592
NEVVAM_clean,0.0018089945,0.7887746783
NEVVEQ_clean,0.0047837008,1.4015948643
NEXVET_clean,0.0017136398,0.8488151916
NEXVUI_clean,0.0012345295,0.5702835245
NEXXEV_clean,0.0029694548,1.3027874078
NEXXIZ_clean,0.0030089954,1.3099801111
NEYVEU_clean,0.0024624657,1.2063954247
NEYYIZ_clean,0.0008444936,0.3855450454
NEYYUN_clean,0.0059876509,2.4184402878
NEYZAU_clean,0.0074882077,2.9021068255
NEZWOG01_clean,0.0008881127,0.4004626459
NEZWOG_clean,0.0009804166,0.4446532854
NHBZZN10_clean_h,0.0001311319,0.0709064491
NIBHOW_clean,0.0026173975,1.3775416
NIBHUC_clean,0.002412115,1.1680779203
NIBJAK_clean,0.00333601,1.5849343392
NIBXUT_clean,0.0010027857,0.4559971097
NICJUG_clean,0.0002357741,0.1194286361
NIFTIH_clean,0.0033009124,1.2389185896
NIGBOW_clean,0.0023034174,1.1003457411
NIGDEO_clean,0.0028061984,1.3017580131
NIGDIS_clean,0.0030290326,1.345334474
NIGFIT_clean,0.0020608371,0.9152379677
NIGFOZ_clean,0.0020242809,0.946392121
NIGFUF_clean,0.0020159795,0.9541801787
NIGGAM_clean,0.0020998682,0.9237908044
NIGGEQ_clean,0.0019556298,0.9151498174
NIGGIU_clean,0.0022669874,1.0751822617
NIGNUO_clean,0.0025684405,1.1290098719
NIGPEA_clean,0.0027956095,1.2690069443
NIHBAI01_clean,0.0017581664,0.6630461125
NIHBAI02_clean,0.0017676871,0.6687363513
NIHBAI_clean,0.0016962815,0.6580619964
NIHBEM01_clean,0.0017200833,0.647958887
NIHBEM02_clean,0.0017486456,0.6605373931
NIHBEM_clean,0.0016502645,0.656449815
NIHBIQ01_clean,0.0015487097,0.6323035897
NIHBIQ02_clean,0.0016137682,0.6323654746
NIHBIQ_clean,0.0016883475,0.6489712608
NIHVUX_clean,0.000440511,0.1941940686
NIJSAC_clean,0.0004988753,0.2231412332
NIJTOR_clean,0.0024220988,0.8105273529
NIJZIP01_clean,0.0004718685,0.2299261352
NIJZIP_clean,0.00048269,0.2563968858
NIJZOV_clean,0.0004912778,0.220276065
NIKDAM_clean,0.0015408689,0.7484384081
NIKHAS_clean,0.0024345566,0.9356590694
NIKJIB_clean,0.0017255576,0.7451979604
NIKJOH_clean,0.0027937979,1.0858603247
NIKKIC_clean,0.0023657256,0.9310918007
NIKYOW01_clean,0.0016391569,0.6406564667
NIKYOW02_clean,0.0016090079,0.6478160756
NIKYOW_clean,0.0015836192,0.629483859
NIKYUC01_clean,0.0017200833,0.6390649136
NIKYUC02_clean,0.0016121814,0.6416989896
NIKYUC_clean,0.0018168777,0.6488665324
NIKZAJ01_clean,0.0016375701,0.6437586466
NIKZAJ02_clean,0.0017772079,0.6547313185
NIKZAJ_clean,0.0016740664,0.6414609707
NIKZEN01_clean,0.0016629588,0.6454009771
NIKZEN02_clean,0.0017089758,0.6465069716
NIKZEN_clean,0.001753406,0.6647884109
NIMPEG01_clean,0.00284519,1.3274323081
NIMPEG_clean,0.0029424137,1.3845006776
NIMPOQ_clean,0.0027912713,1.3177035569
NIMQAC_clean,0.0040385146,1.3467360284
NIMTAE_clean,0.0026906682,1.1618150914
NIMWUD_clean,0.0032198739,0.9276113639
NIMXAK_clean,0.0020242337,0.9368080908
NIMXIS_clean,0.0012766667,0.6250113005
NINHOH_clean,0.0008622679,0.4042492353
NINVAI_clean,0.0031960703,1.3184568752
NIRDEX_clean,0.0001952765,0.0995524437
NIRFIE_clean,0.0032613064,0.9606939607
NIRGAY_clean,0.0021202891,0.9971681096
NIRKAB_clean,0.0009783623,0.4493384908
NIRMUW01_clean,0.0050598008,1.2859271693
NIRMUW_clean,0.0050311547,1.2993360435
NIRNAD_clean,0.0048870816,1.3834016106
NISBEX_clean,0.0015432735,0.6494238049
NISCOJ_clean,0.0027399532,0.9661379333
NIVNOW_clean,0.000800451,0.3444191379
NIVNUC_clean,0.0008102425,0.343367781
NIVZOJ_clean,0.0008610977,0.4554381999
NIXKIQ_clean,0.0054334768,2.2161163589
NIYJAI_clean,0.0018505163,0.7997003914
NIYZIG_clean,0.0026646126,1.2011998569
NIZNAN_clean,0.0030825428,1.2297627531
NIZZAY_clean,0.0018485626,0.8547409714
NIZZEC_clean,0.0018301296,0.8186643767
NIZZIG_clean,0.0018939867,0.8227703186
NIZZOM_clean,0.0018031385,0.8229757145
NOBVOR_clean,0.0036591347,1.302865602
NOCKOG_clean,0.0037703839,1.4664379299
NOCKUM_clean,0.0026829462,1.1138806828
NOCLOH01_clean,0.0029021176,1.1904493807
NOCLOH02_clean,0.0029536127,1.1789935565
NOCLOH03_clean,0.0029333825,1.1700849014
NOCLOH_clean,0.0029517736,1.1514602214
NOCLUN_clean,0.0021186562,0.9796964226
NOCYUB_clean,0.0013351946,0.5429533271
NOCZAI_clean,0.0012398813,0.503576559
NODKAT_clean,0.0032192319,1.2237278317
NODKEX_clean,0.0027322634,1.1327525012
NODKIB_clean,0.0029831254,1.114184489
NODKOH_clean,0.0025210292,1.0633982329
NODKUN_clean,0.0036220202,1.5366458232
NOFDUI_clean,0.001763537,0.7675443623
NOFHOG_clean,0.0031916036,1.4300638375
NOFQAB_clean,0.0030663979,1.1035417533
NOFQII_clean,0.0013508155,0.5609943713
NOFQIK_clean,0.0008482275,0.3733473135
NOFQOQ_clean,0.0011806779,0.4839944805
NOGDAP_clean,0.0021107117,0.9209371627
NOHFOG_clean,0.0017998582,0.7359314004
NOHKIG_clean,0.0011520482,0.5067730523
NOHKOM_clean,0.0010278455,0.494546913
NOHKUS_clean,0.001245467,0.5215272506
NOHLAZ_clean,0.0012295787,0.5337928623
NOHLED_clean,0.0004750897,0.2261025435
NOHSIM01_clean,0.0031849669,1.3201230725
NOHSIM_clean,0.0023741788,1.0376793186
NOHSUA_clean,0.0023910285,1.0482490095
NOKJON_clean,0.0006956139,0.3180441041
NOKLIJ_clean,0.0017015273,0.7837816035
NOKPEJ_clean,0.0008471302,0.3905609596
NOLRIR_clean,0.0046250123,1.6062160679
NOMKUX_clean,0.0010907788,0.4968845912
NOMPOW_clean,0.0021750878,1.0043254599
NOMQAJ01_clean,0.004580886,1.3314332802
NOPJOT_clean,0.0028517444,1.2322770577
NOQKOV_clean,0.0028206617,1.1754153985
NOQKUB_clean,0.0033082998,1.392263527
NOQNOY_clean,0.0011182228,0.52171081
NORGOS_clean,0.0004844333,0.2170251703
NORJEL_clean,0.0021958477,0.8392466102
NOSHEK_clean,0.0018819319,0.8254556716
NOSHIO_clean,0.0018162137,0.7610159326
NOSTUM01_clean,0.0034136367,1.5231309981
NOSTUM_clean,0.0033577142,1.521252474
NOWGIR_clean,0.0009517796,0.447431806
NUBBAP_clean,0.0020847167,0.9627600772
NUBPIL_clean,0.0024151174,1.1285354216
NUCBIY_clean,0.0020812726,0.843328198
NUCCEV_clean,0.0033368991,1.2603199211
NUCPEI_clean,0.0045779611,2.0457194099
NUCPIM_clean,0.0052055187,2.1500821909
NUCREJ_clean,0.0005609616,0.2354543519
NUCYAN_clean,0.0012527352,0.4949707411
NUCYER_clean,0.0010488531,0.4703214688
NUCYIV_clean,0.0011734075,0.4763921689
NUDLAA_clean,0.0034208861,1.3557021931
NUDLIJ_clean,0.0023924655,1.0733639056
NUDMAC_clean,0.0025211439,1.0678593286
NUDMEG_clean,0.0025703912,1.0651793225
NUDMOQ_clean,0.0023066799,1.0632507348
NUDMUW_clean,0.0024401241,1.0700913432
NUDNEH_clean,0.0024925487,1.0435279866
NUFBEX_clean,0.0012038649,0.614350354
NUFBOH_clean,0.0042241546,1.7797522137
NUFBUN_clean,0.0022723621,1.0108796003
NUFCAU_clean,0.0019355486,0.8858353622
NUGRIR_clean,0.0010246662,0.483311746
NUGROX_clean,0.0011269261,0.5326663414
NUHNUA_clean,0.0025479955,1.1305055468
NUHPAI_clean,0.0027403016,1.1622523312
NUHQAK_clean,0.0030219956,1.269946687
NUHQIS_clean,0.0026397162,1.1505411965
NUHQOY_clean,0.002561346,1.1514716411
NUHQUE_clean,0.0025586346,1.1431163968
NUHRAL_clean,0.0026073851,1.1491665796
NUHZAS_clean,0.0027576746,0.8383461403
NUJCEA_clean,0.0003063091,0.1489959526
NUJCIE_clean,0.0003592798,0.1544327469
NULMAJ_clean,0.0012454172,0.5543672392
NUNCEG_clean,0.0020753838,1.0232263849
NUNNUH_clean,0.0026172736,1.2200296559
NUNPAP_clean,0.0025080214,1.1658980736
NUNSIA_clean,0.0014221518,0.57816371
NUNSOG_clean,0.0014264419,0.5883740309
NUNTOH_clean,0.0024361198,1.0878265814
NUNWIE_clean,0.0021058456,0.8162369152
NURMUJ_clean,0.0030509786,1.2788059626
NUSXEG_clean,0.001589528,0.7427177257
NUTQAV_clean,0.0023481399,1.1328771391
NUTYEI_clean,0.0018689794,0.8971966982
NUTYIM_clean,0.0018695387,0.8721083798
NUVBIQ_clean,0.0018720392,0.7171287264
NUVWEH_clean,0.0009453408,0.4310041722
NUVXOT_clean,0.0019673883,0.9304335198
NUVYIN_clean,0.0022391022,0.8871386589
NUVYOT_clean,0.0024085166,0.938721718
NUWBOX_clean,0.0007843924,0.3724718261
NUWPOM_clean,0.000928443,0.4290271
NUWVIM_clean,0.0027729295,1.0723784727
NUXWAG_clean,0.0010814452,0.4894254321
NUYNAY_clean,0.0037566669,1.5211375069
NUYNEC_clean,0.0023334458,1.0616136518
NUYQUU_clean,0.0033486843,1.0632827808
NUZSAD_clean,0.0005020618,0.2063473986
OBAFEF_clean,0.0007114234,0.3048060813
OBAFIJ_clean,0.0008838161,0.3737765168
OBAFOP_clean,0.0008085461,0.3461410762
OBAHIL_clean,0.0026507885,1.1215806332
OBAHOR_clean,0.0029386149,1.2434023911
OBAHUX_clean,0.0025703209,1.0984214387
OBAJAF_clean,0.0025006854,1.0949489522
OBEDEE_clean,0.0021590388,0.9838871449
OBENUF_clean,0.0004523487,0.2128348274
OBIBAF_clean,0.0029851499,1.2188019787
OBIBEJ_clean,0.0022525085,1.0693214348
OBIBOT_clean,0.0025639955,1.0384117128
OBODEQ_clean,0.0025318793,1.0788968322
OBOGUK_clean,0.0021571135,1.0733646053
OBUBOC_manual,0.0005002332,0.2641428966
OBUFEX_clean,0.002608515,1.0777287712
OBUFIB_SL,0.0015238222,0.6218323571
OBUREL_clean,0.0034362083,1.0820149105
OCACUR_clean,0.0028967831,1.2276585518
OCAQOY_clean,0.0012379974,0.5065936627
OCAWAT_clean,0.0017694955,0.7367449418
OCEGOV_clean,0.0357705897,3.2020632508
OCIHIS_clean,0.0010201249,0.4798963043
OCILEU_clean,0.003414128,1.2033909129
OCILIY_clean,0.0011417787,0.5573177928
OCIMAR_clean,0.0031171277,1.1686960846
OCIMOF_clean,0.0026705013,1.04161123
OCINAS_clean,0.0035710361,1.185201376
OCINIA_clean,0.0025887287,1.0214057992
OCIVIH_clean,0.0015338557,0.6438125731
OCIZAD_clean,0.0021128891,0.9016956195
OCOKUP_clean,0.0025226985,0.9295140251
OCUGEZ01_clean,0.0016415831,0.7418953785
OCUGEZ_clean,0.0016781912,0.7322038726
OCUMIL_clean,0.0019839918,0.8232229648
OCUMOR_clean,0.0021595251,0.9105719859
OCUNAE_clean,0.0018800402,0.8377078873
OCUPUY_clean,0.0073201241,1.9881840167
OCUQIN_clean,0.0025673057,1.0213597762
OCUQOT_clean,0.0028155439,1.1123897071
OCUQUZ_clean,0.0029478287,1.13021713
OCURAG_clean,0.0027175551,1.0625281233
OCURIO_clean,0.0024042186,0.8365747484
OCUSIP_clean,0.0017757451,0.7607413952
OCUSOV_clean,0.0031911675,1.2142082011
OCUSUB_clean,0.002775321,1.098317726
OCUTAI_clean,0.0029403367,1.1243900877
OCUTEM_clean,0.0030882793,1.1625566892
OCUVUF_clean,0.0002344078,0.1169465616
ODAJAG_clean,0.0011373206,0.4752402017
ODERIZ_clean,0.001981424,0.6872145147
ODEZAB_clean,0.0037029003,1.5674192321
ODIMAQ_clean,0.0004378689,0.2378144937
ODIVUU_clean,0.0028334775,1.309364952
ODIXEG_clean,0.0023679459,1.0896635152
ODIXIK_clean,0.0023508863,0.9818398257
ODODES_clean,0.0025154679,1.072462502
ODODIW_clean,0.0023812067,1.0914164266
ODODOC_clean,0.001800913,0.8215472586
ODODUI_clean,0.002030224,1.0201722437
ODOMIF_clean,0.0055323747,2.1347184475
ODONEB_clean,0.0004428072,0.1948852058
ODONIF_clean,0.0004817929,0.2089447546
ODOXEK_clean,0.00253629,0.7784878027
ODUNEH_clean,0.0025854464,1.1741541176
OFAMUF_clean,0.0008595433,0.3506049684
OFAPIW_clean,0.0031796931,1.2032984821
OFAWAV_clean,0.0011979463,0.6144521996
OFAWEZ_clean,0.0013155113,0.6150694156
OFEHAK_clean,0.0024448641,0.9825900173
OFEREX_clean,0.0021331448,0.9385721068
OFERUN02_clean_h,0.001255967,0.5841630939
OFERUN06_clean,0.0010845151,0.5215472815
OFERUN_clean,0.0012469036,0.5917279779
OFESAU_clean,0.0009849482,0.4283793643
OFESEY_clean,0.0009722854,0.4248843231
OFESIC_clean,0.000932525,0.4159343964
OFOCUI_clean,0.0023979191,1.1084575866
OFODET_clean,0.0022614347,0.9974480714
OFUCAV_clean,0.0022849536,0.8891553301
OFUCEZ_clean,0.0017748815,0.7802361295
OFUDUQ_clean,0.0002096342,0.0839907798
OFUYUL_SL,0.0033021861,1.4239493362
OGAGAF_clean,0.0015691128,0.6080262459
OGAGEJ_clean,0.0022152181,1.016373301
OGAGIN_clean,0.0018161948,0.6588584011
OGAXUR_clean,0.0024459375,0.9789670993
OGEBAF01_clean,0.0024065121,1.1256654554
OGECOU_clean,0.0025018744,0.9832664526
OGESOJ_clean,0.0018361309,0.821059843
OGIBUD_clean,0.0030724595,1.3900502299
OGIJIY_clean,0.0055038403,1.6975647659
OGIKAR_clean,0.0025792327,1.1839679855
OGIYUZ_clean,0.0028058756,0.982031425
OGOJAX_clean,0.0021690067,1.0142877831
OGOWAJ_clean,0.0026602334,1.1330566248
OGUJIL_clean,0.0020489277,0.8692470509
OGUPIQ_clean,0.0021247923,0.7971648511
OGUZIA_clean,0.0027386674,0.708474114
OHAKEO_clean,0.0032966584,1.2179563703
OHAKIS_clean,0.0042131101,1.4682793116
OHAQEU_clean,0.0009035231,0.3911615573
OHATAT_clean,0.0028797273,0.9505161469
OHEMIX_clean,0.001178508,0.5298636541
OHIHET_clean,0.0018962047,0.6960896423
OHIHOD_clean,0.0040427401,1.1471374764
OHIHUJ_clean,0.0040361198,1.2429108387
OHOMIH_clean,0.0018441404,0.6381545573
OHUMEL_clean,0.0009998617,0.481153434
OHUMIP_clean,0.0008165233,0.3683969691
OJAKOA_clean,0.0007876509,0.3405711112
OJAKUG_clean,0.000678161,0.2863827968
OJAZOP_clean,0.0010878663,0.448030429
OJICUG_clean,0.002387105,1.0942657684
OJIDAN_clean,0.0024408378,1.0512343899
OJIFAP_clean,0.0032018386,1.2189007701
OJIWAG_clean,0.0039283467,1.6319695425
OJIWEK_clean,0.0051512779,1.8417385866
OJIWIO_clean,0.0021747157,0.8512629988
OJONOQ_clean,0.0008248752,0.3794774151
OJORUC_clean,0.003916086,1.6548511983
OJOSEN_clean,0.0068814612,2.5560448397
OJOSIR_clean,3.2104816312,9.7444686552
OJUPEQ_clean,0.0125770683,1.1899281214
OKABAE_clean,0.0023570455,1.0844380568
OKABEI_clean,0.00240181,1.1369711066
OKAYAC_clean,0.004993261,1.0408902213
OKAYEG_clean,0.0052554273,1.0516491257
OKAYIK_clean,0.0050295609,1.0286490686
OKAYOQ_clean,0.0035641963,1.1754258427
OKAYUW_clean,0.0037015494,1.2063489122
OKAZAD_clean,0.0036782692,1.2080856139
OKELOH_clean,0.0035054841,1.5366514495
OKILEA_clean,0.0012392202,0.5821036304
OKIMAY_clean,0.0024092098,0.969094747
OKINIG_clean,0.0025453079,0.9997987139
OKIQEG_clean,0.0020890722,0.8474886485
OKITAE_clean,0.0016121196,0.5722913302
OKIVUA_clean,0.0034195801,1.3569785936
OKIWUB02_clean,0.0031834454,1.2991675746
OKOQOW_clean,0.000793973,0.3514784018
OKOSUE_clean,0.00204851,0.9379000441
OKUTAR_clean,0.0025892502,1.2293010104
OKUTEV_clean,0.0029002792,1.3379352073
OLAGIR_clean,0.0028579652,1.2826526703
OLANAS_clean,0.0012820781,0.5917876742
OLANEW_clean,0.001281252,0.5770721779
OLANIA_clean,0.0012234904,0.5532217838
OLAQOI_clean,0.0003967911,0.2224253798
OLEKUL_clean,0.0025711091,0.9852105327
OLEKUM_manual,0.0021784641,0.984682303
OLELAS_clean,0.0023805686,0.9038033397
OLICIX_clean,0.0030366888,1.3308000968
OLOKEF_clean,0.0036019904,1.368382214
OLONAG_clean,0.0008027827,0.3587358696
OLOYOF_clean,0.0032854306,1.488864921
OLUCAZ_clean,0.0011254009,0.5220981709
OLUROC_clean,0.0072240754,2.0553954756
OMAMEU_clean,0.0032616353,1.1142077501
OMEWUZ_clean,0.0006781768,0.2855501569
OMICOD_clean,0.0028698718,1.1501283403
OMIPEH_clean,0.0019683276,0.9184339771
OMITUB_clean,0.0019540021,0.9315790819
OMOVET_clean,0.0033438344,1.3624411254
OMUSAS_clean,0.001782002,0.9847788552
ONALEV_clean,0.0020352052,0.7135352056
ONEJUN_clean,0.0002571015,0.1225143382
ONEYOW_clean,0.0019412561,0.9086096743
ONIXOZ_clean,0.0032917321,1.474498709
ONODOM_clean,0.0057910219,1.831020783
ONUJUE_clean,0.002664899,1.1630795814
ONUKAL_clean,0.0053435214,1.7902893246
ONUQOE_clean,0.0028580081,1.1512001331
OPAGIX_clean,0.0026952808,1.273336494
OPAHIY_clean,0.002917516,1.1908742234
OPAMOI_clean,0.0028983416,1.1416767953
OPAPEB_clean,0.0008580868,0.364181432
OPAPIF_clean,0.000847035,0.3505395717
OPAPOL_clean,0.0008130076,0.3477401086
OPAPUR_clean,0.0007832959,0.3412126935
OPENIH_clean,0.0004623312,0.2049437167
OPENON_clean,0.001976652,0.6472858603
OPENUT_clean,0.0012715465,0.6007625329
OPIFUQ_clean,0.0029738669,1.3257199854
OPINIL_clean,0.0004691767,0.2131044473
OPIPUZ_clean,0.0018685389,0.6965828701
OPIWEQ_clean,0.0030700757,1.0309125261
OPIXUI_clean,0.0015517736,0.7219026644
OPIYAP_clean,0.0022809542,0.9525062229
OPOBIF_clean,0.0006494703,0.2546216117
OPOZEZ_clean,0.0014408995,0.6544068041
OPUDAF_clean,0.00088554,0.3721557345
OPUDIN_clean,0.0024307709,0.6242739668
OPUDOT_clean,0.0026330727,0.6815891343
OQANIE_clean,0.0039733709,1.3249551358
OQEPUW_clean,0.0015185331,0.5980836184
OQEROS_clean,0.0033041844,1.3023758224
OQERUY_clean,0.003489941,1.300004572
OQESAF_clean,0.0035096582,1.281569008
OQESEJ_clean,0.003407959,1.2658990381
OQETEK_clean,0.002284243,1.0322860557
OQIQEM_clean,0.002766574,0.9586921941
OQIQIQ_clean,0.0027935704,0.9971492855
OQIQOW_clean,0.0040214305,1.3763145512
OQOBUT_clean,0.0021160156,0.9187380791
OQOJUB_clean,0.0015109192,0.6286035907
OQOXAV_clean,0.002829432,0.9838929344
OQUCOU_clean,0.0021424645,0.96884573
OQUFAJ01_clean,0.1179134512,6.6624663664
OQUFAJ02_clean,0.0025605675,1.0876877347
OQUFAJ03_clean,0.0020618347,0.9269988166
OQUFAJ04_clean,0.0020778002,0.9540341676
OQUFAJ_clean,0.0020880638,0.9303139457
OQUFOX_clean,0.0023098723,1.0105880331
OQUGUE_clean,0.0023156738,1.0011306927
OQUXAB_clean,0.0006511468,0.2648397806
OQUXEF_clean,0.0006216731,0.2566951177
OQUXIJ_clean,0.0006142139,0.2524567987
OQUZIL_clean,0.0006120419,0.2595809079
ORAGEU_clean,0.0001666233,0.0761313128
ORAGOF_clean,0.0012445656,0.6114110442
ORANAY_clean,0.0019488139,0.8445387189
ORAQUU_clean,8.5608237291,13.239058079
OREZAO_clean,0.0010316676,0.4311187636
OREZES_clean,0.0004580604,0.2135620733
ORIBAU_clean,0.002592295,1.1490756685
ORIVOC_clean,0.0017038612,0.7974429299
ORIVUI_clean,0.0018147841,0.8348907383
ORIWAP_clean,0.0017389796,0.8227964601
ORIWET_clean,0.0016393932,0.7890123543
OROKEN_clean,0.0010908731,0.4899002871
OROLUD_clean,0.0025724859,1.0472654881
OROMAK_clean,0.0026101583,0.9949197044
ORUKET_clean,0.002068511,1.0393129106
ORUKOD_clean,0.0025599487,0.8726896325
ORULEU_clean,0.0031183799,1.1180370904
OSAVEK_clean,0.0024302958,1.0399646068
OSAVUA_clean,0.002807861,1.2357411086
OSAWEL_clean,0.0046020989,1.5950672006
OSAXAI_clean,0.0034451583,1.0657178927
OSIKIL_clean,0.0018353962,0.8278841484
OSIKUX_clean_h,0.0020740329,0.9346910764
OSIWUJ_clean,0.0006752243,0.2883162562
OSIXEU_clean,0.0007138086,0.2886045032
OSIXIY_clean,0.0007711176,0.2865110241
OSOTUN_clean,0.0045975216,1.6920160783
OSUGUG_clean,0.0044516853,1.6033588951
OSUVIJ_clean,0.001534906,0.6712227878
OSUWEF_clean,0.0045941438,1.3203432034
OTABES_clean,0.0041088963,1.804578946
OTALUS_clean,0.0014265137,0.7060744682
OTAQAD_clean,0.0049786362,1.9989760836
OTATOT_clean,0.0011754053,0.5672717976
OTAVAH_clean,0.0012283836,0.5744669815
OTAVOV_clean,0.0012057601,0.5878528818
OTAVUB_clean,0.001223439,0.5732706106
OTAWIR_clean,0.0039782779,1.7392414901
OTAXOX_clean,0.0012541791,0.5275979208
OTECAT_clean,0.0023281872,1.1054751444
OTEGUR_clean,0.0038868326,1.6418945186
OTEHAY_clean,0.0032246053,1.4657826801
OTIBUQ_clean,0.0080098099,2.4457265836
OTIJAE_clean,0.0013361359,0.6522719572
OTIPAK_clean,0.0042038151,1.4919306846
OTIPEO_clean,0.0049291616,1.779910743
OTIPUE_clean,0.0033696651,1.0419502062
OTIQAL_clean,0.0029817033,1.182284904
OTODEI_clean,0.0015440982,0.6432062403
OTODIM_clean,0.0006026631,0.2747523922
OTODOS_clean,0.0015141458,0.7011135377
OTOLIU_clean,0.00266628,1.3060128508
OTOVAW_clean,0.0028300032,0.9025474906
OTOVIE_clean,0.0030446876,1.0949996685
OTUDEO_clean,0.0019167139,0.8357276269
OTUDIS_clean,0.0018295905,0.8356107541
OTUYEJ_clean,0.0010464155,0.4811350227
OVEHUT_clean,0.0026167036,1.1501861339
OVEJIJ_clean,0.0024988783,1.0095728317
OVEXOD_clean,0.0008656382,0.3569982405
OVICUS_clean,0.0026914005,0.9626184464
OVIWIA_clean,0.0011769414,0.4911456782
OVIZID_clean,0.002008196,0.8299511546
OVIZUP_clean,0.0010445117,0.4207842153
