name,gas,temp,pressure,cutoff,path,henry_coeff
ICIKAH_clean,argon,293.0,5.0,14.0,ICIKAH_clean_argon_293.0K_5.0bar_14.0/Output/System_0,7.18432e-07
FEZTIP_clean,argon,293.0,5.0,14.0,FEZTIP_clean_argon_293.0K_5.0bar_14.0/Output/System_0,4.88988e-06
APAYUN_clean,argon,293.0,5.0,14.0,APAYUN_clean_argon_293.0K_5.0bar_14.0/Output/System_0,5.65776e-06
am301365h_si_002_clean,argon,293.0,5.0,14.0,am301365h_si_002_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.29878e-06
XIDSUZ_clean,argon,293.0,5.0,14.0,XIDSUZ_clean_argon_293.0K_5.0bar_14.0/Output/System_0,3.49791e-06
cm503311x_alf100K_clean,argon,293.0,5.0,14.0,cm503311x_alf100K_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.93266e-06
MIMSUY_clean,argon,293.0,5.0,14.0,MIMSUY_clean_argon_293.0K_5.0bar_14.0/Output/System_0,4.48997e-06
OKAYOQ_clean,argon,293.0,5.0,14.0,OKAYOQ_clean_argon_293.0K_5.0bar_14.0/Output/System_0,8.044e-06
HICZAW_clean,argon,293.0,5.0,14.0,HICZAW_clean_argon_293.0K_5.0bar_14.0/Output/System_0,6.26025e-06
LABJUV_clean,argon,293.0,5.0,14.0,LABJUV_clean_argon_293.0K_5.0bar_14.0/Output/System_0,7.07544e-07
GITVEL_clean,argon,293.0,5.0,14.0,GITVEL_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.57161e-06
HOGJIX_clean,argon,293.0,5.0,14.0,HOGJIX_clean_argon_293.0K_5.0bar_14.0/Output/System_0,3.96738e-06
XAKZOZ_clean,argon,293.0,5.0,14.0,XAKZOZ_clean_argon_293.0K_5.0bar_14.0/Output/System_0,4.06047e-06
XOMCIN_clean,argon,293.0,5.0,14.0,XOMCIN_clean_argon_293.0K_5.0bar_14.0/Output/System_0,7.44467e-06
EZOFEF_clean,argon,293.0,5.0,14.0,EZOFEF_clean_argon_293.0K_5.0bar_14.0/Output/System_0,9.34315e-06
MIZPUI_clean,argon,293.0,5.0,14.0,MIZPUI_clean_argon_293.0K_5.0bar_14.0/Output/System_0,6.01787e-06
