mof_name,base_atoms,core_atoms
UJOJEK01_clean,116,116
ic402058f_si_002_clean,210,210
LUDCUK_clean,156,156
OQERUY_clean,344,344
GOYPER_clean,52,52
LUPYAX_clean,180,180
UDICAN_clean,188,188
BEWWEH_clean,160,160
COJGEO_clean,352,352
jacs.6b02030_ja6b02030_si_002_clean,342,342
UMOVEZ04_clean,720,720
VUWPIN_clean,324,324
TAJVOS_clean,464,464
KIPKAX_clean,242,242
UZEKEQ_clean,210,210
KUNLEL_clean,78,78
EVADIQ_clean,148,148
YEDLAV_clean,104,104
SANHEX_clean,248,248
BUKRUW02_clean,252,252
KARTAA_clean,260,260
QONQEQ_manual,76,76
MURFIQ_clean,657,657
KOFPEB02_clean,178,178
HOFJIX_clean,616,616
EBINUA_clean,424,424
FIYDOH_clean,148,148
SINQAH_clean,42,42
NERVOV_clean,114,114
LAXMIJ_clean,96,96
YIJCEB_clean,184,184
KIYMIQ_clean,144,144
GATSAY_clean,138,138
FAYPOM_clean,336,336
PUWCUF_clean,288,288
SOTBIM_clean,104,104
ZACHIX_clean,624,624
EVUNAL_clean,120,120
ELUZES_clean,108,108
YOYRIP_clean,244,244
IVEKEA_clean,2304,2304
NANZOS_clean,208,208
XIWYEH_clean,100,100
IXIPEK_clean,220,220
YUNJUO_clean,63,63
NOPJOT_clean,244,244
GUBSED_clean,228,228
HOZTOG_clean,570,570
ECOLOX_clean,50,50
UMUXEG_clean,60,60
ZNGLUD_clean,72,72
WUGPUL_clean,378,378
FARFIO_clean,324,324
IYOVUO_clean,108,108
TIPZUP_clean,364,364
OVIWIA_clean,50,50
TOZFOF_clean,1042,1042
BASTAS_clean,320,320
ASIVAB_clean,664,664
YUNKAV_clean,63,63
MAYJOM_clean,304,304
acs.cgd.5b01686_WAHFUJ1434675_clean,164,164
ROQDIM02_clean,80,80
VUHPUL_clean,736,736
AGARUW_clean,128,128
ASADAA_clean,176,176
JOGHEU_clean,100,100
IFEQIV_SL,144,144
YUVGOL_SL,324,324
IFEYIB_clean,112,112
ECASAD_clean,68,68
MUPYUS_clean,78,78
ZECKOJ_clean,68,68
VEJYOZ_clean,272,272
c5ce02503f_c5ce02503f2_clean,768,768
HUFJID_clean,440,440
NOHFOG_clean,164,164
BEPREV02_clean,828,828
ATICAH_clean,108,108
CUPHIG_clean,414,414
CEHLAD_clean,312,312
KIFWUT_clean,228,228
JUNBOL_clean,244,244
TEJGIA01_clean,160,160
S2056989016007027_zl2661sup1_clean,76,76
VUTVAJ_clean,88,88
RUHFEH_clean,124,124
XIFLOP_clean,120,120
IFEHUY_clean,108,108
POQKAI_clean,44,44
YIXZEL_clean,98,98
AZILEA_clean,160,160
OPEGOG_clean,328,328
YIGFIF_clean,92,92
cm503311x_aloh200K_clean,56,56
REZJIR_clean,104,104
AQOMAW_clean,291,291
OXALEF_clean,141,141
CETVAA_clean,128,128
VOCQAF_clean,288,288
UMODEH25_clean,774,774
EBUREA_clean,128,128
ELIKOA_clean,60,60
YAPLIM_clean,1008,1008
XOVPUU_clean,288,288
WEGFUL_clean,132,132
EFIMOV_clean,96,96
AWARIZ_clean,270,270
FUVDEH02_clean,360,360
IBARUA_clean,178,178
XUGHAK_clean,162,162
PEXBIF_clean,176,176
VONCIM_clean,156,156
IKUMAE_clean,108,108
TAZLOX_clean,308,308
HAZGOF08_clean_h,100,100
PEVZAT_clean,58,58
QAGQEW_clean,456,456
OBUFEX_clean,144,144
ic403134c_si_002_clean,56,56
TEVZIE_clean,108,108
KOSKUA_clean,54,54
TORXAB_clean,118,118
XAHQAA_clean,400,400
HURFEH_clean,400,400
1499489-acs.cgd.6b01265_1499490_clean,756,756
NUCREJ_clean,171,171
DAMZEZ_clean,312,312
VECZEI_clean,20,20
EGAFUP_clean,62,62
CODGAE_clean,108,108
YUXLEJ_clean,1476,1476
DEPYED_clean,464,464
GAJVAQ_clean,320,320
NIGFIT_clean,76,76
KOSKIO_clean,54,54
WEYQAU03_clean,152,152
PEVXAQ_clean,352,352
GITVEL01_clean,432,432
ADOCEC_clean,248,248
QETHUT_clean,38,38
HOQMIL03_clean,224,224
ETECOX_clean,160,160
IKOKEA_clean,38,38
BUVVOF_clean,796,796
VOBGEA_clean,490,490
EPONAA_clean,76,76
WIMWIA_clean,268,268
FOHSAW01_clean,92,92
EGOZAB_clean,246,246
ja994186h_clean,60,60
BOLPAU_clean,880,880
POCRAB_clean,170,170
OXOLAP_SL,516,516
HUZXEH_clean,864,864
USAHAZ_clean,448,448
IHERIY_clean,138,138
VONCOS_clean,204,204
NOFRIK_clean,210,210
KPACCE10_clean,88,88
LEWMUX_clean,220,220
IWOSAP_clean,76,76
UQUHAQ_clean,60,60
HAHPOW_clean,340,340
KEDJAG14_clean,80,80
FERVIJ_clean,105,105
IGUCET_clean,120,120
YUKCAJ_clean,106,106
CIXBUH_clean,648,648
IFOSIG_clean,78,78
CUYHIO_clean,188,188
IKETIC_clean,36,36
VAXHOR_clean,68,68
CAXZUY_clean,1504,1504
TAZLUD_clean,308,308
VERZEZ_clean,52,52
XUNTAD_clean,112,112
SERJOP_clean,188,188
KIYQIU_clean,128,128
FIRNAX_clean,159,159
CIZMIJ_clean,68,68
YUDFOU_clean,416,416
ELILIV_clean,60,60
EPEWAY_clean,232,232
UDOVOA_clean,1752,1752
IPIJUM_clean,64,64
NATKOL_clean,476,476
EBEXEQ_clean,76,76
PAQVEK_clean,348,348
XEFGAQ_clean,180,180
GUGNON_clean,196,196
SOTWUV_clean,84,84
WOJZIG_clean,232,232
SISQAO_clean,170,170
DIMKUH_clean,132,132
MEHMET_clean,552,552
RAFMUH_clean,72,72
RAVVIU_clean,108,108
TIVFEK_clean,118,118
ic402692p_si_004_clean,234,234
RASGAT_clean,56,56
EJONOH_clean,51,51
XENZEX_clean,112,112
VUKJUI_clean,664,664
DANROC_clean,927,927
ZAVPIX_clean,128,128
NIKHAS_clean,468,468
UYOJOI_clean,196,196
BOCTOE_clean,40,40
RAZYIC_clean,184,184
YUMFES_clean,234,234
VIDVUB_clean,160,160
NEJSOM_clean,116,116
RIXBEG_clean,220,220
HUXHUF_clean,276,276
KIPJOK_clean,328,328
ASUJIJ_clean,232,232
SOMFEG_clean,108,108
OHAKEO_clean,172,172
POBGAQ01_clean,848,848
QAHQOH_clean,80,80
TEFWOR_clean,600,600
PAGFUZ_clean,46,46
IWAYAG_clean,132,132
EVOTIT_SL,1142,1142
GARTUR_clean,944,944
YUMKAU_clean,188,188
WARFAY05_clean,272,272
IGOYIN_clean,152,152
XOVVEK_clean,113,113
LUPTAS_clean,200,200
HULTEP_clean,438,438
YIVZIO_clean,226,226
BEPMAM_clean,150,150
DEJCEB_clean,344,344
WUTKIG_clean,90,90
RAVWOC_clean,252,252
VUGXOM_clean,134,134
NASRIL_clean,216,216
NAHFOU_clean,180,180
MUTNAQ_clean,128,128
QEZZIF_clean,228,228
RAYMIP_clean,236,236
ROQMER03_clean,80,80
FUVDEH07_clean,296,296
CODSAR_clean,148,148
PEPLIG_clean,72,72
NUHQOY_clean,232,232
YAPXIX_clean,216,216
SIBDEO_clean,108,108
BUSSEP_clean,660,660
DITTEH_clean,244,244
YOQYEK_clean,38,38
cg200606r_si_001_clean,116,116
MIYWIB_clean,122,122
GANBAZ_clean,248,248
SIVGIP_clean,76,76
ic402692p_si_002_clean,238,238
HAKTAR_clean,150,150
MISQIQ01_clean,39,39
CAVMOD_clean,628,628
QUKQAQ_clean,180,180
IZIHAC_clean,696,696
GARMAQ_clean,196,196
UQERIT_clean,180,180
DATPIY_clean,208,208
FURQOZ01_ion_b,540,540
WOYJEB_clean,1280,1280
MEKBAH_clean,228,228
TOKLIQ_clean,356,356
CEJZAU_clean,412,412
KESHAT_clean,160,160
XEHSOT_clean,108,108
FATKAO_clean,160,160
MICNUI_clean,146,146
SOZSIL_clean,416,416
BADHUM_clean,400,400
QOVSUR_clean,684,684
VOSVEG_clean,720,720
OTECAT_clean,960,960
KACZEV_clean,1032,1032
OTIBUQ_clean,188,188
IDUDES_clean,104,104
LITHUR_clean,136,136
UZOBAN_clean,392,392
KIXXOG_clean,92,92
YUGZIK_clean,408,408
QOVDAH_clean,162,162
EMIYEF_clean,72,72
FOMWOV_clean,672,672
LAWGUO_clean,628,628
VANNEG_clean,978,978
IGUTEK_clean,108,108
DAHNUW_clean,92,92
HAFFEC_clean,846,846
TEZKAM_clean,428,428
TIXCIO_clean,268,268
SOJKOT01_clean,52,52
WAXJAJ_clean,56,56
CUNQOT_clean,40,40
WEMFEB_clean,52,52
EKEQIV_clean,172,172
HOXSIY_clean,118,118
MALFUD_clean,222,222
POLDUQ_clean,216,216
UMOVEZ03_clean,720,720
FAYQUT_clean,768,768
YORCIT_clean,1440,1440
IMUTUG_ion_b,310,310
JAHNEM_clean,116,116
MIFQEY_clean,208,208
SOBZOY_clean,20,20
IXEBEU_clean,648,648
UHADAI_clean,80,80
WEXSEZ_clean,450,450
PANRUS01_clean,108,108
WILREO_clean,80,80
LAWHUP_clean,324,324
jacs.5b13491_ja5b13491_si_002_clean,416,416
BINRUN_clean,1080,1080
WIZMAV02_auto,696,696
VICLAW_clean,740,740
XOMGIQ_clean,376,376
UGUGUZ_clean,116,116
HOJLUP_clean,460,460
XANLEE_clean,344,344
UJUMUJ_clean,464,464
IFEQER_clean,352,352
WULQUR_clean,76,76
HANKOY_clean,3872,3872
WABVOL_clean,120,120
MUHNAG_clean,65,65
RATSAI_clean,164,164
IKOQII_clean,396,396
KUGZIW_clean,176,176
BEFNOR_clean,100,100
ic025743v_s1_clean,40,40
IGAHAB_clean,220,220
UXEFEJ_clean,34,34
COMNAU_clean,2688,2688
TIGSOT_clean,208,208
XULGUI_clean,112,112
GIZVER_clean,150,150
CUMQOQ_clean,73,73
PODVIP_clean,136,136
VAZTOG_clean,106,106
SUSRUV_clean,768,768
TUMQOJ_clean,128,128
GUBBAG_clean,86,86
LABGAY_clean,332,332
c5cc09432a_c5cc09432a2_clean,432,432
NOHKOM_clean,80,80
NUHQUE_clean,232,232
ASAMUE_clean,632,632
WIDQEG_clean,72,72
TIGQOR_clean,324,324
CIFJAE_clean,68,68
DIVGIA_clean,708,708
MEGBAD_clean,204,204
QAMHAQ_clean,154,154
HILJUJ_clean,148,148
VEJHEZ_clean,1180,1180
ic200054b_si_002_clean,290,290
OYIVIC_clean,76,76
ja5103103_si_002_auto,1356,1356
VAGMAT_clean,152,152
FABGOG_clean,188,188
AQUCUM_clean,162,162
ICIKEL_clean,2368,2368
LAGWUN_clean,168,168
BIZMAA_clean,534,534
IJUTEM_clean,144,144
PARSAF_clean,540,540
YUBTUM_clean,516,516
OSUPOJ_clean,440,440
IQOHUT_clean,116,116
EDECOG_clean,256,256
ic502725y_si_004_clean,110,110
NUFBUN_clean,108,108
LURRIA_clean,744,744
UMIZEX_clean,720,720
ICODIP_clean,936,936
FAZPED_clean,192,192
DEWQUS_clean,452,452
KOSLIP_clean,54,54
GUDJOG_clean,512,512
PUGFOO_clean,360,360
AXINIF_clean,400,400
FAFMAC_clean,160,160
WAQKUX_clean,512,512
PEJNUP_clean,114,114
WAHDIT_clean,528,528
FOXPUE_clean,171,171
KEXFAU_clean,152,152
VOKJIQ_clean,80,80
COBWEV_clean,168,168
REXFEH_clean,324,324
CANRUG_clean,222,222
BEPVAV_clean,104,104
SEHSOO_clean,76,76
KAFYAT_clean,150,150
GISWEM_clean,352,352
DOJXIK_clean,132,132
SETQOZ_SL,76,76
AQEFUY_clean,300,300
KOXGAH_clean,624,624
WAPTEP_clean,236,236
WUWQEL_clean,74,74
BASTUM_clean,320,320
ULOKEN_clean,656,656
RUGJAG_clean,26,26
HOJNUR01_clean,400,400
FURFIJ01_clean,228,228
MOXBOS_clean,110,110
XOPLOE_clean,224,224
WUTBOC_clean,178,178
YAHPED_clean,160,160
ZUGDEM_clean,212,212
ELUJAY_clean,268,268
XEXLIX_clean,144,144
ja308995t_si_002_clean,152,152
COYVAO01_clean,176,176
ZETQAS_clean,352,352
NUDLEF_clean,904,904
ADUWON_clean,876,876
ISIYUF02_clean,148,148
VEMSUC_clean,212,212
VEMMOQ_clean,84,84
HOVGIK_clean,272,272
MAPCIP_clean,256,256
cm503311x_alf40K_clean,56,56
ZIYQAB_clean,124,124
ja202154j_si_003_clean,174,174
GUPJEG01_clean,50,50
DOKDEN_clean,210,210
IJASES_clean,50,50
UGIGAS_clean,52,52
HAPBIM_clean,1656,1656
QUPDEL_clean,56,56
BAKFAV_clean,46,46
ESARUN_clean,174,174
ADATEG_manual,1160,1160
AXAQAT_clean,42,42
PEWDAY_clean,216,216
LACYEW_clean,424,424
ADABIS_clean,94,94
JOBFIQ_clean,472,472
MUGXIX_clean,200,200
c6ce00126b_c6ce00126b2_clean,328,328
EWUGEK_clean,248,248
RAYMAG_clean,117,117
ja0752540-file002_clean,648,648
HICZEA_clean,296,296
UHOHEG_clean,412,412
XOFPEP01_clean,82,82
ja512437u_si_002_clean,384,384
BUPDOH_clean,540,540
ROQFUA03_clean,80,80
FOVPEN_clean,1128,1128
HUSJUC_clean,148,148
QAPPON_clean,380,380
DADNII_clean,140,140
EYINOR_clean,424,424
BINDAF_manual,426,426
YASLUA_clean,56,56
DUKNEE_clean,912,912
VIWKOD_clean,216,216
PIZHOX_clean,138,138
RIZXUT_clean,108,108
UCOJED_clean,648,648
MUQSAU_clean,448,448
CIWROQ_clean,648,648
HUCSEF_clean,560,560
VITZIJ_clean,93,93
UMOBEF06_clean,720,720
XAHWAG_clean,76,76
ja5109535_si_002_clean,534,534
DAYCAI_clean,46,46
AKUHOD03_clean,66,66
SOKKUZ_clean,108,108
YAVZAX_clean,44,44
SISQES_clean,170,170
QAMVEH01_clean,294,294
GUANZS_clean,44,44
XUVQOW_clean,376,376
FAFQEJ01_clean,264,264
GANBED_clean,328,328
XIYYEL_clean,80,80
WITJOA_clean,368,368
ATIXAE_clean,184,184
ROCZAM_clean,122,122
TOFTIT_clean,632,632
OLELAS_clean,197,197
OKINIG_clean,132,132
OLEKUM_manual,432,432
cg0702636-file002_clean,54,54
GUNFAW01_neutral,80,80
GISZUF_clean,436,436
ENCDBZ01_clean,64,64
PAPVEJ_clean,240,240
WIRMUH_clean,90,90
UTEXIB_clean,252,252
HUXHEP_clean,156,156
YITHOA_clean,70,70
ja5b02999_si_006_clean,204,204
XAVKIR_clean,2184,2184
OZUMAZ01_clean,162,162
ZADREE_clean,282,282
QODHUO07_clean,592,592
DUWBEE_clean,512,512
cm503311x_aloh300K_clean,56,56
WEMCEY_clean,208,208
NIKDAM_clean,146,146
PUMNIV_clean,56,56
GAZLAW_clean,296,296
AFUKIX_clean,550,550
COQJUP_clean,386,386
ZEZQEC_clean,74,74
cm303749m_si_002_clean,84,84
YIWBIR_clean,204,204
HUFJAV_clean,396,396
OBAJAF_clean,774,774
ja074366osi20070816_031204_clean,106,106
BIBXUH_clean,164,164
CIFDUS_clean,138,138
FUSNEN_clean,414,414
YARYOF_clean,44,44
KOGSOQ_clean,420,420
CURZEV_clean,484,484
QEKLID01_clean,59,59
WESNIS_clean,48,48
MIVWAR_clean,438,438
VIRQAO_clean,40,40
UBUMAH_clean,260,260
PODKUQ_clean,840,840
DEYLOJ_clean,312,312
XALBOC_clean,1552,1552
QOTZEG_clean,76,76
OCUSUB_clean,160,160
GIMSUS_clean,108,108
HUKRIO_clean,67,67
OVIDON_clean,344,344
TOTVEF_clean,450,450
GUFBOA_clean,156,156
ATEYED_clean,260,260
WEMCIC_clean,208,208
ic051143vsi20050711_050730_clean,68,68
AHUTIH01_clean,72,72
QOJVAM_clean,84,84
CUZBUW_clean,40,40
LAGQER_clean,50,50
MOBBOU_clean,50,50
ATOWIQ_clean,98,98
ZETQEW_clean,352,352
ZAGHAT_clean,45,45
YOYCEV_clean,920,920
ZIJSAO_clean,924,924
LEWZET_clean,88,88
OTATOT_clean,204,204
IBIYUO_clean,1072,1072
EXUHEM_clean,110,110
ACODUT_clean,218,218
QUQZOS_clean,136,136
LARPIF_clean,160,160
XAJSEJ_clean,164,164
LETDUK_clean,64,64
OFESAU_clean,178,178
AXINAX_clean,722,722
QAJKIV_clean,160,160
XEGKOL_clean,260,260
INEXOQ_clean,176,176
GUHGOH_clean,176,176
ILIMOH_clean,459,459
YUBGIN_clean,74,74
NAYZUK_SL,200,200
CEJBEA_clean,274,274
ESUVAR01_clean,74,74
GIQXEK_clean,66,66
BOHXIH_clean,360,360
NAKLIW_clean,224,224
VAYWID_clean,194,194
EHIHEI_clean,116,116
PELXIP_clean,304,304
HAXNOJ_clean,88,88
UMOBEF02_clean,720,720
acs.cgd.5b01554_VAGNUP1452791_clean,392,392
VACFUB_clean_h,81,81
QINSUD01_clean,60,60
PEVLIN_clean,46,46
VAHQAY_clean,376,376
DICVES_clean,244,244
WOBHOL_clean,54,54
EROCIZ_clean,586,586
XICYIT_SL,332,332
HOGPUQ_clean,176,176
MALSIE_clean,84,84
JIXWUJ02_clean,108,108
KOHLIE_clean,436,436
LULVOF_clean,508,508
EJAXIW_clean,180,180
NUNZUT_clean,178,178
LAZPOT_clean,260,260
jacs.6b01345_ja6b01345_si_001_clean,1688,1688
UYOFIY_clean,328,328
MAWFIC_clean,528,528
IHILUI_clean,76,76
RUPNEW_clean,248,248
XEDGIY_clean,540,540
NELWIL_clean,80,80
DEFKUU_clean,58,58
DISSUU_clean,52,52
CUWVEX_clean,78,78
CUWXOJ_clean,352,352
NIXFUX_clean,984,984
XIMPOA_clean,344,344
FIVNAZ_clean,16,16
UVEVAT_clean,184,184
RIYWIH_clean,200,200
MAYYAN_clean,84,84
YUZJOU_clean,328,328
ECOROD_clean,51,51
CUQRIR_clean,232,232
RUBTAK06_clean,600,600
JAJLEO_clean,84,84
PEKDEQ_clean,460,460
EDIKIL_clean,52,52
jacs.5b12516_ja5b12516_si_002_clean,516,516
NAFSOF_clean,288,288
ic5005374_si_003_clean,1014,1014
HUFHOH_clean,396,396
IJANAJ_clean,79,79
TEQLIM_clean,388,388
FIFMIS01_clean,342,342
NEFZOO_clean,100,100
EVUPOC_clean,100,100
TOVKEW_clean,928,928
LABNOU_clean,1648,1648
QOBWIN_clean,62,62
GIQXUA_clean,66,66
UNABUH_clean,120,120
WIWKIX_clean,248,248
COKPID_clean,162,162
WAGZEL_clean,120,120
RAKDAJ_clean,648,648
WENKEH_clean,214,214
XOCWIX_clean,65,65
LEQBUG_clean,552,552
ZADDAJ_clean,42,42
JEJKIT_clean,184,184
KOCWEF_clean,356,356
cg301577a_si_002_clean,412,412
ZERNOB_clean,166,166
ZERQOE_clean,120,120
FAVDAK_clean,880,880
QODPOQ_clean,592,592
JILWIL_clean,144,144
EJIDUW02_clean,56,56
FAHVAM_clean,190,190
JUKNUA_clean,932,932
EXOFIH_clean,63,63
POLBUN_clean,160,160
CAKXIX_clean,72,72
DAFJOM_clean,200,200
MAGVOG30_clean,52,52
YOYPIN_clean,244,244
RIPTAM_clean,190,190
NARNEC_clean,144,144
NUHRAL_clean,232,232
LIWXOG_clean,164,164
XANZAQ03_clean,100,100
UVUWAL_clean,520,520
GEHSAN_clean,86,86
OLUCAZ_clean,180,180
ENANIS_clean,164,164
APUPEH_clean,372,372
BETFIR_clean,304,304
JOCLOD_clean,328,328
HAFVOB_clean,336,336
XAMDUM05_clean,156,156
UMEDEX_clean,664,664
UZUXOE_clean,1328,1328
DUNXUH14_clean,80,80
YARDIG_clean,98,98
PEJFUG_clean,140,140
VEDFOB_clean,228,228
XISPEW_clean,68,68
VUVZAP_clean,86,86
LADQEP_clean,202,202
DIVNAY_clean,60,60
JAKBIJ_clean,64,64
ECUDEM_clean,56,56
EXAPEA_clean,130,130
ODIMAQ_clean,166,166
OBAFIJ_clean,192,192
TIQHAD_clean,124,124
JAVSUV_clean,38,38
BAKGAX_clean,136,136
HAZNIH_clean,228,228
WOYWOY_clean,404,404
QIRYAS_clean,72,72
JUNBUR_clean,76,76
LOZSAW01_clean,42,42
HOZXEB_clean,328,328
QODHUO09_clean,592,592
MIFTUS_clean,792,792
ITONAI_clean,116,116
YITHIU01_clean,82,82
XEJTIR_clean,216,216
QIXSOG01_clean,88,88
JALCAD_clean,416,416
GAJZAU_clean,104,104
KUXSAZ_clean,244,244
ICOWON_clean,56,56
OLOYOF_clean,464,464
FATVOM_clean,160,160
BEXVIL_clean,160,160
jacs.6b08724_ja6b08724_si_016_clean,263,263
POHCOG_clean,352,352
WILDUR_clean,148,148
EKEKOW_clean,292,292
UGUQUK_clean,372,372
KOSJUZ_clean,54,54
FAQLUH_clean,144,144
LEQCAN_clean,552,552
GANBAZ01_clean,248,248
QIKYOA_clean,142,142
QAWRIQ_clean,112,112
GIYTIS_SL,75,75
JALLIU_clean,488,488
JOLYEQ_clean,711,711
PIWRAQ_clean,175,175
NIJTOR_clean,190,190
ARAHIM_clean,112,112
INASAT_clean,384,384
HOGSIG_clean,88,88
VUHGAH_clean,116,116
DIYTEM_clean,260,260
OCUQUZ_clean,168,168
HOBGIP_clean,104,104
NARVUA_clean,144,144
EWIPIL_clean,80,80
CAZGIT_clean,336,336
LETPOR_clean,944,944
OQUFOX_clean,792,792
acs.inorgchem.6b01740_ic6b01740_si_002_clean,1320,1320
RANWAH_clean,1824,1824
QAVWAN_clean,144,144
RESWOC_clean,100,100
NEBNOZ_clean,168,168
RAFNIV_clean,196,196
CIFDOM_clean,138,138
MARLUP_clean,200,200
EXALAR_clean,212,212
LIFSEA_clean,444,444
EMODOZ_clean,120,120
XAGPUT_clean,84,84
YEYYAC_clean,348,348
OROMAK_clean,46,46
POCPAZ_clean,396,396
PEGCIP_clean,384,384
ABEYEN_clean,144,144
AQUDIB_clean,162,162
MARLOJ_clean,200,200
LUXFOA_clean,632,632
ULEPIM_clean,402,402
OCIVIH_clean,190,190
HIXDOH_clean,32,32
ZAXWEC_clean,62,62
WEYQAU16_clean,152,152
KETHEY_clean,104,104
MAGCUU_clean,230,230
XEXLET_clean,144,144
MAPFOY_clean,296,296
FEWWIP_clean,700,700
KIDXUR_clean,111,111
SIHLUQ_clean,108,108
VIXGAM01_clean,28,28
PEGQUP_clean,208,208
VANNIK_clean,652,652
MAXHOJ_clean,464,464
MAHCOQ_clean,988,988
LOFCUF_clean,588,588
FEPQEW_clean,76,76
YAZWOM_clean,162,162
cg3015354_si_002_clean,368,368
ja5131269_si_003_clean,168,168
CENPUI_clean,143,143
QOFCAR_clean,592,592
CICSOW01_clean,258,258
ULOGAE_clean,312,312
ja205976v_si_004_clean,66,66
WEMDID_clean,52,52
DOHNUL_clean,364,364
ROQNES04_clean,80,80
DUXKUD_clean,122,122
CIWYUD_clean,70,70
BIXXIR_clean,218,218
WUXYIZ_clean,110,110
AHEQAH_clean,220,220
PURQEZ_clean,92,92
SULKIU_clean,360,360
ALUKAU_clean,50,50
cg901128k_si_004_clean,130,130
UMOYOM01_clean,756,756
QISVEU_clean,320,320
QITDOO_clean,1088,1088
TAJXIO03_clean,448,448
ic502730y_si_002_clean,152,152
FUVDEH04_clean,360,360
QOLVET_clean,72,72
JOSNAG_clean,56,56
VIDXOX_clean,64,64
NUVYIN_clean,242,242
KAPHOB_clean,178,178
WEBJIY_clean,682,682
LORNEL_clean,30,30
GEZZAO_clean,288,288
VIDJID_clean,176,176
DUNXUH03_clean,80,80
BEWVEG_clean,176,176
QOFDOG_clean,592,592
ADATIK_clean,872,872
DEYXIQ_clean,160,160
FOFCOU_clean,124,124
WANHIF_clean,378,378
PIDMEV01_clean,166,166
VOSWIL_clean,420,420
GARTEB_clean,58,58
LUFNEG_clean,248,248
IWAYIO_clean,912,912
WUNVOR_clean,388,388
YOYWEQ01_clean,315,315
JUTCOS_clean,852,852
PIBNUK_clean,372,372
IMIQIF_clean,179,179
WOHQAN_clean,92,92
DOFTID_clean,328,328
PUWZOX_clean,632,632
ABEXEN_clean,480,480
ELOXIN_clean,156,156
jacs.6b01663_ja6b01663_si_002_clean,570,570
AVIMOI_clean,240,240
HIXDOH01_manual,46,46
IDAGUR_clean,124,124
EKIGOW_clean,264,264
PORLEP_clean,972,972
KARNID_clean,824,824
HAKSIY_clean,150,150
GELVEZ01_clean,102,102
RIYBIM_clean,648,648
XALCIX_clean,2048,2048
OMUSAS_clean,568,568
NAGCAB_clean,1152,1152
PEFRUP01_clean,296,296
TEBWII_clean,520,520
WAVRES_clean,1224,1224
YATTUK_clean,76,76
PAPKOJ_clean,392,392
DITPED_clean,1344,1344
OWIJEL_clean,144,144
PEWGEF_clean,96,96
FEVNOL_clean,188,188
COKPEZ_clean,162,162
QUQFIS_clean,228,228
YURKIG_clean,332,332
WILHIK_clean,142,142
WUTBIW_clean,178,178
EXAXAE01_clean,144,144
WANRIM_clean,52,52
KUSZED_clean,100,100
XALBUI_clean,1616,1616
IYEQUA_clean,424,424
PUQDOW_clean,408,408
HIFVUO01_clean,102,102
DUWRAQ_clean,34,34
JUPNAL_clean,128,128
ADAVEI_clean,692,692
ERUNIQ_clean,242,242
OGECOU_clean,159,159
BEXVEH_clean,440,440
OTAXOX_clean,216,216
QIJLAW_clean,128,128
QOSJOZ_clean,380,380
WEXTAV_clean,104,104
OBAHIL_clean,774,774
SARPIL_clean,132,132
OLAQOI_clean,1398,1398
IYAYUE_clean,56,56
VETVAS_manual,524,524
AVELUJ_clean,288,288
ZURQOS_clean,30,30
YORSOP_clean,288,288
KAGVUL_clean,164,164
POBJIB_clean,100,100
RAVXAP_clean,414,414
XAPCOJ04_clean,144,144
KEDNOY_clean,188,188
ZOFZUR_clean,900,900
WEFZIS_clean,64,64
ADASUV_clean,560,560
QUVDOB_clean,208,208
XEMHOM_clean,220,220
KAXQIL_clean,120,120
ZIMTAS_clean,254,254
POWBEK_clean,195,195
MAYXUG_clean,44,44
MIJHOD_clean,172,172
QAMLEY_clean,260,260
VINHIL_clean,172,172
POLBOH_clean,36,36
c5ce01790d_c5ce01790d1_clean,522,522
SETSOB_clean,154,154
KUFTAI_clean,346,346
JODFOZ_clean,110,110
ALUKOI_clean,172,172
XUGWUS_clean,488,488
cg501231v_si_001_clean,1394,1394
RUFZID_clean,376,376
WEVQIX_clean,166,166
WONBAD_clean,120,120
FATKIW_clean,160,160
QUSSII_clean,280,280
ESASAU_clean,328,328
BUNKUS_clean,666,666
APEBUU_clean,696,696
KUTDAG_clean,1184,1184
FUWYAY_clean,68,68
PAPKUP_clean,392,392
LOMLOQ_clean,144,144
EQUNEL_clean,416,416
HOQMIL02_clean,224,224
POWBIO_clean,197,197
OPUCUY_clean,564,564
HIWMAD_clean,132,132
PAQTOS_clean,392,392
BUWLUC_clean,164,164
PIYZED03_clean,40,40
IXUWOO_clean,244,244
EWUFAF_clean,256,256
LAZKUU_clean,276,276
TAXHUX_clean,110,110
XAVFEH_clean,56,56
ja507971r_si_004_clean,112,112
KIYMEM_clean,92,92
PIZRAT_clean,228,228
FIRNAX01_clean,159,159
IXEJOL_clean,584,584
VODSEM_clean,96,96
REXDIJ_clean,324,324
ERIJUM_clean,300,300
XUQSIN_clean,296,296
VUHNET_clean,648,648
PIJDIX_clean,92,92
ANAWIX_clean,152,152
REZJIR02_clean,104,104
XUFWEB_clean,230,230
KAHYID_clean,256,256
XUWTAK_clean,144,144
ATUXOE_clean,134,134
VULFIT_clean,136,136
OVIWOG_clean,144,144
UMELAB_clean,504,504
YEZFIU_clean,144,144
YOYQIO_clean,488,488
QIZLIW_clean,352,352
NARPAA_clean,144,144
KUHZET_clean,728,728
LACYUM_clean,330,330
QOMRUH_clean,138,138
SEYDUW_clean,88,88
KARNAU_clean,544,544
UZUTUG_clean,708,708
YUTDUO_clean,100,100
AVIVAC_clean,736,736
GIRFUJ_clean,76,76
NINVAI_clean,156,156
WENKIL_manual,208,208
LOCRUR_clean,140,140
