mof_name,base_atoms,core_atoms
KOMGUP_clean,96,96
VAPFUP_clean,60,60
SOSSEA_clean,232,232
JIZJUZ_clean,276,276
SINVAM_clean,50,50
OXAMIK_clean,49,49
RUVMUR_clean,212,212
KACGAZ_clean,700,700
EGAGEA_clean,62,62
CURBOH_clean,324,324
OLEKUL_clean,197,197
KINSEH_clean,192,192
OXALOP_clean,588,588
XAPCUN_clean,648,648
EWUSUL_clean,384,384
WUYYOG_clean,174,174
EWESAC_clean,704,704
ZUWXUM_clean,300,300
CESFIQ_clean,612,612
NATXUC_clean,560,560
DOQHUN_clean,64,64
QUKYUR_clean,100,100
DIWNAA_clean,87,87
EZIVAM_clean,488,488
ABEXIQ_clean,144,144
CUWNIT_clean,580,580
WEHJAW_clean,324,324
MINVUA01_SL,76,76
REHRON_clean,104,104
RUGJUA_clean,68,68
OXALAB_clean,141,141
TOVKIA_clean,282,282
FERVOP_clean,105,105
LAGNEO_clean,50,50
FUBNOH_clean,144,144
SEFWEH_clean,276,276
XEKDOI_clean,146,146
VALXAK_clean,416,416
ASAJOU_clean,216,216
IWELIG_clean,132,132
MATVIN_clean,84,84
NIBHOW_clean,372,372
XEKJIH_clean,150,150
GIVNIK_clean,464,464
LIVWAQ_clean,92,92
UCOCUM_neutral,156,156
XEGKAX_clean,416,416
UXEDIL_clean,68,68
YOZQEK_clean,286,286
YUZPOA_clean,1264,1264
JASNAT_clean,108,108
HOJPIH_clean,400,400
UFUNAK_clean,54,54
MAZYER_clean,112,112
POKTIU_clean,118,118
TUBCEA_clean,99,99
WILGOO_clean,188,188
FAHPOV_clean,356,356
VUGXAY_clean,134,134
GOVWOF_clean,384,384
cm503311x_alf325K_clean,56,56
AWEWOP_clean,420,420
EQAMUG_clean,224,224
LUDVEL_clean,656,656
XEHSAF_clean,108,108
GOSRIP_clean,168,168
XAPCOJ_clean,144,144
LOJLAZ_clean,148,148
TUMRAW_clean,136,136
YEDKUO_clean,116,116
XOCGUR_clean,82,82
MIXXOI_clean,176,176
ACIBOE_clean,160,160
LABNUA_clean,680,680
WABWAY_clean,114,114
ERAMUH_clean,448,448
DIVSUY_clean,232,232
KIPKEB_clean,242,242
NUWVIM_clean,1760,1760
JUYJIY_clean,328,328
ANOMOG_clean,376,376
PIZPOD_clean_h,64,64
TADWEC_manual,392,392
CUGFUH_clean,74,74
YEMJAC_clean,76,76
VAJVEJ_clean,504,504
FUTDII_clean,162,162
FIGXAU_clean,13,13
EPECUZ_clean,2432,2432
KOMJAZ_clean,238,238
KUTBAE_clean,80,80
LUKRIS_clean,220,220
jacs.6b08724_ja6b08724_si_011_clean,266,266
VIZSOO_clean,360,360
NEDWEA_clean,142,142
SERWAP_clean,448,448
VARWOC_clean,228,228
GOGSIF_clean,260,260
CECVAI_clean,416,416
FAVHAO_clean,138,138
OFEREX_clean,76,76
WIJDAV_clean,184,184
LETPOR01_ion_b,1000,1000
XUMNEA_clean,352,352
ic0520162si20051122_054836_clean,448,448
FIJDIM_clean,102,102
TAJWAF01_clean,464,464
AHIYOH_clean,596,596
AVUHIJ_clean,342,342
OPIFUQ_clean,1848,1848
QIYDIN_clean,444,444
XESLAK_clean,162,162
OJONOQ_clean,60,60
FARFOU_clean,324,324
TANBOZ_clean,32,32
XOCWET_clean,65,65
XEWFAI_clean,179,179
WABVIF02_clean,36,36
OFUDUQ_clean,64,64
ACUBAB_clean,78,78
ABULOB_clean,92,92
AVALEO_clean,308,308
ja5111317_ja5111317_si_003_clean,1898,1898
OCILIY_clean,310,310
ITIPAE_clean,108,108
BACMOH10_clean,96,96
KICXEB_clean,344,344
BINROH_clean,1080,1080
BAHGUN02_clean,54,54
QEWDON_clean,512,512
NIKYUC02_clean,108,108
PEYSIW_clean,116,116
WEMDAV_clean,208,208
COKFAK_clean,212,212
HOXRUJ_clean,112,112
FUVDEH_clean,360,360
TETWEW_clean,150,150
HATZOS02_clean,184,184
TIFBOA_clean,58,58
IXAMEA_clean,48,48
YISFEL_clean,42,42
WEMFIF_clean,52,52
XOMJUE_clean,360,360
GAWMAU_clean,240,240
IZIHIK_clean,792,792
WEYQAU08_clean,152,152
KOFVOS_clean,118,118
TUMQID_clean,128,128
GIGWID01_clean,148,148
ic3019502_si_002_clean,93,93
REGLOG_clean,116,116
NAXKOO01_SL,42,42
NIRMUW01_clean,80,80
XIBZUF_clean,272,272
WUJPIC_clean,146,146
WELTOX_clean,238,238
COWXOC_clean,364,364
WOQYUW_clean,68,68
acs.cgd.6b00463_OLOMUZ1451936_clean,1044,1044
cm503311x_alf290K_clean,56,56
CUKYAJ_clean,94,94
WUXMIL_clean,40,40
EFOTAV_clean,112,112
IJAPIU_clean,522,522
QOHYET_clean,284,284
GUKZAO_clean,56,56
RAXYOF_clean,132,132
TUGSUK_ion_b,724,724
CUFFEP_clean,252,252
SOJSUH_clean,524,524
DOYLEI_clean,56,56
OQIQIQ_clean,164,164
KEDJAG03_clean,80,80
DAHPAE_clean,52,52
XEKDUO_clean,53,53
KEJQAR_clean,138,138
DAWCAH_clean,100,100
KESGAS_clean,180,180
HURFOR_clean,404,404
BOCTOE01_clean,40,40
GIZXET_clean,456,456
PIWSEV_clean,312,312
AYAWEE_clean,96,96
XOTSEG_clean,258,258
PEMGEV_clean,784,784
KOZSOJ_clean,729,729
HAFSOZ_clean,120,120
NICZAA_clean,399,399
SOPLIU_clean,232,232
HICZIE_clean,296,296
OMAXEG_clean,88,88
AXIPEE_clean,312,312
PACZUQ_clean,198,198
EBAVAH_auto,423,423
ECOLEP_clean,104,104
TUWPIL_clean,212,212
XAHPUT_clean,416,416
BUVKUA_clean,108,108
BEPNUH_clean,156,156
CAYSIE_clean,219,219
XOVYIR_clean,146,146
WUXYUL_clean,130,130
IXIKOR01_clean,624,624
REGJIW01_clean,23,23
BEFMAC_clean,96,96
KUFVEO_clean,208,208
OBAHUX_clean,774,774
CIZPOS_clean,558,558
YUWKEH_clean,272,272
JUFREJ_clean,114,114
ECODOQ_clean,108,108
BUBQOE_clean,96,96
UNECUN_clean,320,320
ESUSIW_clean,148,148
IYAKAW_clean,404,404
QUSQIG_clean,1048,1048
OCUSIP_clean,124,124
KAWBOB_clean,156,156
UTOTUT_clean,116,116
MIXBEC_clean,864,864
PEPKUR_clean,100,100
ROYRII_clean,524,524
AXIPEE02_clean,936,936
VUKRUQ_clean,66,66
LEZXAR_clean,546,546
GEDSAL_clean,128,128
REJLAU_clean,280,280
CUMDIY_clean,60,60
cg3002866_si_001_clean,604,604
ABESUX_clean,100,100
MURCAD_clean,88,88
ERAMAN_clean,364,364
QIYQAR_clean,144,144
TOWXEK_clean,280,280
KOCCUC_clean,103,103
VALXIS_clean,416,416
XUPSAE_clean,144,144
ja512437u_si_003_clean,384,384
FEJDII_clean,46,46
QAWROW_clean,124,124
SERCEZ_clean,324,324
HOYREU_clean,116,116
HADDOI_clean,318,318
GEDLIM_clean,188,188
ic101789u_si_002_clean,150,150
c6cc02494g_c6cc02494g1_clean,324,324
PUWCAL_clean,114,114
UJOJIO01_clean,116,116
KOBRAV_clean,1216,1216
FIVYUF_clean,252,252
TIXMET_clean,140,140
VECZAG_clean,96,96
PEFRUP_clean,296,296
XODNUB_clean,180,180
XIRHUC_clean,71,71
TUKCOT_clean,136,136
ACOGAB_clean,174,174
ja406030p_si_006_manual,392,392
SUQJEV_clean,128,128
YANBAR03_clean,108,108
EGATEM_clean,444,444
HAZWIP_clean,120,120
HUQHOS_clean,326,326
SEWCED_clean,900,900
TACWUS_clean,272,272
UMODEH10_clean,774,774
LABQEN_clean,720,720
TOHSAL_clean,784,784
OCURIO_clean,192,192
WOXROQ_clean,80,80
COGKEP_clean,111,111
ICIVEW_clean,116,116
FAYPAY_clean,608,608
EKARUE_clean,232,232
SIWTEZ_clean,113,113
VIWMOF_clean,896,896
ASINIB_clean,2736,2736
OCOKUP_clean,80,80
LOFJAT_clean,408,408
GEDSUF_clean,172,172
REZXEA_clean,80,80
QOSJEP_clean,156,156
SIQFIH_clean,72,72
IQABEJ_clean,122,122
GACPUX_clean,180,180
PAPVAF_clean,324,324
BIZLUT_clean,534,534
KIKFIV_clean,158,158
CUGYIO_clean,264,264
NIZZIG_clean,648,648
GANBIH_clean,452,452
VIWLAQ_clean,216,216
CAJWIV_ion_b,132,132
YOQLAT_clean,172,172
DOKHIV_clean,124,124
COYCID_clean,220,220
DADLEC_clean,576,576
COJMIZ_clean,336,336
ic7025158-file001_clean,12,12
ic500323r_si_001_clean,124,124
EFOTID_clean,112,112
IYASOS_clean,126,126
IBICAZ_clean,192,192
KOMDAT_clean,904,904
LAWFUN_clean,352,352
QIWCOQ_clean,172,172
NUVXOT_clean,272,272
ARAHIM02_clean,112,112
REGQUR_clean,204,204
HEDCEA_clean,304,304
WICQIJ_clean,360,360
XEKCAT_clean,156,156
MIFKUJ_clean,116,116
BOWSOW_clean,44,44
YUYGOQ_clean,330,330
TIQFIJ_clean,42,42
XOVYUD_clean,228,228
GEGDED_clean,324,324
QODHUO_clean,296,296
KOSLUB_clean,54,54
WUXZAS_clean,132,132
NATKIF_clean,476,476
DICVIW_clean,244,244
ACAJIZ_clean,232,232
EFOGOX_clean,2088,2088
ANEHEI_clean,200,200
NODKEX_clean,148,148
ZUDQUM_clean,168,168
DUYREV_clean,736,736
VASFIH_clean,44,44
IBASUB_clean,178,178
ZICCIZ_clean,295,295
MULQOA_clean,120,120
HUYKUH_clean,540,540
FAGREM_clean,176,176
XOTXAG_clean,124,124
KAHYUP_clean,256,256
FEVREF_clean,276,276
VUMBOW_clean,440,440
UMOVEZ_clean,720,720
SINLAE_clean,146,146
BEPMIU_clean,156,156
YIBMUT_clean,116,116
BENZUR_clean,68,68
RUBTAK04_clean,600,600
MINCER_clean,38,38
ETECIR_clean,256,256
HUCXEK_clean,172,172
MOBBIO_clean,50,50
AXUDII04_clean,56,56
PEPBAO_clean,164,164
LAWFUL_clean,424,424
PEYPAM_SL,320,320
GASSUR_clean,192,192
AWIBIS_clean,1564,1564
QODHUO13_clean,592,592
SITFUY_clean,381,381
MUNDAC_clean,144,144
CAKYIY_clean,72,72
ALURAB_clean,358,358
KEDJAG18_clean,80,80
BUPFEY_clean,2200,2200
GISMAY_clean,868,868
LAGDII_ion_b,218,218
EBOBIJ_clean,140,140
EXEQAA_clean,216,216
VAMQIM_clean,162,162
ETEKAQ01_manual,56,56
MUTCEL_clean,712,712
HOZDIL_clean,116,116
TONLOY_clean,198,198
LAQNUP_clean,600,600
XAMDUM06_clean,156,156
RIRDED_clean,600,600
IKETIB_clean,528,528
VURYIR_clean,108,108
FOQTEL_clean,164,164
LETQAE01_ion_b,69,1044
CUBKUF_clean,206,206
HAZGOF04_clean_h,100,100
c5dt03038b_c5dt03038b2_clean,102,102
MAGVOG27_clean,52,52
ABEXUC_clean,144,144
FIJZEE_clean,148,148
ORUKOD_clean,372,372
VUHPAR_clean,712,712
WARFAY03_clean,304,304
WIVFIS_clean,182,182
WERHIK_clean,38,38
EHAGAX_clean,65,65
WOYHUP_clean,320,320
SARMII_clean,544,544
ZAFXAI_clean,296,296
RUGGOR_clean,26,26
HAZGOF05_clean_h,100,100
CAFRUX_clean,332,332
YIVTII_clean,296,296
GOGWAB_clean,42,42
LOXWAY_clean,112,112
QAJJOB_clean,104,104
ORUKET_clean,366,366
XOQXOR_SL,692,692
YOZBOF_SL,672,672
VULKIX_clean,82,82
VAHFAM_clean,68,68
VUNYUZ_clean,552,552
jp302979a_si_002_clean,294,294
TADCAE_clean,248,248
LIRFIB_clean,80,80
YICGOI_clean,312,312
OCURAG_clean,168,168
GOXGAD_clean,66,66
ic5011133_si_004_clean,150,150
NETYIV_clean,320,320
VUJBEI_clean,504,504
QUMYUT_clean,92,92
UDUMIP02_clean,656,656
MURTUO_clean,76,76
CUVTUJ_clean,54,54
OJOSIR_clean,330,330
CENKAJ_clean,246,246
TUBLIN_clean,130,130
CUWZIF_clean,172,172
WEYQAU07_clean,152,152
DEPXOM_clean,156,156
VAKPOP_clean,672,672
HEBKEG_clean,108,108
TOLYOJ_clean,87,87
DOWGIH_clean,360,360
DUNYOC_clean,1120,1120
cm503311x_alf175K_clean,56,56
SAMYEN_clean,628,628
XAHPED_clean,296,296
CIXCAO_clean,648,648
UVAROZ_clean,110,110
VAKLIF_clean,448,448
XALBAO_clean,1552,1552
ZURROT_clean,64,64
IFAHEC_clean,208,208
JUYBEM_clean,198,198
CUTGEF_clean,132,132
QOBWEJ01_clean,48,48
OHAQEU_clean,38,38
KECRAL11_clean,46,46
LORMOW_clean,145,145
DOZKIO_clean,84,84
GUWDUY_clean,108,108
TAJQEC_clean,96,96
QALHES_clean,608,608
HUWSUN_clean,364,364
NIGPEA_clean,400,400
HULCOI_clean,1264,1264
SAWJAC_clean,1878,1878
KABXAO_clean,70,70
KEYYET_clean,112,112
MIFTIG_clean,792,792
ILUGOM_clean,190,190
SUKYON_clean,380,380
LIGJIW_clean,96,96
JOJKUQ_clean,776,776
TIGQUX_clean,324,324
VIWRAW_clean,952,952
PURJES_clean,142,142
RAZXIA03_clean,336,336
CUVHIL01_clean,126,126
JOKXOW10_clean,120,120
RUBGUS_clean,216,216
jp102463p_si_002_clean,36,36
VEDFUH_clean,228,228
VICDOC_clean,148,148
SEHZUB_clean,73,73
OQOJUB_clean,352,352
DAPWAT_clean,680,680
VEJHID_clean,290,290
ja4015666_si_002_clean,118,118
WUNVUX_clean,388,388
XALBIW_clean,776,776
VELBAQ_clean,273,273
HOKLIE_clean,680,680
IWEWOY_clean,660,660
LOLREL_clean,590,590
CUWXUP_clean,320,320
UGAQEY_clean,352,352
ITIBET_clean,104,104
ZIDNEH_clean,1008,1008
LAFFEG02_clean,738,738
XANMUX06_clean,136,136
VEHJUP_clean,238,238
QOPPES_clean,256,256
GEFZAU_clean,402,402
JOVYAW_clean,67,67
PEJMOI_clean,196,196
UDICER_clean,64,64
KOMCOG_clean,456,456
ic5029383_si_002_clean,664,664
FURRIU_clean,414,414
LIDWIG_clean,188,188
AMUPOP_clean,524,524
RONSOE_clean,204,204
FABGUM_clean,84,84
VICYUD_clean,228,228
IFENOY03_SL,288,288
LEZMIN_clean,92,92
WENKOR_clean,214,214
REZXUQ_clean,116,116
EFOSUO_clean,112,112
USEVOF_clean,272,272
LUYSOP_clean,180,180
QOFDIA02_clean,592,592
RUNXUV_clean,74,74
EZOBUR02_clean,560,560
ODOMIF_clean,96,96
ABIYIV_clean,356,356
KEFBEE_clean,102,102
ZOZHON_clean,1184,1184
GAPDEH_clean,156,156
BACMOH_clean,60,60
OLICIX_clean,1848,1848
DACZUF_clean,264,264
MAWTUC_clean,100,100
XEHFUL01_clean,32,32
RORRIB_clean,51,51
SUXNIJ_clean,210,210
ASEJOZ01_clean,172,172
LUVTAY_clean,552,552
KANMIX_clean,192,192
QADWEA_clean,104,104
GAFROX_clean,264,264
FIKTOK_clean,166,166
DOHYIJ01_clean,136,136
COXQUB_clean,104,104
UXEDOR_clean,68,68
IBABOF_clean,284,284
SURHEU_clean,600,600
KUZYUB_clean,202,202
VUNXUY_clean,552,552
MALSAW_clean,84,84
WAVQER_clean,248,248
FAYPEC_clean,752,752
VALZIU_clean,116,116
CAPLOX_clean,66,66
AJOVEB_clean,246,246
ZOXVEP_clean,132,132
CUCTAX_clean,484,484
SETQEP_clean,72,72
GIQXIO_clean,66,66
VURLIF_clean,152,152
BIYSUZ_clean,188,188
PUMGIP_clean,924,924
VAYWEZ_clean,194,194
MUPYOM_clean,184,184
c6ce00407e_c6ce00407e7_clean,1032,1032
LUVWUU_clean,684,684
OYEROB_clean,336,336
DAFHEZ_clean,268,268
KULMAG_clean,508,508
LEZJOQ_clean,234,234
VIWLOE_clean,216,216
MAGNEQ_clean,36,36
KELJAN_clean,832,832
SAYTUJ_clean,25,25
CEDFIC_clean,112,112
LEPLEZ02_clean,116,116
XAWBEE_clean,66,66
KARLUM_clean,424,424
SUFJOU_clean,288,288
YUJNOH_clean,72,72
LEPLEZ_clean,58,58
CDLGLU10_clean,72,72
UZAMUE_clean,120,120
POKSUF_clean,118,118
OWETIU_clean,291,291
LISZOE_clean,136,136
IDORAW_clean,432,432
VIXVUV_clean,180,180
OYOSAX_clean,92,92
OBIBOT_clean,618,618
YUXLIN_clean,1476,1476
LIXWAR_clean,138,138
MABKIK_clean,232,232
FILYAC_clean,408,408
NOCLOH03_clean,51,51
OWIHOT_clean,144,144
DACFAR_clean,268,268
PUQXUV_clean,216,216
GETXAG_clean,154,154
RUVBOB_clean,258,258
FIJFEK_manual,76,76
NAYPIM_clean,38,38
UXIQOJ_clean,136,136
ZUNZIT_clean,74,74
ADASEF_clean,776,776
QEFNAQ_clean,252,252
GEWXAJ_clean,148,148
BICPOT_clean,200,200
LOFVUY01_clean,480,480
FIJGEK_clean,184,184
OYOVOP_clean,944,944
YICREI_clean,68,68
NUNCEG_clean,114,114
ROCZEQ_clean,122,122
HOCDIO_clean,52,52
NEDWIE_clean,142,142
DUXLUF01_clean,648,648
XAPGED_clean,464,464
OTIJAE_clean,474,474
KECRAL10_clean,15,15
AVIVOQ_clean,736,736
YEPCUS_clean,276,276
CAKFEB_clean,272,272
EBUQIB_clean,712,712
LAMGUB_clean,120,120
LUJBAV_clean,384,384
ILIGAL_clean,56,56
ja500330a_si_005_clean,312,312
TEVZUQ_clean,108,108
CUNRAG_clean,128,128
IDEYOF_clean,164,164
POKVIW_clean,130,130
ROLZEZ_clean,142,142
LUJJOQ_clean,1140,1140
HOMXIR_manual,507,507
LAGTIY_clean,74,74
AMIMEP_clean,272,272
DOTTEM_clean,76,76
SIFVAG_clean,316,316
CUSZIB_clean,84,84
PAPROO_clean,178,178
BADJIC_clean,232,232
SIRBIG07_clean,40,40
AJIGIL_clean,736,736
IYAKIE_clean,536,536
WAFKIY_clean,144,144
KUKHAB_clean,416,416
CUFGUH_clean,204,204
acs.chemmater.5b03723_cm5b03723_si_004_clean,1260,1260
ic7014034-file001_clean,496,496
QOJKAB_clean,108,108
DACSEI_clean,648,648
CUYRUK_clean,212,212
MATBEQ_clean,464,464
PEFRID_clean,296,296
YUDDEH_clean,296,296
OJIDAN_clean,600,600
IKOPIJ_clean,252,252
ZEKRIS_clean,72,72
KEGYAX_clean,72,72
DUQYEU_clean,52,52
VEMMIK_clean,72,72
EKIDIL_clean,172,172
FUSMEM_clean,414,414
IKETUN_clean,528,528
WUDYUR_clean,1260,1260
FIHLOZ_clean,504,504
YAYRAT_clean,450,450
HAYTEI_clean,190,190
NIHBEM01_clean,108,108
WOYJIF_clean,320,320
CODROD_clean,56,56
DORFOG_clean,56,56
BAYCOU_clean,332,332
LIKFOB_clean,22,22
AGESIP_clean,46,46
XANLAA_clean,344,344
QUSRIH_clean,196,196
JODGEP_clean,132,132
KAVTUY_clean,132,132
PEPLEC_clean,72,72
CABQEB_clean,260,260
RAVXOD_clean,696,696
YOYVOZ_clean,315,315
UDAWUU_clean,328,328
XESGOS_clean,80,80
UMOBEF05_clean,720,720
WOHZAU_clean,100,100
LACZEX_clean,388,388
VAHVOQ_clean,176,176
MATBAM_clean,240,240
DUDKUK_clean,136,136
HUXWAY_clean,166,166
MOGXUB_clean,180,180
HOZFIN_clean,256,256
WODXAQ_clean,90,90
HAPVAX_clean,116,116
CUVVOG_clean,552,552
IDUYOX_clean,170,170
ARINOF_clean,106,106
SORXAA_clean,200,200
XUCLIS_clean,456,456
DUCHEP_clean,164,164
EBISAM_clean,196,196
GOYYAW_clean,136,136
IQECIS_clean,528,528
HAWREE_clean,174,174
BORBEQ_clean,296,296
TOXMUQ_clean,144,144
MALSOK_clean,84,84
PUZMAZ_manual,2640,2640
LOLQIM_clean,40,40
VEZQAT_clean,672,672
FEBPUY_clean,252,252
ECIYEU_clean,80,80
PAQTIM_clean,388,388
VATVOE_clean,316,316
EYULOA_clean,400,400
SABYAY_clean,75,75
VALSIM_clean,86,86
EZESAF_clean,236,236
EGEJOQ_clean,668,668
OROKEN_clean,100,100
PUWDOA_clean,408,408
CDLGLU12_clean,72,72
ZARLIP_clean,338,338
LIJNOJ01_clean,376,376
VULFOZ_clean,140,140
HUQGUX_clean,334,334
XAZFEJ_clean,94,94
LENGES_clean,352,352
QOFCEV_clean,592,592
HOHMEX_manual,312,312
TOHQEO_clean,384,384
ATOGEV_clean,92,92
WEMNEJ_clean,308,308
FEWQOP_clean,90,90
RAHBUZ_clean,144,144
WABWEC_clean,108,108
XEWRUO_clean,52,52
BEYSEF_clean,200,200
XAMDUM04_clean,156,156
NEHZIK_clean,248,248
WOWHAR_clean,146,146
WAHMEY_clean,81,81
WIVRIE_clean,1136,1136
AQIXUV_clean,355,355
ALAMUW_clean,150,150
WEYQAU09_clean,152,152
RORVAX_clean,87,87
YEGTEK_clean,228,228
RURPEA_clean,20,20
UBECEM_clean,60,60
XAMDUM01_clean,156,156
GEDSOZ_clean,128,128
AWEZOS_clean,1564,1564
CUIMDZ01_clean_h,102,102
LIXWEV_clean,152,152
UTELIQ_clean,348,348
ZADRAA_clean,282,282
IYUROK_clean,136,136
NOKLIJ_clean,54,54
FASGAK_clean,178,178
LUZJAT_clean,360,360
KIBDEF_clean,56,56
RIVDEF_clean,174,174
GITVAH_clean,780,780
FEFZOF_clean,56,56
LABKIL_clean,202,202
ENITAX_clean,110,110
XOTZIR_clean,150,150
YARZEZ_clean,64,64
YOGKEM_clean,348,348
XOVXAI_clean,146,146
KULRIT_clean,100,100
SEZPIY_clean,92,92
BENXUP_clean,106,106
OBENAL_clean,300,300
YINDOQ_clean,348,348
LAGNAK_clean,50,50
WABVIF03_clean,36,36
SUKKUG_clean,792,792
JABMEF_clean,84,84
CODSUL_clean,336,336
OLOKEF_clean,22,22
QODHUO03_clean,592,592
NUCYIV_clean,156,156
ja4015666_si_005_clean,120,120
OWIKAI_clean,176,176
ALATAK_clean,52,52
SEFVAC_clean,276,276
MUFZIY_clean,242,242
ja808995d_si_002_clean,1416,1416
YEKXUJ_clean,240,240
FURFIJ_clean,228,228
ADATOQ_clean,692,692
KUJNEJ_clean,424,424
TOLGOR_clean,344,344
EXURUM_clean,224,224
HGCNCO_clean,56,56
EHAGOL_clean,65,65
DAPZAW_clean,242,242
GIRDUI_clean,136,136
MOXPUL_clean,338,338
CUWVIB_clean,74,74
BIZMII_clean,534,534
VAKRIK_ion_b,162,162
WODREO_clean,316,316
SONTIZ_clean,48,48
DUGBAJ_clean,190,190
UQEGII_clean,318,318
VEHLIE_clean,184,184
UTOTUT01_clean,120,120
AKUHOD_clean,58,58
YORLEY_clean,2007,2007
HAPNUK_clean,240,240
VONSAU_clean,264,264
NOSHIO_clean,88,88
KULMIO_clean,416,416
FUSMUC_clean,414,414
GULWAM_clean,600,600
LEQQEE_clean,272,272
HOQMIL01_clean,224,224
YUDFEK_clean,416,416
LACBID_clean,984,984
LECFEG_clean,310,310
LIQTUC_clean,510,510
NIKJOH_clean,520,520
WEMFOL_clean,52,52
UJOJEK02_clean,116,116
IWOKOW_clean,1208,1208
LUFBUL_clean,164,164
DAXJET03_clean,294,294
ja5b02897_si_003_clean,54,54
GIHPAQ_clean,156,156
BETDAH_clean,124,124
CUGFAN01_clean,74,74
NIRKAB_clean,108,108
MOLLII_clean,68,68
XIHSEN_clean,138,138
HEGCEB_clean,56,56
RATVEP_clean,92,92
ONEJUN_clean,600,600
YOYQOU_clean,488,488
NIHBIQ_clean,108,108
RULBOQ_clean,188,188
GEVXAI_clean,88,88
VAJTUX_clean,104,104
FITGEW_clean,1404,1404
JEJKEP_clean,184,184
cm303749m_si_001_clean,82,82
TOXNEB_clean,144,144
ODAGEI_clean,1800,1800
TISPAO_clean,168,168
HOVQUG_clean,808,808
DEHBIC_clean,44,44
AFIXES_clean,340,340
XOMNEU_clean,984,984
WICGEV_clean,108,108
NUHQAK_clean,232,232
VERZOJ_clean,52,52
SOTXAC_clean,84,84
XANZAQ01_clean,132,132
KATDAM_clean,354,354
TOVJUL_clean,600,600
NIMPEG_clean,190,190
MAHTAR01_clean,102,102
DUPKAC_clean,1356,1356
IYOVOI_clean,108,108
TORJOB_clean,200,200
FIJDOS_clean,54,54
LIWXIZ_clean,132,132
CAVMIW_clean,72,72
JOPWUI_clean,426,426
HUZXUX_clean,1048,1048
BIPKIW_clean,572,572
POTNET_clean,69,69
BAMKIM_clean,224,224
SUQHUJ_clean,129,129
cm501138g_si_004_clean,240,240
EMEJUD_clean,2256,2256
HAWWEK_clean,168,168
TILPUA_clean,710,710
ZOFZIF_clean,304,304
CUWNOZ_clean,364,364
EXOTUH_SL,207,207
UFEVIL_clean,172,172
BOHJOZ_auto,312,312
IROROY_clean,208,208
HAMJUC_clean,792,792
VEDFAN_clean,228,228
COYTOA_clean,120,120
XEJXAN_clean,96,96
PELRIJ_clean,984,984
UJAQEC_clean,76,76
YEBKUM_clean,208,208
EQEROJ_clean,192,192
XEFKOI_clean,180,180
EBOCOQ_clean,156,156
WEGGAS_clean,132,132
YOYPEJ_clean,244,244
XEXLUJ_clean,144,144
VIRQES_clean,34,34
UCEXEG_clean,150,150
NIKZAJ01_clean,108,108
NUZCIV_clean,666,666
KASRAZ_clean,224,224
cm503311x_alf450K_clean,56,56
IGOJEV_clean,600,600
OWIJOV_clean,144,144
YOYTUD_clean,315,315
VABMAN_clean,180,180
EMUYAM01_clean,177,177
XAKVUB_clean,54,54
TAKGOE_clean,156,156
XALTIP_clean,162,162
YUZBUS_clean,120,120
VERPOZ_clean,1338,1338
FIPKOG_clean,98,98
WUDZOM_clean,700,700
VURNED02_clean,144,144
WARXUL_clean,568,568
YUCGOS_clean,256,256
XEGKUR_clean,208,208
HAMRIY_clean,178,178
VEMDAT_clean,400,400
COKMUM_clean,162,162
PUZTOV_clean,204,204
FIPKUM_clean,98,98
VAZTUM_clean,424,424
PICTIG_clean,134,134
QONLIQ_clean,138,138
AQOMEA_clean,1848,1848
DODMIT_clean,100,100
GOYPAN_clean,52,52
KEDJAG24_clean,80,80
ic502369y_si_002_clean,220,220
FOVPUD_clean,312,312
TOKKOV_clean,236,236
SUJNUH_clean,184,184
UJAQAY_clean,162,162
YABHER_clean,512,512
ENEQUL_clean,250,250
OTODOS_clean,288,288
BEZDUH_clean,52,52
FOTNIN_clean,416,416
WOFVIX_clean,136,136
RUFDUT_clean,204,204
VARHIH_clean,392,392
AXINAX01_clean,598,598
XEYMAR_clean,264,264
VEYREY_clean,756,756
EMIGOX_clean,432,432
DEQFOU_clean,112,112
METYIU_clean,248,248
SIVVAW_clean,108,108
FOQPAE02_clean,304,304
TOVWIM_clean,1070,1070
ic5b00096_si_002_clean,832,832
XILTAP_clean,262,262
EBAMUS_clean,720,720
CEJCAW_clean,117,117
RUSWIN_clean,86,86
QEBGEL_clean,224,224
UHUPOD01_clean,1512,1512
TOFLIL_clean,320,320
MILQIJ_clean,28,28
NUCCEV_clean,440,440
IGIZOP_clean,284,284
SOJTOC_clean,312,312
TOWNEA_clean,656,656
NEBYOK_clean,344,344
c6dt04165e_c6dt04165e2_clean,450,450
NAPNEA_clean,1968,1968
HIFVOI_clean,272,272
RAYLOU_clean,402,402
MUZRIJ_clean,472,472
ZAVPUJ_clean,256,256
EBINUA01_clean,424,424
FIBKEI_clean,512,512
JOKYAJ_clean,120,120
REHHOD_clean,252,252
NUBPIL_clean,96,96
YINCIJ_clean,166,166
UCOHUR_clean,648,648
JUPBUT_clean,46,46
RUVMAX_clean,138,138
AVELOD_clean,288,288
ACODAZ_clean,2112,2112
MISQIQ04_clean,39,39
LUWNAU_clean,376,376
FATQID_clean,728,728
IKOVAH_clean,612,612
UTULEB_clean,96,96
ZAQZOG_clean,228,228
GAJYUN_clean,104,104
jacs.6b06759_ja6b06759_si_004_clean,1588,1588
PUGPEO_clean,240,240
