mof_name,base_atoms,core_atoms
FEFVES_clean,168,168.0
NEGMUI_clean,132,132.0
FUTZAX_clean,152,152.0
XEPBAX_clean,156,156.0
ILITON_clean,544,
CIVTEH_clean,176,176.0
HOJNIF_clean,400,400.0
CAHSOU_clean,176,176.0
ZAQWEW_clean,524,524.0
BETGIS_clean,255,255.0
YEBLAT_clean,64,64.0
ZERNUH_clean,160,160.0
NOHSUA_clean,410,410.0
CADPII_clean,144,144.0
MIJYEK_clean,76,76.0
COKNAT_clean,162,162.0
BUCSEY_clean,234,234.0
AWEGEP_clean,240,240.0
ja4012707_si_005_manual,68,68.0
UMEKAA_clean,216,
ROBWAH_clean,222,222.0
KOBRAV01_clean,1216,1216.0
TAJWAF_clean,464,
OFAPIW_clean,212,
VEDGES_clean,228,228.0
VOBGAW_clean,490,490.0
DIVPUU_clean,57,57.0
WOGHOP_clean,104,104.0
SABZON_clean,75,75.0
UDAXEF_clean,664,
cm503311x_aloh325K_clean,56,56.0
c5ta03835a_c5ta03835a2_clean,360,
COMDOY_clean,38,38.0
GUXZIJ_clean,78,78.0
BAXFIR01_clean,98,98.0
IZEBAR_clean,124,124.0
GOMFOF_clean,728,728.0
MUVNEX_clean,296,296.0
KAHKUB02_clean,56,56.0
AGAYIQ_clean,256,
NIKYUC01_clean,108,108.0
CAKFIF_clean,272,272.0
LARNIE_clean,220,220.0
YULNOK_clean,350,350.0
YEFNEC_clean,40,40.0
DOYBEA_clean,52,52.0
FAGXOD_clean,312,312.0
YUTGEZ_clean,100,100.0
COKJOD_clean,108,108.0
AFIPAH_clean,56,56.0
JAJKUD_clean,84,84.0
VORHER_clean,1424,
ESURER04_clean,148,148.0
IDAGOL_clean,120,120.0
NAWWUG_clean,138,138.0
WODFOL_clean,100,100.0
LUMZEA_clean,168,168.0
COQTEJ_clean,224,224.0
USISEW_clean,312,312.0
KEDJAG12_clean,80,80.0
HIFGEK_clean,544,544.0
FARHIR_ion_b,124,124.0
HEMVIF_clean,64,
NIHBAI_clean,108,108.0
UXEDIL01_clean,68,68.0
c6ce00141f_c6ce00141f2_clean,604,604.0
POHMAC_clean,92,92.0
TUZVUH_clean,138,138.0
ACAKUM_clean,152,152.0
SETPEO_clean,168,168.0
MOCKEV_clean,102,102.0
j.inoche.2015.06.036_inc06102-mmc3_clean,200,200.0
LUFQUZ02_clean,20,20.0
OPENIH_clean,96,96.0
UXAXEY_clean,184,184.0
CAYQUQ_clean,286,
WUZQOZ_clean,66,66.0
XUNSEG_clean,56,56.0
OPINIL_clean,50,50.0
MIRLUU_clean,88,88.0
TAKTOR_clean,144,144.0
GORJEE_clean,264,
WASQEP_clean,760,760.0
FURRAM_clean,414,414.0
LAGNOY_clean,100,100.0
ic200463k_si_002_clean,56,56.0
SEFVEG_clean,276,276.0
MAXHUP_clean,116,
NATHOH_ion_b,254,254.0
HAWWUZ_clean,164,164.0
SEQTEP_clean,312,312.0
XOSPOK_clean,62,62.0
VUGXIG_clean,134,134.0
AKEDIF_clean,220,220.0
ISUCUV_clean,138,138.0
UMODEH15_clean,774,774.0
INOMOP01_clean,56,56.0
GUMDEZ_clean,112,112.0
ZILBED_clean,188,188.0
XASJUZ_clean,104,104.0
AVEVEE_clean,71,71.0
XANMIJ_clean,57,57.0
DOJXUW_clean,132,132.0
CICSOW02_clean,258,258.0
AGABIU_clean,118,118.0
DOLXOR02_clean,34,34.0
SOKWAS01_clean,56,56.0
XIWLAQ_clean,38,38.0
UKUMAO01_clean,84,84.0
BOZFIH_clean,340,340.0
RUYZUH_clean,154,154.0
OXANUX_clean,264,
OYIVOI_clean,76,76.0
FIBHIJ_clean,104,104.0
TOWNOK_clean,170,170.0
LEVPAF_clean,540,540.0
AFOYAW_clean,128,128.0
UZUNAF01_clean,116,116.0
JELPAS_clean,136,136.0
INIDAL_clean,160,160.0
DEYJOI_clean,64,64.0
UGIGAS01_clean,52,52.0
PELGOE_clean,228,228.0
c6cp03028a_c6cp03028a3_clean,136,136.0
QATPOR_clean,62,62.0
NIRDEX_clean,27,27.0
CAZNEY_clean,228,228.0
VUNCAJ_clean,96,96.0
PUGFII_clean,360,360.0
RAJFAL_clean,67,67.0
YONNAR_clean,720,720.0
OSUWEF_clean,244,244.0
OKUTEV_clean,1728,1728.0
CDLGLU01_clean,72,72.0
ASEKAM_clean,104,
UKEXEP_clean,284,284.0
COXHIH_clean,80,80.0
ATUZEW_clean,486,
ja406844r_si_002_clean,380,380.0
HUWPIA_clean,688,688.0
HOBGOV_clean,108,108.0
MEXDAU01_clean,52,52.0
TOBJUR_clean,112,112.0
INIXOT_clean,72,72.0
QIQTAN_clean,236,236.0
GOSDID_clean,404,404.0
EJIDUW01_clean,56,56.0
KAVJEX01_clean,396,396.0
EDUSOL_clean,616,
PUSRUR_clean,201,201.0
CIGDUT_clean,172,172.0
EFEGOM_clean,152,152.0
LUFNAC03_clean,124,124.0
LENKIA_clean,54,54.0
OKIQAB_clean,864,864.0
QOHTOX_clean,312,312.0
UMOBEF07_clean,720,720.0
OVEJIJ_clean,106,106.0
LOMMEH_clean,680,680.0
WUTCAP_clean,178,178.0
WAHKUO_clean,339,339.0
RAWZIA_clean,88,88.0
LAJJAK_clean,128,128.0
VIWMIZ_clean,896,896.0
SOHNAF_clean,648,648.0
EMOFIX_clean,204,204.0
ERIRIG_auto,808,808.0
FUWFIO_clean,316,316.0
FOCREW_clean,124,124.0
NIGFUF_clean,76,76.0
IBICIH_clean,192,192.0
ZETLER_clean,376,376.0
OFUYUL_SL,144,144.0
MUVGUG_clean,122,122.0
LAQNOJ_clean,576,
HABCIZ_clean,392,
XICZAM_clean,396,396.0
LOCNIB_clean,118,
GEBPEK_clean,640,
RUDQEN_clean,176,
WEXNIW_clean,30,30.0
BUPFAU_clean,2200,2200.0
GOPTIQ_clean,260,260.0
RUGYOJ_clean,330,330.0
ALUJOH_clean,300,300.0
SAMYAJ_clean,628,
SUVZUG_clean,170,170.0
RUHFIL_clean,124,124.0
XIFLUV_clean,168,
WUYTUH_clean,152,152.0
RAKMOF_clean,68,68.0
BEXSAA_clean,130,130.0
VAPBIZ_clean,270,270.0
ic5b00535_si_002_clean,286,286.0
VEWXAY_clean,464,464.0
BEPRIZ_clean,218,218.0
SARGOJ_clean,162,162.0
KIYBIF_clean,286,286.0
DEPXUS_clean,480,480.0
UJOJIO07_clean,116,116.0
KUVMUL_clean,420,420.0
EDUVAA_clean,364,
GOBTAT_clean,428,
YEQRER_clean,40,40.0
UXUPIN_clean,328,328.0
BIYTOU_clean,192,192.0
UZIJUJ_clean,244,244.0
EDEPAG_clean,100,100.0
UNERUB_clean,156,156.0
UJECUI_clean,228,228.0
ODODES_clean,222,222.0
ALICAA_clean,516,516.0
XACSIG_clean,376,376.0
MARKOF_clean,352,
YOYTOX_clean,315,315.0
LODPOK_clean,652,652.0
DEKHEH_clean,96,96.0
XUJPIC_clean,154,154.0
NIJZOV_clean,118,118.0
ROQDIM_clean,80,80.0
EVOHOM_clean,54,54.0
DIHVIB_clean,624,624.0
DONNAW_clean,72,72.0
LADKIN_clean,67,
OKABAE_clean,330,330.0
GINPAW_clean,764,
QIYCAE_clean,536,536.0
GIRHEW_clean,176,176.0
SAXRIS_clean,318,318.0
UWOWAF_clean,126,126.0
ASALOV_clean,176,176.0
SEYFEI_clean,88,88.0
BIBXOB_clean,188,188.0
FIRMUQ_clean,159,159.0
LOFVUY_clean,480,480.0
EJATIS_clean,66,
VIYSON_clean,244,244.0
KECRAL12_clean,60,60.0
OTAVOV_clean,204,204.0
YUSWIU_clean,164,164.0
CODKOX_clean,148,148.0
WIHTIS_clean,68,68.0
cm503311x_aloh425K_clean,56,56.0
HIJMEU_clean,156,156.0
GAFGEC_clean,736,
EZIMIK_clean,594,
BUBTUP_clean,720,720.0
ZARPUF_clean,72,72.0
RUBTAK07_clean,600,
SARMEE_clean,544,544.0
WASMIP_clean,148,148.0
IWAYOU_clean,912,912.0
WISVEB_clean,136,136.0
NICJUG_clean,156,156.0
NAWWOA_clean,262,
GUPBUP_SL,138,138.0
TADCOS_clean,44,44.0
ZUVTEP_clean,82,82.0
FEYZUF_clean,288,
DIDDOK_clean,160,160.0
ic402058f_si_004_clean,210,210.0
VUQKAU02_clean,162,162.0
UKAZAI_clean,328,
SOMCON_clean,648,648.0
EHAFEA_clean,65,65.0
QALHAO_clean,608,608.0
IKEBUV_clean,40,40.0
KIYJAF_clean,856,856.0
DOTWAL_clean,82,82.0
OZUMIH_clean,162,162.0
LAZPUZ_clean,260,260.0
MAFJIO_clean,258,258.0
FUVDEH12_clean,360,
PEVQIS_clean_h,424,424.0
MECWEX_manual,138,138.0
BOYYOF_clean,512,512.0
EKEKIQ_clean,252,
COMZIP_clean,208,
WUYYAS_clean,349,349.0
YEVQOG_clean,672,672.0
UJOJIO06_clean,116,116.0
LOXBEH_clean,1332,1332.0
CADZIT_clean,204,204.0
KOKDEU_clean,1332,1332.0
JIVSAJ01_clean,206,
FIFPAM_clean,50,50.0
QODHUO08_clean,592,592.0
MAGVOG29_clean,52,52.0
ZOYKAB_clean,136,136.0
cg501279y_si_002_clean,244,244.0
ERALEQ_clean,492,
ELIKAM_clean,60,60.0
XALVOY_clean,188,188.0
YUFLOC_clean,57,57.0
OCIMAR_clean,205,
WANHOL_clean,486,
CIFMIP_clean,168,168.0
BIRGIU_clean,324,
BEPLUF_clean,150,150.0
OYERIV_clean,346,346.0
MEKDUC_clean,132,132.0
ACOCUS_clean,2112,
SOKKOT_ion_b,176,176.0
EZOFOP_clean,972,972.0
BIPSUQ_clean,930,930.0
WAYMAM_clean,56,56.0
IZEPEJ_clean,416,416.0
DUMXEQ_clean,132,132.0
SURHEU02_clean,600,
OKIYAJ01_clean,388,388.0
NATXOW_clean,316,
IGUVIR01_clean,188,188.0
IMAXUR_clean,392,392.0
UMODEH02_clean,774,774.0
LACNUB_clean,1080,1080.0
QIYDAF_clean,444,444.0
ZEDZAL01_clean,294,294.0
RAXBOJ_clean,180,
KAKCEH02_clean,196,196.0
AXIMUP_clean,228,228.0
JADMAF_clean,904,904.0
ENOVAG_clean,384,384.0
IXOFIL_clean,72,72.0
QUQGEP_neutral,222,
XISPUM_clean,68,68.0
YOYNUX_clean,244,244.0
FERHAN_clean,214,214.0
POKSIT_clean,118,118.0
XUGSID_clean,320,320.0
ENESUN_clean,752,752.0
HAZSIL_clean,112,112.0
DIWMUT_clean,740,
OQIQOW_clean,164,164.0
CELKEL_clean,312,312.0
jacs.6b02030_ja6b02030_si_004_clean,414,
RUGNUE_clean,26,26.0
BOPHEV_clean,164,164.0
GAQKOB_clean,328,328.0
CUMDUK_clean,356,356.0
GADRAH_clean,180,180.0
PUDSOX_clean,332,332.0
LARXUA_clean,984,984.0
RAJFEQ_clean,148,148.0
VUPFIX_clean,138,
TUTJAU_clean,240,240.0
RUHDII_clean,152,
JAKPET_clean,356,356.0
ja110042b_si_003_clean,552,552.0
HAWVUY_clean,108,108.0
WAKTOS_clean,64,
CADQOP_clean,52,52.0
BAXFIR02_clean,98,98.0
EQERIC_clean,124,124.0
j.inoche.2015.02.023_INC05895-mmc1_clean,135,
PUYZUF_clean,38,38.0
acs.inorgchem.6b02514_ic6b02514_si_002_clean,124,124.0
WOJYIF_clean,856,
WEBKEV_clean,856,
FUTCAZ_clean,84,84.0
CAVMIX_clean,888,
XOMHEO_clean,428,
XISDOU_clean,544,
VASFAZ_clean,44,44.0
ROCZIU_clean,122,122.0
XUWSUD_clean,144,144.0
BALMUW_clean,28,28.0
LETREJ_clean,1224,
HICVUM_clean,172,172.0
VOLRAQ01_clean,648,
AFITEP_clean,98,98.0
OSUVOP_clean,210,210.0
NAJSUP_clean,280,280.0
REWNEO_clean,600,600.0
XIJPAI_clean,357,
AWAKEQ_clean,300,300.0
QUTTII01_clean,94,94.0
YIZGEV_clean,144,144.0
QAJJOD_clean,904,
TUWFUN_clean,212,
QUXRIM_clean,120,120.0
REHHET_clean,616,
XIPBII_clean,190,190.0
EBEMII_clean,156,156.0
XOFFUT_clean,416,416.0
IVETOT_clean,328,328.0
GESNOI_clean,332,332.0
WEHHOI_clean,324,324.0
HEFDIH_clean,297,297.0
GAYGAQ_clean_h,30,30.0
ITIBOD_clean,134,134.0
MAGVOG02_clean,52,52.0
HAPGIR_clean,156,156.0
IXAMIE_clean,48,48.0
IJEVEA_clean,456,456.0
ZEZFIV_clean,512,512.0
ROQRAS_clean,128,128.0
JORVET_clean,534,534.0
LARPEC_clean,352,352.0
ja907023c_si_002_clean,268,268.0
FUSGOR_clean,48,48.0
VEYWED_clean,892,
SARNOQ_clean,102,102.0
FOQNUW_clean,292,
GATQIE_clean,1024,
VAGTUU_clean,284,284.0
ISIYUF05_clean,156,
GOYXID_clean,136,136.0
OQUFAJ03_clean,364,
OCILEU_clean,404,
HIQNUS_clean,204,204.0
TAZSAP02_clean,72,72.0
WAMREJ_clean,244,244.0
NENFAN_clean,200,200.0
LETVUB_clean,82,82.0
LUDLED_clean,624,624.0
XALTEK_clean,108,108.0
GAXGOD_clean,256,256.0
ANIDIL_clean,620,620.0
LITCOI_clean,280,280.0
QERZUI01_clean,54,54.0
EBEGEZ_clean,200,200.0
TEXTOH_clean,156,156.0
CUWYUQ_clean,320,320.0
NARNAY_clean,144,144.0
AVIVEG_clean,736,736.0
PEPKOL_clean,100,100.0
BEPPAP_clean,156,156.0
NEDJAJ_clean,552,552.0
CESYEF_clean,56,56.0
RUHCED_SL,76,76.0
SOZSEH_clean,416,416.0
APARAM_clean,183,183.0
OPUDOT_clean,92,92.0
SIZGEO_clean,44,44.0
SICZOV_clean,263,263.0
XAPCOJ02_clean,144,144.0
WEVQOD_clean,166,166.0
APAZEY_clean,392,392.0
WAKSOT_clean,150,150.0
ja507947d_si_001_auto,936,936.0
ZALMIL_clean,93,93.0
BAKGIF_manual,70,70.0
XONGUD_clean,376,376.0
ic402692p_si_005_clean,160,160.0
XANZAQ05_clean,132,
FURREQ_clean,414,414.0
BUCSIC01_clean,274,
XIHSEN01_clean,138,138.0
DOLRAZ_clean,276,276.0
XUMMOJ_clean,156,156.0
SOPLAM_clean,156,156.0
VUKSAX_clean,132,132.0
CUMLUT_clean,76,76.0
ZIKCED_clean,472,472.0
TOHJIL_clean,63,63.0
VEQBID_clean,260,260.0
LAWFOF_clean,424,424.0
OGAGEJ_clean,164,164.0
VAPFOJ_clean,120,120.0
KIKDAL_clean,567,567.0
OGUJIL_clean,98,98.0
QESLIK_clean,18,18.0
PUVJOG_clean,56,56.0
PIQMOT_clean,272,272.0
ZOFZOL_clean,152,152.0
DUNXUH_clean,80,80.0
ZEZPOL_clean,58,58.0
FIDMIP_clean,332,
MATTOR_clean,108,108.0
SOCWOX_clean,104,104.0
RORTID_clean,332,
USAYOE_clean,420,420.0
SUKYIH_clean,110,110.0
JITQEI_clean,405,405.0
EPECUZ_clean,2432,
RUWZIU_clean,620,620.0
BADXAI_clean,864,
KAKCEH_clean,196,196.0
CEMYUQ_clean,44,44.0
VUKYUX_clean,708,
FOQTAH_clean,164,164.0
UXUYUI_clean,96,96.0
OFAMUF_clean,208,
HOXGEH_clean,228,228.0
NEZWOG01_clean,78,78.0
BASTEW_clean,320,320.0
DOLWEI_clean,648,
SETWUL_clean,90,90.0
AZAWAB_clean,354,354.0
ABETIN_clean,784,784.0
XODXIZ_clean,68,68.0
ZELROZ_manual,89,89.0
FUVGAG02_clean,296,
WEVZUT_clean,400,400.0
LUYHAP_clean,108,108.0
PEJFIU_clean,120,120.0
KUDLUR_clean,178,178.0
NETHOJ_clean_h,63,63.0
OHAZAZ_clean,74,74.0
DAXJET_clean,294,
XACYAB_clean,122,
FISGOF_clean,162,
AWUPOZ_clean,354,
UKAQIH_clean,84,84.0
j.jssc.2016.09.008_mmc7_clean,128,128.0
LUSJOZ_clean,112,112.0
DALVAQ_clean,72,72.0
ATIJUJ_manual,126,126.0
VARJEF_clean,328,328.0
NIZZAY_clean,648,648.0
IWAZEL_clean,912,912.0
VUHNUJ_clean,696,
EWUKAK_clean,320,320.0
SIWSUO_clean,108,108.0
acs.chemrev.6b00346_cr6b00346_si_001_clean,198,198.0
XENKIM_clean,224,224.0
DANFUW_clean,880,880.0
BAZGEQ_clean,1224,1224.0
QAVZAQ_clean,65,65.0
SURDOA_clean,296,296.0
ILEHUD_clean,264,264.0
QOFBIY_clean,592,592.0
SOZSOR_clean,416,416.0
ERALIU_clean,428,
AQEGUY_clean,216,
GOLYUD_clean,298,298.0
IPICOA_clean,92,92.0
JILWOR_clean,288,288.0
OQEPUW_clean,246,246.0
DUKNII_clean,904,904.0
YEMMAF_clean,162,162.0
KEWBUL_clean,288,288.0
DADLIG_clean,311,311.0
NALWOO_clean,200,200.0
RUFZOJ_clean,525,
DUGMOJ_clean,1376,1376.0
BUXNOZ_clean,744,744.0
ITAPAU_clean,64,64.0
QODHUO06_clean,592,592.0
DUPVER_clean,212,212.0
LACZIB_clean,392,
ja5111317_ja5111317_si_003_clean,1898,
DUKDIX_clean,156,
FOFTUR_clean,246,246.0
HUCXIO_clean,172,172.0
NISBEX_clean,184,184.0
OCUNAE_clean,288,288.0
VEWKUF_clean,378,378.0
WALCET_clean,208,208.0
NOFQIK_clean,120,120.0
ABEYIR_clean,144,144.0
DEHFUR_clean,204,204.0
VOBKAA_clean,150,150.0
BIWHAQ_clean,112,112.0
AXUHEH_clean,626,626.0
ZILBUT_clean,143,
NEXXEV_clean,240,240.0
cm503311x_aloh500K_clean,56,56.0
LAGVOG_clean,80,80.0
KACGAZ_clean,700,
KEXPIO_clean,88,
DABFIX_clean,928,928.0
UMOVEZ02_clean,720,720.0
ZAXQOG_clean,248,248.0
TILHEC_clean,136,136.0
TOFLAD_clean,384,384.0
DUQYEU01_clean,52,52.0
MABCUQ_clean,56,56.0
POBVIN_clean,1584,1584.0
PABXAT_clean,64,64.0
VODPOU_clean,360,360.0
CIJVOH01_clean,64,64.0
QOFBIY02_clean,592,592.0
NUVWEH_clean,108,108.0
TILVUF_clean,20,20.0
YAVTUN_clean,118,118.0
MAGBON_clean,328,328.0
JUSBAC_clean,344,344.0
BENZOL_clean,68,68.0
GAJZUO_clean,104,104.0
HAQKES_clean,1096,1096.0
CAKYEU_clean,72,72.0
SOJGOO_clean,358,358.0
MUZVUA_clean,150,150.0
DADLOM_clean,580,580.0
CESFIQ_clean,612,
CODRUJ_clean,56,56.0
NACYAU_clean,620,620.0
IYICUP_clean,296,296.0
KOMGUP_clean,96,96.0
EMAGAB_clean,118,118.0
NUDLIJ_clean,148,148.0
VAPFUP_clean,60,60.0
LARZEL_SL_part,128,128.0
SINVAM_clean,50,50.0
OXAMIK_clean,49,49.0
EGAGEA_clean,62,62.0
NATXUC_clean,560,
JIZJUZ_clean,276,276.0
SOSSEA_clean,232,232.0
RUVMUR_clean,212,212.0
KINSEH_clean,192,
ATEYOP_clean,1144,1144.0
OLEKUL_clean,197,197.0
CURBOH_clean,324,324.0
WUYYOG_clean,174,174.0
QUKYUR_clean,100,100.0
ABEXIQ_clean,144,144.0
ZUWXUM_clean,300,300.0
DOQHUN_clean,64,64.0
OXALOP_clean,588,588.0
EWUSUL_clean,384,384.0
REHRON_clean,104,
XAPCUN_clean,648,648.0
DIWNAA_clean,87,87.0
MINVUA01_SL,76,76.0
TOVKIA_clean,282,282.0
RUGJUA_clean,68,68.0
WEHJAW_clean,324,324.0
OXALAB_clean,141,141.0
LUDVEL_clean,656,
EZIVAM_clean,488,488.0
LAGNEO_clean,50,50.0
EWESAC_clean,704,704.0
FUBNOH_clean,144,144.0
FERVOP_clean,105,105.0
CUWNIT_clean,580,580.0
XEKJIH_clean,150,
SEFWEH_clean,276,276.0
XEKDOI_clean,146,146.0
VALXAK_clean,416,416.0
LABNUA_clean,680,
ASAJOU_clean,216,216.0
IWELIG_clean,132,132.0
MATVIN_clean,84,84.0
HOJPIH_clean,400,400.0
AWEWOP_clean,420,
UXEDIL_clean,68,68.0
XEGKAX_clean,416,416.0
NIBHOW_clean,372,372.0
LIVWAQ_clean,92,92.0
UCOCUM_neutral,156,156.0
WILGOO_clean,188,
UFUNAK_clean,54,54.0
JASNAT_clean,108,108.0
MAZYER_clean,112,112.0
TUBCEA_clean,99,99.0
GIVNIK_clean,464,464.0
POKTIU_clean,118,118.0
YOZQEK_clean,286,286.0
VUGXAY_clean,134,134.0
cm503311x_alf325K_clean,56,56.0
ERAMUH_clean,448,
XEHSAF_clean,108,108.0
MIXXOI_clean,176,
XAPCOJ_clean,144,144.0
GOSRIP_clean,168,168.0
FAHPOV_clean,356,356.0
VAJVEJ_clean,504,
EQAMUG_clean,224,224.0
LOJLAZ_clean,148,148.0
TUMRAW_clean,136,136.0
ANOMOG_clean,376,
GOVWOF_clean,384,384.0
YEDKUO_clean,116,116.0
XOCGUR_clean,82,82.0
WABWAY_clean,114,114.0
KOMJAZ_clean,238,
ACIBOE_clean,160,160.0
DIVSUY_clean,232,232.0
YUZPOA_clean,1264,1264.0
PIZPOD_clean_h,64,64.0
CUGFUH_clean,74,74.0
jacs.6b08724_ja6b08724_si_011_clean,266,
KIPKEB_clean,242,242.0
FUTDII_clean,162,162.0
FIGXAU_clean,13,13.0
YEMJAC_clean,76,76.0
JUYJIY_clean,328,328.0
KUTBAE_clean,80,
AHIYOH_clean,596,
LUKRIS_clean,220,220.0
TADWEC_manual,392,392.0
TAJWAF01_clean,464,
NEDWEA_clean,142,142.0
FAVHAO_clean,138,138.0
GOGSIF_clean,260,260.0
AVUHIJ_clean,342,
VIZSOO_clean,360,360.0
VARWOC_clean,228,228.0
WIJDAV_clean,184,184.0
OFEREX_clean,76,76.0
XUMNEA_clean,352,352.0
IZIHIK_clean,792,
CECVAI_clean,416,416.0
SERWAP_clean,448,448.0
FIJDIM_clean,102,102.0
OCILIY_clean,310,
OJONOQ_clean,60,60.0
XOCWET_clean,65,65.0
ic0520162si20051122_054836_clean,448,448.0
XESLAK_clean,162,162.0
FARFOU_clean,324,324.0
QIYDIN_clean,444,444.0
TANBOZ_clean,32,32.0
ABULOB_clean,92,92.0
WABVIF02_clean,36,36.0
ACUBAB_clean,78,78.0
OFUDUQ_clean,64,64.0
XEWFAI_clean,179,179.0
FUVDEH_clean,360,
AVALEO_clean,308,308.0
ITIPAE_clean,108,108.0
BACMOH10_clean,96,96.0
NIKYUC02_clean,108,108.0
KICXEB_clean,344,344.0
BAHGUN02_clean,54,54.0
QEWDON_clean,512,512.0
WEMDAV_clean,208,208.0
COKFAK_clean,212,212.0
HATZOS02_clean,184,184.0
PEMGEV_clean,784,
PEYSIW_clean,116,116.0
HOXRUJ_clean,112,
LETPOR01_ion_b,1000,1000.0
TETWEW_clean,150,150.0
TIFBOA_clean,58,58.0
NUWVIM_clean,1760,1760.0
IXAMEA_clean,48,48.0
XOMJUE_clean,360,360.0
YISFEL_clean,42,42.0
IJAPIU_clean,522,
WEMFIF_clean,52,52.0
GAWMAU_clean,240,240.0
WEYQAU08_clean,152,152.0
TUMQID_clean,128,128.0
KOFVOS_clean,118,118.0
ic3019502_si_002_clean,93,93.0
REGLOG_clean,116,116.0
GIGWID01_clean,148,148.0
NAXKOO01_SL,42,
WUJPIC_clean,146,
NIRMUW01_clean,80,80.0
XIBZUF_clean,272,272.0
BINROH_clean,1080,1080.0
WOQYUW_clean,68,68.0
WELTOX_clean,238,238.0
CUKYAJ_clean,94,94.0
WUXMIL_clean,40,
cm503311x_alf290K_clean,56,56.0
EFOTAV_clean,112,112.0
COWXOC_clean,364,364.0
HURFOR_clean,404,
RAXYOF_clean,132,132.0
GUKZAO_clean,56,56.0
OPIFUQ_clean,1848,1848.0
TUGSUK_ion_b,724,724.0
QOHYET_clean,284,284.0
CUFFEP_clean,252,252.0
OQIQIQ_clean,164,164.0
DOYLEI_clean,56,56.0
SOJSUH_clean,524,524.0
KEDJAG03_clean,80,80.0
DAHPAE_clean,52,52.0
XEKDUO_clean,53,53.0
NICZAA_clean,399,
BOCTOE01_clean,40,40.0
DAWCAH_clean,100,100.0
KEJQAR_clean,138,138.0
KESGAS_clean,180,180.0
AYAWEE_clean,96,96.0
IXIKOR01_clean,624,
SOPLIU_clean,232,
HICZIE_clean,296,
GIZXET_clean,456,456.0
acs.cgd.6b00463_OLOMUZ1451936_clean,1044,1044.0
PIWSEV_clean,312,312.0
XOTSEG_clean,258,258.0
HAFSOZ_clean,120,120.0
OMAXEG_clean,88,88.0
ECOLEP_clean,104,104.0
BUVKUA_clean,108,
PACZUQ_clean,198,198.0
KOZSOJ_clean,729,729.0
AXIPEE_clean,312,312.0
TUWPIL_clean,212,212.0
XAHPUT_clean,416,416.0
WUXYUL_clean,130,
CAYSIE_clean,219,219.0
EBAVAH_auto,423,423.0
XOVYIR_clean,146,146.0
BEPNUH_clean,156,156.0
REGJIW01_clean,23,23.0
BEFMAC_clean,96,96.0
cg3002866_si_001_clean,604,
KUFVEO_clean,208,208.0
ECODOQ_clean,108,108.0
UNECUN_clean,320,320.0
JUFREJ_clean,114,114.0
ESUSIW_clean,148,148.0
YUWKEH_clean,272,272.0
CIZPOS_clean,558,558.0
OBAHUX_clean,774,774.0
IYAKAW_clean,404,404.0
BUBQOE_clean,96,96.0
OCUSIP_clean,124,124.0
PEPKUR_clean,100,100.0
UTOTUT_clean,116,116.0
KAWBOB_clean,156,156.0
VUKRUQ_clean,66,66.0
ROYRII_clean,524,524.0
LEZXAR_clean,546,546.0
REJLAU_clean,280,280.0
GEDSAL_clean,128,128.0
QUSQIG_clean,1048,1048.0
CUMDIY_clean,60,60.0
MIXBEC_clean,864,864.0
ABESUX_clean,100,100.0
TOWXEK_clean,280,280.0
ERAMAN_clean,364,364.0
QIYQAR_clean,144,144.0
ja512437u_si_003_clean,384,384.0
VALXIS_clean,416,416.0
MURCAD_clean,88,88.0
AXIPEE02_clean,936,936.0
LABQEN_clean,720,
KOCCUC_clean,103,103.0
FEJDII_clean,46,46.0
XUPSAE_clean,144,144.0
SERCEZ_clean,324,324.0
QAWROW_clean,124,124.0
PUWCAL_clean,114,
HOYREU_clean,116,116.0
HADDOI_clean,318,318.0
GEDLIM_clean,188,188.0
ic101789u_si_002_clean,150,150.0
c6cc02494g_c6cc02494g1_clean,324,324.0
UJOJIO01_clean,116,116.0
XODNUB_clean,180,
TIXMET_clean,140,140.0
VECZAG_clean,96,96.0
FIVYUF_clean,252,252.0
XIRHUC_clean,71,71.0
PEFRUP_clean,296,296.0
ACOGAB_clean,174,174.0
TUKCOT_clean,136,136.0
KOBRAV_clean,1216,1216.0
LOFJAT_clean,408,
YANBAR03_clean,108,108.0
SUQJEV_clean,128,128.0
ja406030p_si_006_manual,392,392.0
OCURIO_clean,192,
HAZWIP_clean,120,120.0
ICIVEW_clean,116,
WOXROQ_clean,80,
HUQHOS_clean,326,326.0
EGATEM_clean,444,444.0
TACWUS_clean,272,272.0
COGKEP_clean,111,111.0
GANBIH_clean,452,
UMODEH10_clean,774,774.0
VIWMOF_clean,896,896.0
SEWCED_clean,900,900.0
SIWTEZ_clean,113,113.0
OCOKUP_clean,80,80.0
TOHSAL_clean,784,784.0
EKARUE_clean,232,232.0
CUGYIO_clean,264,
GEDSUF_clean,172,172.0
REZXEA_clean,80,80.0
COJMIZ_clean,336,
FAYPAY_clean,608,608.0
QOSJEP_clean,156,156.0
GACPUX_clean,180,180.0
SIQFIH_clean,72,72.0
IQABEJ_clean,122,122.0
PAPVAF_clean,324,324.0
DOKHIV_clean,124,124.0
CAJWIV_ion_b,132,132.0
KIKFIV_clean,158,158.0
VIWLAQ_clean,216,216.0
DADLEC_clean,576,576.0
YOQLAT_clean,172,172.0
BIZLUT_clean,534,534.0
COYCID_clean,220,220.0
ic500323r_si_001_clean,124,124.0
SAWJAC_clean,1878,
