name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
acs.inorgchem.6b01168_ic6b01168_si_002_clean,argon,293.0,0.5,14.0,acs.inorgchem.6b01168_ic6b01168_si_002_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.0983649583,0.1917037037,3.9294833541,2.2047497897,4.0900129139
acs.inorgchem.6b00105_ic6b00105_si_002_clean,argon,293.0,0.5,14.0,acs.inorgchem.6b00105_ic6b00105_si_002_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.1193330931,0.0828833333,4.7671184038,2.674729055,3.5131324194
c4dt02960g_c4dt02960g2_clean,argon,293.0,0.5,14.0,c4dt02960g_c4dt02960g2_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.0851416673,0.1813555556,3.4012393266,1.9083632667,2.0883124151
YERJEL_clean,argon,293.0,0.5,14.0,YERJEL_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.0090187119,0.0169944444,0.3602795043,0.2021451905,0.2749507559
WEVQUJ_clean,argon,293.0,0.5,14.0,WEVQUJ_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.0327085694,0.0841916667,1.3066419295,0.7331290807,1.0892475974
SUKYON_clean,argon,293.0,0.5,14.0,SUKYON_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.2161126861,0.798675,8.6332695823,4.8439445039,2.5503995981
QETQIP_clean,argon,293.0,0.5,14.0,QETQIP_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.1253909243,1.606625,5.0091166444,2.8105091365,2.992801266
NUHQIS_clean,argon,293.0,0.5,14.0,NUHQIS_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.2154095989,0.7514305556,8.6051826574,4.8281855258,5.8193371903
TEQVOC_clean,argon,293.0,0.5,14.0,TEQVOC_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.0594694429,0.0998125,2.3756853063,1.3329466516,1.9903644429
REBRUM_clean,argon,293.0,0.5,14.0,REBRUM_clean_argon_293.0K_0.5bar_14.0/Output/System_0,0.162564654,0.48595625,6.4941327995,3.643720213,3.7937288096
