name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
YANBAR_clean,argon,293.0,1.0,14.0,YANBAR_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.1916252933,0.3425527778,7.6550472149,4.2950846756,7.5758714785
OKIMAY_clean,argon,293.0,1.0,14.0,OKIMAY_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4088048022,0.7533270833,16.3309342402,9.1629409231,11.5732852643
LOJFOF_clean,argon,293.0,1.0,14.0,LOJFOF_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.431071471,1.533559375,17.2204431223,9.6620254958,11.211339745
YAVVID_clean,argon,293.0,1.0,14.0,YAVVID_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3410118604,0.62264375,13.6227417986,7.6434315683,11.1095569968
GUVBOQ_clean,argon,293.0,1.0,14.0,GUVBOQ_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2624060065,3.9917625,10.4825951472,5.8815618654,8.4414367934
LAGHIL_clean,argon,293.0,1.0,14.0,LAGHIL_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.7416596581,0.6847359375,29.6278200221,16.6235415898,21.1698655782
VUDXID_clean,argon,293.0,1.0,14.0,VUDXID_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.1916298533,0.5772875,7.6552293802,4.2951868847,3.6191357519
jacs.5b12237_ja5b12237_si_004_clean,argon,293.0,1.0,14.0,jacs.5b12237_ja5b12237_si_004_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2925900433,4.76265,11.6883870498,6.5581061345,4.7579305553
FUTYEA_clean,argon,293.0,1.0,14.0,FUTYEA_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.6218911836,0.677925,24.8433090011,13.9390539061,14.4543936148
UMOBEF05_clean,argon,293.0,1.0,14.0,UMOBEF05_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.5373187657,3.9545,21.4648100505,12.0434497822,8.4239167934
j.jssc.2016.10.030_2_clean,argon,293.0,1.0,14.0,j.jssc.2016.10.030_2_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2383622128,0.2603537037,9.5220936769,5.3426448568,5.9369947229
YOZCAS_manual,argon,293.0,1.0,14.0,YOZCAS_manual_argon_293.0K_1.0bar_14.0/Output/System_0,0.2494027574,2.23564375,9.9631413526,5.5901073558,7.2188960807
NAHDIM_clean,argon,293.0,1.0,14.0,NAHDIM_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4918534951,3.1113,19.6485634215,11.0243923101,9.6982787844
FIKQIB_clean,argon,293.0,1.0,14.0,FIKQIB_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0668662866,0.1192148148,2.671174419,1.4987393273,2.7405362509
QULLEP_clean,argon,293.0,1.0,14.0,QULLEP_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2852967468,0.7634277778,11.397034443,6.3946343647,8.2860488646
PAMTOO_clean,argon,293.0,1.0,14.0,PAMTOO_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3823901331,1.09150625,15.2757210354,8.5708831685,7.9160789942
NIRMUW01_clean,argon,293.0,1.0,14.0,NIRMUW01_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.5199091082,0.7184138889,20.7693290539,11.6532301419,22.996416677
VIWLEU_clean,argon,293.0,1.0,14.0,VIWLEU_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.1463873193,0.6166541667,5.8478806326,3.2811218252,4.7371679195
HUZSUR_clean,argon,293.0,1.0,14.0,HUZSUR_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.3598842269,0.8853,14.3766550946,8.0664363328,7.1791642784
TOFQEM_clean,argon,293.0,1.0,14.0,TOFQEM_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.5923768499,0.8450016667,23.6642704018,13.2775203482,16.6648339028
YUZBUS_clean,argon,293.0,1.0,14.0,YUZBUS_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.9725226155,1.4212270833,38.8503334423,21.7980983169,32.3451920282
ODIVUU_clean,argon,293.0,1.0,14.0,ODIVUU_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4784598802,1.0624083333,19.1135152939,10.7241881508,10.8609787441
OTOXIF_clean,argon,293.0,1.0,14.0,OTOXIF_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0639168965,0.30399375,2.5533521805,1.4326317675,2.2499795374
LABNUA_clean,argon,293.0,1.0,14.0,LABNUA_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.2074891652,3.4691,8.2887771695,4.6506571156,7.9804971947
PUKSUL_clean,argon,293.0,1.0,14.0,PUKSUL_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0739239166,0.1905277778,2.9531126192,1.6569288732,2.6016908638
NANNEY_clean,argon,293.0,1.0,14.0,NANNEY_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4514952245,1.495684375,18.0363312276,10.1198030117,13.0605979085
NUDMEG_clean,argon,293.0,1.0,14.0,NUDMEG_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4534262197,0.7928361111,18.1134706226,10.1630842906,12.1763152542
EVAKIV_clean,argon,293.0,1.0,14.0,EVAKIV_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.4471662464,2.6188625,17.8633972109,10.0227734018,7.3188554612
JOLYEQ_clean,argon,293.0,1.0,14.0,JOLYEQ_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0846418376,0.9336416667,3.3812721278,1.8971600948,2.1256326155
LAXGOH03_clean,argon,293.0,1.0,14.0,LAXGOH03_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0351189623,0.0456986111,1.4029323043,0.7871555684,1.5785018154
MAXJIG_clean,argon,293.0,1.0,14.0,MAXJIG_clean_argon_293.0K_1.0bar_14.0/Output/System_0,0.0001026519,0.0001486111,0.0041007372,0.0023008367,0.0061611703
