,MOF,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_15,Ar_293_1,Ar_293_5
0,00958972.2016.1250260_1436516_clean,0.0010224025,0.0050606068,0.0103230287,0.051217225,1.1680748728,0.1013492183,0.4704841211
1,00958972.2016.1250260_1436519_clean,0.0025047802,0.0133038982,0.027102161,0.1304133574,1.793717395,0.2472243669,0.8988187612
2,00958972.2016.1253069_1472494_clean,0.0004578549,0.002121091,0.0044550826,0.0219501264,0.5079981379,0.0436078114,0.1980905124
3,1499489-acs.cgd.6b01265_1499490_clean,0.007366829,0.037363951,0.0745529818,0.3608552024,5.6023018675,0.6850410886,2.7848547681
4,ABAVIJ_clean,0.0110572342,0.0543591349,0.1051491046,0.4253003247,1.5268161921,0.6767546592,1.2829171252
5,ABAYIO_clean,0.0048727968,0.0249054056,0.0491029734,0.2272079692,3.671125751,0.4283068665,1.6578633762
6,ABAYOU_clean,0.005065193,0.025253709,0.049884001,0.231984494,3.7263375094,0.4391740199,1.6997534074
7,ABEFUL_clean,0.0070608352,0.033795107,0.0670731472,0.300494364,1.6465438829,0.5364951698,1.2712625002
8,ABESUX_clean,0.0013043806,0.0065033259,0.0128872273,0.0638372448,1.1825318159,0.1258946227,0.5351189356
9,ABETAE_clean,0.0012849188,0.0064383059,0.0129420741,0.0631972181,1.1852737133,0.1256071193,0.5331537396
10,ABETIN_clean,0.003346392,0.0171078326,0.0346731356,0.1717328468,4.778442982,0.3370940938,1.6720536503
11,ABEXEM_clean,0.0022195955,0.0111835376,0.0217820811,0.107862788,1.6419932416,0.2070471668,0.8099682857
12,ABEXEN_clean,0.0052760473,0.0262433768,0.0526732003,0.2600397115,4.4613462796,0.4972277909,1.9751022007
13,ABEXIQ_clean,0.0022327455,0.0107968908,0.0217980203,0.1039555184,1.6148886779,0.206030256,0.798044897
14,ABEXOW_clean,0.0021831935,0.0108783773,0.0214055838,0.1044717923,1.5852813743,0.2021249382,0.7785859464
15,ABEXUC_clean,0.0022283403,0.0108859419,0.0214769276,0.1044909316,1.5581919139,0.2040607002,0.7776907503
16,ABEYAJ_clean,0.0021268695,0.0105351322,0.0210712276,0.1040143221,1.4874427577,0.1978007907,0.759608362
17,ABEYEN_clean,0.0021539245,0.0105241171,0.0208065651,0.1027592674,1.4705396652,0.1992677425,0.742560186
18,ABEYIR_clean,0.0020888932,0.0104387949,0.0207811794,0.1014861838,1.4544765071,0.1953984755,0.7371997222
19,ABIXOZ_clean,0.0009644543,0.0047830471,0.0095787845,0.0471128989,1.2090864816,0.0948291586,0.4437251057
20,ABIYIV_clean,0.0021674224,0.0108403893,0.0217506954,0.1044568682,1.4176340764,0.2031936641,0.7508818563
21,ABULOB_clean,0.0157230486,0.0780583161,0.1554321075,0.6930705997,4.8668929978,1.2500514138,3.4780452244
22,ABUWOJ_clean,0.0057820774,0.0288370204,0.0573904889,0.2800619376,4.415984271,0.5470190228,2.1693656377
23,ACAJIY_clean,0.0054875122,0.0272759614,0.0530837725,0.2643873753,3.9145250832,0.5094223305,2.0272884923
24,ACAJIZ_clean,0.0020249101,0.0100379768,0.0200841554,0.099426548,1.7333275869,0.1947066779,0.8022516954
25,ACAJOF_clean,0.00189991,0.0092504981,0.0183960387,0.0900838414,1.8789487304,0.1796108741,0.7974943397
26,ACAKUM_clean,0.0022167934,0.0108573384,0.021762868,0.1044693209,1.439865943,0.2026138774,0.7535117913
27,ACALIB_clean,0.0011538392,0.0057803264,0.0112514783,0.0541822121,0.9054546135,0.1098843261,0.446577826
28,ACECIV_ion_b,0.001099095,0.0056554632,0.011267094,0.0515506261,0.5004783549,0.0948947488,0.3029798506
29,ACIBIY_clean,0.0019660709,0.0098513323,0.0193378868,0.0952606239,1.3938324159,0.1833503916,0.7102002978
30,ACIBOE_clean,0.0042999603,0.0208712691,0.0411589009,0.2060289569,4.1580117384,0.4037148933,1.7808071134
31,ACMPCD_SL,0.0002657751,0.0014888218,0.002936755,0.0143927455,0.2852981766,0.0283729983,0.1262311604
32,ACOCOM_clean,0.0038389121,0.0189505222,0.0383328048,0.1897868052,5.3346588326,0.3845435468,1.8304430514
33,ACOCUS_clean,0.0038719424,0.0199462284,0.0391867679,0.1949570912,5.5016843466,0.3943165599,1.8819603012
34,ACODAZ_clean,0.0038341697,0.0192490971,0.0378295264,0.1936006749,5.4105849606,0.3801447703,1.8313934314
35,ACODON_clean,0.0041438463,0.0207829285,0.042073664,0.2034695765,3.5766506959,0.394150203,1.6532018101
36,ACODUT_clean,0.0119129205,0.0553158565,0.1066455794,0.3938247206,1.9461237438,0.5945398259,1.285398255
37,ACOGAB_clean,0.0063405971,0.0316354125,0.0629577369,0.3018732374,3.6508009334,0.5709352926,2.0499747304
38,ACOGEF_clean,0.0058006229,0.0286902857,0.0575441421,0.2781988561,3.3390507791,0.5273353034,1.8858873973
39,ACOLEL_clean,0.0004047374,0.0019372149,0.004088208,0.0175622403,0.2470435413,0.0363555068,0.1275247076
40,ACOLIP_clean,0.0066372227,0.0327565447,0.0661382656,0.3153093101,3.9693046542,0.5984067075,2.1594887785
41,ACOLOV_clean,0.0033161725,0.0161485957,0.0328985367,0.1622659513,3.8200281494,0.32458135,1.4804756257
42,ACUBAB_clean,0.0040234126,0.0200180697,0.0389243705,0.1865895649,1.7484212787,0.3352010781,1.0980745741
43,ACUFEK_clean,0.0033200546,0.0171506877,0.0330102431,0.1673202124,4.4615063647,0.3347077629,1.5608560438
44,ACUJOZ_manual,0.0032099285,0.0160392011,0.0322394953,0.159517932,4.0999840518,0.3192924197,1.495456747
45,ACUTOI_clean,0.002861444,0.0148284629,0.0295400954,0.1372962884,1.5529291978,0.2644750717,0.8902991136
46,ADABIS_clean,0.0018136811,0.0086348915,0.0166454217,0.0839841784,1.1680637175,0.166744912,0.6646439805
47,ADABUE_clean,0.0014199796,0.006940648,0.0143400877,0.0696301879,1.0678796383,0.1325453321,0.5526317936
48,ADARAA_clean,0.0038167051,0.0192510805,0.0384199948,0.1903777039,4.1222091155,0.381533571,1.7010534462
49,ADASEF_clean,0.0033785097,0.0161533514,0.0322640568,0.1621352961,4.2084337264,0.3213754036,1.5302943063
50,ADASIJ_clean,0.003540521,0.0179688374,0.0362353374,0.1815852798,4.6152549361,0.3615232468,1.6710223788
51,ADASOP_clean,0.0041509231,0.0214415381,0.0421447262,0.2073771789,5.0534549918,0.411018527,1.8883798088
52,ADASUV_clean,0.0033489235,0.0170913123,0.0349460907,0.1721929433,4.4897077658,0.3418557528,1.6072251141
53,ADATAC_clean,0.0036058422,0.0191093514,0.0379392636,0.1901960843,5.0456103708,0.3781082894,1.8108958627
54,ADATEG_manual,0.0034202985,0.0185359504,0.0363783642,0.1767226043,5.1980568664,0.3549873582,1.7526143893
55,ADATIK_clean,0.0030903137,0.015753694,0.0310498834,0.1546667462,4.192744225,0.3101190191,1.4965663995
56,ADATOQ_clean,0.0028690028,0.0141881004,0.0289186185,0.1441087911,3.7208351314,0.2826432705,1.3568562353
57,ADATUW_clean,0.0027072461,0.0138364974,0.0274744311,0.1343520506,3.6228899711,0.2714994901,1.3010792173
58,ADAVAE_clean,0.0030036387,0.0145736045,0.0296208559,0.1451597256,3.7663856363,0.2897489439,1.3794711839
59,ADAVEI_clean,0.0029871724,0.0148670912,0.0296557256,0.1491009722,3.865821477,0.2963683785,1.4079326217
60,ADAVIM_clean,0.0027825743,0.0139867622,0.0279142174,0.1384811966,3.6464906713,0.2764033504,1.3188264542
61,ADAXEK_clean,0.0068603599,0.0344616484,0.0681152941,0.323897453,3.366308328,0.607773585,1.9972493823
62,ADAXIO_clean,0.0049268464,0.0253568363,0.0503868584,0.2372851351,2.6811914656,0.4483233171,1.556926169
63,ADEGIA01_clean,0.0049833716,0.0248497247,0.0498440446,0.2301663574,2.1415518884,0.4222456402,1.3054006548
64,ADEGIA_clean,0.0053706803,0.0274799809,0.0539736158,0.2510552053,2.1366304862,0.4625756623,1.3501649309
65,ADIQEL_clean,0.0206606316,0.1012249736,0.1987627831,0.8599205888,4.7860349147,1.4969925712,3.6791134255
66,ADOBIF_clean,0.0027252601,0.013997439,0.0275899997,0.1344671254,2.1607662686,0.259649656,1.0183087022
67,ADOCEC_clean,0.0027414611,0.0134412366,0.0265261308,0.1273995469,2.130835897,0.2466111366,0.9862544972
68,ADODII_clean,0.0048253339,0.023650403,0.0463658192,0.2226597081,2.5570334427,0.4245617069,1.4391477016
69,ADODOO_clean,0.0051314306,0.0252274877,0.0499737503,0.2380861032,2.5337653876,0.4444972849,1.4725929073
70,ADODUU_clean,0.0052653456,0.0257487057,0.0518058519,0.2443892671,2.5205413368,0.4522659855,1.4908845479
71,ADOGEH_clean,0.010896708,0.0533239361,0.1010003072,0.4093361857,4.8396969166,0.698730014,2.2202910357
72,ADUROI_clean,0.0024466463,0.0121065656,0.0241509096,0.1214012092,3.4762598807,0.242711308,1.1681635854
73,ADUWIH_clean,0.0036406803,0.0182034014,0.036258449,0.1811666123,4.427425401,0.3591269133,1.6785460654
74,ADUWON_clean,0.0042711586,0.0220391785,0.0436659693,0.2217821208,5.5934209667,0.4381855274,2.1044970603
75,AFEDIA_clean,5.50622e-05,0.0002581804,0.0005506216,0.0027836983,0.0754155861,0.0049458059,0.0251010048
76,AFEJOK_ion_b,0.0044638064,0.0218637534,0.0430987182,0.2126254841,3.631932334,0.4102238087,1.7038289732
77,AFENEE_clean,0.0035203824,0.0183869,0.0357624091,0.1780845865,2.8245659576,0.3450958351,1.3935147195
78,AFIPAH_clean,0.002999026,0.0144795081,0.028870887,0.141761856,2.0895858574,0.2783766993,1.085894712
79,AFITEP_clean,0.010021594,0.0507897986,0.1018729121,0.4757233945,4.8335653002,0.8965788835,2.9436676327
80,AFITUF_clean,0.0033541845,0.0167101383,0.0331421428,0.1608921819,2.5335236862,0.3076934733,1.2135130127
81,AFIXAO_clean,0.0026997691,0.0132959854,0.0272027099,0.1309226181,2.1644109701,0.2506372018,1.0004619351
82,AFIXES_clean,0.0027019272,0.0138765113,0.0271876033,0.1303226694,2.1579410197,0.2510116302,0.9937384093
83,AFOQUI_clean,0.0020117163,0.0099297658,0.0195087147,0.095593524,1.3407842407,0.1830127376,0.677692129
84,AFOTOF_clean,0.0049614648,0.0239675352,0.0486853903,0.2345776505,3.72314421,0.4427070333,1.7510493758
85,AFOTUL_clean,0.0046241134,0.0238100025,0.0474833418,0.2340898765,3.7705697851,0.4410857529,1.73367129
86,AFOVAT_clean,0.0048575526,0.0241771746,0.048133172,0.238358105,3.8446026819,0.4475521149,1.7834562946
87,AFOVEX_clean,0.0046022657,0.0237544353,0.0465638554,0.2281795437,3.7857371946,0.4493922021,1.7163849244
88,AFOVIB_clean,0.0051844914,0.0241453194,0.0475399341,0.2309352779,3.7585368572,0.4574750089,1.7317207431
89,AFOVOH_clean,0.0048392644,0.0240662566,0.0483472245,0.2381603522,3.8057883064,0.4555494418,1.758129127
90,AFOYAW_clean,0.0040598556,0.0202430056,0.0404160137,0.199140173,3.733005677,0.3861501892,1.6702394259
91,AFOYEA_clean,0.000267055,0.00139568,0.0027706951,0.0143049256,0.4071681921,0.0284349938,0.1398970539
92,AFOYEB_clean,0.0015884923,0.0078759277,0.0154286917,0.0737264772,0.8974684367,0.1417524414,0.4994008252
93,AFOYIE_clean,0.0026886203,0.0138482363,0.0280364456,0.1409641661,3.6751343545,0.2740749543,1.3079500504
94,AFOYOK_clean,0.0025532762,0.0133423819,0.0269791017,0.1343392239,3.1120324119,0.2685193082,1.2178859707
95,AFUKET_clean,0.0071960229,0.0354111914,0.0709277963,0.3186092609,4.0116137803,0.5788395849,2.0233985462
96,AFUKIX_clean,0.0038780787,0.0190325598,0.037456338,0.1834152293,4.0973237197,0.3633566854,1.6150094801
97,AFUPEX_clean,0.0037746057,0.0195858452,0.0388854556,0.189965709,3.5953746746,0.3729380562,1.5995371604
98,AGABIU_clean,0.0017912356,0.0093151428,0.0179518417,0.0905094454,2.5178310509,0.1812378594,0.891855823
99,AGARUW_clean,0.0018274048,0.0091406523,0.0181071509,0.0898669557,1.6361707172,0.175479239,0.7263033165
100,AGAXOV_clean,0.0035481672,0.0176383137,0.0361146368,0.1785739968,4.2043931815,0.3555900987,1.6203245013
101,AGAYIQ_clean,0.0053325476,0.0268999482,0.0538022374,0.2439145043,1.3718989209,0.419684918,1.0465456309
102,AGAYOW_clean,0.0054436703,0.0266965903,0.0529045289,0.2541399394,2.2016723535,0.4381869154,1.3711803973
103,AGESIP_clean,0.0012869543,0.0062314215,0.0122093521,0.0621628635,1.0960959972,0.124289514,0.5034981167
104,AGIMOU_clean,0.0052305517,0.0263405467,0.0526989009,0.2534818265,2.6020691401,0.480100213,1.6158276573
105,AGIREP_clean,0.0042165423,0.0207821663,0.0421824347,0.2060588968,4.3970977679,0.393825858,1.7983046466
106,AGOFEJ_clean,0.0027659673,0.0144603142,0.0287927896,0.1429702919,3.5028738409,0.2800599979,1.2887867643
107,AGONAM_clean,0.0039527627,0.0205145374,0.0410935455,0.2016782901,2.7286841985,0.3845369025,1.4441437788
108,AGONEQ_clean,0.0035284437,0.0178012092,0.0362402967,0.1786844504,3.7541395956,0.3487987286,1.555467095
109,AGOVOJ_clean,0.0029004704,0.0154617812,0.0298587626,0.1515620586,3.9268820433,0.302536259,1.4401806258
110,AGUBUA_clean,0.0146862493,0.0710745513,0.1389136193,0.5956531998,3.2461842687,1.0339635446,2.447646737
111,AGUTUS_clean,0.0002040603,0.001209195,0.0022942993,0.0109503154,0.3219354124,0.0226975689,0.1096617144
112,AGUWUV_clean,0.0028961134,0.0146164803,0.0300238612,0.1432831481,2.1267347479,0.2779401293,1.0735167837
113,AHAMAY_clean,0.0052635303,0.0260320184,0.0513578333,0.2172338939,1.1790317761,0.3734949503,0.8727985185
114,AHEBAS_clean,0.0066310444,0.0332433602,0.0661559298,0.30631856,2.9171938106,0.5625800253,1.7984341215
115,AHEQAH_clean,0.0038690691,0.0192965466,0.0383351553,0.1906138157,4.6958787537,0.3857357359,1.7693590106
116,AHINIP_clean,0.0022161315,0.0109552615,0.0211689992,0.1010558368,1.0148338857,0.1855208306,0.5870710746
117,AHIYOH_clean,0.0058254596,0.0290012622,0.0575122888,0.2672340495,2.2402890515,0.4733633565,1.4235025961
118,AHIYUN_clean,0.1900356413,0.647909251,0.9634714858,1.7013284609,3.0598312958,1.9930135217,2.6301529196
119,AHOBEG_clean,0.0048850603,0.0248718689,0.0487910603,0.2223349621,1.9686262175,0.402546311,1.208187758
120,AHOJUC_clean,0.0010079539,0.0048247144,0.0095250709,0.0463406341,0.9632888317,0.0948430394,0.3865849188
121,AHOKAJ_clean,0.0018481637,0.0093705462,0.0181664532,0.087886898,1.3687017889,0.1722939862,0.6927388899
122,AHOKIR01_clean,0.0064977741,0.0337507369,0.0660120807,0.3119308461,2.4793579731,0.557060945,1.7318585054
123,AHOKIR_clean,0.0034419125,0.0171999122,0.0339194578,0.1675214189,2.2416843596,0.3231880763,1.2146905879
124,AHOKOX_clean,0.0037412635,0.0179187377,0.0358664533,0.1736846662,2.809259412,0.3446485077,1.3936253201
125,AHOZAA_clean,0.007789969,0.0378776969,0.0756019689,0.3155485394,1.7984764462,0.5185708396,1.2578489441
126,AHUFIU_clean,0.0015073161,0.0082019558,0.0162403557,0.0815195975,2.218265692,0.1624035573,0.7785520228
127,AHUTIH01_clean,0.0011178717,0.0056724438,0.0110493691,0.0561381214,1.0300007892,0.1073345699,0.4553278536
128,AHUTIH_clean,0.0009869815,0.0048769613,0.0098375168,0.048136007,0.9453980931,0.0952441854,0.4083025438
129,AJAKON_clean,0.0035933614,0.0173431282,0.0347970315,0.1711535644,2.433927238,0.3265588582,1.2506657982
130,AJAMEF_clean,0.0038349847,0.0187359293,0.0367843776,0.1752952433,1.8671543558,0.3294649395,1.0866908038
131,AJAYIT_clean,0.0019483102,0.0094567166,0.0189271984,0.0925182637,1.3125787106,0.1746977768,0.6502114745
132,AJIGIL_clean,0.0015319597,0.0075240421,0.0150449514,0.0744582549,1.5613833716,0.1438329516,0.6406546943
133,AJINOY_clean,0.0005218636,0.0029106523,0.0052792399,0.0274315095,0.4270628979,0.0530667981,0.2029948538
134,AJOTEY_clean,0.0030952487,0.0153745685,0.0309891564,0.1535106666,3.0294400559,0.3002924592,1.3049265062
135,AJOVEB_clean,0.0024352992,0.0125962468,0.0244852317,0.1187873253,1.5987560642,0.235410518,0.8618017032
136,AJOXAA_clean,0.0044331772,0.0219820397,0.0440344887,0.2121549119,2.8722398814,0.4086880895,1.5081329932
137,AJUNOK_clean,0.0042516945,0.0208960104,0.0422178793,0.1925101117,1.6902408209,0.3518583846,1.0502002401
138,AKEDIF_clean,0.0067622905,0.0336630711,0.0664747746,0.3211990666,4.7502949853,0.626691619,2.4228824523
139,AKOBAF_clean,0.0046470053,0.024235064,0.0483730998,0.2312247365,2.8435842929,0.4366710134,1.5822651926
140,AKOHEO_clean,0.0011195298,0.0056792273,0.0113992437,0.0558011856,1.1906086988,0.1109046177,0.488712959
141,AKOXIJ_clean,0.0374024926,0.1735007254,0.3250111702,1.1053368547,4.8494848299,1.694559061,3.6004918927
142,AKUHOD01_clean,6.60159e-05,0.0003446256,0.0005851922,0.0033142242,0.0906611514,0.0063106767,0.0304311127
143,AKUHOD03_clean,0.0001272933,0.0005176595,0.0010819932,0.0055584749,0.1516731717,0.011063911,0.0525594113
144,AKUHOD_clean,5.93025e-05,0.0003513391,0.0007004404,0.0033578619,0.0967368562,0.0070458035,0.0342611564
145,AKUKUO_clean,0.0045678015,0.0232407424,0.0461724581,0.2246566472,2.5073734533,0.4262656936,1.4289029579
146,ALAHUS_clean,0.0024736219,0.0123728147,0.0248561954,0.1241174803,2.5262278727,0.2452237994,1.0695350817
147,ALALUU01_clean,0.0001027578,0.0004759928,0.0009283632,0.0046855175,0.1324311264,0.0095186755,0.045001992
148,ALALUU_clean,7.46668e-05,0.0004005933,0.0008367422,0.0041410442,0.1171462763,0.0081955697,0.0423218508
149,ALAMUW_clean,0.00431374,0.0223053444,0.0445232903,0.2214771495,4.9409989803,0.4300723851,1.8859252948
150,ALANAD_clean,0.0040694086,0.0208685234,0.0411480535,0.2059730714,5.1194021974,0.4089196947,1.8949173362
151,ALATAK_clean,0.0004911429,0.002286884,0.0047601393,0.0234871543,0.6743391777,0.0473667843,0.2364326755
152,ALEJAE_clean,0.0037802025,0.0185105937,0.0373324672,0.1802309797,5.1346677602,0.3677453782,1.7466487558
153,ALEJEI_clean,0.0036894624,0.0183531415,0.0369148031,0.1843520425,4.692071252,0.3656973581,1.7078914828
154,ALEJIM_clean,0.0038847094,0.0193199101,0.0385328403,0.1950244464,4.8520153959,0.390376519,1.7639957168
155,ALEQIT_clean,0.0025393933,0.0133518146,0.0254579322,0.1233720012,1.3288238341,0.2263819994,0.7578637623
156,ALIBUT_clean,0.0018408472,0.009093224,0.0187872547,0.0900307251,1.6615335549,0.1722046069,0.7247704542
157,ALICAA_clean,0.0016375052,0.0078418856,0.0158270046,0.0758141114,1.4457644318,0.1494653446,0.6261430447
158,ALIFUY_clean,0.0039457233,0.0195036758,0.039208475,0.180760967,1.6044300614,0.3353930951,1.025418325
159,ALIPEQ_clean,0.0003992629,0.001954139,0.0037358264,0.019157123,0.5564544413,0.0381118029,0.1938177874
160,ALIXAU_clean_h,0.0030126586,0.0155153773,0.030310014,0.1551556259,2.2746684469,0.2873179593,1.098321591
161,ALIXOJ_clean,0.003245605,0.0162499253,0.0323969197,0.1596390905,3.5920021779,0.3169677133,1.4214830171
162,ALIXUP_clean,0.0008104396,0.0039844309,0.008021416,0.0395331338,1.0612526974,0.0798559622,0.386773317
163,ALOLES_ion_b,0.0005054332,0.0024345033,0.0047968018,0.0235279157,0.4430110006,0.0467369271,0.1935893413
164,ALOLIY_clean,0.000695047,0.0037745869,0.0069539108,0.0359256717,0.9012471376,0.0692724437,0.3396749718
165,ALONEV_clean,0.0009476047,0.0046934173,0.0094716947,0.0466665373,1.0321492655,0.0924692421,0.4107599622
166,ALUJEX_clean,0.0042226001,0.021070384,0.0428528212,0.2063320812,2.8259831223,0.3924993822,1.4767061222
167,ALUJIB_clean,0.004211715,0.0206250946,0.0418406499,0.2031487977,2.8561742323,0.3872155475,1.4850085955
168,ALUJOH_clean,0.0039755316,0.019043419,0.0382682717,0.1889080131,2.8245325047,0.3619103422,1.4092058935
169,ALUJUN_clean,0.0071687135,0.0348218341,0.0692851288,0.3181963738,2.4927724516,0.5737146897,1.6239405421
170,ALUKAU_clean,0.0058369908,0.0284440725,0.0555066388,0.2543160747,2.0295752269,0.4665616346,1.3228252443
171,ALUKIC_clean,0.00325201,0.0154592895,0.0302474379,0.1525362651,4.2399355401,0.3026097591,1.4433451723
172,ALUKOI_clean,0.0028665907,0.0150199178,0.0299606792,0.147584191,4.1253435305,0.297627883,1.4098566099
173,ALUKUO_clean,0.0029767187,0.0147426506,0.0294035541,0.1497407917,4.1459659637,0.296313182,1.4203092102
174,ALULAV_clean,0.0029457985,0.0149663316,0.0293602568,0.1483007096,4.1308387529,0.298477795,1.3993073279
175,ALULEZ_clean,0.0021185437,0.0110115004,0.0222262332,0.110810921,3.0997927903,0.2214555609,1.0966419763
176,ALULID_clean,0.0033124991,0.0159230394,0.0323299917,0.1572112096,3.6758457395,0.3139759519,1.4324916968
177,ALURAB_clean,0.003615492,0.0180596994,0.0359887337,0.1777629562,3.1799850141,0.3485714819,1.4498515989
178,ALUREF_clean,0.0036573555,0.0182880463,0.0365240803,0.1799906067,3.2008203965,0.3537942821,1.489901101
179,ALURIJ_clean,0.0039140578,0.0196109017,0.0388778638,0.1885182321,3.1814537832,0.3705041505,1.5142098542
180,AMAFOK_clean,0.0049072732,0.0252149837,0.0498395401,0.2288959692,2.1396309048,0.417849156,1.2916636625
181,AMAGAX_clean,0.0043671069,0.0218943906,0.0431186648,0.2036581905,2.4198178191,0.3772561562,1.3531683463
182,AMALND_clean,0.0010607309,0.0053343318,0.0107559763,0.0527061718,1.1733429798,0.1052955334,0.4720099034
183,AMIKOX_clean,0.0003522869,0.0014690506,0.0031962548,0.0155519689,0.3838757632,0.0306789115,0.1391447664
184,AMILOY_clean,0.0047603584,0.0241250078,0.0475514523,0.2245188182,2.8733812214,0.4079341163,1.3847995763
185,AMILUE_clean,0.004781211,0.0241369236,0.0474993208,0.2194173703,2.8252876006,0.4040734001,1.3527386519
186,AMIMAL_clean,0.0047678058,0.0243499183,0.0486417472,0.2200340125,2.810150078,0.411881222,1.3646723163
187,AMIMEP_clean,0.0048393005,0.0245673815,0.0485255682,0.2169835701,2.792182555,0.4032541895,1.3384828978
188,AMIWID_clean,0.0070149374,0.0342423024,0.066803474,0.2910912703,1.7859590943,0.5014054339,1.2544548749
189,AMIWOJ_clean,0.0067190799,0.0332701688,0.0655827706,0.2834932134,1.7776321074,0.4841422767,1.2475296329
190,AMIWUP_clean,0.0070914607,0.0346145851,0.0684696214,0.3001580743,1.7969853641,0.5089498368,1.2763206386
191,AMIXAW_clean,0.0072501551,0.0355426209,0.0700656578,0.3036019814,1.7758664841,0.504862717,1.2662331452
192,AMIXEA_clean,0.007405035,0.0361249089,0.0714628235,0.3035010443,1.7658221086,0.5177476785,1.2641767861
193,AMIZIG_clean,0.0015856539,0.0075055789,0.0153468238,0.0742544861,1.2702296695,0.1463604848,0.5930153293
194,AMIZON01_clean,0.0029562741,0.0150327198,0.0310649905,0.1477435632,2.8557315946,0.3063725866,1.3103951828
195,AMODUC_clean,0.0032100883,0.0161791808,0.0323163813,0.1594717005,4.4427985666,0.3184816184,1.5155199009
196,AMOFAK_clean,0.0031684311,0.0161964078,0.0325458525,0.1605924137,4.4300448605,0.3190593145,1.516233163
197,AMOYOR_clean,0.0044362854,0.0221060793,0.0425960284,0.2086745616,2.0962547972,0.3853063796,1.2527685541
198,AMOZAE_clean,0.0009296645,0.0046171131,0.0092049082,0.0471064699,0.9358581814,0.0904791498,0.4061054546
199,AMUFAR_clean,0.0030764587,0.0147144968,0.0300918678,0.1421898181,1.6748191815,0.2657764957,0.9152128205
200,AMUFEV_clean,0.0021439853,0.0108180625,0.0217550428,0.1052157597,1.4529396798,0.199055813,0.7661716674
201,AMUFIZ_clean,0.0014181357,0.007046902,0.0133841601,0.0664484725,1.1520250479,0.1342609359,0.5514002079
202,AMUFOF_clean,0.0025161335,0.0127704692,0.0257408182,0.1241471685,1.954995409,0.2384498388,0.9252635795
203,AMUPOP_clean,0.0066145803,0.0331749708,0.0646359263,0.2855783441,2.189347669,0.5088397237,1.450604601
204,AMUWUB_clean,0.0016100979,0.0077883807,0.0154574083,0.076966426,1.9296602571,0.1525965643,0.7256673974
205,AMUXAI_clean,0.0014980509,0.0068239765,0.0139445542,0.0694756034,1.7043542235,0.1364021559,0.6491976618
206,ANAWIX_clean,0.0039087006,0.0198917611,0.0398698789,0.1915829581,2.5052236949,0.3648214964,1.3149981637
207,ANAWOD_clean,0.0045226351,0.0230869576,0.0450668511,0.2232097871,3.612611482,0.4194885655,1.7598137691
208,ANEHEI_clean,0.004035008,0.0207243985,0.0398466615,0.1980886514,2.8747020477,0.3697028264,1.4358790498
209,ANENEN_clean,0.0028584777,0.0144922821,0.0287224816,0.1372091516,1.9288216966,0.2646523929,1.0116701249
210,ANENIR_clean,0.0029652836,0.0145272502,0.0286233463,0.1400744561,1.7751842138,0.2641280214,0.9593242541
211,ANEPIT_clean,0.0002125223,0.0011649369,0.0023865464,0.0117768825,0.2726534838,0.0231239977,0.1105430673
212,ANIDIL_clean,0.0014506582,0.0073663137,0.0143280302,0.0700590356,1.0638675116,0.1381588109,0.5349520026
213,ANOMOG_clean,0.0054526925,0.0276572825,0.0532000939,0.2619142542,5.0765624011,0.5000142771,2.0692452472
214,ANOMUM_clean,0.0049216044,0.0248838642,0.0493902602,0.2467916031,5.2862415851,0.4845501021,2.1645187179
215,ANONAT_manual,0.0045151002,0.0220325276,0.0436904906,0.2173781206,4.8968773448,0.4315767977,1.9382207337
216,ANUGEW_clean,0.0031120894,0.0155879418,0.0314491151,0.155262499,4.4089507826,0.3105885802,1.4919693203
217,ANUGIA_clean,0.0035198239,0.0168490494,0.034358711,0.1729014564,4.6664572669,0.3413506625,1.6100011642
218,ANUGOG_clean,0.0036178835,0.0187087413,0.0376961784,0.1834075974,4.8946918687,0.3694266771,1.7295495912
219,APACAX_clean,0.0085222193,0.0438913799,0.0876373536,0.4265259036,5.8449798761,0.8192395564,3.0590972475
220,APAGIJ_clean,0.0010913268,0.0054825838,0.0115735426,0.0545721079,1.0477069102,0.1081408294,0.466369941
221,APARAM_clean,0.0059560631,0.0296336945,0.0608248278,0.2625946097,2.7243645004,0.4657866135,1.4365548407
222,APAYIB_clean,0.0063933484,0.0315524713,0.0633915362,0.3105290179,4.5197006721,0.5776479203,2.2941702701
223,APAYOH_clean,0.0062150109,0.0304599856,0.0607002081,0.294867294,4.4349101245,0.5616946778,2.2089445977
224,APAYUN_clean,0.0055782516,0.0279288925,0.0562989436,0.2703821213,4.3867742908,0.5258652092,2.1072242749
225,APAZAU_clean,0.005494126,0.0283573512,0.0568016011,0.2749368454,4.6914196127,0.5353864362,2.1951250003
226,APAZEY_clean,0.0053176061,0.0268088674,0.0540243546,0.2636368873,4.554021387,0.5132892066,2.106753529
227,APAZIC_clean,0.0050676681,0.0249810284,0.0495757242,0.2437414161,4.5010143386,0.478958122,2.0047288916
228,APAZOI_clean,0.0053685067,0.0266636242,0.0538553388,0.2573181632,3.9379865691,0.4960371839,1.9460682434
229,APEBED_clean,0.0069031285,0.0339717063,0.0653549236,0.2975273462,2.1528813374,0.5276036234,1.4543991177
230,APEBEE_clean,0.0057274317,0.0291238867,0.0563471405,0.2718591144,2.9727812354,0.5031969285,1.7521536638
