,MOF,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_15,Ar_293_1,Ar_293_5
6363,OQESEJ_clean,0.0070296938,0.035119412,0.0694107025,0.33238393,3.4840901669,0.6270457801,2.0563359058
6364,OQETEK_clean,0.0035136931,0.0170581925,0.0333526875,0.1691675435,3.570436193,0.3329823556,1.4676004429
6365,OQIQEM_clean,0.0058475036,0.0285891596,0.0556544319,0.2581227082,2.2122351165,0.4689680676,1.4077723642
6366,OQIQIQ_clean,0.0056561787,0.0280207683,0.0558331899,0.2563082319,2.306850522,0.4709311175,1.4437124807
6367,OQIQOW_clean,0.0075872907,0.0386629444,0.0752811193,0.3495587261,2.9676749875,0.6254891,1.8906474967
6368,OQIZUL_clean,0.0049016068,0.0233255778,0.0464445003,0.2173329829,3.9445522447,0.4147043498,1.6619714766
6369,OQOBUT_clean,0.0033150912,0.0160535053,0.032155743,0.1567711096,2.6319887305,0.300874339,1.1938649964
6370,OQOJUB_clean,0.0033833115,0.0160463445,0.0328156351,0.1577590905,2.1989918095,0.3013251032,1.1359014073
6371,OQOXAV_clean,0.0025499514,0.0131158024,0.0254846743,0.1241602911,1.8725596528,0.243096191,0.9804031367
6372,OQUCOU_clean,0.003098811,0.0154350594,0.0302335895,0.1535836537,3.7759042573,0.3041057567,1.4060885772
6373,OQUFAJ01_clean,0.0030140647,0.0149483014,0.0293560554,0.1466422892,3.2960343125,0.2863270268,1.3040328843
6374,OQUFAJ02_clean,0.0038089202,0.0192711598,0.039296501,0.1890577713,3.1662755755,0.3608347527,1.4641109306
6375,OQUFAJ03_clean,0.0028783577,0.0141032685,0.0277583616,0.1373731563,3.1394169858,0.2738625063,1.2398229278
6376,OQUFAJ04_clean,0.0028144956,0.0142629238,0.0286729586,0.1403518688,3.1546891594,0.2781207423,1.2579563533
6377,OQUFAJ_clean,0.0027597566,0.0139607191,0.027895209,0.1366102319,3.1909138156,0.2692929424,1.2431049855
6378,OQUFIR_clean,0.0045371323,0.0225855498,0.0449094873,0.2086797514,3.0389294563,0.3971841865,1.4963233702
6379,OQUFOX_clean,0.003128827,0.0164714894,0.0329093807,0.1611849894,3.1217588241,0.3189030705,1.3360826392
6380,OQUFUD_clean,0.0066986512,0.0329217439,0.065317983,0.3053928556,3.9254811421,0.553218411,1.9537783647
6381,OQUGAK_clean,0.0078537997,0.0393628463,0.0783383954,0.3244605379,2.8808737413,0.5659260089,1.590878386
6382,OQUGUE_clean,0.0036605893,0.0181871117,0.0361927829,0.1756785606,3.1052038206,0.3367342406,1.3713125304
6383,OQUWUU_clean,0.000582789,0.0028305995,0.0057502128,0.0283078841,0.6119536452,0.0557443139,0.2481415222
6384,OQUXAB_clean,0.0010416489,0.0053281845,0.0107983135,0.0516073351,0.8484572928,0.1004501632,0.4076575648
6385,OQUXEF_clean,0.0010876912,0.0054210907,0.0104999297,0.0517336865,0.8311918118,0.0986682712,0.3972402885
6386,OQUXIJ_clean,0.0010652921,0.0052906655,0.0106339146,0.0526101601,0.8181199199,0.0990116599,0.3975810657
6387,OQUZIL_clean,0.0010480758,0.0053918564,0.0109281376,0.0524393609,0.829980385,0.1006226386,0.400016936
6388,ORAGEU_clean,0.0001856166,0.0009323999,0.0018458064,0.0092644287,0.2169090166,0.0186894374,0.086517643
6389,ORAGOF_clean,0.0018865371,0.0097298062,0.0191433996,0.095978321,2.4299337735,0.1895593915,0.8939847098
6390,ORAJAT_clean,0.0001992909,0.0009930864,0.0021265185,0.0099364775,0.2157181201,0.0199958979,0.0907402496
6391,ORAJEX_clean,0.0002254919,0.0010965316,0.0022611044,0.0110237975,0.2317016221,0.0216860208,0.0962479191
6392,ORAJOH_clean,0.0002272244,0.0011712942,0.0023319808,0.0114136977,0.2286563823,0.0223768546,0.0974150497
6393,ORAKAU_clean,0.0002140459,0.0010911258,0.0021856403,0.0108011293,0.2266017631,0.021123338,0.0962291672
6394,ORAKIC_clean,0.0002227634,0.0010976359,0.0021246131,0.0107886549,0.2097325956,0.0209613393,0.092945217
6395,ORAKUO_clean,0.0002851214,0.0013887088,0.0027097711,0.0130429047,0.2582433633,0.026209921,0.1134419634
6396,ORANAY_clean,0.0020604404,0.0107130499,0.020981144,0.1036747269,2.1412937252,0.2086998252,0.8658686959
6397,ORAQUU_clean,0.0053946509,0.0269033381,0.053084208,0.2568013621,4.6215799729,0.4846396305,2.0555894851
6398,ORAWAH_clean,0.0058712833,0.0299526398,0.0580883144,0.2864559711,5.6045026973,0.5704704585,2.4539235718
6399,ORERAG_clean,0.0320823818,0.1548405199,0.2908680952,1.0292343419,2.9001591094,1.4794814341,2.3816422193
6400,OREZAO_clean,0.0018666306,0.0089232371,0.0181848611,0.0845981197,1.171531477,0.1615316368,0.5925706181
6401,OREZES_clean,0.0005240871,0.0025557846,0.0050634246,0.025578479,0.66023976,0.051231238,0.2451696178
6402,OREZUI_clean,0.0307200023,0.1441898052,0.2683222545,0.8590837271,2.3892485146,1.2062589889,1.9589515241
6403,ORIBAU_clean,0.004327007,0.0219306688,0.0436463311,0.2174718027,4.0719578764,0.422595388,1.7621937419
6404,ORIVOC_clean,0.0025510897,0.0125776244,0.0254108707,0.1277844575,3.0954523607,0.2504504922,1.187070581
6405,ORIVUI_clean,0.002560317,0.0130040202,0.0258671383,0.126898441,3.1830991382,0.2525635423,1.2043593702
6406,ORIWAP_clean,0.0024691195,0.0121710764,0.0243973584,0.1226830962,3.0504952149,0.2421241931,1.1476499586
6407,ORIWET_clean,0.002158443,0.0108698898,0.0216091032,0.1096145453,2.8053746197,0.2158982164,1.0294128283
6408,OROJEM_clean,0.0013653937,0.006631156,0.0137465504,0.0668989967,1.6279620252,0.1320912513,0.6340983374
6409,OROKEN_clean,0.0015840199,0.0080075494,0.0156580858,0.0770571115,1.6926392593,0.1538753128,0.6847996405
6410,OROLUD_clean,0.0049862097,0.023807604,0.0471200852,0.2270824299,3.051489022,0.4438856796,1.677562218
6411,OROMAK_clean,0.0048664653,0.0238143312,0.0469788137,0.2304662177,2.7342014036,0.4284938181,1.5763701465
6412,ORUHAM_clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6413,ORUKET_clean,0.0035044498,0.017569692,0.034889518,0.1718445554,3.6939209946,0.3450554667,1.504044706
6414,ORUKOD_clean,0.0046875097,0.0225353404,0.0451020022,0.2062229253,1.7978677619,0.3643866531,1.0893517397
6415,ORULEU_clean,0.0062452722,0.0311185373,0.0612780096,0.2895595926,2.7513673081,0.5349539592,1.7331126998
6416,OSAVEK_clean,0.0040096821,0.0196280569,0.0400437663,0.19454406,3.2731167293,0.3795281402,1.5526101102
6417,OSAVUA_clean,0.0041956206,0.0201871977,0.0400039342,0.1985789883,4.1090150082,0.3935033471,1.7235062615
6418,OSAWEL_clean,0.0090013262,0.0447376057,0.0886350581,0.4166013117,3.672404379,0.7586980156,2.3157598617
6419,OSAXAI_clean,0.006947027,0.0346599937,0.0683615812,0.306025046,2.1839141946,0.5455500305,1.4531578419
6420,OSAYAJ01_clean,0.0031902214,0.0152781696,0.0298543243,0.1522583,4.248901326,0.304196747,1.469300487
6421,OSIKIL_clean,0.0025713979,0.012939938,0.0258706596,0.1295494774,2.768916987,0.249307103,1.1376744019
6422,OSIKUX_clean_h,0.0028390778,0.0143780387,0.028744061,0.1428991832,3.2107839476,0.2808411956,1.2949647673
6423,OSIMIN_clean,0.0017760805,0.0082004546,0.0162106535,0.0791420622,0.8609061246,0.1533136933,0.5046490159
6424,OSIWUJ_clean,0.0014900329,0.007721389,0.014993385,0.0743518465,0.9101127661,0.1417948429,0.5059529785
6425,OSIXEU_clean,0.0014968419,0.0076589733,0.0149979243,0.0710177135,0.8933365619,0.139472979,0.5032532159
6426,OSIXIY_clean,0.0015149992,0.0076149986,0.0143397224,0.0725233503,0.9022449839,0.1387909457,0.4974338034
6427,OSOMIT_clean,0.0021463996,0.0106810035,0.0210544955,0.0967687795,0.9182139796,0.1762149244,0.5613306221
6428,OSOTIB_clean,0.0057175479,0.0282484823,0.0549762392,0.2726890738,5.7378487075,0.5344934549,2.2945278715
6429,OSOTUN_clean,0.0090885825,0.0451195876,0.0901406005,0.4171146773,4.5620484798,0.7724703665,2.6403653021
6430,OSUGUG_clean,0.0096749101,0.0466410079,0.0937985275,0.4360230491,4.4605080126,0.8099000543,2.6259165072
6431,OSUPID_clean,0.1801864103,0.6191941117,0.9199842106,1.7481451583,3.900740618,2.1772898018,3.2929882463
6432,OSUPOJ_clean,0.3521070116,0.9371944149,1.2271083182,1.9904968138,4.0955190597,2.4215068417,3.5377563105
6433,OSUPUP_clean,0.3709893193,0.9783320621,1.260231648,2.0832765263,4.0230747984,2.5475577032,3.5622328539
6434,OSUQAW_clean,0.0147917307,0.0727760781,0.1413446496,0.5296264971,2.6597900443,0.8588081801,1.8658952024
6435,OSURAX_clean,0.001631943,0.0083637078,0.0165160241,0.078451643,0.9685782492,0.1447324158,0.5350585118
6436,OSUVIJ_clean,0.002664123,0.0131498507,0.026485272,0.1284415271,2.2120976561,0.2479036072,1.0289151125
6437,OSUVOP_clean,0.0002706902,0.0014104384,0.0027781362,0.0135373591,0.3689678305,0.0289704993,0.13863517
6438,OSUWEF_clean,0.012016655,0.056885084,0.1117413484,0.4601887491,2.3297665282,0.798691721,1.7543864823
6439,OTABES_clean,0.0071783396,0.0363839098,0.0713278715,0.3515368666,6.1425798321,0.6623974942,2.7455589971
6440,OTALUS_clean,0.0021402496,0.0104598232,0.0209273106,0.102763595,2.6095390601,0.2042913253,0.9477310639
6441,OTAQAD_clean,0.0080554119,0.0393730723,0.077651703,0.3706535637,6.0434581126,0.7195148643,2.7659328443
6442,OTATOT_clean,0.0019796299,0.0096400908,0.0195205653,0.0973341622,2.1403758938,0.1909282378,0.8618725486
6443,OTAVAH_clean,0.001882458,0.0096391776,0.0196913616,0.0974889907,2.1506054691,0.1930122131,0.8647253447
6444,OTAVOV_clean,0.0020181387,0.0100559296,0.0202454259,0.0990388302,2.224792078,0.197005467,0.8917702986
6445,OTAVUB_clean,0.0020211785,0.0099270271,0.0197556782,0.0984242377,2.162555451,0.1938703673,0.8623009229
6446,OTAWIR_clean,0.0065564558,0.0343364353,0.0675174482,0.3303080797,6.3023987772,0.6494198897,2.8032065495
6447,OTAXOX_clean,0.0026146446,0.0131597703,0.0268297151,0.1280401464,1.580602745,0.2388573466,0.8497442993
6448,OTECAT_clean,0.0033695269,0.0167579825,0.0341724918,0.1696252647,4.3887266684,0.331106012,1.5933696686
6449,OTEGUR_clean,0.0074469664,0.0368357299,0.0735584398,0.3646364651,5.1728179451,0.6990223883,2.8576219456
6450,OTEHAY_clean,0.0062761486,0.0314231257,0.0637415826,0.3108388872,4.9013135921,0.613503241,2.5580956662
6451,OTIBUQ_clean,0.0141861175,0.071555062,0.1378576961,0.597818676,6.5999208067,1.0330373561,3.3241338328
6452,OTIJAE_clean,0.0020373704,0.0101693574,0.0199910133,0.1005221771,2.5907296276,0.2007345572,0.9500669843
6453,OTIPAK_clean,0.0097465979,0.047455193,0.094404025,0.4303954457,3.5766355442,0.7799022849,2.3526921233
6454,OTIPEO_clean,0.0097677726,0.0475507087,0.0934335351,0.4339750669,3.8153667468,0.7911326197,2.4176507763
6455,OTIPUE_clean,0.0073690766,0.0372141849,0.0739169182,0.3307194966,2.2597388275,0.5862608425,1.5811001034
6456,OTIQAL_clean,0.0060365651,0.0294769448,0.0601402438,0.2833646309,3.3177222813,0.5347926096,1.8873133949
6457,OTIQEP_clean,0.0104543029,0.0503586322,0.0971313843,0.4025533392,1.733682465,0.6453748356,1.3289763597
6458,OTODEI_clean,0.0022257737,0.0114459507,0.0226904972,0.1117989066,2.3420840157,0.215950654,0.982353208
6459,OTODIM_clean,0.0008923751,0.0043518781,0.008956286,0.0427844306,0.8928662622,0.0849042276,0.3814748823
6460,OTODOS_clean,0.0027566542,0.0141654226,0.0278123587,0.1383635927,2.5880067001,0.2701541813,1.1428826143
6461,OTOLIU_clean,0.0041745603,0.0206619417,0.0414033878,0.2045177338,5.1666192251,0.4027442451,1.9479053593
6462,OTOROF_clean,0.0012424592,0.0066923664,0.0128942541,0.063391437,1.372541377,0.1253738864,0.55579036
6463,OTOVAW_clean,0.0063473581,0.0303301529,0.060541692,0.2781158687,1.9374725264,0.4926760387,1.3550834082
6464,OTOVIE_clean,0.006922676,0.0334881695,0.0664298566,0.3133906807,2.5013076143,0.5661150272,1.6298548846
6465,OTOXIF_clean,0.0006807079,0.0032563595,0.0065823667,0.0325478257,0.7417561158,0.0639168965,0.29640099
6466,OTOZAA_clean,0.0127528728,0.0616543353,0.1220726705,0.5662006261,6.510827146,1.0089888458,3.474628129
6467,OTUDEO_clean,0.0030280679,0.0149363435,0.0298450626,0.1472979744,2.9770221521,0.2870098417,1.2344274889
6468,OTUDIS_clean,0.0031343159,0.0149533432,0.0299491856,0.1462397443,2.976174293,0.2902929048,1.2293445847
6469,OTUXUX_clean,0.0146884412,0.0741171582,0.1450293223,0.6041017563,3.6307139167,1.0453352864,2.5704679487
6470,OTUYEJ_clean,0.0015662036,0.0081223731,0.0160340953,0.0777890261,1.7319531255,0.1550432175,0.7024525919
6471,OVADAR_clean,0.01131141,0.0573551907,0.1109266643,0.5062613541,3.9605964006,0.9026988691,2.5929722524
6472,OVEDAW_clean,0.0022345956,0.0116773669,0.0233516769,0.1140469123,3.0896050763,0.2282680681,1.1061645652
6473,OVEDID_clean,0.0101851677,0.0510408884,0.0995593632,0.4329607993,3.6389333627,0.7717413586,2.2166111604
6474,OVEHUT_clean,0.0042698924,0.0206496457,0.0420251876,0.2085220115,4.2929964271,0.412424947,1.8292076853
6475,OVEJIJ_clean,0.0032348938,0.0165904073,0.0334488997,0.1633499526,2.6248425694,0.3140251655,1.2518129248
6476,OVEXOD_clean,0.0015168799,0.0074324096,0.0150309009,0.0697956004,0.8822111153,0.1373526203,0.4740476195
6477,OVICUS_clean,0.0065734438,0.0330428263,0.064526359,0.2849135788,2.0550842029,0.5068314469,1.3687509119
6478,OVIDON_clean,0.0007137299,0.0034431042,0.0068456781,0.0347780216,0.6254112622,0.06645893,0.2856610014
6479,OVIQER_clean,0.1285263539,0.4741519332,0.7017057638,1.3392490261,3.1618378398,1.6382433119,2.4000259144
6480,OVIWIA_clean,0.0016393505,0.0085909014,0.0169120642,0.0833503505,1.3982427008,0.1617848514,0.6644599311
6481,OVIWOG_clean,0.0005943422,0.0029602286,0.0059144428,0.0292671146,0.6269068771,0.0573953012,0.2553429583
6482,OVIZID_clean,0.0037223209,0.0180350702,0.0364106438,0.177136557,2.5215873456,0.3450743639,1.3147041259
6483,OVIZOJ_clean,0.0025175803,0.0126555351,0.0249739123,0.1186260835,1.2774580123,0.2238254084,0.7592230858
6484,OVIZUP_clean,0.001682254,0.0090169329,0.0173319643,0.086523804,1.0639185286,0.1687476589,0.6008136267
6485,OVUCOY_clean,0.001515889,0.0076783075,0.0151562886,0.07532182,1.228615914,0.1447058298,0.5788727502
6486,OVUDAL_clean,0.0012808742,0.0067694678,0.0136750881,0.0663765137,1.3295257326,0.1323879306,0.5659209181
6487,OVUNIE_clean,0.0146623303,0.0728345294,0.1470820743,0.6922614029,8.3179719925,1.2958311017,4.6198248116
6488,OVUVIL_clean,0.0103150028,0.0513737079,0.1013847282,0.491860524,5.5782408619,0.9134400502,3.3030810759
6489,OWAVIS_clean,0.0034482689,0.0170342159,0.0339712082,0.1704615753,4.2177221671,0.3345370369,1.5869698638
6490,OWAVOY_clean,0.0059114555,0.0298388741,0.0583732938,0.2861413643,4.817821752,0.5460839032,2.2372509042
6491,OWETIU_clean,0.000378311,0.0019782897,0.0039965635,0.019769979,0.4352114293,0.0382020288,0.1734091482
6492,OWEYOF_clean,0.0112515243,0.0561203708,0.1118335149,0.5236015968,5.4160991776,0.9575439293,3.2131849607
6493,OWIHEJ_clean,0.0067759095,0.0340490776,0.0674641829,0.3396060401,5.0762298897,0.6506056278,2.7208216841
6494,OWIHIN_clean,0.006790037,0.0348402184,0.0687656802,0.3430390262,5.1066199408,0.6538302331,2.7449956285
6495,OWIHOT_clean,0.0069207165,0.0343386916,0.0687939353,0.3390868539,5.117863677,0.65963311,2.7463183171
6496,OWIHUZ_clean,0.0065375077,0.0341779911,0.0679798372,0.3314403363,5.0748047766,0.6453095755,2.6943219974
6497,OWIJAH_clean,0.0065993155,0.0338954408,0.0682306006,0.3328054074,5.0705294373,0.6453042777,2.6908289693
6498,OWIJEL_clean,0.0068147601,0.0336711665,0.067488906,0.3291287216,5.0636987837,0.6350512335,2.6780824187
6499,OWIJIP_clean,0.0070566938,0.0339236959,0.0675171611,0.3299463515,5.1140545457,0.6454543825,2.7088185939
6500,OWIJOV_clean,0.0068324195,0.0340738007,0.0690658899,0.3358693123,5.1105862407,0.6525075445,2.7190592765
6501,OWIKAI_clean,0.0008032431,0.0041527403,0.0081331678,0.0399195915,0.747603272,0.0742019009,0.3407566655
6502,OWILAJ_clean,0.0030685348,0.0155036914,0.0307788912,0.1503260002,3.0268910255,0.2898208853,1.2391957929
6503,OWIYUP_clean,0.0048103642,0.023499208,0.0465098359,0.2285852781,3.7059856177,0.4173666346,1.6859212469
6504,OWIZAW_clean,0.0034865324,0.0169026357,0.0337348054,0.1674730423,4.5803446619,0.3416771143,1.5858207825
6505,OWUHOF_clean,0.0108397896,0.0541106714,0.1053950947,0.4590670501,2.9422882501,0.7921593792,2.0308225261
6506,OWUJIB_clean,0.0141001959,0.0697758148,0.1356442488,0.5715228076,2.9594429343,0.9128301921,2.1064833771
6507,OWUWOU_clean,0.0035792009,0.018050406,0.0358725666,0.1749109291,2.7116357499,0.3370748008,1.3530095616
6508,OWUWUA_clean,0.0045376116,0.0220334293,0.0442241993,0.2129105723,2.7569637105,0.403397235,1.5076608023
6509,OXALAB_clean,0.0038222622,0.0198038359,0.0395898386,0.1929856021,4.3225713494,0.3856056224,1.7251242446
6510,OXALEF_clean,0.0040740651,0.020172468,0.0406147417,0.2026180369,4.4246505453,0.4017885573,1.79948068
6511,OXALIJ_ion_b,0.0030113234,0.0142409433,0.0281304801,0.1417014902,3.117330185,0.2752205941,1.2290123913
6512,OXALOP_clean,0.0061010349,0.0314773462,0.0616356918,0.3020222469,4.2683412873,0.5702024054,2.1226109955
6513,OXALUV_SL,0.0043209167,0.0216794817,0.0436656897,0.2144604881,4.8709606515,0.4206215348,1.912983773
6514,OXAMEG_clean,0.0046255347,0.0229974058,0.0463442596,0.2249928718,3.1355480205,0.4293145454,1.5980777758
6515,OXAMIK_clean,0.0006838261,0.0032973889,0.0069289202,0.0332277339,0.8213943491,0.0656576707,0.3106798304
6516,OXANOR_clean,0.0064248716,0.032792522,0.0648189962,0.3175779001,4.6299803852,0.5927323544,2.3856857688
6517,OXANUX_clean,0.0066186472,0.0330337361,0.0653662242,0.3163846516,4.5619776491,0.6002158158,2.3906420433
6518,OXAPAF_clean,0.0063042476,0.0306807641,0.0621923098,0.3030940475,4.3329746136,0.5714503474,2.2529855167
6519,OXAZIX_clean,0.0009294676,0.0049680106,0.0101903891,0.0478440757,0.9371155578,0.0976423239,0.4041665271
6520,OXEVOE_clean,0.0042692866,0.0219104937,0.0428992792,0.2061785423,2.553333788,0.3876099372,1.3679865044
6521,OXITOF_clean,0.0018755206,0.0092099095,0.0181241486,0.090717829,2.0238897433,0.1796704621,0.8194789459
6522,OXOLAP_SL,0.0079960646,0.037820993,0.0762047205,0.3064481946,3.2522804068,0.522034398,1.4896323743
6523,OXOZUY_clean,0.0065461712,0.0330847864,0.0651026526,0.3138120206,4.1964527683,0.5746504251,2.1380271258
6524,OXUNEB_clean,0.0013053858,0.0065309505,0.0129388424,0.063895538,1.1031635979,0.124748393,0.5048223651
6525,OXUPUT_clean,0.001906367,0.0097321114,0.0188035594,0.0931319265,1.7505102458,0.1812918418,0.7517459785
6526,OYAJIJ02_clean,0.0041555572,0.0208341671,0.0416406059,0.2053959949,3.8562942529,0.3901509969,1.7296591909
6527,OYAKAC02_clean,0.0038507835,0.0190630679,0.0386785958,0.1888783301,3.6995053667,0.3662536201,1.6141266447
6528,OYEBIE_clean,0.0048303459,0.0242155073,0.0473618936,0.2350119348,2.6169363746,0.4413606846,1.5929836145
6529,OYEJOS_clean,0.002514142,0.0125744126,0.0254228259,0.1248647316,3.1199372583,0.2480854587,1.1628517582
6530,OYERER_clean,0.0022426674,0.0110592604,0.0220100967,0.1128523908,3.1452781926,0.2243494802,1.0838531703
6531,OYERIV_clean,0.0061293114,0.0300391991,0.0613845746,0.2785571231,3.1256572656,0.4901848528,1.5759332692
6532,OYEROB_clean,0.0027752052,0.0140282059,0.0279485025,0.138213798,3.3857877369,0.2749791215,1.2720234807
6533,OYERUH_clean,0.0067120235,0.0334086271,0.0648401376,0.2819702283,3.1388695061,0.5011835895,1.551391905
6534,OYEWEW_clean,0.003930805,0.0197279816,0.0389604525,0.1961076003,4.9078632863,0.388299187,1.8062621926
6535,OYEWIA_clean,0.0039307403,0.0198666306,0.0388815444,0.1928361019,4.2678240702,0.378682719,1.6686854334
6536,OYIVEY_clean,0.0039367988,0.0189214302,0.0377358638,0.1864952279,3.8528012939,0.369327093,1.6443862484
6537,OYIVIC_clean,0.0039219362,0.0193427348,0.0387941105,0.1873124177,2.9102628994,0.3606349926,1.4385062892
6538,OYIVOI_clean,0.0036961811,0.0178440543,0.0357682241,0.17097757,2.5296231565,0.3301795037,1.272097346
6539,OYOSAX_clean,0.0050629456,0.0254584297,0.0502447998,0.2401734814,2.8854914266,0.4542890502,1.6335707163
6540,OYOVOP_clean,0.0027831612,0.0136054161,0.0277778107,0.1325777961,2.071725161,0.2555831731,0.9999039314
6541,OZASOZ_clean,0.0045153529,0.0216515458,0.0432054494,0.2132646895,4.2490697168,0.4152028925,1.8011709334
6542,OZAVES_clean,0.0045463137,0.0231155895,0.0465160978,0.2271125248,3.4393643472,0.4301902872,1.6904061433
6543,OZAVOC_clean,0.0047864417,0.0243686623,0.047814306,0.2367938887,3.381857905,0.454293293,1.7409279516
6544,OZAVUI_clean,0.0036419633,0.0179705751,0.0354659006,0.1751181379,2.8529197218,0.3400119449,1.3710803582
6545,OZUKOK_clean,3.4423e-06,2.49569e-05,7.57312e-05,0.0003691898,0.0088571132,0.0006746965,0.0029750331
6546,OZUKOL_clean,0.0023313835,0.0116043726,0.0236576594,0.1169061441,3.001049084,0.2336295242,1.1026358599
6547,OZUKUR01_clean,0.0021905613,0.0105296429,0.021277767,0.1067763517,2.7852486624,0.2101512963,0.9938225863
6548,OZUKUR_clean,0.0022971152,0.0116569173,0.023207603,0.1155274181,2.9950133025,0.2299536829,1.0924467661
6549,OZULAY_clean,0.0023153916,0.0115586816,0.0226832987,0.1142343627,2.928805896,0.2268067151,1.0700456093
6550,OZULUS_clean,0.0021767992,0.0110128569,0.0222920841,0.1104900716,2.7524695975,0.2215985028,1.039441069
6551,OZUMAZ01_clean,0.0022200411,0.0110682066,0.0222894896,0.1120087284,2.7591625848,0.2197849359,1.0430310148
6552,OZUMAZ_clean,0.0021906366,0.011135664,0.0218709076,0.109242974,2.7146069562,0.2172302022,1.0216158772
6553,OZUMIH_clean,0.0022978766,0.0116312166,0.0231586526,0.1138248898,2.8231018447,0.2282361404,1.0779108272
6554,PABBEC_clean,0.0022459765,0.0121845538,0.0236300919,0.1189894132,3.1145670894,0.2346624607,1.1193378599
6555,PABXAT_clean,0.0031062967,0.0158444922,0.0307524628,0.1467784677,1.6018750308,0.2743169266,0.9105568615
6556,PACGIM_clean,0.0052232732,0.0260389162,0.0512718284,0.2528489554,4.4441115503,0.4817908357,2.0514415397
6557,PACHUZ_clean,0.0012346506,0.0061308161,0.0122311307,0.0610084501,0.9935144665,0.1168104143,0.4805350381
6558,PACWOG_clean,0.0152337635,0.0758093003,0.1441927515,0.6004089565,3.7336988563,1.0047005886,2.490471679
6559,PACYAW_clean,0.0045519229,0.0225744187,0.0447277602,0.2217342063,3.8081387365,0.4340702025,1.7778407436
6560,PACYIE_clean,3.2346e-06,1.94076e-05,2.74941e-05,0.0001374705,0.0037925687,0.0002684718,0.001201654
6561,PACZOK_clean,0.0012789219,0.0062133691,0.0125787958,0.0628878355,1.7088331782,0.1254843553,0.5988482652
6562,PACZUQ_clean,0.0005393956,0.0026421243,0.0054316682,0.0268200759,0.613602516,0.0525327909,0.2428948762
6563,PADHIM_clean,0.5387488745,1.5311922545,1.9255514296,2.3784130217,2.5101815511,2.4466310155,2.5002314082
6564,PAFMUH_clean,0.0033339107,0.0158842718,0.0317844614,0.1521572098,1.4899362035,0.285106849,0.9046058291
6565,PAFNAO_clean,0.0043627415,0.0217641493,0.0453363823,0.1947311046,1.5111663833,0.3673447562,1.0265903335
6566,PAFNES_clean,0.0026459442,0.0130062542,0.0262502393,0.1318978243,2.7752008773,0.2606195646,1.1397149264
6567,PAGFUZ_clean,0.0053839561,0.0273662993,0.0541286631,0.2548834753,2.6465148833,0.4749278958,1.6203770461
6568,PAHPOG_clean,0.0045921977,0.0237218514,0.0476883166,0.2323120158,4.4577554169,0.4531015832,1.9882310457
6569,PAJSAX_clean,0.003065963,0.0147277589,0.02879604,0.142991853,3.0741029831,0.2791105198,1.2455274755
6570,PAKFAL_clean,0.000575184,0.0027145508,0.0056308134,0.0273429414,0.479443101,0.0533062968,0.2239403585
6571,PAKFEP_clean,0.0006878641,0.0034161342,0.0068005803,0.0330197969,0.5865255128,0.0655928685,0.269621871
6572,PAKXIK_clean,0.003448926,0.0177997516,0.0357522281,0.1743414157,2.8201576934,0.3377716354,1.3496389753
6573,PALTIH_clean,0.002469977,0.0120934524,0.0237804836,0.12115225,2.9126471752,0.2361622163,1.0974729456
6574,PALTON_clean,0.0065380849,0.0334486893,0.0668491898,0.3229485126,4.8272609827,0.600823499,2.384763989
6575,PAMGIV_clean,0.0043136127,0.0213358816,0.042129452,0.2086803455,2.731455549,0.388473914,1.4497603009
6576,PAMHES01_clean,0.0044472723,0.0223487067,0.0438195144,0.2122878369,2.5236159572,0.4073804103,1.4066958075
6577,PAMHES_clean,0.0051165298,0.0258298086,0.0508555453,0.2433529404,2.6912336646,0.4561126279,1.539972741
6578,PAMHIW_clean,0.0061603704,0.0303992745,0.0615116415,0.3009141202,4.9031976319,0.5682785638,2.3538107381
6579,PAMTII_clean,0.004578582,0.0223379304,0.0448189414,0.2064567605,3.3070434408,0.3884185408,1.4353486027
6580,PAMTOO_clean,0.0042455922,0.0213768523,0.0424997136,0.1972350181,3.3107736705,0.3823901331,1.4147653244
6581,PAMTUU_clean,0.0042997914,0.0209496249,0.0429780584,0.1994957592,3.3075852832,0.3718095124,1.4014253328
6582,PAMVEG_clean,0.0008614121,0.0040756832,0.0083077026,0.0411554897,0.8240321764,0.0818982519,0.3649213885
6583,PANRUS01_clean,0.0039088659,0.0187028288,0.0379472552,0.1844810087,2.9718934235,0.3561686752,1.4458159836
6584,PANYEL_clean,0.0079460498,0.0386576291,0.0755712536,0.3380849837,1.9417906976,0.5867310274,1.4513481028
6585,PAPHEV_clean,0.0047132579,0.0237544434,0.0467927256,0.2207411049,1.9526422922,0.4025331545,1.2317737254
6586,PAPKOJ_clean,0.0003489448,0.001675702,0.0034587717,0.0170810403,0.4026094561,0.0350478635,0.1651410081
6587,PAPKUP_clean,0.0004344779,0.0022549656,0.004238065,0.0222841422,0.4687038193,0.0428697553,0.1965618615
6588,PAPNUR_clean,0.0027158644,0.0121725947,0.0245546513,0.1165346232,1.4156651448,0.2210001926,0.7748996655
6589,PAPPAZ_clean,0.0025924964,0.0129689121,0.0263686209,0.1215721376,1.6627354051,0.2414275178,0.8957383864
6590,PAPPED_clean,0.0006349699,0.0029528793,0.005995892,0.0307758629,0.7521770488,0.0608091338,0.2844409724
