iter	Passed	Remaining
0	51	25712
1	59	14925
2	66	11078
3	73	9141
4	80	7990
5	87	7212
6	94	6648
7	101	6217
8	107	5886
9	114	5621
10	121	5404
11	128	5220
12	135	5063
13	141	4923
14	148	4802
15	155	4695
16	161	4601
17	168	4514
18	175	4442
19	182	4374
20	189	4313
21	195	4255
22	202	4203
23	209	4153
24	216	4106
25	222	4063
26	229	4025
27	236	3987
28	243	3952
29	250	3919
30	256	3886
31	263	3856
32	270	3826
33	277	3797
34	283	3772
35	290	3747
36	297	3722
37	304	3698
38	311	3676
39	317	3656
40	324	3637
41	331	3616
42	338	3597
43	345	3577
44	351	3559
45	358	3542
46	365	3527
47	372	3510
48	379	3493
49	386	3476
50	393	3460
51	399	3443
52	406	3426
53	412	3410
54	419	3393
55	425	3377
56	432	3363
57	439	3348
58	446	3336
59	453	3323
60	460	3312
61	467	3301
62	474	3290
63	481	3279
64	488	3266
65	495	3255
66	501	3242
67	508	3232
68	515	3221
69	522	3210
70	529	3198
71	536	3188
72	543	3176
73	550	3167
74	556	3156
75	563	3145
76	570	3134
77	577	3123
78	583	3111
79	590	3100
80	597	3089
81	604	3079
82	610	3067
83	617	3056
84	623	3046
85	630	3035
86	637	3024
87	643	3014
88	650	3003
89	657	2993
90	663	2983
91	670	2973
92	677	2963
93	683	2953
94	690	2944
95	697	2934
96	703	2924
97	710	2914
98	716	2904
99	723	2895
100	730	2885
101	736	2875
102	743	2865
103	750	2855
104	756	2845
105	763	2836
106	769	2826
107	776	2817
108	782	2807
109	789	2798
110	795	2789
111	802	2779
112	809	2771
113	815	2761
114	822	2752
115	828	2743
116	835	2734
117	841	2725
118	848	2716
119	855	2708
120	862	2700
121	868	2690
122	875	2682
123	877	2661
124	884	2653
125	891	2644
126	897	2636
127	904	2628
128	910	2619
129	917	2611
130	923	2602
131	930	2594
132	937	2586
133	944	2578
134	950	2570
135	957	2562
136	963	2553
137	970	2545
138	976	2537
139	983	2529
140	990	2521
141	996	2513
142	1003	2505
143	1010	2497
144	1016	2489
145	1023	2481
146	1030	2474
147	1036	2465
148	1043	2458
149	1049	2449
150	1056	2441
151	1063	2434
152	1069	2426
153	1076	2418
154	1083	2410
155	1089	2403
156	1096	2395
157	1102	2387
158	1109	2379
159	1116	2372
160	1122	2364
161	1129	2356
162	1136	2349
163	1142	2341
164	1149	2333
165	1155	2325
166	1162	2318
167	1169	2310
168	1175	2302
169	1182	2295
170	1190	2290
171	1197	2284
172	1204	2276
173	1211	2269
174	1217	2261
175	1224	2254
176	1231	2246
177	1237	2239
178	1244	2231
179	1251	2224
180	1257	2216
181	1264	2209
182	1271	2201
183	1277	2194
184	1284	2186
185	1291	2179
186	1297	2172
187	1304	2164
188	1310	2157
189	1317	2149
190	1323	2141
191	1330	2134
192	1337	2126
193	1343	2119
194	1350	2111
195	1356	2104
196	1363	2096
197	1369	2089
198	1376	2082
199	1383	2074
200	1389	2067
201	1396	2059
202	1403	2052
203	1409	2045
204	1416	2038
205	1422	2030
206	1429	2023
207	1436	2016
208	1442	2008
209	1449	2001
210	1456	1994
211	1462	1987
212	1469	1980
213	1476	1973
214	1482	1965
215	1489	1958
216	1495	1950
217	1502	1943
218	1509	1936
219	1515	1929
220	1522	1921
221	1528	1914
222	1535	1907
223	1542	1900
224	1548	1893
225	1555	1885
226	1562	1878
227	1568	1871
228	1575	1864
229	1581	1857
230	1588	1849
231	1595	1842
232	1601	1835
233	1608	1828
234	1615	1821
235	1621	1814
236	1628	1807
237	1634	1799
238	1641	1792
239	1647	1785
240	1654	1778
241	1661	1771
242	1667	1763
243	1674	1756
244	1680	1749
245	1687	1742
246	1693	1735
247	1700	1727
248	1707	1720
249	1714	1714
250	1720	1707
251	1727	1700
252	1734	1693
253	1740	1685
254	1747	1678
255	1754	1671
256	1760	1664
257	1767	1657
258	1774	1650
259	1780	1643
260	1787	1636
261	1794	1629
262	1800	1622
263	1807	1615
264	1814	1608
265	1820	1601
266	1827	1594
267	1834	1587
268	1840	1580
269	1847	1573
270	1853	1566
271	1860	1559
272	1867	1552
273	1873	1545
274	1880	1538
275	1887	1531
276	1893	1524
277	1900	1517
278	1907	1510
279	1914	1503
280	1920	1496
281	1927	1489
282	1933	1482
283	1940	1476
284	1947	1469
285	1954	1462
286	1960	1455
287	1967	1448
288	1973	1441
289	1980	1434
290	1986	1426
291	1993	1420
292	2000	1413
293	2006	1406
294	2013	1399
295	2020	1392
296	2027	1385
297	2033	1378
298	2040	1371
299	2047	1364
300	2053	1357
301	2060	1351
302	2067	1344
303	2073	1337
304	2080	1330
305	2087	1323
306	2093	1316
307	2100	1309
308	2107	1302
309	2114	1295
310	2120	1288
311	2127	1282
312	2134	1275
313	2141	1268
314	2147	1261
315	2154	1254
316	2160	1247
317	2167	1240
318	2174	1233
319	2180	1226
320	2187	1219
321	2196	1214
322	2202	1207
323	2209	1200
324	2216	1193
325	2223	1186
326	2229	1179
327	2236	1172
328	2243	1165
329	2249	1159
330	2256	1152
331	2263	1145
332	2270	1138
333	2276	1131
334	2283	1124
335	2290	1117
336	2296	1110
337	2303	1104
338	2310	1097
339	2316	1090
340	2323	1083
341	2330	1076
342	2337	1069
343	2343	1062
344	2350	1056
345	2357	1049
346	2363	1042
347	2370	1035
348	2377	1028
349	2383	1021
350	2390	1014
351	2396	1007
352	2403	1000
353	2410	994
354	2416	987
355	2423	980
356	2430	973
357	2437	966
358	2443	959
359	2450	952
360	2457	946
361	2463	939
362	2470	932
363	2477	925
364	2483	918
365	2490	911
366	2496	904
367	2503	898
368	2510	891
369	2517	884
370	2523	877
371	2530	870
372	2537	863
373	2543	857
374	2550	850
375	2557	843
376	2563	836
377	2570	829
378	2577	822
379	2583	815
380	2590	809
381	2597	802
382	2603	795
383	2610	788
384	2617	781
385	2623	774
386	2630	768
387	2637	761
388	2643	754
389	2650	747
390	2656	740
391	2663	733
392	2670	727
393	2677	720
394	2683	713
395	2690	706
396	2697	699
397	2703	692
398	2710	686
399	2717	679
400	2723	672
401	2730	665
402	2737	658
403	2743	652
404	2750	645
405	2757	638
406	2764	631
407	2770	624
408	2777	617
409	2783	611
410	2790	604
411	2797	597
412	2804	590
413	2810	583
414	2817	577
415	2824	570
416	2830	563
417	2837	556
418	2844	549
419	2851	543
420	2857	536
421	2864	529
422	2871	522
423	2877	515
424	2884	509
425	2891	502
426	2897	495
427	2904	488
428	2911	481
429	2918	475
430	2925	468
431	2931	461
432	2938	454
433	2945	447
434	2952	441
435	2959	434
436	2965	427
437	2972	420
438	2979	414
439	2986	407
440	2993	400
441	3000	393
442	3007	386
443	3014	380
444	3020	373
445	3027	366
446	3034	359
447	3041	353
448	3048	346
449	3055	339
450	3061	332
451	3068	325
452	3075	319
453	3082	312
454	3088	305
455	3095	298
456	3102	291
457	3109	285
458	3116	278
459	3123	271
460	3131	264
461	3137	258
462	3144	251
463	3151	244
464	3158	237
465	3165	230
466	3172	224
467	3179	217
468	3186	210
469	3193	203
470	3200	197
471	3207	190
472	3213	183
473	3220	176
474	3227	169
475	3234	163
476	3241	156
477	3247	149
478	3254	142
479	3261	135
480	3267	129
481	3274	122
482	3280	115
483	3287	108
484	3294	101
485	3301	95
486	3307	88
487	3314	81
488	3321	74
489	3328	67
490	3334	61
491	3341	54
492	3348	47
493	3355	40
494	3361	33
495	3368	27
496	3375	20
497	3381	13
498	3388	6
499	3395	0
