iter	RMSE
0	0.6089073799
1	0.5855857424
2	0.5631554884
3	0.5421470528
4	0.5208810587
5	0.5012131873
6	0.4825647868
7	0.4643041049
8	0.4462167851
9	0.4292212979
10	0.4140579862
11	0.3990601652
12	0.3855102268
13	0.3719751495
14	0.3591426146
15	0.3473386701
16	0.3355327029
17	0.3242834673
18	0.3136511229
19	0.3046161659
20	0.2953487022
21	0.2868201598
22	0.2782955318
23	0.2702666212
24	0.2623948714
25	0.2553815199
26	0.249162507
27	0.2431005997
28	0.2379749189
29	0.2321772103
30	0.2269565723
31	0.2216723332
32	0.2168813729
33	0.2124197711
34	0.2083906784
35	0.2044260011
36	0.2007295275
37	0.1969744533
38	0.1936343615
39	0.1904684858
40	0.1873519912
41	0.1844339166
42	0.1816769885
43	0.1791638826
44	0.1769675786
45	0.1749685615
46	0.1727378246
47	0.1707537384
48	0.1691259991
49	0.1674543747
50	0.165799622
51	0.1643964312
52	0.1628716493
53	0.1614313175
54	0.1601506814
55	0.1587774404
56	0.1575697573
57	0.1563075849
58	0.1546712607
59	0.1535063419
60	0.1524938033
61	0.1514129274
62	0.1504700283
63	0.1496187857
64	0.1488192291
65	0.1478233044
66	0.147036535
67	0.1463270376
68	0.1456183541
69	0.1448538253
70	0.1440534322
71	0.143193121
72	0.1426196966
73	0.1419025042
74	0.1412230516
75	0.1407193565
76	0.1400483416
77	0.139610946
78	0.1391177932
79	0.1385725243
80	0.1380938506
81	0.137520726
82	0.1371114444
83	0.1366854472
84	0.1361898822
85	0.1357619084
86	0.1350880924
87	0.1347359962
88	0.1342984186
89	0.1338901241
90	0.1335181887
91	0.1331469219
92	0.1327359491
93	0.132259626
94	0.1316834332
95	0.1313319662
96	0.1309271578
97	0.1305869557
98	0.1301134268
99	0.1295500023
100	0.1292799467
101	0.1287968293
102	0.128537147
103	0.1282256191
104	0.1279234158
105	0.1275577383
106	0.1273179704
107	0.1269371175
108	0.1267996366
109	0.1264438279
110	0.1261836137
111	0.1260251087
112	0.1255754281
113	0.125242425
114	0.1247917416
115	0.124570641
116	0.124222781
117	0.1240169283
118	0.1238436179
119	0.1235188535
120	0.1232699996
121	0.123099818
122	0.1229041553
123	0.1227987042
124	0.1225855427
125	0.1223611152
126	0.1221716059
127	0.1216818154
128	0.1214526414
129	0.1212898515
130	0.1210762679
131	0.1207377532
132	0.1205232424
133	0.1203318117
134	0.1201972915
135	0.1200246623
136	0.1199411268
137	0.1198049248
138	0.1196396634
139	0.119426975
140	0.1192586314
141	0.1187815967
142	0.1184564394
143	0.1182455536
144	0.1180407053
145	0.1177519144
146	0.1174952559
147	0.1173533314
148	0.1170032175
149	0.1168514786
150	0.1167279691
151	0.1165681562
152	0.1164198775
153	0.1160345465
154	0.1158733805
155	0.1155683434
156	0.1153751041
157	0.1152472517
158	0.11503143
159	0.1145147181
160	0.1144140486
161	0.1142803545
162	0.1138197194
163	0.1136290269
164	0.113414437
165	0.1133332744
166	0.1131677759
167	0.1129493443
168	0.1128110586
169	0.1126969218
170	0.1122151719
171	0.112072851
172	0.111893271
173	0.1116386004
174	0.1114560277
175	0.1113749817
176	0.1111976417
177	0.1109174828
178	0.1107858222
179	0.1104124141
180	0.1100354089
181	0.1095722928
182	0.109350247
183	0.1092826157
184	0.1089616796
185	0.1087455271
186	0.1084797196
187	0.1082251175
188	0.1080507625
189	0.1079666083
190	0.1077512111
191	0.1076478915
192	0.1073492095
193	0.1071310805
194	0.107057104
195	0.1068971079
196	0.1067642216
197	0.1065485482
198	0.106388337
199	0.1062884493
200	0.1061647022
201	0.1060527912
202	0.1058789267
203	0.105813672
204	0.1056200933
205	0.1055490327
206	0.1053978351
207	0.1051406441
208	0.1050028954
209	0.1047902595
210	0.1046166105
211	0.104205581
212	0.1039426106
213	0.1038689386
214	0.1036638259
215	0.1035654934
216	0.1034112948
217	0.1029569746
218	0.1028124081
219	0.1026513093
220	0.1024596238
221	0.1022223729
222	0.1020528176
223	0.1019432123
224	0.1015198641
225	0.1013466578
226	0.1009592599
227	0.1009022119
228	0.100778928
229	0.1006459777
230	0.1004486263
231	0.1003719812
232	0.09978348528
233	0.09953719652
234	0.09941447666
235	0.09908883312
236	0.09895769872
237	0.09884793002
238	0.09846727837
239	0.09835745555
240	0.09818900009
241	0.09788770504
242	0.09779629776
243	0.09768645289
244	0.09746518251
245	0.09735804438
246	0.09725937804
247	0.09720761442
248	0.09711706173
249	0.09670510733
250	0.09656055339
251	0.0962710653
252	0.09615542922
253	0.09607355811
254	0.09599595151
255	0.09583763893
256	0.09556190806
257	0.09542402521
258	0.09531994709
259	0.09520379094
260	0.09509104048
261	0.0949846733
262	0.09494781975
263	0.09474646556
264	0.09452201709
265	0.09441484625
266	0.09396077319
267	0.09388820236
268	0.09345221581
269	0.09336077204
270	0.09329489094
271	0.09322971313
272	0.09318324195
273	0.09307028682
274	0.0927229705
275	0.09254671085
276	0.09233347724
277	0.09192660951
278	0.09172294169
279	0.091481962
280	0.09138160295
281	0.09132410122
282	0.09121187876
283	0.09103198522
284	0.09082959501
285	0.0906619407
286	0.09055775727
287	0.09046256748
288	0.09041510384
289	0.09033150713
290	0.09020788963
291	0.09003967731
292	0.08982283421
293	0.08968117713
294	0.08955609061
295	0.08927425197
296	0.0891440191
297	0.08908326892
298	0.08892761289
299	0.08870892334
300	0.08859763988
301	0.08844389202
302	0.0883205214
303	0.08819244949
304	0.08799475915
305	0.0879203269
306	0.08776719356
307	0.08756921538
308	0.08750899611
309	0.08721404496
310	0.08713824569
311	0.08705209594
312	0.08698214912
313	0.08677378571
314	0.08673967489
315	0.08657526813
316	0.08649569702
317	0.0861783036
318	0.0859159516
319	0.08575916209
320	0.08555668232
321	0.08523804699
322	0.08517480864
323	0.085091649
324	0.08499536498
325	0.08468483796
326	0.08459434841
327	0.0844553715
328	0.08431748882
329	0.08420027084
330	0.08408070994
331	0.08392394988
332	0.08375055854
333	0.08373407677
334	0.08351692843
335	0.083424101
336	0.08325597623
337	0.08312307979
338	0.08304119389
339	0.08293978988
340	0.08284273419
341	0.08275687145
342	0.08256978425
343	0.0824331168
344	0.08230566632
345	0.08213289543
346	0.08196624339
347	0.0818578576
348	0.08178843399
349	0.08167696771
350	0.08166416063
351	0.08158401371
352	0.0814973419
353	0.08136027367
354	0.08118762737
355	0.08091020896
356	0.08082171237
357	0.08071649795
358	0.08055694409
359	0.08038144626
360	0.08018104068
361	0.08012483556
362	0.08001189677
363	0.07984383808
364	0.07978621087
365	0.07966326004
366	0.07951668998
367	0.07938177071
368	0.07930808305
369	0.07919877634
370	0.0791159749
371	0.07901367861
372	0.07891526864
373	0.0787268388
374	0.07859444325
375	0.07851236308
376	0.07839885018
377	0.07830589971
378	0.07818206983
379	0.07803633778
380	0.07793349564
381	0.07783469748
382	0.07775883212
383	0.0775502606
384	0.07738331291
385	0.07724922628
386	0.07706958191
387	0.07688014794
388	0.07681865099
389	0.07670464636
390	0.07655879731
391	0.07635659041
392	0.07616216772
393	0.07604801235
394	0.07593882079
395	0.07584522032
396	0.07568013346
397	0.07559457069
398	0.07544341105
399	0.07531541668
400	0.07522706734
401	0.0751684561
402	0.07499913802
403	0.07484302367
404	0.07463585592
405	0.07458221021
406	0.07444283233
407	0.0743819197
408	0.07431371451
409	0.07420181525
410	0.07413552486
411	0.07405751012
412	0.0739542929
413	0.07378157239
414	0.07359781932
415	0.07351206027
416	0.07337123802
417	0.07322980718
418	0.0731243745
419	0.0729756275
420	0.07277588104
421	0.07270835882
422	0.07263872844
423	0.07250930859
424	0.07240056538
425	0.0723095276
426	0.07221678231
427	0.07216315547
428	0.07211783826
429	0.07200712286
430	0.07193437037
431	0.07185871767
432	0.07172034098
433	0.07168470702
434	0.07163030285
435	0.07146310476
436	0.07134288239
437	0.07118893706
438	0.07112175634
439	0.07100163653
440	0.07090305964
441	0.07076648851
442	0.07070110148
443	0.0706239879
444	0.07045701557
445	0.0704090134
446	0.07029792581
447	0.07020113497
448	0.07015083468
449	0.07003782007
450	0.06997405033
451	0.06993155131
452	0.06985421838
453	0.06972405319
454	0.06959087357
455	0.06946483443
456	0.06939689383
457	0.06929953905
458	0.06924627067
459	0.06915836415
460	0.06909602318
461	0.06905187223
462	0.06903109403
463	0.06891330895
464	0.06882283182
465	0.06875938454
466	0.06870501912
467	0.06864464986
468	0.06857818554
469	0.06852376657
470	0.0684473019
471	0.06830411901
472	0.06820890864
473	0.06808587343
474	0.06806734373
475	0.06800513442
476	0.0679319864
477	0.06783733561
478	0.06779640562
479	0.0676668237
480	0.0676096896
481	0.06757731585
482	0.0675155974
483	0.06748007979
484	0.06737919687
485	0.06730636639
486	0.06718245387
487	0.06708755137
488	0.06703006124
489	0.06695600762
490	0.0669218689
491	0.06684210485
492	0.06669312993
493	0.0666020378
494	0.06644500483
495	0.06642389812
496	0.06631440086
497	0.06626674983
498	0.0662248311
499	0.06614539193
098388
498	0.06376216591
499	0.06368900603
