name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
HEGPAL_clean,N2,293.0,0.01,14.0,HEGPAL_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.00173248,0.0133208333,0.0485327927,0.0388317638,0.0753274158
EZOFEF_clean,N2,293.0,0.01,14.0,EZOFEF_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0079765424,0.02315,0.2234507097,0.1787860269,0.1832402242
FEZTIP_clean,N2,293.0,0.01,14.0,FEZTIP_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0068653053,0.0115458333,0.1923210927,0.1538787865,0.1709415704
FUDGES_clean,N2,293.0,0.01,14.0,FUDGES_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0038602964,0.0073041667,0.108140335,0.0865245891,0.0732490948
ICIKAH_clean,N2,293.0,0.01,14.0,ICIKAH_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0005637218,0.035875,0.0157918092,0.0126352466,0.0212658497
HOGJIX_clean,N2,293.0,0.01,14.0,HOGJIX_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0037689765,0.01096875,0.1055821476,0.0844777477,0.0662537164
OKAYOQ_clean,N2,293.0,0.01,14.0,OKAYOQ_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0055011077,0.0032819444,0.1541051697,0.1233016939,0.1469156567
cm503311x_alf100K_clean,N2,293.0,0.01,14.0,cm503311x_alf100K_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.002665037,0.0021966667,0.0746569611,0.059734075,0.0576814127
BIQVII_clean,N2,293.0,0.01,14.0,BIQVII_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0054442212,0.0138375,0.1525115806,0.122026641,0.1979772354
MIMSUY_clean,N2,293.0,0.01,14.0,MIMSUY_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.004413311,0.0123458333,0.1236321991,0.0989198454,0.096450298
VUHMOC_clean,N2,293.0,0.01,14.0,VUHMOC_clean_N2_293.0K_0.01bar_14.0/Output/System_0,12.0456907188,238.461775,337.4417160369,269.9918196339,578.966735321
CEXHET_clean,N2,293.0,0.01,14.0,CEXHET_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0025445864,0.025175,0.0712827205,0.0570342981,0.0614089158
KULLAG_clean,N2,293.0,0.01,14.0,KULLAG_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0026296945,0.01945,0.0736668933,0.0589419079,0.0476332207
XIDSUZ_clean,N2,293.0,0.01,14.0,XIDSUZ_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0030632936,0.023825,0.085813513,0.0686605876,0.0338677305
VEBHUG_SL,N2,293.0,0.01,14.0,VEBHUG_SL_N2_293.0K_0.01bar_14.0/Output/System_0,0.002767768,0.00529375,0.0775348123,0.0620366839,0.0317071456
EZOBUR_clean,N2,293.0,0.01,14.0,EZOBUR_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0036457189,0.0239375,0.1021292748,0.0817150561,0.1033913819
HIWLOQ_clean,N2,293.0,0.01,14.0,HIWLOQ_clean_N2_293.0K_0.01bar_14.0/Output/System_0,0.0040053822,0.0082694444,0.1122046928,0.0897765384,0.1417468155
