,gas,temperature,low_pressure,high_pressure,struct_info,sampling,model,trial_001_Model,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_percent_mean,MAPE_percent_std,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std
72,Ar,273K,0.1,5,struct+input,qt_then_rd,cat,cat,0.949685027,0.004567568,0.113713185,0.001645736,0.032833247,0.002490561,5.708185005,0.171086742,3.446545601,0.037905193,0.00232749,5.77e-05
75,Ar,273K,0.1,5,struct+input,random_struct,cat,cat,0.943767556,0.009313985,0.129542712,0.007166746,0.058495587,0.013556248,6.579362389,0.340018819,3.629376268,0.179893118,0.002472305,0.000172771
78,Ar,273K,0.1,5,struct,random_struct,cat,cat,0.536265239,0.03344935,0.466601951,0.019993135,0.479492207,0.062976628,31.42590048,1.658490331,3.201104355,0.031880961,0.002252293,6.45e-05
81,Ar,273K,0.5,15,struct+input,qt_then_rd,cat,cat,0.952565201,0.002688423,0.244485943,0.003799858,0.1287741,0.00761466,6.444289546,0.137285683,3.486447477,0.044155795,0.002325058,2.83e-05
84,Ar,273K,0.5,15,struct+input,random_struct,cat,cat,0.953234729,0.007213665,0.253341762,0.01181522,0.152219971,0.029508336,6.941192756,0.226207263,3.491252089,0.02657314,0.002369833,6.83e-05
87,Ar,273K,0.5,15,struct,random_struct,cat,cat,0.748705215,0.021054013,0.621909662,0.026885986,0.816039259,0.097602696,19.97845107,0.841979153,3.223184299,0.071323563,0.002299309,7.32e-05
90,Ar,273K,0.5,1,struct+input,qt_then_rd,cat,cat,0.993972309,0.000790887,0.011913415,0.000262986,0.000419947,6.8e-05,2.161491753,0.071034665,3.506713009,0.035876466,0.002320719,3.54e-05
93,Ar,273K,0.5,1,struct+input,random_struct,cat,cat,0.985716601,0.009422443,0.016425068,0.001113532,0.003356935,0.00249038,2.649693788,0.189548285,3.580981398,0.105811483,0.002323246,5.62e-05
96,Ar,273K,0.5,1,struct,random_struct,cat,cat,0.392269983,0.037119813,0.212007605,0.007552143,0.137685404,0.024460617,53.26237275,4.207201506,3.246724939,0.072327636,0.00223918,3.93e-05
99,Ar,273K,0.5,5,struct+input,qt_then_rd,cat,cat,0.956943409,0.00301361,0.101942136,0.002311882,0.027106146,0.002110252,5.213567747,0.087247375,3.457653284,0.049613858,0.002358246,4.1e-05
102,Ar,273K,0.5,5,struct+input,random_struct,cat,cat,0.95500441,0.008067446,0.115314926,0.006581094,0.046856871,0.011517272,5.920933348,0.351706821,3.508722782,0.084974921,0.002308798,2.19e-05
105,Ar,273K,0.5,5,struct,random_struct,cat,cat,0.536265239,0.03344935,0.466601951,0.019993135,0.479492207,0.062976628,31.42590048,1.658490331,3.255300283,0.04144105,0.002351046,0.000160886
108,Ar,293K,0.01,15,struct+input,qt_then_rd,cat,cat,0.961618735,0.003874789,0.184616761,0.00584806,0.071745877,0.005819282,7.682129239,0.22277692,3.765114355,0.090527658,0.003020477,4.2e-05
111,Ar,293K,0.01,15,struct+input,random_struct,cat,cat,0.966081447,0.00280801,0.180543397,0.002195409,0.078603864,0.00672765,813491020.2,824464418.4,3.657041168,0.029453009,0.002974463,5.72e-05
114,Ar,293K,0.01,15,struct,random_struct,cat,cat,0.775084396,0.011097695,0.503718202,0.003377145,0.520969036,0.020471759,3938288147.0,4232065563.0,3.475303984,0.063872355,0.002952385,4.43e-05
117,Ar,293K,0.01,1,struct+input,qt_then_rd,cat,cat,0.986115931,0.001626908,0.013812887,0.000599286,0.000575834,6.42e-05,4.379296721,0.115099275,3.675120783,0.081070265,0.00289855,4.66e-05
120,Ar,293K,0.01,1,struct+input,random_struct,cat,cat,0.936826529,0.026558359,0.019413373,0.001663465,0.007656095,0.004121568,249576497.8,268141636.0,3.66663456,0.066111646,0.003157473,0.000544705
123,Ar,293K,0.01,1,struct,random_struct,cat,cat,0.363266824,0.029266493,0.146342391,0.00297354,0.074881517,0.011235787,2794622097.0,3633555610.0,3.361271,0.057703594,0.003046417,0.000215694
126,Ar,293K,0.01,5,struct+input,qt_then_rd,cat,cat,0.963019751,0.0043982,0.078401655,0.003539202,0.015943407,0.001826188,6.236916723,0.187983038,3.623331976,0.038397803,0.002973461,4.83e-05
129,Ar,293K,0.01,5,struct+input,random_struct,cat,cat,0.959783475,0.00743978,0.08118258,0.003167698,0.026065756,0.005764015,659755160.0,658694066.4,3.730655193,0.131721509,0.003003454,0.000119216
132,Ar,293K,0.01,5,struct,random_struct,cat,cat,0.561612978,0.018514422,0.354300652,0.003807042,0.283039301,0.020779548,5266851084.0,5679050816.0,3.372296858,0.038979018,0.003130293,0.00044703
135,Ar,293K,0.05,15,struct+input,qt_then_rd,cat,cat,0.964944448,0.002637804,0.179337773,0.005236599,0.073234005,0.004886105,7.703833051,0.219671617,3.714039516,0.028705684,0.002992392,2.19e-05
138,Ar,293K,0.05,15,struct+input,random_struct,cat,cat,0.967453048,0.003107041,0.175495621,0.002377718,0.075426824,0.007411752,444747407.7,542319246.9,3.912120724,0.207962362,0.003071117,3.87e-05
141,Ar,293K,0.05,15,struct,random_struct,cat,cat,0.775084396,0.011097695,0.503718202,0.003377145,0.520969036,0.020471759,3938288147.0,4232065563.0,3.609065914,0.025102465,0.003035498,4.77e-05
144,Ar,293K,0.05,1,struct+input,qt_then_rd,cat,cat,0.978112187,0.002867239,0.015210475,0.000658356,0.001596463,0.000230663,4.232322553,0.122921364,3.798079491,0.161185027,0.002973223,8.44e-05
147,Ar,293K,0.05,1,struct+input,random_struct,cat,cat,0.951204355,0.016825982,0.017270716,0.001393967,0.005882094,0.002733107,233853224.6,266478407.3,3.643674898,0.053581099,0.002965689,8.96e-05
150,Ar,293K,0.05,1,struct,random_struct,cat,cat,0.363266824,0.029266493,0.146342391,0.00297354,0.074881517,0.011235787,2794622097.0,3633555610.0,3.448350239,0.042353323,0.002950478,8.46e-05
153,Ar,293K,0.05,5,struct+input,qt_then_rd,cat,cat,0.964416719,0.003983997,0.076841247,0.002874315,0.01912006,0.001652871,6.145942074,0.166636476,3.748266077,0.131481927,0.003088951,0.000136494
156,Ar,293K,0.05,5,struct+input,random_struct,cat,cat,0.962816682,0.00552085,0.077195815,0.002270618,0.02405493,0.004299697,643617392.9,712345730.3,3.670808172,0.095616088,0.003020144,4.39e-05
159,Ar,293K,0.05,5,struct,random_struct,cat,cat,0.561612978,0.018514422,0.354300652,0.003807042,0.283039301,0.020779548,5266851084.0,5679050816.0,3.444653893,0.121063014,0.003229332,0.000507954
162,Ar,293K,0.1,15,struct+input,qt_then_rd,cat,cat,0.961629072,0.00155144,0.184997543,0.003995377,0.077469344,0.004179974,7.660124621,0.241755984,3.84045434,0.052207677,0.003086472,0.000103534
165,Ar,293K,0.1,15,struct+input,random_struct,cat,cat,0.967982667,0.002705608,0.174316417,0.002323582,0.074195501,0.006432591,741469836.8,918417167.8,3.783411932,0.109916929,0.003192568,0.000233541
168,Ar,293K,0.1,15,struct,random_struct,cat,cat,0.775084396,0.011097695,0.503718202,0.003377145,0.520969036,0.020471759,3938288147.0,4232065563.0,3.426015568,0.0733749,0.002929497,8.11e-05
171,Ar,293K,0.1,1,struct+input,qt_then_rd,cat,cat,0.982946883,0.003187384,0.013797332,0.00083933,0.00103907,0.000207325,4.031462539,0.144501453,3.670537424,0.073507876,0.002938747,4.38e-05
174,Ar,293K,0.1,1,struct+input,random_struct,cat,cat,0.956694118,0.019020028,0.016309411,0.001345244,0.005261823,0.003014392,239436871.8,218902059.8,3.772232771,0.04277474,0.003211212,0.000579391
177,Ar,293K,0.1,1,struct,random_struct,cat,cat,0.363266824,0.029266493,0.146342391,0.00297354,0.074881517,0.011235787,2794622097.0,3633555610.0,3.479158545,0.023651388,0.002945185,7.59e-05
180,Ar,293K,0.1,5,struct+input,qt_then_rd,cat,cat,0.962309455,0.003235979,0.078151195,0.002694489,0.01902527,0.002085585,6.092776136,0.12100842,3.665392017,0.054530089,0.002969503,3.99e-05
183,Ar,293K,0.1,5,struct+input,random_struct,cat,cat,0.964519593,0.00615773,0.075836784,0.002734246,0.022943144,0.004543824,811577279.9,849548450.1,3.787989569,0.144034923,0.003009748,0.000104429
186,Ar,293K,0.1,5,struct,random_struct,cat,cat,0.561612978,0.018514422,0.354300652,0.003807042,0.283039301,0.020779548,5266851084.0,5679050816.0,3.470248604,0.093481194,0.003111172,0.000178909
189,Ar,293K,0.5,15,struct+input,qt_then_rd,cat,cat,0.971802664,0.001403728,0.159878231,0.002912582,0.053176487,0.002205502,6.978131339,0.140721389,3.701024151,0.086062663,0.0030509,0.000104528
192,Ar,293K,0.5,15,struct+input,random_struct,cat,cat,0.972072748,0.002886027,0.164686693,0.00266043,0.064731536,0.00701195,745449070.8,839017488.9,3.774719715,0.078334623,0.003040028,6.73e-05
195,Ar,293K,0.5,15,struct,random_struct,cat,cat,0.775084396,0.011097695,0.503718202,0.003377145,0.520969036,0.020471759,3938288147.0,4232065563.0,3.466562891,0.098273699,0.002995443,0.000111831
198,Ar,293K,0.5,1,struct+input,qt_then_rd,cat,cat,0.991266817,0.00775483,0.007429198,0.00031429,0.000441867,0.000453757,2.462885759,0.03278108,3.996264839,0.047380562,0.003032446,2.93e-05
201,Ar,293K,0.5,1,struct+input,random_struct,cat,cat,0.966932601,0.023356782,0.011288609,0.001157367,0.00409277,0.003462474,88503174.67,91830829.59,3.669300461,0.034652422,0.002922392,3.71e-05
204,Ar,293K,0.5,1,struct,random_struct,cat,cat,0.363266824,0.029266493,0.146342391,0.00297354,0.074881517,0.011235787,2794622097.0,3633555610.0,3.474260235,0.056008496,0.00293932,5.5e-05
207,Ar,293K,0.5,5,struct+input,qt_then_rd,cat,cat,0.978337364,0.002088035,0.05827772,0.001558881,0.008879372,0.000953396,4.936350106,0.164984185,3.669573259,0.069728843,0.00297699,5.54e-05
210,Ar,293K,0.5,5,struct+input,random_struct,cat,cat,0.97434617,0.006380641,0.066245564,0.002092734,0.016603193,0.004567879,676916465.6,609744360.2,3.736779404,0.10650291,0.003007317,9.95e-05
213,Ar,293K,0.5,5,struct,random_struct,cat,cat,0.561612978,0.018514422,0.354300652,0.003807042,0.283039301,0.020779548,5266851084.0,5679050816.0,3.410134029,0.060772502,0.00303936,0.000125408
216,Ar,313K,0.01,15,struct+input,qt_then_rd,cat,cat,0.894581075,0.00709001,0.272873516,0.004750469,0.130983039,0.008552526,10.54903103,0.175139468,3.597778797,0.089569507,0.002496624,0.000275303
219,Ar,313K,0.01,15,struct+input,random_struct,cat,cat,0.904113637,0.006815299,0.279413878,0.008394248,0.151230353,0.011049166,11.40593145,0.246830136,3.412935162,0.031595789,0.002439737,9.59e-05
222,Ar,313K,0.01,15,struct,random_struct,cat,cat,0.644623145,0.00933362,0.544645675,0.01150655,0.560728149,0.025390619,26.030788,0.871928727,3.242157888,0.083752552,0.002308893,8.15e-05
225,Ar,313K,0.01,1,struct+input,qt_then_rd,cat,cat,0.990288495,0.001610956,0.007683357,0.00015995,0.000145681,2.4e-05,3.047221239,0.027334983,3.658640814,0.145172222,0.002351665,7.72e-05
228,Ar,313K,0.01,1,struct+input,random_struct,cat,cat,0.965216852,0.026674419,0.011265864,0.001326684,0.002208032,0.002258748,3.878359909,0.134912136,3.655894947,0.162040061,0.002320862,6.12e-05
231,Ar,313K,0.01,1,struct,random_struct,cat,cat,0.344041247,0.061103993,0.101889725,0.003640171,0.037288153,0.008794868,54.51878898,4.815187818,3.148771191,0.04056265,0.002219868,3.63e-05
234,Ar,313K,0.01,5,struct+input,qt_then_rd,cat,cat,0.890660711,0.014152539,0.093664761,0.003655736,0.024162055,0.004262338,8.233449849,0.304198149,3.492920208,0.096944491,0.002316713,2.19e-05
237,Ar,313K,0.01,5,struct+input,random_struct,cat,cat,0.898496768,0.01222913,0.106559524,0.002730918,0.039799606,0.005417637,9.422871563,0.171547095,3.517582321,0.018997924,0.002370548,5.15e-05
240,Ar,313K,0.01,5,struct,random_struct,cat,cat,0.460839488,0.010684596,0.310847434,0.005666789,0.21149161,0.01416645,37.09345715,1.898819693,3.238732624,0.104560227,0.002331781,3.67e-05
243,Ar,313K,0.05,15,struct+input,qt_then_rd,cat,cat,0.893017204,0.00299911,0.274850167,0.003254733,0.132706563,0.003500585,10.49825841,0.095349453,3.633141327,0.172247627,0.002420616,8.81e-05
246,Ar,313K,0.05,15,struct+input,random_struct,cat,cat,0.905400578,0.005103946,0.277099497,0.007480522,0.149202448,0.008517282,11.31141718,0.282084003,3.626532221,0.120548336,0.002490902,9.22e-05
249,Ar,313K,0.05,15,struct,random_struct,cat,cat,0.644623145,0.00933362,0.544645675,0.01150655,0.560728149,0.025390619,26.030788,0.871928727,3.216296768,0.058090486,0.002280712,4.47e-05
252,Ar,313K,0.05,1,struct+input,qt_then_rd,cat,cat,0.994486394,0.000642277,0.005570146,9.12e-05,7.07e-05,6.32e-06,2.265426795,0.039426258,3.546955204,0.076804314,0.002265024,4.1e-05
255,Ar,313K,0.05,1,struct+input,random_struct,cat,cat,0.966516277,0.025473288,0.009372566,0.001319979,0.002133518,0.002196158,3.005079205,0.149182295,3.672139454,0.171576642,0.002324009,4.46e-05
258,Ar,313K,0.05,1,struct,random_struct,cat,cat,0.344041247,0.061103993,0.101889725,0.003640171,0.037288153,0.008794868,54.51878898,4.815187818,3.25948348,0.0624505,0.002274084,7.56e-05
261,Ar,313K,0.05,5,struct+input,qt_then_rd,cat,cat,0.892943137,0.009201495,0.091016568,0.002429707,0.022806997,0.00201638,7.90621529,0.14765057,3.527602339,0.140411128,0.002367115,5.28e-05
264,Ar,313K,0.05,5,struct+input,random_struct,cat,cat,0.90132026,0.011212021,0.10354415,0.002280566,0.038711574,0.005256386,9.110558664,0.240560902,3.629318476,0.092113503,0.002378941,6.17e-05
267,Ar,313K,0.05,5,struct,random_struct,cat,cat,0.460839488,0.010684596,0.310847434,0.005666789,0.21149161,0.01416645,37.09345715,1.898819693,3.184175348,0.073420648,0.002481937,0.000411976
270,Ar,313K,0.1,15,struct+input,qt_then_rd,cat,cat,0.891668985,0.005593183,0.274119917,0.004865627,0.130956137,0.004733181,10.62811329,0.092071096,3.529128504,0.068582505,0.002349949,4.72e-05
273,Ar,313K,0.1,15,struct+input,random_struct,cat,cat,0.906409252,0.006318632,0.275569238,0.008206005,0.147607167,0.010263873,11.24122456,0.251825026,3.561466312,0.039012537,0.002455521,0.000186088
276,Ar,313K,0.1,15,struct,random_struct,cat,cat,0.644623145,0.00933362,0.544645675,0.01150655,0.560728149,0.025390619,26.030788,0.871928727,3.271322346,0.083359141,0.002266169,3.5e-05
279,Ar,313K,0.1,1,struct+input,qt_then_rd,cat,cat,0.993216297,0.001365689,0.005430401,0.000151914,9.24e-05,1.77e-05,2.162156083,0.073792806,3.499353313,0.106124164,0.002273703,3.53e-05
282,Ar,313K,0.1,1,struct+input,random_struct,cat,cat,0.969212456,0.026791237,0.008846417,0.001370814,0.001984253,0.002228718,2.829504766,0.126799585,3.492049122,0.099888139,0.002321625,4.44e-05
285,Ar,313K,0.1,1,struct,random_struct,cat,cat,0.344041247,0.061103993,0.101889725,0.003640171,0.037288153,0.008794868,54.51878898,4.815187818,3.206521416,0.021822449,0.002235126,2.48e-05
288,Ar,313K,0.1,5,struct+input,qt_then_rd,cat,cat,0.895885167,0.006000578,0.090409897,0.001064052,0.021918296,0.001216199,7.904214944,0.116569794,3.438854885,0.037539268,0.002369356,5.82e-05
291,Ar,313K,0.1,5,struct+input,random_struct,cat,cat,0.901920209,0.012512085,0.103489452,0.00231542,0.038455864,0.005500423,9.032538113,0.223186678,3.526458454,0.044566205,0.002325106,3.99e-05
294,Ar,313K,0.1,5,struct,random_struct,cat,cat,0.460839488,0.010684596,0.310847434,0.005666789,0.21149161,0.01416645,37.09345715,1.898819693,3.212923002,0.04906979,0.002262592,4.08e-05
297,Ar,313K,0.5,15,struct+input,qt_then_rd,cat,cat,0.893083299,0.004893347,0.269147369,0.004236836,0.127485534,0.005747603,10.24630391,0.253418851,3.535752916,0.043196362,0.002377319,3.16e-05
300,Ar,313K,0.5,15,struct+input,random_struct,cat,cat,0.909938811,0.005187005,0.272258405,0.008861958,0.142047649,0.008600263,11.13042615,0.319980585,3.529614925,0.073769217,0.002356577,4.44e-05
303,Ar,313K,0.5,15,struct,random_struct,cat,cat,0.644623145,0.00933362,0.544645675,0.01150655,0.560728149,0.025390619,26.030788,0.871928727,3.283049297,0.104715275,0.002350378,0.00019133
306,Ar,313K,0.5,1,struct+input,qt_then_rd,cat,cat,0.996948881,0.000263134,0.004207433,0.000117935,4.27e-05,4.91e-06,1.659572381,0.073619715,3.586365128,0.081800851,0.002310562,4.01e-05
309,Ar,313K,0.5,1,struct+input,random_struct,cat,cat,0.981641512,0.028592457,0.006649358,0.001282239,0.001328628,0.002327045,2.259791856,0.16350966,3.53158741,0.069519284,0.002333021,3.5e-05
312,Ar,313K,0.5,1,struct,random_struct,cat,cat,0.344041247,0.061103993,0.101889725,0.003640171,0.037288153,0.008794868,54.51878898,4.815187818,3.208690262,0.032952375,0.002261829,4.2e-05
315,Ar,313K,0.5,5,struct+input,qt_then_rd,cat,cat,0.894816237,0.006082169,0.089261656,0.001574379,0.022193212,0.001240235,7.696327124,0.21893264,3.439218616,0.0351404,0.002367592,0.000143473
318,Ar,313K,0.5,5,struct+input,random_struct,cat,cat,0.907978449,0.011369672,0.099600724,0.002057682,0.036060383,0.004805708,8.772987945,0.265883335,3.555088425,0.082531307,0.00235424,4.38e-05
321,Ar,313K,0.5,5,struct,random_struct,cat,cat,0.460839488,0.010684596,0.310847434,0.005666789,0.21149161,0.01416645,37.09345715,1.898819693,3.171428204,0.046725581,0.002309418,0.000128244
324,H2,293K,0.01,5,struct+input,qt_then_rd,cat,cat,0.981063167,0.001402378,0.036853877,0.000750761,0.002795872,0.000130528,4.176810223,0.028219808,3.476023579,0.016711644,0.002463722,5.12e-05
327,H2,293K,0.01,5,struct+input,random_struct,cat,cat,0.583837164,0.289725858,0.060425149,0.009474878,0.435576649,0.458541379,5.063583663,0.288574039,3.548831987,0.122499936,0.002479887,4.03e-05
330,H2,293K,0.01,5,struct,random_struct,cat,cat,0.196223818,0.123181287,0.269404574,0.008081221,0.669534134,0.489104472,38.87327838,0.674677382,3.230788612,0.053601714,0.00242734,9.06e-05
333,He,273K,0.01,15,struct+input,qt_then_rd,cat,cat,0.988498879,0.000529275,0.015046706,0.000274594,0.000417816,1.65e-05,6.777408689,0.139013138,3.582620335,0.063126713,0.002690458,4.47e-05
336,He,273K,0.01,15,struct+input,random_struct,cat,cat,0.961219474,0.059884743,0.016228311,0.001077237,0.004228847,0.007149115,7.161134729,0.112395758,3.625751162,0.090103867,0.002705765,3.9e-05
339,He,273K,0.01,15,struct,random_struct,cat,cat,0.9524365,0.05959394,0.02342741,0.000909878,0.00501861,0.007245278,12.92731618,0.61321778,3.284458065,0.060807166,0.002681589,0.00023818
342,He,273K,0.01,1,struct+input,qt_then_rd,cat,cat,0.986448858,0.00417524,0.001056057,2.72e-05,2.35e-06,6.86e-07,6.920032142,0.176168638,3.683503389,0.125519245,0.0027215,0.00011319
345,He,273K,0.01,1,struct+input,random_struct,cat,cat,0.962633713,0.054789734,0.001131505,6.31e-05,1.92e-05,3.12e-05,7.306759738,0.183015389,3.656760979,0.135713897,0.002716255,6.55e-05
348,He,273K,0.01,1,struct,random_struct,cat,cat,0.949799061,0.056226792,0.001665851,7.61e-05,2.49e-05,3.28e-05,13.85617368,0.808618508,3.350737095,0.100277596,0.002600288,5.92e-05
351,He,273K,0.01,5,struct+input,qt_then_rd,cat,cat,0.988031215,0.001581537,0.005180727,0.000140278,5.11e-05,5.93e-06,6.886945758,0.154533385,3.60905242,0.048845143,0.002661037,8.15e-05
354,He,273K,0.01,5,struct+input,random_struct,cat,cat,0.962829561,0.054406205,0.005531728,0.000356334,0.000464233,0.000749528,7.241195953,0.119791933,3.558423615,0.060764664,0.002761507,0.000167724
357,He,273K,0.01,5,struct,random_struct,cat,cat,0.952292146,0.053256134,0.008111178,0.000322302,0.000574023,0.000751658,13.43717442,0.711632787,3.348325968,0.043523974,0.002621698,5.83e-05
360,He,273K,0.05,15,struct+input,qt_then_rd,cat,cat,0.994079874,0.000795702,0.010015694,0.000341886,0.000216418,4.57e-05,4.314749108,0.11494827,3.636409998,0.03904549,0.002697849,5.92e-05
363,He,273K,0.05,15,struct+input,random_struct,cat,cat,0.962976892,0.059654218,0.011449222,0.000880001,0.004067543,0.00709704,4.605344577,0.193829018,3.648110199,0.092539332,0.00270648,7.23e-05
366,He,273K,0.05,15,struct,random_struct,cat,cat,0.9524365,0.05959394,0.02342741,0.000909878,0.00501861,0.007245278,12.92731618,0.61321778,3.408526897,0.097205449,0.002641106,6.91e-05
369,He,273K,0.05,1,struct+input,qt_then_rd,cat,cat,0.993196643,0.002812517,0.000696394,2.62e-05,1.21e-06,6.5e-07,4.407228883,0.136502751,3.850351477,0.057430658,0.002761793,0.000102622
372,He,273K,0.05,1,struct+input,random_struct,cat,cat,0.963887666,0.056979175,0.000806068,5.91e-05,1.88e-05,3.23e-05,4.758784946,0.238502535,3.562489748,0.044281033,0.002688408,5.24e-05
375,He,273K,0.05,1,struct,random_struct,cat,cat,0.949799061,0.056226792,0.001665851,7.61e-05,2.49e-05,3.28e-05,13.85617368,0.808618508,3.430197144,0.125260946,0.002675486,8.43e-05
378,He,273K,0.05,5,struct+input,qt_then_rd,cat,cat,0.994080971,0.000959115,0.003407944,0.000118043,2.54e-05,6.44e-06,4.351707274,0.131454792,3.661222172,0.071113167,0.002657557,5.23e-05
381,He,273K,0.05,5,struct+input,random_struct,cat,cat,0.965711734,0.052714421,0.003885558,0.000268636,0.000431738,0.000723085,4.694695097,0.216216996,3.59625473,0.074735553,0.002647638,1.65e-05
384,He,273K,0.05,5,struct,random_struct,cat,cat,0.952292146,0.053256134,0.008111178,0.000322302,0.000574023,0.000751658,13.43717442,0.711632787,3.402186537,0.089583463,0.002660894,4.97e-05
387,He,273K,0.1,15,struct+input,qt_then_rd,cat,cat,0.995180163,0.001073888,0.008565539,0.000391446,0.000162382,4.32e-05,3.672969923,0.070011998,3.656128645,0.112078501,0.002684498,6.04e-05
390,He,273K,0.1,15,struct+input,random_struct,cat,cat,0.963966582,0.060090731,0.0102039,0.000829928,0.003979763,0.007132847,4.002673105,0.232922603,3.621890211,0.080487424,0.002670479,3.98e-05
