,gas,temperature,low_pressure,high_pressure,struct_info,sampling,model,trial_001_Model,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_percent_mean,MAPE_percent_std,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std
393,He,273K,0.1,15,struct,random_struct,cat,cat,0.9524365,0.05959394,0.02342741,0.000909878,0.00501861,0.007245278,12.92731618,0.61321778,3.34266572,0.101719887,0.002613831,5.02e-05
396,He,273K,0.1,1,struct+input,qt_then_rd,cat,cat,0.994811552,0.001742353,0.000596987,2.62e-05,8.32e-07,3.24e-07,3.809160193,0.08698605,3.645348072,0.105258465,0.002663612,5.88e-05
399,He,273K,0.1,1,struct+input,random_struct,cat,cat,0.963676171,0.058245959,0.000702736,6.64e-05,1.9e-05,3.29e-05,4.095552229,0.203975426,3.567917776,0.062680301,0.002683735,6.65e-05
402,He,273K,0.1,1,struct,random_struct,cat,cat,0.949799061,0.056226792,0.001665851,7.61e-05,2.49e-05,3.28e-05,13.85617368,0.808618508,3.408227301,0.110154738,0.002616501,3.6e-05
405,He,273K,0.1,5,struct+input,qt_then_rd,cat,cat,0.995099568,0.001248365,0.002915487,0.000122897,1.93e-05,5.89e-06,3.707077736,0.082324221,3.713669729,0.101829058,0.002734947,5.69e-05
408,He,273K,0.1,5,struct+input,random_struct,cat,cat,0.966018983,0.053563438,0.003440092,0.000265395,0.000429424,0.00073352,4.019360675,0.220944801,3.546568727,0.038763578,0.002674198,5.77e-05
411,He,273K,0.1,5,struct,random_struct,cat,cat,0.952292146,0.053256134,0.008111178,0.000322302,0.000574023,0.000751658,13.43717442,0.711632787,3.325323105,0.101980457,0.002619696,3.78e-05
414,He,273K,0.5,15,struct+input,qt_then_rd,cat,cat,0.996673384,0.000174758,0.006973556,0.000160625,0.000109637,6.15e-06,3.039788186,0.068832815,3.728761339,0.119803693,0.002675486,5.04e-05
417,He,273K,0.5,15,struct+input,random_struct,cat,cat,0.964345572,0.060318739,0.008562854,0.000654587,0.003947684,0.00715287,3.252539575,0.322676151,3.625798941,0.032785635,0.002906704,0.000515681
420,He,273K,0.5,15,struct,random_struct,cat,cat,0.9524365,0.05959394,0.02342741,0.000909878,0.00501861,0.007245278,12.92731618,0.61321778,3.362071657,0.092406105,0.002647591,4.95e-05
423,He,273K,0.5,1,struct+input,qt_then_rd,cat,cat,0.996738736,0.000196673,0.000478707,1.53e-05,5.09e-07,3.01e-08,3.128926028,0.116983495,3.673820734,0.063240459,0.00268631,4.46e-05
426,He,273K,0.5,1,struct+input,random_struct,cat,cat,0.965209128,0.055717171,0.000591779,5.08e-05,1.82e-05,3.15e-05,3.370809157,0.348800654,3.643461227,0.084249895,0.002782488,0.000234541
429,He,273K,0.5,1,struct,random_struct,cat,cat,0.949799061,0.056226792,0.001665851,7.61e-05,2.49e-05,3.28e-05,13.85617368,0.808618508,3.39382844,0.066929379,0.00268321,4.32e-05
432,He,273K,0.5,5,struct+input,qt_then_rd,cat,cat,0.996901219,0.000127094,0.002314796,7.13e-05,1.2e-05,8.96e-07,3.028011134,0.103597608,3.655350113,0.063407415,0.002669048,4.04e-05
435,He,273K,0.5,5,struct+input,random_struct,cat,cat,0.966294137,0.051522479,0.002863216,0.000160594,0.000424281,0.000706745,3.262344116,0.361101987,3.615989256,0.116005919,0.002722311,3.1e-05
438,He,273K,0.5,5,struct,random_struct,cat,cat,0.952292146,0.053256134,0.008111178,0.000322302,0.000574023,0.000751658,13.43717442,0.711632787,3.331752014,0.096295985,0.002612591,3.36e-05
441,He,293K,0.01,15,struct+input,qt_then_rd,cat,cat,0.989003491,0.000747861,0.013261967,0.000181342,0.000320997,1.44e-05,6.863028405,0.154388746,3.851640987,0.05563233,0.002757788,9.4e-05
444,He,293K,0.01,15,struct+input,random_struct,cat,cat,0.961874791,0.06195336,0.014309285,0.001019706,0.003566687,0.006292477,7.213580348,0.208582895,3.598601437,0.104401806,0.002696943,6.3e-05
447,He,293K,0.01,15,struct,random_struct,cat,cat,0.954332518,0.061335933,0.020049011,0.00083826,0.004140332,0.006329479,12.40330651,0.486041134,3.437677193,0.112397333,0.00274148,0.000144888
450,He,293K,0.01,1,struct+input,qt_then_rd,cat,cat,0.988164981,0.001942167,0.000920084,1.14e-05,1.62e-06,2.03e-07,7.015283651,0.186611068,3.592724228,0.019790994,0.002678728,5.04e-05
453,He,293K,0.01,1,struct+input,random_struct,cat,cat,0.962050421,0.05801375,0.000992733,6.59e-05,1.64e-05,2.76e-05,7.376303421,0.232492392,3.579572105,0.058594007,0.002704096,5.49e-05
456,He,293K,0.01,1,struct,random_struct,cat,cat,0.954117997,0.055445257,0.001399906,6.82e-05,1.92e-05,2.69e-05,13.01699642,0.703386096,3.316688871,0.077312729,0.002620554,2.09e-05
459,He,293K,0.01,5,struct+input,qt_then_rd,cat,cat,0.988742254,0.001191258,0.004543502,6.08e-05,3.82e-05,2.56e-06,6.943842315,0.164964707,3.663063145,0.114518702,0.002683926,6.5e-05
462,He,293K,0.01,5,struct+input,random_struct,cat,cat,0.964528316,0.053107801,0.004860526,0.000327097,0.000374005,0.000615522,7.27120684,0.203777517,3.546059847,0.054247587,0.002684832,6.26e-05
465,He,293K,0.01,5,struct,random_struct,cat,cat,0.956000839,0.054316642,0.006854214,0.000304137,0.000451256,0.000640001,12.74892021,0.627070273,3.322010899,0.05608262,0.002715969,7.21e-05
468,He,293K,0.05,15,struct+input,qt_then_rd,cat,cat,0.994436558,0.000893589,0.008646709,0.000221685,0.000150389,2.28e-05,4.31719217,0.121043204,3.623611879,0.031566893,0.002659035,2.78e-05
471,He,293K,0.05,15,struct+input,random_struct,cat,cat,0.963569117,0.061447957,0.009925103,0.00087746,0.003431905,0.006221695,4.517793006,0.217094698,3.769570446,0.074004451,0.002781105,0.000238463
474,He,293K,0.05,15,struct,random_struct,cat,cat,0.954332518,0.061335933,0.020049011,0.00083826,0.004140332,0.006329479,12.40330651,0.486041134,3.336693907,0.049557553,0.002624941,3.61e-05
477,He,293K,0.05,1,struct+input,qt_then_rd,cat,cat,0.994282521,0.00114324,0.000600883,1.97e-05,7.28e-07,1.39e-07,4.423281615,0.130509737,3.684807062,0.072696081,0.002736855,0.000243807
480,He,293K,0.05,1,struct+input,random_struct,cat,cat,0.964618139,0.056682921,0.000678849,5.61e-05,1.54e-05,2.68e-05,4.567279598,0.221111846,3.624895287,0.060145055,0.002777863,0.000302797
483,He,293K,0.05,1,struct,random_struct,cat,cat,0.954117997,0.055445257,0.001399906,6.82e-05,1.92e-05,2.69e-05,13.01699642,0.703386096,3.414946222,0.088568947,0.002634668,6.7e-05
486,He,293K,0.05,5,struct+input,qt_then_rd,cat,cat,0.99460611,0.000867713,0.002912709,8.77e-05,1.69e-05,2.59e-06,4.346875451,0.104282556,3.717708969,0.099938016,0.002699184,5.62e-05
489,He,293K,0.05,5,struct+input,random_struct,cat,cat,0.965707427,0.054515842,0.003326485,0.000248717,0.000364978,0.000628834,4.509296311,0.223480089,3.631687546,0.065256373,0.002761316,0.000292203
492,He,293K,0.05,5,struct,random_struct,cat,cat,0.956000839,0.054316642,0.006854214,0.000304137,0.000451256,0.000640001,12.74892021,0.627070273,3.33821106,0.086781205,0.002709246,0.000300174
495,He,293K,0.1,15,struct+input,qt_then_rd,cat,cat,0.996090551,0.000517455,0.007163772,0.000164375,0.0001114,1.68e-05,3.466443844,0.090841286,3.726453018,0.147457741,0.002687645,0.000113718
498,He,293K,0.1,15,struct+input,random_struct,cat,cat,0.963313947,0.061043332,0.008747561,0.000784763,0.00345171,0.00618429,3.786554826,0.215572832,3.723124313,0.163135993,0.00290885,0.000530225
501,He,293K,0.1,15,struct,random_struct,cat,cat,0.954332518,0.061335933,0.020049011,0.00083826,0.004140332,0.006329479,12.40330651,0.486041134,3.324417162,0.057244246,0.002597713,2.98e-05
504,He,293K,0.1,1,struct+input,qt_then_rd,cat,cat,0.995934092,0.000692811,0.000496868,8.74e-06,5.46e-07,1.09e-07,3.579456694,0.090498496,3.753552055,0.069400998,0.002700424,6.94e-05
507,He,293K,0.1,1,struct+input,random_struct,cat,cat,0.965199627,0.057902715,0.000590104,5.85e-05,1.53e-05,2.73e-05,3.832526353,0.210865455,3.647335005,0.067202206,0.002679348,6.51e-05
510,He,293K,0.1,1,struct,random_struct,cat,cat,0.954117997,0.055445257,0.001399906,6.82e-05,1.92e-05,2.69e-05,13.01699642,0.703386096,3.332532692,0.059997652,0.002640581,8.09e-05
513,He,293K,0.1,5,struct+input,qt_then_rd,cat,cat,0.99606024,0.000727069,0.002407189,4.93e-05,1.31e-05,2.73e-06,3.464166237,0.09088485,3.65695653,0.057937365,0.002622271,2.53e-05
516,He,293K,0.1,5,struct+input,random_struct,cat,cat,0.966521911,0.053580262,0.002870977,0.000251407,0.00035687,0.000617292,3.721207531,0.228601583,3.631451797,0.080061975,0.002725077,0.000209042
519,He,293K,0.1,5,struct,random_struct,cat,cat,0.956000839,0.054316642,0.006854214,0.000304137,0.000451256,0.000640001,12.74892021,0.627070273,3.304524136,0.032386964,0.002569389,3.63e-05
522,He,293K,0.2,15,struct+input,qt_then_rd,cat,cat,0.996974768,0.000101436,0.006227877,9.89e-05,8.07e-05,2.36e-06,3.046641874,0.093808843,3.62754612,0.128585682,0.002672911,0.000107876
525,He,293K,0.2,15,struct+input,random_struct,cat,cat,0.964737917,0.059919511,0.007723033,0.000638818,0.003327461,0.006062595,3.279366034,0.296345973,3.612494564,0.062226958,0.002733231,0.000222802
528,He,293K,0.2,15,struct,random_struct,cat,cat,0.954332518,0.061335933,0.020049011,0.00083826,0.004140332,0.006329479,12.40330651,0.486041134,3.335806417,0.064770969,0.002650309,2.52e-05
531,He,293K,0.2,1,struct+input,qt_then_rd,cat,cat,0.997033712,0.000304754,0.000426633,1.3e-05,3.72e-07,3.2e-08,3.112712072,0.099712709,3.647279882,0.099088006,0.002643538,4.46e-05
534,He,293K,0.2,1,struct+input,random_struct,cat,cat,0.965605722,0.056812794,0.00052488,4.6e-05,1.51e-05,2.68e-05,3.359908949,0.26979055,3.612764168,0.068940393,0.002739573,0.000212487
537,He,293K,0.2,1,struct,random_struct,cat,cat,0.954117997,0.055445257,0.001399906,6.82e-05,1.92e-05,2.69e-05,13.01699642,0.703386096,3.513315725,0.021226634,0.002674866,6.61e-05
540,He,293K,0.2,5,struct+input,qt_then_rd,cat,cat,0.997042503,0.000346235,0.002087384,6.34e-05,9.15e-06,9.56e-07,3.068924811,0.102107079,3.702126217,0.130678786,0.002664137,5.3e-05
543,He,293K,0.2,5,struct+input,random_struct,cat,cat,0.966752312,0.055535048,0.002541228,0.000204057,0.000356925,0.000638239,3.25073579,0.286804712,3.654415941,0.050027716,0.002676105,4.71e-05
546,He,293K,0.2,5,struct,random_struct,cat,cat,0.956000839,0.054316642,0.006854214,0.000304137,0.000451256,0.000640001,12.74892021,0.627070273,3.333267307,0.101535318,0.002741575,0.000295898
549,He,293K,0.35,15,struct+input,qt_then_rd,cat,cat,0.997355657,0.000201411,0.005770582,9.29e-05,7.13e-05,5.89e-06,2.784023997,0.106172962,3.634187603,0.073634585,0.002648354,3.12e-05
552,He,293K,0.35,15,struct+input,random_struct,cat,cat,0.964595458,0.06096206,0.007276057,0.000685323,0.003349842,0.006161575,3.083159578,0.358171285,3.674420357,0.098347092,0.002906513,0.000511278
555,He,293K,0.35,15,struct,random_struct,cat,cat,0.954332518,0.061335933,0.020049011,0.00083826,0.004140332,0.006329479,12.40330651,0.486041134,3.3150424,0.061088663,0.002592611,8.76e-06
558,He,293K,0.35,1,struct+input,qt_then_rd,cat,cat,0.997540874,0.000165617,0.00039265,1.05e-05,3.12e-07,2.08e-08,2.831100211,0.143987471,3.644168472,0.074132848,0.002664804,2.73e-05
561,He,293K,0.35,1,struct+input,random_struct,cat,cat,0.964736769,0.058044229,0.000497375,4.64e-05,1.55e-05,2.74e-05,3.136088416,0.307847234,3.630254841,0.062480984,0.00286355,0.000511153
564,He,293K,0.35,1,struct,random_struct,cat,cat,0.954117997,0.055445257,0.001399906,6.82e-05,1.92e-05,2.69e-05,13.01699642,0.703386096,3.321524477,0.047117217,0.002655458,6.75e-05
567,He,293K,0.35,5,struct+input,qt_then_rd,cat,cat,0.99757563,0.000235931,0.00189682,3.66e-05,7.6e-06,7.76e-07,2.760367361,0.098741331,3.638336134,0.047695037,0.002636909,3.87e-05
570,He,293K,0.35,5,struct+input,random_struct,cat,cat,0.966154675,0.055077874,0.00237565,0.000207535,0.000361801,0.00063384,2.977777623,0.335714818,3.566213322,0.062271093,0.002703381,0.000213134
573,He,293K,0.35,5,struct,random_struct,cat,cat,0.956000839,0.054316642,0.006854214,0.000304137,0.000451256,0.000640001,12.74892021,0.627070273,3.350802183,0.011130494,0.002587271,4.24e-05
576,He,293K,0.5,15,struct+input,qt_then_rd,cat,cat,0.997687199,0.000183457,0.005444096,0.000162428,6.49e-05,5.57e-06,2.689860302,0.038852668,3.695403099,0.126967474,0.002753544,0.000112632
579,He,293K,0.5,15,struct+input,random_struct,cat,cat,0.964610249,0.06168128,0.007141874,0.000656895,0.00335335,0.006229676,2.988615896,0.349777517,3.531018448,0.03386944,0.002637911,6.4e-05
582,He,293K,0.5,15,struct,random_struct,cat,cat,0.954332518,0.061335933,0.020049011,0.00083826,0.004140332,0.006329479,12.40330651,0.486041134,3.506881762,0.022376264,0.002697325,6.69e-05
585,He,293K,0.5,1,struct+input,qt_then_rd,cat,cat,0.997255881,0.00142238,0.000375247,1.57e-05,3.61e-07,1.8e-07,2.73599753,0.078996101,3.657516479,0.115354719,0.002662516,7.59e-05
588,He,293K,0.5,1,struct+input,random_struct,cat,cat,0.965798955,0.056973889,0.000486663,4.28e-05,1.5e-05,2.69e-05,3.053405549,0.316710626,3.616148996,0.089471864,0.002734375,6.46e-05
591,He,293K,0.5,1,struct,random_struct,cat,cat,0.954117997,0.055445257,0.001399906,6.82e-05,1.92e-05,2.69e-05,13.01699642,0.703386096,3.312744904,0.025104836,0.002645493,7.62e-05
594,He,293K,0.5,5,struct+input,qt_then_rd,cat,cat,0.997698882,0.000637729,0.001796672,5.42e-05,7.47e-06,1.91e-06,2.675565882,0.06834823,3.724984503,0.123676198,0.002697229,0.000116738
597,He,293K,0.5,5,struct+input,random_struct,cat,cat,0.96724425,0.05399845,0.002340654,0.000205632,0.000350843,0.000620989,2.932702587,0.322196614,3.550324297,0.020908912,0.00266161,6.93e-05
600,He,293K,0.5,5,struct,random_struct,cat,cat,0.956000839,0.054316642,0.006854214,0.000304137,0.000451256,0.000640001,12.74892021,0.627070273,3.354287481,0.031809745,0.002608013,3.14e-05
603,He,313K,0.01,15,struct+input,qt_then_rd,cat,cat,0.98810964,0.00041829,0.012310273,0.000252801,0.000275664,1.24e-05,7.221451319,0.138246563,3.633699989,0.100631821,0.002680302,2.75e-05
606,He,313K,0.01,15,struct+input,random_struct,cat,cat,0.96060308,0.062887014,0.01321807,0.00095756,0.003156016,0.005497001,7.598480766,0.215238947,3.644266319,0.134876639,0.002735233,7.76e-05
609,He,313K,0.01,15,struct,random_struct,cat,cat,0.956215097,0.061547607,0.017413466,0.000814215,0.003433248,0.005437979,11.97971933,0.521382495,3.320993185,0.036084044,0.00258913,2.52e-05
612,He,313K,0.01,1,struct+input,qt_then_rd,cat,cat,0.987884283,0.000430443,0.000844904,2e-05,1.31e-06,5.96e-08,7.301602807,0.148215955,3.611909389,0.066854956,0.00266242,3.94e-05
615,He,313K,0.01,1,struct+input,random_struct,cat,cat,0.962429843,0.057780704,0.00090694,6.92e-05,1.39e-05,2.36e-05,7.701045619,0.210311722,3.572173166,0.046821727,0.002718544,9.97e-05
618,He,313K,0.01,1,struct,random_struct,cat,cat,0.957140752,0.058932653,0.0011973,6.45e-05,1.56e-05,2.43e-05,12.36180467,0.511366796,3.365926552,0.0601952,0.002638531,7.92e-05
621,He,313K,0.01,5,struct+input,qt_then_rd,cat,cat,0.988071253,0.000409507,0.004194609,7.97e-05,3.19e-05,1.36e-06,7.270297173,0.155410328,3.690978098,0.128502418,0.002699423,7.23e-05
624,He,313K,0.01,5,struct+input,random_struct,cat,cat,0.962881177,0.054636288,0.00445338,0.000289113,0.000332921,0.000539246,7.65150181,0.204828394,3.611617279,0.076706607,0.002692795,7.29e-05
627,He,313K,0.01,5,struct,random_struct,cat,cat,0.958562719,0.052910776,0.005960384,0.000253777,0.000363774,0.000529065,12.30453499,0.551225409,3.411257648,0.139145669,0.002640772,7.86e-05
630,He,313K,0.05,15,struct+input,qt_then_rd,cat,cat,0.993801927,0.000291442,0.008252842,0.000178465,0.000132693,7.47e-06,4.579827638,0.079812764,3.68900156,0.084246312,0.002735043,0.000194637
633,He,313K,0.05,15,struct+input,random_struct,cat,cat,0.96332482,0.062465845,0.009538575,0.000886343,0.002973169,0.005432976,4.950921842,0.210159136,3.656338358,0.075320028,0.002664709,4.92e-05
636,He,313K,0.05,15,struct,random_struct,cat,cat,0.956215097,0.061547607,0.017413466,0.000814215,0.003433248,0.005437979,11.97971933,0.521382495,3.313396263,0.078277776,0.002634573,3.16e-05
639,He,313K,0.05,1,struct+input,qt_then_rd,cat,cat,0.993824886,0.000342755,0.0005717,6.13e-06,6.17e-07,3.19e-08,4.698338873,0.057217207,3.633760738,0.042353151,0.002668381,3.75e-05
642,He,313K,0.05,1,struct+input,random_struct,cat,cat,0.964034701,0.0593697,0.00065509,5.98e-05,1.35e-05,2.41e-05,5.042730733,0.188769635,3.624140549,0.048438852,0.002746296,0.000213227
645,He,313K,0.05,1,struct,random_struct,cat,cat,0.957140752,0.058932653,0.0011973,6.45e-05,1.56e-05,2.43e-05,12.36180467,0.511366796,3.331240749,0.038446843,0.002590513,3.32e-05
648,He,313K,0.05,5,struct+input,qt_then_rd,cat,cat,0.993911993,0.000421246,0.002792165,5.97e-05,1.51e-05,1e-06,4.616023597,0.095580956,3.701144695,0.127209809,0.002676249,7e-05
651,He,313K,0.05,5,struct+input,random_struct,cat,cat,0.965869605,0.053116411,0.003206177,0.000249463,0.000308743,0.000522018,4.963276121,0.219679004,3.665390348,0.084772686,0.002657366,4.59e-05
654,He,313K,0.05,5,struct,random_struct,cat,cat,0.958562719,0.052910776,0.005960384,0.000253777,0.000363774,0.000529065,12.30453499,0.551225409,3.38173151,0.106569614,0.002655697,3.47e-05
657,He,313K,0.1,15,struct+input,qt_then_rd,cat,cat,0.995283025,0.000551944,0.007106455,8.77e-05,0.000109417,1.67e-05,3.923681661,0.10209477,3.618841267,0.069746261,0.002649498,4.89e-05
660,He,313K,0.1,15,struct+input,random_struct,cat,cat,0.964071316,0.060127729,0.008445226,0.000677983,0.002905445,0.005232765,4.263403419,0.258865033,3.667796469,0.100119401,0.002702188,6.19e-05
663,He,313K,0.1,15,struct,random_struct,cat,cat,0.956215097,0.061547607,0.017413466,0.000814215,0.003433248,0.005437979,11.97971933,0.521382495,3.33526969,0.032423787,0.002613688,3.2e-05
666,He,313K,0.1,1,struct+input,qt_then_rd,cat,cat,0.994367108,0.0015209,0.000502096,1.21e-05,6.14e-07,1.93e-07,4.089388278,0.128603909,3.686313343,0.066688267,0.002661276,4.9e-05
669,He,313K,0.1,1,struct+input,random_struct,cat,cat,0.96369515,0.05966386,0.000580599,4.74e-05,1.36e-05,2.42e-05,4.348526768,0.247473139,3.624531317,0.019811748,0.002688837,6.85e-05
672,He,313K,0.1,1,struct,random_struct,cat,cat,0.957140752,0.058932653,0.0011973,6.45e-05,1.56e-05,2.43e-05,12.36180467,0.511366796,3.371499729,0.098775678,0.002621126,5.21e-05
675,He,313K,0.1,5,struct+input,qt_then_rd,cat,cat,0.994949488,0.000915523,0.002416369,6.18e-05,1.36e-05,2.97e-06,3.98241658,0.122897346,3.653818703,0.033298167,0.002647018,2.18e-05
678,He,313K,0.1,5,struct+input,random_struct,cat,cat,0.966204245,0.053097289,0.002847274,0.000213864,0.000306307,0.000521464,4.279207088,0.294310996,3.570304775,0.043780255,0.002647591,4.85e-05
681,He,313K,0.1,5,struct,random_struct,cat,cat,0.958562719,0.052910776,0.005960384,0.000253777,0.000363774,0.000529065,12.30453499,0.551225409,3.317191935,0.049774978,0.002616358,2.45e-05
684,He,313K,0.5,15,struct+input,qt_then_rd,cat,cat,0.996824327,0.00027043,0.005625646,0.000206541,7.15e-05,6.7e-06,3.130248851,0.167444765,3.659045839,0.046844228,0.002672625,3.32e-05
687,He,313K,0.5,15,struct+input,random_struct,cat,cat,0.964676966,0.060584835,0.00689873,0.00054484,0.002866894,0.005264005,3.353530498,0.387026102,3.567371368,0.050204789,0.002628517,2.38e-05
690,He,313K,0.5,15,struct,random_struct,cat,cat,0.956215097,0.061547607,0.017413466,0.000814215,0.003433248,0.005437979,11.97971933,0.521382495,3.309671354,0.029243586,0.002607441,4.49e-05
693,He,313K,0.5,1,struct+input,qt_then_rd,cat,cat,0.9961492,0.000868179,0.000397164,1.46e-05,4.06e-07,9.45e-08,3.257383383,0.151011839,3.765707111,0.147381604,0.002687883,6.44e-05
696,He,313K,0.5,1,struct+input,random_struct,cat,cat,0.964641094,0.058871515,0.000478386,4.14e-05,1.33e-05,2.38e-05,3.412245811,0.282475285,3.667743063,0.09790621,0.002669668,4.07e-05
699,He,313K,0.5,1,struct,random_struct,cat,cat,0.957140752,0.058932653,0.0011973,6.45e-05,1.56e-05,2.43e-05,12.36180467,0.511366796,3.327384329,0.038829502,0.002637863,4.09e-05
702,He,313K,0.5,5,struct+input,qt_then_rd,cat,cat,0.996761022,0.000447255,0.001893245,6.16e-05,8.42e-06,1.1e-06,3.158716501,0.168343985,3.671202707,0.043925199,0.002776051,0.000296976
705,He,313K,0.5,5,struct+input,random_struct,cat,cat,0.966364133,0.052933956,0.002308063,0.000149239,0.000304902,0.000519584,3.340487947,0.38357308,3.567102146,0.076289622,0.002794886,0.000283038
708,He,313K,0.5,5,struct,random_struct,cat,cat,0.958562719,0.052910776,0.005960384,0.000253777,0.000363774,0.000529065,12.30453499,0.551225409,3.358774948,0.098645759,0.002634954,4.73e-05
711,N2,293K,0.01,5,struct+input,qt_then_rd,cat,cat,0.961881016,0.004815984,0.06050527,0.002999327,0.009403665,0.001084774,4.663260629,0.217603931,3.649970245,0.073130208,0.002446079,7.74e-05
714,N2,293K,0.01,5,struct+input,random_struct,cat,cat,0.779396216,0.09447754,0.077520642,0.006524115,0.092505884,0.036290476,5.530312577,0.541378348,3.489106131,0.043425822,0.00238986,4.19e-05
717,N2,293K,0.01,5,struct,random_struct,cat,cat,0.375316012,0.050383765,0.325360858,0.004073501,0.267097592,0.048377501,32.38477854,1.346396476,3.191161394,0.058635757,0.002362394,4.04e-05
720,O2,293K,0.01,5,struct+input,qt_then_rd,cat,cat,0.972786174,0.00223952,0.056631464,0.000744392,0.007674446,0.000674518,4.311281297,0.093817771,3.423840046,0.064496873,0.002241564,4.38e-05
723,O2,293K,0.01,5,struct+input,random_struct,cat,cat,0.865132766,0.177612949,0.067455901,0.006620716,0.107457487,0.187440072,4.916216937,0.259014165,3.444572592,0.041749749,0.002250051,3.83e-05
726,O2,293K,0.01,5,struct,random_struct,cat,cat,0.384543974,0.095975025,0.321030811,0.007885746,0.346628107,0.230814905,32.44327026,1.133381383,3.258719826,0.126854433,0.002249861,5.98e-05
