Unnamed: 0,gas,temperature,low_pressure,high_pressure,struct_info,sampling,model,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_percent_mean,MAPE_percent_std
532,He,293,0.2,1,struct+input,qt_then_rd,gbm,0.998416868,0.000100696,0.000319415,3.70E-06,2.06E-07,1.03E-08,2.222090727,0.025573239
535,He,293,0.2,1,struct+input,random_struct,gbm,0.972366532,0.027531867,0.00045785,5.48E-05,1.68E-05,1.18E-05,2.43340488,0.153760804
538,He,293,0.2,1,struct,random_struct,gbm,-0.270668668,0.958382928,0.002572125,0.000421907,0.001112304,0.000960747,14.73930264,1.353565153
541,He,293,0.2,5,struct+input,qt_then_rd,gbm,0.998179035,0.000661356,0.001510415,3.22E-05,5.81E-06,2.03E-06,2.090106461,0.025657916
544,He,293,0.2,5,struct+input,random_struct,gbm,0.974093857,0.022105775,0.00222939,0.00025989,0.000416682,0.000274272,2.317435918,0.139519435
547,He,293,0.2,5,struct,random_struct,gbm,-0.262926978,0.921820308,0.01266135,0.002167178,0.027048393,0.023663033,14.48741158,1.401579982
550,He,293,0.35,15,struct+input,qt_then_rd,gbm,0.998982317,5.27E-05,0.003651614,8.61E-05,2.78E-05,1.33E-06,1.665316584,0.028798697
553,He,293,0.35,15,struct+input,random_struct,gbm,0.977402941,0.01997318,0.005747498,0.000671913,0.003092525,0.001850077,1.845053168,0.147703753
556,He,293,0.35,15,struct,random_struct,gbm,-0.416734254,0.936819008,0.038346412,0.005821882,0.251547972,0.203478638,15.00086494,1.539070161
559,He,293,0.35,1,struct+input,qt_then_rd,gbm,0.998975197,6.35E-05,0.000259823,6.40E-06,1.32E-07,6.39E-09,1.813974209,0.032438289
562,He,293,0.35,1,struct+input,random_struct,gbm,0.974775717,0.025710719,0.000398529,5.36E-05,1.54E-05,1.06E-05,1.989998168,0.161500103
565,He,293,0.35,1,struct,random_struct,gbm,-0.270668668,0.958382928,0.002572125,0.000421907,0.001112304,0.000960747,14.73930264,1.353565153
568,He,293,0.35,5,struct+input,qt_then_rd,gbm,0.99912684,5.59E-05,0.001180792,1.34E-05,2.77E-06,4.38E-08,1.647879105,0.029062055
571,He,293,0.35,5,struct+input,random_struct,gbm,0.975439553,0.021256183,0.001881069,0.000268285,0.0003972,0.000244576,1.823855892,0.147896802
574,He,293,0.35,5,struct,random_struct,gbm,-0.262926978,0.921820308,0.01266135,0.002167178,0.027048393,0.023663033,14.48741158,1.401579982
577,He,293,0.5,15,struct+input,qt_then_rd,gbm,0.998661335,0.001153001,0.003394424,0.000108106,3.95E-05,3.14E-05,1.497742086,0.022775508
580,He,293,0.5,15,struct+input,random_struct,gbm,0.977190318,0.021030168,0.005358717,0.000652996,0.003106391,0.001893927,1.64422306,0.144169517
583,He,293,0.5,15,struct,random_struct,gbm,-0.416734254,0.936819008,0.038346412,0.005821882,0.251547972,0.203478638,15.00086494,1.539070161
586,He,293,0.5,1,struct+input,qt_then_rd,gbm,0.999188888,3.76E-05,0.000236529,4.27E-06,1.16E-07,9.99E-09,1.628529256,0.033202677
589,He,293,0.5,1,struct+input,random_struct,gbm,0.974348929,0.026013198,0.000369317,5.23E-05,1.58E-05,1.09E-05,1.79440031,0.14019062
592,He,293,0.5,1,struct,random_struct,gbm,-0.270668668,0.958382928,0.002572125,0.000421907,0.001112304,0.000960747,14.73930264,1.353565153
595,He,293,0.5,5,struct+input,qt_then_rd,gbm,0.999153406,0.000324357,0.001080363,2.98E-05,2.95E-06,9.87E-07,1.455599284,0.01456916
598,He,293,0.5,5,struct+input,random_struct,gbm,0.975900536,0.021020346,0.001739557,0.000259632,0.000392557,0.000253058,1.600802193,0.139747737
601,He,293,0.5,5,struct,random_struct,gbm,-0.262926978,0.921820308,0.01266135,0.002167178,0.027048393,0.023663033,14.48741158,1.401579982
604,He,313,0.01,15,struct+input,qt_then_rd,gbm,0.511483832,0.224472892,0.017350811,0.001562155,0.028093876,0.021647034,7.63876909,0.242988049
607,He,313,0.01,15,struct+input,random_struct,gbm,0.442935239,0.325101215,0.024170693,0.004077918,0.100791756,0.093983008,8.321670328,0.663142284
610,He,313,0.01,15,struct,random_struct,gbm,-0.480174446,0.910885787,0.034570506,0.005859239,0.224743037,0.175686,14.43158162,1.730859157
613,He,313,0.01,1,struct+input,qt_then_rd,gbm,0.50801466,0.22295949,0.001201157,9.26E-05,0.000130812,9.86E-05,7.80843265,0.224306825
616,He,313,0.01,1,struct+input,random_struct,gbm,0.486551577,0.338225545,0.001585048,0.000315384,0.000439538,0.000435774,8.25935538,0.486952477
619,He,313,0.01,1,struct,random_struct,gbm,-0.30678009,0.861535683,0.002361567,0.000354356,0.000972994,0.000815276,14.54132066,1.477437815
622,He,313,0.01,5,struct+input,qt_then_rd,gbm,0.502038117,0.215924607,0.005956395,0.000456535,0.003265114,0.002456857,7.757088619,0.2388234
625,He,313,0.01,5,struct+input,random_struct,gbm,0.465021033,0.283244722,0.008139526,0.001342941,0.011087264,0.010538593,8.383910517,0.64825352
628,He,313,0.01,5,struct,random_struct,gbm,-0.194550141,0.974810069,0.011156892,0.002195646,0.022837209,0.021576891,13.92992607,1.509142297
631,He,313,0.05,15,struct+input,qt_then_rd,gbm,0.655838155,0.226376253,0.012299902,0.001847492,0.015793339,0.016238237,5.083510988,0.490175727
634,He,313,0.05,15,struct+input,random_struct,gbm,0.435557036,0.242607971,0.019859352,0.004396166,0.097702569,0.087763952,5.234027943,0.44841902
637,He,313,0.05,15,struct,random_struct,gbm,-0.480174446,0.910885787,0.034570506,0.005859239,0.224743037,0.175686,14.43158162,1.730859157
640,He,313,0.05,1,struct+input,qt_then_rd,gbm,0.649582152,0.231360006,0.000848283,0.000123346,7.67E-05,7.92E-05,5.161461421,0.487850537
643,He,313,0.05,1,struct+input,random_struct,gbm,0.381950851,0.237791883,0.001417959,0.00029135,0.000472269,0.00039662,5.496121188,0.427856743
646,He,313,0.05,1,struct,random_struct,gbm,-0.30678009,0.861535683,0.002361567,0.000354356,0.000972994,0.000815276,14.54132066,1.477437815
649,He,313,0.05,5,struct+input,qt_then_rd,gbm,0.641251797,0.222052831,0.004220715,0.000644936,0.001932217,0.001966458,5.108893416,0.388879768
652,He,313,0.05,5,struct+input,random_struct,gbm,0.477045711,0.221408428,0.006810891,0.001544587,0.010678817,0.010200688,5.302878887,0.420937482
655,He,313,0.05,5,struct,random_struct,gbm,-0.194550141,0.974810069,0.011156892,0.002195646,0.022837209,0.021576891,13.92992607,1.509142297
658,He,313,0.1,15,struct+input,qt_then_rd,gbm,0.505572863,0.169706534,0.011471299,0.001744637,0.025016447,0.015101809,3.751995932,0.294682791
661,He,313,0.1,15,struct+input,random_struct,gbm,0.403380827,0.258438338,0.019516892,0.004687721,0.103846641,0.096123786,4.387800473,0.738214321
664,He,313,0.1,15,struct,random_struct,gbm,-0.480174446,0.910885787,0.034570506,0.005859239,0.224743037,0.175686,14.43158162,1.730859157
667,He,313,0.1,1,struct+input,qt_then_rd,gbm,0.4780725,0.148309093,0.000811972,0.000139423,0.000123497,7.25E-05,3.926518326,0.300848145
670,He,313,0.1,1,struct+input,random_struct,gbm,0.401725533,0.25524467,0.001360191,0.000334686,0.000474249,0.000424607,4.61452206,0.853330939
673,He,313,0.1,1,struct,random_struct,gbm,-0.30678009,0.861535683,0.002361567,0.000354356,0.000972994,0.000815276,14.54132066,1.477437815
676,He,313,0.1,5,struct+input,qt_then_rd,gbm,0.484735541,0.157529376,0.003986678,0.000713755,0.003017635,0.001789612,3.826926868,0.242411637
679,He,313,0.1,5,struct+input,random_struct,gbm,0.426465885,0.229062579,0.006555043,0.001521606,0.011373057,0.010428074,4.435051965,0.778424092
682,He,313,0.1,5,struct,random_struct,gbm,-0.194550141,0.974810069,0.011156892,0.002195646,0.022837209,0.021576891,13.92992607,1.509142297
685,He,313,0.5,15,struct+input,qt_then_rd,gbm,0.786748909,0.29490022,0.006792678,0.00290715,0.016067204,0.031768177,2.22515961,0.26687118
688,He,313,0.5,15,struct+input,random_struct,gbm,0.405099066,0.437207659,0.016117717,0.005532748,0.108269324,0.101911321,2.821886651,0.565170809
691,He,313,0.5,15,struct,random_struct,gbm,-0.480174446,0.910885787,0.034570506,0.005859239,0.224743037,0.175686,14.43158162,1.730859157
694,He,313,0.5,1,struct+input,qt_then_rd,gbm,0.757080327,0.286633077,0.000483603,0.000195315,7.84E-05,0.000147347,2.430026775,0.276459093
697,He,313,0.5,1,struct+input,random_struct,gbm,0.504577985,0.259281054,0.001060339,0.000310274,0.000431376,0.000439,2.934923054,0.454580261
700,He,313,0.5,1,struct,random_struct,gbm,-0.30678009,0.861535683,0.002361567,0.000354356,0.000972994,0.000815276,14.54132066,1.477437815
703,He,313,0.5,5,struct+input,qt_then_rd,gbm,0.772542907,0.292663438,0.002336897,0.000995239,0.001905815,0.003682536,2.264564079,0.344396629
706,He,313,0.5,5,struct+input,random_struct,gbm,0.495582157,0.251435093,0.005382362,0.001486369,0.01092913,0.011239097,2.819407585,0.412055419
709,He,313,0.5,5,struct,random_struct,gbm,-0.194550141,0.974810069,0.011156892,0.002195646,0.022837209,0.021576891,13.92992607,1.509142297
712,N2,293,0.01,5,struct+input,qt_then_rd,gbm,0.954723144,0.006952693,0.062490232,0.001924181,0.011458626,0.001455604,4.73614936,0.154980045
715,N2,293,0.01,5,struct+input,random_struct,gbm,0.859138302,0.054380387,0.080765377,0.007690514,0.073175982,0.032573403,5.480722057,0.31117503
718,N2,293,0.01,5,struct,random_struct,gbm,0.267811968,0.034363832,0.340936349,0.007487468,0.374048621,0.070488225,34.57256986,2.577348792
721,O2,293,0.01,5,struct+input,qt_then_rd,gbm,0.963568451,0.000843476,0.060614719,0.001410832,0.010469666,0.000301791,4.448214823,0.095629859
724,O2,293,0.01,5,struct+input,random_struct,gbm,0.741704751,0.152399754,0.077310116,0.008270216,0.242568878,0.181378266,4.764747079,0.266480834
727,O2,293,0.01,5,struct,random_struct,gbm,0.243932894,0.087092823,0.338224201,0.011195675,0.625074886,0.280370559,32.78255215,1.064331538
