Unnamed: 0,gas,temperature,low_pressure,high_pressure,struct_info,sampling,model,trial_001_R2,trial_002_R2,trial_003_R2,trial_004_R2,trial_005_R2,trial_001_MAE,trial_002_MAE,trial_003_MAE,trial_004_MAE,trial_005_MAE,trial_001_RMSE,trial_002_RMSE,trial_003_RMSE,trial_004_RMSE,trial_005_RMSE,trial_001_MAPE_percent,trial_002_MAPE_percent,trial_003_MAPE_percent,trial_004_MAPE_percent,trial_005_MAPE_percent,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_percent_mean,MAPE_percent_std
0,Ar,273.0,0.01,15.0,struct+input,qt_then_rd,cat,0.9393317792746476,0.7479875442624062,0.7429166933283852,0.9387185784404076,0.9352381021352296,0.2725261609038192,0.2918532769730267,0.2817649874951987,0.2849318677707113,0.2838782978467837,0.17439936655867,0.85412833261024,0.8191970126787079,0.1700615861475813,0.1902469423767384,7.278004159530315,7.069331166880803,7.024429047080032,7.477405318080523,7.4553562543216,0.8608385394882152,0.1053597325910504,0.2829909181979079,0.006966171514116589,0.44160664807438754,0.36092477653057525,7.260905189178655,0.21071157368430443
3,Ar,273.0,0.01,15.0,struct+input,random_struct,cat,0.921572719985755,0.7743984664761284,0.9367303900930832,0.9412141993548612,0.943496846925204,0.2947694701436607,0.3039527150785093,0.291126859574885,0.2906512097084595,0.2833727737164209,0.2498308219542734,0.8408426606615034,0.2064665082260556,0.2119158683717808,0.1801480847030464,8.43646364829163,7.884404815544419,7.909298865747798,7.87286168933121,7.932023301559907,0.9034825245670064,0.07266394405346427,0.29277460564438706,0.00749246181010741,0.33784078878333185,0.28228527833866324,8.007010464094993,0.2411579913875905
6,Ar,273.0,0.01,15.0,struct,random_struct,cat,0.697896077839445,0.6003365540680703,0.7266407092405722,0.727133440786488,0.7285487121891531,0.6351895589440305,0.6265766651563452,0.639702743604722,0.6781641316926957,0.6639884366977125,0.9623548231593972,1.4895912718208086,0.8920481466107504,0.9836517187953469,0.8654637295119844,21.639736887420288,19.633052667979044,20.52159783213603,21.30082775597642,22.39196847077209,0.6961110988247456,0.055051319573520524,0.6487243072191011,0.021533653798378256,1.0386219379796575,0.2567486024018921,21.097436722856774,1.0591601526028074
9,Ar,273.0,0.01,1.0,struct+input,qt_then_rd,cat,0.9800210458175356,0.9804561579978476,0.9826904445452485,0.9832411861667116,0.985645795198944,0.020518866478904,0.0207035205451162,0.0202960791907783,0.0198913592092429,0.0192597068380552,0.0014303374575967,0.0014294343944733,0.0012866261861708,0.0011932649263322,0.0010240463830774,3.6586666711109608,3.718924710394209,3.705074298766512,3.520553588812545,3.518709448358121,0.9824109259452575,0.002278403307396307,0.02013390645241932,0.0005748931562872534,0.00127274186953008,0.00017157193861594864,3.6243857434884696,0.09819882498309535
12,Ar,273.0,0.01,1.0,struct+input,random_struct,cat,0.9761914401851676,0.9478829711411272,0.9333338125333716,0.9315449444531712,0.9716259173235924,0.0286000241082397,0.0336228279788649,0.0332379374910639,0.0356401485424218,0.0280624048206566,0.0048025632295197,0.0131001952856441,0.0166390011860376,0.0196135358326531,0.0056175888868506,4.668467484332092,4.68537176458253,4.740503455707441,4.457666077560443,4.552444009243711,0.9521158171272861,0.020941114580999037,0.03183266858824939,0.003329460697538387,0.01195457688414102,0.0065807416172257455,4.620890558285243,0.11407869681817165
15,Ar,273.0,0.01,1.0,struct,random_struct,cat,0.4261431821193571,0.3501109319318647,0.3992006208936808,0.3830860175127158,0.3183547670777338,0.2074284024585399,0.2122007537036523,0.2124434765566283,0.2318828867395417,0.2175731130009993,0.1157560001107608,0.1633568507666068,0.1499516015750095,0.1767563316474389,0.1349542372491471,53.73136130220559,51.30925687608978,53.21145073699742,56.36416679360943,65.16071142070423,0.3753791039070704,0.04211326492747153,0.21630572649187232,0.009418450616903351,0.1481550042697926,0.02385537437865646,55.9553894259213,5.453602026601869
18,Ar,273.0,0.01,5.0,struct+input,qt_then_rd,cat,0.9507663514259866,0.8660188307920478,0.8582165322681773,0.9480955293513962,0.9430187815866472,0.1185550919055271,0.1270104883838711,0.1250566574585713,0.1227975499110079,0.1233877382894975,0.0336555017118232,0.0993754129956427,0.101062576077797,0.0353641724663621,0.0391503847654443,6.002838004273162,6.073544425813829,6.106105377544022,6.141878640192324,6.3494565590699965,0.913223205084851,0.046817011392102564,0.12336150518969498,0.0031467825614493175,0.061721609603413864,0.03520440898645147,6.1347646013786665,0.1304962971470934
21,Ar,273.0,0.01,5.0,struct+input,random_struct,cat,0.925840235040808,0.8720191217559611,0.9320779915477296,0.9405574824599816,0.9271921618873248,0.1402429845417042,0.1477831703980544,0.1459562969601883,0.1422538380314028,0.1377819214297106,0.0715507228703251,0.1354977750189395,0.0746520877825663,0.069887946847853,0.071977812823909,7.615982641839715,7.092166662340708,7.588378941723713,6.977532461851191,7.215425870319302,0.9195373985383609,0.027181878979260173,0.14280364227221204,0.004086926255565069,0.08471326906871857,0.028440851167913547,7.297897315614925,0.2903954761954723
24,Ar,273.0,0.01,5.0,struct,random_struct,cat,0.5102671266368606,0.4591931205637336,0.5205493312049052,0.5031427245093774,0.5037416870761444,0.4638577174560028,0.4627288759024873,0.4760642926371795,0.5112160210710511,0.4894717466357063,0.472503400216762,0.5725709174992563,0.5269572297682148,0.5841666251278844,0.4906008595484396,32.90640048455249,30.436213597292312,32.22903768559653,33.5959390994485,35.86466768570822,0.4993787979982042,0.02353103159423028,0.4806677307404853,0.020225475519119795,0.5293598064321114,0.04901955416231995,33.00645171051961,1.9835196441666783
27,Ar,273.0,0.05,15.0,struct+input,qt_then_rd,cat,0.939831054705818,0.7519600181331789,0.9303976958564792,0.94063237314141,0.9363000708954036,0.2771171743881292,0.2887520903586897,0.2714264124304584,0.2759496499368539,0.2635813454413609,0.1640219315653662,0.8333721583553493,0.1888740349026906,0.1603614820767322,0.1780333606441689,7.284654757722844,7.1537731827439295,7.036497180871148,7.337140825518035,6.920082985174311,0.899824242546458,0.08275702312219688,0.2753653345110984,0.009178685978226908,0.3049325935088614,0.2956256073704585,7.146429786406054,0.1723722866298478
