,gas,temperature,low_pressure,high_pressure,struct_info,sampling,model,trial_001_Model,R2_mean,R2_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_percent_mean,MAPE_percent_std,fit_time_sec_mean,fit_time_sec_std,predict_time_sec_mean,predict_time_sec_std
55,Ar,273K,0.1,15,struct+input,qt_then_rd,gbm,gbm,0.942998649,0.005657815,0.269556461,0.005846336,0.153834963,0.013897332,6.948874653,0.106106215,15.48718886,0.092568141,0.012690544,6.85e-05
58,Ar,273K,0.1,15,struct+input,random_struct,gbm,gbm,0.94481049,0.006531251,0.274952545,0.012327979,0.17938749,0.027621455,7.38076831,0.272115097,15.50194449,0.114416679,0.013083029,0.000234197
61,Ar,273K,0.1,15,struct,random_struct,gbm,gbm,0.729446691,0.019103841,0.640355406,0.025071576,0.878083738,0.090985806,20.35820694,0.729765232,13.80130119,0.153470978,0.011824083,0.000126694
64,Ar,273K,0.1,1,struct+input,qt_then_rd,gbm,gbm,0.986221924,0.001610173,0.016202448,0.000665252,0.001000137,0.000118888,2.664696499,0.097883575,15.49115691,0.04961144,0.011822033,0.000109539
67,Ar,273K,0.1,1,struct+input,random_struct,gbm,gbm,0.973135396,0.010183548,0.025135687,0.002334293,0.006259132,0.003061849,3.212447647,0.067986971,15.49780474,0.057314936,0.012322855,8.82e-05
70,Ar,273K,0.1,1,struct,random_struct,gbm,gbm,0.288677376,0.025899722,0.226239667,0.007673912,0.160550438,0.02296257,55.95084672,3.346199166,13.73235364,0.066063335,0.011873913,0.000183362
73,Ar,273K,0.1,5,struct+input,qt_then_rd,gbm,gbm,0.943423261,0.0044127,0.117053872,0.001940558,0.036956167,0.002888354,5.755462274,0.135489944,15.4738668,0.069593545,0.012004328,7.41e-05
76,Ar,273K,0.1,5,struct+input,random_struct,gbm,gbm,0.9379783,0.008479141,0.134507661,0.006986485,0.064417311,0.01308073,6.563221746,0.320082131,15.56390424,0.117974859,0.01250186,0.000180559
79,Ar,273K,0.1,5,struct,random_struct,gbm,gbm,0.482032534,0.024437145,0.486079967,0.019711407,0.534939416,0.057222296,32.11065719,1.351240811,13.74012494,0.057963835,0.012211895,0.000332068
82,Ar,273K,0.5,15,struct+input,qt_then_rd,gbm,gbm,0.949412886,0.001946583,0.253833767,0.003558446,0.13737408,0.006928355,6.660190904,0.104457335,15.41649423,0.066922002,0.012888241,0.000181043
85,Ar,273K,0.5,15,struct+input,random_struct,gbm,gbm,0.951269098,0.00658476,0.260062948,0.011152229,0.158483728,0.02726999,6.998444803,0.220297403,15.49572868,0.125263901,0.013160038,0.000241473
88,Ar,273K,0.5,15,struct,random_struct,gbm,gbm,0.729446691,0.019103841,0.640355406,0.025071576,0.878083738,0.090985806,20.35820694,0.729765232,13.74689574,0.037937394,0.011798191,0.000157632
91,Ar,273K,0.5,1,struct+input,qt_then_rd,gbm,gbm,0.994936359,0.000644963,0.010397881,0.000405133,0.000351639,4.55e-05,1.726668847,0.032453044,15.51106911,0.064555965,0.012001991,0.000179186
94,Ar,273K,0.5,1,struct+input,random_struct,gbm,gbm,0.992884881,0.003440497,0.014101744,0.000916151,0.001657906,0.000950506,1.929634928,0.064740768,15.42974148,0.042616282,0.012526846,9.71e-05
97,Ar,273K,0.5,1,struct,random_struct,gbm,gbm,0.288677376,0.025899722,0.226239667,0.007673912,0.160550438,0.02296257,55.95084672,3.346199166,13.80972896,0.110439945,0.011587667,0.000347204
100,Ar,273K,0.5,5,struct+input,qt_then_rd,gbm,gbm,0.955427737,0.001844826,0.103098023,0.00172498,0.028058455,0.001480534,5.20618135,0.091170556,15.52596884,0.156643536,0.012275839,0.000258032
103,Ar,273K,0.5,5,struct+input,random_struct,gbm,gbm,0.951202044,0.007386851,0.118908083,0.007177645,0.050727011,0.0110065,5.830979493,0.325818794,15.44338369,0.037993575,0.0126122,8.63e-05
106,Ar,273K,0.5,5,struct,random_struct,gbm,gbm,0.482032534,0.024437145,0.486079967,0.019711407,0.534939416,0.057222296,32.11065719,1.351240811,13.72081394,0.107137188,0.012123394,0.000397726
109,Ar,293K,0.01,15,struct+input,qt_then_rd,gbm,gbm,0.958950897,0.004003507,0.192159874,0.004641628,0.076732935,0.005914282,7.89898712,0.237376562,22.70320253,0.096304894,0.017743397,0.000260688
112,Ar,293K,0.01,15,struct+input,random_struct,gbm,gbm,0.963467853,0.002369682,0.185653427,0.001346071,0.08466846,0.00588271,406140047.0,380275025.2,22.77696838,0.170744128,0.018078136,8.96e-05
115,Ar,293K,0.01,15,struct,random_struct,gbm,gbm,0.758484192,0.013038285,0.520270388,0.00214452,0.559430293,0.024703424,7673791426.0,8783835559.0,20.36074915,0.045098697,0.016195345,0.000319134
118,Ar,293K,0.01,1,struct+input,qt_then_rd,gbm,gbm,0.986364168,0.0020346,0.012803524,0.000569944,0.000565562,8.2e-05,3.439984653,0.085265872,22.88220763,0.096658589,0.016132736,9e-05
121,Ar,293K,0.01,1,struct+input,random_struct,gbm,gbm,0.948798787,0.018565557,0.018192994,0.001600603,0.006167331,0.002789889,68231772.19,86211826.0,22.99601412,0.105889252,0.016819191,0.000122799
124,Ar,293K,0.01,1,struct,random_struct,gbm,gbm,0.325908962,0.035176267,0.15089063,0.002750748,0.079300374,0.012400963,1997335599.0,2383379126.0,20.44415627,0.084410713,0.015642738,0.000219247
127,Ar,293K,0.01,5,struct+input,qt_then_rd,gbm,gbm,0.96101069,0.004212718,0.07948297,0.003359237,0.016812062,0.001755105,6.091872782,0.196434681,22.78917875,0.100261314,0.017346764,5.89e-05
130,Ar,293K,0.01,5,struct+input,random_struct,gbm,gbm,0.957815925,0.004010536,0.082994255,0.002017428,0.027276226,0.003514093,198599808.6,137687081.3,22.76738129,0.078489188,0.017798615,9.05e-05
133,Ar,293K,0.01,5,struct,random_struct,gbm,gbm,0.526816011,0.020261358,0.365857325,0.002290061,0.305415121,0.020922492,4761769281.0,4444325393.0,20.35496669,0.067436035,0.01616044,0.000191562
136,Ar,293K,0.05,15,struct+input,qt_then_rd,gbm,gbm,0.962255825,0.002172301,0.186354191,0.003523542,0.078885777,0.004528235,7.933929468,0.180239377,23.11521268,0.45231985,0.018128252,0.000109554
139,Ar,293K,0.05,15,struct+input,random_struct,gbm,gbm,0.964802905,0.002712088,0.180973569,0.002839511,0.081602229,0.007006466,363807797.4,360141993.0,22.76326742,0.019742778,0.018583345,0.00050986
142,Ar,293K,0.05,15,struct,random_struct,gbm,gbm,0.758484192,0.013038285,0.520270388,0.00214452,0.559430293,0.024703424,7673791426.0,8783835559.0,20.49711876,0.377827277,0.016341686,0.000240377
145,Ar,293K,0.05,1,struct+input,qt_then_rd,gbm,gbm,0.976114874,0.003680879,0.013969188,0.000939759,0.001754255,0.000381432,3.137599137,0.090103937,22.84993172,0.093941655,0.016844797,0.000330292
148,Ar,293K,0.05,1,struct+input,random_struct,gbm,gbm,0.954436952,0.015632246,0.015902226,0.001249202,0.005486478,0.002442045,64832997.3,64737306.32,22.88469753,0.11952956,0.017214251,9.52e-05
151,Ar,293K,0.05,1,struct,random_struct,gbm,gbm,0.325908962,0.035176267,0.15089063,0.002750748,0.079300374,0.012400963,1997335599.0,2383379126.0,20.46506505,0.329266821,0.015593386,0.000151139
154,Ar,293K,0.05,5,struct+input,qt_then_rd,gbm,gbm,0.963263829,0.004888621,0.077446133,0.002383073,0.019725657,0.002039286,5.984772662,0.168668186,22.82652478,0.224664166,0.017781734,0.000169018
157,Ar,293K,0.05,5,struct+input,random_struct,gbm,gbm,0.961231103,0.003800022,0.078663181,0.002569241,0.025080777,0.003407173,184802164.8,110443640.1,22.82607493,0.054136172,0.01796422,8.34e-05
160,Ar,293K,0.05,5,struct,random_struct,gbm,gbm,0.526816011,0.020261358,0.365857325,0.002290061,0.305415121,0.020922492,4761769281.0,4444325393.0,20.43417783,0.122366207,0.016140318,0.000216807
163,Ar,293K,0.1,15,struct+input,qt_then_rd,gbm,gbm,0.959593338,0.001585336,0.191077776,0.003616273,0.081565171,0.00402132,7.789600896,0.235534406,22.82061744,0.212464978,0.017912102,0.000239119
166,Ar,293K,0.1,15,struct+input,random_struct,gbm,gbm,0.965924316,0.002820637,0.179281455,0.002960789,0.07899133,0.007064966,371040882.8,342265605.0,22.85299006,0.103272081,0.018181801,0.000182804
169,Ar,293K,0.1,15,struct,random_struct,gbm,gbm,0.758484192,0.013038285,0.520270388,0.00214452,0.559430293,0.024703424,7673791426.0,8783835559.0,20.32554832,0.03917126,0.016269207,0.000258532
172,Ar,293K,0.1,1,struct+input,qt_then_rd,gbm,gbm,0.983206945,0.003131075,0.012465164,0.00055867,0.001026435,0.000224128,2.882882288,0.083186665,22.99187536,0.103422855,0.01684618,0.000195004
175,Ar,293K,0.1,1,struct+input,random_struct,gbm,gbm,0.970519904,0.016421311,0.014285114,0.001187324,0.003602478,0.002460554,52589597.56,49843084.82,23.23664451,0.322884277,0.017213821,0.000173599
178,Ar,293K,0.1,1,struct,random_struct,gbm,gbm,0.325908962,0.035176267,0.15089063,0.002750748,0.079300374,0.012400963,1997335599.0,2383379126.0,20.42466688,0.181779863,0.015594721,0.00015626
181,Ar,293K,0.1,5,struct+input,qt_then_rd,gbm,gbm,0.95841912,0.003345159,0.07979303,0.002486199,0.020994429,0.002270463,5.887848158,0.125207153,22.94809127,0.356995869,0.017882967,0.000499145
184,Ar,293K,0.1,5,struct+input,random_struct,gbm,gbm,0.964158838,0.00454924,0.076525299,0.00191289,0.023163904,0.003526027,211738665.5,169209845.9,23.1226006,0.292873113,0.018399811,0.000309303
187,Ar,293K,0.1,5,struct,random_struct,gbm,gbm,0.526816011,0.020261358,0.365857325,0.002290061,0.305415121,0.020922492,4761769281.0,4444325393.0,20.28075747,0.036201455,0.016289568,0.000257583
190,Ar,293K,0.5,15,struct+input,qt_then_rd,gbm,gbm,0.970241084,0.001401178,0.165273959,0.003966758,0.056126832,0.002321637,7.224401389,0.14443466,22.84102054,0.168720895,0.017996216,0.000198126
193,Ar,293K,0.5,15,struct+input,random_struct,gbm,gbm,0.970903183,0.003068935,0.168217236,0.002626385,0.067458414,0.007599909,371645452.6,469026526.7,22.92414541,0.098143918,0.018347454,0.000217542
196,Ar,293K,0.5,15,struct,random_struct,gbm,gbm,0.758484192,0.013038285,0.520270388,0.00214452,0.559430293,0.024703424,7673791426.0,8783835559.0,20.32711749,0.123926551,0.016200209,0.000184074
199,Ar,293K,0.5,1,struct+input,qt_then_rd,gbm,gbm,0.996234393,0.000770539,0.005892595,7.31e-05,0.000177913,5.93e-05,1.652419091,0.032174963,23.08782291,0.287164932,0.017023706,0.000134769
202,Ar,293K,0.5,1,struct+input,random_struct,gbm,gbm,0.983502511,0.014807489,0.008988683,0.001098385,0.002022764,0.00194368,55520324.07,68378509.69,23.08766341,0.330860756,0.017756033,0.000229331
205,Ar,293K,0.5,1,struct,random_struct,gbm,gbm,0.325908962,0.035176267,0.15089063,0.002750748,0.079300374,0.012400963,1997335599.0,2383379126.0,20.3045012,0.047741489,0.015629148,0.000238384
208,Ar,293K,0.5,5,struct+input,qt_then_rd,gbm,gbm,0.978461866,0.001027102,0.057625723,0.00119258,0.008815229,0.000194685,4.765984544,0.119744309,22.79733033,0.053768636,0.017561388,0.000196319
211,Ar,293K,0.5,5,struct+input,random_struct,gbm,gbm,0.974226847,0.004743239,0.066710968,0.00239236,0.016666651,0.003458528,223006525.0,222674792.5,22.91730142,0.214141079,0.018161058,9.22e-05
214,Ar,293K,0.5,5,struct,random_struct,gbm,gbm,0.526816011,0.020261358,0.365857325,0.002290061,0.305415121,0.020922492,4761769281.0,4444325393.0,20.35642653,0.110100657,0.016154194,0.000188883
217,Ar,313K,0.01,15,struct+input,qt_then_rd,gbm,gbm,0.886569705,0.007303217,0.28011836,0.005997861,0.140933189,0.008697632,10.8287017,0.215677409,15.49318104,0.095923011,0.011923599,0.000144232
220,Ar,313K,0.01,15,struct+input,random_struct,gbm,gbm,0.900643489,0.007288925,0.285530555,0.008943708,0.156751617,0.012576163,11.60476961,0.297601332,15.54780703,0.20084199,0.012430859,0.000440997
223,Ar,313K,0.01,15,struct,random_struct,gbm,gbm,0.620657734,0.014197838,0.55830367,0.017622443,0.598765578,0.036349518,26.5543264,1.191734192,13.7309845,0.013317683,0.011918402,0.000460036
226,Ar,313K,0.01,1,struct+input,qt_then_rd,gbm,gbm,0.991196764,0.001791176,0.007083592,0.000201824,0.000132262,2.78e-05,2.710206139,0.04277019,15.51404381,0.142903806,0.011483145,4.87e-05
229,Ar,313K,0.01,1,struct+input,random_struct,gbm,gbm,0.969734763,0.024347837,0.010505405,0.001533357,0.001954498,0.002146475,3.073774577,0.088318096,15.49090171,0.063315844,0.01182189,0.000185453
232,Ar,313K,0.01,1,struct,random_struct,gbm,gbm,0.254128861,0.072603151,0.107139858,0.005629794,0.042521946,0.010852153,56.74395481,5.676136487,13.78365054,0.079486735,0.011539078,0.000140389
235,Ar,313K,0.01,5,struct+input,qt_then_rd,gbm,gbm,0.88301658,0.016861938,0.096265259,0.003557898,0.025863702,0.004952244,8.449799669,0.262460938,15.43549566,0.042148851,0.011458778,0.000181869
238,Ar,313K,0.01,5,struct+input,random_struct,gbm,gbm,0.889788635,0.010690313,0.110913393,0.001551973,0.04326366,0.005481314,9.661468452,0.164816775,15.49039617,0.112047746,0.011920547,0.000309665
241,Ar,313K,0.01,5,struct,random_struct,gbm,gbm,0.404695934,0.01805247,0.323810388,0.00702555,0.233590075,0.017922587,38.20375663,1.865517894,13.79858065,0.126542324,0.01175518,0.000193159
244,Ar,313K,0.05,15,struct+input,qt_then_rd,gbm,gbm,0.886693291,0.004237249,0.280606233,0.004511977,0.140551372,0.00509904,10.77020075,0.108920102,15.62360725,0.202667767,0.011834002,0.000217488
247,Ar,313K,0.05,15,struct+input,random_struct,gbm,gbm,0.901820989,0.006279252,0.281235582,0.009028864,0.154906286,0.011329951,11.39194022,0.337124512,15.45097733,0.037689114,0.012933302,0.000745673
250,Ar,313K,0.05,15,struct,random_struct,gbm,gbm,0.620657734,0.014197838,0.55830367,0.017622443,0.598765578,0.036349518,26.5543264,1.191734192,13.71873298,0.030762879,0.01163125,0.000128018
253,Ar,313K,0.05,1,struct+input,qt_then_rd,gbm,gbm,0.994958515,0.000610578,0.004826807,0.000146253,6.47e-05,7.45e-06,1.789125427,0.043489234,15.56790938,0.1067928,0.011446047,8.96e-05
256,Ar,313K,0.05,1,struct+input,random_struct,gbm,gbm,0.971188666,0.02451274,0.008559842,0.001550643,0.001874613,0.002125785,2.173026324,0.101498226,15.57038846,0.076338794,0.012227726,0.000167804
259,Ar,313K,0.05,1,struct,random_struct,gbm,gbm,0.254128861,0.072603151,0.107139858,0.005629794,0.042521946,0.010852153,56.74395481,5.676136487,13.78101687,0.098203555,0.011405659,0.000198518
262,Ar,313K,0.05,5,struct+input,qt_then_rd,gbm,gbm,0.887013816,0.010298333,0.093543178,0.003812472,0.024077928,0.002358809,8.164284386,0.218027923,15.60577459,0.127277563,0.011338472,0.000116763
265,Ar,313K,0.05,5,struct+input,random_struct,gbm,gbm,0.89386215,0.008345018,0.107417151,0.00219528,0.041645246,0.004473465,9.203190495,0.253564194,15.85818095,0.79398661,0.011750603,0.000153638
268,Ar,313K,0.05,5,struct,random_struct,gbm,gbm,0.404695934,0.01805247,0.323810388,0.00702555,0.233590075,0.017922587,38.20375663,1.865517894,13.8023819,0.152812307,0.011783981,0.000146586
271,Ar,313K,0.1,15,struct+input,qt_then_rd,gbm,gbm,0.884918029,0.005506937,0.280591866,0.003906524,0.139120374,0.00438533,10.88702758,0.128174438,15.49348321,0.067289701,0.011927986,0.000124638
274,Ar,313K,0.1,15,struct+input,random_struct,gbm,gbm,0.902080585,0.005879565,0.28143656,0.008588383,0.15450562,0.010996553,11.40503144,0.309315523,15.50343671,0.111608578,0.01235137,0.000179358
277,Ar,313K,0.1,15,struct,random_struct,gbm,gbm,0.620657734,0.014197838,0.55830367,0.017622443,0.598765578,0.036349518,26.5543264,1.191734192,13.74261918,0.014835263,0.011695242,0.000138889
280,Ar,313K,0.1,1,struct+input,qt_then_rd,gbm,gbm,0.993970354,0.001662965,0.004555485,0.00018069,8.22e-05,2.2e-05,1.626601045,0.051897066,15.5674603,0.096193032,0.011570263,3.12e-05
283,Ar,313K,0.1,1,struct+input,random_struct,gbm,gbm,0.974058244,0.024788067,0.00793023,0.001653296,0.001714471,0.00210108,1.951464639,0.092595357,15.57658868,0.290021272,0.012275076,0.000383104
286,Ar,313K,0.1,1,struct,random_struct,gbm,gbm,0.254128861,0.072603151,0.107139858,0.005629794,0.042521946,0.010852153,56.74395481,5.676136487,13.8805655,0.167268971,0.011431456,0.000159093
289,Ar,313K,0.1,5,struct+input,qt_then_rd,gbm,gbm,0.889602049,0.006062032,0.092670814,0.001830232,0.023242145,0.001244765,8.055509657,0.137447339,15.50266476,0.108387329,0.011353493,0.000193279
292,Ar,313K,0.1,5,struct+input,random_struct,gbm,gbm,0.893820156,0.009199838,0.106785181,0.001894941,0.04169107,0.005104539,9.200735136,0.239734404,15.46305761,0.043360623,0.012028027,0.000337874
295,Ar,313K,0.1,5,struct,random_struct,gbm,gbm,0.404695934,0.01805247,0.323810388,0.00702555,0.233590075,0.017922587,38.20375663,1.865517894,13.79239874,0.17162074,0.011686134,0.000165152
298,Ar,313K,0.5,15,struct+input,qt_then_rd,gbm,gbm,0.887081732,0.00497764,0.275879291,0.004959551,0.13464055,0.00579164,10.53213755,0.288793169,15.49138937,0.103083226,0.012015438,0.000117826
301,Ar,313K,0.5,15,struct+input,random_struct,gbm,gbm,0.907846127,0.005527021,0.275397675,0.009047092,0.145440502,0.010870228,11.16227322,0.312867946,15.53008008,0.108602675,0.012265778,0.000119663
304,Ar,313K,0.5,15,struct,random_struct,gbm,gbm,0.620657734,0.014197838,0.55830367,0.017622443,0.598765578,0.036349518,26.5543264,1.191734192,13.75357676,0.052671138,0.011931896,0.00027306
307,Ar,313K,0.5,1,struct+input,qt_then_rd,gbm,gbm,0.997816318,0.000203506,0.003309035,9.06e-05,3.05e-05,2.84e-06,1.164100989,0.019773034,15.54925761,0.108236166,0.011786413,0.000130734
310,Ar,313K,0.5,1,struct+input,random_struct,gbm,gbm,0.989751843,0.013740002,0.0051469,0.001067894,0.000717392,0.001135628,1.347690498,0.070337885,15.57570395,0.175887067,0.012474298,0.000193074
313,Ar,313K,0.5,1,struct,random_struct,gbm,gbm,0.254128861,0.072603151,0.107139858,0.005629794,0.042521946,0.010852153,56.74395481,5.676136487,13.77390742,0.102531369,0.011436796,8.37e-05
316,Ar,313K,0.5,5,struct+input,qt_then_rd,gbm,gbm,0.888431899,0.005725755,0.0925847,0.000763738,0.02353775,0.001085875,7.977428205,0.184547187,15.55267467,0.11638551,0.01133275,0.000236929
319,Ar,313K,0.5,5,struct+input,random_struct,gbm,gbm,0.903566116,0.009025284,0.10269362,0.002194003,0.03781954,0.004300129,8.928121861,0.210967568,15.44831944,0.073748756,0.011923409,9.8e-05
322,Ar,313K,0.5,5,struct,random_struct,gbm,gbm,0.404695934,0.01805247,0.323810388,0.00702555,0.233590075,0.017922587,38.20375663,1.865517894,13.78461976,0.104045292,0.011942863,0.00051757
325,H2,293K,0.01,5,struct+input,qt_then_rd,gbm,gbm,0.981986462,0.002668697,0.034173333,0.001138044,0.002659937,0.000362033,3.725601162,0.106861798,17.63883371,0.047286819,0.012957954,0.000137021
328,H2,293K,0.01,5,struct+input,random_struct,gbm,gbm,0.804234834,0.22478935,0.048995456,0.010094104,0.238564884,0.305313959,4.298751583,0.210025849,17.68702331,0.127681757,0.013710403,0.00013139
331,H2,293K,0.01,5,struct,random_struct,gbm,gbm,0.170100098,0.110050391,0.273534873,0.008593817,0.687209657,0.501634522,39.36110654,1.329065327,15.70283551,0.04819973,0.013119888,0.000206811
334,He,273K,0.01,15,struct+input,qt_then_rd,gbm,gbm,0.988593509,0.000758727,0.014972454,0.000243534,0.000414183,2.11e-05,6.785324432,0.156542542,20.2260828,0.270100557,0.014299488,9.31e-05
337,He,273K,0.01,15,struct+input,random_struct,gbm,gbm,0.961272988,0.044027443,0.015861062,0.001023153,0.004013027,0.005229152,7.059857277,0.131853883,20.01845264,0.170882859,0.014722681,0.000210572
340,He,273K,0.01,15,struct,random_struct,gbm,gbm,0.95538938,0.041392877,0.02264778,0.000565315,0.004544892,0.005137859,12.74113845,0.547898215,18.30425882,0.064464521,0.015374136,0.000383648
343,He,273K,0.01,1,struct+input,qt_then_rd,gbm,gbm,0.987988815,0.00129204,0.001049246,2.07e-05,2.09e-06,2.05e-07,6.931351648,0.184303557,20.09944286,0.261255375,0.014185333,0.000199241
346,He,273K,0.01,1,struct+input,random_struct,gbm,gbm,0.957612159,0.040242222,0.001117809,6.79e-05,2.06e-05,2.29e-05,7.231517801,0.120313375,19.97282,0.109718037,0.015069532,0.000488135
349,He,273K,0.01,1,struct,random_struct,gbm,gbm,0.944981306,0.037336222,0.001616699,4.12e-05,2.59e-05,2.22e-05,13.50610037,0.86235953,18.28276157,0.076205817,0.01519022,0.000122807
352,He,273K,0.01,5,struct+input,qt_then_rd,gbm,gbm,0.988582359,0.000534005,0.005149501,9.28e-05,4.88e-05,2.27e-06,6.872942595,0.156127813,20.0538898,0.380250345,0.014425993,0.00035363
355,He,273K,0.01,5,struct+input,random_struct,gbm,gbm,0.961920293,0.038437331,0.005452827,0.000346298,0.000451383,0.000528982,7.158717745,0.146886386,19.93541212,0.084498781,0.014740944,0.000317427
358,He,273K,0.01,5,struct,random_struct,gbm,gbm,0.950120168,0.037575275,0.007864622,0.000216603,0.000574963,0.000525822,13.18516016,0.676405086,18.19410028,0.038059749,0.015275288,0.000173279
361,He,273K,0.05,15,struct+input,qt_then_rd,gbm,gbm,0.9916882,0.007689155,0.009241996,0.000432912,0.00032034,0.000335574,3.900096609,0.075376805,20.31906748,0.182024322,0.014037037,0.000160341
364,He,273K,0.05,15,struct+input,random_struct,gbm,gbm,0.961067611,0.042676715,0.010562868,0.000844722,0.004031053,0.005084812,4.119944712,0.076918803,20.30517282,0.168162796,0.014487791,0.000326246
367,He,273K,0.05,15,struct,random_struct,gbm,gbm,0.95538938,0.041392877,0.02264778,0.000565315,0.004544892,0.005137859,12.74113845,0.547898215,18.26602044,0.135566451,0.015336609,0.00014137
370,He,273K,0.05,1,struct+input,qt_then_rd,gbm,gbm,0.994793514,0.000583188,0.000641164,1.47e-05,9.06e-07,1.77e-07,4.003463079,0.080360694,20.37519073,0.166000203,0.013710785,0.000175355
373,He,273K,0.05,1,struct+input,random_struct,gbm,gbm,0.96760811,0.041580934,0.000725097,5.49e-05,1.63e-05,2.37e-05,4.200456975,0.098908112,20.2723599,0.074137095,0.014254761,0.000307114
376,He,273K,0.05,1,struct,random_struct,gbm,gbm,0.944981306,0.037336222,0.001616699,4.12e-05,2.59e-05,2.22e-05,13.50610037,0.86235953,18.23895683,0.072397825,0.0152143,0.000157346
379,He,273K,0.05,5,struct+input,qt_then_rd,gbm,gbm,0.991331774,0.008593154,0.003135257,0.000137709,3.94e-05,4.39e-05,3.928495245,0.093907198,20.33954906,0.152238294,0.013856888,9.58e-05
382,He,273K,0.05,5,struct+input,random_struct,gbm,gbm,0.96032814,0.040110827,0.003562812,0.000297329,0.000464976,0.0005281,4.130778294,0.106943484,20.2981915,0.109822722,0.014410448,0.000475219
385,He,273K,0.05,5,struct,random_struct,gbm,gbm,0.950120168,0.037575275,0.007864622,0.000216603,0.000574963,0.000525822,13.18516016,0.676405086,18.35298409,0.274396921,0.015236378,0.000117669
