,gas,temperature,low_pressure,high_pressure,struct_info,sampling,model,trial_001_Model,trial_001_R2,trial_001_MAE,trial_001_RMSE,trial_001_MAPE_percent,trial_001_n_train,trial_001_n_test,trial_001_fit_time_sec,trial_001_predict_time_sec,trial_002_Model,trial_002_R2,trial_002_MAE,trial_002_RMSE,trial_002_MAPE_percent,trial_002_n_train,trial_002_n_test,trial_002_fit_time_sec,trial_002_predict_time_sec,trial_003_Model,trial_003_R2,trial_003_MAE,trial_003_RMSE,trial_003_MAPE_percent,trial_003_n_train,trial_003_n_test,trial_003_fit_time_sec,trial_003_predict_time_sec,trial_004_Model,trial_004_R2,trial_004_MAE,trial_004_RMSE,trial_004_MAPE_percent,trial_004_n_train,trial_004_n_test,trial_004_fit_time_sec,trial_004_predict_time_sec,trial_005_Model,trial_005_R2,trial_005_MAE,trial_005_RMSE,trial_005_MAPE_percent,trial_005_n_train,trial_005_n_test,trial_005_fit_time_sec,trial_005_predict_time_sec
10,Ar,273K,0.01,1,struct+input,qt_then_rd,gbm,gbm,0.9800320020453284,0.0197321165779492,0.0014277978930828,3.4512623146591586,6206,1552,15.47325849533081,0.011815071105957,gbm,0.9797119004866764,0.0195641595540283,0.0013940236417161,3.396756837905712,6206,1552,15.452221155166626,0.0117616653442382,gbm,0.9830954949423124,0.0187291177662561,0.0011015217211036,3.3958477019079525,6206,1552,15.503056526184082,0.0116381645202636,gbm,0.9833019692553356,0.0187543026619928,0.001201223646688,3.283929511563528,6206,1552,15.382103204727173,0.0115306377410888,gbm,0.9844050536211856,0.0194264168810773,0.0011591321301833,3.36422841006658,6206,1552,15.414550065994264,0.0119514465332031
11,Ar,273K,0.01,1,struct+input,qt_then_rd,rf,rf,0.9795333329331904,0.0197146892688957,0.0014634548832964,3.33112941947412,6206,1552,37.568750858306885,0.2790091037750244,rf,0.9770027490629508,0.0199081509696544,0.0015801732182785,3.350865243702825,6206,1552,37.622193336486816,0.2766158580780029,rf,0.9807972011590728,0.0189135358335954,0.0012512818303217,3.2910513465380613,6206,1552,37.38704228401184,0.27559494972229,rf,0.9821155875625892,0.0188228840465837,0.0012865696234152,3.2127131474032136,6206,1552,37.37820768356323,0.2733328342437744,rf,0.9839520958878666,0.0189741347277913,0.0011927993098934,3.2719212271740643,6206,1552,37.17735886573792,0.2740669250488281
12,Ar,273K,0.01,1,struct+input,random_struct,cat,cat,0.9757142677124628,0.0272905440635184,0.0045030165820261,4.576242241977377,6206,1552,3.4189159870147705,0.0023689270019531,cat,0.949473585887452,0.031374937620369,0.0123997214779112,4.238093546599795,6206,1552,3.7816126346588135,0.0023412704467773,cat,0.9656235643881956,0.0318491034246758,0.0079798311543183,4.479639612421326,6206,1552,3.6230673789978023,0.0023858547210693,cat,0.9341201293677328,0.0351617170254853,0.0168230881872481,4.62369688825536,6206,1552,3.431391477584839,0.0024099349975585,cat,0.9747477467033498,0.0289609892926358,0.0052760662957819,4.761146234127253,6206,1552,3.643626928329468,0.0023787021636962
13,Ar,273K,0.01,1,struct+input,random_struct,gbm,gbm,0.9750597409790668,0.0265701555076427,0.0046243777458142,3.9362285546887295,6206,1552,15.381792783737184,0.0133819580078125,gbm,0.95150366907601,0.0303411187515674,0.0119015173888769,3.728359293815752,6206,1552,15.399057626724243,0.0122947692871093,gbm,0.9707197363434976,0.030890212573503,0.0067968524361083,4.083954607672887,6206,1552,15.474041223526,0.0121364593505859,gbm,0.93503854058517,0.0350747399256684,0.0165885626371093,4.138675966608803,6206,1552,15.38404631614685,0.012160301208496,gbm,0.9613103610145138,0.0299971715838265,0.0080835994257341,4.19108138579921,6206,1552,15.341599941253662,0.0123028755187988
14,Ar,273K,0.01,1,struct+input,random_struct,rf,rf,0.970507133804156,0.0276239816957029,0.0054685139389235,3.8249382981956734,6206,1552,37.19237732887268,0.2900547981262207,rf,0.9520449055527622,0.0303270024257485,0.0117686921788697,3.70594911353816,6206,1552,37.135376930236816,0.2863302230834961,rf,0.9702447544087776,0.0306734044939018,0.0069071103954621,3.924467840327639,6206,1552,36.9638192653656,0.2848997116088867,rf,0.9440877094778104,0.0342965808808972,0.0142777662612034,3.8721386640756097,6206,1552,37.1209352016449,0.2905871868133545,rf,0.964877882312718,0.029558690384984,0.0073382212347338,4.010626020493648,6206,1552,37.25936937332153,0.2891738414764404
15,Ar,273K,0.01,1,struct,random_struct,cat,cat,0.4284990355962559,0.2019940767165778,0.1059666757783804,55.09122526710589,6206,1552,3.121604681015014,0.0022602081298828,cat,0.3580678410810026,0.2075722726285175,0.1575370055072456,49.00283547762791,6206,1552,3.125098466873169,0.0022881031036376,cat,0.42487135335752,0.2139801599048098,0.133505100530047,49.66630617336418,6206,1552,3.134531021118164,0.0022060871124267,cat,0.3488140855988341,0.2218841969853347,0.1662868788163495,53.25736654423183,6206,1552,3.188279867172241,0.0022931098937988,cat,0.4010975985688818,0.2146073195290493,0.1251313590725286,59.29413027790129,6206,1552,3.1978344917297363,0.0032746791839599
16,Ar,273K,0.01,1,struct,random_struct,gbm,gbm,0.2892518540573597,0.2164812927159789,0.1317856364770386,56.76936753264533,6206,1552,13.731430768966677,0.0115060806274414,gbm,0.2694820114173692,0.2227278401908652,0.1792769139098478,52.19006174235751,6206,1552,13.714008331298828,0.0118095874786376,gbm,0.3298332058672383,0.2283711041462371,0.1555663863118468,52.993568524528335,6206,1552,13.684879302978516,0.0113406181335449,gbm,0.2638696648251513,0.237350611385414,0.1879782918075349,57.517338992149625,6206,1552,13.65234375,0.0117456912994384,gbm,0.2909501431410601,0.2262674873014528,0.1481449598915084,60.28389681239933,6206,1552,13.970694303512571,0.0115325450897216
17,Ar,273K,0.01,1,struct,random_struct,rf,rf,0.3917747285939912,0.1942016404788716,0.112776030400126,53.20306027333821,6206,1552,41.967856884002686,0.3698680400848388,rf,0.3437941068026561,0.1984371036751622,0.1610399322953403,47.89603967553126,6206,1552,41.04261565208435,0.2983810901641845,rf,0.3966192831650191,0.2091508305742449,0.140063277545313,48.04500815532052,6206,1552,41.83254861831665,0.3081185817718506,rf,0.2936413705956057,0.2194489029542575,0.1803757870233825,52.63485222358703,6206,1552,40.70666289329529,0.351346492767334,rf,0.4169993669916435,0.1993843070787203,0.1218089314288224,55.07920168196999,6206,1552,41.80693984031677,0.3077197074890136
18,Ar,273K,0.01,5,struct+input,qt_then_rd,cat,cat,0.9489700528547834,0.1193862855551528,0.0340798450133029,6.169445185050857,6206,1552,3.351597547531128,0.0022585391998291,cat,0.9450575920094728,0.1195370893722699,0.0360331631945454,6.224618449671975,6206,1552,3.493067502975464,0.0023188591003417,cat,0.9481393248600078,0.118473426873011,0.0342735293234018,6.040349708579485,6206,1552,3.483877658843994,0.0023465156555175,cat,0.9516463145513,0.1151379121723487,0.0321478060344483,5.875539332345861,6206,1552,3.53684401512146,0.0022897720336914,cat,0.9506485361268332,0.1167417827293035,0.0335318634679387,5.927029133482802,6206,1552,3.3588571548461914,0.002277135848999
19,Ar,273K,0.01,5,struct+input,qt_then_rd,gbm,gbm,0.9408470576801168,0.1245911537926457,0.0395047069244601,6.327916405764772,6206,1552,15.756458520889282,0.0122816562652587,gbm,0.9432516401533296,0.1217564820378508,0.0372175699275943,6.257411843014057,6206,1552,15.466655492782593,0.0120937824249267,gbm,0.9431039495980386,0.1222483610369042,0.0376012932067213,6.168237466977545,6206,1552,15.88291883468628,0.011819839477539,gbm,0.9466075287390348,0.1181225792777169,0.0354978280118566,5.866819256952125,6206,1552,15.656180143356323,0.0117876529693603,gbm,0.9459405836295574,0.121417568307051,0.0367306828739427,6.142812852035943,6206,1552,15.48577356338501,0.0119221210479736
20,Ar,273K,0.01,5,struct+input,qt_then_rd,rf,rf,0.942679199852328,0.1186415808631733,0.0382811289126387,5.9870841367991705,6206,1552,35.95663094520569,0.2823951244354248,rf,0.9413991787703428,0.1160773519077159,0.0384324792438416,5.955587062648774,6206,1552,35.884594678878784,0.2852692604064941,rf,0.9432327157517992,0.1185276946138562,0.0375161946125579,5.87164348008144,6206,1552,35.84335541725159,0.284914493560791,rf,0.948634359916608,0.1098398865437113,0.0341502952445699,5.47092715652888,6206,1552,36.04689145088196,0.2860033512115478,rf,0.9516334100486452,0.1109898624275561,0.0328626906554723,5.672036439386284,6206,1552,35.80259156227112,0.2931575775146484
21,Ar,273K,0.01,5,struct+input,random_struct,cat,cat,0.9524107897872444,0.1294369089737642,0.0443065674444736,6.8590716619200895,6206,1552,3.339585542678833,0.002662181854248,cat,0.939364325414476,0.1320726832177946,0.0615501611771129,6.446877634640974,6206,1552,3.500407457351685,0.00236177444458,cat,0.9322270675664732,0.1423880583430427,0.0735470527043307,7.323237083345532,6206,1552,3.545041561126709,0.0023665428161621,cat,0.9289507344373116,0.1453528407023587,0.0794742691132643,7.076223840097389,6206,1552,3.327511787414551,0.0022890567779541,cat,0.946959382004722,0.1293983709770258,0.0532848837155565,6.846562145468803,6206,1552,3.4724667072296143,0.0023329257965087
22,Ar,273K,0.01,5,struct+input,random_struct,gbm,gbm,0.9455076630698452,0.1345725207445229,0.0507335253224216,6.924565146182983,6206,1552,15.352470874786375,0.0121331214904785,gbm,0.9361926305538132,0.1371452688028932,0.0647696904593852,6.530910768411474,6206,1552,15.39554214477539,0.0124030113220214,gbm,0.9299214035172552,0.1476324674164384,0.0760491547863477,7.431441254472968,6206,1552,15.627142667770386,0.012643814086914,gbm,0.9245858779333622,0.1495283198041752,0.0843567091735291,7.039878656302166,6206,1552,15.47935962677002,0.0129132270812988,gbm,0.9401815777770048,0.1334824714839265,0.0600939014791292,6.79490221269698,6206,1552,15.585484504699709,0.0123393535614013
23,Ar,273K,0.01,5,struct+input,random_struct,rf,rf,0.9428125448501148,0.1281392484236775,0.0532427377392586,6.232005390181255,6206,1552,35.91397166252136,0.2916476726531982,rf,0.934340764338542,0.1326833310274703,0.0666494858901693,6.154563125835017,6206,1552,35.989293575286865,0.3632452487945556,rf,0.9281855043324844,0.1428308357717563,0.0779329491604063,7.04862058417795,6206,1552,35.997063636779785,0.2868070602416992,rf,0.9232283116639772,0.1468313023548423,0.0858752553003288,6.6835290467701896,6206,1552,35.99339199066162,0.2851905822753906,rf,0.9367421992942124,0.1305525584516359,0.0635491191865416,6.425298727648691,6206,1552,36.25381398200989,0.3108205795288086
24,Ar,273K,0.01,5,struct,random_struct,cat,cat,0.5801095922491313,0.4419622068068611,0.3909269052192611,31.28655131131152,6206,1552,3.352668285369873,0.0023636817932128,cat,0.5053081509364493,0.4530269007745145,0.5021526230390909,29.534205796730102,6206,1552,3.345611572265625,0.0023236274719238,cat,0.5421053956814965,0.4682021846805209,0.4969063221496666,30.25775393780283,6206,1552,3.4395854473114014,0.0024390220642089,cat,0.5005832657745817,0.4931137712850332,0.5586374415155415,32.34635732430318,6206,1552,3.3554646968841557,0.0023822784423828,cat,0.553219792610165,0.4767046916521595,0.448837745429343,33.70463403182583,6206,1552,3.1035544872283936,0.0021941661834716
25,Ar,273K,0.01,5,struct,random_struct,gbm,gbm,0.5185981865153797,0.4618935237287401,0.448195332969221,31.18063866001439,6206,1552,13.953178644180298,0.0118227005004882,gbm,0.46036222231269,0.4711351709685773,0.5477764108497712,30.918667912035826,6206,1552,13.729544162750244,0.0118443965911865,gbm,0.4902433622506447,0.4888879876406107,0.5531868986148177,31.38602904275401,6206,1552,13.705882549285889,0.0116865634918212,gbm,0.4593510686055269,0.5104967429086437,0.6047589419700867,33.06446479271849,6206,1552,13.7252037525177,0.0118696689605712,gbm,0.4816078327685972,0.4979864097361494,0.5207794968082722,34.0034855275497,6206,1552,13.668805599212646,0.0118060111999511
26,Ar,273K,0.01,5,struct,random_struct,rf,rf,0.5790316182510358,0.4220195453645827,0.3919305219516355,29.56204322390128,6206,1552,39.03506851196289,0.2843484878540039,rf,0.5053402468120283,0.4331860035076356,0.5021200431044485,28.903456856310296,6206,1552,40.49354672431946,0.3047847747802734,rf,0.5364752792694211,0.4527482250767859,0.5030161133837492,29.577523053329717,6206,1552,39.42479300498962,0.2845585346221924,rf,0.4805410567551748,0.4795407266647659,0.5810562505013604,31.62409406500152,6206,1552,38.45968723297119,0.2938640117645263,rf,0.5577513276991766,0.4485790470414647,0.4442853414529708,31.75676182191765,6206,1552,38.7645628452301,0.2770369052886963
27,Ar,273K,0.05,15,struct+input,qt_then_rd,cat,cat,0.9498454341618242,0.2593339000040291,0.1370507921982425,6.920244207068878,6206,1552,3.4829766750335693,0.0023603439331054,cat,0.949888780759798,0.2544318530613026,0.1324303122959848,6.64850567662855,6206,1552,3.6016111373901367,0.0023443698883056,cat,0.9415735809095797,0.2688183249388236,0.1532043262453292,7.115579456393541,6206,1552,3.460109233856201,0.0023465156555175,cat,0.9401421535015804,0.2645297831064901,0.1668231017463698,6.863582411879772,6206,1552,3.376483917236328,0.0022907257080078,cat,0.9469825308253108,0.2567636969839145,0.1329329553138561,6.730845507468487,6206,1552,3.43537974357605,0.002331256866455
28,Ar,273K,0.05,15,struct+input,qt_then_rd,gbm,gbm,0.9477122957303268,0.2652011980394649,0.1428797393144138,7.159554681812569,6206,1552,15.357266902923584,0.0127828121185302,gbm,0.946596897542798,0.2641947125123533,0.1411298635956558,6.836218174475357,6206,1552,15.647573471069336,0.0124573707580566,gbm,0.9382811019982108,0.2727508035488085,0.1618377838685421,7.188074602850911,6206,1552,15.46993088722229,0.0135989189147949,gbm,0.9397313420839708,0.2687893847217676,0.1679680282502036,6.842563503938025,6206,1552,15.479619979858398,0.0125770568847656,gbm,0.941331645762689,0.2686948246814225,0.1471016597655555,7.045598797323207,6206,1552,15.734624862670898,0.0126230716705322
29,Ar,273K,0.05,15,struct+input,qt_then_rd,rf,rf,0.948307811352886,0.2544779788610639,0.1412524520181481,6.836426170349265,6206,1552,36.74161648750305,0.3516874313354492,rf,0.946162234968714,0.2469919093940062,0.1422785584648312,6.39026736618148,6206,1552,36.61224961280823,0.2859957218170166,rf,0.936916261406816,0.2635399194308254,0.165416635464997,7.032972873098147,6206,1552,36.52584862709045,0.2830517292022705,rf,0.9367610968190176,0.262445052861437,0.1762460662524565,6.656010504419162,6206,1552,36.52051830291748,0.3067586421966553,rf,0.9415220608926672,0.2582654025015097,0.1466242238117366,6.7501387241127935,6206,1552,36.56201720237732,0.2831001281738281
30,Ar,273K,0.05,15,struct+input,random_struct,cat,cat,0.9539995292145064,0.2629174347101262,0.1447167162682522,7.418046341451853,6206,1552,3.456583023071289,0.0023808479309082,cat,0.9502304798900948,0.2644321590290081,0.1548242174190637,7.110902609991936,6206,1552,3.429378032684326,0.0023384094238281,cat,0.9391489235597984,0.2749858916256703,0.2011080376797048,7.611502638865578,6206,1552,3.560031652450561,0.0023665428161621,cat,0.9378485592309072,0.2891972434708291,0.2133198700946113,7.615433985573437,6206,1552,3.3775808811187744,0.0023198127746582,cat,0.9532367839129796,0.258087503542078,0.1500264214845754,7.278228741852629,6206,1552,3.506755352020264,0.0023043155670166
31,Ar,273K,0.05,15,struct+input,random_struct,gbm,gbm,0.9502943441112972,0.2697847738820392,0.1563731669990041,7.453099392331618,6206,1552,15.512122869491575,0.012744665145874,gbm,0.947622096068194,0.2725918665648764,0.1629384404025791,7.233439639848858,6206,1552,15.41974687576294,0.0126905441284179,gbm,0.9403968839100666,0.2790922361360938,0.1969836265463836,7.669790421220054,6206,1552,15.650634765625,0.0132482051849365,gbm,0.9378835749299992,0.2939058130603165,0.2131996871304006,7.589119300524401,6206,1552,15.324790716171265,0.0129764080047607,gbm,0.9489000165188434,0.2662392509891053,0.1639397009250334,7.267572665170041,6206,1552,15.586079120635986,0.0130553245544433
32,Ar,273K,0.05,15,struct+input,random_struct,rf,rf,0.943579601220116,0.2699025347458093,0.1774976364925591,7.194315945624613,6206,1552,36.81810975074768,0.2761902809143066,rf,0.948472553519412,0.2558184565205102,0.1602928169558933,6.815805762750221,6206,1552,36.47749900817871,0.2863492965698242,rf,0.9362068152793568,0.2750267440377807,0.2108314749224663,7.509744121642564,6206,1552,36.38627648353577,0.2777082920074463,rf,0.9332549092173804,0.2904767604591757,0.2290864687771136,7.4493079068573245,6206,1552,36.66397666931152,0.3084931373596191,rf,0.9471162773930744,0.2582213048384598,0.1696623184071832,7.103770827022493,6206,1552,36.80715370178223,0.2898423671722412
33,Ar,273K,0.05,15,struct,random_struct,cat,cat,0.7771220410177742,0.5951465929975469,0.7011703532966752,19.606481937278826,6206,1552,3.2534353733062744,0.0022807121276855,cat,0.7469656528276957,0.5994242277779759,0.7871453189539346,18.976994626593587,6206,1552,3.229703426361084,0.002324104309082,cat,0.7452921334891138,0.6206264779174602,0.841789532941559,19.59339701442799,6206,1552,3.239948034286499,0.0022287368774414,cat,0.7186301909339958,0.6611611410665267,0.9657341869434772,20.852810560098614,6206,1552,3.213866949081421,0.0022549629211425,cat,0.7555160553430855,0.6331898695248797,0.7843569026359258,20.862571189560025,6206,1552,3.206169366836548,0.0022387504577636
34,Ar,273K,0.05,15,struct,random_struct,gbm,gbm,0.7569914295978923,0.6188153374960722,0.7645009221237266,20.111185024234484,6206,1552,13.7203848361969,0.0117022991180419,gbm,0.7249243080579287,0.6174847396514775,0.8557120631641879,19.63326612496221,6206,1552,13.87499976158142,0.0117595195770263,gbm,0.731861221912565,0.633258878721239,0.8861776428883684,19.78828293114958,6206,1552,13.74513292312622,0.011453628540039,gbm,0.7034746658178685,0.6747818102504051,1.0177518812878312,21.006371208484985,6206,1552,13.782500982284546,0.0119988918304443,gbm,0.7299818272609012,0.6574362635767579,0.866276179903178,21.251929419431963,6206,1552,13.729641437530518,0.0115928649902343
35,Ar,273K,0.05,15,struct,random_struct,rf,rf,0.7749796229801189,0.5698834793866372,0.7079103648224074,18.667412738572885,6206,1552,37.42882442474365,0.3097000122070312,rf,0.7437352755198325,0.5695078232241635,0.7971944541988348,18.147570807938514,6206,1552,37.227904319763184,0.2959163188934326,rf,0.7538617916287753,0.5923199540964317,0.8134674845428456,18.71245755135878,6206,1552,37.3767397403717,0.3663654327392578,rf,0.7141665699983921,0.6357603573843382,0.9810544920941192,20.089744022267794,6206,1552,36.48871326446533,0.3151044845581054,rf,0.7626675639492746,0.5992430706798275,0.7614133300123891,19.713412063210196,6206,1552,36.855433225631714,0.2982306480407715
36,Ar,273K,0.05,1,struct+input,qt_then_rd,cat,cat,0.9854705203113436,0.0171600096145186,0.0009870604568673,3.1409326775738955,6206,1552,3.376991510391236,0.002249002456665,cat,0.9836756584709068,0.017743306359915,0.0011447724329375,3.09660831019384,6206,1552,3.534501075744629,0.0023174285888671,cat,0.9786233223350824,0.0201334805462534,0.0014979890298333,3.403538875059863,6206,1552,3.5179688930511475,0.0022971630096435,cat,0.985901669585134,0.0175707136170845,0.0010352965971156,3.075160182732734,6206,1552,3.5070250034332275,0.0022742748260498,cat,0.9860534766410696,0.0180412134064489,0.0010142215739954,3.145788073196913,6206,1552,3.396243095397949,0.0022177696228027
37,Ar,273K,0.05,1,struct+input,qt_then_rd,gbm,gbm,0.984886728264228,0.0160592859570565,0.0010267203798026,2.842675816424665,6206,1552,15.508880376815796,0.0117745399475097,gbm,0.983712890525806,0.0166419043644799,0.0011421614712644,2.7391857372754287,6206,1552,15.40338945388794,0.0118327140808105,gbm,0.9788159418970388,0.01842881136774,0.0014844910487502,2.9655154067764,6206,1552,15.50452160835266,0.0117888450622558,gbm,0.9847440233219676,0.0168980465365646,0.0011203071765,2.784252569774636,6206,1552,15.357446670532228,0.0117158889770507,gbm,0.9840416075227634,0.0172026396589816,0.0011605290809868,2.828985037539553,6206,1552,15.489537477493286,0.0116863250732421
