folder,mean,std,count,GAS,TEMP,SAMPLING,MODEL,TRAIN_RATIO,QT_FRAC,LOW,HIGH
./try09_all\Ar_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.954270646687496,0.0034625612934803,5,Ar,293,random_struct,cat,RATIO0.5,0.5,0.01,5
./try09_all\Ar_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9577405804223932,0.0037267878637253,5,Ar,293,random_struct,cat,RATIO0.65,0.65,0.01,5
./try09_all\Ar_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.956011926302004,0.003544171493565,5,Ar,293,random_struct,cat,RATIO0.6,0.6,0.01,5
./try09_all\Ar_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9594296419984192,0.005641606947569,5,Ar,293,random_struct,cat,RATIO0.75,0.75,0.01,5
./try09_all\Ar_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9587129378393456,0.0069632959936405,5,Ar,293,random_struct,cat,RATIO0.7,0.7,0.01,5
./try09_all\Ar_293_0.01_to_5__struct+input__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9597834751826608,0.0074397802482202,5,Ar,293,random_struct,cat,RATIO0.8,0.8,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9007193064415366,0.0289588032017885,5,Ar,293,random_struct,cat,RATIO0.05,0.05,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9411583765749268,0.0072014353734219,5,Ar,293,random_struct,cat,RATIO0.15,0.15,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9286526082204556,0.0193458873963422,5,Ar,293,random_struct,cat,RATIO0.1,0.1,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9480317705422736,0.0033849032473682,5,Ar,293,random_struct,cat,RATIO0.25,0.25,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9435207711981732,0.0049289461120473,5,Ar,293,random_struct,cat,RATIO0.2,0.2,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9494532205599756,0.0053626548784359,5,Ar,293,random_struct,cat,RATIO0.35,0.35,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9491081794518978,0.0041822559667694,5,Ar,293,random_struct,cat,RATIO0.3,0.3,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9536741838683834,0.0026589375219988,5,Ar,293,random_struct,cat,RATIO0.45,0.45,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.951713314914856,0.0020086142135132,5,Ar,293,random_struct,cat,RATIO0.4,0.4,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9548494727695293,0.0032312251185454,5,Ar,293,random_struct,cat,RATIO0.55,0.55,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.954270646687496,0.0034625612934803,5,Ar,293,random_struct,cat,RATIO0.5,0.5,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9577405804223932,0.0037267878637253,5,Ar,293,random_struct,cat,RATIO0.65,0.65,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.956011926302004,0.003544171493565,5,Ar,293,random_struct,cat,RATIO0.6,0.6,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9594296419984192,0.005641606947569,5,Ar,293,random_struct,cat,RATIO0.75,0.75,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9587129378393456,0.0069632959936405,5,Ar,293,random_struct,cat,RATIO0.7,0.7,0.01,5
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9597834751826608,0.0074397802482202,5,Ar,293,random_struct,cat,RATIO0.8,0.8,0.01,5
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9546205734695494,0.0260125779746101,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9883580830550402,0.0010999510150406,5,He,293,qt_then_rd,cat,RATIO0.15,0.15,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9782811709502136,0.0224300715800929,5,He,293,qt_then_rd,cat,RATIO0.1,0.1,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9889604686406196,0.0004709807915768,5,He,293,qt_then_rd,cat,RATIO0.25,0.25,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9895057042061852,0.0006463117912171,5,He,293,qt_then_rd,cat,RATIO0.2,0.2,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9877641811185102,0.0006150306131314,5,He,293,qt_then_rd,cat,RATIO0.35,0.35,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9882362203806544,0.0009269641036871,5,He,293,qt_then_rd,cat,RATIO0.3,0.3,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9862585848742956,0.0003451859569849,5,He,293,qt_then_rd,cat,RATIO0.45,0.45,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9870426137651944,0.0006068855144569,5,He,293,qt_then_rd,cat,RATIO0.4,0.4,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9846748016009984,0.0002014283643026,5,He,293,qt_then_rd,cat,RATIO0.55,0.55,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9852788394721272,0.0001701353060005,5,He,293,qt_then_rd,cat,RATIO0.5,0.5,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.982764390052193,0.0004089147120061,5,He,293,qt_then_rd,cat,RATIO0.65,0.65,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9833098995973965,0.0004750497753226,5,He,293,qt_then_rd,cat,RATIO0.6,0.6,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.97992327894106,0.0006370582836723,5,He,293,qt_then_rd,cat,RATIO0.75,0.75,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9814449378503134,0.0006723205811314,5,He,293,qt_then_rd,cat,RATIO0.7,0.7,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9793658597402336,0.0010556539702398,5,He,293,qt_then_rd,cat,RATIO0.8,0.8,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.884357249186011,0.0240107558028531,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9129439756850534,0.0246969184769976,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8991078016041089,0.0179780534080434,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164632248645074,0.0167841323674358,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9134321184792148,0.0268372312749938,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9192923735284054,0.0119434926394951,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9218052586754248,0.0114652553439741,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9233637513395704,0.0347529463264873,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9272172939224014,0.0311902402718654,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9285042476097946,0.0498448182851593,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9169787592404032,0.0323327584531837,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9727895983140498,0.0413756848233234,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9558576206540452,0.0477834547305829,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9674111378417528,0.0510568610115203,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.97195933488243,0.0428103339745723,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,15
./try09_all\He_293_0.01_to_15__struct+input__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9618747910686476,0.0619533601355527,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.884357249186011,0.0240107558028531,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9129439756850534,0.0246969184769976,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8991078016041089,0.0179780534080434,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164632248645074,0.0167841323674358,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9134321184792148,0.0268372312749938,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9192923735284054,0.0119434926394951,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9218052586754248,0.0114652553439741,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9233637513395704,0.0347529463264873,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9272172939224014,0.0311902402718654,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9285042476097946,0.0498448182851593,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9169787592404032,0.0323327584531837,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9727895983140498,0.0413756848233234,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9558576206540452,0.0477834547305829,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9674111378417528,0.0510568610115203,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.97195933488243,0.0428103339745723,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,15
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9618747910686476,0.0619533601355527,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,15
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9529774251096402,0.0239958238803313,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9871380329519204,0.0012421958433556,5,He,293,qt_then_rd,cat,RATIO0.15,0.15,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9778109840534466,0.0202217899676693,5,He,293,qt_then_rd,cat,RATIO0.1,0.1,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9885539759836592,0.000790472917383,5,He,293,qt_then_rd,cat,RATIO0.25,0.25,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9885519435312312,0.0010956454048456,5,He,293,qt_then_rd,cat,RATIO0.2,0.2,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9873434454104502,0.0008473551748058,5,He,293,qt_then_rd,cat,RATIO0.35,0.35,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9878500064491694,0.0010458993267294,5,He,293,qt_then_rd,cat,RATIO0.3,0.3,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9859095109824648,0.0007915342972667,5,He,293,qt_then_rd,cat,RATIO0.45,0.45,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.98670045292385,0.0007078007359739,5,He,293,qt_then_rd,cat,RATIO0.4,0.4,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.984372181911145,0.0004293860149138,5,He,293,qt_then_rd,cat,RATIO0.55,0.55,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9847391294966088,0.0003152582879154,5,He,293,qt_then_rd,cat,RATIO0.5,0.5,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9824667756708416,0.0005423181188003,5,He,293,qt_then_rd,cat,RATIO0.65,0.65,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9826949317974242,0.0006242977565996,5,He,293,qt_then_rd,cat,RATIO0.6,0.6,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9792428454505078,0.0007465164964953,5,He,293,qt_then_rd,cat,RATIO0.75,0.75,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9810662171355892,0.0006761761022418,5,He,293,qt_then_rd,cat,RATIO0.7,0.7,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9783872433757108,0.0013465980518704,5,He,293,qt_then_rd,cat,RATIO0.8,0.8,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8836085580116844,0.0239306687166717,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.915085285635568,0.0242395790995851,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.900290458708916,0.0184706236981846,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164003945354512,0.0161491138684216,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9153309745883896,0.0253898224191737,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9211888959302575,0.0097465767794738,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9236795513339284,0.0105652916980401,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9258461353583106,0.0324759675693979,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9286018245193952,0.0283463617478393,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9321631440092504,0.0468653555279792,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9198827379622878,0.0296982602771645,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9739035691227664,0.0373480856512042,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9572920548128556,0.0459708359976221,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9683941692076824,0.0477255873031887,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9724945440712534,0.0418478268357346,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,1
./try09_all\He_293_0.01_to_1__struct+input__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9620504214815976,0.0580137504314441,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8836085580116844,0.0239306687166717,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.915085285635568,0.0242395790995851,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.900290458708916,0.0184706236981846,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164003945354512,0.0161491138684216,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9153309745883896,0.0253898224191737,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9211888959302575,0.0097465767794738,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9236795513339284,0.0105652916980401,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9258461353583106,0.0324759675693979,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9286018245193952,0.0283463617478393,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9321631440092504,0.0468653555279792,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9198827379622878,0.0296982602771645,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9739035691227664,0.0373480856512042,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9572920548128556,0.0459708359976221,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9683941692076824,0.0477255873031887,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9724945440712534,0.0418478268357346,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,1
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9620504214815976,0.0580137504314441,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,1
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9545977768079104,0.0219107775797693,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9879924049419028,0.0014758633084195,5,He,293,qt_then_rd,cat,RATIO0.15,0.15,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9785284296757684,0.0197640065432709,5,He,293,qt_then_rd,cat,RATIO0.1,0.1,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.988922257987765,0.0006856432419559,5,He,293,qt_then_rd,cat,RATIO0.25,0.25,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9889936496278846,0.0009415697548998,5,He,293,qt_then_rd,cat,RATIO0.2,0.2,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9876541267793472,0.0006461160237359,5,He,293,qt_then_rd,cat,RATIO0.35,0.35,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9880673957735094,0.0010665691230407,5,He,293,qt_then_rd,cat,RATIO0.3,0.3,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9862266495636756,0.0007463819480836,5,He,293,qt_then_rd,cat,RATIO0.45,0.45,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.986835889400546,0.0006766311068453,5,He,293,qt_then_rd,cat,RATIO0.4,0.4,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9846443419845676,0.0003869802579561,5,He,293,qt_then_rd,cat,RATIO0.55,0.55,0.01,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9852247598162384,0.0001973089494183,5,He,293,qt_then_rd,cat,RATIO0.5,0.5,0.01,5
