folder,filename,num_atoms,a,b,c,aspect_ratio_ab,aspect_ratio_ac,aspect_ratio_bc
,XUJPEY_clean.cif,154,10.710999999999999,13.7963,18.7511,0.7763675768140732,0.571219821770456,0.7357595021092096
,WEMDUP_clean.cif,52,9.6661,11.737,12.315,0.8235579790406408,0.7849045879009339,0.9530653674380837
,DEBNUU_clean.cif,48,7.8951,10.3271,10.5407,0.7645031034850055,0.749010976500612,0.9797356911780053
,BASSUL_clean.cif,320,8.4759,17.765,25.285,0.4771122994652406,0.33521455408344863,0.7025904686573067
,XEXMAQ_clean.cif,144,5.5871,17.4983,25.9462,0.3192938742620712,0.21533403735421758,0.6744070422643779
,POMSER_clean.cif,136,9.9892,10.9251,22.6123,0.9143348802299293,0.44175957332955956,0.483148551894323
,ICITUK_charged.cif,356,17.6646,17.6646,28.0569,1.0,0.6295991360414016,0.6295991360414016
,cg100357q_si_002_clean.cif,526,10.7448,19.2009,30.691385622681747,0.5595987688077121,0.3500917205920904,0.6256120279499544
,XALTEK_clean.cif,108,8.7388,11.7417,15.1238,0.7442533874992547,0.577817744217723,0.776372340284849
,ic402692p_si_005_clean.cif,160,17.14708956898339,17.1471,17.1471,0.9999993916745917,0.9999993916745917,1.0
,cg501560z_si_003_clean.cif,160,14.2315,16.8907,32.9968,0.8425642513335742,0.4312993987295738,0.5118890316636764
,BAQWEY_clean.cif,180,14.3449,14.699400000000002,20.0322,0.9758833693892267,0.716092091732311,0.7337886003534311
,LOVLEP_clean.cif,1142,21.863,26.745500000000003,36.741,0.8174459254827914,0.5950572929424893,0.7279469802128413
,RIYBOS_clean.cif,648,13.8353,27.5504,44.5398,0.5021814565305767,0.3106277980592639,0.6185568862006565
,POLBEX_clean.cif,208,10.252,18.409,24.639,0.5569015155630399,0.4160883152725354,0.7471488290920898
,JUPNAL_clean.cif,64,6.8742,9.927953082584548,17.09272680545158,0.6924085904534147,0.4021710566278712,0.5808290974040556
,BIYTAG_clean.cif,188,8.1162,15.6709,30.2842,0.5179153718037891,0.2680011359058519,0.5174612504210117
,DUWSAR_clean.cif,40,9.325400000000002,9.428,14.306,0.9891175222740773,0.6518523696351183,0.659024185656368
,UHIYOB_clean.cif,188,9.489000000000003,13.441000000000003,18.529,0.7059742578677183,0.512116142263479,0.7254034216633387
