name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
ASINAT_clean,O2,293.0,0.01,14.0,ASINAT_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.003394296,0.01113125,0.1086133992,0.0760796685,0.0553426952
DAWDAI_clean,O2,293.0,0.01,14.0,DAWDAI_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0035324481,0.0087611111,0.1130341005,0.0791762062,0.1121563087
BUKYAJ_clean,O2,293.0,0.01,14.0,BUKYAJ_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0070935814,0.0041166667,0.2269860921,0.1589953612,0.1466608741
HURGEH_clean,O2,293.0,0.01,14.0,HURGEH_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0028209762,0.00900625,0.0902678542,0.0632292928,0.0644622545
VITZIJ_clean,O2,293.0,0.01,14.0,VITZIJ_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0031564317,0.0046277778,0.1010020252,0.0707481826,0.1078185505
VACFUB_clean_h,O2,293.0,0.01,14.0,VACFUB_clean_h_O2_293.0K_0.01bar_14.0/Output/System_0,0.0018446021,0.0017133333,0.0590250545,0.0413448673,0.0488117543
MIXZOK_clean,O2,293.0,0.01,14.0,MIXZOK_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.003542159,0.00859375,0.1133448374,0.0793938659,0.0359565035
OGAXUR_clean,O2,293.0,0.01,14.0,OGAXUR_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0038149471,0.006,0.1220737308,0.0855081329,0.1063366978
BOZFON_clean,O2,293.0,0.01,14.0,BOZFON_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0041677989,0.02775,0.1333645628,0.093416943,0.1162225889
CAJQIP_clean,O2,293.0,0.01,14.0,CAJQIP_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0041028553,0.01245,0.1312864448,0.0919612982,0.0501559377
GACQAE_clean,O2,293.0,0.01,14.0,GACQAE_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0037048856,0.0073375,0.1185518924,0.0830412153,0.0726127225
XUDNUH_clean,O2,293.0,0.01,14.0,XUDNUH_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0032166718,0.0183125,0.1029296384,0.0720984043,0.0355191517
QIXSOG_clean,O2,293.0,0.01,14.0,QIXSOG_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0018801612,0.0028777778,0.0601629013,0.0421418869,0.0256255097
ja507971r_si_004_clean,O2,293.0,0.01,14.0,ja507971r_si_004_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0139179915,0.0202444444,0.4453590261,0.3119575237,0.4580165721
KARNAU_clean,O2,293.0,0.01,14.0,KARNAU_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0039710822,0.021225,0.1270698657,0.0890077405,0.0409236803
MARJAQ_clean,O2,293.0,0.01,14.0,MARJAQ_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0079244474,0.0499,0.2535728089,0.1776183729,0.3253006507
DOLXOR_clean,O2,293.0,0.01,14.0,DOLXOR_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0006389943,0.0006055556,0.0204470522,0.0143224037,0.0155613239
XEHRUY_clean,O2,293.0,0.01,14.0,XEHRUY_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0028282295,0.0038805556,0.0904999515,0.0633918684,0.0889355278
ZIKJIO_clean,O2,293.0,0.01,14.0,ZIKJIO_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0041074394,0.0047027778,0.1314331318,0.0920640471,0.0720824152
NINHOH_clean,O2,293.0,0.01,14.0,NINHOH_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0010309208,0.000678125,0.0329882294,0.0231070344,0.0242397443
KOMHEB_clean,O2,293.0,0.01,14.0,KOMHEB_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0051870152,0.0163888889,0.1659782628,0.1162616334,0.2376752751
PUZLAZ_clean,O2,293.0,0.01,14.0,PUZLAZ_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0060395304,0.0109944444,0.1932577242,0.1353698871,0.142182669
OTABES_clean,O2,293.0,0.01,14.0,OTABES_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0066494415,0.01359375,0.2127741499,0.1490404214,0.1265710257
GAJZAU_clean,O2,293.0,0.01,14.0,GAJZAU_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0013225403,0.00191,0.0423197016,0.0296433855,0.0449462671
KAHPUE_clean,O2,293.0,0.01,14.0,KAHPUE_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0019410232,0.000775,0.0621104126,0.0435060465,0.0482385117
FIDRIV_clean,O2,293.0,0.01,14.0,FIDRIV_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0016858574,0.005625,0.0539454141,0.0377867671,0.0263898668
XUWKEH_clean,O2,293.0,0.01,14.0,XUWKEH_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.000887684,0.00141875,0.0284048237,0.0198965283,0.0293999836
OSIKIL_clean,O2,293.0,0.01,14.0,OSIKIL_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0025918059,0.0328083333,0.0829346775,0.0580926738,0.0706029484
TORJER_clean,O2,293.0,0.01,14.0,TORJER_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0030184161,0.0073083333,0.0965856927,0.067654705,0.0788009209
KAHYID_clean,O2,293.0,0.01,14.0,KAHYID_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0014371754,0.0074125,0.0459878886,0.0322128148,0.0358119567
ARAFOP_clean,O2,293.0,0.01,14.0,ARAFOP_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0039731519,0.0043825,0.1271360934,0.0890541306,0.1040848406
PIZRAT_clean,O2,293.0,0.01,14.0,PIZRAT_clean_O2_293.0K_0.01bar_14.0/Output/System_0,0.0040119722,0.0089791667,0.1283782949,0.0899242468,0.1064107884
