GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD
He,273,0.1,15,struct+input,qt_then_rd,gbm,0.9650793350978655,0.04006670702756552,0.00854745270311462,0.0008118472842746363
He,313,0.5,1,struct+input,qt_then_rd,gbm,0.9655779358951484,0.04231840623231764,0.00032169780426664,4.785945295109769e-05
Ar,313,0.05,1,struct+input,qt_then_rd,cat,0.9717167677514811,0.01105792061967097,0.00940410811598988,0.00022201190110508924
He,313,0.01,5,struct+input,qt_then_rd,cat,0.965898520430595,0.04943660805129386,0.0044735911423729605,0.0002846499345724714
Ar,293,0.01,5,struct+input,qt_then_rd,gbm,0.9542022766931286,0.005189304340494057,0.08230451832997623,0.0019070366879604347
He,313,0.01,15,struct+input,qt_then_rd,cat,0.9636040617749743,0.05437074659040065,0.013338982647814118,0.0008438447599175291
He,293,0.5,5,struct+input,qt_then_rd,rf,0.9703696966489455,0.044515176180137325,0.0014762905073029801,0.00027665116639797953
He,273,0.01,1,struct+input,qt_then_rd,rf,0.9658798376539242,0.046481414895612645,0.00109200525314726,6.142783752857517e-05
Ar,273,0.1,1,struct+input,qt_then_rd,gbm,0.9731159233215727,0.005173386043191711,0.022360081836888198,0.0011743211241590909
O2,293,0.01,5,struct+input,qt_then_rd,cat,0.9572805072922923,0.019379274341664608,0.06088805492747172,0.0012139930386398789
He,313,0.05,15,struct+input,qt_then_rd,gbm,0.9634623988574365,0.04417286125097672,0.0086661280204825,0.0008812163782471496
He,313,0.01,5,struct+input,qt_then_rd,rf,0.9665705268713817,0.04350176666009621,0.0043060627509397195,0.0002597646895827636
Ar,293,0.01,5,struct+input,qt_then_rd,cat,0.9593768706211863,0.004351143808121756,0.08009929301609002,0.0012930436570681438
Ar,273,0.1,1,struct+input,qt_then_rd,rf,0.9731993421609157,0.0030322649124610553,0.02246352541594218,0.0010335217472768113
He,293,0.05,5,struct+input,qt_then_rd,gbm,0.9698159030972546,0.037758767764598244,0.00299653081364364,0.0002550721959416881
He,293,0.05,15,struct+input,qt_then_rd,rf,0.9675838777461635,0.04981682310051512,0.00879138958175094,0.0009066088083413011
Ar,313,0.1,5,struct+input,qt_then_rd,cat,0.935802703994782,0.017330393233129102,0.05587167215314581,0.0035543149551127717
He,313,0.1,5,struct+input,qt_then_rd,gbm,0.9661670678001453,0.038694477063529804,0.00239131253075408,0.00024409681501583812
Ar,293,0.1,5,struct+input,qt_then_rd,gbm,0.9620394554797349,0.0061582978625746,0.07437053499209885,0.0028055334463523806
He,273,0.5,1,struct+input,qt_then_rd,gbm,0.9724246616073003,0.03867867721846893,0.00040205153163003996,5.0374443070750407e-05
Ar,313,0.01,1,struct+input,qt_then_rd,rf,0.9091596278793729,0.03785985704838854,0.012385016133121981,0.0010591399770251452
He,273,0.1,5,struct+input,qt_then_rd,gbm,0.970636452090407,0.035688690454360156,0.00285753117792736,0.0002659469847014502
Ar,313,0.5,5,struct+input,qt_then_rd,gbm,0.9513213298467553,0.0075654850981228825,0.0478573006001557,0.0015507696692232734
Ar,293,0.1,5,struct+input,qt_then_rd,cat,0.9669919017593707,0.0038358646711539983,0.07306881002269545,0.001780051233760611
He,273,0.01,15,struct+input,qt_then_rd,gbm,0.9641635764890655,0.04034849137405753,0.015937535723414796,0.0008858895659313388
Ar,273,0.05,5,struct+input,qt_then_rd,cat,0.9332676146327639,0.005630090561605651,0.13018580999705182,0.006945761082547936
He,273,0.01,1,struct+input,qt_then_rd,cat,0.9637223366945668,0.051518838911656456,0.0011336824602672401,6.335152202650981e-05
Ar,273,0.01,15,struct+input,qt_then_rd,rf,0.9432036224442493,0.002827294619002035,0.2661632738705991,0.0016583427843721791
He,273,0.05,1,struct+input,qt_then_rd,rf,0.9689320031427071,0.04692656351029332,0.0006890006912528801,6.522503298648611e-05
He,273,0.5,15,struct+input,qt_then_rd,cat,0.9677044535101249,0.05446322207237488,0.00843811054260958,0.0005177224697066532
He,273,0.05,15,struct+input,qt_then_rd,cat,0.9666939763527873,0.05401383207936999,0.01127830246500324,0.0007820016162236126
Ar,313,0.01,5,struct+input,qt_then_rd,gbm,0.9090584077792621,0.033685280244196404,0.06669266484570065,0.005675715700938409
He,273,0.5,15,struct+input,qt_then_rd,gbm,0.967942532205722,0.040605729218858466,0.00596913295374662,0.0008465841325263786
He,293,Henry,15,struct+input,qt_then_rd,rf,0.9598025928441288,0.04859931008965929,0.01829371106595574,0.0010161286646310622
Ar,313,0.01,15,struct+input,qt_then_rd,cat,0.9538392071690032,0.004381280834114299,0.1438382605202846,0.002189309639377336
He,293,0.01,5,struct+input,qt_then_rd,gbm,0.9666343209089281,0.037616779444156825,0.00473784146861488,0.0003079726651116749
He,313,0.01,1,struct+input,qt_then_rd,rf,0.9639478863929257,0.047784348888672355,0.0008804146439192601,5.356821366036892e-05
Ar,293,0.1,1,struct+input,qt_then_rd,gbm,0.9711667057565213,0.010287978310469686,0.013501574917844181,0.0013231275665360547
Ar,313,0.1,1,struct+input,qt_then_rd,gbm,0.9693755003905423,0.015121439605554014,0.007941432473333659,0.0006399487890649677
H2,293,0.01,5,struct+input,qt_then_rd,cat,0.9003932050822978,0.041850616098513954,0.04688245994076292,0.0014033007378421562
Ar,313,0.05,15,struct+input,qt_then_rd,gbm,0.9472056631970964,0.008131167456068839,0.14525243860970766,0.002118501990377482
Ar,273,0.01,5,struct+input,qt_then_rd,cat,0.9363269392917088,0.008826567157852969,0.13354638935922375,0.003458162599256076
Ar,313,0.1,15,struct+input,qt_then_rd,cat,0.9566337141055046,0.007491846209929625,0.135240021004422,0.004335467511462714
He,273,0.01,5,struct+input,qt_then_rd,cat,0.9673291160691069,0.048983526990040584,0.00549530961634222,0.0003409320412484642
N2,293,0.01,5,struct+input,qt_then_rd,gbm,0.9310502558793404,0.030770518461398107,0.07202120271668008,0.004207910566764355
He,293,0.05,5,struct+input,qt_then_rd,cat,0.9707892206504276,0.04803470764037646,0.0032814165838400597,0.00024279398532155776
He,273,0.05,5,struct+input,qt_then_rd,cat,0.969471351557243,0.04880916983277974,0.00376214533455132,0.0002739270547405732
He,293,0.1,15,struct+input,qt_then_rd,gbm,0.9622995865320249,0.04467339813849581,0.00724580190571424,0.000836778984879345
Ar,273,0.5,15,struct+input,qt_then_rd,cat,0.958426852230127,0.00640960622649173,0.2397104169146385,0.008051411378326385
Ar,313,0.05,5,struct+input,qt_then_rd,cat,0.931537142621926,0.007916739906388963,0.05864422769177804,0.0020319596411291115
He,273,0.1,1,struct+input,qt_then_rd,cat,0.9667148217928219,0.05294474489249232,0.0006976382715196,4.5835509049232e-05
Ar,293,0.1,15,struct+input,qt_then_rd,rf,0.9612348020227757,0.007737870302294162,0.17152195555151725,0.0031800621119830222
He,293,0.01,5,struct+input,qt_then_rd,rf,0.9664641660857922,0.04438351092916403,0.004681354800832079,0.0003058598522176283
He,313,0.1,15,struct+input,qt_then_rd,cat,0.9660016848093852,0.05521318157707916,0.00843634497656142,0.0006311513238904239
He,273,0.1,5,struct+input,qt_then_rd,cat,0.9689423357855043,0.050657296778421616,0.0033447123401953195,0.00022254310522454025
Ar,293,0.05,5,struct+input,qt_then_rd,gbm,0.9651201900212192,0.005862845682454872,0.07637808737536886,0.002746776392422405
O2,293,0.01,5,struct+input,qt_then_rd,gbm,0.9565361305321955,0.01472795821379033,0.06120776931375271,0.000809687499126301
He,273,0.1,15,struct+input,qt_then_rd,rf,0.9670220021704118,0.04797604385099373,0.00849113521038036,0.0009215136199553517
Ar,313,0.01,1,struct+input,qt_then_rd,gbm,0.8821459877497387,0.07838824201763538,0.01249136275497576,0.001437575183215447
He,293,0.5,1,struct+input,qt_then_rd,cat,0.9696594964872258,0.05138416586205063,0.00046475053621064,3.6053547583583025e-05
He,293,0.5,5,struct+input,qt_then_rd,gbm,0.9727955445350599,0.03753667267421239,0.0014430011283409,0.0002594405732255165
Ar,293,0.05,15,struct+input,qt_then_rd,gbm,0.9652120813007306,0.0022941804659018625,0.18174211733173823,0.0024118618256143334
Ar,293,0.05,1,struct+input,qt_then_rd,cat,0.9781241155442008,0.0038723975035396432,0.0154616751008788,0.0005827045101085964
Ar,273,0.1,15,struct+input,qt_then_rd,rf,0.9454356360765948,0.0019495982422019597,0.26242476867199455,0.005458592928004863
