Output
6.917356523
6.698340854
6.942941891
6.844950945
2.06983357
6.193406992
6.969469261
4.400810366
5.702915844
10.59282191
2.474593087
4.779084296
7.454416776
5.735962144
3.588987169
0.803565879
2.78681129
3.587611702
2.634872846
2.927544364
5.444576053
3.725198028
1.612581718
6.627730502
7.011326106
9.911771173
3.648475698
3.506601035
1.81969202
8.136277872
4.710019515
3.298862698
3.331648646
5.817845611
2.924909864
6.685462267
6.349195958
6.574978322
7.264489231
4.983097085
6.540985901
3.558610731
5.737315603
5.375028213
1.49394687
6.571788998
5.92594294
5.616791369
3.396432371
3.301120218
6.034666863
4.297439621
4.870767353
4.201543571
4.69849732
5.512549502
6.786342686
4.57092126
3.836466496
6.119896702
3.281283628
6.675277476
4.194098127
4.478889849
7.586679452
4.146565334
3.303363042
3.420423288
8.722911739
1.177879337
0.895640979
3.948245927
1.826298928
4.269436746
3.373583023
1.770983635
5.304204096
1.959716112
1.606532747
4.999016723
6.778807227
4.498990153
4.533782824
4.822388423
8.581039612
8.038021436
5.336269021
8.387726867
8.750502271
4.189552388
3.254085814
4.53059132
5.732050705
10.38546375
2.957700853
4.699461174
5.936820108
5.191747703
5.593430967
6.566976577
6.728003747
6.112691602
4.818654129
4.168743148
5.487443832
7.073109318
7.88052496
6.821761034
1.246355112
2.891670122
3.220610216
4.002994846
7.227382284
3.369483082
2.117431362
4.887133703
5.109586685
5.936432073
5.70921805
4.511742978
4.773931264
5.343286641
5.647326935
1.793310234
3.64834636
4.581347182
4.219397235
1.174242792
2.077029067
1.173288552
0.893949714
0.905220829
0.818995295
7.22299764
7.316280406
6.601362782
2.249905702
5.491607608
6.726268915
5.379764575
5.046129209
4.694686875
6.244955442
3.863244818
6.413093641
6.581037529
2.682923797
4.093356093
4.560293833
5.991505396
3.52937087
0.45709119
6.63164757
3.611097491
7.443518704
8.501691562
5.0775432
6.213240118
6.197931897
5.753337937
5.789494131
4.721097463
6.9423039
5.841261431
2.268562507
5.537198111
1.772831189
6.003289444
6.707909144
2.886106472
2.526829073
2.750573931
1.275221907
3.276028215
4.156907437
6.363008468
6.193721409
6.678524391
5.901602619
1.877576869
3.545444811
3.391187539
6.663739799
6.927323064
2.494045191
4.734651974
6.254198545
2.770102615
4.915451743
7.66981867
4.805436456
6.403344795
3.676388115
4.296668583
4.724831811
4.758204419
2.897716111
0.994789597
6.546145754
7.464292122
7.757224927
7.271135587
5.074226802
6.131657513
5.587935526
1.926074969
5.139634843
4.855384488
3.040246719
4.44801224
2.300223118
2.35620654
3.208724098
7.638014312
7.480951018
2.495857833
6.69910388
4.040560723
4.868115142
4.944286619
4.878180006
4.781168441
1.657529935
2.187779141
1.918337863
1.148409061
5.076435913
0.410202466
4.923113661
3.50080315
7.89776321
8.491435273
7.059046716
6.662920264
4.441312841
2.690106662
2.825919173
1.239559327
1.772917731
2.237288887
4.990642542
4.872505983
3.017114369
3.634162344
1.95499632
5.640429966
5.972559637
5.677448773
1.218015631
1.259992354
3.027310698
4.778351351
7.719812758
1.37651208
3.716015589
3.25526983
3.280476778
2.975814742
3.215513183
3.213603691
3.194789054
3.519018262
3.548830068
4.033106617
8.523282088
8.301122392
3.426850945
5.778187714
4.160902588
1.913351043
1.821950047
1.846132619
1.801734682
1.601880154
1.905397259
1.855026405
1.892731185
1.895026587
1.957725316
0.596090402
4.467022724
6.877921644
6.311995522
4.255882087
7.18482211
6.604526981
4.363758516
2.135212827
3.381312524
9.111233402
8.204314086
9.194987928
6.788339132
7.060060272
3.477852406
4.487456617
5.586953429
5.793329844
5.921784308
3.857405837
0.831891129
2.508255053
3.046623704
7.644260847
1.892482857
4.720898902
4.205561301
3.116958918
6.746539731
3.449147812
3.829931802
4.229602811
5.614644935
6.274168117
9.546169422
3.445133451
4.009693781
5.603394866
2.550281771
5.523058388
5.037952454
4.928894291
5.072674427
4.088045943
7.487828774
7.600942166
8.611961861
8.623217693
8.599374485
5.497727852
5.538704871
1.656978103
1.923410797
4.55059356
2.62331041
3.05928131
1.563928766
4.226646143
6.440233249
6.404940339
5.499924181
5.327986793
5.534931366
3.639980977
1.599313828
4.35032853
1.122822685
6.116939624
2.293550063
1.434297215
6.44948345
4.655625471
5.427985664
2.926428336
4.204146778
4.761793008
5.245682956
5.448201403
5.755766898
5.981361694
5.822989864
1.081586442
4.160264064
2.777523199
3.497255534
5.345796742
2.960158834
0.967994381
7.403211438
0.941097213
5.267596792
6.857857963
7.280804787
