name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3
NIHBEM01_clean,N2,293.0,5.0,14.0,NIHBEM01_clean_N2_293.0K_5.0bar_14.0/Output/System_0,0.9318741936,1.6313027778,26.105039086,20.887005576,36.3537192336
ZEKRIS_clean,N2,293.0,5.0,14.0,ZEKRIS_clean_N2_293.0K_5.0bar_14.0/Output/System_0,2.3825320848,1.8201981481,66.7430149074,53.402016367,55.2529677424
CUVVOG_clean,N2,293.0,5.0,14.0,CUVVOG_clean_N2_293.0K_5.0bar_14.0/Output/System_0,1.5917280727,8.5532666667,44.5898425299,35.6769544181,42.8424520048
HUXWAY_clean,N2,293.0,5.0,14.0,HUXWAY_clean_N2_293.0K_5.0bar_14.0/Output/System_0,0.2583430056,0.6721666667,7.2370866198,5.7904938615,8.8470382648
IKOPIJ_clean,N2,293.0,5.0,14.0,IKOPIJ_clean_N2_293.0K_5.0bar_14.0/Output/System_0,1.201506258,4.0518027778,33.6583715296,26.9305321284,30.2183959177
IQECIS_clean,N2,293.0,5.0,14.0,IQECIS_clean_N2_293.0K_5.0bar_14.0/Output/System_0,1.242404996,7.20025,34.8040875066,27.8472354485,19.9355338507
PEFRID_clean,N2,293.0,5.0,14.0,PEFRID_clean_N2_293.0K_5.0bar_14.0/Output/System_0,1.394695665,5.73105625,39.0702791164,31.2606748096,31.8346559598
DUQYEU_clean,N2,293.0,5.0,14.0,DUQYEU_clean_N2_293.0K_5.0bar_14.0/Output/System_0,1.064971396,1.4421314815,29.8335549034,23.8702430426,39.8249989962
QOJKAB_clean,N2,293.0,5.0,14.0,QOJKAB_clean_N2_293.0K_5.0bar_14.0/Output/System_0,1.0184201599,2.26610625,28.5294927808,22.8268447647,26.6104017468
XANLAA_clean,N2,293.0,5.0,14.0,XANLAA_clean_N2_293.0K_5.0bar_14.0/Output/System_0,2.3227673779,9.057425,65.0687974843,52.0624516747,41.3719462324
