GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.45,0.45,0.9271656339446801,0.027850552363602375,0.005289377259908639,8.253386493094244e-05
He,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.6,0.6,0.9572920548128556,0.041117565709271005,0.0010216614171163802,4.1652155266629374e-05
He,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.55,0.55,0.9285042476097946,0.04458256080469633,0.015532665929037298,0.0006082277806793714
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,0.8,0.9585963482355011,0.002289466502599515,0.07206898730921485,0.0010557486925022249
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.1,0.1,0.9778109840534466,0.018086918797772793,0.0011657824063000598,3.124546150562042e-05
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.05,0.05,0.9280605354590415,0.007568853567996403,0.2512009093508928,0.005139142637418721
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.75,0.75,0.9606333876736592,0.001252299755676574,0.07190835708683962,0.00111248701301476
Ar,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.25,0.25,0.9480317705422738,0.00302754950335007,0.08982161140094934,0.00076766020786309
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.15,0.15,0.9871380329519205,0.0011110537388443486,0.0011171827627137001,2.7178156187902997e-05
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.4,0.4,0.951713314914856,0.001796559168795132,0.08694221234113304,0.0004573175997186482
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.3,0.3,0.949108179451898,0.0037407234564002557,0.08885084785457996,0.0011586222065057322
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9187651113811572,0.02278095884523433,0.00569838937928228,0.00019545370542186082
He,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9683941692076825,0.04268706299041233,0.00099061419456442,4.872154921538028e-05
He,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.1,0.1,0.900290458708916,0.01652062807038378,0.00128035947486888,5.5823921763264726e-05
He,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.35,0.35,0.9211888959302577,0.00871760329072982,0.0010949595835780001,2.2584131583173857e-05
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.8,0.8,0.9660814471959578,0.002511560829348067,0.18054339687518842,0.001963633300573899
He,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.65,0.65,0.9739035691227663,0.03340514333823087,0.00099992487359818,4.5474679318058476e-05
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.45,0.45,0.9859095109824647,0.0007079697980844176,0.00094758191586196,9.294521470492644e-06
He,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9134321184792148,0.02400394938350783,0.016724488889341717,0.0006548738008220496
Ar,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.05,0.05,0.9007193064415369,0.02590154100249509,0.11691755969361546,0.005481218073065563
He,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.55,0.55,0.9846748016009983,0.00018016300607089696,0.01357924963305544,7.844959272689309e-05
Ar,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.4,0.4,0.9550841841595424,0.0026679372407178927,0.19606300897641388,0.0007684463796960474
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.2,0.2,0.9889936496278846,0.0008421655910055406,0.00508691991457646,5.490457014789752e-05
He,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.5,0.5,0.9226921604033329,0.02914698825063287,0.0053101785689493005,9.47688482839773e-05
Ar,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.7,0.7,0.9648264293548208,0.002161325137121317,0.18294258848711853,0.0029825956007587845
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.6,0.6,0.9826949317974242,0.0005583888887828854,0.00093719537905574,1.514045342116339e-05
He,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.1,0.1,0.8991078016041089,0.01608005980940276,0.01850390441867298,0.0006826343662817161
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.4,0.4,0.9312016553009037,0.02603176537076253,0.00532538052976818,9.164056080336868e-05
Ar,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.15,0.15,0.8907472167724547,0.01581214624287881,0.02431689394822268,0.001054958912393083
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.65,0.65,0.9602003600010672,0.0015870591625115587,0.07395642008185328,0.0008389976831894143
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9686485443847825,0.040889489589007066,0.00490734609579618,0.00026326654850884746
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.35,0.35,0.9873434454104502,0.000757897508780857,0.0009717273440847399,1.1935184724243482e-05
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,0.8,0.9789142022799056,0.001213666345123879,0.00445083304001792,7.593219155376885e-05
He,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.75,0.75,0.9799232789410602,0.000569802251168241,0.01331270518508414,0.00013264456714683133
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.5,0.5,0.9847391294966087,0.00028197558489967867,0.00095192524011938,7.233265406408898e-06
Ar,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9533582833251218,0.002736887324523299,0.20443551906731092,0.0014362225967595647
He,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.1,0.1,0.9063174923261859,0.013976289985960847,0.006264025267841559,0.00020966816895725453
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,0.8,0.9783872433757109,0.0012044339129404175,0.00090777201940998,1.546895558788532e-05
Ar,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.55,0.55,0.954849472769529,0.0028900956062690394,0.08460531669835758,0.000754665478143801
Ar,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.65,0.65,0.9386453869365902,0.018260439600786733,0.01964598634359064,0.0010850432780166502
Ar,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.6,0.6,0.9374817816375604,0.017945449106466765,0.020038705729945,0.0007691949751527517
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.4,0.4,0.986835889400546,0.0006051972602388197,0.004726804635313839,1.4624978521165482e-05
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.5,0.5,0.9598617627927833,0.002555366111094981,0.0768789096426967,0.0016213350493588575
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.55,0.55,0.9600304396645039,0.00183005109060378,0.07547695832865974,0.0010232333078092986
Ar,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.8,0.8,0.9368265293835079,0.023754518168467936,0.019413373179285282,0.0014878486750382154
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.15,0.15,0.9538461351946573,0.00163954012238519,0.09182807277074145,0.0016409464119951386
He,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.15,0.15,0.9129439756850534,0.022089595419734896,0.01700409080967154,0.0006938962099093093
Ar,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9594296419984192,0.005046006654839815,0.08149539529814691,0.0020896306059851534
Ar,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.4,0.4,0.951713314914856,0.001796559168795132,0.08694221234113304,0.0004573175997186482
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.35,0.35,0.9237296773453652,0.010216400135444885,0.00537522186378988,0.00011401636892625555
He,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9134321184792148,0.02400394938350783,0.016724488889341717,0.0006548738008220496
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.45,0.45,0.9536741838683834,0.002378226018845666,0.08603685873744207,0.001002480739987985
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.2,0.2,0.9885519435312311,0.0009799750417880504,0.0010278412123185799,1.2828495600552743e-05
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.7,0.7,0.9587129378393456,0.006228161275692881,0.08189251419673123,0.002678602966591924
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.7,0.7,0.9813139848088441,0.0006552772449144745,0.004518774923383,5.591237187271489e-05
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.25,0.25,0.9564881396325859,0.002237641929174974,0.19975565341181706,0.0009832339518228588
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.6,0.6,0.98326853229775,0.000532617277326121,0.004582761125022381,6.858560859706842e-05
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.35,0.35,0.9841556282708334,0.0006191422501327842,0.01500246872861632,0.0002140724912467844
He,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.55,0.55,0.9341953535805747,0.04073824901775835,0.00523145591465652,0.00020531827221311497
He,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.65,0.65,0.9727895983140499,0.03700753755222302,0.01448819335826618,0.0007242772447317259
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.55,0.55,0.9846443419845677,0.0003461256650961018,0.00461503639374094,4.58608016175336e-05
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9435207711981732,0.004408583425588451,0.09206918281725562,0.0011779991284142893
He,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.3,0.3,0.9236795513339284,0.009449884175572786,0.00110328307960652,2.0354403760221033e-05
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.05,0.05,0.9007193064415369,0.02590154100249509,0.11691755969361546,0.005481218073065563
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.5,0.5,0.9847012902430832,0.0011312707848562295,0.013483908454639459,0.00023856636528877458
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.75,0.75,0.9858512441529893,0.0006816129414549067,0.01185269287536546,0.0002508509052987697
Ar,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.1,0.1,0.9286526082204555,0.01730348772131101,0.10169953951115931,0.004414358469765621
Ar,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9421135173561195,0.020873464168338265,0.01908266108675246,0.0009794267245418849
He,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.45,0.45,0.9233637513395705,0.031083980161770917,0.01552979553542202,0.00025842042830059116
Ar,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.65,0.65,0.9640901330891907,0.0011170573038303505,0.18463284486086168,0.0014384671725481328
He,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.65,0.65,0.9739035691227663,0.03340514333823087,0.00099992487359818,4.5474679318058476e-05
He,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.7,0.7,0.97195933488243,0.03829072676264499,0.01428798923992666,0.0006546925048999564
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.1,0.1,0.9286526082204555,0.01730348772131101,0.10169953951115931,0.004414358469765621
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.15,0.15,0.9879924049419028,0.0013200522732495711,0.0054397985328952,0.00015935020392252117
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.45,0.45,0.9598404340747454,0.0010597895771952985,0.07779660233201273,0.000568320925739513
Ar,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9011054179422743,0.010664087874140358,0.02318530141860182,0.00046816306324619204
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9655723949831112,0.0023101591240502622,0.18165052423429467,0.0026539455797920026
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.45,0.45,0.9862266495636755,0.0006675843092374087,0.00464902394131658,3.666904311246716e-05
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.8,0.8,0.9597834751826607,0.006654341749072319,0.081182579724113,0.002833275368547702
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.2,0.2,0.9762164342422744,0.003985346624595179,0.018523091770614602,0.0002393168438025848
He,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.35,0.35,0.9237296773453652,0.010216400135444885,0.00537522186378988,0.00011401636892625555
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.1,0.1,0.9553818786762417,0.010087995515494929,0.02398447397612578,0.0005853157153371094
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.3,0.3,0.9579057495766161,0.000703952550418716,0.08298148584466201,0.0005860487116805617
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.5,0.5,0.9629924011354658,0.0012721046462795375,0.18810231160423982,0.0008240359620686763
He,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9674111378417527,0.045666644775807286,0.01439033020217576,0.0007427283220214551
He,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.65,0.65,0.974292239432953,0.032782029484547816,0.004930129657614939,0.0002442876906827892
He,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.65,0.65,0.982764390052193,0.00036574443721824104,0.0133883199643752,0.00020769027365675848
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.55,0.55,0.9633456593540574,0.001551998678628599,0.18661209785855068,0.0013915847102841548
Ar,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.1,0.1,0.9441946059924424,0.001404550771684292,0.22524147048128965,0.0024239124389129046
Ar,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.4,0.4,0.9247418632100356,0.00590264827772575,0.021417186241111198,0.0005543704390479799
Ar,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.7,0.7,0.9570118845826588,0.0014866117533047312,0.18773091528239258,0.0009696126221917847
Ar,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.3,0.3,0.9573831533626054,0.0029862424123102706,0.19725563689247566,0.001224176369624342
He,293,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.4,0.4,0.9312016553009037,0.02603176537076253,0.00532538052976818,9.164056080336868e-05
Ar,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.1,0.1,0.8610108315645263,0.034825052052507306,0.0272050062982526,0.001951440602049525
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.5,0.5,0.954270646687496,0.003097008971392626,0.0852055091022812,0.0010739580547528046
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.25,0.25,0.9800099750995418,0.0016066039579989409,0.0168479258554404,0.0002796816986863861
He,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.8,0.8,0.9620504214815975,0.05188907583776678,0.0009927329122881201,5.896333573133213e-05
He,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9153309745883895,0.02270934754636824,0.00116134335345996,4.295496798463626e-05
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.3,0.3,0.9878500064491694,0.0009354807968752788,0.00098698604913098,1.0158018067070142e-05
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.6,0.6,0.9633745201446964,0.0010158968865797437,0.18645165125124827,0.0014649530723632484
He,293,0.01,15,struct+input,random_struct__cat_TRAIN_RATIO0.15,0.15,0.9129439756850534,0.022089595419734896,0.01700409080967154,0.0006938962099093093
He,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.5,0.5,0.9852788394721271,0.0001521736438360178,0.013724501187344279,9.87135232752152e-05
Ar,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.25,0.25,0.9570615145498111,0.0011866337536578643,0.08465512317357066,0.0008354944301314729
He,293,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.1,0.1,0.9785284296757684,0.017677464855401805,0.0057710618185809,0.0001932079027250837
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.15,0.15,0.9411583765749268,0.006441159612217226,0.09501044866613535,0.002280789292448858
Ar,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.45,0.45,0.9245313735477907,0.008267267573746082,0.02116073274990768,0.00033915205228553577
He,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9153309745883895,0.02270934754636824,0.00116134335345996,4.295496798463626e-05
Ar,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.05,0.05,0.9376861377204839,0.0031933987721129973,0.2489391712862826,0.0028718791536151696
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.3,0.3,0.927253660086155,0.009981839241834734,0.0054470705437452,9.288899325595034e-05
Ar,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.75,0.75,0.9594296419984192,0.005046006654839815,0.08149539529814691,0.0020896306059851534
He,293,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.35,0.35,0.9877641811185102,0.0005501001036821718,0.014072540614481679,0.00019156113377810982
He,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.6,0.6,0.9572920548128556,0.041117565709271005,0.0010216614171163802,4.1652155266629374e-05
Ar,293,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.7,0.7,0.9648264293548208,0.002161325137121317,0.18294258848711853,0.0029825956007587845
Ar,293,0.01,1,struct+input,random_struct__cat_TRAIN_RATIO0.2,0.2,0.9011054179422743,0.010664087874140358,0.02318530141860182,0.00046816306324619204
Ar,293,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.1,0.1,0.8610108315645263,0.034825052052507306,0.0272050062982526,0.001951440602049525
He,293,0.01,5,struct+input,random_struct__cat_TRAIN_RATIO0.55,0.55,0.9341953535805747,0.04073824901775835,0.00523145591465652,0.00020531827221311497
