folder,mean,std,count
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9039613279432652,0.024558334681148538,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8916387212497838,0.021257756100079486,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9066728601081253,0.016649300179267548,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9064451923135716,0.026549927101116273,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9100226896517919,0.01105311742645616,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9115172092919576,0.014131904592867494,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9158586895467531,0.03635855976671497,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9185147174799948,0.03217357455760198,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.924400167903803,0.05161569561221385,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9109800218220844,0.03669709444418962,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9662539105981466,0.04057112954206536,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9480643132753421,0.048021001625785244,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9586217864978563,0.05399834534060787,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9634244353160961,0.04600207111356145,5
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9543325182085718,0.06133593263703619,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9529774251096402,0.023995823880331373,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9871380329519205,0.001242195843355644,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9778109840534466,0.02022178996766936,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9885539759836593,0.0007904729173830878,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9885519435312311,0.0010956454048456732,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9873434454104502,0.0008473551748058462,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9878500064491694,0.001045899326729422,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9859095109824647,0.0007915342972667873,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.98670045292385,0.0007078007359739832,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.984372181911145,0.000429386014913825,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9847391294966087,0.00031525828791547007,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9824667756708415,0.0005423181188003609,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9826949317974242,0.0006242977565996103,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9792428454505078,0.000746516496495317,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9810662171355892,0.0006761761022418144,5
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9783872433757109,0.001346598051870418,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8836085580116844,0.02393066871667178,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.915085285635568,0.02423957909958516,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.900290458708916,0.018470623698184672,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164003945354511,0.016149113868421695,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9153309745883895,0.025389822419173737,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9211888959302577,0.009746576779473876,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9236795513339284,0.010565291698040139,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9258461353583106,0.03247596756939794,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9286018245193951,0.02834636174783939,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9321631440092503,0.04686535552797927,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9198827379622878,0.02969826027716455,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9739035691227663,0.03734808565120424,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9572920548128556,0.04597083599762217,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9683941692076825,0.04772558730318872,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9724945440712534,0.041847826835734646,5
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9620504214815977,0.058013750431444175,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8747510722797808,0.023237707760287725,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9058798356191297,0.023011485070178996,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8923542889332611,0.020699211248980706,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9047311768282471,0.016189333450657442,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9060832150344712,0.026470654895626295,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9112637128143565,0.009337097817365803,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9130724168394011,0.012202182114608441,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.916472501314886,0.032304156359243094,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9195637589340702,0.028224417009801918,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9237864439640713,0.047092646874216534,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9131490006777796,0.03353556072596926,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9652062003466749,0.03749080429728156,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9482046850003434,0.045686234889187764,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9581656806686352,0.049244347599673825,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9627144589197755,0.04157754766704195,5
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9541179972746845,0.055445256917951,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9545977768079104,0.021910777579769336,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9879924049419028,0.0014758633084195497,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9785284296757684,0.019764006543270964,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.988922257987765,0.0006856432419559897,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9889936496278846,0.0009415697548998615,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9876541267793473,0.0006461160237359379,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9880673957735094,0.0010665691230407294,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9862266495636755,0.0007463819480836093,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.986835889400546,0.0006766311068453216,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9846443419845677,0.00038698025795612433,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9852247598162384,0.00019730894941832005,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9827305371055817,0.0004460620828938876,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.98326853229775,0.000595484219045986,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9795804189705158,0.0007589972206131932,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9813139848088444,0.0007326222318687839,5
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9789142022799056,0.0013569202248503594,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8896598876514867,0.022961404143412818,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9180854676465021,0.023976330351142803,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9063174923261859,0.015625967240929014,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9219074135754532,0.016197996929310197,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9187651113811575,0.02546988628528456,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9237296773453652,0.011422282594096425,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.927253660086155,0.01116003554260871,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9271656339446801,0.031137864147966186,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9312016553009037,0.029104398471674977,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9341953535805745,0.04554674704401086,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9226921604033329,0.03258732353390135,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.974292239432953,0.03665142318392566,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9585426434869946,0.043561437105254425,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9686485443847825,0.04571583914314486,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9728511455643286,0.03988846875090628,5
./try09_all\He_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9645283160225725,0.05310780114230075,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8760312322510506,0.024487754210247403,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9087377889121331,0.022925236988508967,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.893164949879908,0.0201006091473111,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9112443478193152,0.01596757741253656,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9093010694084175,0.02632293611750961,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9126673719288008,0.011773064053267186,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.916305019594396,0.012994230587306494,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9193211565985278,0.03355315978337494,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9219458752059131,0.02949625179070699,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9265550397598659,0.04837738633466249,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9153646299754895,0.03390889941628209,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9657908887259369,0.03770488355914223,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9496382810578872,0.044151089955707976,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9609622566011042,0.04585304704760948,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9640732258377425,0.04036194616996815,5
./try09_all\He_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9560008391215893,0.054316641531759,5
