folder,mean,std,count,GAS,TEMP,SAMPLING,MODEL,TRAIN_RATIO,QT_FRAC,LOW,HIGH
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.2_QTFRAC_0.2,0.9259979183671428,0.0230780739952795,5,He,273,random_struct,rf,RATIO0.2,0.2,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.35_QTFRAC_0.35,0.931292088338582,0.0108031396534168,5,He,273,random_struct,rf,RATIO0.35,0.35,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.3_QTFRAC_0.3,0.9330178265537784,0.0120298234095477,5,He,273,random_struct,rf,RATIO0.3,0.3,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.45_QTFRAC_0.45,0.9343187692107116,0.030115502022415,5,He,273,random_struct,rf,RATIO0.45,0.45,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.4_QTFRAC_0.4,0.9376525486910324,0.0284122954300085,5,He,273,random_struct,rf,RATIO0.4,0.4,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.55_QTFRAC_0.55,0.9413250173337222,0.0414709375111825,5,He,273,random_struct,rf,RATIO0.55,0.55,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.5_QTFRAC_0.5,0.9302254528003944,0.0323803962137348,5,He,273,random_struct,rf,RATIO0.5,0.5,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.65_QTFRAC_0.65,0.9742940765190792,0.0304553193459058,5,He,273,random_struct,rf,RATIO0.65,0.65,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.6_QTFRAC_0.6,0.956618470747747,0.0414433584359979,5,He,273,random_struct,rf,RATIO0.6,0.6,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.75_QTFRAC_0.75,0.969545019859486,0.0397945582247407,5,He,273,random_struct,rf,RATIO0.75,0.75,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.7_QTFRAC_0.7,0.972019794770312,0.035037285769062,5,He,273,random_struct,rf,RATIO0.7,0.7,0.01,1
./try09\He_273_0.01_to_1__struct+input__random_struct__rf_TRAIN_RATIO0.8_QTFRAC_0.8,0.9624553953937508,0.0508264297084629,5,He,273,random_struct,rf,RATIO0.8,0.8,0.01,1
./try09\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9529774251096402,0.0239958238803313,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,1
./try09\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9871380329519204,0.0012421958433556,5,He,293,qt_then_rd,cat,RATIO0.15,0.15,0.01,1
./try09\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9778109840534466,0.0202217899676693,5,He,293,qt_then_rd,cat,RATIO0.1,0.1,0.01,1
./try09\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9885539759836592,0.000790472917383,5,He,293,qt_then_rd,cat,RATIO0.25,0.25,0.01,1
./try09\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9885519435312312,0.0010956454048456,5,He,293,qt_then_rd,cat,RATIO0.2,0.2,0.01,1
./try09\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9873434454104502,0.0008473551748058,5,He,293,qt_then_rd,cat,RATIO0.35,0.35,0.01,1
