GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD
He,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.05,0.05,0.9555540695641828,0.016683736605923354,0.00135628886171282,2.3599543520119173e-05
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.3,0.3,0.9871286828954835,0.0006750300892769297,0.0011380741783335398,1.6237695431023888e-05
He,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.2,0.2,0.9907198073208525,0.00026944493989622214,0.00089145413315168,3.3207925403783e-06
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.65,0.65,0.9894944881840029,0.0006727220581215308,0.00683339954535084,7.46731220220434e-05
He,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.05,0.05,0.9591683181593978,0.022780293089073558,0.0010326800926552001,2.633556291548133e-05
He,293,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.25,0.25,0.9900124259280221,0.00014649944871696408,0.00097786523057498,7.802596191318256e-06
Ar,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.6,0.6,0.9824041569315659,0.0008998130119345799,0.0189374653086188,0.00027118220575098897
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.25,0.25,0.9885539759836593,0.000707020471056451,0.00100585479547878,1.2256553500697335e-05
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.75,0.75,0.9889083739751232,0.0009670919722526475,0.006709396591223921,0.0001616170822372282
He,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.45,0.45,0.986305095278467,0.00020358951001827575,0.00085763323305964,2.8904880444747975e-06
He,293,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.6,0.6,0.9832510499673053,0.0003029825556918673,0.0009266803457054799,1.0497901648176097e-05
He,293,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.4,0.4,0.9871318333324446,0.00018423954464114923,0.00095560351490174,6.1806695665256965e-06
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,0.8,0.9849173448844418,0.0017130862086053248,0.01192980074899494,0.00026542875694939
He,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.4,0.4,0.9867004529238501,0.000633076224064889,0.00095733120237804,7.198911181252808e-06
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.4,0.4,0.9846511608799636,0.0005734856416272784,0.01440451722971984,0.00014203827795725198
Ar,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.35,0.35,0.9900796278726276,0.00048889591581239,0.00744597109431108,7.929667708876724e-05
Ar,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.6,0.6,0.9893383149845123,0.00017939758001726916,0.00691902650409886,0.00010603686531000491
Ar,293,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.3,0.3,0.9827659259456564,0.002916424607318411,0.01355135068320618,0.0002722477963243954
Ar,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.3,0.3,0.9736902513550334,0.0013707749595621237,0.022448954092821778,0.00015571428263585986
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.45,0.45,0.9906579143584511,0.0005533086912868411,0.00708550005453718,8.220721507531778e-05
Ar,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.25,0.25,0.9730509421292102,0.002015933784123063,0.023512018041740218,0.0004998458710623637
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.45,0.45,0.9850941227452548,0.0004161668348438446,0.00108808992822526,7.109492062353675e-06
He,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.6,0.6,0.9817175151024748,0.0004884216777118577,0.00104929387324326,6.1150293379369784e-06
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.15,0.15,0.9867796112443618,0.0014956062040265396,0.0012428273874673201,1.3196434979348109e-05
He,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.7,0.7,0.9792299196275838,0.00041075022797439043,0.00104204990334046,9.301299791394134e-06
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.15,0.15,0.9775822380314267,0.004776792868757688,0.00934880727326508,7.513992489647195e-05
Ar,293,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,0.8,0.9861660777201842,0.0018214526298773507,0.010791710513029221,0.00023753644769175717
Ar,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.2,0.2,0.9679760952558926,0.005630945926171741,0.02550912637120884,0.0005866001376549921
He,293,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.15,0.15,0.9898741425674553,0.0029178490380151714,0.0009990959332136199,1.116380411038367e-05
Ar,293,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.4,0.4,0.9855171111696912,0.000755698020880878,0.01257216925136706,0.00012820613582908424
He,293,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.5,0.5,0.9854949417072127,0.0002759708171088872,0.0009188409444324001,1.0472967957751698e-05
Ar,313,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.25,0.25,0.986834358406723,0.0013083607993792626,0.00959225092627628,9.836381579228649e-05
Ar,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.55,0.55,0.9792098394535186,0.0016087436490292365,0.018725146157077138,0.00035638680654070796
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.05,0.05,0.9428104828919992,0.030977669757990305,0.00154315994358136,4.561974406816824e-05
Ar,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.4,0.4,0.9785673531654151,0.0013213978461222267,0.02043543399744338,0.00027269118052569106
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.6,0.6,0.9864258667004628,0.00041193383945164195,0.01240805808311382,0.00011780904717250121
He,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.45,0.45,0.9853150128762336,0.0004081445054215648,0.0010790425508150601,1.2382217430504534e-05
Ar,293,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.3,0.3,0.982318246809734,0.0013351367272969525,0.015901975639726562,0.0002780528860640969
He,293,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.55,0.55,0.9844472386373188,0.00015981496493613426,0.0009166451251056199,6.5250281889603596e-06
Ar,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.1,0.1,0.9509677390108395,0.004116664332088163,0.03237815300315654,0.0008286733142113015
He,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.3,0.3,0.9878502079999822,0.0002277349209148221,0.00109737792728468,9.445261284120694e-06
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.25,0.25,0.9868676581374265,0.0008912612134441483,0.00114808353922022,1.7070595699771823e-05
He,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.15,0.15,0.9910716744665443,0.0003196837977439516,0.0009305512102013001,4.5512281433566185e-06
Ar,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.25,0.25,0.9762586414616777,0.001654950808655512,0.0262450992308318,0.0007383264712966713
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.05,0.05,0.9197198818274627,0.021053938459968218,0.01385673084572668,0.0005200210485958568
He,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.35,0.35,0.9878055737527252,0.00027956479522755573,0.0008671701483936801,7.524477052053316e-06
Ar,293,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.25,0.25,0.980490116207789,0.00264385486068307,0.013696442194088282,0.00016105299996384853
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.6,0.6,0.9901187519079573,0.00016626968155611962,0.006829709160055699,9.851962436326181e-05
He,293,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.3,0.3,0.9892461101684391,0.0002179752228316088,0.0009450389666472801,4.7770342969923026e-06
He,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.05,0.05,0.9581322404166063,0.018877879158838193,0.00106973555641184,3.1214541417196384e-05
Ar,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.3,0.3,0.976129806847306,0.001141061171530626,0.02239743407815216,0.00014315436669406223
Ar,273,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.45,0.45,0.9784640469609919,0.0017055602012697514,0.02002668497187206,0.0003923237767866858
Ar,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.2,0.2,0.9672285227944422,0.005386439482416117,0.02538476344107552,0.0004137093519350806
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,0.8,0.9764032094741564,0.0005627184330817832,0.00104406951469758,1.7696126808463898e-05
He,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.7,0.7,0.9793668120130288,0.00041433505437070043,0.00083360394357758,6.886621442422968e-06
He,273,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.4,0.4,0.9855424664363295,0.0006352842819116765,0.0010959780458648601,1.5303604789395308e-05
He,273,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.45,0.45,0.985133131158956,0.0005533759488264537,0.0010617959262228002,1.0666382387853833e-05
