,name,gas,pressure,temp,cutoff,path,Average loading absolute [mol/kg framework],Average loading excess [mol/kg framework],Average loading absolute [molecules/unit cell],Average loading excess [molecules/unit cell]
0,1499489-acs.cgd.6b01265_1499490_clean,helium,0.35,293.0,14.0,1499489-acs.cgd.6b01265_1499490_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0101739608,0.0101739608,0.0756125,0.0756125
1,ABAVIJ_clean,helium,0.35,293.0,14.0,ABAVIJ_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.001941125,0.001941125,0.0023537037,0.0023537037
2,ABAYIO_clean,helium,0.35,293.0,14.0,ABAYIO_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0091785254,0.0091785254,0.10065625,0.10065625
3,ABEFUL_clean,helium,0.35,293.0,14.0,ABEFUL_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0021525302,0.0021525302,0.0046833333,0.0046833333
4,ABESUX_clean,helium,0.35,293.0,14.0,ABESUX_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0022845459,0.0022845459,0.0143472222,0.0143472222
5,ABETIN_clean,helium,0.35,293.0,14.0,ABETIN_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0170696377,0.0170696377,0.1229,0.1229
6,ABEXEN_clean,helium,0.35,293.0,14.0,ABEXEN_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0160344235,0.0160344235,0.10105,0.10105
7,ABEXIQ_clean,helium,0.35,293.0,14.0,ABEXIQ_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0027165731,0.0027165731,0.0076111111,0.0076111111
8,ABEXOW_clean,helium,0.35,293.0,14.0,ABEXOW_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0027124225,0.0027124225,0.0076166667,0.0076166667
9,ABEXUC_clean,helium,0.35,293.0,14.0,ABEXUC_clean_helium_293.0K_0.35bar_14.0/Output/System_0,0.0027506381,0.0027506381,0.0077972222,0.0077972222
