,name,0.01 bar,0.05 bar,0.1 bar,0.2 bar,0.35 bar,0.5 bar,1.0 bar,5.0 bar,15.0 bar
908,DEKHUX_clean,0.0001938267,0.0009506736,0.0017813593,0.0035465663,0.0062532171,0.0090752409,0.0174836259,0.0901063205,0.2643126427
909,DEKPUF_clean,0.0001671553,0.0007709805,0.0016020618,0.0032679808,0.0057170882,0.0081408406,0.0159670912,0.0809435643,0.239650046
910,DELGEI_manual,0.0005238963,0.002205879,0.0047899086,0.0096546595,0.0164968233,0.0233783778,0.046323458,0.232196333,0.6934377433
911,DELTAQ03_clean,1.93908e-05,9.34286e-05,0.0001463127,0.0003331699,0.0005923021,0.00075448,0.0016764264,0.0076029727,0.0227718991
912,DEMLAJ_clean,2.83463e-05,0.0001490803,0.000265615,0.0005144322,0.0009700721,0.0013438228,0.0027002439,0.013428779,0.0394947413
913,DEPJIR01_clean,6.62535e-05,0.0002572194,0.0006105713,0.0011574873,0.0020083899,0.0028333108,0.0057367723,0.0284656146,0.0858762072
914,DEPSEW_clean,0.0001185909,0.0006463203,0.0013056857,0.0025923968,0.0045111973,0.0063908628,0.0129868879,0.0650684471,0.1893765993
915,DEPXAY_clean,0.0001931841,0.0012082478,0.0022944846,0.0043229175,0.007817177,0.0111843417,0.0220534883,0.1115044974,0.3250034127
916,DEPXIG_clean,0.0001456106,0.0008309302,0.0016191269,0.0033221383,0.0057927709,0.0084992294,0.0170095378,0.0838353223,0.2466897369
917,DEPXOM_clean,0.0002104748,0.0012142779,0.0023098265,0.00482653,0.0084495756,0.0120150554,0.0239041857,0.1204599702,0.3543676804
918,DEPXUS_clean,0.0001431022,0.0007486686,0.0014982097,0.002962389,0.005146442,0.0073994283,0.0146234691,0.0738494353,0.2148321032
919,DEPYAZ_clean,0.0001536071,0.0008017757,0.0015920086,0.0031138729,0.0053851267,0.0075942273,0.0154716954,0.0765780109,0.2260332564
920,DEQFOU_clean,9.25165e-05,0.000508841,0.0010032263,0.0019862146,0.0034722616,0.0047761667,0.0097547133,0.0481505256,0.1426634054
921,DEQVIF_clean,0.0001547501,0.0007737505,0.0015921711,0.0032290124,0.0055534547,0.0081810157,0.0156887886,0.0803232793,0.2396775949
922,DEWQUS_clean,0.0001243872,0.0006196108,0.0011607531,0.0024220622,0.0041617387,0.0060298711,0.0121277483,0.0603481174,0.1777597175
923,DEWRIH_clean,5.42281e-05,0.0002874089,0.0006163927,0.001172532,0.002153458,0.0029753149,0.0059873844,0.0297760453,0.0872090225
924,DEXDER_clean,4.20056e-05,0.0002508984,0.0004734146,0.000950235,0.001658654,0.0024170256,0.004560447,0.0238852986,0.0696657382
925,DEXZIR_clean,2.65166e-05,0.0001313204,0.000259484,0.0005271755,0.0009362889,0.0013062587,0.0026914359,0.0132147421,0.0392477397
926,DEYJOI_clean,0.0001264015,0.0007091615,0.0013822082,0.0028908179,0.0052366321,0.0075709552,0.0151895162,0.0742239248,0.219572476
927,DEYLUQ_clean,9.95598e-05,0.0004198307,0.0009584134,0.0018736443,0.003116343,0.004484991,0.008939994,0.0448691019,0.1340567277
928,DEYNIG_clean,3.73302e-05,0.0001278278,0.0002805424,0.0005599536,0.0010101788,0.0014072368,0.0028676409,0.0137635452,0.0417419922
929,DEYXIQ_clean,0.0001423692,0.0006474874,0.0013125271,0.0026835621,0.0046143226,0.0065450831,0.013236436,0.0657238681,0.1922003836
930,DEZCER_clean,0.0001931634,0.0009094065,0.00182736,0.0035846343,0.0061299468,0.0084974806,0.0175881268,0.0867320805,0.2575415266
931,DEZNED_clean,0.0002059718,0.0010468814,0.0021107853,0.0043560482,0.007362215,0.0105539267,0.0208797525,0.1042064086,0.3156083703
932,DIBJEF_clean,7.10791e-05,0.0003656266,0.000737715,0.0014075817,0.002492615,0.0035555707,0.0071466811,0.0356838653,0.1053537744
933,DIBJIJ_clean,9.25686e-05,0.0004265274,0.0008907943,0.001763075,0.0031273931,0.0043962944,0.0089115037,0.0432579984,0.1296216131
934,DIBPAH_clean,0.0001342058,0.0007700547,0.0014984143,0.002978587,0.0052835391,0.0076067328,0.0150336559,0.0744516465,0.2188518789
935,DIBPIP_clean,0.0001225385,0.0005446154,0.0011414231,0.0022624231,0.004030154,0.0056957694,0.0113370773,0.055993271,0.1662415822
936,DIBQEM_clean,0.0003398927,0.0016398554,0.0033634157,0.0063704513,0.0114815241,0.0162045105,0.0336531804,0.1633387262,0.4762403789
937,DIBQOW_clean,0.0003393514,0.0018568841,0.0036976086,0.0072262761,0.0124105672,0.0178093403,0.0357406121,0.1770665342,0.5110030498
938,DIBXOD_clean,4.59767e-05,0.0002892084,0.0005843493,0.0011909454,0.0019117417,0.0030166661,0.0060629945,0.0291744534,0.0861989341
939,DIDBAV_clean,0.000248218,0.0012479532,0.0024615906,0.0047401633,0.0086784794,0.0122358896,0.0244134422,0.1194843709,0.3538021705
940,DIDBEZ_clean,0.0002276285,0.0012262198,0.0024135484,0.0048739951,0.0084199666,0.012240465,0.0239009921,0.1208775945,0.3522041956
941,DIHVIB_clean,0.0003752086,0.0017623827,0.003538973,0.0069901175,0.0123334501,0.0175011257,0.0352295723,0.1749524894,0.5069565936
942,DIHYUP_clean,0.0001484778,0.0006059498,0.0012279513,0.002528135,0.0043359521,0.0062400792,0.0124631035,0.0616483708,0.1829336399
943,DIKJUD_clean,0.0001224232,0.0006224617,0.0012914787,0.0025312292,0.0043330919,0.0063539371,0.012573381,0.06328073,0.185878092
944,DIKPOD_clean,8.84146e-05,0.0004228524,0.0008630032,0.0017721358,0.0031752369,0.0044264955,0.008956782,0.0447243264,0.1319395498
945,DILXED_clean,1.49742e-05,6.34203e-05,0.0001559083,0.0003082932,0.0005311452,0.0007346187,0.0015564403,0.0073682078,0.0224763369
946,DIMKIV_clean,5.37253e-05,0.0002827647,0.0005796677,0.0011607492,0.0020677171,0.0029852886,0.005876558,0.02944005,0.0857229559
947,DIMQIB_clean,0.0002656821,0.001209974,0.0025671935,0.0048078861,0.0088603386,0.0125910918,0.0250013277,0.1246193187,0.3680001454
948,DIPLUL_clean,3.1674e-05,0.0001501262,0.0002894052,0.0005896577,0.0010530531,0.001414918,0.0028563034,0.0142481074,0.042573803
949,DIQVUW01_clean,0.0002028599,0.0009411369,0.0018207507,0.0036863967,0.0066444931,0.0093315554,0.0188244011,0.0947738176,0.2767191948
950,DISSUU_clean,9.71275e-05,0.0003885102,0.0008237854,0.0016451726,0.0028862467,0.0042232493,0.0084285119,0.0415394096,0.1223938883
951,DITJOH_clean,0.0008456467,0.0038260691,0.0074896198,0.0151610399,0.0265290652,0.0380788909,0.0756784901,0.378946115,1.0949912306
952,DITPED_clean,0.0001497529,0.0006535458,0.0012828541,0.0028401108,0.0048916386,0.0068894978,0.0142386416,0.069450708,0.2055267287
953,DITXOU_clean,0.0002266929,0.0010696385,0.0021436788,0.0044282153,0.0076855506,0.0107227956,0.0214213814,0.1057203384,0.3135141203
954,DIVSUY_clean,0.0001567847,0.0009778101,0.0019963124,0.0040560567,0.0069057088,0.0100665367,0.019833866,0.0981735673,0.2916507036
955,DIWMUT_clean,0.0003229197,0.00159097,0.0032291966,0.0064095615,0.0111336398,0.0155474002,0.0316933833,0.1561970274,0.4621437154
956,DIWNAA_clean,0.0005866759,0.0025891026,0.0048585195,0.0095765179,0.0170311661,0.0245490488,0.0488240813,0.2440185287,0.7200550779
957,DIYKAZ_clean,5.15864e-05,0.000196843,0.0003597476,0.0008063776,0.0014064095,0.0021082566,0.0042002228,0.0207445394,0.0600737752
958,DIYTEM_clean,0.0001296836,0.000708853,0.0014328147,0.0027384639,0.0048146602,0.0069651413,0.0138068943,0.0692119997,0.2056454192
959,DIYWIT_clean,5.67467e-05,0.0002467823,0.0005107205,0.0009092673,0.0017116396,0.0023477309,0.0051085251,0.0244512409,0.0722504606
960,DOCKOW_clean,7.62321e-05,0.0003519651,0.0007477231,0.0014516534,0.0024507801,0.0037207741,0.0071950104,0.035494952,0.1051499838
961,DODHUA_clean,3.65034e-05,0.0002253139,0.0004695088,0.000941535,0.0016237702,0.0022153765,0.0045566266,0.0223929245,0.0671170954
962,DOFTOJ_clean,0.0003891467,0.0018808756,0.003925881,0.0079497105,0.0135764536,0.0195844017,0.0394361763,0.1953569217,0.5647537342
963,DOGMET_clean,5.58714e-05,0.0002418186,0.0004661773,0.0010248917,0.0017887591,0.0025578644,0.0049681933,0.0250609603,0.0745901199
964,DOGZIJ_clean,8.84827e-05,0.0005124625,0.0009935873,0.0017401604,0.0032314631,0.00475226,0.0094602786,0.0468737266,0.1395243627
965,DOHXUV_clean,0.0001159508,0.0005821366,0.0011404476,0.0023746089,0.0041289603,0.0057705378,0.0117038832,0.0584662055,0.175673404
966,DOJXIK_clean,7.28434e-05,0.0003493511,0.0008191168,0.0015490375,0.0027249384,0.0038413752,0.007557876,0.0380599411,0.1130767658
967,DOJXOQ_clean,7.25325e-05,0.0004085506,0.0007889763,0.0015054201,0.0025534412,0.0036221858,0.0073598316,0.036942743,0.1098497799
968,DOJXOR_clean,0.0002590185,0.0011067156,0.0022286676,0.0045556791,0.0076403545,0.0112804654,0.0218711381,0.1100344024,0.3273274148
969,DOKHIV_clean,8.60961e-05,0.0004523693,0.00080405,0.0017248405,0.002936023,0.0043121013,0.0085278917,0.0423082076,0.1265714829
970,DOKHOB_clean,6.86539e-05,0.0003385885,0.0007505117,0.001394922,0.0023857223,0.0035590795,0.0070853924,0.0353083782,0.1043102083
971,DOLRAZ_clean,0.0001555125,0.0007718028,0.0015853635,0.0029936155,0.0052096686,0.0076949886,0.0147146499,0.073475334,0.2197751535
972,DOLXOR_clean,0.0002491492,0.001090394,0.0021778569,0.0040332854,0.0073220544,0.010549269,0.0206500695,0.1033822498,0.3086430609
973,DOMCUE_clean,0.0004615096,0.0022893522,0.0044645677,0.0088456005,0.0155325271,0.0223435154,0.0445398109,0.2229968028,0.6414917151
974,DOMGET_clean,0.000164924,0.0008405504,0.0015386663,0.0032797395,0.0057067467,0.0080475436,0.016298431,0.081079845,0.2384398706
975,DOMKEX_clean,7.44246e-05,0.0005692475,0.0011867704,0.002238772,0.0038600211,0.0057407505,0.0111335157,0.056279067,0.1664033159
976,DONNAW_clean,0.0002451592,0.0011023826,0.0021463939,0.0041510291,0.007516548,0.0107269662,0.021303835,0.1057536776,0.3117424491
977,DONNIE_clean,0.000226814,0.0012041153,0.0023115011,0.0047197317,0.0081919866,0.0116759158,0.0227847967,0.1132985774,0.3388500531
978,DOQHEX_clean,4.81495e-05,0.0002120628,0.0004394924,0.0009281589,0.0015479559,0.0020786251,0.0043744352,0.0216222085,0.0632336396
979,DOQHIB_clean,4.26088e-05,0.0002191309,0.000413914,0.0009018861,0.0015359456,0.0021415991,0.0042284155,0.0213936723,0.062912898
980,DORFUM_clean,0.0001293647,0.0006066758,0.0012639078,0.0024445464,0.0043537907,0.0061753049,0.0125944697,0.0620132655,0.1829023311
981,DOTFID_clean,0.0002588807,0.0014238439,0.0028167987,0.005657132,0.0100316277,0.0139604368,0.0282827181,0.1407810981,0.4119704147
982,DOYBAV_clean,0.0001303158,0.0006889844,0.0014226139,0.0027414579,0.0048035845,0.0067281555,0.0134333851,0.0679319275,0.2004401511
983,DOYBEA_clean,0.0002073948,0.000898125,0.0018173411,0.0037401372,0.0065698462,0.0093503429,0.0185811702,0.0926703348,0.2727136486
984,DOYBUQ01_clean,9.15778e-05,0.000412998,0.0007846962,0.0015550272,0.0026521653,0.0041299798,0.0079259699,0.0401200603,0.1175230645
985,DOYBUQ_clean,6.82344e-05,0.0004938019,0.0008690914,0.0017920521,0.0030382286,0.0044154871,0.0086980966,0.0435210089,0.1273919206
986,DOYHOQ_clean,0.0002759242,0.0013280253,0.0026134282,0.0051371249,0.0091817696,0.0129931125,0.0259862251,0.1283002564,0.3814640551
987,DOYHUW_clean,0.0002910664,0.0013611138,0.0027424171,0.0054949291,0.0097078202,0.0136111378,0.0270119676,0.1377467338,0.4060459832
988,DOYLEI_clean,0.0001204152,0.0005963418,0.0014067551,0.0027867513,0.0047611779,0.0069458533,0.0136470535,0.0675892307,0.2023988011
989,DOZCEC_clean,0.0007906958,0.0035732836,0.0069619798,0.0142738493,0.02571552,0.0363361895,0.0720497406,0.3588959796,1.0476718838
990,DOZKIO_clean,0.0002502118,0.0013352649,0.0027354887,0.0051245302,0.0088873308,0.0129340255,0.0263347923,0.1302015611,0.3837094233
991,DUBBEI_clean,9.40263e-05,0.0005045634,0.0009680732,0.0018778765,0.0032154331,0.0046655564,0.0090304936,0.0449948747,0.1334378258
992,DUBKAO_clean,0.0001786627,0.0008479606,0.001694547,0.0033107572,0.0058615108,0.0082720829,0.0167242028,0.0819993065,0.2422460028
993,DUCGEO_clean,0.0001493361,0.0006662688,0.001344025,0.0025961509,0.0048974586,0.0068177679,0.0139399516,0.0678636898,0.200495217
994,DUDKEU_clean,6.2315e-05,0.0003099566,0.000577021,0.0011856042,0.0021057626,0.0030210652,0.0059085982,0.029648198,0.0881207406
995,DUDKIY_clean,0.000242633,0.0013211987,0.0025750977,0.0054034547,0.0096291652,0.0135431721,0.0273148088,0.1339174783,0.394971108
996,DUDKUK_clean,0.0004101538,0.0019428336,0.0036536066,0.0077227637,0.0130682545,0.0186619964,0.0373158976,0.1891186637,0.5532434634
997,DUDZOT_clean,3.17129e-05,0.0001517689,0.0002933444,0.0006421865,0.0010929628,0.0015086285,0.003065959,0.0156265371,0.0465454932
998,DUFKAS_clean,0.0006340701,0.003160391,0.0062377886,0.0123826246,0.0219467912,0.0311258681,0.0619230822,0.3092236816,0.9088780052
999,DUFZUA_clean,8.34658e-05,0.0003593273,0.0006931904,0.001424577,0.0025393404,0.0034843428,0.0071766428,0.0360473163,0.1069776721
1000,DUGGOD_clean,3.42071e-05,0.0001815183,0.0003525538,0.000706211,0.0012286968,0.0018256658,0.0035751932,0.0174213428,0.0518005773
1001,DUGMOJ_clean,0.0001719382,0.0011257083,0.0018653667,0.0042433038,0.0070202671,0.0101735479,0.0202627488,0.1003924151,0.2998114725
1002,DUHXIP_clean,9.96523e-05,0.0004149456,0.0008429604,0.0016753021,0.00304838,0.0042654449,0.0084010151,0.0418057708,0.124707494
1003,DUJQUW_clean,7.85592e-05,0.0003582298,0.0008594374,0.001703163,0.0028925489,0.004066223,0.0083555541,0.0408554856,0.1243827449
1004,DUKDOD01_clean,2.9837e-05,0.0001179919,0.0002156404,0.0004489117,0.0008476429,0.0011121075,0.0021496225,0.0110885257,0.0328817643
1005,DUKDOD_clean,1.71825e-05,0.000108382,0.0001982598,0.0004110587,0.0008036131,0.0010150902,0.0020605802,0.0104020311,0.0312748233
1006,DUKNEE_clean,7.74618e-05,0.000313252,0.0006852388,0.001338131,0.0024668598,0.0034857801,0.0067493896,0.0338976153,0.1007539411
1007,DULCAQ_clean,4.37319e-05,0.0002548514,0.0004900989,0.0010782176,0.0016753842,0.002681218,0.0050713926,0.0257731699,0.0770360063
1008,DUMXEQ_clean,7.48942e-05,0.0003855663,0.0007447809,0.0014923357,0.0026573561,0.0036836837,0.0074921909,0.0370199112,0.1095257899
1009,DUMXIU_clean,5.40902e-05,0.000332863,0.0006130227,0.0011289603,0.0020762328,0.0029943799,0.0060054029,0.0291435409,0.0870408956
1010,DUNJON_clean,3.66842e-05,0.0001827289,0.0003557677,0.0006900786,0.0012320361,0.0017276192,0.0034344737,0.0174956047,0.0510076787
1011,DUNXUH01_clean,0.0001995407,0.0010262093,0.0020899263,0.0042353639,0.0070544389,0.0099905377,0.0201476094,0.1023238707,0.3048456785
1012,DUNXUH05_clean,0.0002040416,0.0009676974,0.0019188914,0.0040283216,0.0071114505,0.0101420686,0.0200650926,0.0984920891,0.2924276456
1013,DUNXUH12_clean,0.0001830373,0.0009947029,0.0019488975,0.0039338024,0.0067183703,0.0097849958,0.019419961,0.0974613789,0.2871960786
1014,DUNXUH13_clean,0.0001950398,0.000936191,0.0020629208,0.003863288,0.0067678804,0.0097504888,0.0198235434,0.097785445,0.2868390057
1015,DUNXUH15_clean,0.0002055419,0.0010547151,0.0020104101,0.0038497852,0.0070409361,0.0102740956,0.0203531514,0.1013096638,0.2986704189
1016,DUNXUH21_clean,0.0002070422,0.0010397121,0.0021019287,0.0043913957,0.0071624609,0.0104151243,0.0208422511,0.102653938,0.2987889431
1017,DUNYOC_clean,0.0004065788,0.0018532427,0.0040090557,0.0078077305,0.013778765,0.0200689166,0.0395350566,0.2008569979,0.5802918961
1018,DUPKAC_clean,0.000475586,0.0022564855,0.0048136093,0.0096730786,0.0168119635,0.0243601921,0.0476910802,0.2382159096,0.6858008927
1019,DUQCAU01_clean,6.99695e-05,0.0003129546,0.0006195484,0.0011653107,0.002048199,0.0030265003,0.0058023824,0.0287930982,0.0863093251
1020,DUQCAU_clean,5.59756e-05,0.0002620677,0.0005712058,0.0011665829,0.0019960399,0.0027936926,0.0058952511,0.0284228958,0.0855549264
1021,DUQYEU_clean,0.0001312836,0.0007097521,0.0013251441,0.0028130252,0.0049176658,0.0070482896,0.0139762359,0.0694162166,0.2055450275
1022,DURDAX_clean,0.000490423,0.0023993601,0.0045877016,0.0089624308,0.0152734514,0.0224793473,0.0446284895,0.2260947547,0.6618931956
1023,DURDIF_clean,0.0003969021,0.0020071904,0.0043205624,0.0084332237,0.0152145789,0.0214213711,0.042797382,0.2085739218,0.6214201031
1024,DUWFAE_clean,3.59266e-05,0.0001562806,0.0003430989,0.0006897904,0.0011209094,0.0016687898,0.0033887749,0.017143267,0.0510840076
1025,DUWGEJ_clean,0.0001880061,0.0009365164,0.0018835752,0.0036388845,0.006350038,0.0092720394,0.018363101,0.0909211582,0.2682161866
1026,DUWRAQ_clean,6.21344e-05,0.0002979629,0.0006142837,0.0012892897,0.002178942,0.0031575595,0.0062487481,0.0306110989,0.0911950064
1027,DUWRIY_clean,0.0001020211,0.0005051288,0.0010749538,0.0021847442,0.0040833316,0.0055788114,0.0114835926,0.0570098787,0.1667522156
1028,DUWRUK_clean,9.76966e-05,0.0004076955,0.0009224814,0.0019219928,0.0033066543,0.0046875583,0.0091214812,0.045819708,0.1354375558
1029,DUWSAR_clean,0.0002680291,0.0013482678,0.0026494275,0.0051672771,0.0090902491,0.0132049026,0.0260069493,0.130505828,0.3853560624
1030,DUWTAS_clean,7.29131e-05,0.000429553,0.0010508991,0.0017546687,0.0031923241,0.0045459709,0.0089492858,0.0453313188,0.1351665516
1031,DUXKUD_clean,0.000155133,0.0007161052,0.0015014662,0.0029101297,0.0050709113,0.0069712911,0.0144467646,0.0716396079,0.2100972333
1032,DUYREV_clean,3.09396e-05,0.0001791919,0.0003454924,0.0006995791,0.001268954,0.0017730119,0.0035662205,0.0177253921,0.0533536492
1033,DUYRIZ_clean,3.33928e-05,0.0001738138,0.000360471,0.0006956834,0.0012680703,0.0017552627,0.0035246532,0.017639106,0.0522892765
1034,DUYROF_clean,3.55688e-05,0.0001847004,0.0003509736,0.0007173746,0.001301902,0.0018114351,0.0036164421,0.018109637,0.0534726899
1035,DUYVEA_clean,4.01695e-05,0.0002192585,0.0004452119,0.0009121822,0.0015314619,0.0021323306,0.0043851697,0.0220614205,0.0645640918
1036,DUZKAM_clean,0.0003716026,0.0017140824,0.0033130203,0.0069845585,0.0115746356,0.0169968931,0.0338210695,0.1684275655,0.5028149414
1037,DUZPUL_clean,0.0003282045,0.0015658092,0.0031019887,0.0063065414,0.0111042536,0.0160090881,0.0317583475,0.1572304869,0.4623193979
1038,EBANAY_clean,5.30561e-05,0.0001964206,0.0003307543,0.0007518169,0.0012767341,0.0018174553,0.0037071572,0.0181214965,0.053709754
1039,EBAVAH_auto,0.0005245147,0.0028586049,0.0058286692,0.011604887,0.0202069275,0.0289553951,0.0574911785,0.2875236421,0.8405893909
1040,EBAVIP_clean,0.0001294227,0.0006366631,0.001250818,0.002544241,0.0043859016,0.0061737032,0.0123602682,0.0619990925,0.1850800647
1041,EBAVOV_clean,0.0001310304,0.0006390747,0.0012516219,0.0024815393,0.0044662884,0.0061544103,0.0126737766,0.0620891257,0.1848405121
1042,EBAVUB_clean,0.000140755,0.0006490816,0.0012651863,0.0026019565,0.0044727913,0.0064160145,0.0124958256,0.0632190971,0.1856880007
1043,EBAWIQ_clean,9.37803e-05,0.0005236064,0.0009651551,0.00185216,0.0031514072,0.0047222264,0.0093643489,0.0457667167,0.135264337
1044,EBEGEZ_clean,2.13438e-05,9.55388e-05,0.0002337651,0.0004350064,0.0007094263,0.0010956469,0.0022431286,0.0109036175,0.033269856
1045,EBEGID_clean,2.95901e-05,0.0001030551,0.000240802,0.0004326273,0.000816278,0.0010621817,0.0022437441,0.0111207669,0.0334898443
1046,EBELUU_clean,0.0002019619,0.0009267447,0.0018665192,0.0035099031,0.0062201021,0.0090215096,0.0180137022,0.0902997902,0.2663796578
1047,EBEMEF_clean,0.0001552193,0.0007907052,0.0014316695,0.0028980351,0.0050291045,0.0073628719,0.0147275699,0.0722755721,0.2198544053
1048,EBEMII_clean,3.81846e-05,0.0002120252,0.0004642447,0.000923465,0.0016861527,0.0024367821,0.0047278597,0.0233830594,0.0692237035
1049,EBEXAM_clean,0.0001848706,0.0008004707,0.0015723531,0.003293365,0.0055461182,0.0079036948,0.0157349661,0.0789549955,0.2339623273
1050,EBEXIU02_clean,8.06245e-05,0.0003742193,0.0006358685,0.0012747794,0.0021996791,0.0032234578,0.0065001581,0.0325540332,0.0962017317
1051,EBEZUI_ion_b,7.39378e-05,0.0004341878,0.0008180349,0.0015322424,0.0026617599,0.0039580306,0.0079648287,0.039249946,0.1177561304
1052,EBIDOK_ion_b,0.0002509124,0.0012088493,0.0025812487,0.0048171119,0.0086214316,0.0124308306,0.0247082693,0.1236469939,0.3622697739
1053,EBIGED_clean,8.91876e-05,0.0003949738,0.0008421862,0.0016270374,0.0028310706,0.0040695047,0.0081657656,0.0408135389,0.1187533447
1054,EBIHII_clean,0.0002065613,0.001012355,0.0021760519,0.0042580263,0.0073073622,0.0108454916,0.0220202543,0.1070396645,0.319668974
1055,EBIMEJ_clean,0.0001476251,0.0006650437,0.0014426333,0.0029905043,0.0050119449,0.0071737024,0.0144716437,0.0724941508,0.2100193462
1056,EBINUA02_clean,5.92928e-05,0.0003592445,0.0006789604,0.0013044411,0.0024682071,0.0034250297,0.0067756528,0.0342630859,0.1010581412
1057,EBINUA_clean,6.62684e-05,0.0003638949,0.0007463914,0.0014451161,0.0023670606,0.0036017454,0.0071325721,0.0357523809,0.1063991414
1058,EBIPIQ_clean,2.46957e-05,0.00014543,0.0003032079,0.000592696,0.0009809667,0.0014968317,0.0029346683,0.014774868,0.0436303815
1059,EBIPOX_clean,0.0002484077,0.001198522,0.0023607801,0.0048013408,0.0083352581,0.0117984609,0.0236096141,0.1175893322,0.3438597687
1060,EBISAM_clean,9.10908e-05,0.0004322954,0.0007843073,0.0017029351,0.0029488721,0.004109894,0.0081456803,0.0401772247,0.1196346613
1061,EBISEQ_clean,8.23283e-05,0.0003784212,0.0007091787,0.0013995807,0.0025695089,0.0035054515,0.0072405555,0.0352235042,0.1048674507
1062,EBITAL01_clean,0.0001080828,0.0005564264,0.0009937615,0.0020755905,0.0036898275,0.0051919786,0.0106821858,0.0526663582,0.1535266474
1063,EBOBIJ_clean,0.000240482,0.00118945,0.0024249803,0.0049464414,0.0083477498,0.0119434599,0.0238825998,0.1199213233,0.3533587963
1064,EBOXEA_clean,0.0001028303,0.0004668646,0.0009404845,0.0018704608,0.0033333532,0.0048788102,0.0096607948,0.0481688683,0.1431187711
1065,EBUREA_clean,0.0001244917,0.0005777193,0.0010931928,0.0022038922,0.0040012411,0.0054562379,0.0111517333,0.055614723,0.1635626455
1066,ECAHEX_clean,9.30993e-05,0.0004278987,0.0009184605,0.0018279691,0.0032280395,0.0045350105,0.0090181002,0.045455737,0.1324516689
1067,ECALOL_clean,4.7794e-06,1.43382e-05,2.62868e-05,4.36122e-05,8.84192e-05,0.0001242648,0.0002329965,0.0011584106,0.0034734395
1068,ECASAD_clean,5.07465e-05,0.0002711312,0.000506015,0.0009366352,0.001763078,0.0023386882,0.0046817261,0.0233854319,0.0694516444
1069,ECEBEW_clean,4.89185e-05,0.0003352355,0.0006848588,0.0015179119,0.0024732612,0.0038271522,0.0074025182,0.0370787746,0.1099356676
1070,ECEDAU_clean,7.67338e-05,0.0004604029,0.000888194,0.0018550402,0.0029868641,0.0043373793,0.0087438191,0.0439339504,0.1308369233
1071,ECEZAO_clean,6.86344e-05,0.0004784221,0.0010698891,0.002105461,0.0035447646,0.0049840682,0.0101599089,0.0512739292,0.1541225678
1072,ECIWOC_clean,6.90312e-05,0.0003611508,0.0006482194,0.0013402147,0.0022965488,0.0033943126,0.0067482168,0.032949751,0.0993930837
1073,ECIYEU01_clean,6.18322e-05,0.0003009771,0.0004819271,0.0010511467,0.0018476904,0.0027806286,0.005379398,0.0268542528,0.0784213653
1074,ECIYEU02_clean,6.54693e-05,0.0002700611,0.0005201176,0.001076607,0.0017713095,0.0026233203,0.0053139286,0.0261895571,0.0778057716
1075,ECIYEU_clean,7.03983e-05,0.0003815793,0.000726429,0.0014385743,0.0025598461,0.0037137663,0.0072081756,0.0365693755,0.1069360652
1076,ECODEG_clean,0.0001182999,0.0006499191,0.0014006121,0.0027106737,0.0046078532,0.0069022867,0.0136380772,0.0666977629,0.2000611578
1077,ECODOQ_clean,9.258e-05,0.0004032204,0.0008278642,0.0016457819,0.0029128273,0.0040138409,0.008060582,0.0401820206,0.1205575386
1078,ECOKAJ_clean,0.0011335766,0.0059164743,0.0107888649,0.0224229404,0.0389791247,0.0551375629,0.1105137735,0.5460955484,1.6329767339
1079,ECOLOX_clean,6.63469e-05,0.0003158114,0.0006395844,0.0013074768,0.0022611033,0.0032731151,0.0063365739,0.0317580628,0.0945328722
1080,ECORIX_clean,6.91818e-05,0.0003854413,0.0006885234,0.0015071745,0.0024823081,0.0035875694,0.0068934702,0.0348264374,0.103846793
1081,ECOSIY_clean,1.88438e-05,0.0001110791,0.0002181911,0.0004879547,0.0008836741,0.0011722815,0.0023227439,0.0119251379,0.034974057
1082,ECUCOV_clean,2.55234e-05,0.0001684545,0.0003062809,0.0005666197,0.000995413,0.0014905672,0.002967522,0.0147984739,0.0433064229
1083,ECUTON_clean,1.91684e-05,0.0001261917,0.0002715518,0.0005830377,0.0009903654,0.0014168615,0.0028576835,0.0143507147,0.0418030057
1084,EDABOC_clean,8.95485e-05,0.0002980687,0.0006818482,0.0013675341,0.0023167487,0.0032199097,0.0065498361,0.0328195403,0.0972535534
1085,EDADIX_clean,0.0001173902,0.0006208134,0.0013657896,0.0025487214,0.004623367,0.0063661597,0.0125449466,0.0644991308,0.1909373834
1086,EDAFUM_clean,5.90482e-05,0.0003123337,0.0006153441,0.0012664278,0.0021987673,0.0031839394,0.0063072768,0.0308650995,0.0918929359
1087,EDAGAT_clean,6.52638e-05,0.0002346388,0.000539203,0.0011421159,0.0018460322,0.0027488477,0.005625115,0.0268669169,0.0795238984
1088,EDATOT_clean,0.0004674974,0.002402768,0.0047444665,0.0097963863,0.0166909195,0.0234190911,0.0470866718,0.2334307015,0.6836875246
1089,EDAVOV_clean,5.07772e-05,0.0001465613,0.0003681344,0.0006820296,0.0012648129,0.0018060513,0.0034159181,0.0175227364,0.0522404657
1090,EDIKEH_clean,4.67554e-05,0.0002563486,0.0004901256,0.0010270067,0.0018992368,0.0026650581,0.0052511158,0.026307171,0.0785216738
1091,EDIKIL_clean,0.0001541206,0.0008287915,0.0016104033,0.0031893533,0.0058518657,0.0083382403,0.0169973031,0.0830348451,0.2462092694
1092,EDUSOL_clean,0.0001221873,0.0006594234,0.0013493243,0.0027097314,0.0047716763,0.0067402491,0.0134034731,0.0671076899,0.1937241848
