,name,0.01 bar,0.05 bar,0.1 bar,0.2 bar,0.35 bar,0.5 bar,1.0 bar,5.0 bar,15.0 bar,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,DISORDER,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE
2660,LAWHID_clean,5.84034e-05,0.0003437836,0.0007472979,0.0013645155,0.0025219645,0.003563934,0.0069964604,0.0356804877,0.1048845199,LAWHID_clean,7.12473,3.80895,6.25716,1.71371,841.749,491.186,0.0,0.0,0.4802,0.280211,0.0,"Tb,Zn",Yes,"Tb,Zn",clean,N,Y,Y,N,,,,,,,,
2661,LAWHOJ_clean,0.0001473615,0.0006838819,0.0014071986,0.0026556204,0.0049656676,0.0070401441,0.0139702859,0.0682013955,0.2017088444,LAWHOJ_clean,10.27348,3.66364,10.27348,1.54552,1337.51,865.414,0.0,0.0,0.5444,0.352244,0.0,Cd,Yes,Cd,clean,Y,Y,Y,N,,,,,,,,
2662,LAWHUP_clean,0.0001390594,0.0006724666,0.001388519,0.0027178858,0.004767456,0.0067225904,0.0137824518,0.0668813685,0.1971385622,LAWHUP_clean,10.46029,3.75562,10.46029,1.55256,1336.79,861.022,0.0,0.0,0.5416,0.348844,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
2663,LAXJAX_clean,0.0003962143,0.0019687447,0.0036134742,0.0077640389,0.0132124255,0.019291233,0.0377512965,0.1902339217,0.5606255957,LAXJAX_clean,12.82983,5.12034,12.75758,0.7175,1929.2,2688.78,0.0,0.0,0.678,0.944947,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
2664,LAXMIJ_clean,3.62398e-05,0.0001852255,0.0003811887,0.00070332,0.0012912096,0.0018025931,0.0036776657,0.0178836559,0.0527557112,LAXMIJ_clean,4.1003,3.36093,4.09702,1.76873,147.607,83.4538,0.0,0.0,0.4108,0.232257,0.0,Co,Yes,Co,clean,Y,Y,Y,N,,,,,,,,
2665,LAYGAV_clean,0.0001758573,0.0009300688,0.0018601377,0.0037879852,0.0063167568,0.0093627558,0.0185524754,0.0907790454,0.2694039868,LAYGAV_clean,6.45802,4.57521,6.44061,1.03521,1472.0,1421.94,0.0,0.0,0.5658,0.546558,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
2666,LAZJAZ_SL,6.38378e-05,0.0004260805,0.0007333929,0.001566254,0.0027776883,0.0037901862,0.0076070952,0.0379849994,0.1119567255,LAZJAZ_SL,5.50863,3.38524,5.50863,1.27617,503.423,394.478,0.0,0.0,0.464,0.363587,0.0,Zn,Yes,Zn,SL,Y,Y,Y,N,,,,,,,,
2667,LAZJIH_clean,0.0002129373,0.0012008673,0.0023348821,0.0048183252,0.0082154178,0.0118427798,0.0236607994,0.1187323475,0.347684503,LAZJIH_clean,5.57744,4.95549,5.57327,1.06968,1869.94,1748.13,0.0,0.0,0.6238,0.583165,0.0,Zn,No, ,clean,Y,Y,Y,N,,,,,,,,
2668,LAZKUU_clean,0.0001971289,0.0009021883,0.0019295607,0.0037267428,0.006541225,0.0093528295,0.0186639309,0.091849102,0.2761717871,LAZKUU_clean,6.24874,4.05552,6.23411,0.996458,1522.19,1527.6,0.0,0.0,0.5832,0.585273,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
2669,LAZLEF_clean,6.9621e-05,0.0003016911,0.0006062831,0.0011777557,0.0021195734,0.0030865321,0.0061827337,0.0306535569,0.0892145079,LAZLEF_clean,4.78618,3.28934,3.84091,1.51146,0.0,0.0,609.74,403.41,0.4594,0.303944,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
2670,LAZPIN_clean,1.09398e-05,7.26712e-05,0.0001383097,0.0002609913,0.0005040101,0.0006837346,0.001338557,0.006964716,0.0205800209,LAZPIN_clean,3.19967,2.64386,3.16748,2.05355,0.0,0.0,0.0,0.0,0.3448,0.167905,0.0,"Cu,La",Yes,"Cu,La",clean,N,Y,Y,N,,,,,,,,
2671,LAZXOB_clean,0.0002719754,0.0011618597,0.0023881346,0.0045854093,0.0083572782,0.0115851965,0.0232228794,0.114916751,0.3410523422,LAZXOB_clean,9.34691,6.36719,9.34691,1.04439,1784.83,1708.97,0.0,0.0,0.6322,0.605329,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2672,LECFEG_clean,0.0003496858,0.0016524367,0.0031183743,0.0065123833,0.0114175833,0.0160444061,0.0328073822,0.1605674794,0.4732825531,LECFEG_clean,9.36969,4.36946,9.36969,0.882661,2218.78,2513.74,0.0,0.0,0.708,0.80212,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2673,LECGIL_clean,0.0002868061,0.0015348853,0.002842847,0.0055155014,0.0098049857,0.0140976217,0.0275522934,0.139699772,0.4144694465,LECGIL_clean,10.08545,7.23049,10.05263,0.936646,2086.42,2227.54,0.0,0.0,0.727,0.776173,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2674,LECHUX_clean,4.19609e-05,0.0001344656,0.0003499921,0.0006208307,0.0011005201,0.0016717606,0.0031957044,0.0161473194,0.0480986417,LECHUX_clean,4.66634,2.72011,4.62729,2.83999,0.0,0.0,341.431,120.222,0.483,0.170071,0.0,U,Yes,U,clean,N,Y,Y,N,,,,,,,,
2675,LEDHEJ_clean,8.57613e-05,0.0003604653,0.0007115504,0.0013989805,0.0024870764,0.0034934311,0.0070605633,0.0345818859,0.1033624122,LEDHEJ_clean,5.17343,4.21878,5.16848,1.58915,678.436,426.917,0.0,0.0,0.4584,0.288456,0.0,Tb,Yes,Tb,clean,N,Y,Y,N,,,,,,,,
2676,LEDJOU_clean,3.77362e-05,0.0001526998,0.0003036444,0.0005502458,0.0010416934,0.0014453824,0.0029223579,0.0145398277,0.0427770016,LEDJOU_clean,3.62321,2.76367,3.6177,1.98029,0.0,0.0,105.723,53.3874,0.403,0.203505,0.0,Gd,No, ,clean,Y,Y,Y,N,,,,,,,,
2677,LEDLAJ_clean,0.0001166473,0.0005157777,0.0010315554,0.0020715431,0.0035668769,0.0050355082,0.0102354469,0.050113355,0.1477443117,LEDLAJ_clean,6.91296,3.51033,6.91296,1.15045,885.224,769.461,0.0,0.0,0.496,0.431137,0.0,Zn,Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2678,LEDLEN_clean,0.0002524705,0.0012379197,0.0025784565,0.0051650573,0.0090254122,0.0129590651,0.0259523359,0.1297633084,0.3866332843,LEDLEN_clean,8.11845,6.60905,8.11698,0.914085,1985.25,2171.84,0.0,0.0,0.6552,0.716782,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2679,LEDPIU_clean,6.61596e-05,0.0002906298,0.0006332422,0.0012133204,0.0021679093,0.0031567595,0.0062024654,0.0311375576,0.0921272855,LEDPIU_clean,4.54615,3.26956,4.38676,1.31264,0.0,0.0,520.868,396.808,0.4608,0.351047,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2680,LEHXUT_clean,0.0009382772,0.004152017,0.008882732,0.0166811077,0.0294236985,0.0429697243,0.0843999998,0.4316468371,1.2796190629,LEHXUT_clean,24.94881,9.11981,13.96328,0.407171,1936.47,4755.92,0.0,0.0,0.8288,2.03551,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2681,LEJBUX_clean,0.00025481,0.0012123764,0.002400408,0.0047521261,0.0087041162,0.0123379996,0.0245834885,0.12090493,0.3629144183,LEJBUX_clean,6.30676,4.81909,6.30369,1.04776,2668.26,2546.63,0.0,0.0,0.7428,0.70894,0.0,Cd,Yes,Cd,clean,Y,Y,Y,N,,,,,,,,
2682,LEJCEK_clean,0.0011090662,0.0054148528,0.0098674275,0.0218714386,0.0368682974,0.0517917622,0.1054020669,0.5224109714,1.5636773784,LEJCEK_clean,17.20124,11.68232,17.20124,0.334035,1916.36,5737.0,0.0,0.0,0.8616,2.57937,0.0,Zn,No, ,clean,Y,Y,Y,N,,,,,,,,
2683,LEJRIC_clean,0.000262185,0.0011932094,0.0024738138,0.0049083889,0.008475532,0.0122174652,0.0239301796,0.1203429238,0.3580430725,LEJRIC_clean,11.60038,10.84699,11.60038,1.19087,1547.76,1299.69,0.0,0.0,0.637,0.534904,0.0,Ni,Yes,Ni,clean,Y,Y,Y,N,,,,,,,,
2684,LEJZOQ_clean,0.0001233781,0.0005552014,0.0011345419,0.0022999283,0.0039400521,0.0055104405,0.0112019249,0.0571012521,0.1654848706,LEJZOQ_clean,5.95247,4.56093,5.95247,1.11072,926.808,834.423,0.0,0.0,0.484,0.435754,0.0,Co,Yes,Co,clean,Y,Y,Y,N,,,,,,,,
2685,LELDOX_clean,0.000506313,0.0025482337,0.0051464737,0.010397127,0.0183001936,0.0263157743,0.0529149172,0.2604032334,0.7604987901,LELDOX_clean,18.13342,6.69424,12.87691,0.621417,2220.07,3572.59,0.0,0.0,0.7588,1.22108,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2686,LELROL_clean,0.0004112144,0.0019266811,0.0039402135,0.0076872272,0.0132669808,0.0191055158,0.0384130938,0.1911987283,0.5674439216,LELROL_clean,9.52458,5.89518,9.49645,0.725604,2342.81,3228.77,0.0,0.0,0.6884,0.948726,0.0,Mn,Yes,Mn,clean,Y,Y,Y,N,,,,,,,,
2687,LEMMAS_clean,0.0001646785,0.0007328194,0.0016323758,0.0030259678,0.005562017,0.0077151887,0.0155106581,0.0764705293,0.2278677267,LEMMAS_clean,4.85285,3.16151,4.84578,1.06055,0.0,0.0,961.677,906.768,0.5488,0.517465,0.0,Zn,Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2688,LEMVOP_clean,6.76129e-05,0.0002999729,0.0006066118,0.0012922641,0.0021798029,0.0031625712,0.0063984692,0.0312638403,0.0928973161,LEMVOP_clean,5.28106,3.76828,5.22671,1.49221,559.092,374.674,165.129,110.661,0.47,0.314969,0.0,Pr,No, ,clean,Y,Y,Y,N,,,,,,,,
2689,LENKIA_clean,0.0002265878,0.0010429956,0.0020790724,0.004403759,0.0074600992,0.0104766569,0.0214808654,0.1057386474,0.3122984688,LENKIA_clean,11.49386,10.72802,11.47361,1.31034,1534.89,1171.37,0.0,0.0,0.6288,0.479875,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2690,LEPLAV_clean,7.36022e-05,0.0003094638,0.0006925298,0.0013223305,0.0023795258,0.0034191569,0.0067329288,0.0328382918,0.098645352,LEPLAV_clean,5.24767,2.93049,5.24767,1.69706,0.0,0.0,535.21,315.375,0.446,0.262807,0.0,Eu,Yes,Eu,clean,N,Y,Y,N,,,,,,,,
2691,LEPLEZ02_clean,2.66051e-05,0.0001167192,0.000258327,0.0004917653,0.0008341988,0.0011663334,0.0023609885,0.0117654638,0.0348363804,LEPLEZ02_clean,3.35249,2.87252,3.35249,2.16555,0.0,0.0,0.0,0.0,0.4378,0.202166,0.0,Sm,Yes,Sm,clean,N,Y,Y,N,,,,,,,,
2692,LEQCAN_clean,0.0003789012,0.0021564889,0.0041614173,0.0086909099,0.0148356041,0.0212920798,0.0428829502,0.2103204533,0.6141511396,LEQCAN_clean,13.67194,6.45338,13.67194,0.778071,2218.0,2850.64,0.0,0.0,0.719,0.92408,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2693,LEQQAA_clean,0.0002949686,0.0014305977,0.0029578795,0.0059714754,0.0103140686,0.0145845584,0.0297852733,0.1475334594,0.4387018766,LEQQAA_clean,5.52925,4.85253,5.5277,0.807375,2409.06,2983.81,0.0,0.0,0.6688,0.828364,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2694,LEQVIN_clean,9.89512e-05,0.0005454385,0.0011415594,0.0021729048,0.0038582938,0.0055042632,0.0111155225,0.0559380201,0.1627852458,LEQVIN_clean,4.74953,2.67924,4.74953,1.90009,0.0,0.0,835.262,439.591,0.4584,0.241252,0.0,Fe,No, ,clean,Y,Y,Y,N,,,,,,,,
2695,LEQVUZ_clean,0.0004297936,0.0020236636,0.0042578384,0.0082074283,0.0147069596,0.0210511137,0.0419493563,0.2072870592,0.60114212,LEQVUZ_clean,9.63173,5.48027,9.50266,0.666563,1780.56,2671.25,394.567,591.942,0.7036,1.05556,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
2696,LERNEC01_clean,6.23886e-05,0.0002545454,0.0005153296,0.0010942956,0.0017980388,0.0026527623,0.0054278062,0.0263878727,0.0776949909,LERNEC01_clean,4.91469,2.64138,4.91469,1.77237,0.0,0.0,534.292,301.456,0.4094,0.23099,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
2697,LETDEU_clean,8.03359e-05,0.0004915792,0.0009602053,0.001956753,0.0032172616,0.0047149523,0.0096536974,0.0472700266,0.1390901358,LETDEU_clean,8.60977,8.56919,8.60977,1.61724,1284.5,794.25,0.0,0.0,0.6168,0.38139,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2698,LETPOR01_ion_b,1.59228e-05,8.20639e-05,0.0001861747,0.0003613259,0.0005903698,0.0008745313,0.0018152036,0.0087894067,0.0261869447,LETPOR01_ion_b,4.39857,2.80187,4.39857,1.65616,0.0,0.0,144.372,87.173,0.4574,0.276181,0.0,"Zn,Ga",No, ,ion_b,Y,Y,Y,N,,,,,,,,
2699,LETPOR_clean,0.0001887776,0.0009369249,0.0018127292,0.0036494424,0.00648188,0.0089762201,0.0184143264,0.0901451718,0.2648263451,LETPOR_clean,11.06769,10.6456,11.06769,1.31092,1583.35,1207.82,0.0,0.0,0.6774,0.516738,0.0,"Zn,Ga",Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2700,LETQAE01_ion_b,0.0051951837,0.0259411291,0.0539116268,0.1087045794,0.1870498043,0.2670533133,0.5344777111,2.6902585956,7.772354233,LETQAE01_ion_b,17.89295,17.20825,17.88663,1.0366,1281.21,1235.97,0.0,0.0,0.718,0.692649,0.0,"Zn,Ga",No, ,ion_b,Y,Y,Y,N,,,,,,,,
2701,LETRAF_clean,0.0003965468,0.0022012393,0.0042399483,0.0085473366,0.0148785971,0.0213123663,0.0422531386,0.2081803162,0.6109612445,LETRAF_clean,26.75898,26.49317,26.74189,0.733819,1149.99,1567.13,0.0,0.0,0.828,1.12834,0.0,"Zn,Ga",Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2702,LETREJ_clean,0.0004771408,0.0024194993,0.0047920292,0.009556564,0.016590525,0.0239022931,0.0475451087,0.2322077793,0.6953895308,LETREJ_clean,35.31492,34.29677,35.31423,0.67811,1025.72,1512.62,0.0,0.0,0.85,1.25348,0.0,"Zn,Ga",Yes,"Zn,Ga",clean,Y,Y,Y,N,,,,,,,,
2703,LEVDIB_clean,0.0003521904,0.0017764897,0.0036306685,0.0076083481,0.0131631155,0.0180601155,0.0361150518,0.182683222,0.530248514,LEVDIB_clean,12.81022,4.05785,12.67653,0.771367,2135.54,2768.51,0.0,0.0,0.6982,0.905146,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2704,LEVNOQ01_clean,0.0002116033,0.0010793711,0.0019956717,0.0040728786,0.0073672899,0.010580166,0.0214107615,0.1050484295,0.31029006,LEVNOQ01_clean,5.76478,3.88293,5.76079,0.975082,1366.72,1401.64,0.0,0.0,0.5706,0.585182,0.0,Mg,Yes,Mg,clean,N,Y,Y,N,,,,,,,,
2705,LEVNOQ_clean,0.0002232512,0.0011395518,0.0023936412,0.0043563105,0.0079011515,0.0112052694,0.0222629988,0.1131107101,0.3317144108,LEVNOQ_clean,5.91307,3.93225,5.91307,0.947393,1555.93,1642.33,0.0,0.0,0.5826,0.614951,0.0,Mg,Yes,Mg,clean,N,Y,Y,N,,,,,,,,
2706,LEVYOC_clean,6.65109e-05,0.0003424603,0.0006481273,0.0012962547,0.0022712759,0.003233561,0.006761468,0.0326016536,0.0969813578,LEVYOC_clean,4.43687,3.53475,4.41654,1.7513,543.427,310.299,0.0,0.0,0.4316,0.246445,0.0,Co,Yes,Co,clean,Y,Y,Y,N,,,,,,,,
2707,LEWZET_clean,0.0001326039,0.0009306383,0.0017479606,0.0033150977,0.0057887633,0.0081491129,0.0159582776,0.0816189109,0.2422673402,LEWZET_clean,5.98081,4.39548,5.97981,1.17803,1312.3,1113.97,0.0,0.0,0.5222,0.443281,0.0,Fe,No, ,clean,Y,Y,Y,N,,,,,,,,
2708,LEYFUS_clean,6.58038e-05,0.000275026,0.0005528641,0.0011175392,0.0019465542,0.0028323741,0.0056124427,0.0284272276,0.0830201704,LEYFUS_clean,6.97561,3.5531,6.28921,2.99567,1378.54,460.178,5.73766,1.91532,0.5416,0.180795,0.0,"W,Tm",Yes,"W,Tm",clean,N,Y,Y,N,,,,,,,,
2709,LEYPAI_clean,0.0001016252,0.000601812,0.0012560244,0.0022563978,0.0043222484,0.0059847737,0.0122109074,0.0611117013,0.1762229252,LEYPAI_clean,5.73576,4.86589,5.73576,1.67394,1567.04,936.138,0.0,0.0,0.5778,0.345174,0.0,Eu,Yes,Eu,clean,Y,Y,Y,N,,,,,,,,
2710,LEYRAK_clean,0.0002354867,0.0012951766,0.0024265364,0.0049401004,0.0086336573,0.0123963244,0.0247542543,0.1249000715,0.3671953572,LEYRAK_clean,9.5213,4.16248,9.5213,1.04525,2148.73,2055.7,0.0,0.0,0.7006,0.670268,0.0,Ce,Yes,Ce,clean,Y,Y,Y,N,,,,,,,,
2711,LEYREO_clean,0.0002221122,0.0012484236,0.0023360073,0.0049017857,0.0085474889,0.0125531669,0.0246084962,0.1247810833,0.3645141482,LEYREO_clean,9.51379,4.14819,9.5125,1.05388,2143.29,2033.7,0.0,0.0,0.7,0.66421,0.0,Pr,Yes,Pr,clean,Y,Y,Y,N,,,,,,,,
2712,LEZJOQ_clean,6.03118e-05,0.0003194898,0.000588448,0.0014034729,0.0023130407,0.0033090012,0.0064957486,0.0331095722,0.0959039819,LEZJOQ_clean,6.98318,4.55304,6.95995,1.61528,389.786,241.312,156.551,96.9186,0.4644,0.287504,0.0,Cu,No, ,clean,Y,Y,Y,N,,,,,,,,
2713,LEZMIN_clean,0.0001019173,0.00050555,0.0010292635,0.001935419,0.0032996976,0.0048375383,0.0095469232,0.0480282589,0.1388345238,LEZMIN_clean,4.88856,4.07448,4.86623,1.80949,1151.84,636.557,0.0,0.0,0.5686,0.314232,0.0,Zn,No, ,clean,Y,Y,Y,N,,,,,,,,
2714,LEZWUK_clean,4.92528e-05,0.0002994346,0.0005261094,0.0010645321,0.001910225,0.0027889397,0.0055353429,0.0275770896,0.0809357804,LEZWUK_clean,6.90304,3.45469,6.90294,3.02612,1351.11,446.482,2.10866,0.696819,0.5404,0.178579,0.0,"W,Lu",Yes,"W,Lu",clean,N,Y,Y,N,,,,,,,,
2715,LEZXAR_clean,5.21323e-05,0.0002982192,0.0005672892,0.0011586825,0.0020718386,0.0028179472,0.0056213198,0.0287759104,0.0833830968,LEZXAR_clean,6.92017,3.56103,6.91993,3.0017,1355.71,451.646,4.12818,1.37528,0.5278,0.175834,0.0,"Yb,W",Yes,"Yb,W",clean,N,Y,Y,N,,,,,,,,
2716,LIBHAH_clean,0.0005585359,0.0026846035,0.0054115727,0.0108343853,0.0187870368,0.0266039451,0.0538598035,0.2645004509,0.7710137997,LIBHAH_clean,22.24677,16.59083,22.24677,0.73178,1549.44,2117.36,0.0,0.0,0.788,1.07683,0.0,Fe,Yes,Fe,clean,Y,Y,Y,N,,,,,,,,
2717,LIBKEO_clean,0.0002171419,0.0014080505,0.0026367229,0.0053314403,0.0091590718,0.0132119375,0.0260340986,0.1316419329,0.3913679086,LIBKEO_clean,10.13079,7.83404,10.12842,0.972036,1741.26,1791.36,0.0,0.0,0.7018,0.72199,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2718,LICKAL_clean,6.25132e-05,0.0002960185,0.0006251323,0.0013035847,0.0020923546,0.0030613097,0.0062789025,0.0309422111,0.0922345961,LICKAL_clean,4.46919,3.89223,4.46919,1.80004,671.763,373.194,1.29095,0.717177,0.4414,0.245217,0.0,Zn,Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2719,LIDSAU_clean,0.0002041113,0.0010747083,0.0020848509,0.0044133856,0.0076958281,0.011109485,0.0222981153,0.1100368042,0.3225916196,LIDSAU_clean,5.52729,4.59222,5.52557,1.12251,2012.74,1793.07,0.0,0.0,0.5812,0.517767,0.0,"Ni,Co",Yes,"Ni,Co",clean,Y,Y,Y,N,,,,,,,,
2720,LIDSEY01_clean,0.0002147763,0.0010054218,0.0020833305,0.0043264009,0.0071104393,0.0103643009,0.0206051053,0.1033772229,0.3029218954,LIDSEY01_clean,5.12889,4.12015,5.11957,1.23861,1870.37,1510.06,0.0,0.0,0.573,0.462617,0.0,Ni,Yes,Ni,clean,Y,Y,Y,N,,,,,,,,
2721,LIDSEY_clean,0.0002315776,0.0012661017,0.002356897,0.0047029727,0.0083367928,0.0115918646,0.0232551503,0.1150486067,0.3408908527,LIDSEY_clean,5.38035,4.73063,5.37764,1.08774,2028.26,1864.66,0.0,0.0,0.5984,0.550133,0.0,Ni,Yes,Ni,clean,Y,Y,Y,N,,,,,,,,
2722,LIDSIC_clean,0.0002579478,0.0013239248,0.0026012326,0.0050361977,0.0089333849,0.0130807504,0.0257419471,0.12781158,0.3826764357,LIDSIC_clean,5.88988,4.79787,5.74819,0.995436,2128.35,2138.11,0.0,0.0,0.6234,0.626258,0.0,Co,Yes,Co,clean,Y,Y,Y,N,,,,,,,,
2723,LIDWIG_clean,0.0001296377,0.0006314117,0.0012658737,0.0024951438,0.0045617208,0.0063796985,0.0125046971,0.0628315655,0.1848114615,LIDWIG_clean,6.16997,4.49229,6.14357,1.15777,1073.38,927.108,0.0,0.0,0.4856,0.419428,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
2724,LIDZOP_clean,5.10345e-05,0.0003274715,0.000645374,0.0012684203,0.0021923577,0.0030578179,0.0061475325,0.0317222032,0.0923405733,LIDZOP_clean,5.56488,4.14994,5.56158,1.64984,557.624,337.986,0.0,0.0,0.3922,0.23772,0.0,Sr,No, ,clean,Y,Y,Y,N,,,,,,,,
2725,LIFSEA_clean,0.0001083328,0.0005271627,0.0011473039,0.002126564,0.0038027365,0.0054925573,0.0110823583,0.0549460457,0.1632592081,LIFSEA_clean,5.51731,3.61848,5.51731,1.29733,1177.02,907.264,0.0,0.0,0.5102,0.393268,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
2726,LIFWII_clean,0.0002313417,0.0014521844,0.0027921337,0.0056873404,0.0097965183,0.0138850815,0.0277770346,0.1387912621,0.4113369512,LIFWII_clean,6.15746,5.20665,6.13872,0.746935,1625.37,2176.05,61.7185,82.6289,0.6348,0.849873,0.0,Zn,Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2727,LIFWOO_clean,0.0001679535,0.0006576492,0.0013456514,0.0026953498,0.0048139919,0.0067667041,0.0134140196,0.0678876064,0.2012588586,LIFWOO_clean,4.98366,4.55513,4.98366,1.07707,1107.59,1028.34,0.0,0.0,0.5242,0.486692,0.0,"Zn,Si",No, ,clean,Y,Y,Y,N,,,,,,,,
2728,LIJNOJ_clean,7.27012e-05,0.0002942667,0.0005902644,0.0013190073,0.0022779706,0.0031763495,0.0066140771,0.0325424365,0.0966510364,LIJNOJ_clean,4.87208,3.58717,4.87208,1.2994,528.572,406.782,0.0,0.0,0.416,0.320148,0.0,Mn,No, ,clean,Y,Y,Y,N,,,,,,,,
2729,LIJXEI_clean,3.47706e-05,0.0001825459,0.0003857368,0.0007432225,0.0012756479,0.0017504845,0.0036313588,0.0178884083,0.0522483214,LIJXEI_clean,4.61965,3.1286,4.59276,1.62266,0.0,0.0,407.47,251.113,0.4082,0.251563,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
2730,LIKDOA_clean,0.0006070932,0.0033573477,0.0065272707,0.0129974992,0.0227109907,0.0316177409,0.0646656141,0.325434562,0.9565955657,LIKDOA_clean,18.48324,9.41931,18.48324,0.536397,1957.94,3650.16,0.0,0.0,0.8154,1.52014,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
2731,LIQTUC_clean,0.0001445452,0.0008200433,0.0016601226,0.0034461856,0.0060379805,0.0085338889,0.0171035564,0.0853374582,0.2541189763,LIQTUC_clean,7.1903,6.51436,7.1903,1.03237,1471.99,1425.83,0.0808771,0.0783409,0.5754,0.557356,0.0,Ag,Yes,Ag,clean,Y,Y,Y,N,,,,,,,,
2732,LIRFIB_clean,0.0005668527,0.0029863458,0.0059219975,0.0111619284,0.0196693271,0.0284993249,0.0566299652,0.2822649828,0.8421679558,LIRFIB_clean,9.16234,8.82724,9.16234,0.554774,2252.81,4060.77,0.0,0.0,0.8042,1.4496,0.0,"Na,Cr",No, ,clean,Y,Y,Y,N,,,,,,,,
2733,LIRTUC_clean,0.0001006929,0.0004894334,0.0009648357,0.0020138573,0.0034351123,0.0049793447,0.0101105541,0.0500261961,0.1464932621,LIRTUC_clean,5.83831,3.6143,5.8313,1.27726,1032.08,808.039,0.0,0.0,0.5346,0.418551,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
2734,LISZOE_clean,5.24015e-05,0.0002783828,0.0004994514,0.0010906054,0.0018913653,0.0026872125,0.0050878544,0.0260615395,0.0768434686,LISZOE_clean,3.55328,3.00782,3.55082,1.53551,0.0,0.0,33.6507,21.9151,0.4,0.2605,0.0,"Li,Y",Yes,Li,clean,N,Y,Y,N,,,,,,,,
2735,LITCIC_clean,0.0002446342,0.0013111292,0.0026607401,0.0053297263,0.0090707049,0.012888647,0.0257965349,0.1295241679,0.3864340164,LITCIC_clean,7.20254,4.1628,7.20254,0.886931,1974.54,2226.26,0.0,0.0,0.6382,0.71956,0.0,Ni,Yes,Ni,clean,Y,Y,Y,N,,,,,,,,
2736,LITCOI_clean,0.0002237353,0.0010559813,0.0021513007,0.0043001427,0.0079376848,0.0110392456,0.0219948979,0.1090205412,0.3213047432,LITCOI_clean,7.36237,3.74541,7.3233,1.05285,1772.71,1683.72,0.106276,0.100941,0.6258,0.594384,0.0,Cd,Yes,Cd,clean,Y,Y,Y,N,,,,,,,,
2737,LITDAV_clean,0.0001728391,0.0009817261,0.00209481,0.0040140154,0.0070075887,0.0099361745,0.0199387193,0.0994695971,0.2907568584,LITDAV_clean,6.01025,4.24331,5.99992,1.01002,1613.71,1597.7,0.0,0.0,0.5946,0.588704,0.0,Zn,Yes,Zn,clean,Y,Y,Y,N,,,,,,,,
2738,LIVKUW_clean,8.57313e-05,0.000385039,0.0007520293,0.0015943022,0.0028411668,0.0037556345,0.0075834639,0.0392062976,0.1156139824,LIVKUW_clean,4.3311,3.139,4.32983,2.05682,0.0,0.0,425.578,206.91,0.4698,0.228411,0.0,Co,Yes,Co,clean,Y,Y,Y,N,,,,,,,,
2739,LIVTIT_clean,0.0002412068,0.0012733981,0.0025250659,0.0050457858,0.009048515,0.0128752285,0.025178949,0.1263901971,0.3742769178,LIVTIT_clean,5.03218,4.49412,5.03218,0.873833,1850.2,2117.34,0.0,0.0,0.6576,0.752547,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
