,name,0.01 bar,0.05 bar,0.1 bar,0.2 bar,0.35 bar,0.5 bar,1.0 bar,5.0 bar,15.0 bar,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,DISORDER,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE
0,00958972.2016.1250260_1436516_clean,0.0001142349,0.0005369041,0.0012032745,0.0022789866,0.004000126,0.0057345928,0.0114177799,0.057601053,0.1699092076,00958972.2016.1250260_1436516_clean,4.71855,3.37,4.71855,1.10264,1023.35,928.091,0.0,0.0,0.5514,0.500072,0.0,Cu,Yes,Cu,clean,Y,N,Y,N,,,Y,12/11/2015,10.1080/00958972.2016.1250260,"1 SI, 1 Structure",EBICEA,
1,00958972.2016.1250260_1436519_clean,7.50702e-05,0.0003423932,0.0007946452,0.0014922484,0.002607315,0.0037754801,0.0076736358,0.0365408611,0.1096738508,00958972.2016.1250260_1436519_clean,5.14924,3.51868,5.14924,1.25408,747.346,595.932,0.0,0.0,0.4898,0.390566,0.0,Cd,Yes,Cd,clean,Y,N,Y,N,,,Y,12/11/2015,10.1080/00958972.2016.1250260,"1 SI, 1 Structure",EBICUQ,
2,00958972.2016.1253069_1472494_clean,4.55085e-05,0.0002156706,0.0004531062,0.0008891962,0.0016117918,0.0022766113,0.0044910937,0.0223288362,0.0663525555,00958972.2016.1253069_1472494_clean,7.53123,5.2725,7.53123,3.48449,1077.33,309.178,93.8221,26.9256,0.4754,0.136433,0.0,"W,Cu,Na",Yes,"W,Cu,Na",clean,Y,N,Y,N,,,Y,06/04/2016,10.1080/00958972.2016.1253069,"1 SI, 1 Structure",DANLOW,
3,ABAYOU_clean,0.0002520554,0.0013034064,0.0025692845,0.0051816986,0.0090062189,0.0129091565,0.0254867202,0.1288781584,0.3663737034,ABAYOU_clean,11.27344,4.5108,11.27344,0.979267,1463.42,1494.4,419.062,427.935,0.6638,0.677854,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
4,ABETAE_clean,6.23661e-05,0.0003326193,0.000684258,0.0012628032,0.0023137385,0.003332385,0.0065179222,0.032626323,0.0968324567,ABETAE_clean,5.88295,4.42033,5.88295,3.69928,1821.75,492.461,0.0,0.0,0.572,0.154625,0.0,U,Yes,U,clean,Y,Y,Y,N,,,,,,,,
5,ABEXEM_clean,7.95911e-05,0.0004278019,0.0008347112,0.0015788875,0.0028025999,0.0040830209,0.0082038476,0.0403427143,0.1206849065,ABEXEM_clean,4.82084,4.14331,4.80387,1.76082,968.791,550.193,3.54724,2.01454,0.494,0.280551,0.0,La,Yes,La,clean,Y,Y,Y,N,,,,,,,,
6,ABEYEN_clean,8.34334e-05,0.0003346926,0.0007192535,0.0014730312,0.002460806,0.0035253011,0.0070189551,0.0352635604,0.103500578,ABEYEN_clean,4.70447,3.94356,4.68752,1.9293,894.021,463.392,4.63057,2.40013,0.4642,0.240606,0.0,Eu,Yes,Eu,clean,Y,Y,Y,N,,,,,,,,
7,ABEYIR_clean,5.86024e-05,0.0003242038,0.0007079552,0.0014697869,0.002394193,0.0035558445,0.0067988276,0.0341633289,0.102872793,ABEYIR_clean,4.69665,3.92183,4.69665,1.96962,879.845,446.707,3.91969,1.99007,0.464,0.235578,0.0,Gd,Yes,Gd,clean,Y,Y,Y,N,,,,,,,,
8,ABIYIV_clean,5.13452e-05,0.0002534486,0.0005090821,0.0010421981,0.0018615362,0.002520284,0.0051006528,0.0257064598,0.0747465763,ABIYIV_clean,4.33176,3.82431,4.32093,1.34661,564.007,418.836,0.0,0.0,0.4458,0.331055,0.0,Co,No, ,clean,Y,Y,Y,N,,,,,,,,
9,ABUWOJ_clean,0.0002300141,0.000890313,0.001764763,0.003727814,0.006349181,0.0087425169,0.0180977436,0.089959289,0.2651586133,ABUWOJ_clean,5.07969,4.03039,4.98773,1.15833,1745.23,1506.68,0.0,0.0,0.621,0.536118,0.0,Zn,Yes,Zn,clean,N,Y,Y,N,,,,,,,,
10,ac403674p_si_001_clean,0.0001420758,0.0007728925,0.0013923431,0.0028528827,0.0050124353,0.0073708941,0.0141507527,0.0708352203,0.2108481097,ac403674p_si_001_clean,8.50423,8.27985,8.50423,1.12072,1220.76,1089.26,0.0,0.0,0.5906,0.526983,0.0,Zn,No, ,clean,Y,N,Y,Y,APUVIS,,Y,08/05/2013,10.1021/ac403674p,"1 SI, 1 Structure",APUVIS,
11,ACAJIZ_clean,8.74849e-05,0.0004228435,0.0009040103,0.0018226013,0.0030920432,0.0044589942,0.0088295922,0.0434900017,0.1294803327,ACAJIZ_clean,6.1865,5.74044,6.1865,1.30148,981.157,753.879,0.0,0.0,0.4824,0.370656,0.0,Cu,No, ,clean,Y,Y,Y,N,,,,,,,,
12,ACAKUM_clean,5.99133e-05,0.0003438504,0.0006968181,0.001314186,0.0023262004,0.0033121655,0.0064706403,0.0322242575,0.0967300808,ACAKUM_clean,4.47083,3.0099,4.47083,1.59028,0.0,0.0,599.344,376.88,0.4358,0.27404,0.0,La,Yes,La,clean,N,Y,Y,N,,,,,,,,
13,ACECIV_ion_b,1.58892e-05,6.46526e-05,0.0001271137,0.0002860058,0.0004618829,0.0006810444,0.0013242835,0.0065540254,0.0195256482,ACECIV_ion_b,3.5991,2.94934,3.57968,2.60195,0.0,0.0,21.213,8.15274,0.2312,0.0888565,0.0,"Pb,K",Yes,"Pb,K",ion_b,N,Y,Y,N,,,,,,,,
14,ACOCOM_clean,0.0010395098,0.0051928561,0.0105006918,0.0214753813,0.0369859004,0.0532918909,0.1060534675,0.5200810797,1.5213472686,ACOCOM_clean,24.60642,13.0343,24.60642,0.349927,1537.41,4393.52,0.0,0.0,0.863,2.46623,0.0,Cu,Yes,Cu,clean,Y,Y,Y,N,,,,,,,,
15,ACODAZ_clean,0.0011476426,0.005515324,0.0107176545,0.021961707,0.0376374622,0.0535953857,0.1087699657,0.534794359,1.5558856906,ACODAZ_clean,23.29182,13.11646,23.29182,0.343144,1530.83,4461.21,0.0,0.0,0.8618,2.51148,0.0,Co,Yes,Co,clean,Y,Y,Y,N,,,,,,,,
16,ACOGAB_clean,0.0001644276,0.0007387978,0.0014933627,0.0030723177,0.0053134879,0.0077438625,0.0152061709,0.0771030121,0.2259437425,ACOGAB_clean,5.20085,3.89327,4.84433,1.15458,1432.82,1240.99,0.0,0.0,0.5566,0.482082,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
17,ACOGEF_clean,0.0001410797,0.0006542825,0.0014455553,0.0028297716,0.004770128,0.006857698,0.0134352813,0.0687978004,0.2016171392,ACOGEF_clean,5.20115,3.94888,4.8971,1.25952,1433.77,1138.35,0.0,0.0,0.5544,0.440168,0.0,Cd,No, ,clean,Y,Y,Y,N,,,,,,,,
18,ACOLEL_clean,8.407e-06,4.9241e-05,9.60801e-05,0.0001909592,0.0003422853,0.0005392495,0.0009379819,0.0049036878,0.0144168182,ACOLEL_clean,4.00255,2.78217,3.89811,1.45481,0.0,0.0,32.9393,22.6416,0.354,0.24333,0.0,Mn,Yes,Mn,clean,Y,Y,Y,N,,,,,,,,
19,ACOLIP_clean,0.0001284871,0.0007977708,0.001524586,0.0031354693,0.0054041299,0.0078664801,0.0152324357,0.0763194315,0.2238916831,ACOLIP_clean,4.91034,3.57647,4.78103,1.04949,1065.44,1015.2,0.0,0.0,0.5434,0.517777,0.0,Zn,No, ,clean,Y,Y,Y,N,,,,,,,,
20,ACOLOV_clean,0.000317421,0.0015344675,0.0030529842,0.0060278095,0.0107620086,0.014987377,0.0301087408,0.1500731554,0.4409281218,ACOLOV_clean,8.42183,5.53552,8.41851,0.863411,2226.99,2579.3,0.0,0.0,0.6794,0.786879,0.0,Cd,Yes,Cd,clean,Y,Y,Y,N,,,,,,,,
21,acs.cgd.5b00681_AJUPEC1449470_clean,8.7976e-05,0.0004969015,0.0008813892,0.0019045175,0.0033349422,0.0047018286,0.0094590495,0.0477351275,0.1400186962,acs.cgd.5b00681_AJUPEC1449470_clean,4.15174,3.33628,4.09093,1.15447,725.433,628.369,0.0,0.0,0.49,0.424437,0.0,Ni,Yes,Ni,clean,Y,N,Y,N,,,Y,23/01/2016,10.1021/acs.cgd.5b00681,"1 SI, 1 Structure",AJUPEC,
22,acs.cgd.5b01178_MAHFOT1419063_clean,0.0001703469,0.0010664185,0.0023311862,0.0045386958,0.0078429597,0.0108298649,0.0218954153,0.1095307475,0.3215940168,acs.cgd.5b01178_MAHFOT1419063_clean,5.69658,3.53433,5.69658,0.989764,1577.3,1593.62,0.0,0.0,0.6124,0.618733,0.0,Cu,Yes,Cu,clean,Y,N,Y,N,,,Y,16/08/2015,10.1021/acs.cgd.5b01178,"1 SI, 1 Structure",MAHFOT,
23,acs.cgd.5b01554_VAGNUP1452791_clean,8.67399e-05,0.0004946022,0.0009255336,0.0019442666,0.0034299188,0.0048925019,0.0097693168,0.0487284699,0.1437659189,acs.cgd.5b01554_VAGNUP1452791_clean,6.16218,5.1323,5.87594,1.47047,1873.32,1273.96,0.0,0.0,0.572,0.388992,0.0,"Cu,Cs,Si",Yes,"Cu,Cs",clean,Y,N,Y,N,,,Y,10/02/2016,10.1021/acs.cgd.5b01554,"1 SI, 1 Structure",VAGNUP,
24,acs.cgd.5b01632_ZAHKOL1438120_clean,0.0002835006,0.0015583731,0.0029459415,0.005780948,0.0105071327,0.0150360996,0.0301215037,0.1448318533,0.4389910701,acs.cgd.5b01632_ZAHKOL1438120_clean,5.7566,4.44764,5.74856,1.00083,2769.92,2767.63,0.0,0.0,0.669,0.668448,0.0,Cu,Yes,Cu,clean,Y,N,Y,Y,ZAHKOL,,Y,20/11/2015,10.1021/acs.cgd.5b01632,"1 SI, 1 Structure",ZAHKOL,
25,acs.cgd.5b01684_CUTGIJ1438510_clean,0.0003800186,0.0019823357,0.0040696018,0.0080144214,0.0135076748,0.0198290284,0.0407527372,0.1974423325,0.5862041612,acs.cgd.5b01684_CUTGIJ1438510_clean,5.76692,4.72925,5.76692,0.649277,2708.6,4171.71,0.0,0.0,0.7008,1.07935,0.0,Mn,Yes,Mn,clean,Y,N,Y,N,,,Y,24/11/2015,10.1021/acs.cgd.5b01684,"1 SI, 1 Structure",CUTGIJ,
26,acs.cgd.6b00119_OLISUZ1440339_clean,0.0003040239,0.001594466,0.0030030658,0.0061110133,0.010581094,0.0151162279,0.0298222227,0.1502807427,0.4357379488,acs.cgd.6b00119_OLISUZ1440339_clean,9.86886,5.1497,9.85267,0.919445,2383.8,2592.65,0.0,0.0,0.7384,0.803093,0.0,Ag,Yes,Ag,clean,Y,N,Y,N,,,Y,03/12/2015,10.1021/acs.cgd.6b00119,"1 SI, 1 Structure",OLISUZ,
27,acs.cgd.6b00151_AKECEA1449783_clean,0.0001322686,0.0007427389,0.0015923102,0.0029217789,0.005243262,0.007483349,0.015212582,0.0736413775,0.2163761283,acs.cgd.6b00151_AKECEA1449783_clean,4.89047,3.95378,4.78888,1.10048,1523.71,1384.59,0.0,0.0,0.5738,0.521411,0.0,Ag,Yes,Ag,clean,Y,N,Y,N,,,Y,25/01/2016,10.1021/acs.cgd.6b00151,"1 SI, 1 Structure",AKECEA,
28,acs.cgd.6b00151_AKEDAX1449787_clean,0.0001371302,0.000666453,0.0012835391,0.0025423948,0.0045828929,0.0065548259,0.0131041666,0.0642098678,0.1931040742,acs.cgd.6b00151_AKEDAX1449787_clean,4.67711,3.51007,4.67711,1.00802,901.852,894.674,0.0,0.0,0.5528,0.5484,0.0,Ag,Yes,Ag,clean,Y,N,Y,N,,,Y,25/01/2016,10.1021/acs.cgd.6b00151,"1 SI, 1 Structure",AKEDAX,
29,acs.cgd.6b00151_AKEDEB1449788_clean,0.0001338338,0.000557969,0.0011730142,0.0023745665,0.0040307602,0.0056564476,0.0115490726,0.057992365,0.1743431699,acs.cgd.6b00151_AKEDEB1449788_clean,5.99146,3.23782,5.95483,1.01059,0.0,0.0,867.736,858.643,0.5454,0.539684,0.0,Ag,Yes,Ag,clean,Y,N,Y,N,,,Y,25/01/2016,10.1021/acs.cgd.6b00151,"1 SI, 1 Structure",AKEDEB,
30,acs.cgd.6b00163_UKEBAP1448505_clean,0.000278183,0.0013763832,0.00284411,0.0055470526,0.0097405579,0.0138800874,0.0278162267,0.1372853995,0.4114908239,acs.cgd.6b00163_UKEBAP1448505_clean,8.01863,7.42906,8.01863,0.839641,2011.71,2395.92,0.0,0.0,0.6798,0.809632,0.0,Zn,No, ,clean,Y,N,Y,N,,,Y,20/01/2016,10.1021/acs.cgd.6b00163,"1 SI, 1 Structure",UKEBAP,
31,acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0004255735,0.0021012693,0.0036528394,0.0076869218,0.0136538173,0.0195276186,0.039197095,0.1941546222,0.5768294504,acs.chemmater.5b03723_cm5b03723_si_004_clean,13.11818,7.33973,12.8246,0.772596,1915.1,2478.78,10.4758,13.5592,0.6956,0.900342,0.0,Cu,Yes,Cu,clean,Y,N,Y,N,,,Y,28/07/2015,10.1021/acs.chemmater.5b03723,"1 SI, 1 Structure",TAKKEY,
32,acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0004946843,0.002504997,0.0049573679,0.0098200091,0.0165929736,0.024192166,0.0482896053,0.2408480902,0.715523964,acs.chemmater.5b03723_cm5b03723_si_005_clean,14.22819,7.4356,14.22819,0.645145,2122.45,3289.88,0.0,0.0,0.7418,1.14982,0.0,Cu,Yes,Cu,clean,Y,N,Y,Y,TAKKIC,,Y,28/07/2015,10.1021/acs.chemmater.5b03723,"1 SI, 1 Structure",TAKKIC,
33,acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0003212067,0.0015378443,0.0032389835,0.0062303329,0.0109622994,0.0155435321,0.0316720551,0.1558283055,0.4609979773,acs.chemrev.6b00346_cr6b00346_si_001_clean,9.19439,3.959,7.03116,0.906382,2290.66,2527.25,0.0,0.0,0.6912,0.762592,0.0,Zn,Yes,Zn,clean,Y,N,Y,N,,,N,,,,,
34,acs.inorgchem.5b02242_ic5b02242_si_002_clean,0.0001464075,0.0008075528,0.0016043178,0.0031038386,0.005324609,0.0079460735,0.0155931674,0.0792573052,0.2322777822,acs.inorgchem.5b02242_ic5b02242_si_002_clean,6.85821,4.38655,6.85821,1.49163,1886.38,1264.64,0.0,0.0,0.5954,0.399162,0.0,Sm,Yes,Sm,clean,Y,N,Y,N,,,Y,22/09/2015,10.1021/acs.inorgchem.5b02242,"1 SI, 1 Structure",KAFJUZ,
35,acs.inorgchem.5b02378_ic5b02378_si_002_clean,5.56564e-05,0.0002702637,0.0005631673,0.0010791681,0.0019069391,0.0028106481,0.0054467803,0.0271754151,0.080757904,acs.inorgchem.5b02378_ic5b02378_si_002_clean,3.84352,3.57212,3.8244,2.34418,318.947,136.059,0.0,0.0,0.356,0.151866,0.0,"Dy,Ni",No, ,clean,Y,N,Y,Y,TAKMOK,,Y,15/01/2015,10.1021/acs.inorgchem.5b02378,"1 SI, 1 Structure",TAKMOK,
36,acs.inorgchem.5b02434_ic5b02434_si_007_clean,0.0001904271,0.0009579501,0.0017225659,0.0036646317,0.0063611378,0.0091855644,0.0183086221,0.0902653591,0.2709981335,acs.inorgchem.5b02434_ic5b02434_si_007_clean,6.24582,4.18764,5.84771,0.913463,1667.25,1825.2,0.0,0.0,0.659,0.721431,0.0,Ni,Yes,Ni,clean,Y,N,Y,N,,,Y,24/06/2015,10.1021/acs.inorgchem.5b02434,"1 SI, 1 Structure",ZAFTIM,
37,acs.inorgchem.5b02464_ic5b02464_si_002_clean,0.0002168669,0.0010132917,0.0022228854,0.0043728587,0.0077380342,0.0112976421,0.0221372465,0.1104301051,0.3242645766,acs.inorgchem.5b02464_ic5b02464_si_002_clean,7.17541,4.02336,5.81901,0.912859,1559.82,1708.72,0.0,0.0,0.6162,0.675022,0.0,Pd,Yes,Pd,clean,Y,N,Y,N,,,Y,17/02/2016,10.1021/acs.inorgchem.5b02464,"1 SI, 2 Structure",LAHKAJ,LAHKAJ
38,acs.inorgchem.5b02666_ic5b02666_si_002_clean,6.47929e-05,0.0003869578,0.0007991128,0.0015730284,0.0025503218,0.0038731775,0.0078687417,0.0381918339,0.1112242673,acs.inorgchem.5b02666_ic5b02666_si_002_clean,4.74187,2.67535,4.71702,1.16064,0.0,0.0,439.275,378.477,0.4796,0.413221,0.0,Zn,No, ,clean,Y,N,Y,N,,,Y,20/08/2015,10.1021/acs.inorgchem.5b02666,"1 SI, 1 Structure",QAKQAX,
39,acs.inorgchem.5b02786_ic5b02786_si_002_clean,0.0001218161,0.0006142483,0.001250645,0.00259136,0.0044400111,0.0064355797,0.0127264568,0.0631420664,0.1847137631,acs.inorgchem.5b02786_ic5b02786_si_002_clean,5.25199,3.1119,5.25199,1.26568,0.0,0.0,858.598,678.369,0.4918,0.388566,0.0,"Cu,Na,K",Yes,"Cu,Na",clean,Y,N,Y,N,,,Y,06/11/2015,10.1021/acs.inorgchem.5b02786,"1 SI, 3 Structure",QALFUH,QALGAO
40,acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0001671779,0.0009869923,0.001750545,0.0035509219,0.006388123,0.0089504451,0.0177144227,0.0887939456,0.2630479246,acs.inorgchem.5b02973_ic5b02973_si_002_clean,11.38761,10.4443,11.38761,1.02785,1047.76,1019.37,62.4425,60.7507,0.593,0.576933,0.0,Cu,No, ,clean,Y,N,Y,Y,UKEVIR,,Y,	18/12/2015,10.1021/acs.inorgchem.5b02973,"1 SI, 1 Structure",UKEVIR,
41,acs.inorgchem.6b00001_ic6b00001_si_004_clean,3.80688e-05,0.0001595962,0.0002957655,0.0006969524,0.0011420649,0.0016296387,0.0032051026,0.0160430832,0.0478905872,acs.inorgchem.6b00001_ic6b00001_si_004_clean,4.15822,3.45765,4.15822,1.63982,393.856,240.183,46.171,28.1562,0.4984,0.303936,0.0,"Cu,Si",Yes,Cu,clean,Y,N,Y,N,,,Y,19/11/2015,10.1021/acs.inorgchem.6b00001,"1 SI, 1 Structure",UKONEP,
42,acs.inorgchem.6b00044_ic6b00044_si_002_clean,0.0002033894,0.0010145681,0.0020683867,0.0041010911,0.0071733412,0.0100505278,0.0202663838,0.103037535,0.2985518198,acs.inorgchem.6b00044_ic6b00044_si_002_clean,9.34583,6.61006,9.34583,1.10896,1756.18,1583.63,28.8168,25.9855,0.662,0.596958,0.0,"Ag,Zn",Yes,"Zn,Ag",clean,Y,N,Y,N,,,Y,15/03/2016,10.1021/acs.inorgchem.6b00044,"1 SI, 2 Structure",OMUHIP,OMUHIP
43,acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0001929651,0.0008988372,0.0017296868,0.0036743347,0.0061028949,0.0089563782,0.0178097751,0.08918985,0.2581872489,acs.inorgchem.6b00136_ic6b00136_si_002_clean,7.2744,7.0365,7.27294,1.17665,1340.62,1139.36,0.0,0.0,0.582,0.494624,0.0,Zn,Yes,Zn,clean,Y,N,Y,Y,EKEXUP,,Y,06/12/2015,10.1021/acs.inorgchem.6b00136,"1 SI, 4 Structure",EKEXUP,EKEXUP
44,acs.inorgchem.6b00158_ic6b00158_si_002_clean,0.0001694567,0.0008195364,0.0015994337,0.0032256238,0.0056297293,0.0080893293,0.0160270395,0.0788717042,0.2372384359,acs.inorgchem.6b00158_ic6b00158_si_002_clean,9.43115,7.31476,9.43115,1.55012,2182.96,1408.25,0.0,0.0,0.6604,0.426031,0.0,"Mo,Sr,Mn",Yes,Mo,clean,Y,N,Y,N,,,Y,27/10/2015,10.1021/acs.inorgchem.6b00158,"1 SI, 4 Structure",JUPWUO,JUPWUO
45,acs.inorgchem.6b00276_ic6b00276_si_002_clean,0.0001562257,0.0009148354,0.0017705583,0.0036860829,0.0062110286,0.0089358306,0.0178449199,0.0892302294,0.2631868833,acs.inorgchem.6b00276_ic6b00276_si_002_clean,7.73266,7.5282,7.73266,1.0071,1310.98,1301.75,0.0,0.0,0.549,0.545132,0.0,Fe,No, ,clean,Y,N,Y,N,,,Y,02/02/2016,10.1021/acs.inorgchem.6b00276,"1 SI, 1 Structure",OKUJEL,
46,acs.inorgchem.6b00276_ic6b00276_si_003_clean,0.0001354654,0.0007402216,0.0013691681,0.0027915547,0.0048767541,0.0072264335,0.0140529217,0.0693034491,0.2066605177,acs.inorgchem.6b00276_ic6b00276_si_003_clean,5.29021,3.44103,5.29021,1.19043,1142.3,959.563,0.0,0.0,0.5242,0.440343,0.0,Fe,No, ,clean,Y,N,Y,N,,,Y,02/02/2016,10.1021/acs.inorgchem.6b00276,"1 SI, 1 Structure",OKUJIP,
47,acs.inorgchem.6b00292_ic6b00292_si_002_clean,4.78403e-05,0.0002930218,0.000484383,0.0010484999,0.0017920179,0.002617263,0.0052823663,0.0259314353,0.0765424849,acs.inorgchem.6b00292_ic6b00292_si_002_clean,3.71777,2.65186,3.70818,1.47766,0.0,0.0,103.624,70.1271,0.423,0.286263,0.0,"Mg,Cu",Yes,"Mg,Cu",clean,Y,N,Y,N,,,Y,09/07/2016,10.1021/acs.inorgchem.6b00292,"1 SI, 4 Structure",QUJPAO,QUJPAO
48,acs.inorgchem.6b00413_ic6b00413_si_003_clean,3.19526e-05,0.000243195,0.0004437866,0.0007881649,0.0014591702,0.0021195247,0.0041964458,0.0213266074,0.0631490536,acs.inorgchem.6b00413_ic6b00413_si_003_clean,3.59764,3.16588,3.59764,1.45782,0.0,0.0,44.9472,30.8318,0.418,0.286729,0.0,Co,Yes,Co,clean,Y,N,Y,N,,,Y,29/01/2016,10.1021/acs.inorgchem.6b00413,"1 SI, 1 Structure",ALEJUY,
49,acs.inorgchem.6b00505_ic6b00505_si_002_clean,5.02657e-05,0.0003278695,0.0005654892,0.0011424024,0.0021557134,0.0029839552,0.0059736224,0.0292055184,0.0882003228,acs.inorgchem.6b00505_ic6b00505_si_002_clean,6.12211,3.54621,6.12014,1.59781,879.561,550.478,0.0,0.0,0.4498,0.28151,0.0,"Cu,V",Yes,"Cu,V",clean,Y,N,Y,N,,,Y,23/02/2016,10.1021/acs.inorgchem.6b00505,"1 SI, 2 Structure",AMITIB,AMITIB
50,acs.inorgchem.6b00661_ic6b00661_si_002_clean,0.0004958717,0.0027107652,0.0056619531,0.0115012179,0.0195764132,0.02819857,0.0559553635,0.279921071,0.8225970366,acs.inorgchem.6b00661_ic6b00661_si_002_clean,10.10039,8.52417,10.10039,0.588189,2786.59,4737.58,0.0,0.0,0.7786,1.32372,0.0,Al,No, ,clean,Y,N,Y,N,,,Y,03/03/2016,10.1021/acs.inorgchem.6b00661,"1 SI, 1 Structure",ATAGEJ,
51,acs.inorgchem.6b00876_ic6b00876_si_002_clean,6.99083e-05,0.0003389492,0.0006969643,0.0014341789,0.002458441,0.0034498675,0.0067567408,0.0347772489,0.1024844733,acs.inorgchem.6b00876_ic6b00876_si_002_clean,4.34754,3.54303,4.34754,1.24329,523.168,420.795,0.0,0.0,0.4806,0.386556,0.0,Ru,No, ,clean,Y,N,Y,N,,,Y,19/08/2016,10.1021/acs.inorgchem.6b00876,"1 SI, 1 Structure",OSOVAV,
52,acs.inorgchem.6b00971_ic6b00971_si_002_clean,7.73985e-05,0.0004256917,0.0008679068,0.0017232036,0.002950709,0.00437345,0.0086381942,0.0429739942,0.1284623746,acs.inorgchem.6b00971_ic6b00971_si_002_clean,7.54906,6.08773,7.54686,2.93936,2482.08,844.428,0.0,0.0,0.6488,0.220728,0.0,"W,Co",Yes,"W,Co",clean,Y,N,Y,N,,,Y,19/08/2016,10.1021/acs.inorgchem.6b00971,"1 SI, 1 Structure",OTIVUK,
53,acs.inorgchem.6b01060_ic6b01060_si_003_clean,0.0001145996,0.0005250743,0.0011459955,0.0021378026,0.0036651021,0.0053007502,0.0106848456,0.0524845117,0.1561866891,acs.inorgchem.6b01060_ic6b01060_si_003_clean,4.20028,3.6735,4.17458,1.34829,941.007,697.927,0.0,0.0,0.4988,0.36995,0.0,Ti,Yes,Ti,clean,Y,N,Y,N,,,Y,08/04/2016,10.1021/acs.inorgchem.6b01060,"1 SI, 1 Structure",OTOLEQ,
54,acs.inorgchem.6b01231_ic6b01231_si_003_clean,0.0002673891,0.0012496349,0.0025232803,0.0049035892,0.0088052877,0.0124341401,0.0254085154,0.1238262677,0.3643935369,acs.inorgchem.6b01231_ic6b01231_si_003_clean,8.08011,6.0849,8.08011,1.01869,2296.25,2254.13,0.0,0.0,0.69,0.677343,0.0,Cu,Yes,Cu,clean,Y,N,Y,N,,,Y,20/05/2016,10.1021/acs.inorgchem.6b01231,"1 SI, 1 Structure",ASUBEX,
55,acs.inorgchem.6b01416_ic6b01416_si_001_clean,0.0003682248,0.0017880995,0.0035290663,0.0076826418,0.0127553064,0.0182227079,0.0371936485,0.1834289647,0.5487609705,acs.inorgchem.6b01416_ic6b01416_si_001_clean,7.7433,5.8427,7.73869,0.770369,2382.98,3093.3,0.0,0.0,0.7508,0.974597,0.0,Cd,Yes,Cd,clean,Y,N,Y,N,,,Y,27/05/2016,10.1021/acs.inorgchem.6b01416,"1 SI, 1 Structure",EXAJOE,
56,acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.0001137451,0.000673443,0.0014299379,0.0028833471,0.0049596459,0.0069294215,0.0139599498,0.0696715599,0.2040568392,acs.inorgchem.6b01416_ic6b01416_si_004_clean,6.69143,3.5273,6.69143,1.34288,1327.26,988.368,0.0,0.0,0.5278,0.393035,0.0,Cd,Yes,Cd,clean,Y,N,Y,N,,,Y,27/05/2016,10.1021/acs.inorgchem.6b01416,"1 SI, 1 Structure",EXAHOC,
57,acs.inorgchem.6b01713_ic6b01713_si_002_clean,0.0001912203,0.0008978392,0.0016925987,0.0034763259,0.005965178,0.0084480545,0.0173457756,0.0840742018,0.2510080575,acs.inorgchem.6b01713_ic6b01713_si_002_clean,5.64061,4.44193,5.61688,1.21253,1453.14,1198.44,0.0,0.0,0.5486,0.452444,0.0,Zn,Yes,Zn,clean,Y,N,Y,N,,,Y,17/07/2016,10.1021/acs.inorgchem.6b01713,"1 SI, 2 Structure",HAKYAW,HAKYAW
58,acs.inorgchem.6b01762_ic6b01762_si_002_clean,9.99331e-05,0.0004812163,0.0010554473,0.0019986619,0.0035330193,0.0049712872,0.0098979889,0.0492793164,0.1479870802,acs.inorgchem.6b01762_ic6b01762_si_002_clean,11.40609,8.52606,11.40609,2.31198,1582.43,684.446,0.0,0.0,0.647,0.279846,8.65e-05,Th,Yes,Th,clean,Y,N,Y,N,,,N,,,,,
59,acs.inorgchem.6b01836_ic6b01836_si_002_clean,0.0003555495,0.0016900451,0.003363498,0.0069735102,0.0119440918,0.0170782261,0.0337700884,0.1688859969,0.4929954097,acs.inorgchem.6b01836_ic6b01836_si_002_clean,4.78863,3.88502,4.67615,0.768682,3073.84,3998.85,0.0,0.0,0.7026,0.914032,0.0,Cu,Yes,Cu,clean,Y,N,Y,N,,,Y,22/06/2016,10.1021/acs.inorgchem.6b01836,"1 SI, 2 Structure",BAHDUM,BAHDUM
60,acs.inorgchem.6b01845_ic6b01845_si_007_clean,0.0001238893,0.0006065027,0.0012962147,0.0025720894,0.0043971449,0.0060983111,0.0127254629,0.0629061681,0.1847281602,acs.inorgchem.6b01845_ic6b01845_si_007_clean,10.23501,3.56395,8.00574,1.27618,810.253,634.903,421.928,330.617,0.5726,0.448681,0.0,Zn,Yes,Zn,clean,Y,N,Y,N,,,Y,25/09/2016,10.1021/acs.inorgchem.6b01845,"1 SI, 1 Structure",DALVOE,
