,name,gas,pressure,temp,cutoff,path,Average loading absolute [mol/kg framework],Average loading excess [mol/kg framework],Average loading absolute [molecules/unit cell],Average loading excess [molecules/unit cell]
0,1499489-acs.cgd.6b01265_1499490_clean,helium,0.05,293.0,14.0,1499489-acs.cgd.6b01265_1499490_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0015154139,0.0015154139,0.0112625,0.0112625
1,ABAVIJ_clean,helium,0.05,293.0,14.0,ABAVIJ_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0002810126,0.0002810126,0.0003407407,0.0003407407
2,ABAYIO_clean,helium,0.05,293.0,14.0,ABAYIO_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0013045417,0.0013045417,0.01430625,0.01430625
3,ABEFUL_clean,helium,0.05,293.0,14.0,ABEFUL_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0003198154,0.0003198154,0.0006958333,0.0006958333
4,ABESUX_clean,helium,0.05,293.0,14.0,ABESUX_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0003419078,0.0003419078,0.0021472222,0.0021472222
5,ABETIN_clean,helium,0.05,293.0,14.0,ABETIN_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0024835351,0.0024835351,0.01788125,0.01788125
6,ABEXEN_clean,helium,0.05,293.0,14.0,ABEXEN_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0023226509,0.0023226509,0.0146375,0.0146375
7,ABEXIQ_clean,helium,0.05,293.0,14.0,ABEXIQ_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0004203748,0.0004203748,0.0011777778,0.0011777778
8,ABEXOW_clean,helium,0.05,293.0,14.0,ABEXOW_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.000375901,0.000375901,0.0010555556,0.0010555556
9,ABEXUC_clean,helium,0.05,293.0,14.0,ABEXUC_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0003449322,0.0003449322,0.0009777778,0.0009777778
10,ABEYAJ_clean,helium,0.05,293.0,14.0,ABEYAJ_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0003631476,0.0003631476,0.0010472222,0.0010472222
11,ABIXOZ_clean,helium,0.05,293.0,14.0,ABIXOZ_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0005145294,0.0005145294,0.0012388889,0.0012388889
12,ABULOB_clean,helium,0.05,293.0,14.0,ABULOB_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0007445706,0.0007445706,0.0010333333,0.0010333333
13,ACAJIY_clean,helium,0.05,293.0,14.0,ACAJIY_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0005105862,0.0005105862,0.00185625,0.00185625
14,ACAJOF_clean,helium,0.05,293.0,14.0,ACAJOF_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0005230089,0.0005230089,0.001225,0.001225
15,ACALIB_clean,helium,0.05,293.0,14.0,ACALIB_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.000237446,0.000237446,0.0005333333,0.0005333333
16,ACIBIY_clean,helium,0.05,293.0,14.0,ACIBIY_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0003472965,0.0003472965,0.0018625,0.0018625
17,ACIBOE_clean,helium,0.05,293.0,14.0,ACIBOE_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0011747571,0.0011747571,0.00294375,0.00294375
18,ACMPCD_SL,helium,0.05,293.0,14.0,ACMPCD_SL_helium_293.0K_0.05bar_14.0/Output/System_0,0.0001202602,0.0001202602,0.0002083333,0.0002083333
19,ACOCUS_clean,helium,0.05,293.0,14.0,ACOCUS_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0053674422,0.0053674422,0.11485,0.11485
20,ACODON_clean,helium,0.05,293.0,14.0,ACODON_clean_helium_293.0K_0.05bar_14.0/Output/System_0,0.0009041441,0.0009041441,0.0021291667,0.0021291667
