,name,gas,pressure,temp,cutoff,path,Average loading absolute [mol/kg framework],Average loading excess [mol/kg framework],Average loading absolute [molecules/unit cell],Average loading excess [molecules/unit cell]
0,1499489-acs.cgd.6b01265_1499490_clean,helium,0.5,293.0,14.0,1499489-acs.cgd.6b01265_1499490_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0143283141,0.0143283141,0.1064875,0.1064875
1,ABAVIJ_clean,helium,0.5,293.0,14.0,ABAVIJ_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0027536179,0.0027536179,0.0033388889,0.0033388889
2,ABAYIO_clean,helium,0.5,293.0,14.0,ABAYIO_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0129884255,0.0129884255,0.1424375,0.1424375
3,ABEFUL_clean,helium,0.5,293.0,14.0,ABEFUL_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0030526095,0.0030526095,0.0066416667,0.0066416667
4,ABESUX_clean,helium,0.5,293.0,14.0,ABESUX_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0031510368,0.0031510368,0.0197888889,0.0197888889
5,ABETIN_clean,helium,0.5,293.0,14.0,ABETIN_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0242893375,0.0242893375,0.17488125,0.17488125
6,ABEXEN_clean,helium,0.5,293.0,14.0,ABEXEN_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0225818792,0.0225818792,0.1423125,0.1423125
7,ABEXIQ_clean,helium,0.5,293.0,14.0,ABEXIQ_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0039995094,0.0039995094,0.0112055556,0.0112055556
8,ABEXOW_clean,helium,0.5,293.0,14.0,ABEXOW_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.003860899,0.003860899,0.0108416667,0.0108416667
9,ABEXUC_clean,helium,0.5,293.0,14.0,ABEXUC_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0036786233,0.0036786233,0.0104277778,0.0104277778
10,ABEYAJ_clean,helium,0.5,293.0,14.0,ABEYAJ_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0036035411,0.0036035411,0.0103916667,0.0103916667
11,ABIXOZ_clean,helium,0.5,293.0,14.0,ABIXOZ_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0055029269,0.0055029269,0.01325,0.01325
12,ABULOB_clean,helium,0.5,293.0,14.0,ABULOB_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.008008637,0.008008637,0.0111145833,0.0111145833
13,ACAJIY_clean,helium,0.5,293.0,14.0,ACAJIY_clean_helium_293.0K_0.5bar_14.0/Output/System_0,0.0052674616,0.0052674616,0.01915,0.01915
