GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD,MAPE_MEAN,MAPE_STD
Ar,293,0.05,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.7048120148129527,0.014480294717897777,0.5355381781036758,0.010569648364399836,21.846409734722233,0.4685407326000066
Ar,293,0.05,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6794981492808662,0.014989477554654643,0.5564293515649636,0.011473213884295166,22.47244632720447,0.3974622599623246
Ar,293,0.05,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.7013498398678594,0.014993020280830795,0.5130749820175771,0.017127076498607834,20.959137425629677,0.6043992812248822
Ar,293,0.05,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9892247182940812,0.0020155539869752474,0.0096409674146167,0.00021520853969318263,2.6320417464459442,0.087062821151617
Ar,293,0.05,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9906641950571714,0.0018453766681192348,0.008388776777263738,0.00015683392222332092,2.12228165470484,0.05535185052686706
Ar,293,0.05,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9891957861570475,0.0017707377497712474,0.00855869233768752,9.471935231022127e-05,2.1067110679002026,0.03398316909291067
Ar,293,0.05,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9149260592734951,0.03761265278860601,0.018948374405462962,0.003409745796389613,3.4521095120450256,0.2034561247880263
Ar,293,0.05,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9368531859078594,0.033987844487365755,0.0168688585201781,0.0027965765317972727,2.6740859290185033,0.2118534641027537
Ar,293,0.05,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9321028077112417,0.03276548855716134,0.01721247188571782,0.0029631234710846555,2.6045194417723083,0.20276790991675359
Ar,293,0.05,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.32733159614012763,0.046793691095265044,0.14593500232978568,0.006620067333044342,51.87002152883118,3.2143380920959417
Ar,293,0.05,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.24562968968730647,0.06964361939238424,0.15258857339326165,0.0067756767038815915,52.7610246454602,2.567869182443626
Ar,293,0.05,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3353726476740223,0.03904214110018689,0.13915509186321703,0.005348064424088438,49.646933754806255,2.5007122104684174
Ar,293,0.05,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9690815731178726,0.0016834405347960085,0.06323810833245118,0.001059219382572363,4.262426511477737,0.09645305706032245
Ar,293,0.05,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9662323144285476,0.0028331262466770083,0.0650376281974164,0.0012880232566449016,4.313300971136648,0.11406093598956957
Ar,293,0.05,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9639393220383493,0.0018901608635579176,0.06341637689166915,0.0011141910688220041,4.194319022217805,0.10863306756810573
Ar,293,0.05,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9592678170362012,0.00881888410594106,0.07340261151451025,0.0034133364288365465,4.8084168859727985,0.15060542957548126
Ar,293,0.05,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9586766223755623,0.006076878846723158,0.07575502486254101,0.0032945394476936785,4.705550323951194,0.13071405060777924
Ar,293,0.05,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9565783316198762,0.007317043705967565,0.07334829667809802,0.003840845481971519,4.460380992723395,0.16272923542618037
Ar,293,0.05,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.47738964307370485,0.024377034088212426,0.36894403147997706,0.00937150395377438,33.199821333413624,0.973412181697899
Ar,293,0.05,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.42446266741385213,0.029630547173551593,0.3841467219561443,0.008731670138188688,34.19729069607795,1.0789220708359242
Ar,293,0.05,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.4779045642451276,0.026377716303010536,0.35251010878566824,0.009658977458019906,31.95939524143276,0.6893309932435432
Ar,293,0.1,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9635291459074861,0.00240642614597448,0.1670990145929849,0.0024155759087791766,5.577384846860062,0.07490216956573185
Ar,293,0.1,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9601341023017991,0.0026050675062426064,0.17315171704593915,0.00207473208020965,5.742537232938138,0.06717363573805625
Ar,293,0.1,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9587548869732313,0.0020194171449357456,0.16820410164042993,0.0027538167222124666,5.588154912872241,0.12765245173461467
Ar,293,0.1,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9656634727832799,0.003332869532214024,0.16922478767475885,0.004618545282478375,5.837910100474007,0.15553809960607765
Ar,293,0.1,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9636259680475048,0.0026849200222412704,0.17712823670797848,0.004341912350129272,6.010271298580285,0.16124826092647127
Ar,293,0.1,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9609044960483251,0.002842567851537904,0.17130382024251448,0.00413654607907785,5.707743740304329,0.13461902626993502
Ar,293,0.1,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.7048120148129527,0.014480294717897777,0.5355381781036758,0.010569648364399836,21.846409734722233,0.4685407326000066
Ar,293,0.1,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6794981492808662,0.014989477554654643,0.5564293515649636,0.011473213884295166,22.47244632720447,0.3974622599623246
Ar,293,0.1,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.7013498398678594,0.014993020280830795,0.5130749820175771,0.017127076498607834,20.959137425629677,0.6043992812248822
Ar,293,0.1,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9912107729981472,0.0003248730937274703,0.009240364610028159,0.0001914904984741921,2.534770533524599,0.05677092364688319
Ar,293,0.1,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9918869302112328,0.00034508071867248247,0.00802552418908736,0.00017457503647846158,1.9921258200165348,0.040067948744090295
Ar,293,0.1,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9903652708718138,0.0001651412807718329,0.00824502656613958,0.0002113643113503846,2.0081698065889775,0.02191350645989628
Ar,293,0.1,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.938868114755989,0.02661004653682514,0.01738822878879156,0.0028740321134886402,3.189267521411264,0.15558557599963255
Ar,293,0.1,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9495076033332566,0.018960431805170482,0.015447159849037582,0.0022635371827308434,2.428370527372489,0.18052451806207234
Ar,293,0.1,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9394082013932206,0.020152185632610217,0.01622656255630644,0.00236391333729809,2.3935129539289948,0.16512532285244602
Ar,293,0.1,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.32733159614012763,0.046793691095265044,0.14593500232978568,0.006620067333044342,51.87002152883118,3.2143380920959417
Ar,293,0.1,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.24562968968730647,0.06964361939238424,0.15258857339326165,0.0067756767038815915,52.7610246454602,2.567869182443626
Ar,293,0.1,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3353726476740223,0.03904214110018689,0.13915509186321703,0.005348064424088438,49.646933754806255,2.5007122104684174
Ar,293,0.1,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9708082320678353,0.0018853339511030705,0.06165307598273935,0.0014595115968705906,4.207945813988221,0.04971186769909426
Ar,293,0.1,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9671274614388901,0.0020632459574616902,0.06293651403233617,0.001697460714034902,4.25283811947609,0.08223339004617099
Ar,293,0.1,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9657871314917313,0.0013461793709639703,0.06130324307570546,0.0012380120843157334,4.104531177708634,0.06644898610971117
Ar,293,0.1,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9638796303976148,0.00752063534700119,0.07082345817229355,0.003077955708878617,4.61092334445652,0.14721044913581452
Ar,293,0.1,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9634870223379937,0.005275234576450799,0.07276473267583605,0.002772142006399424,4.56633252838456,0.13139410803579293
Ar,293,0.1,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9596102061830495,0.005903548725110737,0.07115112409225213,0.003441338495893026,4.322615932223445,0.13856135210933185
Ar,293,0.1,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.47738964307370485,0.024377034088212426,0.36894403147997706,0.00937150395377438,33.199821333413624,0.973412181697899
Ar,293,0.1,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.42446266741385213,0.029630547173551593,0.3841467219561443,0.008731670138188688,34.19729069607795,1.0789220708359242
Ar,293,0.1,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.4779045642451276,0.026377716303010536,0.35251010878566824,0.009658977458019906,31.95939524143276,0.6893309932435432
Ar,293,0.5,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9659705030465495,0.0020278413727514585,0.16007965661264542,0.004051988916725658,5.254246074181027,0.12623799899754962
Ar,293,0.5,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9638669855609505,0.001674123579644836,0.16590715953809126,0.0025670191138193665,5.4271808040245615,0.08884313814228967
Ar,293,0.5,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9588919500181377,0.002893297979477672,0.16260944658792714,0.002961968017216524,5.275279993172435,0.0995780110849229
Ar,293,0.5,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9704984752805738,0.002438840439603477,0.1588290136684003,0.004132208706611819,5.460930303362162,0.13780117468889727
Ar,293,0.5,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.968639683534992,0.0013627919877588696,0.16710821520985758,0.003430889713957878,5.663661130429841,0.12102638852183163
Ar,293,0.5,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9654767312547413,0.0023000020997647093,0.16370369392709896,0.003984859971578984,5.474264234703849,0.11205485627194295
Ar,293,0.5,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.7048120148129527,0.014480294717897777,0.5355381781036758,0.010569648364399836,21.846409734722233,0.4685407326000066
Ar,293,0.5,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6794981492808662,0.014989477554654643,0.5564293515649636,0.011473213884295166,22.47244632720447,0.3974622599623246
Ar,293,0.5,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.7013498398678594,0.014993020280830795,0.5130749820175771,0.017127076498607834,20.959137425629677,0.6043992812248822
Ar,293,0.5,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9961071551823748,0.00023128842936246278,0.0065512320904952594,0.00011284889064707608,1.8332011953841914,0.03316726217435768
Ar,293,0.5,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9967149187758837,0.0005538742279539428,0.00535985780438752,0.00014467881640127135,1.3483811844790716,0.03165375310224916
Ar,293,0.5,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9957143394687901,0.0009792413278471904,0.00573204460209796,0.0002290285370856119,1.4087516977187282,0.03513292044086831
Ar,293,0.5,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.956728790661413,0.021535195007047515,0.012627739526581,0.001868985905768746,2.4279847388457636,0.15140620952902617
Ar,293,0.5,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9735710099002081,0.01283104628281377,0.00942887994003154,0.0015006327326150008,1.5839941284934729,0.09169280977202053
Ar,293,0.5,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9671993160312727,0.01872488094532226,0.01044206558638178,0.001720241292504814,1.6170253834002,0.10142752648238822
Ar,293,0.5,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.32733159614012763,0.046793691095265044,0.14593500232978568,0.006620067333044342,51.87002152883118,3.2143380920959417
Ar,293,0.5,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.24562968968730647,0.06964361939238424,0.15258857339326165,0.0067756767038815915,52.7610246454602,2.567869182443626
Ar,293,0.5,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3353726476740223,0.03904214110018689,0.13915509186321703,0.005348064424088438,49.646933754806255,2.5007122104684174
Ar,293,0.5,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.976678229537107,0.0016374184502249097,0.054997055679091675,0.0006974086425539527,3.736025624461037,0.04363701359357417
Ar,293,0.5,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9745124899333335,0.0020657995604292916,0.05595420984307128,0.0009009068364946401,3.75593431940844,0.0671075222643295
Ar,293,0.5,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9720231332888145,0.002723660688004782,0.055271750514064674,0.0009192687687875233,3.66348621753123,0.07282416803071358
Ar,293,0.5,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9726340425208017,0.005252117318612242,0.0624986560962136,0.0026439378502110876,4.093318637783588,0.13995580717835598
Ar,293,0.5,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9761431291228242,0.0029066764202646755,0.06336621576191921,0.0022968750549660372,4.017607845263698,0.10119558564297083
Ar,293,0.5,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.973164867448616,0.0034855782474277077,0.0630935201927166,0.0026297407920627116,3.8852131672064067,0.10977009969040322
Ar,293,0.5,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.47738964307370485,0.024377034088212426,0.36894403147997706,0.00937150395377438,33.199821333413624,0.973412181697899
Ar,293,0.5,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.42446266741385213,0.029630547173551593,0.3841467219561443,0.008731670138188688,34.19729069607795,1.0789220708359242
Ar,293,0.5,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.4779045642451276,0.026377716303010536,0.35251010878566824,0.009658977458019906,31.95939524143276,0.6893309932435432
Ar,313,0.01,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.963651089003239,0.0019456658426113384,0.1304591636356775,0.001244884586804643,5.36045478558222,0.09653330336081925
Ar,313,0.01,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9606531780207881,0.0011453341644014493,0.1364785043126691,0.0019670650261740343,5.555043079360946,0.06456186844603531
Ar,313,0.01,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9602156335312477,0.0018279807358297794,0.13058205189081734,0.0021162027677233014,5.322911321623227,0.10192201318994716
Ar,313,0.01,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9563348501066301,0.0052497207082634785,0.14513286842639034,0.0025276700929423683,6.295136309944758,0.06158473143858719
Ar,313,0.01,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9530327951463423,0.0031503012932439668,0.15011047510752173,0.003697711692360444,6.361515614222728,0.15971988258606534
Ar,313,0.01,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9521885607418671,0.00697681061141261,0.14441155557497526,0.004318155722276763,5.984560938244895,0.16296826770371642
Ar,313,0.01,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.6848334197638788,0.006375232643975912,0.4519485168756757,0.010293526818197167,23.55903650207599,0.797157176446136
Ar,313,0.01,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6599149805033189,0.00978250195454394,0.4693639999607083,0.010581294224846395,24.312228849058194,0.7023084777633756
Ar,313,0.01,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.6878876145349009,0.011226190414257181,0.43111395172835804,0.011709296481406692,22.577197785753768,0.8458336665829135
Ar,313,0.01,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9915590070741205,0.00024361094868235168,0.00722250388804332,0.0001602609500173898,2.9047311089170273,0.07101781674556228
Ar,313,0.01,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9925909897135087,0.00028093099136515304,0.00669669932850858,0.00010821319532120351,2.596851146571049,0.015154996971222436
Ar,313,0.01,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9918568142365374,0.000417626925022665,0.00676987501654964,9.089764918549969e-05,2.583928195360174,0.03650208648468996
Ar,313,0.01,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9652168516134259,0.023858325296509574,0.0112658643932634,0.0011866218479042252,3.878359908620051,0.12066908272345825
Ar,313,0.01,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9697347630885469,0.02177736715544019,0.01050540512736604,0.0013714759284322044,3.0737745772125797,0.07899410654918458
Ar,313,0.01,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9673409718061258,0.02779556192856422,0.010993280469415199,0.0016880530190909108,3.071154082592313,0.12658846231208873
Ar,313,0.01,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.3440412474870097,0.05465307325785317,0.10188972513762666,0.003255867565793021,54.518788982867775,4.306834914598655
Ar,313,0.01,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.2541288608885069,0.06493823262219209,0.10713985824553526,0.005035441207924324,56.743954809734205,5.076890813608514
Ar,313,0.01,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3389722750072662,0.054819179358562085,0.09721044294976645,0.0038534478364296585,52.67381867663031,3.925282589671407
Ar,313,0.01,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9673400294177108,0.004824516363463857,0.04726525355282484,0.0003751890995248436,4.379957912783486,0.1343092880427648
Ar,313,0.01,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9647819142999163,0.0037181979969824934,0.04775683420834018,0.0007381309146792106,4.350796972982762,0.10112251203036805
Ar,313,0.01,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.964731049880412,0.004164171693038991,0.04675492362279552,0.0009656789636687465,4.22981964853956,0.15967438085482177
Ar,313,0.01,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9389745267644842,0.016281070712661612,0.0625309039261687,0.0029599499263536604,5.729593370208815,0.2142190232426244
Ar,313,0.01,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9316471753603291,0.01435490003880562,0.06409705869152815,0.002632899978278021,5.536995661710647,0.24382747864391635
Ar,313,0.01,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.934538564081608,0.01566655744886328,0.06272990421041501,0.003662000443491284,5.268214519886517,0.34630569878871004
Ar,313,0.01,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.48094294882251304,0.01857054240904024,0.28482758423005927,0.005667131768443422,34.93140772371258,1.4826587079766973
Ar,313,0.01,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.4207578672270462,0.020785471771335495,0.2988105014255944,0.006731891520351388,36.54695028976426,1.7172649129599433
Ar,313,0.01,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.46425133119029294,0.040441670839505374,0.2756542560182353,0.008535733714644314,33.966384988231745,1.587949063252913
Ar,313,0.05,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9641377068082695,0.0010128266563692466,0.1264721643215677,0.0022036226769207583,5.278336724050625,0.0718965407656525
Ar,313,0.05,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9608812119816985,0.0010006681757338972,0.13231736400900368,0.0027855330883394956,5.446810975770415,0.11822273217166046
Ar,313,0.05,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9622407116613552,0.0016644345891984962,0.1227423323957392,0.0013456949923213626,5.052445081682095,0.0980755783326792
Ar,313,0.05,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9585421009097214,0.004826163636827691,0.137821204439172,0.00156643342468779,5.961027531509947,0.09019383254281937
Ar,313,0.05,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9557818510016494,0.003203580164187364,0.1428454002761008,0.0025168020901529422,6.010016043110608,0.12247950041659664
Ar,313,0.05,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.954720767385884,0.006553540265797659,0.1370609705144788,0.0032571609656702584,5.637888869698156,0.11963602316725573
Ar,313,0.05,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.6848334197638788,0.006375232643975912,0.4519485168756757,0.010293526818197167,23.55903650207599,0.797157176446136
Ar,313,0.05,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6599149805033189,0.00978250195454394,0.4693639999607083,0.010581294224846395,24.312228849058194,0.7023084777633756
Ar,313,0.05,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.6878876145349009,0.011226190414257181,0.43111395172835804,0.011709296481406692,22.577197785753768,0.8458336665829135
Ar,313,0.05,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9943933601172225,0.0005674112735389698,0.005624207496294859,6.920358048764314e-05,2.248791025009136,0.024586442028372697
Ar,313,0.05,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9954101566054817,0.0005986070394836548,0.00475727109518604,0.00016795001573798835,1.7650046268602515,0.056337861330438894
Ar,313,0.05,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.994599248968308,0.0006412658986590082,0.0049361891246269005,0.00015681785009677134,1.7959303543546845,0.06274242556263336
Ar,313,0.05,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9665162772357359,0.022784001134936636,0.009372565582699641,0.0011806248792584576,3.005079204692387,0.1334327007888834
Ar,313,0.05,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.971188665670779,0.02192486117547884,0.00855984174654494,0.0013869373899308903,2.1730263241745864,0.0907827735896507
Ar,313,0.05,1,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9683156401984769,0.026151586106965604,0.00914706138494074,0.0016574651449155107,2.1806942956939386,0.11584266123803111
Ar,313,0.05,1,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.3440412474870097,0.05465307325785317,0.10188972513762666,0.003255867565793021,54.518788982867775,4.306834914598655
Ar,313,0.05,1,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.2541288608885069,0.06493823262219209,0.10713985824553526,0.005035441207924324,56.743954809734205,5.076890813608514
Ar,313,0.05,1,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.3389722750072662,0.054819179358562085,0.09721044294976645,0.0038534478364296585,52.67381867663031,3.925282589671407
Ar,313,0.05,5,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9697434323863774,0.0018017493027451944,0.043721497765705775,0.0013101577195706877,4.06756869214196,0.12253562587928914
Ar,313,0.05,5,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9667683189551319,0.002923432803821319,0.04433136308342172,0.00189305103745,4.047635397076368,0.1696997324397854
Ar,313,0.05,5,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9678288954047891,0.002281689447081201,0.04180690099015674,0.001548830159396035,3.769563932077964,0.1347962960631776
Ar,313,0.05,5,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9416607348130578,0.014960026853611086,0.05833293650785596,0.002845755867068431,5.299510932176139,0.21616031903550098
Ar,313,0.05,5,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9340346247017018,0.01543368102531038,0.05991123299978189,0.0036462081640324462,5.012956752773568,0.30865255390385493
Ar,313,0.05,5,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9367235377942986,0.01614964922184851,0.05784740304561738,0.003572272461898807,4.7066083525371365,0.31393699893026766
Ar,313,0.05,5,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.48094294882251304,0.01857054240904024,0.28482758423005927,0.005667131768443422,34.93140772371258,1.4826587079766973
Ar,313,0.05,5,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.4207578672270462,0.020785471771335495,0.2988105014255944,0.006731891520351388,36.54695028976426,1.7172649129599433
Ar,313,0.05,5,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.46425133119029294,0.040441670839505374,0.2756542560182353,0.008535733714644314,33.966384988231745,1.587949063252913
Ar,313,0.1,15,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9648719959500329,0.0004354064759336548,0.125191722070863,0.0013885585879512441,5.271601665963306,0.0614856368696588
Ar,313,0.1,15,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9611431284077894,0.0005789703478097422,0.13081153641088078,0.0008990747168645592,5.439102668386692,0.05227482786724405
Ar,313,0.1,15,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9626846587313919,0.0012102307872042914,0.12269649041229494,0.002803950565765638,5.1163836841443455,0.09406411944563413
Ar,313,0.1,15,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9593581189294706,0.004892058496844956,0.1363700827982296,0.0020805901482734315,5.883260051276423,0.04471170903066455
Ar,313,0.1,15,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9569728166087369,0.003218525386905644,0.14074011200124104,0.0029859370689898686,5.9183533656355705,0.12595630201606972
Ar,313,0.1,15,struct+input,random_with_input__rf_TRAIN_RATIO0.8,rf,0.9554817620540987,0.006593682301720398,0.13555619084996767,0.0034916336110067834,5.573139779171277,0.13379882441282137
Ar,313,0.1,15,struct,random_struct__cat_TRAIN_RATIO0.8,cat,0.6848334197638788,0.006375232643975912,0.4519485168756757,0.010293526818197167,23.55903650207599,0.797157176446136
Ar,313,0.1,15,struct,random_struct__gbm_TRAIN_RATIO0.8,gbm,0.6599149805033189,0.00978250195454394,0.4693639999607083,0.010581294224846395,24.312228849058194,0.7023084777633756
Ar,313,0.1,15,struct,random_struct__rf_TRAIN_RATIO0.8,rf,0.6878876145349009,0.011226190414257181,0.43111395172835804,0.011709296481406692,22.577197785753768,0.8458336665829135
Ar,313,0.1,1,struct+input,qt_then_rd__cat_TRAIN_RATIO0.8,cat,0.9942233597585662,0.0007565792861114961,0.00519702636317442,8.483739927249305e-05,2.042610341071179,0.052916499092332946
Ar,313,0.1,1,struct+input,qt_then_rd__gbm_TRAIN_RATIO0.8,gbm,0.9951773757605651,0.0005667905972885438,0.004420750028837521,9.364620299940928e-05,1.5987935414409684,0.0330076682732427
Ar,313,0.1,1,struct+input,qt_then_rd__rf_TRAIN_RATIO0.8,rf,0.9944510396854008,0.0006503727627363374,0.004566480906099279,9.393083393514357e-05,1.6190447853777843,0.024423625472775712
Ar,313,0.1,1,struct+input,random_with_input__cat_TRAIN_RATIO0.8,cat,0.9692124563645009,0.02396281046340604,0.0088464170691867,0.0012260935224910829,2.8295047659958086,0.11341299632799483
Ar,313,0.1,1,struct+input,random_with_input__gbm_TRAIN_RATIO0.8,gbm,0.9740582438326572,0.02217112117946462,0.00793023014351528,0.001478752737070753,1.951464639290722,0.08281980522862292
